date,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyDilutedEPS,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,quarterlyNetIncome,quarterlyGrossProfit,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCommonStockIssuance,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyInvestmentsAndAdvances
2015-03-31,90669000.0,-242791000.0,1781308000.0,,966260000.0,49643000.0,-192710000,-158695000.0,-107939000.0,12772000.0,-2.99,5846000.0,-242353000,139366000.0,164618000.0,300089000,1638000.0,325180000.0,449792000.0,2231100000.0,1668012000.0,61077000.0,4566000.0,163385000.0,563088000.0,701752000.0,444738000.0,113150000.0,217860000.0,410682000.0,-1992000.0,911120000.0,20051000.0,-120861000.0,0.0,-242791000.0,-110593000.0,217288000.0,-242791000.0,131760000.0,482733000.0,476057000.0,,1098049000.0,0.0,0.0,-6766000.0,-249557000.0,69792000.0,1046000.0,897452000.0,,911120000.0,,-9424000.0,,-12922000.0,-9424000.0,-2.99,217849000.0,129098000.0,81085000.0,-113068000.0,13745000.0,23250000.0,13668000.0,152288000.0,0.0,2482000.0,182860000.0,-30624000.0,0.0,38789000.0,35157000.0,186929000.0,81085000.0,
2015-06-30,94602000.0,-67023000.0,1907976000.0,,1106300000.0,30197000.0,-32440000,-225718000.0,-187489000.0,19086000.0,-0.81,6308000.0,-62637000,86713000.0,172727000.0,275297000,,116914000.0,444628000.0,2352604000.0,1825765000.0,64954000.0,8341000.0,201014000.0,526839000.0,719465000.0,437696000.0,52368000.0,130915000.0,202615000.0,0.0,815784000.0,12453000.0,-206258000.0,0.0,-67023000.0,72682000.0,219036000.0,-67023000.0,135319000.0,572440000.0,481784000.0,,1190797000.0,,,-3148000.0,-70171000.0,83089000.0,1046000.0,911120000.0,,815784000.0,,1525000.0,,-18769000.0,1525000.0,-0.81,87198000.0,114143000.0,82833000.0,,13130000.0,38550000.0,-95336000.0,105482000.0,,,,-21563000.0,,29531000.0,34142000.0,375013000.0,82833000.0,
2015-09-30,104837000.0,54735000.0,1964608000.0,,1213885000.0,24610000.0,73784000,-170983000.0,20101000.0,16320000.0,0.55,7130000.0,66431000,-92492000.0,85242000.0,346974000,,-188331000.0,451891000.0,2416499000.0,1852434000.0,65706000.0,-12096000.0,240329000.0,564065000.0,638549000.0,467856000.0,4793000.0,240859000.0,143940000.0,0.0,711713000.0,24020000.0,13077000.0,0.0,54735000.0,203034000.0,217731000.0,54735000.0,136603000.0,676891000.0,487601000.0,,1064674000.0,,,3300000.0,58035000.0,81694000.0,1042000.0,815784000.0,,711713000.0,,-28934000.0,,-7024000.0,-2382000.0,0.63,-109866000.0,133548000.0,87560000.0,,13490000.0,44835000.0,-104071000.0,-85468000.0,,,,-29349000.0,,69138000.0,24413000.0,352961000.0,114015000.0,
2015-12-31,108907000.0,-42413000.0,2106308000.0,,1454974000.0,49871000.0,61846000,-213396000.0,141620000.0,18738000.0,-0.51,7770000.0,11975000,166023000.0,39885000.0,414221000,-68000.0,134911000.0,478701000.0,2585009000.0,2058035000.0,71600000.0,3381000.0,214540000.0,526974000.0,603061000.0,603613000.0,133396000.0,263690000.0,257861000.0,-71172000.0,835241000.0,20207000.0,-31716000.0,-189564000.0,-42413000.0,156360000.0,216777000.0,-42413000.0,144385000.0,791758000.0,491576000.0,,1214681000.0,,,-24802000.0,-67215000.0,76661000.0,1044000.0,711713000.0,,835241000.0,,-12140000.0,,-2786000.0,-12140000.0,-0.51,-23559000.0,171991000.0,83426000.0,,11530000.0,49995000.0,123528000.0,168809000.0,19014000.0,,,-34735000.0,0.0,59603000.0,27944000.0,379440000.0,83426000.0,
2016-03-31,82415000.0,46399000.0,2045276000.0,,1220411000.0,58754000.0,103442000,-166997000.0,-124733000.0,15852000.0,0.48,6404000.0,44688000,63781000.0,216319000.0,377206000,-270000.0,-51974000.0,545001000.0,2590277000.0,2008892000.0,74227000.0,4183000.0,178387000.0,581385000.0,788481000.0,607479000.0,-20395000.0,168527000.0,209457000.0,2570000.0,798742000.0,15888000.0,-99619000.0,6832000.0,46399000.0,167749000.0,217080000.0,46399000.0,123061000.0,582484000.0,497935000.0,,1269562000.0,,,-5398000.0,41001000.0,77127000.0,1038000.0,835241000.0,,798742000.0,,-8498000.0,,-8701000.0,-8498000.0,0.54,95575000.0,219440000.0,86375000.0,-99002000.0,13439000.0,39982000.0,-36499000.0,72482000.0,26983000.0,,176129000.0,-37896000.0,0.0,30448000.0,33308000.0,470820000.0,114496000.0,
2016-06-30,117877000.0,-38567000.0,1977672000.0,,1261627000.0,48412000.0,9429000,-205564000.0,-32721000.0,15100000.0,-0.46,3308000.0,-38983000,-51478000.0,153912000.0,311552000,,-75501000.0,561055000.0,2538727000.0,2005187000.0,85263000.0,2696000.0,167218000.0,533540000.0,743560000.0,619435000.0,36394000.0,141150000.0,191380000.0,1350000.0,796328000.0,12734000.0,72885000.0,78691000.0,-38567000.0,120172000.0,215622000.0,-38567000.0,159155000.0,604411000.0,504385000.0,,1188817000.0,,,-3572000.0,-42139000.0,72414000.0,1046000.0,798742000.0,,796328000.0,,-24279000.0,,-4230000.0,-24279000.0,-0.46,28226000.0,251881000.0,84588000.0,,15837000.0,25585000.0,-2414000.0,-47248000.0,31145000.0,,,-41319000.0,,37781000.0,33900000.0,392489000.0,84588000.0,
2016-09-30,129872000.0,36432000.0,2370770000.0,,1719234000.0,29916000.0,77110000,-169132000.0,-43716000.0,18233000.0,0.39,7555000.0,47194000,-7614000.0,54741000.0,420167000,,-95682000.0,608310000.0,2979080000.0,2396327000.0,110716000.0,-65251000.0,178629000.0,582753000.0,677093000.0,666734000.0,267396000.0,381587000.0,205605000.0,0.0,770003000.0,77561000.0,-17027000.0,-11850000.0,36432000.0,214562000.0,215658000.0,36432000.0,167368000.0,821409000.0,511636000.0,,1174594000.0,,,3684000.0,40116000.0,68531000.0,1046000.0,796328000.0,,770003000.0,,-5199000.0,,-4053000.0,-5199000.0,0.42,-240258000.0,304949000.0,87176000.0,,16139000.0,47759000.0,-26325000.0,-3561000.0,42592000.0,,,-42871000.0,,144756000.0,30005000.0,404591000.0,115202000.0,
2016-12-31,148759000.0,-29842000.0,2451176000.0,,1863817000.0,75418000.0,-20949000,-198974000.0,-29805000.0,22088000.0,-0.33,4481000.0,-28409000,284325000.0,11255000.0,476473000,,218251000.0,637923000.0,3089099000.0,2268178000.0,134230000.0,46679000.0,126185000.0,820921000.0,404361000.0,736176000.0,-73723000.0,327430000.0,311074000.0,-3715000.0,1039430000.0,26665000.0,-7671000.0,0.0,-29842000.0,165399000.0,213522000.0,-29842000.0,193808000.0,1073393000.0,258876000.0,,1443953000.0,,,-2282000.0,-32124000.0,65799000.0,1180000.0,770003000.0,,1039430000.0,,-5757000.0,,-6086000.0,-5757000.0,-0.33,51937000.0,330328000.0,90428000.0,,28274000.0,57851000.0,269427000.0,290411000.0,28970000.0,,,-48175000.0,,54248000.0,37589000.0,404523000.0,90428000.0,
2017-03-31,100354000.0,99280000.0,2195242000.0,,1685892000.0,105610000.0,217113000,-99694000.0,-117314000.0,26458000.0,0.89,3695000.0,111503000,85029000.0,10406000.0,571556000,,-144886000.0,953912000.0,3149154000.0,2145426000.0,197199000.0,10934000.0,41721000.0,1003728000.0,459534000.0,750875000.0,-40723000.0,219558000.0,314900000.0,6010000.0,943396000.0,16323000.0,-177217000.0,22235000.0,99280000.0,256656000.0,359115000.0,99280000.0,145153000.0,903125000.0,251929000.0,,1392328000.0,,-129919000.0,11831000.0,111111000.0,67300000.0,1198000.0,1039430000.0,,943396000.0,,-14537000.0,,-6798000.0,-14537000.0,0.97,118139000.0,492172000.0,100490000.0,-121217000.0,35325000.0,64915000.0,-96034000.0,91827000.0,54579000.0,,188517000.0,-47142000.0,0.0,31892000.0,36421000.0,448932000.0,117245000.0,
2017-06-30,112817000.0,60276000.0,2113136000.0,,1466058000.0,34130000.0,94948000,-39648000.0,-41147000.0,24071000.0,0.56,-5347000.0,60818000,-60101000.0,231526000.0,418216000,,-131758000.0,1106434000.0,3219570000.0,2119815000.0,209367000.0,5451000.0,20181000.0,1099755000.0,653757000.0,809685000.0,71281000.0,229197000.0,194569000.0,-10599000.0,828112000.0,11636000.0,-45415000.0,-25000000.0,60276000.0,223647000.0,369622000.0,60276000.0,162829000.0,619439000.0,212864000.0,,1281061000.0,,,-12865000.0,47411000.0,76613000.0,1230000.0,943396000.0,,828112000.0,,-57689000.0,,-41473000.0,-57689000.0,0.57,-9294000.0,596207000.0,104465000.0,,46971000.0,65075000.0,-115284000.0,-18628000.0,62205000.0,,,-37582000.0,,36934000.0,42269000.0,452949000.0,117753000.0,
2017-09-30,137738000.0,-2736000.0,2455515000.0,,1850504000.0,37387000.0,27781000,-42451000.0,-93126000.0,59012000.0,-0.03,16797000.0,-9606000,2488000.0,167070000.0,443562000,,-102020000.0,1240865000.0,3696380000.0,2223934000.0,153991000.0,-24172000.0,41983000.0,1472446000.0,373430000.0,952568000.0,175191000.0,429019000.0,246548000.0,-1713000.0,749626000.0,36431000.0,-76060000.0,-15000000.0,-2736000.0,197014000.0,381359000.0,-2736000.0,206620000.0,822126000.0,52369000.0,,1263142000.0,,,-11552000.0,-14288000.0,86689000.0,1307000.0,828112000.0,,749626000.0,,-28436000.0,,-17209000.0,-28436000.0,-0.03,-199904000.0,711603000.0,109430000.0,,50394000.0,74145000.0,-78486000.0,19697000.0,49275000.0,,,-28472000.0,,75810000.0,49999000.0,513516000.0,109430000.0,
2017-12-31,145464000.0,25140000.0,2447724000.0,,2072117000.0,40421000.0,49973000,-17311000.0,-148323000.0,13028000.0,0.21,3105000.0,9552000,188255000.0,44501000.0,480840000,,121322000.0,1234886000.0,3682610000.0,2281790000.0,151334000.0,5745000.0,39369000.0,1400820000.0,209673000.0,907345000.0,-82386000.0,425931000.0,267983000.0,-700000.0,774455000.0,30857000.0,-61040000.0,50000000.0,25140000.0,212857000.0,389728000.0,25140000.0,203305000.0,1118774000.0,13838000.0,,1321784000.0,,,-12914000.0,12226000.0,96570000.0,1326000.0,749626000.0,,774455000.0,,-118941000.0,,-14761000.0,-8805000.0,0.22,3114000.0,694978000.0,113991000.0,,53610000.0,73570000.0,24829000.0,203016000.0,61445000.0,,,-31095000.0,,45998000.0,49977000.0,547329000.0,117918000.0,
2018-03-31,107901000.0,90771000.0,2409177000.0,,1726929000.0,32981000.0,122536000,73516000.0,-92402000.0,20238000.0,0.77,3160000.0,89555000,175783000.0,355589000.0,450274000,,75153000.0,1328664000.0,3737841000.0,2248871000.0,158285000.0,16893000.0,33284000.0,1488970000.0,521942000.0,914748000.0,34647000.0,247649000.0,189211000.0,-1730000.0,808973000.0,15162000.0,-89312000.0,-50918000.0,90853000.0,261063000.0,399530000.0,90853000.0,171508000.0,777152000.0,8068000.0,,1424379000.0,,0.0,423000.0,91276000.0,102478000.0,1327000.0,774455000.0,,808973000.0,,-76401000.0,,-14079000.0,-31745000.0,0.8,179086000.0,743050000.0,113330000.0,-143984000.0,56887000.0,96671000.0,34518000.0,189862000.0,68087000.0,,246462000.0,-15732000.0,-44656000.0,35029000.0,54128000.0,615406000.0,118675000.0,
2018-06-30,126041000.0,71693000.0,2074347000.0,,1391216000.0,22849000.0,93453000,615482000.0,-44108000.0,24598000.0,0.62,-2980000.0,70604000,-25472000.0,15861000.0,387982000,,-127343000.0,1381657000.0,3456004000.0,1603799000.0,191490000.0,3692000.0,12676000.0,1852205000.0,212583000.0,906881000.0,-29597000.0,239736000.0,131365000.0,242000.0,974184000.0,10642000.0,-39998000.0,-29840000.0,71693000.0,256617000.0,387328000.0,71693000.0,186013000.0,450568000.0,5232000.0,,1102260000.0,,-3149000.0,5754000.0,77447000.0,105852000.0,1338000.0,1246371000.0,,464804000.0,,-211903000.0,,-14289000.0,-58403000.0,0.63,61355000.0,811824000.0,112941000.0,,75917000.0,68322000.0,-272187000.0,-11183000.0,51388000.0,,,-41015000.0,-153500000.0,33767000.0,50712000.0,637456000.0,115985000.0,
2018-09-30,161485000.0,25367000.0,2191736000.0,,1489789000.0,28445000.0,54431000,640849000.0,-51780000.0,30343000.0,0.22,1366000.0,25986000,-209707000.0,15407000.0,492667000,,-280373000.0,1463453000.0,3655189000.0,1710750000.0,205554000.0,-29617000.0,36912000.0,1944439000.0,220961000.0,853467000.0,1263000.0,534633000.0,234880000.0,,833094000.0,40541000.0,59687000.0,63444000.0,25367000.0,257787000.0,389816000.0,25367000.0,231801000.0,559024000.0,,,1025299000.0,,0.0,5594000.0,30961000.0,110900000.0,1341000.0,974184000.0,,462347000.0,,-5564000.0,,-14855000.0,-5564000.0,0.22,-294591000.0,881438000.0,113735000.0,,80810000.0,79477000.0,-141090000.0,-194852000.0,62878000.0,,,-37199000.0,0.0,77298000.0,60565000.0,562952000.0,116095000.0,
2018-12-31,231960000.0,179948000.0,2974773000.0,,2099358000.0,155427000.0,201276000,820796000.0,-83682000.0,123668000.0,1.57,-2298000.0,45849000,581732000.0,69137000.0,1248738000,,139490000.0,1412387000.0,4387160000.0,2359693000.0,191198000.0,-427000.0,33542000.0,2027467000.0,260335000.0,941461000.0,322025000.0,823482000.0,898484000.0,5930000.0,1295495000.0,39786000.0,2589000.0,30497000.0,179948000.0,350254000.0,383110000.0,179948000.0,304405000.0,818411000.0,,,1600645000.0,,0.0,-120098000.0,59850000.0,114672000.0,1344000.0,833094000.0,,1054911000.0,,-130762000.0,,-14502000.0,-21870000.0,1.59,-292745000.0,677400000.0,113433000.0,,83170000.0,133780000.0,462401000.0,596234000.0,70276000.0,,,-50954000.0,-108892000.0,74615000.0,62305000.0,545734000.0,114737000.0,
2019-03-31,153148000.0,56829000.0,2827835000.0,,1951794000.0,58105000.0,70356000,877626000.0,-274021000.0,69091000.0,0.5,4587000.0,59275000,429993000.0,21058000.0,539007000,,154100000.0,1415230000.0,4243065000.0,2202485000.0,229633000.0,11949000.0,28880000.0,2040580000.0,250691000.0,1035695000.0,-92539000.0,395729000.0,258915000.0,-1214000.0,1391986000.0,28200000.0,-245854000.0,-235158000.0,56829000.0,280092000.0,381717000.0,56829000.0,220817000.0,843302000.0,,,1571010000.0,,-25000000.0,7698000.0,64527000.0,127882000.0,1346000.0,1295495000.0,,826525000.0,,-115456000.0,,-23323000.0,-15456000.0,0.5,427906000.0,676551000.0,112614000.0,-169630000.0,93320000.0,84335000.0,96491000.0,453316000.0,140591000.0,,297512000.0,-37189000.0,-100000000.0,72797000.0,56588000.0,744485000.0,113939000.0,
2019-06-30,166654000.0,46280000.0,2821079000.0,,1942006000.0,47192000.0,99308000,923906000.0,-30248000.0,57432000.0,0.41,1321000.0,52116000,98564000.0,22097000.0,540459000,,-43690000.0,1545143000.0,4366222000.0,2279895000.0,190664000.0,4029000.0,18070000.0,2086327000.0,337889000.0,1038748000.0,,352625000.0,241469000.0,-386000.0,1611995000.0,23847000.0,166793000.0,,46280000.0,298990000.0,391404000.0,46280000.0,246874000.0,826085000.0,,,1542278000.0,,-8715000.0,15875000.0,62155000.0,251252000.0,1355000.0,1391986000.0,,984625000.0,,-52118000.0,,-9971000.0,-52118000.0,0.41,44041000.0,701605000.0,112621000.0,,91378000.0,79858000.0,220009000.0,108535000.0,215727000.0,,251252000.0,-43988000.0,0.0,55379000.0,68963000.0,557653000.0,113728000.0,
2019-09-30,226225000.0,71815000.0,3388333000.0,,2290228000.0,58977000.0,134124000,995721000.0,-115496000.0,55767000.0,0.63,3004000.0,75147000,20062000.0,25378000.0,857841000,,-153940000.0,1426778000.0,4815111000.0,2633348000.0,198953000.0,-16093000.0,62328000.0,2181763000.0,343120000.0,1251196000.0,,858597000.0,468248000.0,-327000.0,1430403000.0,39293000.0,-202993000.0,,71815000.0,389593000.0,383778000.0,71815000.0,314446000.0,901813000.0,,,1504645000.0,,0.0,11059000.0,82874000.0,248481000.0,1356000.0,1611995000.0,,762032000.0,,-9360000.0,,-15561000.0,-9360000.0,0.63,-507060000.0,588781000.0,113117000.0,,95092000.0,84255000.0,-181592000.0,35623000.0,-71936000.0,,248481000.0,-54462000.0,0.0,114946000.0,76197000.0,742613000.0,114076000.0,
