date,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyFreeCashFlow,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyNetPPE,quarterlyCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepaymentOfDebt,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyInventory,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyRepurchaseOfCapitalStock,quarterlyCashDividendsPaid
2012-09-30,0.0,163066000,0.0,,3623000,5387000.0,845000,8639000.0,57608000.0,298352000.0,3617000,0.0,2334000,,0.023333,,2334000,35375000.0,2950000.0,,2295000,3252000,1712000,-32762000.0,-72217000.0,6687000,158621000,-4591000,40024000.0,,5436000,45640000.0,31915000,,2295000,19252000.0,12878000.0,240744000.0,,-3460000,0.0,,0.0,,3600000,0.026667,-1149000,-812000,2660000.0,4000.0,28292000,90120000.0,25792000,276150000.0,0.0,,,39000,,19310000,228882000.0,188858000.0,8720000.0,0,,25997000,156726000,-991000,188858000,2334000,9069000.0,22202000.0,286000.0,96690000.0,,,
2012-12-31,0.0,-38818000,0.0,,3806000,6318000.0,5225000,8655000.0,98834000.0,304235000.0,4071000,9389000.0,549000,,0.006667,,549000,54284000.0,3485000.0,,511000,-5451000,2256000,-35513000.0,-71668000.0,9079000,760000,-4573000,44054000.0,0.0,9798000,49147000.0,34337000,549000.0,511000,20433000.0,13634000.0,205401000.0,3485000.0,1316000,-31240000.0,,0.0,,24834000,0.006667,88000,233000,3158000.0,4000.0,30531000,100224000.0,188858000,280317000.0,0.0,,,38000,,20941000,194094000.0,150040000.0,8443000.0,-38397000,,30020000,0,-49376000,150040000,549000,21248000.0,23918000.0,279000.0,108876000.0,,,
2013-03-31,0.0,-18092000,0.0,,4130000,3884000.0,-4340000,9499000.0,116633000.0,309627000.0,4779000,25081000.0,-3747000,,-0.036667,,-3747000,54284000.0,3651000.0,,977000,198000,4146000,-38028000.0,-75415000.0,10611000,5057000,-6629000,47102000.0,,2289000,54801000.0,38966000,-3747000.0,-3802000,19426000.0,16773000.0,192994000.0,3651000.0,-4065000,,,0.0,,5000000,-0.036667,-1258000,1241000,4399000.0,4000.0,34836000,101310000.0,150040000,286550000.0,0.0,,,55000,,28027000,179050000.0,131948000.0,7905000.0,-23809000,,38638000,0,-25438000,131948000,-3747000,20241000.0,23077000.0,254000.0,101310000.0,,,
2013-06-30,0.0,-396000,0.0,,4294000,3473000.0,183000,14393000.0,131678000.0,317532000.0,5155000,38368000.0,-10232000,,-0.1,,-10232000,54284000.0,3308000.0,,-5192000,-320000,10467000,-41207000.0,-85647000.0,11071000,3884000,-6074000,38138000.0,,6257000,60324000.0,46920000,-10232000.0,-10347000,22600000.0,19117000.0,185854000.0,3308000.0,522000,,,0.0,,28000000,-0.1,-3935000,1418000,5817000.0,4000.0,42626000,103659000.0,131948000,291624000.0,0.0,,,115000,,41902000,169690000.0,131552000.0,9457000.0,-32463000,,52973000,0,-10537000,131552000,-10232000,19597000.0,25908000.0,312000.0,103659000.0,,,
2013-09-30,0.0,187336000,0.0,,5116000,11817000.0,-2370000,15712000.0,205902000.0,591661000.0,5877000,59532000.0,-1189000,,-0.01,,-1189000,93199000.0,3395000.0,-4265000.0,-5524000,-1000,3768000,-42767000.0,-86836000.0,12167000,261538000,-6360000,46154000.0,,3990000,65295000.0,53311000,-5454000.0,-5524000,31015000.0,22528000.0,385759000.0,3395000.0,-878000,-42615000.0,,0.0,,9000000,-0.01,-2074000,-1936000,3987000.0,4000.0,48195000,110001000.0,131552000,557251000.0,0.0,,,70000,,41552000,365042000.0,318888000.0,11091000.0,-38217000,,53719000,253899000,-78192000,318888000,-1189000,30262000.0,34410000.0,381000.0,110001000.0,,,
2013-12-31,0.0,-117128000,0.0,,5270000,11377000.0,11853000,15234000.0,292551000.0,608063000.0,7443000,142435000.0,2715000,,0.02,,2715000,93213000.0,6882000.0,154000.0,10167000,523000,5055000,-47315000.0,-84121000.0,14649000,1770000,-6909000,93531000.0,0.0,18762000,74723000.0,58348000,2869000.0,2724000,33385000.0,27408000.0,315512000.0,6882000.0,1752000,-93000.0,154000.0,0.0,,11000000,0.023333,-304000,774000,4724000.0,4000.0,53078000,117150000.0,318888000,567796000.0,0.0,,,145000,,35705000,295291000.0,201760000.0,12844000.0,-141658000,,50354000,0,-137660000,201760000,2715000,29149000.0,40267000.0,346000.0,126348000.0,,,
2014-03-31,0.0,-48106000,0.0,,6164000,13845000.0,5186000,14859000.0,290452000.0,621542000.0,8074000,137949000.0,-6259000,6259000.0,-0.053333,,-6259000,93213000.0,7493000.0,,1596000,697000,7132000,-51335000.0,-90380000.0,16970000,5263000,-9019000,155760000.0,,14205000,82449000.0,66243000,-6259000.0,-6478000,38530000.0,31114000.0,331090000.0,7493000.0,2879000,,,0.0,,44539000,-0.053333,-260000,1679000,6403000.0,4000.0,60079000,117966000.0,201760000,575519000.0,0.0,,,219000,,49587000,309414000.0,153654000.0,12772000.0,-103094000,,66557000,0,-67574000,153654000,-6259000,27740000.0,46023000.0,436000.0,117966000.0,,,
2014-06-30,0.0,-15365000,0.0,,6793000,12116000.0,6184000,19885000.0,257058000.0,641473000.0,8596000,99806000.0,-10477000,10477000.0,-0.086667,,-10477000,96352000.0,10248000.0,,-2165000,2082000,8410000,-55504000.0,-100857000.0,19862000,8764000,-8486000,219777000.0,,14670000,89515000.0,78675000,-10477000.0,-10761000,47530000.0,34011000.0,384415000.0,10248000.0,4412000,,,0.0,,29346000,-0.086667,-5616000,7876000,14279000.0,4000.0,71882000,119400000.0,153654000,583695000.0,-3500000.0,,,284000,,62781000,358066000.0,138289000.0,14772000.0,-56159000,,82643000,0,-38799000,138289000,-10477000,26455000.0,57778000.0,434000.0,119400000.0,,,
2014-09-30,0.0,-15524000,0.0,,7679000,17756000.0,-5462000,21794000.0,252175000.0,649210000.0,9039000,92130000.0,-15977000,,-0.133333,,-15977000,96352000.0,10549000.0,0.0,5997000,400000,8634000,-61671000.0,-116834000.0,21318000,6917000,-9944000,243555000.0,,4482000,100006000.0,88646000,-15977000.0,-3042000,53461000.0,38335000.0,397035000.0,10549000.0,932000,0.0,,0.0,,36027000,-0.133333,-2383000,-913000,13366000.0,4000.0,80967000,120888000.0,138289000,585200000.0,0.0,,,-12935000,,62691000,366320000.0,122765000.0,15555000.0,-53006000,,84009000,0,-26923000,122765000,-15977000,24864000.0,64010000.0,494000.0,120888000.0,,,
2014-12-31,0.0,3000000,0.0,,8825000,16883000.0,-4631000,18684000.0,248393000.0,649730000.0,9915000,83326000.0,-10897000,,-0.09,,-10897000,96352000.0,11755000.0,0.0,6810000,1236000,9909000,-66704000.0,-127731000.0,28256000,2979000,-16793000,246829000.0,0.0,12162000,108304000.0,92329000,-10897000.0,-3105000,49196000.0,41600000.0,401337000.0,11755000.0,-3017000,0.0,0.0,0.0,,65037000,-0.09,2280000,-4008000,9358000.0,4000.0,83504000,121800000.0,122765000,588779000.0,0.0,,,-7792000,,58353000,372594000.0,125765000.0,16220000.0,-60385000,,86609000,0,-12141000,125765000,-10897000,26757000.0,60951000.0,358000.0,121800000.0,,,
2015-03-31,0.0,182087000,0.0,230000000.0,13019000,59837000.0,-9150000,34255000.0,2483459000.0,3168194000.0,14028000,0.0,-58384000,730000.0,-0.396667,,-58384000,1833427000.0,385204000.0,,-43626000,381000,23007000,-61754000.0,-186115000.0,37325000,8821000,-10605000,320581000.0,,1455000,134690000.0,127273000,-58384000.0,-20381000,115020000.0,72936000.0,684735000.0,11774000.0,-1020000,,,0.0,,68759000,-0.396667,-296000,-763000,13661000.0,6000.0,114254000,147390000.0,125765000,2667970000.0,147000.0,138000.0,,-37273000,143430000.0,97310000,628433000.0,307852000.0,24736000.0,-59896000,,134635000,-303000,171811000,307852000,-58384000,569125000.0,500224000.0,7971000.0,147390000.0,,,
2015-06-30,0.0,-5580000,0.0,230000000.0,17037000,64320000.0,-8256000,38335000.0,2487809000.0,3169862000.0,20419000,0.0,-38721000,1580000.0,-0.22,,-38721000,1832961000.0,387045000.0,,-16722000,1929000,29880000,-69383000.0,-224836000.0,51740000,5390000,-22947000,322695000.0,,14691000,150799000.0,171269000,-38721000.0,-29260000,112375000.0,81416000.0,682053000.0,13524000.0,2783000,,,0.0,,101943000,-0.22,-4730000,-1753000,11908000.0,6000.0,154232000,176142000.0,307852000,2670442000.0,165000.0,117000.0,,-7881000,143521000.0,131752000,624967000.0,302272000.0,24347000.0,-104822000,,183492000,-208000,-25661000,302272000,-38721000,565345000.0,499420000.0,8087000.0,176142000.0,,,
2015-09-30,0.0,-68733000,0.0,230000000.0,16453000,67449000.0,2489000,33568000.0,2566917000.0,3162449000.0,19584000,0.0,-26049000,1590000.0,-0.15,,-26049000,1909820000.0,382025000.0,-2853000.0,-27312000,325000,28015000,-66290000.0,-250885000.0,53718000,-3657000,-19953000,303220000.0,,22442000,152035000.0,176765000,-28902000.0,-18122000,106983000.0,85745000.0,595532000.0,13836000.0,-3143000,-104192000.0,,0.0,,81637000,-0.15,1017000,-5878000,6124000.0,18000.0,160312000,177098000.0,302272000,2673441000.0,-105000.0,270000.0,,-9190000,138189000.0,124716000,536759000.0,233539000.0,20980000.0,-62505000,,178434000,-7434000,-87518000,233539000,-26049000,563540000.0,489008000.0,7812000.0,177098000.0,,,
2015-12-31,0.0,-4401000,0.0,230000000.0,15105000,43047000.0,-30532000,29789000.0,2561606000.0,3135700000.0,21355000,0.0,-25720000,1589000.0,-0.14,,-25720000,1909167000.0,376225000.0,-1792000.0,-4568000,-82000,24312000,-75080000.0,-276605000.0,55782000,5719000,-14603000,291151000.0,,-15929000,164719000.0,169370000,-27512000.0,-25273000,80422000.0,89639000.0,574094000.0,13743000.0,-37393000,0.0,0.0,0.0,,91364000,-0.14,2958000,-2764000,3361000.0,18000.0,154265000,178020000.0,233539000,2679053000.0,3724000.0,-471000.0,,-650000,132482000.0,123756000,520289000.0,229138000.0,22622000.0,-80435000,,179538000,-205000,5809000,229138000,-25720000,554765000.0,456647000.0,8035000.0,178020000.0,,,
2016-03-31,0.0,3305000,0.0,230000000.0,16452000,46434000.0,1992000,35389000.0,2568316000.0,3135253000.0,23807000,,-47605000,1573000.0,-0.27,,-47605000,1919777000.0,376232000.0,-1364000.0,-23589000,-7000,25551000,-80738000.0,-324210000.0,64417000,1565000,-16926000,281218000.0,,18918000,173577000.0,185982000,-48969000.0,-47484000,97566000.0,92839000.0,566937000.0,13704000.0,13629000,-12357000.0,1364000.0,0.0,,48903000,-0.27,-2770000,1594000,4995000.0,18000.0,169530000,178686000.0,229138000,2661455000.0,1962000.0,169000.0,,88000,132528000.0,152597000,513661000.0,232443000.0,25952000.0,-38760000,,217014000,-117000,-17178000,232443000,-47605000,549267000.0,473798000.0,6433000.0,178686000.0,,,
2016-06-30,0.0,-77233000,0.0,230000000.0,17220000,48475000.0,-99235000,35494000.0,2565736000.0,3037101000.0,25550000,,-156149000,1572000.0,-0.87,,-156149000,1919777000.0,377541000.0,0.0,-154577000,1328000,28316000,-90378000.0,-480359000.0,67421000,5886000,-19788000,264933000.0,,-79447000,189177000.0,208403000,-156149000.0,-155126000,116788000.0,98799000.0,471365000.0,15020000.0,19782000,0.0,0.0,0.0,,61332000,-0.87,-3838000,12149000,17144000.0,18000.0,191183000,179451000.0,232443000,2542772000.0,0.0,377000.0,,549000,132521000.0,278888000,420143000.0,155210000.0,26866000.0,-45216000,,346309000,-169000,-3672000,155210000,-156149000,539965000.0,494329000.0,7195000.0,179451000.0,,,
2016-09-30,0.0,35550000,0.0,230000000.0,18254000,34745000.0,13248000,39939000.0,2562722000.0,3064504000.0,25495000,,6807000,1595000.0,0.04,,6807000,1923480000.0,378504000.0,,33897000,-1009000,27285000,-97738000.0,-473552000.0,69171000,12518000,-16845000,253845000.0,,30093000,191783000.0,224592000,6807000.0,6683000,94294000.0,94045000.0,501782000.0,13991000.0,-26794000,-3962000.0,-2728000.0,0.0,,53556000,0.04,-5162000,-10447000,6697000.0,18000.0,206338000,180583000.0,155210000,2591706000.0,0.0,198000.0,,1719000,134513000.0,130484000,444605000.0,190760000.0,28241000.0,-43010000,,199655000,-206000,-7061000,190760000,6807000,537177000.0,472798000.0,8020000.0,189661000.0,,,
2016-12-31,0.0,52832000,0.0,367404000.0,19665000,38427000.0,20918000,40527000.0,2567871000.0,3149677000.0,25738000,,-23491000,2668000.0,-0.13,,-23491000,1923480000.0,518848000.0,1494000.0,6409000,2301000,25766000,-108664000.0,-497043000.0,72057000,51559000,-18163000,262870000.0,,39081000,206952000.0,227612000,-21997000.0,3245000,97242000.0,98288000.0,581806000.0,15298000.0,-15541000,0.0,-6000.0,0.0,,38579000,-0.13,-1554000,-2440000,4257000.0,18000.0,207947000,181852000.0,190760000,2533587000.0,0.0,-242000.0,,-22574000,136146000.0,132645000,506462000.0,243592000.0,30501000.0,-58224000,,204702000,-36740000,-37808000,243592000,-23491000,527464000.0,616090000.0,18639000.0,181852000.0,,,
2017-03-31,0.0,17932000,0.0,371757000.0,20232000,43742000.0,47487000,42947000.0,2566623000.0,3197094000.0,27135000,,-4606000,6723000.0,-0.03,,-4606000,1927450000.0,521287000.0,0.0,29252000,4543000,26395000,-117908000.0,-502429000.0,72868000,10769000,-19471000,297520000.0,,66958000,212853000.0,245775000,-4606000.0,1269000,106821000.0,94945000.0,630471000.0,15384000.0,11551000,-6002000.0,0.0,0.0,,49107000,-0.03,-2059000,53000,4157000.0,18000.0,225543000,183158000.0,243592000,2568986000.0,0.0,-267000.0,,848000,134146000.0,151406000,559044000.0,261524000.0,32326000.0,-84008000,,224274000,-237000,-59795000,261524000,-4606000,525771000.0,628108000.0,18457000.0,183158000.0,,,
2017-06-30,0.0,14941000,0.0,376259000.0,20260000,43273000.0,-987000,51267000.0,2573462000.0,3260085000.0,27022000,,-21845000,6897000.0,-0.12,,-21845000,1927450000.0,527052000.0,0.0,12074000,6062000,29193000,-127119000.0,-524274000.0,78541000,51199000,-18921000,322463000.0,,17934000,230123000.0,266850000,-21845000.0,-16515000,102530000.0,103004000.0,686623000.0,16647000.0,-26918000,0.0,0.0,0.0,,84325000,-0.12,-9090000,-1767000,2037000.0,19000.0,246590000,185439000.0,261524000,2630503000.0,0.0,-444000.0,,1567000,134146000.0,184564000,598928000.0,276465000.0,32660000.0,-119596000,,263105000,-58000,-54192000,276465000,-21845000,514513000.0,629582000.0,28495000.0,185439000.0,,,
2017-09-30,0.0,43477000,0.0,380795000.0,22152000,55598000.0,69466000,57941000.0,2575756000.0,3340701000.0,27419000,,9206000,6906000.0,0.05,,9206000,1931260000.0,532954000.0,41000.0,43572000,5858000,28574000,-134889000.0,-515066000.0,83389000,17705000,-22565000,361038000.0,,92031000,245630000.0,281839000,9247000.0,14964000,118755000.0,110741000.0,764945000.0,17787000.0,16937000,-5145000.0,0.0,0.0,,71088000,0.05,-8123000,1938000,4915000.0,20000.0,259687000,187692000.0,276465000,2688992000.0,0.0,-345000.0,,1189000,134372000.0,161334000,680980000.0,319942000.0,32990000.0,-109637000,,244723000,-42000,-66259000,319942000,9206000,505696000.0,651709000.0,28059000.0,196425000.0,,,
2017-12-31,0.0,32153000,0.0,385416000.0,22559000,61373000.0,63590000,54396000.0,2388992000.0,3230517000.0,28579000,,-77175000,6991000.0,-0.41,,-77175000,1931076000.0,451307000.0,-89627000.0,-159811000,8634000,29409000,-146230000.0,-592243000.0,85187000,18033000,-17678000,410444000.0,,81268000,258501000.0,282330000,-166802000.0,12871000,118387000.0,112271000.0,841525000.0,21330000.0,4346000,-386000.0,-89586000.0,0.0,,54707000,-0.41,-1931000,-597000,3587000.0,20000.0,259771000,189439000.0,319942000,2660823000.0,0.0,-1100000.0,,-172682000,44561000.0,161713000,762539000.0,352095000.0,34318000.0,-103791000,,246900000,-28000,-67148000,352095000,-77175000,319711000.0,569694000.0,25934000.0,189439000.0,,,
2018-03-31,,45298000,,389624000.0,23919000,55034000.0,7763000,54558000.0,2421890000.0,3344137000.0,26906000,,-18591000,7073000.0,-0.1,,-18591000,1931076000.0,454999000.0,2600000.0,17988000,10914000,30741000,-152194000.0,-570512000.0,93933000,52878000,-16889000,425593000.0,,24652000,267022000.0,299879000,-15991000.0,-11337000,120697000.0,114828000.0,922247000.0,18214000.0,-29317000,0.0,2600000.0,,,61386000,-0.1,105000,1672000,5194000.0,20000.0,275960000,191464000.0,352095000,2768441000.0,,-1454000.0,,2419000,47161000.0,193364000,822986000.0,397393000.0,37723000.0,-76729000,,287297000,-28000,-32232000,397393000,-18591000,307919000.0,575696000.0,25602000.0,191464000.0,,,
2018-06-30,,33652000,,394420000.0,25527000,55360000.0,29300000,64083000.0,2418669000.0,3426173000.0,26020000,,-3093000,7187000.0,-0.02,,-3093000,1931076000.0,449244000.0,-10600000.0,19514000,14054000,38943000,-158924000.0,-573605000.0,100376000,46712000,-19100000,468541000.0,,48400000,277166000.0,325246000,-13693000.0,-8963000,123248000.0,118242000.0,1007504000.0,18263000.0,-16775000,0.0,-10600000.0,,,111187000,-0.02,-9440000,183000,5928000.0,20000.0,299719000,194155000.0,397393000,2853681000.0,,-1275000.0,,2457000,36561000.0,208306000,899586000.0,431045000.0,38542000.0,-153547000,5666000.0,308682000,-38000,-61460000,431045000,-3093000,299228000.0,572492000.0,26739000.0,194155000.0,,,
