date,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyBasicEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyIncomeTaxPayable,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyPretaxIncome,quarterlyStockholdersEquity,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyCashDividendsPaid,quarterlyFreeCashFlow,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems
2009-12-31,,10415000.0,,,,1342132000.0,,,1350299000.0,,,,0.0,,,,927473000.0,393283000.0,,11465050000.0,1822252000.0,1608911000.0,4894177000.0,1928061000.0,,163743000.0,,7736469000.0,2341379000.0,,,,,,2530803000.0,,,424688000.0,213341000.0,2183188000.0,0.0,,5022013000.0,6570873000.0,,7311781000.0,1400924000.0,-1188671000.0,424688000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,10777000.0,0.0,,,1480351000.0,,,843473000.0,,,,0.0,,,,1420828000.0,393857000.0,,12840936000.0,650808000.0,434438000.0,5017412000.0,4076846000.0,,175429000.0,200000000.0,8704295000.0,3070130000.0,,,,0.0,,,,,224688000.0,216370000.0,2259179000.0,,,5327042000.0,7823524000.0,,8479607000.0,2616275000.0,,24688000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,3135229000.0,11010000.0,,,,1651324000.0,,,790838000.0,270955000.0,,,0.0,95667000.0,,,120400000.0,393857000.0,,13220128000.0,427789000.0,427789000.0,6121936000.0,3592619000.0,,185279000.0,,7963617000.0,1585882000.0,245676000.0,,34158000.0,,,2882811000.0,,,2000000.0,,3013984000.0,,,6325326000.0,7098192000.0,,7961617000.0,120946000.0,-1231487000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,11942000.0,0.0,,,1612664000.0,,,888004000.0,,,,0.0,,,,1194558000.0,394038000.0,,13388954000.0,787137000.0,698151000.0,7153476000.0,2901429000.0,,187501000.0,,6818351000.0,2772199000.0,,,,0.0,,,,,2000000.0,88986000.0,7159188000.0,,,7553226000.0,6235478000.0,,6816351000.0,1682609000.0,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,4185854000.0,11947000.0,,,,1733705000.0,,,737338000.0,109530000.0,,,0.0,66884000.0,,,101064000.0,394931000.0,,12810653000.0,585696000.0,585696000.0,6779030000.0,3087074000.0,,197524000.0,,6573466000.0,1276682000.0,-919908000.0,,31716000.0,,,3045322000.0,,,1600000.0,,4834170000.0,,,6989302000.0,6031623000.0,,6571866000.0,99928000.0,-1311617000.0,1600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,5012554000.0,11838000.0,0.0,,,1706870000.0,,,859448000.0,97583000.0,,,3184296000.0,40299000.0,,,174365000.0,395877000.0,,14298370000.0,1532713000.0,1532713000.0,7591065000.0,3046414000.0,,196563000.0,,6752993000.0,1340614000.0,-404460000.0,,32033000.0,0.0,,1706870000.0,,,1400000.0,84628000.0,6166144000.0,,,8301394000.0,6707305000.0,,6751593000.0,84628000.0,,1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,,11234000.0,,,,1807644000.0,,,838393000.0,,,,0.0,,,,509296000.0,395877000.0,,16057556000.0,894067000.0,836511000.0,9640197000.0,2827160000.0,,361509000.0,,6859084000.0,3119993000.0,,,,,,3203338000.0,,,1900000.0,57556000.0,9618689000.0,,,10014566000.0,6417359000.0,,6857184000.0,1054877000.0,-1395694000.0,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,10060000.0,0.0,,,1885779000.0,,,936614000.0,,,,879638000.0,,,,604551000.0,395877000.0,,17417568000.0,969186000.0,957226000.0,11644190000.0,3114345000.0,,475437000.0,,6615215000.0,2586093000.0,,,,0.0,,1885779000.0,,,1700000.0,11960000.0,11252895000.0,,,11648772000.0,5773378000.0,,6613515000.0,2369399000.0,-49914000.0,1700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,11616000.0,,,,1746811000.0,,,769435000.0,,,,940226000.0,,,,834460000.0,395877000.0,,18990263000.0,1077197000.0,903263000.0,12466261000.0,2826453000.0,,669912000.0,,6848918000.0,2990627000.0,,,,,,3175544000.0,,,56400000.0,173934000.0,10330070000.0,,,13015280000.0,6524002000.0,,6792518000.0,1592116000.0,-1428733000.0,56400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,12073000.0,0.0,,,1837516000.0,,,993347000.0,,,,849005000.0,,,,1142788000.0,395877000.0,,23236383000.0,2575361000.0,2429898000.0,15109866000.0,3361779000.0,,741702000.0,,7494543000.0,3168605000.0,,,,0.0,,1837516000.0,,,81199000.0,145463000.0,13958000000.0,,,16664210000.0,8126517000.0,,7413344000.0,1343361000.0,,81199000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,10522000.0,,,,2019750000.0,,,796584000.0,,,,4879000.0,,,,1194130000.0,395877000.0,,23206929000.0,1324710000.0,1178583000.0,16862136000.0,3223010000.0,,995780000.0,,7252996000.0,2963353000.0,,,,,,3448045000.0,,,119003000.0,146127000.0,15296351000.0,,,16931333000.0,6344793000.0,,7133993000.0,146127000.0,-1428295000.0,119003000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,19000000.0,0.0,,,2044149000.0,,,1516141000.0,,,,2440000.0,,,,919768000.0,395877000.0,,25515650000.0,2782816000.0,1851453000.0,16993560000.0,3861632000.0,,1117108000.0,,8056341000.0,3248857000.0,,,,0.0,,2044149000.0,,,118803000.0,931363000.0,17206831000.0,,,18152122000.0,8522090000.0,,7937538000.0,931363000.0,,118803000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,13170000.0,,,,2128961000.0,,,1211004000.0,,,,4879000.0,,,,1444708000.0,395877000.0,,27072274000.0,1746889000.0,1070876000.0,19897290000.0,3742010000.0,,1423193000.0,,8008593000.0,3038018000.0,,,,,,3627788000.0,,,136708000.0,676013000.0,18338257000.0,,,19895545000.0,7174984000.0,,7871885000.0,1810382000.0,-1498827000.0,136708000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,14893000.0,0.0,,,2201269000.0,,,1059344000.0,,,,2440000.0,,,,1515977000.0,396644000.0,,30116276000.0,1996298000.0,1753434000.0,21808189000.0,3987539000.0,,1381986000.0,,8523547000.0,3153860000.0,,,,0.0,,2201269000.0,,,132370000.0,242864000.0,20140158000.0,,,22548971000.0,8308087000.0,,8391177000.0,1783767000.0,,132370000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,17584000.0,,,,2334599000.0,,,1104070000.0,,,,4879000.0,,,,1583968000.0,396809000.0,,31043012000.0,1134084000.0,940938000.0,24033672000.0,3655052000.0,,1338612000.0,,8444489000.0,3324123000.0,,,,,,3914569000.0,,,121829000.0,193146000.0,21545227000.0,,,23723857000.0,7009340000.0,,8322660000.0,1745100000.0,-1579970000.0,121829000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,18585000.0,0.0,,,2498677000.0,,,1160192000.0,,70000000.0,,4879000.0,,,,1254427000.0,397176000.0,,35529866000.0,1118345000.0,1039899000.0,27374810000.0,4496598000.0,,925199000.0,,9934339000.0,3667034000.0,,,,0.0,,2498677000.0,,,183389000.0,78446000.0,23855745000.0,,,26980656000.0,8155056000.0,,9750950000.0,2086733000.0,,113389000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,61993000.0,,,,2653642000.0,,,1043793000.0,,80000000.0,,4880000.0,,,,1023365000.0,397176000.0,,37856131000.0,1837516000.0,1794114000.0,28824292000.0,5590486000.0,,696200000.0,,11155924000.0,3278870000.0,,,,,,4347019000.0,,,190949000.0,43402000.0,,,,26522951000.0,9031839000.0,,10964975000.0,,-1693377000.0,110949000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,72494000.0,0.0,,,2661060000.0,,,995575000.0,,70000000.0,,84969000.0,,,,1139846000.0,397176000.0,,40909066000.0,1954206000.0,1941478000.0,32713315000.0,5890837000.0,,643005000.0,,10904640000.0,2740513000.0,,,,0.0,,2661060000.0,,,178510000.0,12728000.0,,,,29479029000.0,8195751000.0,,10726130000.0,,,108510000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,86077000.0,,,,2632533000.0,,,1011644000.0,,40000000.0,,216970000.0,,,,1024873000.0,397176000.0,,42099856000.0,2919322000.0,2343011000.0,32818148000.0,6274148000.0,,611955000.0,,10275034000.0,1860050000.0,,,,,,4430284000.0,,,143070000.0,576311000.0,,,,31079744000.0,9281708000.0,,10131964000.0,,-1797751000.0,103070000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,105013000.0,,,,2823020000.0,,,1164647000.0,,30000000.0,,2187981000.0,,,,1038486000.0,397176000.0,,45358822000.0,1472774000.0,1472774000.0,30397690000.0,6519004000.0,,839716000.0,,10639848000.0,1712447000.0,,,,,,2823020000.0,,,206941000.0,,,,,34141736000.0,14961132000.0,,10432907000.0,26249000.0,,176941000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
