date,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedEPS,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2003-03-31,848954000.0,0.0,372233000.0,65612000.0,,68311000.0,1050990000.0,168630000.0,42406000,1124597000.0,,-563712000.0,73607000.0,3892000.0,,7441000.0,4063000.0,147388000.0,0.0,168630000.0,42406000,42406000,20488000.0,130297000.0,,-405000.0,,,78936000.0,184256000.0,-25636000.0,334985000.0,70496000.0,870231000.0,0.49,,83967000.0,157140000.0,900000.0,0.51,70092000.0,955967000.0,2600000.0,-1335000.0,,,11757000.0,556489000.0,184256000.0,538718000.0,,,,,98134000.0,11582000.0,882000.0,9000.0,-14767000.0,6143000.0,67519000.0,86542000.0,1017619000,-1907000.0,68452000,62103000.0,,27686000.0,0.0,27116000.0,62103000.0,8516000.0,,72344000,-20910000.0,,
2003-06-30,892576000.0,0.0,329777000.0,47121000.0,,68760000.0,1091073000.0,192083000.0,43622000,1164021000.0,,-928842000.0,72948000.0,3635000.0,,7515000.0,3240000.0,156458000.0,0.0,192083000.0,43622000,43622000,-17214000.0,147511000.0,,-435000.0,,,85973000.0,223371000.0,39450000.0,355150000.0,50605000.0,918838000.0,0.51,,83354000.0,184256000.0,902000.0,0.52,72103000.0,971938000.0,2000000.0,-1028000.0,,,11757000.0,553148000.0,223371000.0,971045000.0,,,,,141478000.0,-15179000.0,249000.0,14000.0,-51181000.0,3882000.0,50846000.0,85699000.0,1075296000,-3725000.0,70485000,62193000.0,,28481000.0,0.0,39115000.0,62193000.0,18261000.0,,74120000,-55063000.0,,
2003-09-30,912313000.0,0.0,300818000.0,16401000.0,,84657000.0,1212719000.0,291544000.0,44604000,1292946000.0,,-502802000.0,80227000.0,3759000.0,,14683000.0,2638000.0,176224000.0,-24867000.0,291544000.0,44604000,44604000,-26359000.0,189950000.0,,-410000.0,,,103661000.0,228147000.0,4658000.0,455569000.0,81066000.0,1046561000.0,0.52,,82791000.0,223371000.0,905000.0,0.54,73726000.0,1001402000.0,-20494000.0,-816000.0,,,11757000.0,528965000.0,228147000.0,531476000.0,,,,,210478000.0,-33562000.0,0.0,56000.0,-19027000.0,6191000.0,19107000.0,85786000.0,1222785000,-2706000.0,72563000,62906000.0,,29122000.0,0.0,4776000.0,62906000.0,4017000.0,,76322000,-351000.0,,
2003-12-31,956867000.0,0.0,339935000.0,-15096000.0,,103477000.0,1234908000.0,248463000.0,44554000,1311632000.0,0.0,-384678000.0,76724000.0,3849000.0,,14401000.0,,193722000.0,39979000.0,248463000.0,44554000,44554000,6060000.0,183890000.0,,-869000.0,,,120764000.0,222425000.0,-40455000.0,444000000.0,91384000.0,1155194000.0,,0.0,,228147000.0,909000.0,,73643000.0,1061184000.0,2404000.0,-439000.0,,,12147000.0,562360000.0,222425000.0,345300000.0,,,,,157079000.0,-67609000.0,642000.0,183000.0,46642000.0,6663000.0,-12054000.0,,1348916000,-3042000.0,72958000,62323000.0,,29089000.0,0.0,-5722000.0,62323000.0,6267000.0,,76807000,0.0,,
2004-03-31,1012160000.0,0.0,355623000.0,120886000.0,,96066000.0,1347139000.0,283762000.0,55293000,1424589000.0,0.0,-403526000.0,77450000.0,3857000.0,,15876000.0,,204463000.0,-35579000.0,283762000.0,55293000,55293000,11327000.0,172563000.0,,-411000.0,,,114283000.0,306405000.0,-18680000.0,472000000.0,97747000.0,1132226000.0,0.63,,83819000.0,222425000.0,917000.0,0.66,91606000.0,1138671000.0,0.0,0.0,,,12147000.0,662028000.0,306405000.0,387673000.0,,,,,186015000.0,49852000.0,0.0,130000.0,-21000000.0,19872000.0,123713000.0,87275000.0,1336689000,-2827000.0,90180000,61574000.0,,36313000.0,0.0,83980000.0,61574000.0,14546000.0,,94037000,-5293000.0,,
2004-06-30,1040408000.0,0.0,389858000.0,35805000.0,,94096000.0,1351523000.0,316036000.0,58275000,1431056000.0,0.0,-908366000.0,79533000.0,4057000.0,,15583000.0,,214530000.0,-31414000.0,316036000.0,58275000,58275000,-16349000.0,188912000.0,,-626000.0,,,119383000.0,215418000.0,-40487000.0,514410000.0,100181000.0,1168374000.0,0.67,,83537000.0,306405000.0,918000.0,0.7,96597000.0,1112646000.0,0.0,0.0,,,12147000.0,605276000.0,215418000.0,874025000.0,,,,,215855000.0,-22802000.0,0.0,40000.0,-92361000.0,3910000.0,41951000.0,86778000.0,1382904000,-6146000.0,95147000,63950000.0,,38322000.0,0.0,-90987000.0,63950000.0,2315000.0,,99204000,-64857000.0,,
2004-09-30,1105586000.0,0.0,406373000.0,2866000.0,,97887000.0,1437246000.0,352760000.0,65178000,1519332000.0,,-475840000.0,82086000.0,4445000.0,,14743000.0,,227956000.0,40226000.0,352760000.0,65178000,65178000,-25539000.0,214451000.0,,-422000.0,,,121892000.0,226200000.0,-26440000.0,545459000.0,121012000.0,1283098000.0,0.76,0.0,83047000.0,215418000.0,919000.0,0.78,107975000.0,1166572000.0,-2321000.0,0.0,,,12147000.0,632573000.0,226200000.0,459268000.0,,,,,231748000.0,-59656000.0,0.0,256000.0,26593000.0,2227000.0,10413000.0,85957000.0,1511054000,-7547000.0,106064000,67343000.0,,42797000.0,0.0,10782000.0,67343000.0,389000.0,,110509000,-15860000.0,,
2004-12-31,1168285000.0,0.0,329393000.0,2536000.0,,98514000.0,1316437000.0,279518000.0,62699000,1520935000.0,,1148912000.0,204498000.0,4639000.0,,135903000.0,,223175000.0,-40226000.0,279518000.0,62699000,62699000,1229000.0,213222000.0,,-408000.0,,,121807000.0,148804000.0,-54340000.0,580035000.0,111457000.0,1283952000.0,,0.0,,226200000.0,922000.0,,103682000.0,1241417000.0,2321000.0,0.0,,,13718000.0,478197000.0,148804000.0,-1199980000.0,,,,,168061000.0,-64171000.0,2217000.0,203000.0,-31369000.0,8857000.0,8129000.0,,1507127000,-5593000.0,101368000,68595000.0,,40983000.0,0.0,-77396000.0,68595000.0,2681000.0,,106007000,0.0,,
2005-03-31,1229682000.0,0.0,417207000.0,145357000.0,,102238000.0,1413304000.0,401680000.0,61397000,1587979000.0,,-108653000.0,174675000.0,5108000.0,,10715000.0,86142000.0,226429000.0,34624000.0,401680000.0,61397000,61397000,7809000.0,205413000.0,,-370000.0,,,128699000.0,173040000.0,-63257000.0,571052000.0,139384000.0,1248653000.0,0.72,,82621000.0,148804000.0,926000.0,0.74,100539000.0,1186299000.0,0.0,,,,13718000.0,590247000.0,173040000.0,59450000.0,,,,,262296000.0,87649000.0,,-493000.0,-71857000.0,9187000.0,159411000.0,85309000.0,1475082000,-14054000.0,97730000,77818000.0,36390000.0,39142000.0,0.0,24236000.0,77818000.0,5219000.0,,102838000,-115668000.0,,
2005-06-30,1261629000.0,15597000.0,394104000.0,3474000.0,,105325000.0,1401022000.0,398612000.0,67061000,1563380000.0,,-103002000.0,162358000.0,5301000.0,,10626000.0,70364000.0,237478000.0,-13517000.0,414209000.0,67061000,67061000,-9518000.0,214931000.0,,-479000.0,,,134990000.0,115902000.0,30523000.0,628906000.0,117442000.0,1302117000.0,0.8,,81337000.0,173040000.0,930000.0,0.82,105998000.0,1149171000.0,0.0,,,,13718000.0,510006000.0,115902000.0,142100000.0,,,,,281170000.0,-65770000.0,,-331000.0,-99636000.0,7421000.0,12049000.0,83737000.0,1539595000,-8575000.0,102488000,81368000.0,3947000.0,38937000.0,0.0,-57138000.0,81368000.0,5438000.0,,107789000,-93540000.0,,
2005-09-30,1334753000.0,16464000.0,293376000.0,50409000.0,,112670000.0,1503828000.0,428461000.0,73124000,1671544000.0,,-95293000.0,167716000.0,5443000.0,,10709000.0,64317000.0,254943000.0,-42369000.0,444925000.0,73124000,73124000,-43789000.0,258720000.0,,-284000.0,,,142513000.0,231958000.0,90275000.0,668660000.0,128595000.0,1415261000.0,0.88,0.0,80526000.0,115902000.0,933000.0,0.91,115808000.0,1226619000.0,0.0,,,,13718000.0,525334000.0,231958000.0,202054000.0,,,,,299866000.0,-15020000.0,,-211000.0,-41284000.0,7970000.0,66895000.0,82957000.0,1670204000,-16486000.0,112430000,92690000.0,8990000.0,42684000.0,0.0,116056000.0,92690000.0,3384000.0,,117873000,-6885000.0,,
2005-12-31,1405263000.0,16730000.0,370500000.0,55358000.0,,113249000.0,1501243000.0,367761000.0,70510000,1649056000.0,,-115110000.0,147813000.0,5641000.0,,11360000.0,39176000.0,248780000.0,2569000.0,384491000.0,70510000,70510000,15156000.0,243564000.0,,-698000.0,,,141794000.0,201250000.0,-61562000.0,637245000.0,122560000.0,1358184000.0,,0.0,,231958000.0,934000.0,,110613000.0,1264565000.0,0.0,,,,12562000.0,571750000.0,201250000.0,63495000.0,,,,,245201000.0,-12289000.0,,163000.0,-34531000.0,5105000.0,65305000.0,,1606964000,-9947000.0,106986000,97277000.0,7409000.0,40103000.0,0.0,-30708000.0,97277000.0,458000.0,,112627000,-42205000.0,,
2006-03-31,1466941000.0,24999000.0,366639000.0,64691000.0,,159643000.0,1539472000.0,447368000.0,61678000,1728994000.0,,-154675000.0,189522000.0,6579000.0,,11730000.0,65463000.0,253889000.0,10897000.0,472367000.0,61678000,61678000,-13990000.0,257554000.0,,-962000.0,,,159643000.0,174380000.0,-43373000.0,659914000.0,145372000.0,1334740000.0,0.75,,80004000.0,201250000.0,949000.0,0.77,98491000.0,1256627000.0,0.0,,,,11766000.0,541019000.0,174380000.0,132650000.0,,,,,301996000.0,23024000.0,,515000.0,-69529000.0,25832000.0,86039000.0,81973000.0,1588629000,-21348000.0,94246000,112329000.0,22328000.0,36813000.0,0.0,-26870000.0,112329000.0,-5200000.0,,100825000,-102678000.0,,
2006-06-30,1499329000.0,22138000.0,325392000.0,28232000.0,,156199000.0,1469483000.0,412081000.0,73111000,1655711000.0,,-83585000.0,186228000.0,6111000.0,,11187000.0,59261000.0,264037000.0,46028000.0,434219000.0,73111000,73111000,519000.0,257035000.0,,-94000.0,,,156199000.0,119533000.0,38238000.0,689824000.0,98322000.0,1369421000.0,0.91,,78994000.0,174380000.0,954000.0,0.93,113236000.0,1221492000.0,-163360000.0,,,,14674000.0,444925000.0,119533000.0,294460000.0,,,,,277317000.0,-41317000.0,,725000.0,-130787000.0,,37509000.0,80564000.0,1633458000,-9277000.0,107838000,115780000.0,,40125000.0,0.0,-54847000.0,115780000.0,1708000.0,,113949000,-109290000.0,,
2006-09-30,1577063000.0,22729000.0,218095000.0,68695000.0,,156380000.0,1617190000.0,472250000.0,77734000,1800902000.0,,-69877000.0,183712000.0,6390000.0,,14449000.0,50000000.0,267871000.0,16177000.0,494979000.0,77734000,77734000,-27762000.0,285165000.0,,-361000.0,,,156380000.0,303178000.0,104488000.0,738600000.0,131996000.0,1471586000.0,0.98,0.0,77890000.0,119533000.0,958000.0,1.0,116297000.0,1305923000.0,-48477000.0,,,,16298000.0,521273000.0,303178000.0,234952000.0,,,,,340254000.0,-5690000.0,-1624000.0,727000.0,999000.0,,78159000.0,79459000.0,1739457000,-9464000.0,111491000,119263000.0,4170000.0,38563000.0,0.0,183645000.0,119263000.0,1386000.0,,117881000,-15803000.0,,
2006-12-31,1630620000.0,34881000.0,203515000.0,-30472000.0,119491000.0,176222000.0,1549536000.0,529381000.0,53557000,1951427000.0,24119000.0,-99186000.0,401891000.0,9058000.0,,47349000.0,,284046000.0,22288000.0,564262000.0,53557000,53557000,23420000.0,261858000.0,10762000.0,-427000.0,,,201222000.0,148081000.0,-198960000.0,850002000.0,175074000.0,1539883000.0,,0.0,,303178000.0,963000.0,,86327000.0,1387165000.0,-63886000.0,-178096000.0,,,15060000.0,351596000.0,148081000.0,187686000.0,,,63603000.0,,354307000.0,-38349000.0,-10047000.0,494000.0,29103000.0,,15006000.0,,1823929000,-45478000.0,82824000,171448000.0,,32770000.0,0.0,-155097000.0,171448000.0,808000.0,,91882000,102000.0,,
2007-03-31,1707400000.0,34969000.0,294799000.0,140661000.0,119491000.0,183364000.0,1680980000.0,584441000.0,76780000,2077212000.0,24207000.0,-274530000.0,396232000.0,10048000.0,,37943000.0,,301319000.0,8298000.0,619410000.0,76780000,76780000,-21102000.0,282960000.0,10762000.0,-405000.0,,,183364000.0,185371000.0,-99816000.0,835302000.0,192229000.0,1557799000.0,0.96,,78606000.0,148081000.0,965000.0,0.98,121914000.0,1457802000.0,-218655000.0,-4741000.0,,,15061000.0,480170000.0,185371000.0,411905000.0,,,61601000.0,,392212000.0,68113000.0,,565000.0,-17421000.0,,154456000.0,80224000.0,1859118000,-13795000.0,117955000,177197000.0,,45134000.0,0.0,37290000.0,177197000.0,-481000.0,,128003000,-16136000.0,,
2007-06-30,1787491000.0,35451000.0,384128000.0,28048000.0,119491000.0,204316000.0,1860127000.0,605069000.0,80091000,2227787000.0,24927000.0,-351493000.0,367660000.0,11076000.0,,8370000.0,,327987000.0,40761000.0,640520000.0,80091000,80091000,-7655000.0,290615000.0,10524000.0,234000.0,,,204316000.0,196192000.0,-71400000.0,909162000.0,183840000.0,1704851000.0,0.99,,79103000.0,185371000.0,974000.0,1.01,129241000.0,1587267000.0,-305293000.0,0.0,,,15047000.0,580320000.0,196192000.0,597463000.0,,,59689000.0,,421229000.0,-48445000.0,,1065000.0,41596000.0,,40125000.0,80995000.0,2032838000,-12077000.0,123671000,180110000.0,42079000.0,49150000.0,0.0,10821000.0,180110000.0,-2366000.0,,134747000,0.0,,
2009-09-30,,,,,,231000000.0,,,-25000000,,,,,,,,,301300000.0,,,-25000000,-25000000,,,,400000.0,,,231000000.0,,,,,1662100000.0,-0.172176,,145200000.0,,,-0.172176,-37600000.0,,,,,,,,,,,,,,,,,,,,,146100000.0,1963400000,,70300000,,,-12600000.0,,,,,,70300000,,,
2009-12-31,-2178800000.0,5386200000.0,,-130100000.0,2207400000.0,244000000.0,1557800000.0,634500000.0,-37400000,5976000000.0,44700000.0,-21300000.0,4418200000.0,53100000.0,-136000000.0,2400000.0,0.0,302600000.0,-20400000.0,6020700000.0,-37400000,-37400000,3300000.0,257800000.0,694700000.0,-7100000.0,28900000.0,4599300000.0,244000000.0,88000000.0,-4800000.0,1006700000.0,202100000.0,1661900000.0,,,,245500000.0,0.0,,-62800000.0,-44700000.0,0.0,,-5700000.0,-93200000.0,0.0,88000000.0,88000000.0,,22600000.0,,1951400000.0,-39200000.0,292300000.0,-150200000.0,-37300000.0,-21300000.0,-26100000.0,,-126600000.0,,1964500000,-3500000.0,58600000,259000000.0,0.0,-25400000.0,68700000.0,-157500000.0,165800000.0,14900000.0,3800000.0,111700000,,,
2010-03-31,,,,309100000.0,,234600000.0,,,2200000,,,,,52400000.0,173900000.0,,,305900000.0,-100000.0,,2200000,2200000,-8700000.0,,,9300000.0,,,234600000.0,67700000.0,-24400000.0,,,1628200000.0,0.015058,,145200000.0,88000000.0,,0.015152,3500000.0,,0.0,,-309500000.0,,,,,,,,,36700000.0,,281300000.0,-14600000.0,,-309500000.0,,313300000.0,146100000.0,1934100000,-4200000.0,71300000,,,1300000.0,,-20300000.0,,8800000.0,4300000.0,123700000,,,
2010-06-30,,,,-59300000.0,,264300000.0,,,-7000000,,,,,52700000.0,125000000.0,,,359900000.0,-200000.0,,-7000000,-7000000,-46000000.0,,,-100000.0,,,264300000.0,26100000.0,-31400000.0,,,1863400000.0,-0.048209,,145200000.0,67700000.0,,-0.048209,-10900000.0,,-5900000.0,,-206500000.0,,,,,,,,,-147500000.0,,-115200000.0,-14700000.0,,43300000.0,,-53000000.0,146100000.0,2223300000,-6300000.0,95600000,,,-3900000.0,,-41600000.0,,8600000.0,4100000.0,148300000,,,
2010-09-30,-2183900000.0,5005700000.0,,129500000.0,2208100000.0,263800000.0,1709600000.0,1006300000.0,-300000,5974900000.0,48600000.0,,4265300000.0,53400000.0,-4400000.0,2300000.0,0.0,368400000.0,-100000.0,6012000000.0,-300000,-300000,7700000.0,304900000.0,652400000.0,200000.0,37700000.0,4270500000.0,263800000.0,67000000.0,-27100000.0,1119800000.0,230700000.0,2006000000.0,-0.002066,,145200000.0,26100000.0,0.0,-0.002066,-300000.0,-37100000.0,0.0,,-220600000.0,,0.0,67000000.0,67000000.0,,22600000.0,,1829600000.0,-400000.0,587000000.0,75100000.0,-15400000.0,-16200000.0,-69600000.0,,137300000.0,146100000.0,2374400000,-7800000.0,104600000,,2300000.0,0.0,22000000.0,40900000.0,147700000.0,3500000.0,-1000000.0,158000000,,,
2010-12-31,-2208000000.0,4960400000.0,,6100000.0,2209100000.0,275500000.0,1702300000.0,1026900000.0,-24100000,5943800000.0,40400000.0,-25400000.0,4241500000.0,50900000.0,-22000000.0,2200000.0,0.0,356700000.0,-14500000.0,5987300000.0,-24100000,-24100000,12100000.0,292800000.0,730300000.0,-7300000.0,28600000.0,4157400000.0,275500000.0,36600000.0,-42500000.0,1091500000.0,270200000.0,1912700000.0,,,,67000000.0,0.0,,-29300000.0,-43500000.0,6100000.0,,-873200000.0,-120900000.0,0.0,36600000.0,36600000.0,,132600000.0,,1791200000.0,29700000.0,565300000.0,-72700000.0,40400000.0,-2200000.0,-17500000.0,,29300000.0,,2269400000,-23200000.0,81200000,279000000.0,4200000.0,-5200000.0,2800000.0,-30400000.0,158100000.0,8600000.0,4100000.0,132100000,,,
2011-03-31,-2212200000.0,4920600000.0,,187900000.0,2210000000.0,259800000.0,1730100000.0,1043600000.0,-4200000,5924600000.0,44600000.0,,4194500000.0,51600000.0,72700000.0,3600000.0,0.0,351500000.0,-100000.0,5964200000.0,-4200000,-4200000,-15800000.0,308700000.0,720800000.0,-2700000.0,36900000.0,4124700000.0,259800000.0,73700000.0,-16200000.0,1078700000.0,242900000.0,1778100000.0,-0.028926,,145200000.0,36600000.0,0.0,-0.028926,-3100000.0,-39600000.0,-1200000.0,,-450400000.0,,0.0,73700000.0,73700000.0,,21000000.0,,1751200000.0,14200000.0,638600000.0,143400000.0,-8100000.0,2200000.0,-143500000.0,,196300000.0,146100000.0,2129600000,-8400000.0,91700000,,4900000.0,1100000.0,0.0,37100000.0,154900000.0,-600000.0,4000000.0,143300000,,,
2011-06-30,-2247200000.0,5000100000.0,,2800000.0,2210300000.0,273600000.0,1866800000.0,1091100000.0,-34800000,6021900000.0,48400000.0,,4155100000.0,50800000.0,121900000.0,2200000.0,0.0,401800000.0,-12900000.0,6091200000.0,-34800000,-34800000,-40200000.0,348900000.0,711200000.0,-115700000.0,49000000.0,4226000000.0,273600000.0,44600000.0,-10300000.0,1178300000.0,166600000.0,2010300000.0,-0.239669,,145200000.0,73700000.0,0.0,-0.239669,-53200000.0,-69300000.0,-2000000.0,,-1639700000.0,,0.0,44600000.0,44600000.0,,,,1712900000.0,-100300000.0,772700000.0,-121700000.0,-9400000.0,2700000.0,-29800000.0,,11100000.0,146100000.0,2412100000,-8300000.0,128200000,,5400000.0,-18400000.0,0.0,-29100000.0,150800000.0,0.0,4100000.0,179000000,,,
2011-09-30,,4827700000.0,,-19200000.0,2207500000.0,281100000.0,1862100000.0,1172800000.0,37100000,5965000000.0,58400000.0,,4102900000.0,,,3100000.0,,420800000.0,-131900000.0,6000500000.0,37100000,37100000,,315100000.0,698300000.0,500000.0,,4071000000.0,281100000.0,25900000.0,-9700000.0,1257000000.0,385900000.0,2160600000.0,0.253936,,145200000.0,44600000.0,,0.25551,54700000.0,-35500000.0,-33000000.0,,,,0.0,25900000.0,25900000.0,,,,1672800000.0,,786900000.0,,,,28400000.0,,-35900000.0,146100000.0,2581400000,,139700000,,,17600000.0,0.0,-18700000.0,147900000.0,,,139700000,,,
