date,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue
2016-11-30,-23010000,-13591000.0,0.0,-26227000,-4316000.0,17491000,6137000,11816000.0,197726000,,836552000,180410000.0,48250000.0,-41496000,,,82515000,484727000,-38043000,253544000,7000000.0,,8111000,0.0,81718000.0,,249596000,115211000,-0.48,3948000,63894000.0,-22967000,32492000.0,-23010000,862963000,41991000,500000.0,100100000,48250000.0,-1530000.0,,-13801000,17491000,197901000,448547000,162291000,494000,41991000,28159000.0,15510000.0,,0.0,-1550000,4824000,,-24742000,-36768000,-73893000.0,-16754000,-20155000,1062643000,0.0,-20000.0,577916000,-0.48,100447000.0,37646000,751000.0,67005000,-69000.0,,,,,,,
2017-02-28,4139000,-3908000.0,0.0,8176000,-12548000.0,31905000,4735000,12749000.0,216913000,,840517000,157670000.0,48417000.0,-1241000,,,92577000,484801000,-4573000,306540000,7302000.0,,6834000,0.0,79179000.0,,267375000,124336000,0.09,39165000,68832000.0,4131000,35432000.0,4139000,866416000,43738000,3486000.0,110200000,48286000.0,-1638000.0,,34000,31905000,189575000,461378000,163818000,8327000,43738000,29920000.0,15449000.0,,0.0,-3293000,4912000,,12972000,4165000,-6950000.0,-14213000,14414000,1085275000,0.0,-1655000.0,600474000,0.09,35047000.0,17491000,751000.0,77128000,76000.0,,,,,,,
2017-05-31,-24471000,42916000.0,0.0,12006000,-3977000.0,17564000,-10430000,13389000.0,188601000,,816046000,138462000.0,48329000.0,-3894000,,927179000.0,64679000,436206000,12006000,274584000,6113000.0,,7527000,117200000.0,64509000.0,29224000.0,262578000,123922000,-0.51,12006000,69296000.0,-33151000,35525000.0,-24471000,844493000,47995000,1350000.0,110282000,48329000.0,-11812000.0,-468995000.0,-8540000,17564000,156026000,458184000,160692000,2336000,47995000,29149000.0,4826000.0,,0.0,-11812000,138704000,,7901000,-33151000,-19379000.0,-11795000,-14341000,1033094000,0.0,0.0,596888000,-0.51,23363000.0,31905000,751000.0,59853000,-128000.0,,,,,,,
2017-08-31,-15993000,-18447000.0,,-11237000,-2653000.0,18943000,23816000,13137000.0,181563000,,800053000,107028000.0,48330000.0,-28004000,,,63069000,420546000,-24374000,262845000,5048000.0,,7565000,0.0,75626000.0,,245509000,118494000,-0.33,17336000,69435000.0,-16177000,35525000.0,-15993000,827564000,41710000,8000.0,105881000,48330000.0,-1208000.0,,-8340000,18943000,125971000,452099000,159226000,-617000,41710000,28590000.0,4683000.0,,279000.0,-950000,4833000,,-21487000,-24517000,-1200000.0,-6517000,1379000,1011028000,0.0,-21000.0,590482000,-0.33,34104000.0,17564000,751000.0,58386000,-96000.0,,,,,,,
2017-11-30,-26136000,98935000.0,,82396000,-110151000.0,19808000,-84249000,13475000.0,262177000,,773917000,189492000.0,48330000.0,82675000,,,174949000,486187000,82396000,361172000,4204000.0,,7689000,111290000.0,111290000.0,80750000.0,278776000,87228000,-0.54,82396000,68821000.0,-26081000,35525000.0,-26136000,803954000,42160000,3377000.0,75335000,48330000.0,-1211000.0,,-14012000,19808000,209300000,443093000,163041000,-80907000,42160000,27726000.0,4316000.0,,0.0,-1215000,136851000,,86329000,-40093000,-1600000.0,-3654000,865000,1066131000,0.0,-4000.0,579944000,-0.54,27633000.0,18943000,751000.0,89883000,-400000.0,,,,,,,
2018-02-28,96294000,-28833000.0,,75923000,-24117000.0,106178000,7472000,13719000.0,244024000,,870211000,177270000.0,48476000.0,77776000,,,180747000,572527000,75923000,435820000,3351000.0,,8038000,,121642000.0,80750000.0,315722000,63277000,1.99,120098000,70417000.0,96358000,35525000.0,96294000,899659000,44175000,2446000.0,59926000,48361000.0,-1243000.0,,-8301000,106178000,283448000,433482000,165363000,12134000,44175000,27018000.0,3926000.0,,0.0,-2346000,137674000,,81244000,88057000,-1300000.0,-3468000,86370000,1143683000,,-1103000.0,571156000,1.99,33552000.0,19808000,751000.0,96071000,-792000.0,,,,,,,
2018-05-31,71767000,-51584000.0,,141216000,-138366000.0,48431000,-110889000,13695000.0,194765000,,924918000,282586000.0,48495000.0,48297000,17446000.0,939091000.0,107838000,587520000,141216000,443095000,2554000.0,,8318000,,85839000.0,31923000.0,301879000,86927000,1.48,141216000,66806000.0,93890000,35525000.0,71767000,955682000,49104000,750000.0,84373000,48289000.0,-1187000.0,-513707000.0,21794000,48431000,331017000,425384000,168644000,389000,49104000,26307000.0,3536000.0,,0.0,-1187000,137543000,,54329000,93890000,0.0,-6032000,-57747000,1150447000,,0.0,562927000,1.48,32375000.0,106178000,751000.0,86856000,-693000.0,,,,,,,
2018-08-31,12405000,-5108000.0,-17075000.0,26165000,-42793000.0,49024000,-2191000,13547000.0,186531000,,933206000,272388000.0,48516000.0,11983000,,,100614000,591220000,12618000,340583000,1496000.0,,8502000,,94548000.0,,283455000,85917000,0.26,57128000,68958000.0,12743000,35525000.0,12405000,962877000,44510000,,75919000,48390000.0,-1323000.0,,3750000,49024000,321412000,421717000,171144000,2090000,44510000,25616000.0,3271000.0,,,-18398000,9059000,,21182000,16493000,-4272000.0,-9199000,593000,1152095000,,0.0,560875000,0.26,53980000.0,48431000,751000.0,93208000,-340000.0,,,,,,,
2018-11-30,21807000,-29182000.0,-4135000.0,41236000,-35771000.0,46205000,-4322000,13682000.0,182599000,,947768000,252072000.0,48534000.0,-3267000,,,97339000,590348000,27554000,356040000,713000.0,,8294000,,110837000.0,,285505000,85260000,0.45,70535000,68966000.0,22006000,35525000.0,21807000,977742000,42981000,,76253000,48391000.0,-862000.0,,6768000,46205000,298277000,434398000,176735000,-468000,42981000,25174000.0,3192000.0,,,-5003000,8816000,,6506000,28774000,-17889000.0,-9773000,-2819000,1163227000,,-6000.0,572879000,0.45,54294000.0,49024000,751000.0,86901000,-882000.0,,,,,,,
2019-02-28,39777000,13427000.0,-7259000.0,51060000,-43627000.0,97370000,-6733000,13628000.0,186412000,,974287000,244482000.0,48533000.0,49051000,,,99805000,617404000,37432000,383992000,677000.0,,8595000,,93222000.0,,301551000,86607000,0.82,82441000,68728000.0,39865000,35525000.0,39777000,1005069000,45009000,,77335000,48417000.0,-784000.0,,13616000,97370000,341852000,439300000,178418000,14063000,45009000,24466000.0,2444000.0,,,-9022000,9032000,,66920000,53481000,0.0,-17869000,51165000,1194455000,,-979000.0,577051000,0.82,51916000.0,46205000,751000.0,84116000,39000.0,,,,,,,
2019-05-31,-19761000,20886000.0,-13244000.0,-29541000,-54760000.0,69247000,-34571000,13793000.0,166472000,,954527000,250181000.0,48442000.0,-10671000,0.0,1012214000.0,74907000,567753000,-29541000,280573000,641000.0,,8327000,,71760000.0,34001000.0,267818000,91565000,-0.41,12755000,67554000.0,-19552000,35525000.0,-19761000,989806000,42296000,,90924000,48442000.0,-785000.0,-555920000.0,-8391000,69247000,319428000,456294000,172237000,1598000,42296000,23762000.0,1696000.0,,,-14029000,132231000,,20477000,-27943000,-1000.0,-31148000,-28123000,1156278000,,0.0,588525000,-0.41,49616000.0,97370000,751000.0,73211000,355000.0,,,,,,,
2019-08-31,-45760000,-31496000.0,0.0,-63600000,-9108000.0,46386000,39382000,13620000.0,153105000,,908767000,189700000.0,48446000.0,-84348000,,464988000.0,75489000,502940000,-63600000,241166000,2227000.0,,7705000,,78359000.0,,262291000,77616000,-0.94,-21125000,66250000.0,-45721000,35525000.0,-45760000,943767000,42475000,,75389000,48446000.0,-798000.0,,-14771000,46386000,236086000,462148000,182396000,3108000,42475000,23058000.0,1576000.0,,-756000.0,-1565000,131784000,,-60678000,-60492000,0.0,-23670000,-22861000,1096872000,,-11000.0,593932000,-0.94,69919000.0,69247000,751000.0,73913000,-87000.0,,,,,,,
2019-11-30,-10061000,-17359000.0,0.0,-2402000,-1008000.0,11248000,-20736000,13951000.0,176987000,,900485000,123275000.0,48447000.0,-58030000,,534212000.0,102848000,448838000,-16353000,311522000,,,7674000,,118046000.0,,282147000,74139000,-0.21,29375000,64297000.0,-10186000,35525000.0,-10061000,933731000,45728000,,64342000,48447000.0,-799000.0,,-4863000,11248000,134523000,534212000,190968000,164000,45728000,24336000.0,,,1000.0,-808000,4072000,,-13594000,-15049000,-44515000.0,-44436000,-35138000,1111280000,,-10000.0,662442000,-0.21,67241000.0,46386000,751000.0,102001000,-269000.0,,,,,,,
