date,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue
1999-02-28,4000000,5900000.0,-100000.0,7000000,,0,-3500000,,126700000,,72700000,,52376000.0,6300000,,169600000.0,41700000,106300000,7000000,77900000,73100000.0,,1600000,700000.0,,,62200000,85000000,0.03875,15700000,,4000000,,4000000,84200000,8700000,-700000.0,10300000,52376000.0,,-73700000.0,2400000,54800000,54800000,95900000,36600000,300000,8700000,,5000000.0,900000.0,0.0,-2200000,8700000,,9800000,6400000,,-3500000,4000000,210900000,10400000.0,-800000.0,104600000,0.0375,,0,,26300000,,,,,,,,
1999-05-31,-1000000,,-200000.0,-2600000,,36200000,-20100000,,133100000,,71500000,,,-13700000,,184300000.0,41400000,89900000,-2600000,63400000,79900000.0,,1500000,700000.0,,,44300000,91700000,,19100000,,-1000000,,-1000000,80600000,9500000,-2400000.0,10300000,,,-74400000.0,-800000,36200000,36200000,109900000,38400000,1400000,21700000,4300000.0,4100000.0,2800000.0,200000.0,-3300000,9600000,,4700000,-1800000,,-18400000,-18600000,213700000,20700000.0,-2400000.0,123800000,,,0,200000.0,16600000,,,,,,,,
1999-08-31,-5400000,,-200000.0,-7300000,,28200000,-5300000,,136700000,-3300000.0,66000000,,50016000.0,-13800000,,189300000.0,39100000,85500000,-7300000,59100000,85800000.0,,1500000,4200000.0,,,57300000,97600000,-0.05375,1800000,,-5400000,,-5400000,74600000,9100000,-200000.0,10300000,50016000.0,,-77600000.0,-3100000,28200000,28200000,111700000,37300000,-100000,9100000,4200000.0,4500000.0,1000000.0,100000.0,6000000,9900000,,-8700000,-8500000,,-5100000,-8000000,211300000,10300000.0,-500000.0,125800000,-0.05375,,36200000,200000.0,24300000,,,,,,,,
1999-11-30,-2700000,,-100000.0,-2900000,,7800000,-41600000,,169100000,2300000.0,63100000,,49612000.0,-6400000,,226800000.0,53500000,80900000,-2900000,71100000,104500000.0,,1500000,4300000.0,,,64400000,115600000,-0.055,6700000,,-2700000,,-2700000,71600000,9600000,-35600000.0,9600000,49612000.0,,-81200000.0,-1500000,7800000,7800000,145600000,46600000,200000,9600000,3900000.0,12400000.0,1600000.0,0.0,21600000,10300000,,-400000,-4200000,,-6000000,-20400000,240700000,10300000.0,-100000.0,159800000,-0.055,,28200000,200000.0,30800000,,,,,,,,
2000-02-29,-3997000,,-157000.0,-4233000,,7502000,-8405000,,171806000,,58975000,,49396000.0,-43310000,,232248000.0,47211000,77541000,-4233000,79191000,115018000.0,,1489000,795000.0,,,72644000,124595000,-0.08,6547000,,-3997000,,-3997000,67077000,10780000,33592000.0,8088000,49396000.0,,-84867000.0,-2261000,7502000,7502000,147381000,45963000,46000,10780000,3760000.0,7091000.0,2071000.0,-100000.0,9091000,10201000,,-982000,-6258000,,-42328000,-296000,238883000,10294000.0,-357000.0,161342000,-0.08,,7800000,188000.0,29826000,,,,,,,,
2000-05-31,-5286000,,-154000.0,-7400000,,6541000,-4666000,,170546000,,53535000,,,24522000,,237098000.0,51845000,70330000,-7400000,77755000,112631000.0,,1489000,5306000.0,,,58779000,118701000,,18976000,,-5286000,,-5286000,61353000,10570000,4069000.0,4581000,,,-88961000.0,-2686000,6541000,6541000,148137000,43913000,1727000,26376000,3390000.0,14605000.0,3047000.0,0.0,4689000,10042000,,-984000,-7972000,,25506000,-961000,231899000,20127000.0,-284000.0,161569000,,,7502000,188000.0,17113000,,,,,,,,
2000-08-31,-2622000,2245000.0,-154000.0,-2244000,,8119000,-5880000,,178774000,,50758000,,97536000.0,-4025000,,240096000.0,62874000,76815000,-2244000,75518000,111283000.0,,1489000,5346000.0,,,67650000,115900000,-0.0275,7868000,,-2622000,,-2622000,58413000,10112000,-2529000.0,3128000,97536000.0,,-92868000.0,-1453000,8119000,8119000,147228000,44247000,325000,10112000,3329000.0,24105000.0,2156000.0,0.0,7835000,9815000,,-377000,-4075000,,-3648000,1578000,237187000,11287000.0,-163000.0,160372000,-0.0275,,6541000,188000.0,27482000,,,,,,,,
2000-11-30,4226000,,-137000.0,7858000,,7090000,-2861000,,179570000,,54848000,,48488000.0,5903000,,242515000.0,60912000,82008000,7858000,92589000,112588000.0,,1489000,302000.0,,,74293000,118658000,0.0875,18296000,,4226000,,4226000,61963000,10438000,-461000.0,4581000,48456000.0,,-96992000.0,2375000,7090000,7090000,145523000,46908000,1060000,10438000,3272000.0,16761000.0,2316000.0,0.0,-6717000,10730000,,8549000,6601000,,-2646000,-1029000,241533000,11287000.0,-510000.0,159525000,0.0875,,8119000,188000.0,32864000,-30000.0,,,,,,,
2001-02-28,4788000,,-165000.0,9411000,,6379000,1071000,,167966000,,59471000,,48352000.0,8036000,,243866000.0,51042000,76801000,9411000,103913000,110854000.0,,1489000,656000.0,,,83354000,116924000,0.1,20559000,,4788000,,4788000,66016000,11148000,3461000.0,4581000,47932000.0,,-100209000.0,2730000,6379000,6379000,143657000,48570000,395000,11148000,3207000.0,6957000.0,2288000.0,-1000.0,-12272000,10317000,,10490000,7518000,,-2454000,-711000,233982000,11287000.0,-600000.0,157181000,0.1,,7090000,188000.0,32798000,,,,,,,,
2001-05-31,432000,,-151000.0,1633000,,13129000,-5288000,,168556000,,59752000,,,6449000,,248297000.0,48451000,76837000,1633000,86392000,111156000.0,,1450000,0.0,15254000.0,10540000.0,74120000,120105000,,12272000,,432000,,432000,66196000,10639000,-105000.0,7499000,,,-103649000.0,239000,13129000,13129000,144648000,47122000,1015000,10639000,3147000.0,7184000.0,2313000.0,1000.0,277000,10120000,,11761000,671000,,-5312000,6750000,234752000,0.0,-101000.0,157915000,,,6379000,188000.0,18952000,,,,,,,,
2001-08-31,-6100000,,-151000.0,-7317000,,6503000,-5902000,,170602000,-1446000.0,53501000,,94176000.0,-13534000,,253310000.0,49576000,70786000,-7317000,72428000,115478000.0,,1450000,0.0,15616000.0,,69731000,121026000,-0.065,2697000,,-6100000,3147000.0,-6100000,59405000,10014000,19000.0,4098000,94176000.0,,-107046000.0,-3401000,6503000,6503000,146264000,47845000,-118000,10014000,,10375000.0,2066000.0,0.0,6822000,9810000,,-7546000,-9501000,,-5988000,-6626000,230007000,0.0,-540000.0,159221000,-0.065,,13129000,188000.0,27426000,,,,,,,,
2001-11-30,-2059000,,-146000.0,-1061000,,6917000,-2843000,,180103000,548000.0,51296000,,47060000.0,-156000,,255045000.0,60696000,79742000,-1061000,83759000,114923000.0,,1450000,0.0,23335000.0,,74365000,119407000,-0.045,9394000,,-2059000,,-2059000,57169000,10455000,-4504000.0,3034000,47060000.0,,-110193000.0,-1132000,6917000,6917000,144852000,48905000,125000,10455000,3147000.0,15875000.0,2255000.0,0.0,4768000,9531000,,-1511000,-3191000,,1355000,414000,237272000,0.0,-31000.0,157530000,-0.045,,6503000,188000.0,33046000,,,,,,,,
2002-02-28,-551000,,-147000.0,1476000,,4876000,-2753000,,172164000,3866000.0,50598000,,47056000.0,-4476000,,255956000.0,57838000,73132000,1476000,86927000,110050000.0,,1450000,0.0,18409000.0,,74908000,114326000,-0.0125,12019000,,-551000,,-551000,56471000,10543000,4434000.0,2826000,47056000.0,,-112786000.0,-310000,4876000,4876000,143170000,49214000,-291000,10543000,3147000.0,18292000.0,2046000.0,0.0,-2603000,9186000,,3315000,-861000,,-7791000,-2041000,228635000,0.0,0.0,155503000,-0.0125,,6917000,188000.0,27771000,,,,,,,,
2002-05-31,-1864000,,-147000.0,-1026000,,4878000,-2877000,,175194000,-9971000.0,48587000,,,2878000,,258696000.0,57998000,75308000,-1026000,83057000,107998000.0,,1450000,6031000.0,15536000.0,10400000.0,72763000,117196000,,10294000,,-1864000,,-1864000,54460000,11320000,1228000.0,7748000,,,-116478000.0,-947000,4878000,4878000,142218000,46108000,350000,11320000,3147000.0,17364000.0,2212000.0,0.0,-3127000,8981000,,6006000,-2811000,,-3128000,2000,229654000,0.0,0.0,154346000,,,4876000,188000.0,18467000,,,,,,,,
2002-08-31,-1712000,,-147000.0,-486000,,3306000,-3620000,,178387000,-1602000.0,46729000,,47056000.0,-7116000,,261580000.0,62744000,77232000,-486000,82218000,106007000.0,,1450000,7209000.0,17516000.0,,72147000,115643000,-0.0375,10071000,,-1712000,,-1712000,52602000,10557000,-79000.0,8186000,47056000.0,,-119853000.0,-940000,3306000,3306000,141727000,46716000,53000,10557000,3147000.0,24864000.0,2219000.0,0.0,5362000,8883000,,-3314000,-2652000,,-3802000,-1572000,230989000,0.0,,153757000,-0.0375,,4878000,188000.0,26113000,,,,,,,,
2002-11-30,2009000,,-146000.0,5080000,,4339000,-3458000,,192601000,-1748000.0,48591000,,47252000.0,-3402000,,263304000.0,78212000,93609000,5080000,94984000,103883000.0,,1450000,7209000.0,29745000.0,,79629000,114389000,0.0425,15355000,,2009000,,2009000,54464000,10275000,17000.0,9056000,47056000.0,,-122115000.0,1107000,4339000,4339000,141189000,50728000,158000,10275000,3147000.0,31364000.0,2122000.0,0.0,4230000,9120000,,261000,3116000,,-3663000,1033000,247065000,0.0,,153456000,0.0425,,3306000,188000.0,35081000,,,,,,,,
2003-02-28,7605000,,-147000.0,13179000,,3126000,-2182000,,173818000,9948000.0,56049000,,47360000.0,15090000,,265474000.0,60807000,83760000,13179000,106822000,97804000.0,,1480000,6031000.0,21930000.0,,82014000,113011000,0.1625,24808000,,7605000,,7605000,61922000,11629000,248000.0,13727000,47056000.0,,-125817000.0,4334000,3126000,3126000,139657000,51245000,522000,11629000,3147000.0,21007000.0,1762000.0,0.0,-16584000,9176000,,17553000,11939000,,-2463000,-1213000,235740000,0.0,,151980000,0.16,,4339000,188000.0,28033000,,,,,,,,
2003-05-31,4310000,,,8491000,,6092000,-2552000,,169307000,-10969000.0,60212000,,,13613000,,267671000.0,57430000,85179000,8491000,103438000,95652000.0,,1481000,6860000.0,18914000.0,11646000.0,81379000,111877000,,22059000,,4310000,,4310000,66085000,13568000,19000.0,14744000,,,-129479000.0,2424000,6092000,6092000,138192000,51005000,235000,13568000,3147000.0,12592000.0,2168000.0,440000.0,-10713000,8874000,,16231000,6734000,,-2618000,2966000,235392000,0.0,,150213000,,,3126000,188000.0,21386000,,,,,,,,
2003-08-31,7771000,,-147000.0,13420000,,10346000,-2339000,,171864000,956000.0,67837000,,96272000.0,6376000,,269903000.0,61428000,96518000,13420000,114376000,93872000.0,,1820000,6860000.0,27060000.0,,87701000,110436000,0.0825,26675000,,7771000,,7771000,73726000,13255000,-33000.0,14744000,94232000.0,,-133389000.0,4428000,10346000,10346000,136514000,50185000,692000,13255000,3147000.0,12369000.0,1913000.0,0.0,-2134000,9411000,16000.0,8727000,12199000,,-2351000,4254000,245590000,0.0,,149072000,0.08125,,6092000,188000.0,37253000,,,,,,,,
2003-11-30,17605000,,-148000.0,27602000,,20035000,-1650000,,176549000,2068000.0,85294000,,48712000.0,17736000,,271283000.0,75014000,121165000,27602000,149948000,84971000.0,,1820000,0.0,40819000.0,,99170000,101535000,0.3725,50778000,,17605000,,17605000,93259000,23176000,43000.0,14744000,47264000.0,,-137102000.0,9903000,20035000,20035000,134181000,52276000,2123000,23176000,3147000.0,11008000.0,2217000.0,1730000.0,-8334000,11315000,346000.0,19673000,27508000,,-1937000,9689000,269808000,0.0,,148643000,0.3625,,10346000,188000.0,49418000,,,,,,,,
2004-02-29,23872000,,-150000.0,36443000,,55140000,-4562000,,166437000,14416000.0,109015000,,48836000.0,36946000,,273985000.0,66309000,139624000,36443000,165655000,81169000.0,,1821000,0.0,33126000.0,,107871000,100128000,0.495,57784000,,23872000,,23872000,122999000,21341000,-3392000.0,17138000,48192000.0,,-140536000.0,13427000,55140000,55140000,133449000,50421000,1651000,21341000,3147000.0,10319000.0,795000.0,-1730000.0,1379000,13216000,7750000.0,38288000,37299000,,-1342000,35105000,289436000,0.0,,149812000,0.49,,20035000,188000.0,47178000,,,,,,,,
2004-05-31,17194000,,-301000.0,28857000,,36629000,-35475000,,161394000,-12905000.0,125908000,36352000.0,,13407000,,275622000.0,58990000,151939000,28857000,142352000,80434000.0,,1900000,5007000.0,21943000.0,17856000.0,101962000,102404000,,40390000,,17194000,,17194000,140165000,11533000,5787000.0,20070000,,,-143564000.0,12042000,36629000,72981000,132058000,49896000,1982000,11533000,3147000.0,9597000.0,2694000.0,0.0,-1486000,14415000,272000.0,18450000,29236000,,-5043000,-18511000,301559000,0.0,,149620000,,,55140000,375000.0,21507000,,,,,,,,
2004-08-31,-887000,,-301000.0,-981000,,40748000,9937000,,155977000,1121000.0,124719000,23778000.0,48332000.0,-3290000,,278739000.0,54564000,141454000,-981000,102017000,79033000.0,,1900000,6048000.0,20332000.0,,91336000,101413000,-0.02,10681000,,-887000,,-887000,134624000,11662000,701000.0,20480000,48332000.0,,-147376000.0,-510000,40748000,64526000,131363000,48888000,711000,11662000,3147000.0,9599000.0,1127000.0,0.0,-6052000,14637000,168000.0,234000,-1397000,,-3524000,4119000,290601000,0.0,-4520000.0,149147000,-0.02,12574000.0,36629000,375000.0,35145000,,,,,,,,
2004-11-30,-5342000,,-295000.0,-7444000,,52998000,16388000,,162424000,6616000.0,119083000,5576000.0,47474000.0,-666000,,277704000.0,64163000,143040000,-7444000,90730000,75481000.0,,1900000,9338000.0,25561000.0,,85744000,98261000,-0.115,4986000,,-5342000,,-5342000,127424000,12430000,-926000.0,20880000,47474000.0,,-148431000.0,-3070000,52998000,58574000,129273000,48330000,211000,12430000,3147000.0,9598000.0,1179000.0,0.0,-5412000,14388000,84000.0,1274000,-8412000,,-1940000,12250000,289848000,0.0,-1648000.0,146808000,-0.115,19017000.0,40748000,375000.0,44925000,,,,,,,,
2005-02-28,2421000,,-296000.0,4675000,,54289000,664000,,150171000,1042000.0,121208000,2093000.0,47810000.0,728000,,279745000.0,54374000,135315000,4675000,101042000,72297000.0,,1900000,8468000.0,21709000.0,,83927000,95797000,0.05,17115000,,2421000,,2421000,130428000,12440000,1214000.0,21600000,47594000.0,,-151782000.0,1710000,54289000,56382000,127963000,47387000,247000,12440000,3147000.0,9363000.0,791000.0,0.0,-2836000,14174000,2325000.0,3463000,4131000,,-2735000,1291000,280599000,0.0,-1446000.0,145284000,0.05,2668000.0,52998000,375000.0,35311000,2004000.0,,,,,,,
2005-05-31,-6550000,,-292000.0,-8576000,-88934000.0,20221000,-50646000,,147679000,-4027000.0,114366000,35384000.0,,865000,,281326000.0,52369000,125956000,-8576000,81477000,72845000.0,,2175000,6676000.0,16044000.0,13086000.0,78826000,95310000,,2651000,,-6550000,,-6550000,121855000,11227000,370000.0,20290000,,,-153938000.0,-3180000,20221000,55605000,127388000,45628000,-29000,11227000,3147000.0,10149000.0,2809000.0,0.0,-2951000,13043000,-2263000.0,4643000,-9730000,,-3778000,-48954000,269534000,0.0,-1730000.0,143578000,,41322000.0,54289000,375000.0,20034000,,,,,,,,
2005-08-31,-8108000,,-292000.0,-9957000,,25186000,15146000,,144400000,-119000.0,105966000,20995000.0,46980000.0,-9876000,,277165000.0,51028000,119862000,-9957000,79756000,71091000.0,,1971000,10270000.0,18528000.0,,78796000,93372000,-0.175,960000,,-8108000,,-8108000,113501000,10917000,866000.0,20310000,46980000.0,,-153210000.0,-3993000,25186000,46181000,123955000,43766000,-449000,10917000,3147000.0,10195000.0,1695000.0,0.0,-1954000,10937000,46000.0,-8227000,-12101000,,-1649000,4965000,257901000,0.0,,138039000,-0.175,14389000.0,20221000,375000.0,31593000,,,,,,,,
2005-11-30,-685000,,-292000.0,1080000,,12956000,-12922000,,213418000,-3756000.0,104989000,9000000.0,46990000.0,-5630000,,337627000.0,72895000,133104000,1080000,138288000,100918000.0,,19165000,11214000.0,40389000.0,,120479000,140523000,-0.015,17809000,,-685000,,-685000,112524000,16729000,48000.0,20440000,46990000.0,,-159681000.0,-337000,12956000,21956000,177946000,57866000,192000,16729000,4402000.0,10610000.0,2294000.0,0.0,5133000,10490000,0.0,-4441000,-1022000,,-1189000,-12230000,325942000,0.0,,192838000,-0.015,11995000.0,25186000,375000.0,51835000,,,,,,,,
2006-02-28,7990000,,-293000.0,10480000,,14139000,-19310000,,200071000,18300000.0,112686000,24600000.0,47360000.0,22189000,,341194000.0,65966000,127522000,10480000,130107000,95047000.0,,19468000,1152000.0,27842000.0,,104134000,134105000,0.17,25973000,,7990000,,7990000,120248000,15493000,841000.0,19590000,46994000.0,,-164628000.0,1930000,14139000,38739000,176566000,57794000,1346000,15493000,4402000.0,10956000.0,1906000.0,0.0,-5797000,11829000,27954000.0,26290000,9920000,,-4101000,1183000,320319000,0.0,,192797000,0.17,-15600000.0,12956000,375000.0,46210000,,,,,,,,
2006-05-31,-210000,,-293000.0,2913000,-60304000.0,13295000,-5780000,,196424000,-14803000.0,112183000,25000000.0,,1876000,,339831000.0,64878000,125678000,2913000,129405000,92010000.0,,20611000,0.0,23804000.0,10452000.0,111930000,131546000,,17475000,,-210000,4016000.0,-210000,119775000,14562000,-1515000.0,18925000,,,-163556000.0,1935000,13295000,38295000,176275000,57843000,-382000,14562000,,11902000.0,2054000.0,0.0,-2373000,11149000,-27897000.0,7309000,1725000,,-5433000,-844000,317118000,6884000.0,,191440000,,60423000.0,14139000,375000.0,24190000,,,,,,,,
2006-08-31,-5431000,,-292000.0,-6063000,,16717000,9337000,,193575000,7569000.0,106449000,10000000.0,47006000.0,-3100000,,340870000.0,72117000,120779000,-6063000,115308000,90004000.0,,13174000,0.0,30753000.0,,106901000,121458000,-0.115,8407000,,-5431000,4016000.0,-5431000,114096000,14470000,-702000.0,18280000,47006000.0,,-167887000.0,-2570000,16717000,26717000,172983000,57310000,-143000,14470000,,12248000.0,1795000.0,-6101000.0,-8053000,10675000,,2138000,-8001000,,-5238000,3422000,308453000,5435000.0,,187674000,-0.115,15000000.0,13295000,375000.0,42539000,,,,,,,,
