date,quarterlyEbitda,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyAccumulatedDepreciation,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,quarterlyGoodwill,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
2016-06-30,205980000,3595000,187991000,-813000.0,,554561000,17228000,2649000,8674444000.0,-21450000,,141670000.0,261302000,19740000.0,,127108000,0.03,-383912000.0,1044975000.0,2143151000.0,0.0,4245162000.0,1629720000.0,100217000.0,10226000,181260000.0,6531293000.0,0.03,251076000,104819000.0,1846064000.0,2649000,4194000,13057000,,19762000,696231000.0,96669000.0,554561000.0,,123968000,6276000.0,14690000.0,725000,9249765000.0,-63110000.0,-813000.0,0.0,-63110000.0,33363000,0.0,23956000,9249765000.0,23037000.0,-12519000,33363000,,9598417000.0,10643392000.0,10022000.0,140220000.0,100217000.0,574788000,103681000,1933174000.0,2219954000.0,,,,,,,,,,,
2016-09-30,245539000,4747000,192496000,-101000.0,,673447000,-32184000,33014000,8782265000.0,-16269000,,142014000.0,295272000,22709000.0,,162027000,0.33,-350897000.0,1198157000.0,2214035000.0,0.0,4260800000.0,1620857000.0,100217000.0,6880000,206630000.0,6568230000.0,0.33,288392000,84738000.0,1852054000.0,33014000,35285000,-17250000,,29801000,815461000.0,107740000.0,673447000.0,,126365000,,15014000.0,122000,9243143000.0,-39283000.0,-101000.0,0.0,-39283000.0,184329000,-14833000.0,65086000,9243143000.0,21935000.0,112862000,184329000,,9558156000.0,10756313000.0,10022000.0,130731000.0,100217000.0,554561000,101553000,2023777000.0,2192929000.0,,,,,,,,,,,
2016-12-31,142976000,4140000,130026000,0.0,,594811000,9249000,-14513000,8338688000.0,59262000,,228038000.0,208847000,21417000.0,10067596000.0,37915000,-0.15,-365410000.0,1045854000.0,1175066000.0,0.0,5005524000.0,1612045000.0,100217000.0,2438000,151199000.0,7163622000.0,-0.15,206409000,124782000.0,1832716000.0,-14513000,-15172000,16170000,,-44298000,822849000.0,95037000.0,594811000.0,-1143324000.0,168494000,,15384000.0,-3093000,8924272000.0,82684000.0,,0.0,-124348000.0,32226000,-6921000.0,-59470000,8924272000.0,21841000.0,-63801000,32226000,,9251945000.0,10297799000.0,10022000.0,160505000.0,100217000.0,673447000,103924000,993144000.0,2188104000.0,,,,,,,,,,,
2017-03-31,141586000,13964000,156090000,-1819000.0,-14672000.0,589392000,-58811000,-11769000,8390893000.0,-28701000,,207053000.0,198146000,14452000.0,10137825000.0,76699000,-0.12,-377179000.0,1118539000.0,509825000.0,0.0,5732062000.0,1602639000.0,100217000.0,26973000,154422000.0,7881068000.0,-0.12,171173000,57486000.0,1816302000.0,-11769000,-14407000,-56992000,-306198000.0,-4500000,796445000.0,97236000.0,589392000.0,-1228667000.0,94474000,,16160000.0,-6007000,8909158000.0,0.0,-1819000.0,33036000.0,-36194000.0,86372000,0.0,-18907000,8909158000.0,21968000.0,-8633000,86372000,,9213248000.0,10331787000.0,10022000.0,111078000.0,100217000.0,594811000,83617000,346109000.0,2183459000.0,,,,,,,,,,,
2017-06-30,226424000,4179000,183671000,-875000.0,-27655000.0,614312000,78225000,24382000,8510843000.0,-51266000,,136186000.0,285069000,20425000.0,10441508000.0,146942000,0.24,-352797000.0,1136235000.0,494059000.0,0.0,5849368000.0,1595396000.0,100217000.0,6064000,222957000.0,8016784000.0,0.24,279005000,58361000.0,1882109000.0,24382000,28584000,79100000,-59852000.0,17348000,750498000.0,114939000.0,614312000.0,-1354379000.0,132063000,,16024000.0,-1730000,9087129000.0,0.0,-875000.0,34097000.0,-87508000.0,17908000,0.0,45932000,9087129000.0,21579000.0,8625000,17908000,,9387738000.0,10523973000.0,10022000.0,122000000.0,100217000.0,589392000,101657000,309296000.0,2224884000.0,,,,,,,,,,,
2017-09-30,229951000,4993000,188647000,-4812000.0,,794094000,-3713000,29969000,8673202000.0,32464000,,134562000.0,291964000,37824000.0,,153480000,0.3,-322828000.0,1311498000.0,588853000.0,0.0,5906526000.0,1586197000.0,100217000.0,4069000,223307000.0,8084349000.0,0.3,287895000,56671000.0,1909026000.0,29969000,30875000,-1355000,,12482000,928656000.0,122343000.0,794094000.0,,134415000,,16326000.0,293000,9104780000.0,-48805000.0,-4812000.0,0.0,-48805000.0,223010000,0.0,43357000,9104780000.0,21460000.0,170492000,223010000,,9401084000.0,10712582000.0,10022000.0,139051000.0,100217000.0,614312000,105874000,373900000.0,2221832000.0,,,,,,,,,,,
2017-12-31,174244000,5602000,320432000,,-28680000.0,669387000,55668000,-154386000,8596886000.0,38706000,,210138000.0,233202000,30046000.0,10633769000.0,80854000,-1.54,-477214000.0,1141907000.0,500388000.0,0.0,5803093000.0,1636060000.0,100217000.0,5774000,186728000.0,8096498000.0,-1.54,227428000,101026000.0,1758858000.0,-154386000,-149939000,14792000,-224487000.0,94507000,879525000.0,186583000.0,669387000.0,-1549499000.0,146574000,,17933000.0,1853000,9084270000.0,-243820000.0,,0.0,-243820000.0,58333000,,-55432000,9084270000.0,236000.0,-129819000,58333000,37564000.0,9350432000.0,10492339000.0,10022000.0,155144000.0,100217000.0,794094000,155147000,315198000.0,2226050000.0,,,,,,,,,,,
2018-03-31,159983000,19374000,170459000,,-31068000.0,755902000,47540000,-4764000,8715062000.0,-11654000,,126310000.0,225265000,,10751202000.0,103330000,-0.05,-493790000.0,1231434000.0,558238000.0,-1000.0,5813991000.0,1676199000.0,100217000.0,36864000,181474000.0,8156824000.0,-0.05,188401000,60142000.0,1754055000.0,-4764000,-1510000,-3645000,-70147000.0,4650000,882212000.0,201274000.0,755902000.0,-1650654000.0,85071000,,17912000.0,-16444000,9100548000.0,,,,-101215000.0,130535000,-9327000.0,3140000,9100548000.0,,76860000,130535000,60512000.0,9378765000.0,10610198000.0,10022000.0,109969000.0,100217000.0,669387000,82219000,377090000.0,2237823000.0,,,,,,,,,,,
2018-06-30,292766000,5218000,127403000,,-38856000.0,657212000,-3018000,72114000,8293042000.0,-35573000,,131217000.0,287848000,27429000.0,,175715000,0.72,-416767000.0,1151135000.0,458233000.0,,5580974000.0,1662379000.0,100217000.0,2854000,204223000.0,7834809000.0,0.72,284994000,55815000.0,1734124000.0,72114000,74685000,-5196000,-141294000.0,26369000,788429000.0,225171000.0,657212000.0,,109279000,,18534000.0,2830000,8736368000.0,,,,-106383000.0,32671000,0.0,101054000,8736368000.0,,-76730000,32671000,2178000.0,9006141000.0,10157276000.0,10022000.0,97970000.0,100217000.0,755902000,106039000,276887000.0,2140869000.0,,,,,,,,,,,
2018-09-30,268950000,5478000,196967000,-1606000.0,-37032000.0,744636000,-8318000,53162000,8279300000.0,-49793000,,145807000.0,323812000,38660000.0,,185503000,0.53,-363605000.0,1297759000.0,497641000.0,,5531111000.0,1653451000.0,100217000.0,378000,247216000.0,7781659000.0,0.53,323434000,57933000.0,1758463000.0,53162000,57165000,-11144000,-37463000.0,28049000,890443000.0,251479000.0,744636000.0,,137931000,,18785000.0,1665000,8606943000.0,,-1606000.0,,-74495000.0,175127000,0.0,85214000,8606943000.0,,92314000,175127000,0.0,8874772000.0,10172531000.0,10022000.0,82038000.0,100217000.0,657212000,100234000,325349000.0,2112046000.0,,,,,,,,,,,
2018-12-31,146097000,663000,202826000,,-36078000.0,631542000,-51064000,-78916000,8162919000.0,78676000,,240834000.0,206897000,13746000.0,10475828000.0,23348000,-0.79,-449274000.0,1127695000.0,739139000.0,,5241827000.0,1658126000.0,100217000.0,2996000,163856000.0,7423780000.0,-0.79,203901000,106089000.0,1617384000.0,-78916000,-75071000,5838000,-137060000.0,-16409000,872376000.0,211000000.0,631542000.0,-1926647000.0,180553000,,18924000.0,1106000,8549181000.0,,,,-123138000.0,62710000,-63866000.0,-91480000,8549181000.0,37119000.0,-111492000,62710000,6964000.0,8791336000.0,9919031000.0,10022000.0,192033000.0,100217000.0,744636000,118679000,533360000.0,2056636000.0,,,,,,,,,,,
2019-03-31,168678000,20992000,169013000,,-37080000.0,654618000,-22256000,-8957000,8154840000.0,-54509000,,243025000.0,221452000,,,103353000,-0.089376,-456549000.0,1157967000.0,747644000.0,,5193040000.0,1653323000.0,100217260.0,36730000,241412000.0,7407196000.0,-0.089376,184722000,120163000.0,1528356000.0,-8957000,-3690000,-26985000,-22574000.0,9577000,897643000.0,227261000.0,654618000.0,,81369000,,18912000.0,-11646000,8389508000.0,,,,-44654000.0,96889000,-2457000.0,5887000,,37119000.0,29979000,96889000,7186000.0,8661876000.0,9819843000.0,10022000.0,151463000.0,100217260.0,631542000,87055000,580857000.0,1974883000.0,,,,,,,,,,,
2019-06-30,227256000,5461000,192603000,,,576066000,-97093000,27677000,8122645000.0,-37418000,,252473000.0,283338000,,,152982000,0.27,-430636000.0,1139696000.0,986167000.0,,4882554000.0,1649971000.0,100811000.0,3380000,292040000.0,7136478000.0,0.27,279958000,208044000.0,1534362000.0,27677000,28201000,-3454000,,15699000,828539000.0,247412000.0,576066000.0,,126976000,,19117000.0,989000,8359776000.0,,,,,52218000,-101157000.0,43900000,,,-84653000,52218000,7518000.0,8724204000.0,9863900000.0,10160000.0,149337000.0,100811000.0,654618000,109029000,804458000.0,1954838000.0,,,,,,,,,,,
2019-09-30,205960000,58127000,191159000,,,641728000,-28152000,43876000,8040103000.0,-40125000,,159380000.0,293373000,,,159780000,,-386760000.0,1243307000.0,1010086000.0,,4768663000.0,1640204000.0,,96173000,257112000.0,7030017000.0,,197200000,156655000.0,1493641000.0,43876000,45633000,-5535000,,19939000,801108000.0,264056000.0,641728000.0,,37420000,,19608000.0,-40804000,8103340000.0,,,,,172328000,,65572000,,37119000.0,80054000,172328000,0.0,8493841000.0,9737148000.0,10160000.0,62703000.0,,576066000,55562000,849093000.0,1870241000.0,,,,,,,,,,,
