date,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyOtherNonCashItems,quarterlyNetIncomeCommonStockholders,quarterlyRetainedEarnings,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentAssets,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyBasicAverageShares,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,quarterlyInventory
2017-03-31,131200000.0,131200000.0,12200000.0,572000000.0,-14300000.0,202700000,76000000,1737800000.0,192000000.0,11500000,1900000.0,92700000.0,21500000,-26000000.0,10100000.0,-10900000.0,-58700000.0,107300000.0,-251300000.0,-43400000.0,67300000.0,173400000.0,4753800000.0,-140900000.0,-10700000.0,36700000.0,0.33,-68300000.0,-51000000.0,182200000.0,115400000.0,3400000.0,62300000,-241500000.0,131200000.0,-76200000.0,58000000.0,,-28200000.0,155500000,8000000.0,41300000.0,23900000.0,101100000,,-52400000.0,-14000000.0,4240100000.0,381500000.0,513700000.0,443300000.0,3288800000.0,190300000.0,21900000.0,455000000,2309300000.0,92600000.0,0.34,289900000.0,84400000.0,26000000.0,2907300000.0,92000000.0,151200000,182700000.0,-900000.0,303800000,-4900000,-58700000.0,64500000,2203000000.0,62300000,144700000,1367600000.0,,,
2017-06-30,159400000.0,142000000.0,9700000.0,564900000.0,-70600000.0,207400000,92100000,1709100000.0,185400000.0,24800000,1900000.0,100100000.0,22600000,-32000000.0,6200000.0,-2200000.0,0.0,4400000.0,-267000000.0,-66800000.0,106900000.0,24900000.0,4756600000.0,-151100000.0,-700000.0,12700000.0,0.34,-65200000.0,10800000.0,131200000.0,120500000.0,-700000.0,64900000,-176500000.0,142000000.0,-28300000.0,58300000.0,,-9300000.0,173000000,7900000.0,74900000.0,17400000.0,115500000,,-20400000.0,-4300000.0,4206300000.0,394200000.0,550300000.0,452400000.0,3286300000.0,189300000.0,6600000.0,474800000,2297300000.0,15000000.0,0.36,290700000.0,106200000.0,15100000.0,2892100000.0,98700000.0,151900000,181900000.0,4400000.0,322900000,-2200000,300000.0,67300000,2199300000.0,64900000,149200000,1370900000.0,,,
2017-09-30,267600000.0,253300000.0,11300000.0,571100000.0,-45100000.0,202100000,104200000,1689000000.0,182600000.0,32300000,1900000.0,34400000.0,21700000,-33000000.0,5800000.0,-13000000.0,-13000000.0,5500000.0,-284800000.0,-18900000.0,174700000.0,16200000.0,4882500000.0,-147900000.0,-28700000.0,7500000.0,0.36,0.0,111300000.0,142000000.0,128500000.0,8200000.0,68800000,-107800000.0,253300000.0,-44700000.0,59900000.0,,-6200000.0,185800000,7200000.0,141700000.0,14300000.0,126600000,,24200000.0,4200000.0,4193500000.0,375300000.0,689000000.0,467400000.0,3327800000.0,189200000.0,18600000.0,498000000,2352100000.0,8600000.0,0.38,318900000.0,136000000.0,16600000.0,2952500000.0,105100000.0,169300000,182200000.0,6700000.0,328700000,3700000,0.0,71900000,2205900000.0,68800000,142200000,1456100000.0,,,
2017-12-31,115800000.0,115800000.0,13200000.0,419400000.0,-32500000.0,211200000,100100000,1825800000.0,198600000.0,-147800000,1900000.0,119300000.0,21800000,-44300000.0,5000000.0,-7300000.0,-284400000.0,136600000.0,-299300000.0,75200000.0,119100000.0,207800000.0,5118500000.0,-135300000.0,-4600000.0,5300000.0,1.29,0.0,-137500000.0,253300000.0,131300000.0,-400000.0,245100000,137400000.0,115800000.0,-331600000.0,61800000.0,,-8300000.0,183700000,10000000.0,74800000.0,21600000.0,121600000,,-8700000.0,-198700000.0,4529800000.0,458400000.0,588700000.0,497900000.0,3293900000.0,189700000.0,8500000.0,506100000,2345300000.0,146200000.0,1.34,326700000.0,132400000.0,70800000.0,2835500000.0,105400000.0,173300000,182700000.0,-500000.0,332800000,-900000,100000.0,247900000,2368800000.0,245100000,149400000,1728700000.0,,,
2018-03-31,179600000.0,154300000.0,24600000.0,418200000.0,-41500000.0,229900000,103000000,1799900000.0,189300000.0,27600000,1900000.0,89200000.0,22600000,-26900000.0,,-400000.0,-100000.0,5600000.0,-318700000.0,-32500000.0,101000000.0,18100000.0,5163800000.0,-113600000.0,-18600000.0,5200000.0,0.38,0.0,38500000.0,115800000.0,128800000.0,-200000.0,73100000,202300000.0,154300000.0,-30500000.0,66600000.0,,-8700000.0,192200000,9500000.0,74100000.0,25300000.0,125200000,,-52300000.0,200000.0,4517300000.0,400400000.0,646500000.0,508000000.0,3231700000.0,190100000.0,8600000.0,537400000,2334700000.0,11500000.0,0.4,344000000.0,104000000.0,25600000.0,2831300000.0,107300000.0,182300000,183700000.0,-3700000.0,355100000,1300000,,75400000,2377500000.0,73100000,163300000,1833900000.0,,,
2018-06-30,192300000.0,192300000.0,32900000.0,545600000.0,-117700000.0,239600000,73100000,2518100000.0,202900000.0,15800000,1900000.0,139200000.0,25900000,-43500000.0,,-33800000.0,-1801100000.0,143200000.0,-333000000.0,1764400000.0,129500000.0,226100000.0,7110100000.0,-187500000.0,-28000000.0,1100000.0,0.29,,38000000.0,154300000.0,171500000.0,14800000.0,55000000,243200000.0,192300000.0,-1851200000.0,68000000.0,,-7200000.0,167000000,11800000.0,86000000.0,26600000.0,134400000,,-16000000.0,-9100000.0,6256500000.0,536800000.0,853600000.0,535900000.0,5195800000.0,190800000.0,13100000.0,563100000,4071300000.0,168700000.0,0.3,422200000.0,114800000.0,42100000.0,4659000000.0,105900000.0,189100000,184300000.0,29600000.0,374000000,-36800000,,57300000,3392300000.0,55000000,171600000,1817000000.0,,,
2018-09-30,251100000.0,226600000.0,70100000.0,529600000.0,-90100000.0,274000000,79400000,2570100000.0,198200000.0,28600000,1900000.0,64200000.0,44000000,-47900000.0,,-3200000.0,800000.0,7700000.0,-351600000.0,-98000000.0,178900000.0,38600000.0,7141300000.0,-193900000.0,-32800000.0,11400000.0,0.24,,34300000.0,192300000.0,159100000.0,2700000.0,46300000,275200000.0,226600000.0,-45500000.0,84200000.0,-13900000.0,-8800000.0,207600000,15600000.0,131000000.0,24500000.0,122100000,700000.0,35300000.0,-9000000.0,6255300000.0,545700000.0,886000000.0,549800000.0,5177200000.0,191200000.0,20600000.0,603600000,4057600000.0,13100000.0,0.25,426100000.0,158700000.0,27700000.0,4631500000.0,109800000.0,207500000,185100000.0,-17600000.0,396100000,500000,-900000.0,50800000,3339000000.0,46300000,189800000,1867600000.0,,,
2018-12-31,187400000.0,187400000.0,73100000.0,478000000.0,-75000000.0,271200000,87900000,2548100000.0,220300000.0,-17600000,1900000.0,71700000.0,45000000,-61800000.0,,-7700000.0,-28000000.0,136300000.0,-366200000.0,-93700000.0,146300000.0,306900000.0,7039800000.0,-282700000.0,-34400000.0,8400000.0,0.53,0.0,-39200000.0,226600000.0,169900000.0,2700000.0,102100000,363100000.0,187400000.0,-90500000.0,88100000.0,-13900000.0,-9200000.0,221000000,21000000.0,84500000.0,26500000.0,130700000,900000.0,-22400000.0,-51100000.0,6198300000.0,548500000.0,841500000.0,586500000.0,5057600000.0,191000000.0,17000000.0,613100000,3976400000.0,136500000.0,0.55,456800000.0,138200000.0,54700000.0,4509100000.0,106700000.0,211200000,185500000.0,12400000.0,401900000,200000,100000.0,105500000,3293600000.0,102100000,183100000,1889700000.0,,,
2019-03-31,241200000.0,200900000.0,108400000.0,479600000.0,-18800000.0,289200000,75500000,2512800000.0,287300000.0,600000,1900000.0,79000000.0,45000000,-41900000.0,,-36800000.0,,8000000.0,-388000000.0,-59900000.0,123800000.0,40300000.0,7175800000.0,-229400000.0,-11400000.0,10100000.0,0.37,,13500000.0,187400000.0,171800000.0,1300000.0,70900000,418800000.0,200900000.0,-50900000.0,93500000.0,-14400000.0,-15900000.0,214000000,9900000.0,81900000.0,40300000.0,122000000,600000.0,-57000000.0,-200000.0,6282600000.0,545900000.0,893200000.0,675300000.0,5098900000.0,191000000.0,8300000.0,619300000,3951800000.0,14200000.0,0.38,470000000.0,98600000.0,20900000.0,4553000000.0,99200000.0,208100000,186600000.0,0.0,411200000,-2600000,-3200000.0,74900000,3354100000.0,70900000,195700000,1981900000.0,,,
2019-06-30,241600000.0,194700000.0,93500000.0,461300000.0,-115100000.0,285900000,146300000,2449400000.0,291700000.0,39400000,1900000.0,86400000.0,45200000,-46100000.0,,-900000.0,,6800000.0,-410600000.0,-127400000.0,177200000.0,33300000.0,7127300000.0,-296200000.0,-21200000.0,3700000.0,0.53,,-6200000.0,200900000.0,178700000.0,3500000.0,101500000,506100000.0,194700000.0,-56900000.0,89200000.0,-14100000.0,-5600000.0,280700000,6700000.0,131100000.0,46900000.0,159800000,2900000.0,-5200000.0,300000.0,6257700000.0,575700000.0,869600000.0,702300000.0,5018800000.0,191300000.0,24900000.0,661900000,3831500000.0,14000000.0,0.54,489200000.0,115800000.0,20500000.0,4443100000.0,145600000.0,216200000,187500000.0,6100000.0,445700000,30600000,-3300000.0,107000000,3352500000.0,101500000,196700000,2011100000.0,,,
2019-09-30,287500000.0,235900000.0,92000000.0,442000000.0,-180000000.0,297100000,112500000,2381000000.0,276200000.0,24200000,1900000.0,93900000.0,43500000,-44100000.0,,-1200000.0,-300000.0,7600000.0,-430600000.0,-185700000.0,279400000.0,40100000.0,7022000000.0,-369700000.0,19400000.0,7900000.0,0.48,,41200000.0,194700000.0,174500000.0,3800000.0,91700000,583400000.0,235900000.0,-47300000.0,88700000.0,-14100000.0,-11800000.0,244700000,13100000.0,235300000.0,51600000.0,171400000,17100000.0,93600000.0,-9800000.0,6129900000.0,628100000.0,892100000.0,706800000.0,4892500000.0,192000000.0,29900000.0,689300000,3646000000.0,19200000.0,0.49,458200000.0,150000000.0,34100000.0,4264400000.0,143100000.0,220800000,188200000.0,4700000.0,468500000,-17500000,1000000.0,88300000,3312600000.0,91700000,208400000,2037400000.0,,,
