date,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyEbitda,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyChangeInInventory
2005-09-30,,,6161970000.0,,70577000.0,614653000.0,112188000.0,0.54,3286318000,-99511000.0,531462000.0,-226511000.0,677456000,590270000.0,202241000,,,205937000,,3594557000,1739625000,1425471000.0,,528126000,145678000,496576000,2222228000,-62794000.0,475215000,-159786000.0,590270000.0,1640385000,124873000.0,-3939742000.0,101178000.0,209370000,741001000,486285000.0,318897000,0.54,144659000.0,,1202278000,,1163876000,962929000,1445100000,30198000,318897000,,350474000,642434000,712432000,318897000,-5194000.0,52911000.0,,1180537000.0,430284000.0,567773000,5141000,423491000.0,383971000,0.0,6480575000,160036000.0,2886018000,334194000.0,2941903000,,,,,,,,
2005-12-31,,,6174639000.0,,61029000.0,625324000.0,102455000.0,,3507802000,78980000.0,680591000.0,-60024000.0,827647000,,250728000,,,239044000,,3773284000,1699101000,1656503000.0,,634492000,164361000,579205000,2230038000,-90046000.0,576919000,-153618000.0,,1898574000,-224706000.0,-3944601000.0,149129000.0,199547000,741597000,363350000.0,380960000,,119907000.0,,1231054000,,1324171000,1070927000,1376113000,-69753000,380960000,,353395000,678112000,827263000,380960000,-156322000.0,57573000.0,-5248000.0,1180537000.0,531462000.0,707356000,-36087000,273304000.0,332180000,0.0,6706028000,159099000.0,2932744000,348733000.0,2930155000,,,,,,,,
2006-03-31,,,6219731000.0,,94037000.0,683317000.0,0.0,0.71,3960498000,648000.0,887222000.0,-274520000.0,810660000,590268500.0,209754000,,,212079000,,4266759000,1855283000,2076191000.0,,655581000,191333000,633023000,2275130000,-69529000.0,600906000,-52943000.0,590268500.0,1783152000,-24257000.0,-3944601000.0,214785000.0,203273000,325047000,544082000.0,441690000,0.71,297557000.0,,1201773000,,1289780000,972492000,1491632000,39649000,441690000,,359371000,639129000,1208548000,441690000,,54675000.0,-177650000.0,1180537000.0,672437000.0,910991000,11883000,474553000.0,329703000,-7581000.0,7313024000,159747000.0,3046265000,399301000.0,3057056000,,,,,,,,
2006-06-30,,,6363557000.0,,85167000.0,761330000.0,127163000.0,0.8,4219166000,-21000.0,752259000.0,-106206000.0,943229000,590268500.0,250431000,,,250431000,,4391047000,1826008000,2343729000.0,,747913000,226650000,722414000,2319381000,-99572000.0,692798000,-202887000.0,590268500.0,1962265000,-195284000.0,-4044176000.0,-143117000.0,208828000,659289000,169995000.0,471771000,0.8,296437000.0,,1148506000,,1458265000,1019036000,1550704000,25551000,471771000,,354716000,584962000,1072583000,471771000,,55115000.0,1120000.0,1180537000.0,887222000.0,776146000,14619000,70423000.0,405389000,-8420000.0,7498205000,164993000.0,3107158000,409069000.0,2974514000,,,,,,,,
2006-09-30,,,6499390000.0,,117518000.0,769459000.0,144307000.0,0.81,4730622000,1400000.0,1276412000.0,42672000.0,940004000,590268500.0,244232000,,,246506000,,4873768000,1931066000,2822834000.0,,751990000,211726000,721682000,2403926000,-132976000.0,695772000,-117507000.0,590268500.0,1922491000,-31113000.0,-4095464000.0,524153000.0,244182000,840390000,598086000.0,479105000,0.81,134651000.0,,1160250000,,1438470000,982487000,1668723000,31927000,479105000,,361974000,554094000,1429835000,479105000,0.0,56218000.0,161786000.0,1180537000.0,752259000.0,1295184000,3743000,465110000.0,321217000,-3620000.0,8150193000,165673000.0,3276425000,458794000.0,3091316000,,,,,,,,
2006-12-31,,,7124341000.0,,150765000.0,838259000.0,202718000.0,,5338619000,0.0,1365008000.0,-2483995000.0,1149626000,,346616000,,,452367000,,6028832000,2765504000,3397584000.0,,892006000,240268000,805082000,2939241000,-139395000.0,803010000,2074042000.0,,2059837000,-218863000.0,-4185100000.0,88596000.0,279117000,1133048000,498693000.0,527570000,,183604000.0,,4128108000,,1625241000,910211000,2372308000,39988000,574750000,,991945000,2857046000,1555933000,574750000,0.0,88996000.0,-48953000.0,1180537000.0,1276412000.0,1372329000,50284000,359298000.0,794197000,-3573000.0,12595242000,2844498000.0,6566410000,491030000.0,6893612000,,,,,,,,
2007-03-31,,,3037896000.0,,175220000.0,766885000.0,160676000.0,0.81,5843378000,0.0,1614686000.0,-125248000.0,1133801000,590268500.0,376204000,,170806000.0,330982000,,6333658000,2699119000,3877888000.0,,858084000,225531000,734925000,2978406000,-119912000.0,757597000,-316084000.0,590268500.0,2425299000,-97749000.0,-59490000.0,249678000.0,278098000,1299376000,688274000.0,480304000,0.81,188688000.0,,4021629000,,1642841000,1291498000,2437796000,10927000,480304000,,978204000,2765327000,1823500000,480304000,,100487000.0,-5084000.0,1180537000.0,1365008000.0,1634812000,57727000,568362000.0,632858000,-3359000.0,12951678000,2826641000.0,6618020000,519620000.0,6720748000,,,,,,,,
2007-06-30,,,7541961000.0,,287913000.0,843105000.0,200650000.0,0.84,6097860000,11496000.0,883042000.0,-2073573000.0,1199648000,590268500.0,419234000,,-365411000.0,419234000,,5979165000,2882644000,4019677000.0,,910698000,242659000,777145000,3228277000,-109237000.0,780414000,1111314000.0,590268500.0,2604206000,-27616000.0,-4313684000.0,-731644000.0,311785000,1172490000,211102000.0,495950000,0.84,169411000.0,,5625880000,,1818443000,1404558000,2640572000,44519000,495950000,,1358852000,3955243000,1060570000,495950000,,130284000.0,,1180537000.0,1614686000.0,891159000,67996000,101865000.0,867049000,-36563000.0,15033941000,4925668000.0,9054776000,563371000.0,8508524000,,,,,,,,
2007-09-30,,,7599847000.0,,369023000.0,811098000.0,231841000.0,0.68,6579922000,0.0,1648554000.0,-148172000.0,1087042000,590268500.0,399734000,,,400886000,,6692536000,3321576000,4420629000.0,,828184000,199220000,635584000,3286163000,-105419000.0,687308000,9933000.0,590268500.0,2523553000,215755000.0,-4313684000.0,765512000.0,295381000,1370689000,889755000.0,400952000,0.68,214446000.0,,5425540000,,1717578000,1436511000,2642851000,6532000,400952000,,1360203000,3769956000,1866226000,400952000,0.0,140876000.0,,1180537000.0,883042000.0,1651780000,79770000,784336000.0,1139789000,-5393000.0,15804797000,4900650000.0,9112261000,587641000.0,8747116000,,,,,,,,
2007-12-31,,,7715628000.0,,402306000.0,847842000.0,242757000.0,,7006277000,28016000.0,954303000.0,59861000.0,1105750000,,373844000,,,402548000,,5862883000,3061024000,4813701000.0,,875079000,156514000,717837000,3269007000,-113349000.0,731906000,-1001847000.0,,2488950000,-200815000.0,-4446621000.0,-694251000.0,550411000,1062403000,231493000.0,512050000,,87530000.0,,4653713000,,1748833000,1383200000,2598856000,56463000,546542000,,1233836000,2869466000,1050027000,546542000,-213733000.0,143173000.0,,1180537000.0,1648554000.0,962497000,70155000,118144000.0,1150779000,45315000.0,15244587000,4542352000.0,9381704000,1259755000.0,7714737000,,,,,,,,
2008-03-31,,,3424476000.0,,484170000.0,869846000.0,200602000.0,0.8,7561184000,-3428000.0,1072985000.0,-135820000.0,1125498000,1180537000.0,414585000,,169342000.0,343810000,,6178921000,2936761000,5286744000.0,,845396000,208606000,691782000,3350197000,-88455000.0,710913000,-359890000.0,1180537000.0,2626187000,-218720000.0,-74279000.0,118682000.0,564134000,1103142000,568931000.0,456256000,0.8,135448000.0,,4542333000,,1809803000,1500689000,2748654000,34701000,473043000,,1224758000,2753441000,1216003000,473043000,,134483000.0,-47918000.0,1180537000.0,954303000.0,1080555000,67092000,480476000.0,963773000,0.0,15617071000,4469360000.0,9438150000,1305444000.0,7479094000,,,,,,,,
2008-06-30,,,3571327000.0,,555416000.0,1095215000.0,188553000.0,1.68,8324767000,1127441000.0,1319049000.0,797027000.0,1305474000,590268500.0,481752000,,-169116000.0,481752000,,7280374000,4219203000,5979081000.0,,958112000,218590000,854302000,3423072000,-116911000.0,823722000,-893047000.0,1180537000.0,3148385000,-326894000.0,-148255000.0,246064000.0,308538000,1579233000,273986000.0,593148000,1.68,351931000.0,,3049057000,,2182535000,1842911000,2991850000,49248000,987471000,,1150807000,1589712000,1689769000,987471000,,134390000.0,-216483000.0,1180537000.0,1072985000.0,1337838000,35178000,157075000.0,1544755000,-350270000.0,16170088000,4427486000.0,8889714000,716062000.0,7268260000,,,,,,,,
2008-09-30,,,3530220000.0,,346213000.0,1090341000.0,143251000.0,0.96,8686199000,-1113805000.0,1463642000.0,188499000.0,1373448000,590268500.0,439532000,,-182630000.0,459165000,,7269961000,3739535000,6549716000.0,,1068801000,271714000,902871000,3307590000,-131772000.0,933916000,-148573000.0,1180537000.0,3118512000,-257464000.0,-222630000.0,144593000.0,291091000,1245143000,242774000.0,570635000,0.96,26997000.0,,3003171000,,2027081000,1745064000,3334040000,11891000,570635000,,1111196000,1600884000,1516784000,570635000,55136000.0,134885000.0,,1180537000.0,1319049000.0,1489787000,40184000,111002000.0,1404051000,-60117000.0,16001139000,4347873000.0,8731178000,719382000.0,6742706000,,,,,,,,
2008-12-31,,-18866000.0,7397531000.0,,-223779000.0,896791000.0,0.0,,8176571000,1396000.0,1525022000.0,-127292000.0,1528227000,,968914000,,41013000.0,468176000,,7252417000,3790017000,6489899000.0,,722646000,312765000,427230000,2982871000,-106100000.0,559313000,-168913000.0,,3238752000,-248554000.0,-4414660000.0,107657000.0,223142000,0,379314000.0,244471000,,45863000.0,,2608808000,,2123296000,1710525000,3091401000,-2608000,244471000,565362000.0,1053838000,1242302000,1584632000,93653000,-240670000.0,129176000.0,,1180537000.0,1463642000.0,1538769000,43382000,273214000.0,2864715000,60117000.0,15100712000,3826987000.0,7848295000,0.0,6398825000,,,,,,,,
2009-03-31,,,,,,641970000.0,0.0,0.62,8399259000,0.0,1968707000.0,-139502000.0,1069070000,590398387.0,390971000,,-150496000.0,392355000,-340683000.0,7061031000,3283737000,,,758761000,203098000,596193000,2936160000,-119829000.0,678099000,-145938000.0,590398387.0,2449485000,366481000.0,,478007000.0,225145000,514238000,763447000.0,393095000,0.62,63113000.0,,2510797000,,2035348000,1380415000,2563726000,-37233000,366047000,539472000.0,1037656000,1174876000,2043699000,366047000,,121741000.0,-23192000.0,,1525022000.0,1980586000,40827000,643618000.0,1650483000,0.0,14725474000,3760964000.0,7664443000,0.0,5794534000,,,,,,,,
2009-06-30,,,,,,531604000.0,21572000.0,0.62,8637036000,5223000.0,1608695000.0,-372404000.0,831445000,553658065.0,394648000,,-47202000.0,395926000,-808801000.0,6037734000,2440999000,,,621887000,114518000,471132000,3122122000,-106506000.0,436797000,-1121042000.0,553658065.0,2096344000,808979000.0,,-382308000.0,211783000,504400000,1111138000.0,356614000,0.62,273450000.0,,2156504000,,1536984000,1264899000,2150785000,-15907000,343268000,605116000.0,867000000,998251000,1896358000,343268000,,126320000.0,-204395000.0,,1968707000.0,1622908000,24435000,1004632000.0,1019972000,-381337000.0,13804074000,3736821000.0,7766340000,0.0,4597503000,,,,,,,,
2009-09-30,,,,,,,21572000.0,0.38,8982765000,3680000.0,1733420000.0,-351544000.0,691314000,590268500.0,330762000,,397794000.0,327234000,-554689000.0,5950218000,2129870000,,-29000.0,509070000,97583000,334897000,3193279000,-101460000.0,360552000,-314250000.0,590268500.0,1771475000,359488000.0,,96911000.0,202024000,0,772401000.0,237314000,0.38,528861000.0,,2007544000,,1295386000,1080161000,1902555000,10294000,229873000,610593000.0,872861000,847964000,2270213000,229873000,-5522000.0,127789000.0,-255411000.0,,1608695000.0,1741352000,46384000,670941000.0,1594075000,0.0,13738925000,3707914000.0,7788707000,0.0,4137414000,,,,,,,,
2009-12-31,202111000.0,,7887982000.0,,29533000.0,556419000.0,0.0,,9092164000,2517000.0,1528707000.0,-177143000.0,690663000,,360047000,,-17527000.0,-28019000,-392752000.0,5621841000,1970470000,7143823000.0,-20000.0,421871000,96036000,336788000,3254587000,-133132000.0,330616000,-437868000.0,,1847213000,202400000.0,-4633395000.0,-198049000.0,29582000,136230000,416962000.0,240752000,,601247000.0,,1792002000,1804670000.0,1310302000,1156550000,1687059000,-132459000,222367000,636739000.0,860787000,654774000,2144076000,222367000,-166858000.0,129014000.0,-50814000.0,1180537000.0,1733420000.0,1542829000,-43931000,283830000.0,791404000,0.0,13483308000,1866250000.0,7861467000,0.0,3762472000,,,,,,,,
2010-03-31,,,,,,,0.0,0.38,9322599000,-27000.0,1624909000.0,-219712000.0,651678000,577760526.0,347387000,,,347387000,-307045000.0,5709108000,1917491000,,,473733000,105426000,327636000,3323522000,-157962000.0,304291000,-108722000.0,577760526.0,1638721000,130771000.0,,107838000.0,196845000,221326000,436272000.0,222210000,0.38,667352000.0,,1778381000,,1170072000,987043000,1820265000,36266000,219549000,664709000.0,839869000,656998000,2299271000,219549000,,126028000.0,-66105000.0,,1528707000.0,1631919000,20069000,278310000.0,743256000,0.0,13638405000,3635435000.0,7929297000,0.0,3695872000,,,,,,,,
2010-06-30,,,,,,815435000.0,21572000.0,0.48,9203282000,12985000.0,1244401000.0,-38281000.0,798333000,590268500.0,393030000,,,391144000,-281709000.0,5616312000,2113344000,,,547463000,104716000,399686000,3329749000,-190431000.0,405303000,-392666000.0,590268500.0,1981762000,-194264000.0,,-372326000.0,190644000,317657000,58621000.0,294970000,0.48,504623000.0,,1584457000,,1291338000,1183429000,2062844000,-7368000,282098000,670153000.0,849072000,461535000,1781437000,282098000,,125888000.0,,,1624909000.0,1276814000,21889000,-131810000.0,751186000,-262490000.0,13519608000,3576341000.0,7903296000,0.0,3697801000,,,,,,,,
2010-09-30,,,,,75067000.0,822862000.0,21572000.0,0.52,9699612000,774000.0,900769000.0,-344855000.0,774659000,590268500.0,369573000,,136064000.0,370267000,-145114000.0,5889499000,2160323000,7702369000.0,3356000.0,544380000,105696000,408403000,3576154000,-212825000.0,405086000,-132655000.0,590268500.0,2027242000,-427899000.0,,-355422000.0,193202000,376604000,122088000.0,302707000,0.52,641998000.0,,1543244000,,1531564000,1252583000,2270276000,-16223000,304812000,701002000.0,885230000,376204000,1561025000,304812000,0.0,125974000.0,,1180537000.0,1244401000.0,919027000,10003000,-90737000.0,713703000,-7403000.0,14052412000,3543508000.0,8162913000,0.0,3703567000,,,,,,,,
2010-12-31,,,8702364000.0,,242282000.0,818226000.0,21572000.0,,9902359000,302000.0,820165000.0,-317995000.0,786118000,,319942000,70051000.0,68532000.0,-441681000,-129053000.0,5955536000,2378546000,7869807000.0,-302000.0,596480000,134166000,455326000,3780580000,-286098000.0,466176000,-17552000.0,,2063873000,-152658000.0,-4921784000.0,-81708000.0,34978000,233590000,253839000.0,321160000,,676224000.0,,1435205000,2147066000.0,1421642000,1277755000,2460384000,73599000,320908000,715447000.0,934226000,220310000,1520085000,320908000,-153470000.0,129012000.0,,1180537000.0,900769000.0,843861000,12142000,-32259000.0,1023763000,-12919000.0,14364331000,1434750000.0,8408795000,120429000.0,3813751000,,,,,,,,
2011-03-31,,10952000.0,4093104000.0,,,796497000.0,21572000.0,0.54,10377206000,0.0,865228000.0,-198413000.0,889603000,590268500.0,448153000,,143259000.0,449774000,-231530000.0,6391882000,2543501000,,,603864000,137242000,461439000,4016127000,-210620000.0,441450000,72700000.0,590268500.0,2323965000,-392862000.0,-76977000.0,39942000.0,213428000,349651000,165655000.0,324197000,0.54,665272000.0,,1451213000,,1686810000,1434362000,2578666000,1058000,319374000,742807000.0,931752000,217413000,1569086000,319374000,,129384000.0,,,820165000.0,903814000,13041000,-44965000.0,1124061000,-5050000.0,15028464000,3548306000.0,8636582000,0.0,3994714000,,,,,,,,
2011-06-30,,-10952000.0,,,,890067000.0,21572000.0,0.48,10469669000,17229000.0,362043000.0,-438864000.0,879674000,590268500.0,467313000,66223000.0,16002000.0,468341000,-309582000.0,6302265000,2589669000,,,565203000,112235000,416938000,4212424000,-251171000.0,412361000,-394154000.0,590268500.0,2403122000,-95089000.0,,-507887000.0,216956000,313359000,325131000.0,304703000,0.48,870906000.0,,1398380000,,1723037000,1523448000,2765885000,-12408000,287218000,750380000.0,929052000,160636000,1295193000,287218000,,136017000.0,,,865228000.0,424287000,12248000,73960000.0,1069673000,-17174000.0,15140144000,3509504000.0,8837879000,137980000.0,3988049000,,,,,,,,
2011-09-30,,41986000.0,,,,875145000.0,21572000.0,0.56,10344372000,0.0,754116000.0,25901000.0,946018000,590268500.0,460761000,78364000.0,-160394000.0,462415000,-174150000.0,6404019000,2615816000,8553477000.0,,655401000,140776000,506264000,4029640000,-212139000.0,485257000,43519000.0,590268500.0,2494840000,-1735000.0,,405694000.0,228256000,356959000,336274000.0,365488000,0.56,634238000.0,,1336712000,,1798844000,1548822000,2772199000,28019000,324991000,718196000.0,852279000,177120000,1399025000,324991000,0.0,135064000.0,194682000.0,1180537000.0,362043000.0,764787000,14073000,124135000.0,994331000,-6054000.0,14941621000,3434038000.0,8537602000,138509000.0,3952528000,,,,,,,,
