date,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlySaleOfInvestment,quarterlyResearchAndDevelopment
2017-06-30,1126000000,-423000000,143000000,379000000,386000000,0.64,35000000.0,0.0,0.0,1013000000.0,1433000000,1608000000.0,4121000000.0,2347000000.0,12247000000,321000000.0,94000000.0,7000000,371000000.0,371000000.0,-260000000.0,526000000,0.0,794000000,143000000,1397000000.0,53000000.0,,20603000000,29013000000,379000000,121000000,10612000000.0,26401000000,0.0,372000000,0.0,33748000000.0,38000000.0,93000000,540000000.0,1000000.0,21000000.0,67000000.0,53000000.0,23000000.0,0.64,1195000000,8373000000,-1000000,1826000000,,371000000,-1221000000,592000000.0,1165000000,6000000.0,785000000.0,11000000.0,2612000000,646000000.0,4839000000,140000000,-1611000000.0,15764000000,-466000000.0,526000000,10902000000,2796000000.0,-754000000,-328000000,661000000,3259000000,593000000.0,-22846000000.0,,
2017-09-30,1133000000,117000000,149000000,370000000,370000000,0.62,30000000.0,0.0,,1113000000.0,1531000000,1711000000.0,4215000000.0,2404000000.0,12261000000,356000000.0,97000000.0,-3000000,488000000.0,488000000.0,-269000000.0,547000000,0.0,371000000,143000000,1457000000.0,-100000000.0,,21069000000,29566000000,370000000,115000000,10651000000.0,26765000000,1000000.0,339000000,0.0,33333000000.0,43000000.0,57000000,657000000.0,5000000.0,19000000.0,124000000.0,59000000.0,22000000.0,0.62,1190000000,8458000000,10000000,1824000000,,488000000,-866000000,594000000.0,1179000000,-35000000.0,769000000.0,-7000000.0,2801000000,639000000.0,5104000000,130000000,-1149000000.0,15965000000,-82000000.0,500000000,11184000000,2849000000.0,-794000000,-150000000,645000000,3355000000,594000000.0,-22149000000.0,,
2017-12-31,979000000,21000000,67000000,282000000,282000000,0.47,33000000.0,,0.0,1178000000.0,1658000000,1682000000.0,4217000000.0,2500000000.0,12256000000,378000000.0,56000000.0,2000000,509000000.0,509000000.0,-269000000.0,564000000,0.0,488000000,151000000,1504000000.0,-85000000.0,,21285000000,29548000000,282000000,105000000,10658000000.0,26664000000,-1000000.0,242000000,0.0,33599000000.0,,187000000,717000000.0,18000000.0,81000000.0,20000000.0,51000000.0,-44000000.0,0.47,1130000000,8221000000,7000000,1745000000,,509000000,-734000000,595000000.0,1186000000,-22000000.0,782000000.0,-51000000.0,2884000000,686000000.0,5190000000,133000000,-993000000.0,16095000000,-4000000.0,415000000,11368000000,2595000000.0,-737000000,-224000000,559000000,3403000000,595000000.0,-22231000000.0,,
2018-03-31,838000000,-94000000,72000000,410000000,412000000,0.69,6000000.0,,,1117000000.0,1408000000,1437000000.0,4569000000.0,2926000000.0,13138000000,347000000.0,52000000.0,11000000,415000000.0,415000000.0,-279000000.0,550000000,0.0,509000000,150000000,952000000.0,203000000.0,,21705000000,31285000000,410000000,108000000,10754000000.0,27662000000,19000000.0,100000000,,33810000000.0,,7000000,543000000.0,757000000.0,88000000.0,-176000000.0,37000000.0,18000000.0,0.69,1263000000,9508000000,10000000,1943000000,-358000000.0,415000000,-932000000,595000000.0,1244000000,33000000.0,624000000.0,2000000.0,3623000000,700000000.0,4042000000,151000000,-1895000000.0,17663000000,-204000000.0,563000000,11482000000,3862000000.0,-738000000,0,699000000,3351000000,595000000.0,-22328000000.0,,
2018-06-30,1206000000,268000000,69000000,390000000,397000000,0.66,3000000.0,,,1120000000.0,1491000000,1618000000.0,4610000000.0,2971000000.0,13136000000,330000000.0,66000000.0,7000000,683000000.0,683000000.0,-278000000.0,559000000,0.0,415000000,153000000,1122000000.0,-34000000.0,,22288000000,32039000000,390000000,125000000,10786000000.0,28106000000,-10000000.0,471000000,,34314000000.0,,14000000,646000000.0,760000000.0,81000000.0,241000000.0,6000000.0,35000000.0,0.66,1254000000,9679000000,-13000000,1949000000,,683000000,-795000000,596000000.0,1264000000,17000000.0,619000000.0,-64000000.0,3933000000,711000000.0,4612000000,145000000,-1147000000.0,17676000000,-47000000.0,542000000,11712000000,4042000000.0,-735000000,-143000000,685000000,3440000000,596000000.0,-22602000000.0,,
2018-09-30,1066000000,-250000000,79000000,443000000,447000000,0.74,8000000.0,,,1303000000.0,1685000000,1767000000.0,4713000000.0,2980000000.0,13096000000,338000000.0,59000000.0,139000000,433000000.0,433000000.0,-293000000.0,572000000,0.0,683000000,160000000,899000000.0,-144000000.0,,22380000000,32384000000,443000000,139000000,10886000000.0,28531000000,1000000.0,306000000,-100000000.0,34819000000.0,,-9000000,646000000.0,785000000.0,83000000.0,83000000.0,10000000.0,34000000.0,0.74,1313000000,9924000000,173000000,1906000000,,433000000,-621000000,597000000.0,1307000000,-8000000.0,615000000.0,87000000.0,3853000000,740000000.0,4650000000,134000000,-1421000000.0,17730000000,-34000000.0,581000000,11935000000,4163000000.0,-760000000,-695000000,599000000,3591000000,598000000.0,-22884000000.0,,
2018-12-31,948000000,-19000000,78000000,357000000,368000000,,9000000.0,,,1210000000.0,1784000000,1817000000.0,4733000000.0,3152000000.0,13265000000,376000000.0,75000000.0,41000000,414000000.0,414000000.0,-291000000.0,586000000,0.0,433000000,158000000,936000000.0,49000000.0,,22724000000,33065000000,357000000,120000000,10956000000.0,29224000000,-1000000.0,306000000,0.0,35230000000.0,,62000000,686000000.0,,85000000.0,108000000.0,12000000.0,-81000000.0,,1234000000,10259000000,8000000,1929000000,,414000000,-629000000,,1325000000,-38000000.0,653000000.0,-117000000.0,3841000000,745000000.0,4841000000,122000000,-914000000.0,17883000000,5000000.0,490000000,12091000000,4474000000.0,-642000000,-338000000,604000000,3713000000,,-23139000000.0,,
2019-03-31,790000000,174000000,20000000,428000000,437000000,0.71,19000000.0,,,1197000000.0,1421000000,1560000000.0,4877000000.0,3130000000.0,14434000000,359000000.0,78000000.0,10000000,,588000000.0,-303000000.0,617000000,0.0,414000000,171000000,1841000000.0,-26000000.0,,24352000000,34716000000,428000000,95000000,11015000000.0,30561000000,,-3000000,,36769000000.0,,31000000,775000000.0,,81000000.0,-418000000.0,-35000000.0,19000000.0,0.71,1382000000,10278000000,-7000000,2068000000,,588000000,-962000000,600000000.0,1316000000,17000000.0,667000000.0,84000000.0,4155000000,706000000.0,5398000000,157000000,-917000000.0,18954000000,-162000000.0,594000000,13321000000,4444000000.0,-793000000,346000000,752000000,3489000000,600000000.0,-23448000000.0,,
2019-06-30,1160000000,-371000000,17000000,517000000,520000000,0.86,5000000.0,,,1243000000.0,1466000000,1776000000.0,4888000000.0,3103000000.0,15015000000,334000000.0,75000000.0,-12000000,,217000000.0,-307000000.0,633000000,0.0,588000000,176000000,1664000000.0,-197000000.0,,25157000000,35753000000,517000000,103000000,11965000000.0,31743000000,-29000000.0,-416000000,,37079000000.0,,-39000000,933000000.0,,73000000.0,16000000.0,-17000000.0,20000000.0,0.86,1360000000,10504000000,2000000,2121000000,,217000000,-1600000000,601000000.0,1386000000,25000000.0,665000000.0,-10000000.0,4010000000,758000000.0,5611000000,31000000,-1617000000.0,19546000000,-26000000.0,551000000,13549000000,4630000000.0,-1576000000,69000000,735000000,3587000000,601000000.0,-23530000000.0,,
2019-09-30,1148000000,153000000,17000000,433000000,440000000,0.72,2000000.0,,,1331000000.0,1502000000,1821000000.0,4947000000.0,3214000000.0,16140000000,367000000.0,73000000.0,-26000000,,370000000.0,-316000000.0,649000000,0.0,217000000,171000000,1157000000.0,7000000.0,,25872000000,36727000000,433000000,82000000,12417000000.0,32612000000,-6000000.0,443000000,0.0,37696000000.0,,62000000,923000000.0,,75000000.0,-30000000.0,100000000.0,14000000.0,0.72,1404000000,10754000000,-6000000,2185000000,,370000000,-871000000,602000000.0,1406000000,-33000000.0,649000000.0,-7000000.0,4115000000,761000000.0,5136000000,144000000,-1508000000.0,20736000000,-160000000.0,584000000,13767000000,4723000000.0,-705000000,-124000000,779000000,3687000000,602000000.0,-23929000000.0,,
