date,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyAccountsPayable,quarterlyTotalRevenue,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyBasicEPS,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1995-09-30,-19900000.0,90454545.0,-19900000,110900000.0,235400000.0,7200000.0,-4000000.0,-88900000.0,844400000.0,-77400000.0,1938300000.0,,,-23900000.0,1162600000.0,4300000.0,,-10900000.0,,,1249700000.0,67300000.0,,58000000.0,58000000.0,0.0,-0.22,3281200000.0,1063800000.0,38100000.0,22000000.0,-100000.0,,5235200000.0,-19900000.0,1107500000.0,,3151300000.0,177400000.0,0.0,,3671600000.0,74100000,683100000.0,1427100000,76000000.0,,,,0.0,-11100000.0,141400000,,90454545.0,,,,-100000000.0,,1954000000.0,-43800000.0,103300000.0,1042900000.0,2800000.0,1458100000.0,36000000.0,1917500000.0,1754100000.0,,-0.22,-1213000000.0,754900000.0,,,,,
1995-12-31,6100000.0,,6100000,252000000.0,241200000.0,2700000.0,-111800000.0,-138100000.0,811900000.0,106200000.0,2005900000.0,,,7500000.0,1490100000.0,2400000.0,,10100000.0,,,975500000.0,59800000.0,,68100000.0,68100000.0,0.0,,3342800000.0,608100000.0,37000000.0,113900000.0,11900000.0,,5051700000.0,6100000.0,1095700000.0,,3245700000.0,138700000.0,0.0,,3471900000.0,-55300000,668200000.0,1114200000,84600000.0,,,,0.0,-13300000.0,4500000,,,,,,-137400000.0,,1708900000.0,13600000.0,194000000.0,1049000000.0,440200000.0,1461200000.0,134200000.0,2192900000.0,1279000000.0,,,-1239800000.0,702800000.0,,,,,
1996-03-31,31300000.0,103928571.0,31300000,61600000.0,709300000.0,15900000.0,1706600000.0,-135000000.0,1613900000.0,10400000.0,3923900000.0,,,18900000.0,4174800000.0,3000000.0,,71300000.0,,,1276300000.0,94600000.0,520700000.0,139400000.0,139400000.0,68100000.0,0.28,8919900000.0,1118800000.0,62100000.0,-73400000.0,14000000.0,,12705200000.0,29100000.0,4286700000.0,,5703900000.0,274900000.0,,,8785800000.0,110700000,1985500000.0,1551200000,238000000.0,,,,0.0,-1567100000.0,205300000,,103928571.0,,,-32000000.0,-1689300000.0,,3785300000.0,50200000.0,164200000.0,1046100000.0,-71600000.0,3567100000.0,69600000.0,5665600000.0,3120200000.0,,0.28,-1780000000.0,1490800000.0,,,,,
1996-06-30,104100000.0,127662338.0,104100000,-67100000.0,683600000.0,43800000.0,162100000.0,-151200000.0,1507300000.0,33600000.0,3861600000.0,,,34700000.0,4088900000.0,200000.0,,55100000.0,,,1894000000.0,135200000.0,520700000.0,194500000.0,194500000.0,0.0,0.75,9216600000.0,1311700000.0,110800000.0,-218300000.0,-1900000.0,,12848100000.0,98300000.0,4671400000.0,,5641600000.0,459700000.0,,,8869000000.0,218300000,1956500000.0,2353700000,178400000.0,,,,0.0,94200000.0,353500000,,131066667.0,,,-37600000.0,-52100000.0,,3631500000.0,138800000.0,241400000.0,1112300000.0,-290600000.0,3617200000.0,106200000.0,5557000000.0,3312000000.0,,0.77,-1780000000.0,1468100000.0,,,,,
1996-09-30,109400000.0,127777778.0,109400000,263800000.0,597300000.0,33500000.0,-183400000.0,-142200000.0,1332700000.0,31300000.0,3768800000.0,,,54100000.0,4040600000.0,2300000.0,,-25800000.0,,,1988600000.0,130000000.0,520700000.0,168700000.0,168700000.0,0.0,0.78,9009100000.0,1208500000.0,106700000.0,121600000.0,2800000.0,,12536000000.0,103500000.0,4643000000.0,,5548800000.0,473500000.0,,,8590400000.0,241900000,2135000000.0,2462100000,202800000.0,,,,0.0,33300000.0,371900000,,132692308.0,,,-37800000.0,-99200000.0,,3526900000.0,163500000.0,231600000.0,1183800000.0,41400000.0,3670800000.0,101600000.0,5213400000.0,3377000000.0,,0.81,-1780000000.0,1172800000.0,,,,,
1996-12-31,39200000.0,,39200000,652900000.0,771100000.0,47300000.0,-467500000.0,-202800000.0,1423800000.0,-54800000.0,3717300000.0,,,26700000.0,3923500000.0,5500000.0,304000000.0,-8300000.0,,,1563400000.0,136100000.0,520800000.0,160400000.0,160400000.0,0.0,,9298300000.0,1154300000.0,26200000.0,450100000.0,-11200000.0,,12590200000.0,33300000.0,4809900000.0,,5255200000.0,401500000.0,,,8783100000.0,145400000,2460900000.0,1964900000,358400000.0,,,,0.0,3500000.0,281500000,,,,,-38000000.0,-194100000.0,,3291900000.0,65900000.0,256100000.0,1185000000.0,299600000.0,3563300000.0,120000000.0,5120600000.0,3662500000.0,,,-1537900000.0,893100000.0,,,,,
1997-03-31,39000000.0,127307692.0,39000000,-257400000.0,829800000.0,59500000.0,403800000.0,-106200000.0,1467700000.0,5000000.0,3723500000.0,,,25800000.0,3634100000.0,3300000.0,,38500000.0,,,1544400000.0,139300000.0,520800000.0,198900000.0,198900000.0,160400000.0,0.26,9356700000.0,1792600000.0,85300000.0,-363600000.0,-800000.0,,12822900000.0,33100000.0,4803400000.0,,5577500000.0,392900000.0,,,9062900000.0,149700000,2392100000.0,1937300000,333500000.0,,,,0.0,-10400000.0,289000000,,127307692.0,,,-38000000.0,-101600000.0,,3466200000.0,64800000.0,243200000.0,1186000000.0,-434100000.0,3513900000.0,103900000.0,4818700000.0,4244200000.0,,0.26,-1854000000.0,1184600000.0,,,,,
1997-06-30,132000000.0,128775510.0,132000000,108500000.0,899900000.0,65500000.0,-101700000.0,-96400000.0,1464700000.0,26400000.0,3646600000.0,,,64100000.0,3609100000.0,4000000.0,,6900000.0,,,1786000000.0,138900000.0,520800000.0,205800000.0,205800000.0,0.0,0.94,9230400000.0,1763200000.0,84600000.0,12100000.0,-2600000.0,,12879300000.0,126200000.0,4683900000.0,,5500600000.0,500600000.0,,,9113300000.0,257100000,2481200000.0,2286600000,372200000.0,,,,0.0,0.0,396000000,,134255319.0,,,-38000000.0,4100000.0,,3648900000.0,196100000.0,243500000.0,1280000000.0,-146000000.0,3511200000.0,104600000.0,4803400000.0,4309900000.0,,0.98,-1854000000.0,1194300000.0,,,,,
1997-09-30,85300000.0,128064516.0,85300000,215500000.0,906800000.0,73600000.0,-80500000.0,-150700000.0,1365700000.0,700000.0,3564700000.0,,,35300000.0,3494300000.0,1600000.0,,-8500000.0,,,1835900000.0,136600000.0,520800000.0,197300000.0,197300000.0,0.0,0.61,9121300000.0,1753000000.0,84500000.0,64800000.0,7900000.0,,12733600000.0,79400000.0,4649800000.0,,5400700000.0,505400000.0,0.0,,8927900000.0,199400000,2419000000.0,2341300000,339600000.0,,,,0.0,4500000.0,336000000,,130163934.0,,,-38000000.0,-137700000.0,,3612300000.0,120600000.0,306000000.0,1327300000.0,-42200000.0,3556600000.0,169400000.0,4682300000.0,4245600000.0,,0.62,-1836000000.0,1188000000.0,,,,,
1997-12-31,37700000.0,,45300000,335500000.0,869400000.0,27900000.0,-154400000.0,-161500000.0,1387500000.0,-1900000.0,3663900000.0,,,22500000.0,3301400000.0,1600000.0,304400000.0,8300000.0,,,1541400000.0,125200000.0,520800000.0,205600000.0,205600000.0,0.0,,9158500000.0,1784700000.0,85500000.0,174000000.0,6500000.0,,12305700000.0,31900000.0,4625200000.0,,5584900000.0,388000000.0,0.0,,8493700000.0,160500000,2236700000.0,1929400000,200600000.0,,,,0.0,79500000.0,285700000,,,,,-37800000.0,-162700000.0,,3147200000.0,67800000.0,227500000.0,1327200000.0,478400000.0,3529200000.0,102300000.0,4444400000.0,4049300000.0,,,-1921000000.0,838600000.0,,,,,
1998-03-31,41700000.0,126206897.0,41700000,-325100000.0,894500000.0,55200000.0,488500000.0,-147500000.0,1564200000.0,5700000.0,3655200000.0,,,27900000.0,3267100000.0,3900000.0,,14900000.0,,,1502200000.0,136600000.0,367500000.0,220500000.0,220500000.0,205600000.0,0.29,9116700000.0,2657300000.0,93800000.0,-472600000.0,-1800000.0,,12676500000.0,36600000.0,4567000000.0,,3869700000.0,390200000.0,-369000000.0,,9277300000.0,156000000,2165500000.0,1892400000,224100000.0,,,,0.0,-4200000.0,292600000,,126206897.0,,,-38000000.0,-147100000.0,,3559800000.0,69600000.0,234200000.0,1331700000.0,-503400000.0,3114100000.0,97600000.0,4399300000.0,4878000000.0,,0.29,-214500000.0,1132200000.0,,,,,
1998-06-30,125700000.0,124081633.0,125700000,191300000.0,974300000.0,75200000.0,-94300000.0,-124000000.0,1563000000.0,6600000.0,3656800000.0,,,64400000.0,3209800000.0,1300000.0,,-5700000.0,,,1727200000.0,136100000.0,367500000.0,214800000.0,214800000.0,0.0,0.95,9178700000.0,2750900000.0,104100000.0,67300000.0,-1600000.0,,12891100000.0,121600000.0,4547600000.0,,3881300000.0,517800000.0,0.0,,9382900000.0,288500000,2206300000.0,2245000000,207200000.0,,,,0.0,-900000.0,424600000,,128000000.0,,,-35200000.0,-101900000.0,,3712400000.0,190100000.0,229300000.0,1422200000.0,-70500000.0,3228600000.0,93200000.0,4350500000.0,5032400000.0,,0.98,-224500000.0,1140700000.0,,,,,
1998-09-30,-21100000.0,126000000.0,-21100000,200100000.0,983800000.0,60700000.0,-93900000.0,-101600000.0,1466400000.0,-182000000.0,3685500000.0,,,-3800000.0,3192100000.0,8600000.0,,26700000.0,,,1803700000.0,133900000.0,520500000.0,241500000.0,241500000.0,0.0,-0.2,9331300000.0,2885600000.0,102200000.0,98500000.0,1100000.0,,13089700000.0,-25200000.0,4662000000.0,,6082500000.0,487300000.0,-92800000.0,,9600000000.0,262300000,2285300000.0,2291000000,208900000.0,,,,0.0,-13500000.0,396200000,,126000000.0,,,-35200000.0,-78100000.0,,3758400000.0,-24900000.0,225000000.0,1327300000.0,-39600000.0,3213800000.0,91100000.0,4368400000.0,5231600000.0,,-0.2,-2397000000.0,1176300000.0,,,,,
1998-12-31,-41300000.0,,-41300000,605700000.0,993000000.0,63000000.0,-452300000.0,-144900000.0,1421000000.0,214700000.0,3743000000.0,,,-14500000.0,3188000000.0,-7800000.0,,42100000.0,,,1493900000.0,126400000.0,351000000.0,284000000.0,284000000.0,0.0,,9301000000.0,2466000000.0,107900000.0,460800000.0,-2700000.0,,12469000000.0,-45000000.0,4565000000.0,,5896000000.0,377700000.0,-5200000.0,,9214000000.0,-163800000,2181000000.0,1871600000,104000000.0,,,,0.0,2600000.0,-37400000,,,,,-34600000.0,-124900000.0,,3168000000.0,-55800000.0,541500000.0,1250000000.0,,2975000000.0,415100000.0,4504000000.0,4710000000.0,,,-2153000000.0,1316000000.0,,,,,
1999-03-31,29500000.0,121904762.0,29500000,-235000000.0,965800000.0,59000000.0,323400000.0,-82100000.0,1526300000.0,1000000.0,3580400000.0,,,28400000.0,3100800000.0,200000.0,,-7400000.0,,,1418000000.0,133000000.0,350900000.0,276500000.0,276500000.0,283900000.0,0.21,8928400000.0,2888700000.0,93100000.0,-317100000.0,0.0,,12375400000.0,25600000.0,4382200000.0,,5763400000.0,375600000.0,-1000000.0,,9275800000.0,151600000,1934000000.0,1793600000,116500000.0,,,,276500000.0,-2100000.0,284600000,,121904762.0,,,-36400000.0,-73100000.0,,3447000000.0,57900000.0,224000000.0,1245400000.0,-395800000.0,2829600000.0,91000000.0,4394100000.0,4881700000.0,,0.21,-2183000000.0,1293300000.0,,,,,
1999-06-30,99600000.0,122692308.0,99600000,101600000.0,1060500000.0,59700000.0,-32100000.0,-145300000.0,1533900000.0,7600000.0,3469500000.0,,,55000000.0,3071800000.0,0.0,,-73400000.0,,,1529000000.0,131000000.0,350900000.0,203100000.0,203100000.0,276500000.0,0.77,8824400000.0,2847500000.0,91200000.0,-43700000.0,-5000000.0,,12124200000.0,95700000.0,4294400000.0,,5707500000.0,468400000.0,0.0,,9025300000.0,246400000,1816000000.0,1997400000,98800000.0,,,,203100000.0,-2100000.0,377400000,,124285714.0,,,-32600000.0,-137800000.0,,3299800000.0,154600000.0,222000000.0,1310500000.0,-128000000.0,2823600000.0,91000000.0,4302100000.0,4723200000.0,,0.78,-2238000000.0,1230300000.0,,,,,
1999-09-30,118000000.0,122580645.0,118000000,273900000.0,1100200000.0,104700000.0,-278500000.0,-31500000.0,1362000000.0,18600000.0,3388300000.0,,,57100000.0,3397900000.0,0.0,,15500000.0,,,1672800000.0,132000000.0,1129900000.0,218600000.0,218600000.0,203100000.0,0.91,8846300000.0,2362700000.0,91000000.0,242400000.0,-3100000.0,,12175300000.0,114000000.0,4357800000.0,-709400000.0,5574300000.0,467200000.0,-5900000.0,,8905600000.0,249900000,1823000000.0,2140000000,97200000.0,,,,218600000.0,-2100000.0,381900000,,125274725.0,,,-34500000.0,17400000.0,,3329000000.0,175100000.0,217300000.0,1394000000.0,35600000.0,2980800000.0,85300000.0,4615200000.0,4290400000.0,,0.93,-2186000000.0,1217300000.0,,,,,
1999-12-31,-66100000.0,,-66100000,686500000.0,1221000000.0,756000000.0,-629800000.0,-70100000.0,1312000000.0,-163400000.0,3255000000.0,,,-35500000.0,3573000000.0,,381000000.0,48300000.0,,,1440200000.0,126000000.0,1128000000.0,267000000.0,267000000.0,218600000.0,,8704000000.0,1531000000.0,91700000.0,616400000.0,-1900000.0,,11545000000.0,-69300000.0,4228000000.0,-676000000.0,5409000000.0,360800000.0,-23100000.0,,8359000000.0,154100000,1127000000.0,1801000000,96000000.0,,,,267000000.0,3300000.0,280100000,,,,,-34500000.0,-3500000.0,,2841000000.0,-101600000.0,206700000.0,1295000000.0,,2891000000.0,80700000.0,4945000000.0,3414000000.0,,,-2154000000.0,991000000.0,,,,,
2000-03-31,23000000.0,123870438.0,23000000,-203000000.0,1225000000.0,79000000.0,238000000.0,-57000000.0,1454000000.0,0.0,3134000000.0,,,19000000.0,3533000000.0,,,-22000000.0,,,1293000000.0,128000000.0,780000000.0,245000000.0,245000000.0,267000000.0,0.17,8475000000.0,1771000000.0,92000000.0,-260000000.0,0.0,,11482000000.0,21000000.0,4116000000.0,-770000000.0,5360000000.0,347000000.0,-9000000.0,,8415000000.0,134000000,1691000000.0,1640000000,98000000.0,-354000000.0,,,245000000.0,-1000000.0,262000000,,128569627.0,,,-32000000.0,-49000000.0,,3007000000.0,42000000.0,213000000.0,1286000000.0,,2779000000.0,85000000.0,4874000000.0,3541000000.0,,0.17,-2226000000.0,1341000000.0,,,,,
2000-06-30,-4000000.0,127433082.0,-4000000,138000000.0,1230000000.0,63000000.0,-88000000.0,-59000000.0,1447000000.0,-79000000.0,3062000000.0,,,8000000.0,3511000000.0,,,-1000000.0,,,1493000000.0,125000000.0,780000000.0,244000000.0,244000000.0,245000000.0,-0.03,8313000000.0,1750000000.0,97000000.0,79000000.0,-2000000.0,,11377000000.0,-4000000.0,4021000000.0,-844000000.0,5288000000.0,383000000.0,-27000000.0,,8448000000.0,180000000,1791000000.0,1876000000,110000000.0,-38000000.0,,,244000000.0,-2000000.0,305000000,,127433082.0,,,-33000000.0,-50000000.0,,3064000000.0,4000000.0,203000000.0,1249000000.0,,2641000000.0,78000000.0,4844000000.0,3604000000.0,,-0.03,-2226000000.0,1333000000.0,,,,,
2000-09-30,44000000.0,125788021.0,44000000,211000000.0,1233000000.0,69000000.0,-131000000.0,-54000000.0,1240000000.0,-2000000.0,2895000000.0,,,23000000.0,4133000000.0,,,12000000.0,,,1581000000.0,125000000.0,780000000.0,256000000.0,256000000.0,244000000.0,0.35,7984000000.0,988000000.0,102000000.0,157000000.0,-79000000.0,,10861000000.0,44000000.0,3856000000.0,-982000000.0,5239000000.0,373000000.0,-13000000.0,,8169000000.0,171000000,1720000000.0,1954000000,103000000.0,42000000.0,,,256000000.0,1000000.0,296000000,,125788021.0,,,-30000000.0,-50000000.0,,2877000000.0,67000000.0,202000000.0,1262000000.0,,2503000000.0,77000000.0,5392000000.0,2777000000.0,,0.35,-2344000000.0,1259000000.0,,,,,
2000-12-31,-237000000.0,,-237000000,124000000.0,1357000000.0,58000000.0,108000000.0,-92000000.0,1288000000.0,-261000000.0,2969000000.0,,,-108000000.0,5049000000.0,,354000000.0,126000000.0,,,1615000000.0,117000000.0,780000000.0,382000000.0,382000000.0,256000000.0,,8246000000.0,300000000.0,102000000.0,32000000.0,-7000000.0,,11159000000.0,-237000000.0,3920000000.0,-1110000000.0,5360000000.0,204000000.0,0.0,,8855000000.0,13000000,1903000000.0,1819000000,90000000.0,65000000.0,,,382000000.0,-1000000.0,130000000,,,,,-32000000.0,-99000000.0,,2913000000.0,-345000000.0,191000000.0,994000000.0,,2109000000.0,74000000.0,6594000000.0,2261000000.0,,,-2391000000.0,1191000000.0,,,,,
2001-03-31,-46000000.0,125624056.0,-50000000,-284000000.0,1475000000.0,64000000.0,246000000.0,-47000000.0,1368000000.0,-5000000.0,2839000000.0,1126000000.0,,-11000000.0,5058000000.0,,,-91000000.0,,,1395000000.0,124000000.0,780000000.0,291000000.0,291000000.0,382000000.0,-0.37,8080000000.0,581000000.0,115000000.0,-331000000.0,0.0,,10987000000.0,-46000000.0,3766000000.0,-1279000000.0,5230000000.0,263000000.0,,,8898000000.0,53000000,1736000000.0,1658000000,122000000.0,-359000000.0,,,291000000.0,-6000000.0,177000000,,125624056.0,,,-1000000.0,-52000000.0,,2907000000.0,-61000000.0,210000000.0,948000000.0,,1894000000.0,86000000.0,6517000000.0,2381000000.0,,-0.37,-2391000000.0,1459000000.0,,,,,
2001-06-30,5000000.0,125635607.0,5000000,39000000.0,1465000000.0,29000000.0,38000000.0,-43000000.0,1275000000.0,-5000000.0,2745000000.0,1251000000.0,,14000000.0,5031000000.0,,,17000000.0,,,1543000000.0,124000000.0,780000000.0,308000000.0,308000000.0,291000000.0,0.04,7881000000.0,599000000.0,120000000.0,-4000000.0,-2000000.0,,10842000000.0,5000000.0,3671000000.0,-1326000000.0,5136000000.0,335000000.0,,,8797000000.0,141000000,1691000000.0,1878000000,0.0,-91000000.0,,,308000000.0,-8000000.0,265000000,,125635607.0,,,,-45000000.0,,2961000000.0,21000000.0,194000000.0,953000000.0,,1852000000.0,70000000.0,6478000000.0,2319000000.0,,0.04,-2391000000.0,1447000000.0,,,,,
2001-09-30,-13000000.0,125653337.0,-13000000,148000000.0,1518000000.0,62000000.0,-95000000.0,-36000000.0,1092000000.0,-3000000.0,2747000000.0,1337000000.0,,7000000.0,4698000000.0,,,38000000.0,,,1667000000.0,127000000.0,780000000.0,346000000.0,346000000.0,308000000.0,-0.1,8032000000.0,923000000.0,116000000.0,112000000.0,2000000.0,,10919000000.0,-13000000.0,3767000000.0,-1192000000.0,5138000000.0,318000000.0,,,8752000000.0,112000000,1643000000.0,1985000000,0.0,34000000.0,,,346000000.0,0.0,239000000,,125653337.0,,,,-34000000.0,,2887000000.0,-4000000.0,206000000.0,940000000.0,,1977000000.0,79000000.0,6124000000.0,2628000000.0,,-0.1,-2391000000.0,1426000000.0,,,,,
2001-12-31,-918000000.0,,-918000000,407000000.0,955000000.0,68000000.0,-252000000.0,-42000000.0,862000000.0,-308000000.0,2618000000.0,843000000.0,,518000000.0,4475000000.0,,352000000.0,110000000.0,,707000000.0,1458000000.0,124000000.0,780000000.0,456000000.0,456000000.0,346000000.0,,7198000000.0,845000000.0,104000000.0,365000000.0,10000000.0,,9620000000.0,-918000000.0,3625000000.0,-1447000000.0,5270000000.0,208000000.0,,,8615000000.0,9000000,836000000.0,1666000000,0.0,534000000.0,,,456000000.0,-9000000.0,133000000,,,,,,-32000000.0,,2422000000.0,-404000000.0,199000000.0,22000000.0,,804000000.0,75000000.0,6109000000.0,2506000000.0,,,-2652000000.0,1282000000.0,,,,,
2002-03-31,-54000000.0,125731235.0,-54000000,-92000000.0,900000000.0,68000000.0,-191000000.0,-31000000.0,960000000.0,-35000000.0,2494000000.0,1030000000.0,,20000000.0,4510000000.0,1000000.0,,-145000000.0,,,1305000000.0,91000000.0,780000000.0,311000000.0,311000000.0,456000000.0,-0.43,6850000000.0,594000000.0,93000000.0,-123000000.0,0.0,,9272000000.0,-54000000.0,3456000000.0,-1484000000.0,5146000000.0,262000000.0,,,8359000000.0,95000000,1586000000.0,1567000000,0.0,-155000000.0,,,311000000.0,4000000.0,186000000,,125731235.0,,,-6000000.0,154000000.0,,2422000000.0,-34000000.0,167000000.0,-32000000.0,,714000000.0,76000000.0,6111000000.0,2248000000.0,,-0.43,-2652000000.0,1601000000.0,,,,,
2002-06-30,64000000.0,131160900.0,39000000,90000000.0,906000000.0,77000000.0,-64000000.0,-25000000.0,1025000000.0,-9000000.0,2540000000.0,1145000000.0,2563000000.0,26000000.0,4265000000.0,0.0,,-3000000.0,,,1455000000.0,94000000.0,902000000.0,308000000.0,308000000.0,311000000.0,0.48,6009000000.0,647000000.0,86000000.0,65000000.0,-9000000.0,,8619000000.0,64000000.0,,-1329000000.0,5192000000.0,334000000.0,,,8311000000.0,164000000,1734000000.0,1789000000,0.0,-51000000.0,,,308000000.0,-7000000.0,258000000,,133238280.0,,,,-25000000.0,,2610000000.0,65000000.0,170000000.0,-982000000.0,,109000000.0,76000000.0,5853000000.0,2458000000.0,,0.49,-2652000000.0,1588000000.0,,,,,
2002-09-30,71000000.0,158436064.0,68000000,221000000.0,884000000.0,77000000.0,-312000000.0,-25000000.0,918000000.0,-10000000.0,2456000000.0,1133000000.0,2564000000.0,3000000.0,4281000000.0,1000000.0,,-62000000.0,,,1546000000.0,100000000.0,902000000.0,246000000.0,246000000.0,308000000.0,0.45,5904000000.0,303000000.0,84000000.0,196000000.0,-8000000.0,,8337000000.0,71000000.0,,-1327000000.0,5108000000.0,346000000.0,,,7902000000.0,165000000,1691000000.0,1892000000,0.0,49000000.0,,,246000000.0,0.0,265000000,,159050051.0,,,,-3000000.0,,2433000000.0,71000000.0,181000000.0,-911000000.0,,243000000.0,81000000.0,5831000000.0,2071000000.0,,0.45,-2652000000.0,1550000000.0,,,,,
2002-12-31,-272000000.0,,-244000000,196000000.0,1000000000.0,640000000.0,-561000000.0,-34000000.0,779000000.0,-241000000.0,2212000000.0,664000000.0,,-19000000.0,3388000000.0,1000000.0,370000000.0,117000000.0,,89000000.0,1313000000.0,90000000.0,902000000.0,363000000.0,363000000.0,246000000.0,,5481000000.0,666000000.0,79000000.0,162000000.0,-7000000.0,,7505000000.0,-272000000.0,2269000000.0,-1386000000.0,4773000000.0,231000000.0,,,7396000000.0,57000000,820000000.0,1544000000,0.0,265000000.0,,,363000000.0,3000000.0,147000000,,,,,,465000000.0,,2024000000.0,-263000000.0,174000000.0,-1183000000.0,,-87000000.0,84000000.0,5126000000.0,2270000000.0,,,-2561000000.0,1368000000.0,,,,,
2003-03-31,-34000000.0,163840000.0,-34000000,-156000000.0,1098000000.0,64000000.0,347000000.0,-26000000.0,917000000.0,2000000.0,2170000000.0,905000000.0,,19000000.0,4100000000.0,,,-98000000.0,,,1234000000.0,78000000.0,929000000.0,265000000.0,265000000.0,363000000.0,-0.21,5557000000.0,394000000.0,79000000.0,-182000000.0,-126000000.0,,8055000000.0,-34000000.0,2289000000.0,-1358000000.0,4731000000.0,226000000.0,,,7905000000.0,67000000,1642000000.0,1460000000,0.0,-211000000.0,,,265000000.0,-279000000.0,145000000,,163840000.0,,,,-293000000.0,,2498000000.0,-15000000.0,159000000.0,-1217000000.0,,-52000000.0,81000000.0,5805000000.0,2100000000.0,,-0.21,-2561000000.0,1705000000.0,,,,,
2003-06-30,72000000.0,164910274.0,72000000,71000000.0,1161000000.0,58000000.0,-167000000.0,-28000000.0,975000000.0,61000000.0,2176000000.0,1023000000.0,,20000000.0,4112000000.0,,,11000000.0,,,1422000000.0,85000000.0,929000000.0,276000000.0,276000000.0,265000000.0,0.43,5699000000.0,252000000.0,101000000.0,43000000.0,2000000.0,,8229000000.0,72000000.0,2362000000.0,-1302000000.0,4737000000.0,304000000.0,,,7935000000.0,138000000,1762000000.0,1726000000,162000000.0,-12000000.0,,,276000000.0,118000000.0,223000000,,165843258.0,,,,94000000.0,,2530000000.0,101000000.0,166000000.0,-1145000000.0,,78000000.0,81000000.0,5863000000.0,2072000000.0,,0.44,-2561000000.0,1751000000.0,,,,,
2003-09-30,6000000.0,164942505.0,6000000,155000000.0,1120000000.0,47000000.0,-135000000.0,-28000000.0,858000000.0,-1000000.0,2081000000.0,1076000000.0,,45000000.0,4022000000.0,0.0,,11000000.0,,,1529000000.0,,929000000.0,287000000.0,287000000.0,276000000.0,0.04,5574000000.0,250000000.0,100000000.0,127000000.0,116000000.0,,8018000000.0,6000000.0,2373000000.0,-1288000000.0,4642000000.0,324000000.0,,,7752000000.0,160000000,1734000000.0,1853000000,0.0,,,,287000000.0,7000000.0,244000000,,166182474.0,,,,-10000000.0,,2444000000.0,51000000.0,164000000.0,-1161000000.0,,76000000.0,80000000.0,5721000000.0,2031000000.0,,0.04,-2561000000.0,1699000000.0,,,,,
2003-12-31,-54000000.0,,-54000000,364000000.0,1097000000.0,728000000.0,-373000000.0,-53000000.0,815000000.0,-3000000.0,2112000000.0,692000000.0,,11000000.0,3709000000.0,0.0,317000000.0,114000000.0,,101000000.0,1354000000.0,,929000000.0,401000000.0,401000000.0,287000000.0,,5651000000.0,230000000.0,99000000.0,311000000.0,-141000000.0,,7773000000.0,-54000000.0,2442000000.0,-1170000000.0,5155000000.0,237000000.0,,,7436000000.0,63000000,955000000.0,1591000000,0.0,,,,401000000.0,154000000.0,142000000,,,,,-6000000.0,109000000.0,,2122000000.0,-43000000.0,174000000.0,-1215000000.0,,140000000.0,95000000.0,5400000000.0,2036000000.0,,,-3043000000.0,1374000000.0,,,,,
