date,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyTaxProvision,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,quarterlyAccountsReceivable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyGrossProfit,quarterlyOtherCurrentAssets,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyBasicAverageShares,quarterlyIncomeTaxPayable,quarterlyCostOfRevenue,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyEbitda
1990-03-31,4980800000.0,-600000.0,1149700000.0,,143000000.0,83200000.0,-12600000.0,83200000,47000000.0,93400000.0,4107200000.0,,198400000.0,,130400000.0,83200000.0,19679100000.0,291800000.0,330000000.0,3211600000.0,261100000.0,-362400000.0,1439000000.0,27100000.0,,,-61400000.0,-5100000.0,17030800000.0,1182100000.0,131200000.0,94100000.0,,-1199300000.0,0.0,-8800000.0,1029800000.0,,,2648300000.0,130200000.0,606100000.0,-1154300000.0,-205000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,5828400000.0,600000.0,149100000.0,,208100000.0,96900000.0,-58300000.0,96900000,56500000.0,76400000.0,3811000000.0,,0.0,,149800000.0,96900000.0,21536900000.0,368200000.0,532700000.0,2908700000.0,264500000.0,-639100000.0,1478500000.0,29300000.0,,,-900000.0,-2400000.0,18785400000.0,1304500000.0,155700000.0,82800000.0,,-280800000.0,0.0,-8800000.0,1117900000.0,,,2751500000.0,153400000.0,643700000.0,-116100000.0,-5200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,5319200000.0,0.0,78800000.0,,129900000.0,94000000.0,,94000000,51700000.0,26800000.0,3816100000.0,,0.0,,200800000.0,94000000.0,21393200000.0,395000000.0,443300000.0,3016500000.0,258900000.0,-569900000.0,1469400000.0,34600000.0,,,226600000.0,-2400000.0,18608100000.0,1243600000.0,148900000.0,-225300000.0,,-181900000.0,0.0,-11000000.0,1200900000.0,,,2785100000.0,145700000.0,623600000.0,-408500000.0,-55800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,5559000000.0,0.0,40300000.0,,216300000.0,98800000.0,,98800000,60500000.0,-96900000.0,3773800000.0,,0.0,,137500000.0,98800000.0,19688600000.0,298100000.0,-452700000.0,3248500000.0,242700000.0,365900000.0,1474400000.0,33100000.0,,,-160900000.0,,16829700000.0,1451700000.0,166500000.0,245300000.0,,-353500000.0,0.0,-10800000.0,1288900000.0,,,2858900000.0,159300000.0,699600000.0,94400000.0,-198000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,5468100000.0,0.0,324000000.0,,97200000.0,105900000.0,-7800000.0,105900000,61700000.0,-24000000.0,4314200000.0,,298100000.0,,89400000.0,105900000.0,20733700000.0,274100000.0,575500000.0,3191800000.0,233900000.0,-577000000.0,1487500000.0,31100000.0,,,-206100000.0,,17776500000.0,1336600000.0,170100000.0,166300000.0,,-445200000.0,0.0,-10700000.0,1384100000.0,,,2957200000.0,167600000.0,658700000.0,-435900000.0,-21700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,6714400000.0,0.0,3700000.0,,157600000.0,117300000.0,0.0,117300000,72100000.0,120000000.0,4746000000.0,,0.0,,157600000.0,117300000.0,22009000000.0,389800000.0,505800000.0,3038100000.0,219000000.0,-471300000.0,1477400000.0,28700000.0,,,121300000.0,,18996300000.0,1415700000.0,193800000.0,-109700000.0,,-41300000.0,0.0,-10700000.0,1490700000.0,,,3012700000.0,189400000.0,682900000.0,-75800000.0,-201700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,6304600000.0,0.0,339600000.0,,-62800000.0,123500000.0,0.0,123500000,72200000.0,-75200000.0,4876000000.0,,0.0,,-62800000.0,123500000.0,22572000000.0,318900000.0,639400000.0,3060100000.0,217100000.0,-787700000.0,1467400000.0,31000000.0,,,121700000.0,,19443600000.0,1372800000.0,199700000.0,-339000000.0,,-352000000.0,0.0,-13100000.0,1601100000.0,,,3128400000.0,195700000.0,647600000.0,-203700000.0,-79500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,5760500000.0,0.0,-404600000.0,,385300000.0,132100000.0,0.0,132100000,80700000.0,400000.0,5362700000.0,,0.0,,385300000.0,132100000.0,21560800000.0,315000000.0,-111800000.0,2680900000.0,205900000.0,135100000.0,1408600000.0,29600000.0,,,-14200000.0,,18281000000.0,1669800000.0,227400000.0,237800000.0,,19700000.0,0.0,-13200000.0,1720000000.0,,,3279800000.0,212800000.0,769800000.0,-3600000.0,-137500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-03-31,6201800000.0,-22600000.0,-140800000.0,,-189900000.0,221000000.0,,221000000,130900000.0,-49500000.0,4246300000.0,,315000000.0,,-189900000.0,221000000.0,21233100000.0,265500000.0,318300000.0,2369700000.0,175600000.0,-371500000.0,1349700000.0,22700000.0,,,-186700000.0,,17704900000.0,1237000000.0,351700000.0,-246900000.0,,281200000.0,0.0,-13300000.0,1927500000.0,,,3528200000.0,351900000.0,504100000.0,334400000.0,-439600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,6701500000.0,-4800000.0,-302300000.0,,420200000.0,150500000.0,,150500000,81000000.0,65300000.0,4170200000.0,,0.0,,420200000.0,150500000.0,22615800000.0,330800000.0,349600000.0,2476900000.0,175100000.0,-326500000.0,1340400000.0,25300000.0,,,101900000.0,,19011600000.0,1100400000.0,231500000.0,142700000.0,,-52600000.0,0.0,-21500000.0,2056500000.0,,,3604200000.0,231500000.0,496800000.0,-75700000.0,-180400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,7333300000.0,-17100000.0,151400000.0,,299100000.0,165000000.0,,165000000,86400000.0,301800000.0,4300000000.0,,0.0,300000000.0,299100000.0,163800000.0,23125800000.0,632600000.0,840300000.0,2281700000.0,167400000.0,-916600000.0,1331100000.0,24000000.0,,,115600000.0,,19084100000.0,1078200000.0,251400000.0,-5500000.0,,-148700000.0,0.0,-22600000.0,2198900000.0,,,4041700000.0,251400000.0,471800000.0,-72400000.0,-31400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,7131500000.0,-11300000.0,-44400000.0,,-69300000.0,191800000.0,,219900000,133300000.0,-360300000.0,3951400000.0,,0.0,300000000.0,-619300000.0,185700000.0,23397100000.0,272300000.0,533900000.0,2632700000.0,155800000.0,-479300000.0,1321800000.0,25100000.0,,,-220000000.0,,19168300000.0,1223100000.0,353200000.0,-94300000.0,,-246600000.0,0.0,-27600000.0,2363100000.0,,,4228800000.0,353200000.0,503300000.0,248800000.0,-320400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,7312600000.0,-21000000.0,-246500000.0,,604200000.0,190300000.0,,207000000,118500000.0,278000000.0,4124400000.0,,272300000.0,300000000.0,604200000.0,184200000.0,25277800000.0,550300000.0,665400000.0,2388300000.0,157700000.0,-713800000.0,1312500000.0,18600000.0,,,119200000.0,,20879200000.0,1150500000.0,333700000.0,259400000.0,,-79700000.0,0.0,-32000000.0,2521400000.0,,,4398600000.0,325500000.0,514800000.0,-31300000.0,-28700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,7902600000.0,-18300000.0,1133200000.0,,-1080100000.0,186400000.0,,186400000,106100000.0,-14000000.0,4923400000.0,,0.0,300000000.0,-1080100000.0,180300000.0,26344700000.0,536300000.0,240800000.0,1933400000.0,157400000.0,-250800000.0,1303300000.0,22900000.0,,,-419500000.0,,21335100000.0,1126200000.0,296500000.0,-869900000.0,,-67100000.0,0.0,-33400000.0,2674400000.0,,,5009600000.0,292500000.0,502300000.0,-57100000.0,-215500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,10764500000.0,-20100000.0,2069500000.0,,1951600000.0,258700000.0,,258700000,181600000.0,1383100000.0,6246400000.0,,0.0,425000000.0,1951600000.0,252300000.0,47260600000.0,1919400000.0,964800000.0,1840800000.0,185000000.0,-1508100000.0,1294000000.0,36400000.0,,,1417300000.0,,41813700000.0,1837600000.0,447000000.0,239200000.0,,-2638000000.0,0.0,-35700000.0,2897400000.0,,,5446900000.0,440300000.0,848100000.0,-2094700000.0,-100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,47144000000.0,9400000.0,1344800000.0,,-1141700000.0,280600000.0,,298900000,143800000.0,524900000.0,6991000000.0,,0.0,1035000000.0,-1141700000.0,273200000.0,101360000000.0,2444000000.0,579000000.0,2535000000.0,206900000.0,-475300000.0,2162000000.0,47100000.0,,,-404000000.0,,91924000000.0,1988700000.0,445800000.0,-1083700000.0,,321800000.0,0.0,-37900000.0,3140000000.0,,,9436000000.0,442700000.0,1024800000.0,218100000.0,-103800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,47061000000.0,-1000000.0,-657000000.0,,267000000.0,340000000.0,,340000000,198000000.0,-63000000.0,7063000000.0,,1526000000.0,1035000000.0,267000000.0,319000000.0,108030000000.0,1463000000.0,3198000000.0,2959000000.0,223000000.0,-3438000000.0,2149000000.0,74000000.0,,,-515000000.0,,99053000000.0,4546000000.0,538000000.0,368000000.0,,327000000.0,0.0,-61000000.0,3419000000.0,,,8977000000.0,538000000.0,2963000000.0,567000000.0,-363000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,47204000000.0,-17000000.0,-795000000.0,,846000000.0,320000000.0,,320000000,170000000.0,-52000000.0,6860000000.0,,0.0,1035000000.0,846000000.0,298000000.0,115492000000.0,1411000000.0,1490000000.0,3141000000.0,294000000.0,-1196000000.0,2130000000.0,100000000.0,,,-51000000.0,-1157000000.0,106718000000.0,4307000000.0,490000000.0,477000000.0,,-103000000.0,0.0,-69000000.0,3670000000.0,,,8774000000.0,490000000.0,2754000000.0,-397000000.0,-202000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,47140000000.0,-1364000000.0,221000000.0,,-115000000.0,332000000.0,,332000000,170000000.0,-203000000.0,6793000000.0,,0.0,1035000000.0,-115000000.0,311000000.0,116380000000.0,1208000000.0,1149000000.0,2905000000.0,358000000.0,-1952000000.0,2114000000.0,84000000.0,,,-88000000.0,-1350000000.0,107559000000.0,4356000000.0,502000000.0,-443000000.0,,-309000000.0,0.0,-69000000.0,3933000000.0,,,8821000000.0,502000000.0,2787000000.0,494000000.0,-252000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,46065000000.0,1378000000.0,75000000.0,,-480000000.0,334000000.0,,334000000,285000000.0,19000000.0,7075000000.0,,0.0,1035000000.0,-480000000.0,312000000.0,115297000000.0,1227000000.0,1958000000.0,2480000000.0,409000000.0,-2645000000.0,2045000000.0,91000000.0,,,1378000000.0,-1465000000.0,106519000000.0,4226000000.0,619000000.0,-2283000000.0,,424000000.0,0.0,-68000000.0,4199000000.0,,,8778000000.0,619000000.0,2534000000.0,1111000000.0,-216000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,46305000000.0,-4000000.0,-2681000000.0,,2917000000.0,340000000.0,,340000000,183000000.0,22000000.0,9669000000.0,,1227000000.0,953000000.0,2917000000.0,318000000.0,112684000000.0,1249000000.0,3963000000.0,2137000000.0,455000000.0,-4250000000.0,1966000000.0,88000000.0,,,-3223000000.0,-816000000.0,102881000000.0,3875000000.0,523000000.0,5712000000.0,,-214000000.0,1249000000.0,-86000000.0,4453000000.0,,,9803000000.0,523000000.0,2458000000.0,73000000.0,-383000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,47577000000.0,-1000000.0,104000000.0,,-123000000.0,406000000.0,,377000000,205000000.0,193000000.0,8613000000.0,,1249000000.0,1035000000.0,-123000000.0,385000000.0,110918000000.0,1442000000.0,4722000000.0,1449000000.0,518000000.0,-3095000000.0,1953000000.0,64000000.0,,,85000000.0,-46000000.0,100015000000.0,3654000000.0,582000000.0,-614000000.0,,212000000.0,1442000000.0,-85000000.0,4774000000.0,,,10903000000.0,582000000.0,2214000000.0,-1415000000.0,-686000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,48162000000.0,-17000000.0,-6000000.0,,79000000.0,481000000.0,,456000000,251000000.0,20000000.0,8791000000.0,,1442000000.0,968000000.0,79000000.0,460000000.0,112299000000.0,1462000000.0,4587000000.0,1343000000.0,489000000.0,-6298000000.0,1940000000.0,-30000000.0,,,8399000000.0,26000000.0,101261000000.0,3801000000.0,707000000.0,-8746000000.0,,-53000000.0,1462000000.0,-85000000.0,4981000000.0,,,11038000000.0,707000000.0,2240000000.0,1658000000.0,-158000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,48083000000.0,12000000.0,485000000.0,,312000000.0,607000000.0,,490000000,272000000.0,404000000.0,9190000000.0,,1462000000.0,1035000000.0,312000000.0,585000000.0,114475000000.0,1866000000.0,4003000000.0,1468000000.0,494000000.0,-4888000000.0,1928000000.0,182000000.0,,,-6986000000.0,453000000.0,102597000000.0,3647000000.0,762000000.0,6626000000.0,,-393000000.0,1866000000.0,-85000000.0,5503000000.0,,,11878000000.0,762000000.0,1825000000.0,492000000.0,-148000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,50549000000.0,5000000.0,-633000000.0,,1031000000.0,520000000.0,,520000000,280000000.0,-449000000.0,12302000000.0,,1866000000.0,962000000.0,1031000000.0,493000000.0,118429000000.0,1417000000.0,5037000000.0,1201000000.0,497000000.0,-5750000000.0,1931000000.0,87000000.0,,,-2110000000.0,-475000000.0,106792000000.0,4018000000.0,800000000.0,2534000000.0,,-847000000.0,1417000000.0,-99000000.0,5924000000.0,,,11637000000.0,800000000.0,2243000000.0,-134000000.0,-210000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,65628000000.0,-45000000.0,4286000000.0,,247000000.0,576000000.0,,576000000,81000000.0,218000000.0,13644000000.0,,1417000000.0,925000000.0,-3913000000.0,555000000.0,142074000000.0,1635000000.0,9931000000.0,2368000000.0,563000000.0,-10003000000.0,2958000000.0,80000000.0,,,542000000.0,1000000.0,129287000000.0,5260000000.0,613000000.0,-951000000.0,,-4315000000.0,1635000000.0,-92000000.0,6408000000.0,,,11887000000.0,657000000.0,3337000000.0,-83000000.0,-150000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,66392000000.0,-152000000.0,-1175000000.0,,1430000000.0,592000000.0,0.0,561000000,323000000.0,0.0,13057000000.0,,1635000000.0,807000000.0,1430000000.0,564000000.0,144454000000.0,1635000000.0,8251000000.0,2425000000.0,580000000.0,-8128000000.0,2922000000.0,89000000.0,,,196000000.0,136000000.0,131126000000.0,5042000000.0,928000000.0,584000000.0,,-255000000.0,1635000000.0,-100000000.0,6900000000.0,,,12428000000.0,884000000.0,2911000000.0,-378000000.0,-108000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,69210000000.0,-32000000.0,1430000000.0,,-371000000.0,643000000.0,0.0,643000000,367000000.0,233000000.0,11327000000.0,,1635000000.0,804000000.0,-371000000.0,624000000.0,151067000000.0,1868000000.0,3838000000.0,1557000000.0,619000000.0,-5690000000.0,2933000000.0,86000000.0,,,,180000000.0,135953000000.0,5163000000.0,1057000000.0,-2472000000.0,,-826000000.0,1868000000.0,-91000000.0,7452000000.0,,,13214000000.0,1010000000.0,2575000000.0,1026000000.0,-300000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,69028000000.0,-16000000.0,263000000.0,,466000000.0,642000000.0,,642000000,377000000.0,-92000000.0,14634000000.0,,1868000000.0,817000000.0,466000000.0,621000000.0,153944000000.0,1776000000.0,7340000000.0,2112000000.0,653000000.0,-7662000000.0,2902000000.0,92000000.0,,,-1728000000.0,-131000000.0,139044000000.0,5275000000.0,1068000000.0,1460000000.0,,-821000000.0,1776000000.0,-117000000.0,7977000000.0,,,13000000000.0,1019000000.0,2961000000.0,-499000000.0,-742000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,72630000000.0,-139000000.0,1807000000.0,,108000000.0,663000000.0,,663000000,386000000.0,-37000000.0,15390000000.0,,1776000000.0,1215000000.0,108000000.0,644000000.0,159606000000.0,1739000000.0,4572000000.0,2812000000.0,696000000.0,-5789000000.0,2991000000.0,94000000.0,,,-241000000.0,436000000.0,143328000000.0,5277000000.0,1098000000.0,-408000000.0,,-1952000000.0,1739000000.0,-116000000.0,8524000000.0,,,14378000000.0,1049000000.0,2945000000.0,-735000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,75188000000.0,1112000000.0,1673000000.0,,1298000000.0,822800000.0,,822800000,483000000.0,388000000.0,17380000000.0,,1739000000.0,937000000.0,1298000000.0,804800000.0,169431000000.0,2127000000.0,4990000000.0,3284000000.0,735000000.0,-6065000000.0,3364000000.0,101000000.0,,,18000000.0,930000000.0,152386000000.0,5741000000.0,1361000000.0,356000000.0,,-2583000000.0,2127000000.0,-114000000.0,9233000000.0,,,15145000000.0,1305800000.0,3071000000.0,-1508000000.0,-5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,201566000000.0,-1270000000.0,2980000000.0,,-1205000000.0,976000000.0,,976000000,450000000.0,514000000.0,32706000000.0,,2127000000.0,1865000000.0,-2823000000.0,892000000.0,386555000000.0,4033000000.0,5208000000.0,11089000000.0,9359000000.0,-6804000000.0,3446000000.0,134000000.0,,,1041000000.0,1157000000.0,363002000000.0,9873000000.0,1485000000.0,730000000.0,,-1261000000.0,4033000000.0,-240000000.0,15451000000.0,,,21308000000.0,1426000000.0,5082000000.0,1953000000.0,-4382000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,188723000000.0,-535000000.0,7310000000.0,,-5434000000.0,1093000000.0,,1093000000,609000000.0,-90000000.0,29288000000.0,,4033000000.0,1730000000.0,-5434000000.0,1062000000.0,408475000000.0,3943000000.0,5623000000.0,21999000000.0,3177000000.0,-7687000000.0,3425000000.0,363000000.0,,,18185000000.0,1115000000.0,383737000000.0,7191000000.0,1760000000.0,-25075000000.0,,-1966000000.0,3943000000.0,-175000000.0,16369000000.0,,,21893000000.0,1702000000.0,3776000000.0,98000000.0,-1230000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,203208000000.0,217000000.0,2208000000.0,,318000000.0,1141000000.0,,1141000000,630000000.0,952000000.0,30551000000.0,,3943000000.0,1730000000.0,318000000.0,1110000000.0,420076000000.0,4895000000.0,6798000000.0,23074000000.0,3333000000.0,-7055000000.0,3412000000.0,380000000.0,,,-11002000000.0,1263000000.0,394524000000.0,6763000000.0,1823000000.0,9799000000.0,,-1574000000.0,4895000000.0,-201000000.0,17309000000.0,,,22707000000.0,1771000000.0,3656000000.0,-1317000000.0,-682000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,174000000000.0,-114000000.0,-1633000000.0,,5149000000.0,199000000.0,,199000000,54000000.0,842000000.0,46540000000.0,,4895000000.0,1730000000.0,5149000000.0,168000000.0,358046000000.0,5737000000.0,6367000000.0,5812000000.0,3295000000.0,-6194000000.0,3455000000.0,386000000.0,,,-12313000000.0,1464000000.0,332744000000.0,4927000000.0,306000000.0,16877000000.0,,-2674000000.0,5737000000.0,-150000000.0,17358000000.0,,,22457000000.0,253000000.0,3096000000.0,-2847000000.0,-2562000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
