date,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyTaxProvision,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,quarterlyAccountsReceivable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyGrossProfit,quarterlyOtherCurrentAssets,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyBasicAverageShares,quarterlyIncomeTaxPayable,quarterlyCostOfRevenue,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyEbitda
2009-03-31,574028000000.0,-88000000.0,-31611000000.0,0.0,-8326000000.0,-2187000000.0,-282000000.0,1610000000,785000000.0,1810000000.0,337252000000.0,,29253000000.0,74303000000.0,-8608000000.0,-966000000.0,1822578000000.0,190566000000.0,60702000000.0,116389000000.0,7711000000.0,-58136000000.0,19093000000.0,13000000.0,,58950000000.0,-22105000000.0,-27013000000.0,1676651000000.0,24789000000.0,2395000000.0,2922000000.0,-1000000.0,42474000000.0,31063000000.0,-1074000000.0,86115000000.0,,26410000000.0,143934000000.0,2395000000.0,7941000000.0,0.0,-84357000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,589885000000.0,-20000000.0,32570000000.0,0.0,-8274000000.0,4279000000.0,-333000000.0,4387000000,907000000.0,-4148000000.0,348046000000.0,,31063000000.0,74358000000.0,-8607000000.0,4279000000.0,1846624000000.0,209492000000.0,44275000000.0,101894000000.0,6842000000.0,-62225000000.0,16868000000.0,846000000.0,,52696000000.0,-16422000000.0,-21643000000.0,1692456000000.0,29969000000.0,5294000000.0,-13430000000.0,-1000000.0,-31460000000.0,26915000000.0,-1465000000.0,88874000000.0,,25578000000.0,152302000000.0,5294000000.0,7864000000.0,-5443000000.0,-2792000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,602587000000.0,-8000000.0,4576000000.0,0.0,2766000000.0,101000000.0,-244000000.0,593000000,-1122000000.0,-433000000.0,379557000000.0,,26915000000.0,542000000.0,2522000000.0,-3242000000.0,1888599000000.0,244212000000.0,52131000000.0,64731000000.0,6680000000.0,-46754000000.0,15185000000.0,431000000.0,,57672000000.0,-12589000000.0,-17651000000.0,1745650000000.0,20390000000.0,-529000000.0,10455000000.0,-1000000.0,-6306000000.0,26482000000.0,-696000000.0,85208000000.0,,25423000000.0,140842000000.0,-529000000.0,7567000000.0,5443000000.0,-52844000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,648892000000.0,-4000000.0,7471000000.0,17514000000.0,-41885000000.0,-7579000000.0,-287000000.0,-7740000000,-7353000000.0,-1010000000.0,364019000000.0,,26482000000.0,598000000.0,-42172000000.0,-7768000000.0,1856646000000.0,192886000000.0,61901000000.0,68879000000.0,6542000000.0,-114000000000.0,15244000000.0,1563000000.0,,60846000000.0,-39661000000.0,-18937000000.0,1701673000000.0,5405000000.0,-15093000000.0,4565000000.0,0.0,33578000000.0,25472000000.0,-2000000.0,77440000000.0,,25392000000.0,152700000000.0,-15093000000.0,7833000000.0,0.0,16250000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,662516000000.0,-126000000.0,-49477000000.0,,35285000000.0,4428000000.0,-278000000.0,4249000000,1036000000.0,206000000.0,439274000000.0,,25472000000.0,599000000.0,35007000000.0,4428000000.0,2002213000000.0,189203000000.0,78866000000.0,96694000000.0,6291000000.0,-95504000000.0,14716000000.0,623000000.0,,55041000000.0,25814000000.0,-17859000000.0,1848434000000.0,19478000000.0,-658000000.0,-3029000000.0,-1000000.0,14583000000.0,25678000000.0,0.0,73432000000.0,,25662000000.0,151421000000.0,5285000000.0,7528000000.0,0.0,-50567000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,626478000000.0,-598000000.0,-33168000000.0,,6316000000.0,4428000000.0,-250000000.0,4249000000,1036000000.0,-969000000.0,413297000000.0,,25678000000.0,604000000.0,6066000000.0,4428000000.0,1937656000000.0,185489000000.0,95923000000.0,92752000000.0,6291000000.0,-105343000000.0,12762000000.0,620000000.0,,54774000000.0,13201000000.0,-19170000000.0,1780326000000.0,25421000000.0,5285000000.0,-16267000000.0,-4000000.0,25695000000.0,24709000000.0,0.0,76130000000.0,,25201000000.0,154806000000.0,5285000000.0,7528000000.0,-185000000.0,-24425000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,677348000000.0,-62000000.0,27908000000.0,,-17320000000.0,2168000000.0,-277000000.0,2601000000,698000000.0,1633000000.0,387330000000.0,,24709000000.0,604000000.0,-17597000000.0,2168000000.0,1983280000000.0,176413000000.0,108351000000.0,87013000000.0,6125000000.0,-133521000000.0,11681000000.0,136000000.0,,51517000000.0,-35162000000.0,-15309000000.0,1818097000000.0,20738000000.0,3299000000.0,10434000000.0,0.0,-9627000000.0,26342000000.0,0.0,78260000000.0,,25797000000.0,162913000000.0,3299000000.0,7706000000.0,0.0,-18968000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,635436000000.0,-20000000.0,-22691000000.0,,11405000000.0,1309000000.0,-1558000000.0,1373000000,-313000000.0,1630000000.0,381183000000.0,31213000000.0,26342000000.0,604000000.0,9847000000.0,1300000000.0,1913902000000.0,190409000000.0,90362000000.0,78790000000.0,6069000000.0,-71678000000.0,12058000000.0,1285000000.0,,51749000000.0,9679000000.0,-16277000000.0,1748113000000.0,17190000000.0,1060000000.0,-4020000000.0,-1000000.0,12686000000.0,27972000000.0,-9000000.0,79559000000.0,,26152000000.0,163468000000.0,1060000000.0,8354000000.0,0.0,-29139000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,327257000000.0,-220000000.0,15492000000.0,0.0,1039000000.0,2999000000.0,-688000000.0,3031000000,1185000000.0,-130000000.0,376541000000.0,323110000000.0,27972000000.0,312000000.0,351000000.0,2999000000.0,1947815000000.0,191445000000.0,82546000000.0,78622000000.0,5976000000.0,-105554000000.0,11970000000.0,671000000.0,,50394000000.0,-6354000000.0,-13984000000.0,1774422000000.0,19726000000.0,10770000000.0,1419000000.0,0.0,-16992000000.0,27842000000.0,-4000000.0,82554000000.0,,26339000000.0,171037000000.0,4216000000.0,6806000000.0,0.0,-15257000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,631923000000.0,-3000000.0,-32376000000.0,0.0,3806000000.0,3341000000.0,-842000000.0,3332000000,967000000.0,-76000000.0,352458000000.0,,27842000000.0,605000000.0,2964000000.0,3341000000.0,1956626000000.0,183947000000.0,88184000000.0,72889000000.0,6438000000.0,-65539000000.0,11394000000.0,720000000.0,,57245000000.0,-4985000000.0,-12222000000.0,1777981000000.0,20622000000.0,4299000000.0,2216000000.0,0.0,25247000000.0,27766000000.0,-38000000.0,85857000000.0,,26621000000.0,176364000000.0,4299000000.0,7296000000.0,0.0,-45848000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,605771000000.0,-5000000.0,-37001000000.0,,25975000000.0,3771000000.0,-917000000.0,3742000000,1278000000.0,1184000000.0,333824000000.0,37992000000.0,27766000000.0,606000000.0,25058000000.0,3771000000.0,1935992000000.0,189811000000.0,100833000000.0,65818000000.0,6031000000.0,-83318000000.0,9652000000.0,744000000.0,,56093000000.0,15056000000.0,-17044000000.0,1756650000000.0,20831000000.0,5020000000.0,4078000000.0,-1000000.0,11641000000.0,28950000000.0,-27000000.0,89602000000.0,,25496000000.0,177372000000.0,5020000000.0,6858000000.0,0.0,-27783000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,585147000000.0,-2000000.0,-2761000000.0,,13921000000.0,956000000.0,-1001000000.0,998000000,91000000.0,-249000000.0,323505000000.0,27777000000.0,28950000000.0,341000000.0,12920000000.0,947000000.0,1873878000000.0,184485000000.0,50962000000.0,54441000000.0,5712000000.0,-59839000000.0,9169000000.0,737000000.0,,56696000000.0,7936000000.0,-17788000000.0,1694305000000.0,17174000000.0,1089000000.0,1795000000.0,0.0,-8630000000.0,28701000000.0,-38000000.0,90520000000.0,,25413000000.0,177806000000.0,1089000000.0,8412000000.0,0.0,-25270000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,604373000000.0,-187000000.0,26328000000.0,,5498000000.0,2931000000.0,-844000000.0,3062000000,1006000000.0,-2196000000.0,311079000000.0,,28701000000.0,341000000.0,4654000000.0,2931000000.0,1944523000000.0,210554000000.0,60171000000.0,55611000000.0,5590000000.0,-62929000000.0,9104000000.0,738000000.0,,56966000000.0,-675000000.0,-16735000000.0,1760800000000.0,19406000000.0,4259000000.0,329000000.0,-4000000.0,-34419000000.0,26505000000.0,-34000000.0,93310000000.0,,25810000000.0,181820000000.0,4068000000.0,6888000000.0,0.0,-23168000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,305926000000.0,-4000000.0,-10964000000.0,,-1365000000.0,2946000000.0,-930000000.0,2987000000,715000000.0,7422000000.0,288334000000.0,310246000000.0,26505000000.0,312000000.0,-2295000000.0,2946000000.0,1916451000000.0,188981000000.0,60649000000.0,58698000000.0,5441000000.0,-63525000000.0,8273000000.0,774000000.0,,59133000000.0,-2836000000.0,-17749000000.0,1730612000000.0,18642000000.0,3702000000.0,-4697000000.0,0.0,20427000000.0,33927000000.0,-37000000.0,96216000000.0,,25483000000.0,183911000000.0,3702000000.0,6932000000.0,0.0,-33256000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,610675000000.0,-3000000.0,88000000.0,,3431000000.0,468000000.0,-101000000.0,524000000,-1488000000.0,-125000000.0,271862000000.0,31077000000.0,33927000000.0,312000000.0,3330000000.0,468000000.0,1931346000000.0,203830000000.0,73607000000.0,49164000000.0,5021000000.0,-62112000000.0,7883000000.0,752000000.0,,55376000000.0,-936000000.0,-15566000000.0,1742608000000.0,13951000000.0,-964000000.0,-2209000000.0,0.0,-4071000000.0,33802000000.0,-33000000.0,96650000000.0,,25932000000.0,186777000000.0,-964000000.0,8202000000.0,0.0,-25322000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,633255000000.0,0.0,-40816000000.0,,6707000000.0,1196000000.0,-1729000000.0,1336000000,-206000000.0,2651000000.0,239463000000.0,22490000000.0,33802000000.0,2592000000.0,4978000000.0,1196000000.0,1864660000000.0,138587000000.0,51446000000.0,52027000000.0,4628000000.0,-68341000000.0,7639000000.0,243000000.0,,57013000000.0,-10022000000.0,-16896000000.0,1673663000000.0,18174000000.0,1130000000.0,16659000000.0,-1000000.0,36634000000.0,36453000000.0,-39000000.0,97809000000.0,302196000000.0,25673000000.0,189049000000.0,1130000000.0,8671000000.0,0.0,-37993000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,613180000000.0,-444000000.0,-1460000000.0,,25019000000.0,3808000000.0,-734000000.0,3965000000,1588000000.0,-5303000000.0,234326000000.0,25235000000.0,36453000000.0,3168000000.0,24285000000.0,3808000000.0,1881734000000.0,174377000000.0,67275000000.0,48193000000.0,4281000000.0,-57410000000.0,7660000000.0,603000000.0,-459000000.0,59299000000.0,22173000000.0,-17059000000.0,1686395000000.0,20491000000.0,5553000000.0,-3752000000.0,0.0,-28266000000.0,31150000000.0,-34000000.0,101580000000.0,294803000000.0,25474000000.0,193359000000.0,5553000000.0,8358000000.0,0.0,-14032000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,606910000000.0,-4000000.0,7482000000.0,,20031000000.0,4182000000.0,-741000000.0,4188000000,2127000000.0,-5000000.0,220959000000.0,33484000000.0,31150000000.0,4324000000.0,19290000000.0,4182000000.0,1883988000000.0,189173000000.0,58036000000.0,58807000000.0,4158000000.0,-65366000000.0,7505000000.0,615000000.0,-5843000000.0,61705000000.0,5953000000.0,-19924000000.0,1686162000000.0,20479000000.0,6315000000.0,7691000000.0,-276000000.0,-26928000000.0,31145000000.0,-40000000.0,105725000000.0,290738000000.0,24958000000.0,195926000000.0,6315000000.0,8041000000.0,0.0,-14614000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,595247000000.0,-3000000.0,11035000000.0,,14249000000.0,3227000000.0,-874000000.0,3186000000,1080000000.0,1665000000.0,221593000000.0,24976000000.0,31145000000.0,5274000000.0,13375000000.0,3227000000.0,1899511000000.0,205469000000.0,48751000000.0,58904000000.0,3952000000.0,-47890000000.0,7468000000.0,1233000000.0,3795000000.0,56992000000.0,11352000000.0,-18798000000.0,1696772000000.0,17880000000.0,4266000000.0,-3202000000.0,-437000000.0,-23373000000.0,32810000000.0,-140000000.0,108812000000.0,292717000000.0,25098000000.0,200846000000.0,4266000000.0,7854000000.0,0.0,-22518000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,593034000000.0,-1000000.0,13839000000.0,,-1889000000.0,2691000000.0,-1141000000.0,2560000000,1215000000.0,-2925000000.0,221116000000.0,25674000000.0,32810000000.0,6769000000.0,-3030000000.0,2691000000.0,1880617000000.0,198890000000.0,41869000000.0,58944000000.0,3737000000.0,-50157000000.0,7774000000.0,852000000.0,-3983000000.0,53707000000.0,-11431000000.0,-19133000000.0,1674249000000.0,17780000000.0,3775000000.0,2069000000.0,-218000000.0,-14739000000.0,29885000000.0,-100000000.0,111403000000.0,296507000000.0,25009000000.0,204574000000.0,3775000000.0,7822000000.0,0.0,-12830000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,591080000000.0,-498000000.0,-1711000000.0,,9844000000.0,3943000000.0,-868000000.0,3951000000,2050000000.0,3495000000.0,222747000000.0,32484000000.0,29885000000.0,7249000000.0,8976000000.0,3943000000.0,1894736000000.0,205040000000.0,55078000000.0,58903000000.0,3591000000.0,-57602000000.0,7477000000.0,843000000.0,-1110000000.0,59407000000.0,4830000000.0,-19146000000.0,1684494000000.0,20124000000.0,6001000000.0,-1574000000.0,-364000000.0,-4491000000.0,33380000000.0,-154000000.0,115091000000.0,302300000000.0,25008000000.0,208462000000.0,6001000000.0,7998000000.0,0.0,-9712000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,616399000000.0,-6000000.0,4319000000.0,,2012000000.0,181000000.0,-1339000000.0,253000000,1838000000.0,1888000000.0,226984000000.0,41864000000.0,33380000000.0,8999000000.0,673000000.0,181000000.0,1910270000000.0,189085000000.0,70633000000.0,59534000000.0,3615000000.0,-80908000000.0,6984000000.0,896000000.0,-6464000000.0,62323000000.0,-5410000000.0,-18147000000.0,1697171000000.0,19342000000.0,2091000000.0,4822000000.0,-302000000.0,-4514000000.0,35268000000.0,-130000000.0,115361000000.0,303293000000.0,25087000000.0,211362000000.0,2091000000.0,8107000000.0,0.0,-15254000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,623869000000.0,-1000000.0,-15289000000.0,,6287000000.0,3439000000.0,-267000000.0,3514000000,1985000000.0,708000000.0,223842000000.0,39298000000.0,35268000000.0,8999000000.0,6020000000.0,3439000000.0,1882849000000.0,179044000000.0,46497000000.0,64838000000.0,3325000000.0,-58433000000.0,6618000000.0,934000000.0,-329000000.0,59428000000.0,3377000000.0,-19976000000.0,1668358000000.0,19604000000.0,5499000000.0,-2381000000.0,-186000000.0,10965000000.0,35976000000.0,-159000000.0,118641000000.0,309009000000.0,24500000000.0,212872000000.0,5499000000.0,8186000000.0,2207000000.0,-15977000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,630229000000.0,-3000000.0,-57589000000.0,,27291000000.0,350000000.0,-912000000.0,382000000,991000000.0,-3868000000.0,223080000000.0,28419000000.0,35976000000.0,10499000000.0,26379000000.0,350000000.0,1842530000000.0,160197000000.0,57733000000.0,58335000000.0,3159000000.0,-62049000000.0,6411000000.0,916000000.0,3631000000.0,52180000000.0,16456000000.0,-23216000000.0,1630485000000.0,17812000000.0,1373000000.0,4712000000.0,-380000000.0,27531000000.0,32108000000.0,-190000000.0,118201000000.0,309522000000.0,23592000000.0,210534000000.0,1373000000.0,7948000000.0,11081000000.0,-19079000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,629798000000.0,-419000000.0,-19852000000.0,,2093000000.0,4770000000.0,-740000000.0,4817000000,2120000000.0,-10228000000.0,210522000000.0,35637000000.0,32108000000.0,11999000000.0,1353000000.0,4770000000.0,1831801000000.0,155776000000.0,76825000000.0,39405000000.0,3028000000.0,-76463000000.0,5929000000.0,885000000.0,-1146000000.0,58252000000.0,-7166000000.0,-24691000000.0,1615778000000.0,19736000000.0,6937000000.0,2058000000.0,-297000000.0,7595000000.0,21880000000.0,-159000000.0,122463000000.0,303561000000.0,23150000000.0,214620000000.0,6937000000.0,7512000000.0,0.0,-34423000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,609043000000.0,-4000000.0,1526000000.0,,16253000000.0,4846000000.0,-731000000.0,4858000000,2036000000.0,1533000000.0,211845000000.0,43921000000.0,21880000000.0,13999000000.0,15522000000.0,4846000000.0,1827095000000.0,154098000000.0,57614000000.0,25907000000.0,3051000000.0,-64482000000.0,5995000000.0,882000000.0,-12815000000.0,54867000000.0,9523000000.0,-25104000000.0,1606270000000.0,19470000000.0,6894000000.0,-367000000.0,-1553000000.0,-16207000000.0,23413000000.0,-355000000.0,126954000000.0,301955000000.0,23012000000.0,219440000000.0,6894000000.0,7532000000.0,0.0,-24064000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,609385000000.0,-2000000.0,-15644000000.0,,23018000000.0,4291000000.0,-1001000000.0,4306000000,1881000000.0,-1687000000.0,213533000000.0,37875000000.0,23413000000.0,15249000000.0,22017000000.0,4291000000.0,1808356000000.0,159661000000.0,44364000000.0,23715000000.0,2941000000.0,-54476000000.0,5646000000.0,865000000.0,10736000000.0,59557000000.0,14571000000.0,-27257000000.0,1586219000000.0,18692000000.0,6187000000.0,1755000000.0,-1950000000.0,-8413000000.0,21726000000.0,-324000000.0,130921000000.0,308499000000.0,22444000000.0,220848000000.0,6187000000.0,7340000000.0,0.0,-10906000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,592911000000.0,-3000000.0,-30803000000.0,,-1627000000.0,3335000000.0,-726000000.0,3405000000,1403000000.0,-826000000.0,201275000000.0,27683000000.0,21726000000.0,16749000000.0,-2353000000.0,3335000000.0,1731210000000.0,133097000000.0,44714000000.0,21079000000.0,2901000000.0,-46941000000.0,5502000000.0,874000000.0,4357000000.0,53722000000.0,2282000000.0,-29344000000.0,1508118000000.0,18456000000.0,4808000000.0,-10049000000.0,-1652000000.0,31908000000.0,20900000000.0,-415000000.0,133841000000.0,306740000000.0,22349000000.0,221857000000.0,4808000000.0,7513000000.0,-12997000000.0,-20706000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,626999000000.0,-308000000.0,38196000000.0,,144000000.0,3501000000.0,-702000000.0,3508000000,1479000000.0,1340000000.0,207835000000.0,35261000000.0,20900000000.0,17784000000.0,-558000000.0,3501000000.0,1800967000000.0,158289000000.0,55812000000.0,20893000000.0,2940000000.0,-59715000000.0,5017000000.0,908000000.0,-3043000000.0,58257000000.0,-7810000000.0,-26626000000.0,1572206000000.0,17555000000.0,4987000000.0,1800000000.0,-1312000000.0,-37190000000.0,22240000000.0,-359000000.0,136998000000.0,316362000000.0,22575000000.0,227522000000.0,4987000000.0,7595000000.0,265000000.0,-11684000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,628057000000.0,-4000000.0,-386000000.0,,20923000000.0,3998000000.0,-675000000.0,4047000000,1723000000.0,,207448000000.0,36851000000.0,22240000000.0,19284000000.0,20248000000.0,3998000000.0,1818771000000.0,150133000000.0,43709000000.0,18408000000.0,3120000000.0,-48644000000.0,6845000000.0,868000000.0,-836000000.0,62054000000.0,8577000000.0,-26115000000.0,1585750000000.0,17548000000.0,5770000000.0,6149000000.0,-1322000000.0,-20323000000.0,22140000000.0,-469000000.0,140527000000.0,320390000000.0,22496000000.0,231888000000.0,5770000000.0,7319000000.0,0.0,-17842000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,618814000000.0,-1000000.0,8135000000.0,,7267000000.0,3840000000.0,-715000000.0,3887000000,1733000000.0,1279000000.0,209051000000.0,36112000000.0,22140000000.0,19284000000.0,6552000000.0,3840000000.0,1818117000000.0,155990000000.0,52258000000.0,29527000000.0,3174000000.0,-47445000000.0,6628000000.0,938000000.0,606000000.0,61921000000.0,3091000000.0,-27193000000.0,1585427000000.0,17760000000.0,5620000000.0,-2124000000.0,-2533000000.0,-14103000000.0,23419000000.0,-689000000.0,143678000000.0,316352000000.0,22539000000.0,231575000000.0,5620000000.0,7300000000.0,0.0,-10935000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,597229000000.0,-3000000.0,-17653000000.0,,25598000000.0,3573000000.0,-664000000.0,3591000000,1509000000.0,-376000000.0,206178000000.0,28887000000.0,23419000000.0,19284000000.0,24934000000.0,3573000000.0,1792077000000.0,160494000000.0,45929000000.0,30701000000.0,3277000000.0,-55598000000.0,6678000000.0,1006000000.0,2456000000.0,57152000000.0,16907000000.0,-32381000000.0,1565934000000.0,17012000000.0,5100000000.0,1175000000.0,-4123000000.0,-7972000000.0,23043000000.0,-770000000.0,146477000000.0,307637000000.0,21659000000.0,225120000000.0,5100000000.0,7073000000.0,0.0,-14999000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,590736000000.0,-397000000.0,19138000000.0,,-3006000000.0,4090000000.0,-786000000.0,4118000000,1863000000.0,-771000000.0,208530000000.0,36888000000.0,23043000000.0,19284000000.0,-3792000000.0,4090000000.0,1821635000000.0,180045000000.0,53462000000.0,26127000000.0,3566000000.0,-41584000000.0,5580000000.0,896000000.0,-5498000000.0,59655000000.0,-6093000000.0,-30917000000.0,1592482000000.0,18120000000.0,5981000000.0,-3421000000.0,-1858000000.0,-17243000000.0,22272000000.0,-744000000.0,149731000000.0,297891000000.0,22265000000.0,228132000000.0,5981000000.0,7566000000.0,2732000000.0,-23459000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,611316000000.0,-4000000.0,39798000000.0,,-18505000000.0,3872000000.0,-861000000.0,3883000000,1795000000.0,-1332000000.0,225179000000.0,40487000000.0,22272000000.0,19284000000.0,-19366000000.0,3872000000.0,1864063000000.0,186082000000.0,51051000000.0,36519000000.0,4036000000.0,-55341000000.0,5447000000.0,901000000.0,-307000000.0,62947000000.0,-25168000000.0,-29899000000.0,1632956000000.0,17901000000.0,5678000000.0,446000000.0,-1777000000.0,-22508000000.0,20940000000.0,-760000000.0,152178000000.0,301535000000.0,22349000000.0,230019000000.0,5678000000.0,7585000000.0,0.0,2142000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,613581000000.0,-1000000.0,13001000000.0,,18206000000.0,4133000000.0,-855000000.0,4137000000,1866000000.0,1664000000.0,232673000000.0,38076000000.0,20940000000.0,19284000000.0,17351000000.0,4133000000.0,1889133000000.0,186109000000.0,52377000000.0,38149000000.0,4379000000.0,-54437000000.0,5285000000.0,920000000.0,2669000000.0,63205000000.0,11070000000.0,-29891000000.0,1660511000000.0,18173000000.0,6003000000.0,713000000.0,-5436000000.0,-29919000000.0,22604000000.0,-1135000000.0,155174000000.0,303147000000.0,22345000000.0,227634000000.0,6003000000.0,7480000000.0,679000000.0,-8468000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,603695000000.0,-3000000.0,-5083000000.0,,-5282000000.0,-18299000000.0,-859000000.0,-18171000000,23270000000.0,1171000000.0,236709000000.0,38384000000.0,22604000000.0,19284000000.0,-6141000000.0,-18299000000.0,1843059000000.0,180516000000.0,34847000000.0,44452000000.0,4536000000.0,-34378000000.0,5146000000.0,942000000.0,-2171000000.0,61342000000.0,-13503000000.0,-31364000000.0,1640793000000.0,17255000000.0,5099000000.0,-694000000.0,-5470000000.0,11442000000.0,23775000000.0,-1158000000.0,135715000000.0,298970000000.0,22256000000.0,201334000000.0,5099000000.0,7049000000.0,0.0,-11201000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,620779000000.0,-475000000.0,47363000000.0,,6956000000.0,4620000000.0,-969000000.0,4649000000,1441000000.0,22188000000.0,237938000000.0,46572000000.0,180516000000.0,19187000000.0,5987000000.0,4620000000.0,1922104000000.0,202704000000.0,42197000000.0,36094000000.0,5160000000.0,-41030000000.0,5037000000.0,926000000.0,155000000.0,69685000000.0,2577000000.0,-34619000000.0,1719238000000.0,18872000000.0,,-2835000000.0,-2475000000.0,-32124000000.0,202704000000.0,-1095000000.0,141863000000.0,299479000000.0,22659000000.0,201915000000.0,6090000000.0,7946000000.0,49000000.0,-26240000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
