date,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,quarterlyGrossProfit,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyOperatingExpense,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue
2011-03-31,,-580000000.0,,-12729000000.0,0.0,,32479000000,63715000000.0,32376000000,118684000000.0,407480000000.0,,137127000000.0,,82887000000,2615000000,14910000000.0,116030000000.0,656321000000.0,,300304000000.0,30548000000.0,105955000000.0,,32376000000,2786402000000.0,1200150000000.0,874218000000.0,217897000000.0,756680000000.0,63541000000.0,8355000000.0,1345000000.0,-94000000.0,400000000,,,,,649746000000.0,22007000000.0,211374000000.0,,,255367000000,-289349000000,338255000000,-5793000000.0,872710000000.0,280000000.0,42084000000.0,,-10000000.0,66042000000,2272067000000.0,,436596000000.0,1586252000000.0,-8454000000.0,,544717000000,213150000000.0,35094000000,2091924000000.0,112295000000.0,,217123000000.0,,-1673000000.0,,,51003000000.0,60939000000.0,,,,
2011-06-30,,,,,,47.87,76621000000,109098000000.0,75584000000,,403219000000.0,,139860000000.0,,78900000000,42615000000,225791000000.0,,629078000000.0,57715000000.0,281762000000.0,,,,75584000000,2713566000000.0,1170111000000.0,820344000000.0,191266000000.0,,63541000000.0,,1270000000.0,,265000000,,1578942971.0,,,597159000000.0,,75651000000.0,,,278320000000,220604000000,357219000000,,,,,,,119501000000,2276555000000.0,,389436000000.0,1543455000000.0,,47.875,57715000000,207723000000.0,119236000000,2071305000000.0,105511000000.0,,207555000000.0,,,,1578778068.0,63570000000.0,79117000000.0,,,,
2011-09-30,,,,,,,60825000000,126702000000.0,60076000000,,474492000000.0,,241308000000.0,,80665000000,29490000000,247863000000.0,,157393000000.0,61286000000.0,922807000000.0,,,,60076000000,3499283000000.0,2224784000000.0,405944000000.0,248551000000.0,,63541000000.0,,571335000000.0,,342000000,,,,,1454231000000.0,,89886000000.0,,,264617000000,203332000000,345283000000,,,,,,,90657000000,2336629000000.0,,1017201000000.0,1274499000000.0,,,61286000000,437030000000.0,90315000000,1987709000000.0,293264000000.0,,538683000000.0,,,,,50197000000.0,81592000000.0,,,,
2011-12-31,,,,,,,25738000000,127793000000.0,24947000000,,490985000000.0,,209523000000.0,,145454000000,47427000000,281153000000.0,,191746000000.0,70737000000.0,878956000000.0,,,,24947000000,3421383000000.0,2180462000000.0,384437000000.0,192691000000.0,,63541000000.0,,541263000000.0,,549000000,,,,,1446501000000.0,,97962000000.0,,,279651000000,208915000000,425106000000,,,,,,,73714000000,2290518000000.0,,1027025000000.0,1240921000000.0,,,70737000000,419476000000.0,73165000000,1917169000000.0,276896000000.0,,522061000000.0,,,,,46671000000.0,81276000000.0,,,,
2012-03-31,,,,,317861000000.0,,-35914000000,108336000000.0,-36445000000,,488702000000.0,,195013000000.0,326213000000.0,128175000000,5676000000,164690000000.0,,1378000000.0,,892703000000.0,,,,-36445000000,3577030000000.0,2298034000000.0,455625000000.0,454247000000.0,,63541000000.0,,244702000000.0,,727000000,,,1014986000000.0,,1505164000000.0,,98453000000.0,,,253150000000,-367824000000,381324000000,,,,,,,-29511000000,2254075000000.0,,751731000000.0,1278996000000.0,,,620973000000,753433000000.0,-30238000000,2012345000000.0,,-526284000000.0,582257000000.0,,,,,77854000000.0,435572000000.0,,,,
2012-06-30,,,,,301349000000.0,55.45,88348000000,111257000000.0,87563000000,,487011000000.0,,203519000000.0,,103313000000,-12618000000,297483000000.0,,175937000000.0,78878000000.0,928705000000.0,,,,87563000000,3467951000000.0,2270757000000.0,381332000000.0,205395000000.0,,63541000000.0,,241456000000.0,,781000000,,1579134355.0,,,1517752000000.0,,99463000000.0,,,294978000000,216101000000,398292000000,,,,,,,76511000000,2270583000000.0,,726437000000.0,1197194000000.0,,55.46,78878000000,791315000000.0,75730000000,1891613000000.0,301555000000.0,,563797000000.0,,,,1578849621.0,64908000000.0,128416000000.0,,,,
2012-09-30,,,,,540290000000.0,,32892000000,114886000000.0,32227000000,,489585000000.0,,208439000000.0,,112747000000,21698000000,278691000000.0,,199477000000.0,75799000000.0,908250000000.0,,,,32227000000,3482163000000.0,2240396000000.0,412015000000.0,212538000000.0,,63541000000.0,,1511000000.0,,767000000,,,,,1510965000000.0,,98006000000.0,,,275898000000,200098000000,388644000000,,,,,,,55357000000,2302732000000.0,,488281000000.0,1241767000000.0,,,75799000000,1022684000000.0,54590000000,1912728000000.0,289195000000.0,,567982000000.0,,,,,74727000000.0,130085000000.0,,,,
2012-12-31,,,,,540207000000.0,,19184000000,117342000000.0,19122000000,,504377000000.0,,224490000000.0,380465000000.0,120496000000,16459000000,296289000000.0,,159852000000.0,76897000000.0,1015674000000.0,,,,19122000000,3783727000000.0,2452475000000.0,422093000000.0,262241000000.0,,0.0,,1671000000.0,,720000000,,,,,1661314000000.0,,108648000000.0,,,281677000000,-265527000000,402173000000,,,,,,,36363000000,2250796000000.0,,572790000000.0,1331251000000.0,,,547204000000,1088524000000.0,35643000000,2062155000000.0,320296000000.0,,638613000000.0,,,,,83482000000.0,159513000000.0,,,,
2013-03-31,,,,,540159000000.0,,-6837000000,82632000000.0,-7668000000,,511101000000.0,,229531000000.0,345532000000.0,111072000000,-29419000000,51307000000.0,,258092000000.0,,1014382000000.0,,,,-7668000000,3955599000000.0,2500518000000.0,547705000000.0,289613000000.0,,0.0,,1795000000.0,,1055000000,,,511100000000.0,,1732240000000.0,,118692000000.0,,,257086000000,-28167000000,368158000000,,,,,,,-35201000000,2243113000000.0,,613632000000.0,1455081000000.0,,,285253000000,1118608000000.0,-36256000000,2159939000000.0,322133000000.0,,675353000000.0,,,,,92164000000.0,171150000000.0,,,,
2013-06-30,,-1596000000.0,-63931000000.0,-14795000000.0,540123000000.0,18.395,29711000000,90923000000.0,29076000000,-89368000000.0,509870000000.0,,237524000000.0,367160000000.0,115091000000,20476000000,348321000000.0,-169427000000.0,117999000000.0,77546000000.0,1055288000000.0,45862000000.0,-104163000000.0,-90994000000.0,29076000000,3933711000000.0,2551423000000.0,384882000000.0,266883000000.0,545580000000.0,0.0,2080000000.0,1525000000.0,-10000000.0,726000000,,1580646915.0,,,1657197000000.0,-93938000000.0,106395000000.0,-26022000000.0,19243000000.0,295211000000,47705000000,410302000000,-16127000000.0,384758000000.0,-6300000000.0,29378000000.0,,-7000000.0,96775000000,2201131000000.0,-3342000000.0,543620000000.0,1382289000000.0,-62118000000.0,18.415,247506000000,1113577000000.0,50187000000,2212073000000.0,330250000000.0,,704030000000.0,,-2113000000.0,,1578930220.0,156139000000.0,158813000000.0,,,,
2013-09-30,,-350000000.0,,-19474000000.0,790085000000.0,27.085,43942000000,94810000000.0,42804000000,82262000000.0,503051000000.0,-9000000.0,238534000000.0,385959000000.0,120137000000,20447000000,330434000000.0,341523000000.0,366557000000.0,76641000000.0,1054950000000.0,62134000000.0,62788000000.0,,42804000000,4253216000000.0,2540266000000.0,719136000000.0,352579000000.0,384758000000.0,0.0,21977000000.0,1332000000.0,-483000000.0,7112000000,,1580358132.0,,,1906048000000.0,43227000000.0,107887000000.0,,,297602000000,52703000000,417739000000,4796000000.0,717677000000.0,2352000000.0,-82154000000.0,,-10000000.0,133635000000,2236713000000.0,0.0,546986000000.0,1712950000000.0,-8926000000.0,27.11,244899000000,1359062000000.0,64389000000,2282374000000.0,320266000000.0,,707466000000.0,130949000000.0,293000000.0,,1578900775.0,130909000000.0,159949000000.0,,,,
2013-12-31,,-2293000000.0,,-21494000000.0,790080000000.0,34.5,56273000000,103484000000.0,54532000000,49994000000.0,507295000000.0,278000000.0,251898000000.0,427770000000.0,131537000000,22515000000,366047000000.0,-163194000000.0,291317000000.0,83105000000.0,1107807000000.0,31071000000.0,28500000000.0,,54532000000,4425786000000.0,2641489000000.0,732646000000.0,441329000000.0,717677000000.0,0.0,25768000000.0,1422000000.0,-140839000000.0,6216000000,,1580637681.0,,,1972543000000.0,-52812000000.0,122927000000.0,,,327284000000,66787000000,458821000000,-131994000000.0,592959000000.0,-4971000000.0,52774000000.0,,-13000000.0,116075000000,2212006000000.0,0.0,581084000000.0,1784297000000.0,-61762000000.0,34.535,260497000000,1391459000000.0,78788000000,2382903000000.0,339950000000.0,,748706000000.0,138316000000.0,-3000000.0,,1579035761.0,130998000000.0,171637000000.0,,,,
2014-03-31,202807000000.0,-1084000000.0,-7899000000.0,-22756000000.0,704580000000.0,,-4896000000,40772000000.0,-4340000000,105447000000.0,542253000000.0,,254329000000.0,430620000000.0,130943000000,-16522000000,284769000000.0,82262000000.0,184981000000.0,103366000000.0,1135597000000.0,76676000000.0,82691000000.0,48055000000.0,-4340000000,4569144000000.0,2976607000000.0,851029000000.0,666048000000.0,592959000000.0,0.0,2444000000.0,155404000000.0,-354000000.0,27569000000,,,1167682000000.0,52332000000.0,2028509000000.0,91041000000.0,184900000000.0,10822000000.0,-12913000000.0,273867000000,-30084000000,404810000000,-15286000000.0,666048000000.0,-8000000000.0,3000000.0,,,82827000000,1901307000000.0,0.0,802754000000.0,1592536000000.0,-9327000000.0,,303951000000,1225755000000.0,-21418000000,2470739000000.0,280595000000.0,-625430000000.0,814671000000.0,,1124000000.0,,,43509000000.0,149684000000.0,,,,
2014-06-30,211396000000.0,-1746000000.0,-79259000000.0,-40007000000.0,702559000000.0,21.18,34310000000,39605000000.0,33399000000,12037000000.0,532605000000.0,929000000.0,267575000000.0,425033000000.0,118039000000,25679000000,257945000000.0,-37722000000.0,139829000000.0,75155000000.0,1098586000000.0,47729000000.0,-27970000000.0,-9692000000.0,33399000000,4437328000000.0,2905971000000.0,762744000000.0,622915000000.0,666048000000.0,0.0,53898000000.0,153356000000.0,,8588000000,,1576912181.0,,58737000000.0,1983330000000.0,-65313000000.0,154733000000.0,-25105000000.0,25679000000.0,293109000000,63688000000,411148000000,29501000000.0,622915000000.0,-15245000000.0,-15271000000.0,,-16001000000.0,116306000000,1853441000000.0,0.0,740638000000.0,1531358000000.0,-60973000000.0,21.2,229421000000,1242692000000.0,59989000000,2388581000000.0,272588000000.0,,800496000000.0,136581000000.0,-847000000.0,,1575424528.0,56756000000.0,175553000000.0,,,,
2014-09-30,215001000000.0,-13354000000.0,-26860000000.0,-19137000000.0,714761000000.0,17.8,28843000000,39086000000.0,28037000000,72616000000.0,535266000000.0,135000000.0,277415000000.0,455230000000.0,128948000000,24303000000,250900000000.0,41731000000.0,159908000000.0,81363000000.0,1099174000000.0,49966000000.0,53479000000.0,-24193000000.0,28037000000,4571807000000.0,2938159000000.0,841361000000.0,681453000000.0,622915000000.0,0.0,3659000000.0,165397000000.0,,6141000000,,1575112360.0,,80101000000.0,2040875000000.0,-11973000000.0,155223000000.0,7583000000.0,24303000000.0,311256000000,53007000000,440204000000,-4026000000.0,681453000000.0,-7470000000.0,12107000000.0,,-1558000000.0,109253000000,1879162000000.0,,779162000000.0,1633648000000.0,-10006000000.0,17.84,258249000000,1261713000000.0,53146000000,2463880000000.0,266221000000.0,,821515000000.0,146569000000.0,7000000.0,,1571580717.0,51347000000.0,185065000000.0,,,,
2014-12-31,249003000000.0,-1330000000.0,-63051000000.0,-26674000000.0,731084000000.0,11.62,19191000000,38979000000.0,18308000000,64883000000.0,539801000000.0,257000000.0,282659000000.0,489021000000.0,139420000000,55240000000,283561000000.0,79793000000.0,74992000000.0,92708000000.0,1058229000000.0,82716000000.0,38209000000.0,-23318000000.0,18308000000,4653372000000.0,2949580000000.0,856499000000.0,781507000000.0,681453000000.0,0.0,105349000000.0,181791000000.0,-3392000000.0,12989000000,,1575559380.0,,73617000000.0,2080506000000.0,-46737000000.0,168488000000.0,-1883000000.0,55240000000.0,349213000000,82357000000,488633000000,77960000000.0,781507000000.0,-1540000000.0,-19996000000.0,,-10000000.0,170136000000,1824972000000.0,,837920000000.0,1703791000000.0,-61089000000.0,11.65,266856000000,1242586000000.0,74431000000,2503479000000.0,246845000000.0,,880981000000.0,154887000000.0,46000000.0,,1571502146.0,62646000000.0,156241000000.0,,,,
2015-03-31,251748000000.0,-614000000.0,-131828000000.0,-22900000000.0,629416000000.0,,-225378000000,52192000000.0,-225520000000,32981000000.0,526162000000.0,16000000.0,262354000000.0,444681000000.0,134583000000,-107625000000,286419000000.0,-110936000000.0,61275000000.0,132869000000.0,939381000000.0,80540000000.0,10081000000.0,24688000000.0,-225520000000,4296192000000.0,2776118000000.0,713423000000.0,652148000000.0,781507000000.0,0.0,2451000000.0,99965000000.0,-174000000.0,5159000000,,,,41071000000.0,2090016000000.0,306329000000.0,170782000000.0,12323000000.0,-107625000000.0,303256000000,-328306000000,437839000000,-12088000000.0,655243000000.0,9707000000.0,-56860000000.0,,-18000000.0,-247304000000,1601326000000.0,,1016824000000.0,1520072000000.0,-9569000000.0,,631562000000,1073192000000.0,-333003000000,2137047000000.0,156132000000.0,,821911000000.0,174577000000.0,-983000000.0,,,63223000000.0,148883000000.0,,,,
2015-06-30,281544000000.0,-1283000000.0,-86570000000.0,-15602000000.0,633184000000.0,15.56,25429000000,52691000000.0,24583000000,18643000000.0,526127000000.0,808000000.0,277629000000.0,461222000000.0,121121000000,23292000000,255865000000.0,-88282000000.0,61519000000.0,80991000000.0,950985000000.0,48958000000.0,3041000000.0,-7238000000.0,24583000000,4320850000000.0,2849371000000.0,637923000000.0,576404000000.0,655243000000.0,0.0,,99974000000.0,,5799000000,,1579884319.0,,56417000000.0,2089229000000.0,-67034000000.0,172898000000.0,-4771000000.0,23292000000.0,325174000000,49558000000,446295000000,-20356000000.0,576404000000.0,-7518000000.0,-41294000000.0,,-22300000000.0,103478000000,1561990000000.0,-8130000000.0,1010949000000.0,1471481000000.0,-62500000000.0,15.66,275616000000,1078280000000.0,48721000000,2165238000000.0,160719000000.0,,858819000000.0,161694000000.0,55000000.0,,1569795658.0,75529000000.0,155111000000.0,,,,
2015-09-30,254574000000.0,-1628000000.0,-11722000000.0,-23712000000.0,629048000000.0,18.855,30559000000,50804000000.0,29802000000,76329000000.0,517605000000.0,158000000.0,274998000000.0,471774000000.0,136293000000,22759000000,237086000000.0,44042000000.0,59312000000.0,80382000000.0,890036000000.0,46046000000.0,52617000000.0,-24327000000.0,29802000000,4213829000000.0,2733608000000.0,667593000000.0,608281000000.0,576404000000.0,0.0,,99983000000.0,,16518000000,,1580588703.0,,67652000000.0,2031515000000.0,-18586000000.0,157658000000.0,-4827000000.0,22760000000.0,321461000000,60890000000,457754000000,-20564000000.0,608281000000.0,-9571000000.0,18205000000.0,,-18000000.0,115882000000,1593154000000.0,0.0,985980000000.0,1480221000000.0,-8256000000.0,19.02,260571000000,1045535000000.0,53318000000,2119439000000.0,150051000000.0,,836339000000.0,151800000000.0,-638000000.0,,1566876972.0,58726000000.0,147400000000.0,,,,
2015-12-31,265870000000.0,-996000000.0,-64574000000.0,-21423000000.0,630121000000.0,37.505,60376000000,51993000000.0,59260000000,75600000000.0,516718000000.0,-526000000.0,268741000000.0,483877000000.0,145026000000,-7809000000,266742000000.0,-47326000000.0,99558000000.0,92525000000.0,798335000000.0,50376000000.0,54177000000.0,-14545000000.0,59260000000,4189879000000.0,2640167000000.0,660510000000.0,560952000000.0,608281000000.0,0.0,1352000000.0,99997000000.0,,8260000000,,1580055993.0,,59120000000.0,2027508000000.0,-10657000000.0,170420000000.0,2310000000.0,-7810000000.0,344182000000,57030000000,489208000000,-58352000000.0,560952000000.0,3760000000.0,0.0,,-20000000.0,111203000000,1581564000000.0,-139000000.0,1011248000000.0,1549712000000.0,-63016000000.0,37.82,287152000000,1016260000000.0,52567000000,2098862000000.0,129209000000.0,,818741000000.0,162032000000.0,-317000000.0,,1566895822.0,61093000000.0,140434000000.0,,,,
