date,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyDilutedEPS,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyNetPPE
1996-09-30,32400000.0,,6400000.0,,,0.07,-3100000.0,6900000.0,66600000.0,500000.0,6300000,2600000.0,6300000,-100000.0,6800000.0,0.0,100000.0,-4400000.0,2300000.0,,,90000000.0,5100000.0,35700000.0,,,6300000,,,100000.0,9800000.0,11400000.0,4900000.0,,-2500000.0,,30900000.0,-2400000.0,3400000.0,0.07,,0.0,,,16000000.0,16000000.0,700000.0,,8500000.0,,17800000,-1900000.0,7000000.0,-400000.0,-3300000.0,6500000.0,,27200000.0,,28900000.0,34200000.0,-1200000.0,,-5900000.0,6500000,18100000.0,1800000.0,,,100000.0,-8000000.0,90000000.0,,16200000.0,,200000.0,23900000.0
1996-12-31,32000000.0,,4200000.0,,,,-7900000.0,4700000.0,58600000.0,500000.0,5900000,1300000.0,5900000,0.0,4700000.0,0.0,-500000.0,-2600000.0,2300000.0,,,,3700000.0,21700000.0,,,5900000,,,-100000.0,8100000.0,9700000.0,3400000.0,,-1200000.0,,36900000.0,1400000.0,3400000.0,,,0.0,,,4500000.0,4500000.0,3600000.0,,5500000.0,,13900000,-1400000.0,6800000.0,-2200000.0,-4700000.0,5800000.0,,29600000.0,,17000000.0,26600000.0,-6500000.0,,-11500000.0,6300000,9200000.0,1600000.0,,,0.0,-13500000.0,,,22700000.0,,-100000.0,24900000.0
1997-03-31,31900000.0,,4100000.0,,,0.06,-600000.0,4000000.0,61200000.0,700000.0,5600000,2600000.0,5600000,0.0,4000000.0,0.0,0.0,-800000.0,2000000.0,,,93333333.0,7100000.0,18800000.0,,,5600000,,,0.0,9700000.0,12300000.0,6400000.0,,0.0,,42400000.0,,,0.06,,4500000.0,,,3000000.0,3000000.0,3800000.0,,5800000.0,,16400000,-800000.0,6600000.0,-900000.0,-4700000.0,5900000.0,,29500000.0,,14800000.0,29300000.0,200000.0,,-1500000.0,5900000,7000000.0,3100000.0,,-6100000.0,,,93333333.0,,28300000.0,,300000.0,24800000.0
1997-06-30,32600000.0,,3900000.0,,,0.07,-5000000.0,3700000.0,66100000.0,700000.0,7100000,4100000.0,7100000,-200000.0,3500000.0,0.0,100000.0,-1400000.0,2000000.0,,,101428571.0,7400000.0,16300000.0,,,7100000,,,300000.0,9000000.0,14600000.0,7100000.0,,-500000.0,,49800000.0,,,0.07,,0.0,,,-2600000.0,-2600000.0,5700000.0,,3900000.0,,18500000,-900000.0,8200000.0,-100000.0,-4700000.0,7500000.0,,29900000.0,,12800000.0,33500000.0,-4100000.0,,-5600000.0,7500000,6900000.0,2300000.0,,-11800000.0,,,101428571.0,,35300000.0,,400000.0,25200000.0
1997-09-30,31900000.0,,2100000.0,,,0.1,-3100000.0,3400000.0,80600000.0,800000.0,9400000,3400000.0,9400000,0.0,3400000.0,0.0,0.0,-400000.0,2000000.0,,100000.0,94000000.0,7000000.0,21000000.0,,,9400000,,,0.0,15900000.0,19100000.0,9100000.0,,-100000.0,,59600000.0,,,0.1,,0.0,,,-5700000.0,-5700000.0,4900000.0,,8500000.0,,21200000,-300000.0,10800000.0,200000.0,-4700000.0,9900000.0,,29600000.0,,17600000.0,48700000.0,-2800000.0,,-3100000.0,10000000,7100000.0,4900000.0,,,400000.0,,94000000.0,,44700000.0,,500000.0,24900000.0
1997-12-31,30700000.0,,18800000.0,,,,10300000.0,3000000.0,93700000.0,1000000.0,13200000,3900000.0,13200000,-100000.0,2900000.0,0.0,0.0,-600000.0,1900000.0,,200000.0,,3400000.0,18200000.0,,,13200000,,,-100000.0,16600000.0,7500000.0,-6600000.0,,100000.0,,75500000.0,-900000.0,3100000.0,,,0.0,,,8300000.0,8300000.0,5000000.0,,4600000.0,,26300000,-700000.0,15100000.0,3400000.0,-7100000.0,13900000.0,,31300000.0,,15300000.0,63000000.0,11000000.0,,13900000.0,14100000,8800000.0,,,,3800000.0,-3200000.0,,,49700000.0,,700000.0,24200000.0
1998-03-31,53400000.0,,4000000.0,,,0.08,7200000.0,17500000.0,124800000.0,1200000.0,7800000,4300000.0,7800000,-100000.0,17400000.0,0.0,0.0,-23500000.0,1800000.0,,100000.0,97500000.0,28700000.0,37600000.0,,,7800000,,,0.0,19000000.0,17900000.0,9500000.0,,-22300000.0,,87200000.0,,,0.08,,8300000.0,,,11200000.0,11200000.0,4800000.0,,7200000.0,,21900000,-1200000.0,9600000.0,18100000.0,-7100000.0,8300000.0,,31800000.0,,20200000.0,71400000.0,8400000.0,,3000000.0,8400000,11200000.0,4000000.0,,-600000.0,3700000.0,,97500000.0,,57600000.0,,500000.0,24700000.0
1998-06-30,52800000.0,,5800000.0,,,0.09,17300000.0,9900000.0,126200000.0,1100000.0,9500000,4100000.0,9500000,0.0,9900000.0,0.0,-100000.0,-1300000.0,1700000.0,,100000.0,105555556.0,28400000.0,29800000.0,,,9500000,,,-100000.0,18400000.0,19500000.0,9300000.0,,-300000.0,,96400000.0,,,0.09,,0.0,,,20900000.0,20900000.0,5100000.0,,5400000.0,,25300000,-1000000.0,11300000.0,-7400000.0,-7100000.0,10000000.0,,31500000.0,,19900000.0,73400000.0,18300000.0,,9600000.0,10200000,12800000.0,4100000.0,,7600000.0,200000.0,,105555556.0,,67100000.0,,500000.0,24400000.0
1998-09-30,57800000.0,,5700000.0,,,0.13,6300000.0,14100000.0,119600000.0,1200000.0,13200000,4100000.0,13200000,100000.0,14200000.0,0.0,-100000.0,-6800000.0,1100000.0,,100000.0,101538462.0,34400000.0,33800000.0,,,13200000,,,200000.0,18000000.0,23300000.0,9300000.0,,-6500000.0,,85800000.0,,,0.13,,0.0,,,1800000.0,1800000.0,5500000.0,,6900000.0,,29000000,-300000.0,15200000.0,-18800000.0,-7100000.0,13800000.0,,30500000.0,,19600000.0,61800000.0,6600000.0,,-19000000.0,14000000,11600000.0,4000000.0,,-6900000.0,-100000.0,,101538462.0,,58300000.0,,600000.0,23400000.0
1998-12-31,62000000.0,,8100000.0,,,,19100000.0,126200000.0,199900000.0,1500000.0,14800000,5100000.0,14800000,0.0,126200000.0,0.0,-100000.0,-1400000.0,700000.0,,1400000.0,,35000000.0,148700000.0,,,14800000,,,-100000.0,10500000.0,28600000.0,11900000.0,,-200000.0,,51200000.0,7800000.0,3300000.0,,,0.0,,,78300000.0,78300000.0,6300000.0,,12200000.0,,36700000,-1200000.0,18200000.0,57600000.0,-9800000.0,15200000.0,,33500000.0,,22500000.0,137900000.0,20300000.0,-49500000.0,76400000.0,16700000,9600000.0,5300000.0,,-200000.0,100000.0,4200000.0,,,24700000.0,,400000.0,23700000.0
1999-03-31,62700000.0,,3500000.0,,,0.09,15400000.0,125800000.0,203300000.0,1500000.0,8300000,6200000.0,8300000,100000.0,125900000.0,0.0,-100000.0,-1700000.0,700000.0,,2800000.0,92222222.0,37900000.0,156600000.0,,,8300000,,,0.0,13800000.0,24700000.0,13000000.0,,-100000.0,,46700000.0,-3000000.0,,0.09,,78300000.0,,,79300000.0,79300000.0,6100000.0,,7300000.0,,28200000,-1600000.0,13200000.0,-13800000.0,-9800000.0,8800000.0,,34600000.0,,30700000.0,140600000.0,17000000.0,-14900000.0,1000000.0,11700000,22700000.0,5300000.0,,-100000.0,1400000.0,7300000.0,92222222.0,,18300000.0,,500000.0,24800000.0
1999-06-30,64600000.0,,6200000.0,,,0.13,16100000.0,125900000.0,209000000.0,1700000.0,12100000,6400000.0,12100000,0.0,125900000.0,86400000.0,100000.0,-2900000.0,800000.0,,2700000.0,93076923.0,39100000.0,156900000.0,,,12100000,,,0.0,15200000.0,30000000.0,14500000.0,,-1700000.0,,52100000.0,-1500000.0,,0.13,,0.0,21000000.0,,86400000.0,86400000.0,6300000.0,700000.0,7300000.0,,36200000,-1200000.0,17200000.0,-8000000.0,-9800000.0,12900000.0,,35300000.0,,31000000.0,144400000.0,17300000.0,-8700000.0,7100000.0,15500000,22900000.0,6500000.0,,,700000.0,3400000.0,93076923.0,,22100000.0,,800000.0,25500000.0
1999-09-30,142700000.0,,7100000.0,,,0.18,20300000.0,125500000.0,233500000.0,1800000.0,17100000,7700000.0,17100000,0.0,125500000.0,22900000.0,-400000.0,-79600000.0,700000.0,,2700000.0,95000000.0,115800000.0,170900000.0,,,17100000,,,0.0,14100000.0,38500000.0,17200000.0,,-77100000.0,,62600000.0,1100000.0,,0.18,,86400000.0,0.0,,22900000.0,22900000.0,5700000.0,8500000.0,17000000.0,,45600000,-2500000.0,23100000.0,-6500000.0,-9800000.0,18200000.0,,36700000.0,,45400000.0,90800000.0,22800000.0,-7000000.0,-63400000.0,21300000,27700000.0,7700000.0,,,900000.0,3600000.0,95000000.0,,32300000.0,,1100000.0,26900000.0
1999-12-31,294700000.0,,11400000.0,,,,-22300000.0,125500000.0,635100000.0,5100000.0,25000000,9300000.0,25000000,-100000.0,125400000.0,178100000.0,700000.0,-45200000.0,12000000.0,,1000000.0,,210900000.0,199800000.0,,,25000000,,,0.0,12700000.0,55100000.0,28000000.0,,55700000.0,,435300000.0,1800000.0,38500000.0,,,22900000.0,368500000.0,,244000000.0,178100000.0,23100000.0,1300000.0,22700000.0,,66500000,-46200000.0,32200000.0,176200000.0,-14200000.0,26800000.0,,59500000.0,,74400000.0,340400000.0,23900000.0,0.0,155100000.0,27100000,39700000.0,13600000.0,65900000.0,,250700000.0,-5600000.0,,,57300000.0,,1800000.0,45300000.0
2000-03-31,140261000.0,,5495000.0,,,-0.05,-5941000.0,300000000.0,731169000.0,5540000.0,13141000,9839000.0,-6898000,0.0,304614000.0,475670000.0,-20039000.0,57393000.0,1318000.0,,266000.0,125584000.0,93068000.0,367487000.0,4614000.0,,-6898000,,,1282000.0,18130000.0,41365000.0,27145000.0,,14976000.0,,363682000.0,,,-0.05,46346000.0,178086000.0,475470000.0,,495217000.0,475670000.0,1984000.0,709000.0,26521000.0,,46860000,-3929000.0,19760000.0,242224000.0,-14200000.0,13954000.0,,61393000.0,,62873000.0,590908000.0,-2012000.0,,297584000.0,14220000,35034000.0,11766000.0,19547000.0,-20609000.0,102298000.0,,140522000.0,-84000.0,-120741000.0,,813000.0,47193000.0
2000-06-30,135604000.0,,9060000.0,,,0.16,10342000.0,300000000.0,753684000.0,4478000.0,22342000,11559000.0,22342000,0.0,304531000.0,447453000.0,0.0,-40990000.0,1298000.0,,,129530000.0,89197000.0,368388000.0,4531000.0,,22342000,,,1005000.0,23891000.0,51382000.0,29979000.0,,-14715000.0,,385296000.0,,,0.17,-42128000.0,475670000.0,476363000.0,,509128000.0,447453000.0,3075000.0,-912000.0,22813000.0,,60442000,-1862000.0,25881000.0,621000.0,-14200000.0,23786000.0,,60607000.0,,63857000.0,618080000.0,12204000.0,,-28217000.0,21403000,39746000.0,13942000.0,61675000.0,,524000.0,,143118000.0,-83000.0,-98399000.0,,1444000.0,46407000.0
2000-09-30,143323000.0,,11890000.0,,,-0.79,30732000.0,300000000.0,655906000.0,4908000.0,-102648000,10954000.0,-102648000,0.0,304447000.0,348702000.0,-141500000.0,-134192000.0,512000.0,12000.0,,129739000.0,94489000.0,371494000.0,4447000.0,,-102648000,,,0.0,23533000.0,76803000.0,38575000.0,,-141428000.0,,284412000.0,542000.0,,-0.79,12507000.0,447453000.0,478055000.0,,397871000.0,348702000.0,4955000.0,-840000.0,20278000.0,,88693000,-5283000.0,43136000.0,-414000.0,-14200000.0,-100170000.0,,63034000.0,,67047000.0,512583000.0,36015000.0,,-98751000.0,38228000,46257000.0,22713000.0,49169000.0,,1271000.0,-7660000.0,146377000.0,-85000.0,-201047000.0,,2478000.0,48834000.0
2000-12-31,846818000.0,105850000.0,41586000.0,35452000.0,,,51516000.0,556165000.0,1107267000.0,6600000.0,-17272000,25736000.0,-60772000,27900000.0,584065000.0,125144000.0,-66924000.0,-464514000.0,182564000.0,-181000.0,,,23741000.0,869809000.0,,26334000.0,-60772000,,,6010000.0,24108000.0,71589000.0,15048000.0,,113415000.0,,237458000.0,7089000.0,770536000.0,,49168000.0,348702000.0,492733000.0,,125144000.0,125144000.0,5347000.0,6544000.0,34683000.0,,113175000,-4771000.0,63141000.0,184623000.0,-21654000.0,-12647000.0,,74195000.0,,285744000.0,260449000.0,56287000.0,,-223558000.0,56541000,6711000.0,4238000.0,,,5511000.0,-4428000.0,,4002000.0,-261819000.0,,4625000.0,52541000.0
2001-03-31,845426000.0,87178000.0,26554000.0,46896000.0,,0.2,52343000.0,477006000.0,1024742000.0,17357000.0,29166000,36878000.0,29166000,26700000.0,503706000.0,49566000.0,0.0,-18281000.0,136500000.0,-42000.0,12472000.0,207489766.0,23688000.0,751756000.0,,29632000.0,29166000,,,0.0,31845000.0,92673000.0,48285000.0,,-5252000.0,,272986000.0,,759713000.0,0.22,,125144000.0,500648000.0,,49566000.0,49566000.0,10727000.0,4991000.0,28871000.0,,119227000,-12987000.0,61745000.0,-122500000.0,-21654000.0,31916000.0,,83679000.0,,248050000.0,179316000.0,65330000.0,,-75578000.0,44388000,6151000.0,11407000.0,,,7415000.0,16857000.0,233173066.0,1450000.0,-232653000.0,,2750000.0,62025000.0
2001-06-30,846793000.0,88377000.0,27534000.0,46778000.0,,0.3,56130000.0,474472000.0,1047167000.0,17115000.0,44103000,34925000.0,44103000,25500000.0,499972000.0,68276000.0,0.0,-13469000.0,95923000.0,-167000.0,9719000.0,132297000.0,23313000.0,721410000.0,,38413000.0,44103000,,,0.0,39156000.0,105970000.0,48838000.0,,2650000.0,,325757000.0,,746768000.0,0.33,,49566000.0,507369000.0,,68276000.0,68276000.0,4565000.0,6938000.0,30425000.0,,133504000,-15952000.0,74247000.0,-40018000.0,-21654000.0,47413000.0,,98366000.0,,221438000.0,200374000.0,72082000.0,,18710000.0,57132000,9899000.0,13913000.0,,,6222000.0,10365000.0,147933000.0,0.0,-188550000.0,,3310000.0,76712000.0
2001-09-30,843191000.0,119409000.0,36621000.0,96822000.0,97849000.0,0.22,21811000.0,349329000.0,1036864000.0,16725000.0,33101000,26422000.0,33101000,24300000.0,373629000.0,27769000.0,-22731000.0,-19358000.0,54640000.0,-29000.0,6465000.0,137011000.0,15931000.0,586281000.0,,23775000.0,33101000,,,0.0,40878000.0,115569000.0,49547000.0,,-10417000.0,,450583000.0,,647653000.0,0.24,,68276000.0,698862000.0,,27769000.0,27769000.0,5617000.0,12803000.0,23981000.0,,152190000,-8912000.0,82747000.0,-51822000.0,-21654000.0,36826000.0,,103412000.0,,212652000.0,193673000.0,30723000.0,,-40507000.0,66022000,13434000.0,12018000.0,,,29924000.0,-43572000.0,152428000.0,0.0,-261082000.0,,3725000.0,81758000.0
2001-12-31,754887000.0,96556000.0,35712000.0,59989000.0,,,109401000.0,33569000.0,1331483000.0,16669000.0,-18922000,32425000.0,-18922000,23100000.0,56669000.0,434891000.0,-92674000.0,-6639000.0,12592000.0,-628000.0,7586000.0,,16469000.0,205409000.0,,27030000.0,-18922000,,,0.0,38506000.0,142630000.0,58534000.0,,574000.0,,1126074000.0,,652837000.0,,,27769000.0,1407507000.0,,434891000.0,434891000.0,6643000.0,-1429000.0,31811000.0,,178342000,-6585000.0,100765000.0,297942000.0,-29758000.0,-13422000.0,,115339000.0,,148740000.0,576596000.0,115986000.0,-51260000.0,407122000.0,84096000,17318000.0,14154000.0,,,574682000.0,37664000.0,,0.0,-280004000.0,,5500000.0,85581000.0
2002-03-31,989880000.0,68489000.0,35716000.0,71739000.0,,0.32,103268000.0,427749000.0,1539604000.0,16177000.0,53051000,39337000.0,53051000,21875000.0,449624000.0,432272000.0,0.0,-237658000.0,12264000.0,,1693000.0,153668000.0,31500000.0,616602000.0,,23431000.0,53051000,,,0.0,42779000.0,119537000.0,62314000.0,,-229509000.0,,923002000.0,,867056000.0,0.35,,434891000.0,1360581000.0,,432272000.0,432272000.0,6184000.0,-909000.0,37768000.0,,155253000,-8149000.0,73400000.0,123621000.0,-29758000.0,57044000.0,,121082000.0,,166978000.0,549724000.0,111417000.0,-260291000.0,-2619000.0,57223000,21776000.0,10468000.0,,,3632000.0,41689000.0,166493000.0,,-436670000.0,,3993000.0,91324000.0
2002-06-30,1300697000.0,149479000.0,41291000.0,76797000.0,,0.39,2774000.0,507997000.0,1541381000.0,19082000.0,62557000,38981000.0,62557000,20650000.0,528647000.0,35505000.0,0.0,-236774000.0,47610000.0,,10170000.0,149948000.0,98891000.0,748101000.0,,19082000.0,62557000,,,0.0,48716000.0,143840000.0,67453000.0,,-153793000.0,,793280000.0,,1098925000.0,0.42,,432272000.0,1315536000.0,,35505000.0,35505000.0,6984000.0,672000.0,51401000.0,,185131000,-12287000.0,95469000.0,-175102000.0,-29758000.0,67264000.0,,132639000.0,,219454000.0,240684000.0,15061000.0,-191710000.0,-396767000.0,76387000,24564000.0,14453000.0,,,2394000.0,-67077000.0,161423000.0,,-522928000.0,,4707000.0,102881000.0
2002-09-30,1323847000.0,138081000.0,44007000.0,94349000.0,,0.49,96575000.0,495076000.0,1658973000.0,21070000.0,74977000,44922000.0,74977000,19425000.0,514501000.0,145051000.0,1940000.0,-23691000.0,33453000.0,-14757000.0,10956000.0,145367000.0,123821000.0,731819000.0,,14069000.0,74977000,,,0.0,43262000.0,164937000.0,76911000.0,,9914000.0,,927154000.0,,1081748000.0,0.52,,35505000.0,0.0,,145051000.0,145051000.0,8732000.0,-12406000.0,46105000.0,,208944000,-18848000.0,109096000.0,17827000.0,-29758000.0,80677000.0,,148036000.0,,217318000.0,335126000.0,115423000.0,-51099000.0,109546000.0,88026000,29342000.0,14626000.0,,,112325000.0,20750000.0,154016000.0,,-477623000.0,,5700000.0,118278000.0
