date,quarterlyBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyCommonStockIssuance,quarterlyCashAndCashEquivalents,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlySellingGeneralAndAdministration,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredRevenue
2009-06-30,1.534363,186879173.915483,70290139.738481,5015292665.132723,,0.0,3338009989.337224,,31848027.386498,3338009989.337224,50928783.882373,0.0,19641955.216342,,233178068.354004,,126459799.325389,0.0,,-176816542.090788,-249544024.643604,107157468.0,1455609181.211067,5319462371.625793,11364274089.455076,,,,,,-412636734.020751,,3567495854.063018,4362618553.229699,126129412.42494,-258507944.777674,3338009989.337224,163028228.295639,-10382176.328638,-178882092.14883,331529878.899272,66503783.158771,9484005.231526,10472466.96722,274987373.028789,7635950390.033111,-123084225.318215,1.515237,,-109125562.117765,-21464151.640175,,6199281665.637802,6044811717.829283,,2429990459.621752,1097564397.553174,,383859924.799371,,2009231718.951681,,0.0,,420758740.670071,,1436668724.395308,,145771367.641282,163028228.295639,162887928.615523,982097.760817,2322941803.692688,0.0,,3692406981.312083,
2009-09-30,1.484307,,71020647.239713,,,439302.972617,,106277384.0,21672279.982428,,,0.0,18743593.498316,,232830575.486894,,302846386.104177,,,29278166.219862,-104930432.766228,107428009.0,,,,,,,,,220102019.00793,,3338009989.337224,,160638453.653536,-105017912.051326,3705813442.670962,157709767.169425,-1186135.283604,-7821671.213302,379182375.786339,124679520.317017,2235714.129399,16661487.898467,2325377068.384829,,197915953.337949,1.464343,,56142816.355193,-67790808.488648,,,,,2504759115.536682,,,,,0.0,,,,2504759115.536682,,,,179382047.151852,157709767.169425,161809928.247181,1610777.566262,,0.0,,,
2009-12-31,,138260072.210442,69554730.472768,1711416126.998682,,420345.144754,3805805490.285976,,699189309.906616,3894062697.002694,40403461.516419,0.0,20421176.637266,,-157786790.163726,3450340993.753224,236810540.243461,0.0,-1747664622.614476,23463908.009268,-175223183.105569,,3822998452.633389,5601753682.159436,12278640609.777065,,,,,88257206.716717,174559163.994535,119491088.314517,3705813442.670962,2115020918.104189,170298129.928191,-174317231.395798,3805805490.285976,-228842801.850811,11138487.553557,4028538.420875,622475234.20785,81072714.464959,-23781415.959408,19281185.129601,-6280493298.961731,8385724110.264199,61587357.137892,,1537767207.289816,380813546.103998,673753.985015,3459080749.613158,6852971516.992378,6676886927.617629,180955928.706516,1911257585.34457,1209954725.199152,,226374004.240931,1520717519.628632,7613760100.865379,,40690010.888876,62037939.136913,-5702502515.520809,,1532752593.271821,,577990783.440922,-228842801.850811,-227341520.636494,50353698.602981,308613674.136054,405182570.80583,,3849360994.899421,
2010-03-31,1.211395,,56115668.085221,4964625649.424747,,2819208.205238,3600531622.118702,106277384.0,,3600531622.118702,46986803.420639,0.0,17317993.26075,,183919773.38936,,32756514.384674,0.0,,10605592.772087,-82294029.991005,108639473.0,1154801380.06954,5393011048.611204,11452697713.756393,,,,,,35441474.580139,,3566029883.606976,4386419471.331338,136395977.929627,-81891285.961686,3600531622.118702,128743841.372552,0.0,0.0,234262777.05433,47389547.449959,2550712.185692,805488.05864,186873229.604371,7697915128.408221,-49537515.606331,1.181382,,-104310703.593819,-42422371.088349,,6247902374.847293,6059686665.145189,,1769925760.850595,,,191706157.956208,,1429338560.055847,,1450012753.560928,,340587200.794748,,1450012753.560928,,153713971.190377,128743841.372552,127804105.304139,1342480.097733,2267448885.070279,0.0,,3719878102.807126,
2010-06-30,1.194132,106618901.39884,58731783.399132,1642052931.715163,,348896.29347,2929400009.748014,108076795.0,9869864.015207,2965102110.444997,806648145.440367,-8285811.765853,16206073.012624,,186918165.423795,2956572598.33309,-201031603.335301,0.0,,-178636981.376659,-101456030.934081,108076795.0,3575449627.138471,5113076960.569284,10676512160.647268,,90900229.078325,,,35702100.696983,-341772809.570635,101623044.304723,3600531622.118702,1929619340.059463,139640298.289224,-107829433.441736,2928790758.882878,129283033.581908,-35214700.004874,-174976848.467125,235668404.492333,38880375.053331,6831751.137406,,195569527.708729,7359506750.499586,-302487634.269382,1.194132,1391894526.490228,-342270180.551036,-7170649.33374,,6775235170.833943,5563435200.077984,143661353.999123,1808865818.589462,297558122.532534,,302432129.453624,1741238972.559341,1457449919.578886,,42160159.867427,46790466.442462,351415899.010577,,584271579.665643,,155846371.301847,129283033.581908,128186382.024662,-1218501.730272,257103865.087488,66087956.978382,,3284227713.603353,
2010-09-30,1.278141,178800185.341656,59009512.387909,5382676006.432446,,11277642.182858,3592493662.950748,110249353.0,12128975.987353,3592493662.950748,919212843.086484,8285811.765853,14990869.197852,,200605085.993077,,8145349.79175,0.0,,453811867.767264,-194019842.860789,110249353.0,1021968437.406307,5877919812.477854,12611409414.265856,,,,,,280165454.20879,,2928790758.882878,5217776445.256071,182616042.955654,-192410164.512739,3592493662.950748,140914170.459811,-4715524.313041,-20722134.879382,266560626.162523,53826564.182093,-3931238.160243,,1863092480.034888,8682847720.025076,-185874493.069039,1.278141,,-225010055.918924,-20046381.033388,,7521464199.078743,6733489601.788002,,2060699392.188394,,,377633623.156804,,0.0,,0.0,,2060699392.188394,,1161383520.946333,,197606912.153507,140914170.459811,141595573.605168,0.0,2763362315.680449,-358293095.675539,,3896263185.150863,
2010-12-31,,124218646.096555,56933479.367782,1957707141.907169,,39284802.593603,4130469477.324112,,543690889.999,4184466019.417476,1037371990.956244,0.0,24579573.534321,,194432615.674115,3237797579.465354,211067363.843009,0.0,-1736135124.351643,763295195.794084,-139453131.19218,,3522941880.569225,5945737465.088443,13594892937.890676,,69557121.957707,3479268.566222,,53996542.093363,625314703.763485,111849980.050539,3592493662.950748,2476526133.794388,161128000.657395,-293224881.478174,4130469477.324112,139191963.204875,-112616656.916291,4716139.883281,791669790.632898,53546284.959783,30058816.066031,,-4581045818.236238,9336214922.197102,71614232.65083,,1903444606.995611,5411926.897135,2077225.634224,3693842266.258811,7544753291.661125,7649155472.802234,193110786.008778,2208199460.437458,,,503524404.841069,2208937358.691315,6512834153.477856,,68227157.866738,318526399.787206,-4304634693.040398,,1791461630.535976,,276411125.195839,139191963.204875,137499136.306334,0.0,294587046.149754,302415114.957613,,4229019816.464955,
2011-03-31,1.298958,241436760.511677,56052861.943354,5884138593.171999,-26685115.635501,15248637.506001,4301668878.660379,116496167.0,2259057.408296,4301668878.660379,972665405.359614,0.0,17366503.826278,,202185638.042527,,27249879.987575,0.0,,-11436478.1295,-67065766.808799,116496167.0,926072346.313501,6319148335.357072,14008979753.197977,,,,17790077.090334,,-83443933.018948,,4384830429.50329,5135825826.67382,172959082.822692,-49134498.630446,4301386496.484342,147262304.803321,,,252732047.553158,48287352.102335,2965012.848389,17648886.002316,204444695.450823,9283031655.041933,-39815886.821224,1.298958,,-205856606.331008,16942930.562223,,7393894897.354079,7689831417.840906,,2027786406.122046,,,631265354.530822,,1633016124.022252,,0.0,,394770282.099794,,1889136757.687855,,190325586.648971,147262304.803321,146132776.099173,0.0,2756897184.649705,0.0,,4696862734.024228,
2011-06-30,1.664857,284907709.011944,80492218.602968,6158233803.83641,-864375325.91354,17179882.218936,3315092290.988056,117267300.0,0.0,3315092290.988056,46036916.395223,-225986246.833152,21860296.778864,,270575461.45494,,104056670.86295,0.0,,-1073181690.527756,-94642521.283854,117267300.0,947810351.06768,6589793702.497286,13439015562.794064,,,,,,-1098459794.813119,,4301386496.484342,5044806369.887803,204849800.941006,-93753666.407556,3314078899.746652,191820484.980094,,,325364475.621154,54789014.166213,-380525635.360152,14779633.722621,254216431.415128,8565761853.05827,9414149.579096,1.664857,,,12734955.793188,,6454288816.5038,6849221860.296779,,2408830980.817952,,,859645313.065509,,1927904451.682953,,0.0,,480926529.134998,,2111473036.55447,,226710097.71987,191820484.980094,190083242.851972,0.0,2674484256.243214,18241042.345277,,4850959102.4249,
2011-09-30,1.453251,275574509.697398,70489487.694899,5719699027.543869,112144811.625642,2884133.070196,3427092953.767588,116103002.0,,3427092953.767588,1015917857.336883,0.0,25533764.328788,,234829141.08763,,399198148.448655,0.0,,122620015.780634,-134917995.386458,116103002.0,0.0,6124300537.838866,13029010702.450155,,,,,,390900305.221103,,3314078899.746652,5115173575.270278,153066768.077362,-133637069.926957,3427092953.767588,164339653.392731,-2037268.430488,13974512.166993,283189728.152052,43878596.517348,417355265.853969,10354117.31532,239311131.634704,8403053186.287825,264280153.062197,1.453251,,,7536216.974844,,6513418808.06215,6904710164.611289,,2307002770.685065,,,684386374.748737,,1882707665.562014,,0.0,,424295105.123051,,1889634378.225675,,184983973.488347,164339653.392731,164339653.392731,0.0,2793230836.094964,0.0,,4605856467.648177,
2011-12-31,,222927872.464519,70570517.2269,2991769814.010758,-199893261.269654,9791358.61048,3640334391.808697,,,3686475277.039725,840386235.499968,0.0,21886958.340568,,238616817.104709,3517853671.181388,314029031.502453,0.0,-1988723997.148597,977032823.34516,-166337879.569298,,3253062018.015683,7288574946.536193,14816926965.199923,,17367636.575724,,,46140885.231028,406064014.925136,109649407.037781,3427092953.767588,2767157021.579936,156768777.865707,-964742343.286613,3640334391.808697,171551184.922989,-15200758.917059,9691729.48179,756695331.110791,78565094.242164,1291481.989917,16837607.921185,190540320.46658,10055991186.572483,147691151.933156,,2435227788.218521,52675415.030214,-1571565.581567,4980493811.159355,7531592249.368155,7528352018.663729,224353573.974467,2312783370.779031,,,762102261.681032,2291231935.713823,1900460030.024741,,120536582.204653,381958395.437755,412323340.75429,,2524398937.204329,,221783020.28771,171551184.922989,168046299.877808,0.0,329985094.93876,273555840.863597,,4732810576.113019,
2012-03-31,1.253952,321758734.308926,60163013.753452,7067753425.023011,-362712271.387218,26279631.284767,3354054666.969038,124028670.0,9604738.33758,3354054666.969038,1335058628.923602,0.0,20143270.680202,,210770646.852447,,72168936.675427,0.0,,-338967223.830423,-127529581.260088,124028670.0,0.0,7478222589.810973,14620546136.093805,,,-2534583.727972,,,-413270546.80309,,3746781745.661193,5204434187.532516,196496938.489655,-146472259.648093,3354054666.969038,149673839.093953,-4402171.738057,,273068046.903139,52692661.713112,1067193.14862,14140309.219215,220375385.190027,9567253178.234596,-55360644.584662,1.253952,,-158611581.713645,12005922.921975,,6985446153.435695,7142323546.282833,,2354895081.573576,,,580819871.136427,,1917879487.213692,,0.0,,437015594.359884,,2581807024.798901,,216640209.169857,149673839.093953,150607633.098996,0.0,3207449008.177368,-14807304.937102,,5037151661.486333,
2012-06-30,1.555767,239273822.937371,61654154.375926,2970920001.519199,-52535421.32949,2964947.074245,3131701882.540607,110669453.0,247110306.432613,3178670447.783869,660598311.15725,-218511438.301536,22154983.605312,,234716226.309993,3859018344.326425,-89386523.934412,254465811.695299,,182236539.811129,-186438186.403764,123391178.0,3274759776.677765,7657648533.340085,14532403246.021599,,,-48105378.798455,,46968565.243262,-16789334.952598,107609920.368659,3354054666.969038,2647583840.787958,203319449.543607,-137744530.031483,3131701882.540607,172175872.589854,224374.829627,,323055860.232982,60614254.43977,57801763.288352,12698870.919792,262441605.793212,9747559786.805758,-275824710.338176,1.443239,311942169.162795,-371335626.125421,,,7094658749.952525,6874754712.681513,135461899.758194,2598083277.418375,2152071807.466862,,522224613.553786,561976984.137032,2110167238.476244,,71402347.162263,98621327.020218,487916038.942131,,2652901036.853233,,225474433.148919,172175872.589854,173062071.934067,-3797997.189482,352707338.996569,121574501.561355,,4770284469.989492,
2012-09-30,1.697403,383533852.929469,75499800.978416,7566030225.600596,345782739.775682,117132586.803223,2936916577.85596,110669453.0,,2936916577.85596,1624658132.278733,0.0,22598579.884696,-294238264.394114,265404912.623104,,293793388.802366,0.0,,-94036512.087587,-145194287.266105,125063329.0,0.0,8045479642.01795,14777673630.282097,,,-55419281.705156,,,-241349062.65951,,3131701882.540607,4931754856.76866,208780061.889293,-434186928.814024,2934862161.502806,187850695.291535,-59436.81995,-3108725.794971,342003108.114911,70820149.498561,-6481339.431541,11681126.482634,271182958.616351,9663846124.215149,148599101.53626,1.553652,,-37713710.741846,,,6897574504.693057,6732193988.264147,,2678316919.402678,,,719816129.736393,,2170619278.129454,,0.0,,507697641.273225,,2766271619.522091,,236514682.656874,187850695.291535,189905111.644689,0.0,3075461280.671794,-452452259.895206,,5097135373.197571,
2012-12-31,,249953712.275505,75808161.091597,3191472478.641521,-556741834.161892,6769077.597043,3027613933.92758,,,3027613933.92758,529531568.228106,-142698442.087444,26398877.572313,-15723217.473049,285978550.280339,99584732.985955,311542800.831841,716666225.831195,-2164810749.332134,-19685365.588043,-227086523.375648,,2080699341.391806,8361811304.784828,15315946782.341894,,2150263178.776417,-36639197.85586,,71812098.288677,-15765388.380317,0.0,2934862161.502806,2770650937.657048,291344770.211309,-238297421.50693,3027613933.92758,209525898.042775,-127037.438335,-6644442.986838,385875093.942556,73629434.467583,48122870.470433,,338960289.040927,10006877033.353613,84456277.456194,,713756711.720052,-12787146.592204,-2329186.117754,5356283227.973656,7185706350.675801,6954135477.557066,185812151.188933,3269684434.088841,2255799190.626075,,600814663.95112,1149787076.467321,2640880410.531775,,100774988.758695,319253048.377285,628804023.557066,,2821170682.677811,4354087867.326157,289843734.516139,209525898.042775,210170389.188742,1322506.414156,392519903.721533,439324458.717616,1154548099.558283,5291612664.321422,
2013-03-31,0.672301,254328449.953898,62109415.018953,7734222927.978691,,12549943.653314,2795563979.100502,221339064.0,,2795563979.100502,532476180.719189,0.0,17928490.933306,0.0,211812314.312058,,-179284909.33306,298509374.039545,,167503329.576888,-141763139.022641,221339064.0,1010270464.091794,8032732302.018236,15231533654.338696,,,-29325888.740908,,,-136512652.392173,,2931692449.544104,5140098350.578834,219111771.334904,-139073865.382645,2795563979.100502,148806474.74644,0.0,0.0,2649830959.942629,68384386.84561,14470853.396168,,2581446573.097019,10027661100.2971,-321048048.355701,0.672301,,-454743366.458355,28685585.49329,,7102627804.528225,7198801352.320459,,2581446573.097019,2379494928.798279,,810880032.783526,,0.0,,254328449.953898,,459225489.191681,,2925033295.768876,,14855035.344739,148806474.74644,149702899.293105,256121.299047,3579295154.185022,2689273.639996,1010270464.091794,5185816002.458764,
2013-06-30,0.954564,419181931.723564,88207743.547044,7977466694.421316,,6574744.106886,2601608034.970858,,,2601608034.970858,314321398.834305,0.0,21726686.094921,-11318692.756037,300791007.493755,,234707473.862619,439477518.734388,,-225918192.191376,-224468126.589349,124410586.0,1349136136.552873,8416944213.155704,15647116985.845129,,,-22714077.953514,,,-240256706.475437,,2795563979.100502,5031484179.850125,232098251.457119,-222083503.476639,2601608034.970858,211282264.779351,0.0,-241985845.129059,384103123.562383,69261325.061134,18704625.371525,,314841798.501249,10438827019.150707,10239347.27327,0.954564,,-104946475.340147,12165788.361831,,7062343880.099917,7230172772.689425,,3153101582.014988,2640117610.324729,,1033643838.467943,,2584434845.961699,,419181931.723564,,568666736.053289,,3376483139.050791,,253824937.55204,211282264.779351,212583263.946711,-130099.916736,3594920899.250624,13703315.868747,1349136136.552873,5189425478.767694,
2013-09-30,0.914479,409812838.193423,56135047.971177,8332546183.221558,,14205496.972686,2934810476.743088,223811010.0,,2934810476.743088,268260758.093028,0.0,27527763.908942,253611.184795,260569177.000823,,547354501.064785,413726098.749106,,20496717.230111,-249769921.860179,223811010.0,1527521016.907984,8746272281.970663,16423549732.144062,,,-1936040.970172,,,221858216.870228,,2601608034.970858,5285060790.478632,230207672.68949,-248771517.750618,2934810476.743088,202410028.742224,0.0,-9002590.511299,389430002.938007,90133040.437838,15267988.111279,15267988.111279,299296962.500169,10912734289.608269,297584579.204606,0.914479,,202098791.020572,6512572.87056,,7426963714.628847,7677277450.173398,,3254618322.155802,2740766729.188876,,992348900.913544,,2697585923.057201,,409812838.193423,,557032399.098601,,3485770574.979422,,257735436.598432,202410028.742224,204434129.029646,944580.13413,3750118072.516766,744792.924766,1527521016.907984,5492598539.948993,
2013-12-31,,247590378.082797,51090553.733082,3617056532.906184,,2020142.533815,4475406666.850783,,,4475406666.850783,240962191.720291,0.0,35301498.202075,-258070.131374,255516681.541454,147200972.134,1218040963.072563,634096495.346461,-2283686376.315281,486149248.148883,-244282167.494829,,260432489.160154,8853185672.07048,18297936976.99467,,2371371758.402607,-1258878.689628,,0.0,1466187344.046596,0.0,2934810476.743088,3425943826.120578,275558274.379075,-152174457.862467,4475406666.850783,199216190.525436,0.0,-5853785.906771,365202191.08708,94654896.748184,54017247.308108,,289050981.26756,12534038498.71579,973758795.577734,,777569112.651551,939352491.303765,-28307910.933474,5900742909.221464,8502858405.368831,9444751304.92419,227981993.427049,3646815029.480477,3318788146.593388,,559253224.336491,1778563340.605927,3044142531.314057,638377199.038913,103289237.482394,254632826.09296,602672498.166421,,4031180093.346958,4454831671.683836,313621516.898861,199216190.525436,204426127.808372,-18340422.138986,381534977.491784,582860255.659636,3228893369.051893,5740009389.93068,
2014-03-31,0.412946,335579700.178792,36171090.634026,8286343006.464035,,1237793.976069,4044010452.482465,223811010.0,,4044010452.482465,152936322.376564,0.0,24205748.865356,0.0,131481226.791363,,-138082794.663733,391830559.757943,,-90771558.245083,-127080181.543116,223811010.0,1996836748.727823,8678173566.221977,17663320038.509148,,,-56113326.915142,,,-362811167.652317,,4408472012.102874,5598817219.089534,223490579.012515,-124054462.934947,4044010452.482465,92421950.213176,0.0,0.0,245083207.261725,83757392.38069,14165864.392793,14165864.392793,161325814.881034,11846651079.631413,-265162976.206849,0.412946,,-321688901.114015,-25168477.513409,,8040847201.210287,8985146472.287169,,3394993811.03012,3102461834.685738,,700866455.783249,,2985971668.271214,,335579700.178792,,409022142.758905,,3805803878.421125,,247696327.877871,92421950.213176,95310136.157337,3438316.600193,4237793976.069316,3025718.608169,1996836748.727823,5789712556.732224,
2014-06-30,0.961298,338481268.247428,80766187.344812,8341428142.65055,,9812985.035636,4124805588.147016,,,4124805588.147016,175993887.964201,0.0,25103004.174739,-8049332.860378,294823869.682665,,422947320.298811,392507298.971323,,-255349754.751179,-126405588.873539,124998449.0,2418347021.746842,8733935441.621872,18100084586.20972,,,-914149.960079,,,113963995.833168,,4044010452.482465,5628530109.962073,223334879.532866,-114287647.354556,4124805588.147016,215149117.301973,0.0,-281726650.113236,404114036.580536,85005738.946222,13802156.562758,13802156.562758,319108297.634315,12328030778.465988,296541731.425273,0.961298,,55788057.980505,36628544.63666,,8480176812.464187,9366149144.587847,,3568173756.446288,3115228246.336871,,1044503260.661955,,3000627575.104368,,338481268.247428,,567546181.341919,,3847853966.001801,,248437883.707605,215149117.301973,214057682.337854,-409288.111545,4195885290.185271,20167274.379361,2418347021.746842,5767960926.628285,
2014-09-30,0.746112,321921632.321592,70297431.732819,7903131661.760227,,3541648.153049,4298294589.381789,225162644.0,,4298294589.381789,394376205.461374,14592427.164755,26900822.251548,562783.271504,239315805.501979,,234625881.430194,385874530.504517,,280645726.761362,-80236694.307738,225162644.0,2491752106.385139,8289006192.264745,18229113795.553753,,,3987176.398113,,,479788193.035269,,4124805588.147016,5890011166.379048,189574662.470815,-110480344.283637,4298294589.381789,166988123.033195,-45173078.875241,19697414.502638,370395329.74303,68903095.452095,8957164.304828,8957164.304828,301492234.290935,12649096538.422495,154389187.122456,0.746112,,-20618291.979677,20643272.63921,,8995025885.696884,9940107603.289005,,3584280783.676784,2956679524.921328,,857400263.932596,,3066313064.663486,,321921632.321592,,517967719.013298,,3654070652.725612,,216475484.722363,166988123.033195,169018373.76916,-37940310.628363,4784412749.974622,14366645.627839,2491752106.385139,5573926504.923358,
2014-12-31,,238581643.076025,12003398.277706,3041003939.880344,,-365081.476735,3265723041.00394,,,3265723041.00394,311785592.684469,-17997262.030264,27861164.721736,-64014982.586815,93922235.461793,131086142.322097,-367488850.569334,3891239.846296,-2166447784.425313,-128356798.608721,-122282204.763422,,554258475.60679,8291380903.740454,16318643902.913567,,2434456928.838951,2210979.984867,,0.0,-598176781.710308,0.0,4298294589.381789,2812515200.15565,168797476.978703,-118855934.453564,3265723041.00394,78545794.421614,545421.888034,10922664.279307,171264540.471055,106830100.863388,47222876.415772,11715312.818321,154905766.034049,10998346223.065325,-489771055.332756,,530911036.529014,-439805102.447006,-29914517.348919,5207451724.305657,7563111046.257114,8027262999.173112,167444914.635926,2214712233.338073,2865654944.30663,,918211002.480665,1399265528.479012,1853298124.742648,588793229.242667,49370105.549881,553528868.13561,361414108.595425,,3435235176.808211,4120701395.982295,206508342.561375,78545794.421614,81918837.184087,-35015202.612116,432535629.164843,-85300280.073183,2604333868.378812,5305948732.915025,
2015-03-31,0.414098,306682693.869595,41259218.348982,7160477783.914319,,1840962.498511,4679943255.038281,225162644.0,,4679943255.038281,939973793.357374,1840962.498511,19384252.190204,-108291.911677,137314144.006584,,553046792.935036,34220244.089969,,-54254247.750236,-62701016.861051,225162644.0,2836490042.558721,7625916420.302568,17308296243.353584,,,0.0,,,631666720.812623,,4048276534.225659,5876460587.158745,163953954.279155,-65300022.741301,4679943255.038281,93239335.953998,-2599005.880251,0.0,258492793.173278,77970176.407524,7038974.259013,7038974.259013,180522616.765754,12351667153.980268,490345776.073985,0.414098,,344043403.3982,649751.470063,,9937515566.962303,9682379823.051016,,3122380689.38631,1844102963.949623,,932285067.628299,,2758519866.151197,,306682693.869595,,363860823.235113,,2414151587.017966,,183338206.469359,93239335.953998,96054925.657603,-1082919.116771,4035931256.294467,108291.911677,2836490042.558721,4939843843.063362,
2015-06-30,-1.528763,299131878.238633,-27142825.097019,7421880257.520357,,22049210.004237,4460059669.35104,,,4460059669.35104,998564346.441149,22049210.004237,26582022.925593,-36231688.796728,-369119989.232598,,-138726148.685501,556427914.488885,,-142138672.683152,-99482971.115351,113121323.0,2794028578.478656,7978308172.009242,17830144238.318493,,,0.0,,,-363827603.739561,,4679943255.038281,6158168644.428991,176652683.999192,-133784748.114931,4460059669.35104,-344220372.821284,-205004.976879,-99710626.079544,226545402.676798,130760391.797236,10009411.752338,10009411.752338,95785010.879562,13020144013.997622,-238209119.800852,-3.039548,,71959647.365612,-113483148.360975,,10568765562.260258,9851836066.30925,,3475178895.892685,1874985979.945714,,1068328136.566545,,3176159178.088338,,299131878.238633,,299019717.804347,,2451378451.737365,,203234706.924785,-344220372.821284,-341977164.13558,-433051436.775163,4291594697.054667,2134916.774027,2794028578.478656,4787231656.160973,
2015-09-30,0.819054,280625161.747662,79101639.418046,7248545677.53986,,23966784.062651,4278239735.352694,236411218.0,,4278239735.352694,972173776.062471,76611.559903,21828901.916218,-35668875.811551,268698029.772822,,460994902.838882,511741473.78844,,-198147918.940511,-245518886.500962,236411218.0,2199543168.341341,7760287151.3283,17055798724.02192,,,-6526166.552271,,,72913033.204685,,4206339383.164741,6082612266.942716,169792850.472022,-277924679.036378,4278239735.352694,184420465.158147,-2587962.598314,-100030380.430502,621786144.273289,299416020.613685,22391502.481068,5343116.469718,322370123.659604,12101200589.605392,215476016.33792,0.819054,,138399738.953338,-81914642.242301,,9704297143.114332,9295511572.693619,,3498137792.130343,1842404329.773947,,1094933219.312952,,2984145916.0825,,280625161.747662,,513991876.047844,,2396903446.49106,,191621752.388239,184420465.158147,189596390.354776,-9564209.602466,3891170546.735229,5851045.87445,2199543168.341341,4935807275.550505,
2015-12-31,,191765246.102377,33174449.109303,2815144425.250913,,79131635.022036,3191459121.422168,,,3191459121.422168,1024533706.513896,-30307938.152696,25496070.252462,2104491.231489,148290139.523757,114250103.863731,228878930.060774,28863184.133995,-2303041567.358363,73730102.484122,-75146716.018007,,539107427.896705,7619661950.888855,14944350906.347713,,2507598451.88376,6526166.552271,,0.0,183247725.984522,0.0,4278239735.352694,2711827345.680362,150093653.661688,-52033994.131794,3191459121.422168,113331883.842282,73367.010883,2835794.464132,-262368860.1463,78866619.930343,54904979.271714,21887245.90631,206181046.282879,9975400695.340345,153732214.042768,,49307939.562242,28875532.732316,12161947.251813,5118185992.609276,7706142173.047909,7324688955.458859,218660485.8636,1073697794.378128,1777709750.071065,,697089628.933155,1823847112.588284,685148549.119327,542168674.698795,35204338.22404,417204207.027748,388549245.258801,,2269258522.292437,3802505849.167997,182368198.975922,113331883.842282,115115690.414454,-72439803.129055,471541337.764853,-6397697.089109,2011129818.730457,4959657140.358166,
2016-03-31,0.548419,221451561.72084,52926243.256721,7246702026.383789,,113332.426674,4895394170.179972,236411218.0,,4895394170.179972,902692778.457772,113332.426674,20966498.934675,0.0,182465206.945011,,93385919.57931,533455732.354141,,-278004442.631126,-26746452.695045,236411218.0,2289995013.373226,7780157758.73793,17359127793.644318,,,0.0,,,-206151684.11986,,5101545854.299832,6136610907.112743,154698762.409901,-26179790.561676,4895394170.179972,129652296.114964,0.0,0.0,342150596.128564,77179382.564939,6233283.467066,6233283.467066,264971213.563625,12082370007.706606,66639466.884265,0.548419,,-107779137.766898,-27199782.401741,,9849494537.377033,9578970034.906387,,3130354957.160343,1740899406.138084,,792306994.877374,,2689718482.252142,,221451561.72084,,440636474.908201,,2232875470.329571,,175665261.344576,129652296.114964,129538963.68829,-33659730.722154,3870869033.047736,566662.13337,2289995013.373226,5268144521.510495,
