date,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyAccountsReceivable,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
1986-09-30,,,,2874787000.0,,,,,,414000000,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,6398000000,6398000000,,,,,,,,2874787000.0,,,,,,,,6398000000,,,,,,,,,,,,,,0.15,,,,,,
1986-12-31,,,,,,,3836000000.0,1503000000.0,,371000000,,-2249000000.0,,,,3515000000.0,994000000.0,5945000000.0,,6237000000.0,,,,,,11728000000.0,,73000000.0,,17642000000.0,3988000000.0,,,,,,,73000000.0,967000000.0,-15252000000,1825000000,,,,,,8486000000.0,11987000000.0,,,,,,,5344000000.0,,-15252000000,,5655000000.0,,7505000000.0,,,5914000000.0,4482000000.0,,,,,127000000.0,,566000000.0,,,,,
1987-03-31,,,,2857153000.0,,,,,,386000000,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,6554000000,6554000000,,,,,,,,2857153000.0,,,,,,,,6554000000,,,,,,,,,,,,,,0.14,,,,,,
1987-06-30,,,,2860541000.0,,,,,,476000000,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,7110000000,7110000000,,,,,,,,2860541000.0,,,,,,,,7110000000,,,,,,,,,,,,,,0.17,,,,,,
1987-09-30,,,,2862138000.0,,,,,,502000000,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,6967000000,6967000000,,,,,,,,2862138000.0,,,,,,,,6967000000,,,,,,,,,,,,,,0.18,,,,,,
1987-12-31,,,,,,,4154000000.0,1939000000.0,,478000000,,-2816000000.0,,,,4020000000.0,1288000000.0,5222000000.0,,6582000000.0,,,,,,12573000000.0,,189000000.0,,19145000000.0,4052000000.0,,,,,,,189000000.0,1156000000.0,-16620000000,7064000000,,,,,,9398000000.0,12322000000.0,,,,,,,6437000000.0,,-16620000000,,6823000000.0,,7146000000.0,,,6572000000.0,5176000000.0,,,,,146000000.0,,636000000.0,,,,,
1988-03-31,,,,2842354000.0,,,,,,502000000,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,7236000000,7236000000,,,,,,,,2842354000.0,,,,,,,,7236000000,,,,,,,,,,,,,,0.18,,,,,,
1988-06-30,,,,2842354000.0,,,,,,627000000,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,7819000000,7819000000,,,,,,,,2842354000.0,,,,,,,,7819000000,,,,,,,,,,,,,,0.22,,,,,,
1988-09-30,,,,2842354000.0,,,,,,639000000,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,7547000000,7547000000,,,,,,,,2842354000.0,,,,,,,,7547000000,,,,,,,,,,,,,,0.23,,,,,,
1988-12-31,,,,,,,5384000000.0,5090000000.0,,569000000,,-3284000000.0,,,,7409000000.0,825000000.0,15882000000.0,,8648000000.0,,,,,,28809000000.0,,168000000.0,,36960000000.0,15071000000.0,,,,,,,168000000.0,560000000.0,-18080000000,9140000000,,,,,,11932000000.0,29281000000.0,,,,,,,7833000000.0,,-18080000000,,7679000000.0,,21312000000.0,,,8151000000.0,7969000000.0,,,,,377000000.0,,4605000000.0,,,,,
1989-03-31,,,,2774450000.0,,,,,,590000000,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,10770000000,10770000000,,,,,,,,2774450000.0,,,,,,,,10770000000,,,,,,,,,,,,,,0.21,,,,,,
1989-06-30,456000000.0,,,2759259259.0,,0.0,5267000000.0,4936000000.0,,745000000,745000000.0,-3566000000.0,,,,5468000000.0,1981000000.0,17151000000.0,4575000000.0,8787000000.0,1300000000.0,555000000.0,,,,28685000000.0,0.27,178000000.0,745000000.0,37749000000.0,14962000000.0,,,,,,,178000000.0,1041000000.0,1756000000,11595000000,,1481000000.0,,,6331000000.0,12353000000.0,29334000000.0,2759259259.0,,,,,,8647000000.0,,2059000000,,8415000000.0,,21344000000.0,5264000000.0,,9064000000.0,7990000000.0,,,2784000000.0,,453000000.0,0.27,2212000000.0,,,,,
1989-09-30,433000000.0,22000000.0,,2770370370.0,-6000000.0,0.0,5387000000.0,5032000000.0,1195000000.0,748000000,748000000.0,-3735000000.0,-267000000.0,-932000000.0,-39000000.0,5713000000.0,2090000000.0,15824000000.0,4359000000.0,8892000000.0,1286000000.0,538000000.0,,928000000.0,0.0,28846000000.0,0.27,139000000.0,748000000.0,38132000000.0,14922000000.0,,309000000.0,,,,,139000000.0,1746000000.0,1719000000,11247000000,-160000000.0,1543000000.0,98000000.0,,6078000000.0,12627000000.0,29221000000.0,2770370370.0,,-260000000.0,-80000000.0,0.0,-304000000.0,8590000000.0,,2028000000,216000000.0,8911000000.0,,20219000000.0,5169000000.0,,9286000000.0,9002000000.0,,-37000000.0,2637000000.0,,432000000.0,0.27,2305000000.0,,,,,
1989-12-31,449000000.0,25000000.0,,,20000000.0,58000000.0,5751000000.0,5009000000.0,1279000000.0,863000000,863000000.0,-3900000000.0,-346000000.0,-1560000000.0,-21000000.0,5785000000.0,2008000000.0,14861000000.0,4125000000.0,8457000000.0,1453000000.0,590000000.0,,933000000.0,0.0,29148000000.0,,118000000.0,863000000.0,38528000000.0,15682000000.0,,280000000.0,,,,,118000000.0,1564000000.0,1844000000,11147000000,723000000.0,1917000000.0,18000000.0,,5969000000.0,12357000000.0,28957000000.0,,,-320000000.0,-288000000.0,0.0,252000000.0,9079000000.0,,2124000000,-330000000.0,9571000000.0,,19691000000.0,5178000000.0,,9380000000.0,9266000000.0,,-394000000.0,2417000000.0,,555000000.0,,2822000000.0,,,,,
1990-03-31,390000000.0,14000000.0,,2767857143.0,0.0,0.0,6236000000.0,4946000000.0,-174000000.0,775000000,775000000.0,-4075000000.0,-317000000.0,359000000.0,-4000000.0,5771000000.0,2110000000.0,14934000000.0,4491000000.0,8490000000.0,1340000000.0,565000000.0,,-491000000.0,118000000.0,29104000000.0,0.28,114000000.0,775000000.0,39507000000.0,15668000000.0,,312000000.0,,,,,114000000.0,2334000000.0,1730000000,11388000000,-1291000000.0,1743000000.0,75000000.0,,6221000000.0,12565000000.0,29614000000.0,2767857143.0,,-318000000.0,-449000000.0,0.0,-233000000.0,9478000000.0,-201000000.0,2042000000,53000000.0,9893000000.0,,19766000000.0,5167000000.0,,10403000000.0,9848000000.0,,-75000000.0,2615000000.0,,490000000.0,0.28,2722000000.0,,,,,
1990-06-30,395000000.0,17000000.0,,2788235294.0,1000000.0,0.0,5988000000.0,5074000000.0,2094000000.0,948000000,948000000.0,-4231000000.0,-185000000.0,-1697000000.0,-21000000.0,6070000000.0,2146000000.0,14770000000.0,5021000000.0,8534000000.0,1669000000.0,721000000.0,,1909000000.0,0.0,29184000000.0,0.34,93000000.0,948000000.0,39201000000.0,15576000000.0,,314000000.0,,,,,93000000.0,1179000000.0,2064000000,12740000000,696000000.0,1780000000.0,84000000.0,,7085000000.0,12765000000.0,28697000000.0,2788235294.0,,-318000000.0,273000000.0,0.0,-401000000.0,10059000000.0,-20000000.0,2378000000,54000000.0,10504000000.0,,19668000000.0,5655000000.0,,10017000000.0,9029000000.0,,-216000000.0,3049000000.0,,452000000.0,0.34,2752000000.0,,,,,
1990-09-30,407000000.0,22000000.0,,2755882353.0,-2000000.0,0.0,6864000000.0,5482000000.0,1185000000.0,937000000,937000000.0,-4459000000.0,-270000000.0,3934000000.0,1916000000.0,7264000000.0,2331000000.0,17636000000.0,5036000000.0,9389000000.0,1679000000.0,742000000.0,,915000000.0,0.0,33809000000.0,0.34,2009000000.0,937000000.0,47973000000.0,18938000000.0,,324000000.0,,,,,2009000000.0,3954000000.0,2086000000,12818000000,-196000000.0,2221000000.0,150000000.0,,7122000000.0,13848000000.0,36628000000.0,2755882353.0,,-318000000.0,-358000000.0,0.0,-3239000000.0,10558000000.0,0.0,2410000000,-30000000.0,11345000000.0,,23189000000.0,5696000000.0,,14164000000.0,13439000000.0,,-2969000000.0,3000000000.0,,1059000000.0,0.34,3222000000.0,,,,,
1990-12-31,554000000.0,27000000.0,,,1000000.0,111000000.0,7153000000.0,5561000000.0,2280000000.0,880000000,880000000.0,-4677000000.0,-583000000.0,-3387000000.0,-1863000000.0,7001000000.0,2698000000.0,16121000000.0,5603000000.0,9604000000.0,1623000000.0,743000000.0,,1697000000.0,0.0,34202000000.0,,146000000.0,880000000.0,46569000000.0,19037000000.0,,417000000.0,,,,,146000000.0,2621000000.0,2066000000,14223000000,673000000.0,2462000000.0,76000000.0,,7669000000.0,14281000000.0,34622000000.0,,,-397000000.0,-165000000.0,0.0,-793000000.0,10960000000.0,0.0,2483000000,238000000.0,11947000000.0,,22538000000.0,6554000000.0,,12367000000.0,12084000000.0,,-210000000.0,3283000000.0,,967000000.0,,3719000000.0,,,,,
1991-03-31,430000000.0,20000000.0,,2770588235.0,0.0,0.0,7460000000.0,5641000000.0,484000000.0,942000000,942000000.0,-4787000000.0,-261000000.0,-75000000.0,-31000000.0,7222000000.0,2784000000.0,15782000000.0,5996000000.0,9405000000.0,1650000000.0,708000000.0,,223000000.0,146000000.0,33636000000.0,0.34,115000000.0,942000000.0,46534000000.0,18590000000.0,,381000000.0,,,,,115000000.0,2980000000.0,2080000000,14222000000,-944000000.0,2044000000.0,90000000.0,,8076000000.0,14192000000.0,34445000000.0,2770588235.0,,-399000000.0,-582000000.0,0.0,-420000000.0,11440000000.0,,2461000000,15000000.0,12089000000.0,,22199000000.0,6146000000.0,,12898000000.0,12246000000.0,,-159000000.0,3346000000.0,,886000000.0,0.34,3633000000.0,,,,,
1991-06-30,419000000.0,34000000.0,,2812195122.0,0.0,0.0,6851000000.0,5646000000.0,2155000000.0,1153000000,1153000000.0,-4874000000.0,-395000000.0,-1715000000.0,1000000.0,6822000000.0,2883000000.0,15067000000.0,6138000000.0,9380000000.0,2047000000.0,894000000.0,,1760000000.0,0.0,33177000000.0,0.41,116000000.0,1153000000.0,45338000000.0,18151000000.0,,376000000.0,,,,,116000000.0,2300000000.0,2466000000,14770000000,467000000.0,2173000000.0,79000000.0,,8604000000.0,14254000000.0,32890000000.0,2812195122.0,,-398000000.0,456000000.0,0.0,-412000000.0,12164000000.0,,2844000000,85000000.0,12448000000.0,,21595000000.0,6166000000.0,,12161000000.0,11295000000.0,,-24000000.0,3521000000.0,,867000000.0,0.41,3645000000.0,,,,,
1991-09-30,388000000.0,40000000.0,,2758536585.0,0.0,0.0,7249000000.0,6027000000.0,1433000000.0,1131000000,1131000000.0,-5135000000.0,-395000000.0,-686000000.0,12000000.0,7543000000.0,2952000000.0,15036000000.0,5487000000.0,9665000000.0,1996000000.0,865000000.0,,1038000000.0,0.0,33942000000.0,0.41,128000000.0,1131000000.0,46564000000.0,18250000000.0,,377000000.0,,,,,128000000.0,2454000000.0,2384000000,13770000000,-117000000.0,1847000000.0,104000000.0,,7871000000.0,14800000000.0,33437000000.0,2758536585.0,,-398000000.0,-236000000.0,0.0,-747000000.0,12762000000.0,-279000000.0,2762000000,-62000000.0,13127000000.0,,21593000000.0,5899000000.0,,12622000000.0,11844000000.0,,-352000000.0,3130000000.0,,842000000.0,0.41,3605000000.0,,,,,
1991-12-31,459000000.0,25000000.0,,,0.0,45000000.0,7445000000.0,6220000000.0,2187000000.0,701000000,701000000.0,-5335000000.0,-673000000.0,-1469000000.0,-2000000.0,7135000000.0,2474000000.0,14213000000.0,6103000000.0,9946000000.0,1278000000.0,577000000.0,,1514000000.0,0.0,34790000000.0,,126000000.0,701000000.0,47384000000.0,18624000000.0,,363000000.0,,,,,126000000.0,2687000000.0,1692000000,13696000000,522000000.0,2820000000.0,-631000000.0,,7795000000.0,15281000000.0,34872000000.0,,,-483000000.0,-106000000.0,0.0,-735000000.0,12038000000.0,-299000000.0,2055000000,1232000000.0,12512000000.0,,22230000000.0,5901000000.0,,12594000000.0,12642000000.0,,-84000000.0,3833000000.0,,902000000.0,,5543000000.0,,,,,
1992-03-31,384000000.0,35000000.0,,2747500000.0,0.0,0.0,7744000000.0,6209000000.0,538000000.0,1099000000,1099000000.0,-5569000000.0,-307000000.0,-158000000.0,-18000000.0,7584000000.0,2558000000.0,15035000000.0,5816000000.0,9972000000.0,1912000000.0,813000000.0,,231000000.0,126000000.0,34476000000.0,0.4,108000000.0,1099000000.0,47872000000.0,18295000000.0,,393000000.0,,,,,108000000.0,2523000000.0,2296000000,14051000000,-1078000000.0,2101000000.0,81000000.0,,8112000000.0,15541000000.0,35377000000.0,2747500000.0,,-485000000.0,-338000000.0,0.0,-388000000.0,12647000000.0,-408000000.0,2689000000,43000000.0,12495000000.0,,23169000000.0,5939000000.0,,13396000000.0,12208000000.0,,-81000000.0,3226000000.0,,931000000.0,0.4,5576000000.0,,,,,
1992-06-30,389000000.0,23000000.0,,2761224490.0,0.0,0.0,7500000000.0,6643000000.0,2629000000.0,1353000000,1353000000.0,-5718000000.0,-640000000.0,-1327000000.0,567000000.0,8428000000.0,2659000000.0,14711000000.0,6247000000.0,10153000000.0,2353000000.0,1000000000.0,,1989000000.0,0.0,35210000000.0,0.49,675000000.0,1353000000.0,49106000000.0,18414000000.0,,381000000.0,,,,,675000000.0,2952000000.0,2742000000,15155000000,632000000.0,2034000000.0,108000000.0,,8989000000.0,15871000000.0,36422000000.0,2761224490.0,,-481000000.0,336000000.0,0.0,-754000000.0,13522000000.0,-870000000.0,3129000000,292000000.0,12684000000.0,,23008000000.0,6166000000.0,,13896000000.0,13414000000.0,,-309000000.0,3640000000.0,,892000000.0,0.49,5638000000.0,,,,,
1992-09-30,355000000.0,51000000.0,,2689583333.0,0.0,0.0,8091000000.0,7237000000.0,1509000000.0,1291000000,1291000000.0,-5980000000.0,-99000000.0,-637000000.0,-261000000.0,8542000000.0,2770000000.0,14766000000.0,6229000000.0,10463000000.0,2247000000.0,956000000.0,,1410000000.0,0.0,36484000000.0,0.48,414000000.0,1291000000.0,50867000000.0,18784000000.0,,391000000.0,,,,,414000000.0,3499000000.0,2602000000,15005000000,-304000000.0,2263000000.0,145000000.0,,8831000000.0,16443000000.0,37691000000.0,2689583333.0,,-479000000.0,-347000000.0,0.0,-1157000000.0,14238000000.0,-593000000.0,2993000000,56000000.0,13176000000.0,,23387000000.0,6174000000.0,,14383000000.0,14304000000.0,,-1058000000.0,3496000000.0,,901000000.0,0.48,5851000000.0,,,,,
1992-12-31,385000000.0,6000000.0,,,0.0,62000000.0,7785000000.0,7055000000.0,2206000000.0,1196000000,1196000000.0,-5982000000.0,-527000000.0,-904000000.0,607000000.0,8000000000.0,2888000000.0,14583000000.0,6240000000.0,10530000000.0,2096000000.0,900000000.0,,1679000000.0,0.0,36108000000.0,,1021000000.0,1196000000.0,50014000000.0,18523000000.0,,377000000.0,,,,,1021000000.0,2862000000.0,2419000000,14920000000,434000000.0,2401000000.0,249000000.0,,8659000000.0,16512000000.0,37451000000.0,,,-583000000.0,45000000.0,0.0,-645000000.0,14867000000.0,-578000000.0,2796000000,-95000000.0,12563000000.0,,24188000000.0,6261000000.0,,13906000000.0,13263000000.0,,1399000000.0,3592000000.0,,953000000.0,,6717000000.0,,,,,
1993-03-31,382000000.0,16000000.0,,2647826087.0,0.0,0.0,8019000000.0,6780000000.0,1132000000.0,1218000000,1218000000.0,-6243000000.0,-351000000.0,83000000.0,619000000.0,8246000000.0,2934000000.0,15107000000.0,6492000000.0,10742000000.0,2082000000.0,864000000.0,,781000000.0,1021000000.0,36221000000.0,0.46,1640000000.0,1218000000.0,51380000000.0,18699000000.0,,397000000.0,,,,-94000000.0,1640000000.0,4884000000.0,2464000000,15189000000,-569000000.0,2245000000.0,46000000.0,,8956000000.0,16985000000.0,39465000000.0,2647826087.0,,-581000000.0,-155000000.0,0.0,-591000000.0,15490000000.0,-1218000000.0,2861000000,56000000.0,11915000000.0,,24090000000.0,6233000000.0,,15159000000.0,15375000000.0,,-197000000.0,3471000000.0,,923000000.0,0.46,6049000000.0,,,,,
1993-06-30,343000000.0,8000000.0,,2632500000.0,0.0,0.0,7958000000.0,7523000000.0,1637000000.0,1053000000,1053000000.0,-6625000000.0,-2906000000.0,-183000000.0,-1354000000.0,7942000000.0,3104000000.0,17478000000.0,7207000000.0,11159000000.0,1784000000.0,731000000.0,,-1269000000.0,0.0,38487000000.0,0.4,286000000.0,1053000000.0,52316000000.0,19805000000.0,,424000000.0,,,,-374000000.0,286000000.0,2154000000.0,2127000000,15789000000,4000000.0,2491000000.0,151000000.0,,9334000000.0,17784000000.0,40108000000.0,2632500000.0,,-570000000.0,164000000.0,0.0,-2777000000.0,15961000000.0,0.0,2551000000,22000000.0,12208000000.0,,27521000000.0,6455000000.0,,13829000000.0,12587000000.0,,503000000.0,4150000000.0,,915000000.0,0.4,6939000000.0,,,,,
1993-09-30,343000000.0,4000000.0,,2624324324.0,-37000000.0,0.0,7909000000.0,7452000000.0,1864000000.0,971000000,971000000.0,-6716000000.0,-495000000.0,-1520000000.0,69000000.0,7968000000.0,3297000000.0,16884000000.0,6866000000.0,11137000000.0,1718000000.0,747000000.0,,1369000000.0,0.0,38306000000.0,0.37,355000000.0,971000000.0,52215000000.0,19717000000.0,,376000000.0,,,,-45000000.0,355000000.0,2684000000.0,2061000000,15209000000,165000000.0,2549000000.0,280000000.0,,8927000000.0,17853000000.0,39614000000.0,2624324324.0,,-572000000.0,83000000.0,0.0,-278000000.0,16357000000.0,0.0,2437000000,70000000.0,12601000000.0,,26413000000.0,6282000000.0,,13909000000.0,13201000000.0,,258000000.0,3865000000.0,,969000000.0,0.37,6232000000.0,,,,,
1993-12-31,323000000.0,11000000.0,,,3000000.0,-477000000.0,7358000000.0,8188000000.0,2334000000.0,326000000,-151000000.0,-6467000000.0,-1001000000.0,-1910000000.0,-173000000.0,8396000000.0,3067000000.0,15221000000.0,-2683000000.0,10463000000.0,612000000.0,286000000.0,3982000000.0,1333000000.0,0.0,38397000000.0,,182000000.0,-151000000.0,51205000000.0,19746000000.0,,422000000.0,,,,-84000000.0,182000000.0,2935000000.0,935000000,4434000000,1020000000.0,3137000000.0,-446000000.0,,-1748000000.0,16930000000.0,39578000000.0,,,-568000000.0,304000000.0,182000000.0,-575000000.0,15718000000.0,0.0,1357000000,-9000000.0,11627000000.0,,25110000000.0,6182000000.0,,12808000000.0,14468000000.0,,12000000.0,4777000000.0,,1286000000.0,,6822000000.0,,,,,
1994-03-31,319000000.0,10000000.0,,2631000000.0,-3000000.0,0.0,7462000000.0,7393000000.0,874000000.0,1171000000,1171000000.0,-6661000000.0,-291000000.0,-1300000000.0,27000000.0,9312000000.0,3144000000.0,15608000000.0,3824000000.0,10491000000.0,2043000000.0,872000000.0,4769000000.0,583000000.0,182000000.0,37722000000.0,0.45,209000000.0,1171000000.0,51525000000.0,19838000000.0,,398000000.0,,,,-48000000.0,209000000.0,2038000000.0,2362000000,12727000000,-818000000.0,2514000000.0,67000000.0,,6186000000.0,17152000000.0,39510000000.0,2631000000.0,,-570000000.0,-73000000.0,209000000.0,451000000.0,16230000000.0,-177000000.0,2760000000,50000000.0,12015000000.0,,25646000000.0,6541000000.0,,13803000000.0,13864000000.0,,734000000.0,3426000000.0,,1363000000.0,0.45,6894000000.0,,,,,
1994-06-30,312000000.0,4000000.0,,2610000000.0,-11000000.0,0.0,7369000000.0,7600000000.0,1405000000.0,1232000000,1232000000.0,-6993000000.0,-397000000.0,-875000000.0,46000000.0,8885000000.0,3245000000.0,15690000000.0,4281000000.0,10711000000.0,2150000000.0,918000000.0,4929000000.0,1008000000.0,209000000.0,38238000000.0,0.47,255000000.0,1232000000.0,52141000000.0,19927000000.0,,418000000.0,,,,-144000000.0,255000000.0,2031000000.0,2462000000,13532000000,-363000000.0,2641000000.0,140000000.0,,6743000000.0,17704000000.0,39549000000.0,2610000000.0,,-605000000.0,266000000.0,255000000.0,-495000000.0,16635000000.0,-377000000.0,2880000000,71000000.0,12592000000.0,,25992000000.0,6789000000.0,,13903000000.0,13557000000.0,,41000000.0,3873000000.0,,1350000000.0,0.47,7057000000.0,,,,,
