date,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyAccountsReceivable,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
2009-06-30,287000000.0,40000000.0,4780000000.0,2061224490.0,13000000.0,217000000.0,1881000000.0,6196000000.0,-1908000000.0,1011000000,1010000000.0,-3257000000.0,-69000000.0,-1427000000.0,-3314000000.0,0.0,8191000000.0,11684000000.0,779000000.0,2824000000.0,1607000000.0,596000000.0,,-1977000000.0,3858000000.0,30947000000.0,0.49,544000000.0,1010000000.0,35829000000.0,12149000000.0,-2015000000.0,69000000.0,,89000000.0,935000000.0,,544000000.0,1168000000.0,3802000000,6719000000,-2912000000.0,293000000.0,189000000.0,-52000000.0,2456000000.0,6081000000.0,32484000000.0,2069000000.0,,-663000000.0,152000000.0,544000000.0,21000000.0,22404000000.0,,1963000000,-103000000.0,3343000000.0,4849000000.0,25507000000.0,2138000000.0,0.0,4882000000.0,6977000000.0,4998000000.0,10000000.0,776000000.0,-375000000.0,795000000.0,0.49,1688000000.0,,,,,
2009-09-30,279000000.0,6000000.0,4962000000.0,2051162791.0,9000000.0,119000000.0,1762000000.0,5996000000.0,1872000000.0,882000000,882000000.0,-3353000000.0,-60000000.0,-1541000000.0,486000000.0,0.0,8306000000.0,11184000000.0,891000000.0,2774000000.0,1234000000.0,352000000.0,,1812000000.0,544000000.0,30872000000.0,0.42,1030000000.0,882000000.0,35880000000.0,12142000000.0,-1834000000.0,71000000.0,,214000000.0,935000000.0,0.0,1030000000.0,775000000.0,3376000000,6300000000,977000000.0,312000000.0,72000000.0,18000000.0,2285000000.0,6127000000.0,32157000000.0,2072000000.0,,-663000000.0,115000000.0,1030000000.0,155000000.0,22581000000.0,0.0,1584000000,-106000000.0,3721000000.0,5374000000.0,24987000000.0,2033000000.0,0.0,5008000000.0,7170000000.0,4998000000.0,1000000.0,884000000.0,-705000000.0,623000000.0,0.43,1527000000.0,,,,,
2009-12-31,287000000.0,32000000.0,4980000000.0,,183000000.0,-263000000.0,1810000000.0,5928000000.0,1436000000.0,726000000,725000000.0,-3460000000.0,-101000000.0,-536000000.0,841000000.0,0.0,8563000000.0,11185000000.0,430000000.0,2684000000.0,1075000000.0,349000000.0,,1335000000.0,1030000000.0,30904000000.0,,1871000000.0,725000000.0,36677000000.0,12138000000.0,-1561000000.0,73000000.0,,26000000.0,935000000.0,0.0,1871000000.0,775000000.0,1621000000,4100000000,675000000.0,494000000.0,59000000.0,15000000.0,2051000000.0,6144000000.0,32605000000.0,,,-706000000.0,-48000000.0,1871000000.0,-59000000.0,22599000000.0,0.0,1435000000,-127000000.0,4069000000.0,6013000000.0,24613000000.0,2049000000.0,0.0,5773000000.0,7992000000.0,5174000000.0,16000000.0,426000000.0,-45000000.0,660000000.0,,1382000000.0,,,,,
2010-03-31,287000000.0,21000000.0,5177000000.0,2077000000.0,-154000000.0,138000000.0,1813000000.0,5843000000.0,2041000000.0,813000000,813000000.0,-3377000000.0,-38000000.0,-639000000.0,1419000000.0,3353000000.0,8481000000.0,11185000000.0,654000000.0,2635000000.0,1281000000.0,468000000.0,,2003000000.0,1871000000.0,30961000000.0,0.39,3290000000.0,813000000.0,37999000000.0,12132000000.0,-1491000000.0,69000000.0,,40000000.0,935000000.0,,3290000000.0,975000000.0,1430000000,3951000000,1173000000.0,311000000.0,-98000000.0,-8000000.0,2084000000.0,6012000000.0,33734000000.0,2077000000.0,204000000.0,-706000000.0,-3000000.0,3290000000.0,17000000.0,22683000000.0,,1637000000,178000000.0,4263000000.0,6817000000.0,24694000000.0,1867000000.0,0.0,7038000000.0,9040000000.0,5174000000.0,15000000.0,648000000.0,0.0,504000000.0,0.39,1524000000.0,,,,,
2010-06-30,290000000.0,18000000.0,5119000000.0,2079000000.0,4000000.0,92000000.0,1650000000.0,5637000000.0,-1750000000.0,1043000000,1042000000.0,-3286000000.0,-31000000.0,-690000000.0,-2436000000.0,3201000000.0,8464000000.0,11984000000.0,824000000.0,2535000000.0,1352000000.0,309000000.0,,-1781000000.0,3290000000.0,30593000000.0,0.5,854000000.0,1042000000.0,35245000000.0,12128000000.0,-1576000000.0,68000000.0,,32000000.0,935000000.0,,854000000.0,200000000.0,1550000000,4341000000,-2692000000.0,277000000.0,24000000.0,-33000000.0,2374000000.0,5821000000.0,30722000000.0,2079000000.0,,-729000000.0,163000000.0,854000000.0,4000000.0,22996000000.0,,1710000000,-18000000.0,4521000000.0,3970000000.0,25171000000.0,1967000000.0,0.0,4652000000.0,5551000000.0,5174000000.0,3000000.0,651000000.0,-780000000.0,791000000.0,0.5,1206000000.0,,,,,
2010-09-30,279000000.0,50000000.0,10021000000.0,2080000000.0,18000000.0,183000000.0,1618000000.0,1865000000.0,1431000000.0,1131000000,1131000000.0,-2755000000.0,-47000000.0,-647000000.0,846000000.0,1211000000.0,8771000000.0,12194000000.0,697000000.0,2422000000.0,1683000000.0,552000000.0,82000000.0,1384000000.0,854000000.0,31604000000.0,0.54,1700000000.0,1126000000.0,37110000000.0,12122000000.0,-1369000000.0,71000000.0,,47000000.0,935000000.0,,1700000000.0,0.0,1779000000,4461000000,1151000000.0,320000000.0,83000000.0,47000000.0,2476000000.0,5177000000.0,31925000000.0,2080000000.0,,-730000000.0,32000000.0,1700000000.0,62000000.0,23334000000.0,,2033000000,-799000000.0,5150000000.0,3710000000.0,25576000000.0,1985000000.0,,5506000000.0,6349000000.0,5174000000.0,62000000.0,691000000.0,5000000.0,842000000.0,0.54,1095000000.0,,,,,
2010-12-31,280000000.0,15000000.0,9898000000.0,,177000000.0,186000000.0,1803000000.0,1851000000.0,1045000000.0,920000000,919000000.0,-2770000000.0,-52000000.0,-607000000.0,614000000.0,0.0,4618000000.0,12194000000.0,756000000.0,2380000000.0,1407000000.0,487000000.0,85000000.0,993000000.0,1700000000.0,31421000000.0,,2314000000.0,916000000.0,37402000000.0,12118000000.0,-1484000000.0,68000000.0,,193000000.0,935000000.0,,2314000000.0,0.0,1498000000,4139000000,64000000.0,529000000.0,115000000.0,42000000.0,2254000000.0,5150000000.0,32175000000.0,,,-793000000.0,-185000000.0,2314000000.0,176000000.0,23459000000.0,,1755000000,64000000.0,5192000000.0,5051000000.0,25335000000.0,1885000000.0,,5981000000.0,6840000000.0,5174000000.0,35000000.0,752000000.0,-6000000.0,614000000.0,,4930000000.0,,,,,
2011-03-31,,21000000.0,10132000000.0,2084000000.0,-163000000.0,187000000.0,1824000000.0,1839000000.0,2062000000.0,938000000,937000000.0,-2760000000.0,-13000000.0,-936000000.0,1118000000.0,1102000000.0,8512000000.0,12194000000.0,607000000.0,2339000000.0,1450000000.0,512000000.0,,2049000000.0,2314000000.0,31596000000.0,0.45,3432000000.0,937000000.0,38584000000.0,12112000000.0,-1391000000.0,60000000.0,,4000000.0,935000000.0,,3432000000.0,,1541000000,3943000000,1241000000.0,282000000.0,-38000000.0,-66000000.0,2148000000.0,5099000000.0,33096000000.0,2084000000.0,337000000.0,-794000000.0,-21000000.0,3432000000.0,-8000000.0,23601000000.0,,1601000000,207000000.0,5453000000.0,4988000000.0,25212000000.0,1795000000.0,,6988000000.0,7884000000.0,5174000000.0,1000000.0,601000000.0,,498000000.0,0.45,1107000000.0,,,,,
2011-06-30,,8000000.0,9796000000.0,2076000000.0,-15000000.0,154000000.0,1673000000.0,1793000000.0,-1583000000.0,444000000,444000000.0,-2432000000.0,-27000000.0,117000000.0,-1368000000.0,1310000000.0,8212000000.0,13688000000.0,676000000.0,2305000000.0,1156000000.0,712000000.0,,-1610000000.0,3432000000.0,31175000000.0,0.21,2064000000.0,444000000.0,36832000000.0,12107000000.0,-1279000000.0,61000000.0,,125000000.0,935000000.0,,2064000000.0,,1296000000,4002000000,-2552000000.0,252000000.0,-359000000.0,-28000000.0,1972000000.0,4737000000.0,32164000000.0,2076000000.0,42000000.0,-795000000.0,151000000.0,2064000000.0,98000000.0,23256000000.0,,1357000000,932000000.0,4633000000.0,2555000000.0,26718000000.0,2030000000.0,,5657000000.0,5446000000.0,5174000000.0,0.0,671000000.0,,591000000.0,0.21,1412000000.0,,,,,
2011-09-30,,0.0,9353000000.0,2054000000.0,25000000.0,227000000.0,1625000000.0,1713000000.0,2085000000.0,1174000000,1173000000.0,-2478000000.0,-35000000.0,-1190000000.0,979000000.0,0.0,8080000000.0,13088000000.0,586000000.0,2284000000.0,1793000000.0,619000000.0,,2050000000.0,2064000000.0,30626000000.0,0.57,3043000000.0,1173000000.0,37201000000.0,12102000000.0,-1461000000.0,63000000.0,,119000000.0,935000000.0,,3043000000.0,600000000.0,1859000000,4328000000,987000000.0,326000000.0,-52000000.0,-12000000.0,2445000000.0,4762000000.0,32746000000.0,2054000000.0,192000000.0,-790000000.0,48000000.0,3043000000.0,84000000.0,23585000000.0,-425000000.0,1922000000,92000000.0,4419000000.0,4743000000.0,25767000000.0,1883000000.0,,6575000000.0,6979000000.0,5174000000.0,0.0,581000000.0,,526000000.0,0.57,1200000000.0,,,,,
2011-12-31,,0.0,9086000000.0,,135000000.0,-46000000.0,1779000000.0,1257000000.0,1049000000.0,837000000,836000000.0,-2512000000.0,-30000000.0,-1035000000.0,227000000.0,0.0,7562000000.0,13089000000.0,794000000.0,2216000000.0,1183000000.0,346000000.0,,1019000000.0,3043000000.0,29831000000.0,,3270000000.0,836000000.0,36962000000.0,12098000000.0,-1887000000.0,69000000.0,,242000000.0,935000000.0,,3270000000.0,600000000.0,1580000000,4346000000,117000000.0,503000000.0,6000000.0,46000000.0,2374000000.0,4728000000.0,33247000000.0,,,-843000000.0,-154000000.0,3270000000.0,213000000.0,23583000000.0,-327000000.0,2175000000,-66000000.0,3680000000.0,5254000000.0,25604000000.0,1972000000.0,,7131000000.0,7643000000.0,5174000000.0,1000000.0,790000000.0,,607000000.0,,932000000.0,,,,,
2012-03-31,,,9212000000.0,2034000000.0,-134000000.0,157000000.0,1830000000.0,1278000000.0,1837000000.0,973000000,973000000.0,-2572000000.0,-16000000.0,-1238000000.0,886000000.0,1338000000.0,7446000000.0,13089000000.0,539000000.0,2165000000.0,1527000000.0,554000000.0,,1821000000.0,3270000000.0,29922000000.0,0.48,4156000000.0,973000000.0,37815000000.0,12093000000.0,-1685000000.0,56000000.0,,303000000.0,935000000.0,,4156000000.0,600000000.0,1663000000,3994000000,1347000000.0,328000000.0,-217000000.0,-68000000.0,2202000000.0,4737000000.0,34079000000.0,2034000000.0,309000000.0,-838000000.0,-51000000.0,4156000000.0,287000000.0,23720000000.0,-266000000.0,1719000000,343000000.0,3701000000.0,5012000000.0,25298000000.0,1792000000.0,,7893000000.0,8781000000.0,5174000000.0,0.0,534000000.0,,456000000.0,0.48,1242000000.0,,,,,
2012-06-30,293000000.0,,9498000000.0,2027000000.0,1000000.0,207000000.0,1684000000.0,513000000.0,-1922000000.0,1226000000,1225000000.0,-2619000000.0,-23000000.0,-929000000.0,-2628000000.0,1217000000.0,6838000000.0,13089000000.0,601000000.0,2131000000.0,1807000000.0,581000000.0,,-1945000000.0,4156000000.0,29404000000.0,0.6,1528000000.0,1225000000.0,34547000000.0,12088000000.0,-1674000000.0,57000000.0,,249000000.0,935000000.0,,1528000000.0,600000000.0,1893000000,4580000000,-2836000000.0,335000000.0,-754000000.0,4000000.0,2494000000.0,4750000000.0,30239000000.0,2027000000.0,,-836000000.0,146000000.0,1528000000.0,223000000.0,24334000000.0,-94000000.0,1950000000,704000000.0,4273000000.0,2765000000.0,24158000000.0,2086000000.0,,5143000000.0,6081000000.0,5174000000.0,-3000000.0,596000000.0,,468000000.0,0.6,725000000.0,,,,,
2012-09-30,282000000.0,0.0,9273000000.0,2024000000.0,-883000000.0,-606000000.0,1624000000.0,463000000.0,2205000000.0,657000000,657000000.0,-2608000000.0,-38000000.0,-1765000000.0,658000000.0,3112000000.0,6815000000.0,13878000000.0,553000000.0,2111000000.0,1043000000.0,386000000.0,,2167000000.0,1528000000.0,29104000000.0,0.32,2186000000.0,657000000.0,35038000000.0,12083000000.0,-1604000000.0,56000000.0,,261000000.0,935000000.0,,2186000000.0,0.0,1931000000,4466000000,776000000.0,289000000.0,-117000000.0,26000000.0,2484000000.0,4719000000.0,31137000000.0,2024000000.0,,-834000000.0,60000000.0,2186000000.0,218000000.0,24098000000.0,-235000000.0,1381000000,189000000.0,3866000000.0,4953000000.0,24789000000.0,1982000000.0,,5934000000.0,6348000000.0,5174000000.0,-5000000.0,548000000.0,,641000000.0,0.32,621000000.0,,,,,
2012-12-31,260000000.0,0.0,9218000000.0,2005454545.0,982000000.0,189000000.0,1746000000.0,442000000.0,1783000000.0,1105000000,1103000000.0,-2648000000.0,-47000000.0,-1261000000.0,714000000.0,3176000000.0,6652000000.0,12419000000.0,556000000.0,2102000000.0,1758000000.0,653000000.0,193000000.0,1736000000.0,2186000000.0,29014000000.0,0.55,2900000000.0,1103000000.0,35329000000.0,12078000000.0,-2040000000.0,56000000.0,,236000000.0,935000000.0,,2900000000.0,1459000000.0,1827000000,4460000000,580000000.0,451000000.0,1494000000.0,43000000.0,2383000000.0,4750000000.0,32159000000.0,2013000000.0,,-892000000.0,-122000000.0,2900000000.0,192000000.0,24316000000.0,-487000000.0,2074000000,-1628000000.0,3168000000.0,5453000000.0,23908000000.0,2077000000.0,,6315000000.0,8251000000.0,5174000000.0,3000000.0,603000000.0,-864000000.0,260000000.0,0.55,564000000.0,,,,,
2013-03-31,261000000.0,,9134000000.0,2003000000.0,-129000000.0,256000000.0,1816000000.0,441000000.0,1793000000.0,1385000000,1385000000.0,-2695000000.0,-15000000.0,-1106000000.0,875000000.0,1032000000.0,6657000000.0,11894000000.0,522000000.0,2068000000.0,2147000000.0,762000000.0,112000000.0,1778000000.0,2900000000.0,28890000000.0,0.69,3775000000.0,1385000000.0,36006000000.0,12073000000.0,-2068000000.0,54000000.0,81000000.0,203000000.0,935000000.0,,3775000000.0,1984000000.0,2152000000,3973000000,895000000.0,259000000.0,16000000.0,-89000000.0,2674000000.0,4763000000.0,32436000000.0,2003000000.0,600000000.0,-886000000.0,-70000000.0,3775000000.0,188000000.0,24817000000.0,-91000000.0,2206000000,9000000.0,3569000000.0,5769000000.0,22938000000.0,1299000000.0,,7116000000.0,9498000000.0,5174000000.0,0.0,517000000.0,,197000000.0,0.69,528000000.0,,,,,
2013-06-30,264000000.0,,8847000000.0,2009523810.0,-10000000.0,226000000.0,1701000000.0,451000000.0,-1223000000.0,1266000000,1266000000.0,-2736000000.0,-26000000.0,-32000000.0,-1204000000.0,2998000000.0,6560000000.0,12890000000.0,552000000.0,2040000000.0,1964000000.0,698000000.0,114000000.0,-1249000000.0,3775000000.0,28580000000.0,0.63,2571000000.0,1266000000.0,34440000000.0,12068000000.0,-2330000000.0,52000000.0,-2000000.0,71000000.0,935000000.0,,2571000000.0,1984000000.0,2002000000,4526000000,-2376000000.0,275000000.0,34000000.0,10000000.0,2554000000.0,4776000000.0,30874000000.0,2009523810.0,,-883000000.0,115000000.0,2571000000.0,51000000.0,25201000000.0,-135000000.0,2054000000,-11000000.0,3565000000.0,3926000000.0,23804000000.0,1972000000.0,,5860000000.0,7070000000.0,5174000000.0,6000000.0,547000000.0,,257000000.0,0.63,530000000.0,,,,,
2013-09-30,269000000.0,,8673000000.0,1998000000.0,27000000.0,255000000.0,1718000000.0,450000000.0,2406000000.0,1396000000,1396000000.0,-2746000000.0,-49000000.0,-1012000000.0,1640000000.0,0.0,6466000000.0,12892000000.0,689000000.0,2041000000.0,2118000000.0,722000000.0,92000000.0,2357000000.0,2571000000.0,28401000000.0,0.7,4211000000.0,1396000000.0,35950000000.0,12063000000.0,-2223000000.0,52000000.0,22000000.0,285000000.0,935000000.0,,4211000000.0,1984000000.0,2132000000,4760000000,995000000.0,347000000.0,-155000000.0,60000000.0,2821000000.0,4787000000.0,31969000000.0,1998000000.0,,-883000000.0,-17000000.0,4211000000.0,246000000.0,25636000000.0,-156000000.0,2184000000,-76000000.0,3981000000.0,5043000000.0,23632000000.0,1939000000.0,,7549000000.0,8337000000.0,5174000000.0,10000000.0,659000000.0,,310000000.0,0.7,505000000.0,,,,,
2013-12-31,259000000.0,,8452000000.0,2033333333.0,90000000.0,-841000000.0,1879000000.0,557000000.0,1399000000.0,488000000,488000000.0,-2789000000.0,-41000000.0,-2552000000.0,-1036000000.0,3142000000.0,6854000000.0,13992000000.0,599000000.0,2028000000.0,713000000.0,225000000.0,115000000.0,1358000000.0,4211000000.0,28269000000.0,0.24,3175000000.0,488000000.0,34859000000.0,12058000000.0,-1378000000.0,54000000.0,-23000000.0,157000000.0,935000000.0,,3175000000.0,525000000.0,1809000000,4404000000,-72000000.0,409000000.0,19000000.0,-57000000.0,2408000000.0,4817000000.0,30741000000.0,2033333333.0,,-960000000.0,-161000000.0,3175000000.0,117000000.0,25168000000.0,-252000000.0,1763000000,69000000.0,4119000000.0,5165000000.0,23683000000.0,1996000000.0,,6590000000.0,7058000000.0,5174000000.0,1000000.0,597000000.0,-4613000000.0,321000000.0,0.24,435000000.0,,,,,
2014-03-31,153000000.0,,8608000000.0,1991525424.0,-2000000.0,223000000.0,1970000000.0,591000000.0,2125000000.0,1175000000,1175000000.0,-2825000000.0,-27000000.0,-1756000000.0,445000000.0,3274000000.0,6908000000.0,13992000000.0,520000000.0,2003000000.0,1806000000.0,631000000.0,113000000.0,2098000000.0,3175000000.0,28429000000.0,0.59,3620000000.0,1175000000.0,35406000000.0,12053000000.0,-1318000000.0,50000000.0,2000000.0,98000000.0,935000000.0,,3620000000.0,0.0,1736000000,4008000000,1088000000.0,321000000.0,-13000000.0,-109000000.0,2256000000.0,4828000000.0,31293000000.0,1991525424.0,518000000.0,-957000000.0,-91000000.0,3620000000.0,76000000.0,25388000000.0,-272000000.0,1786000000,43000000.0,4115000000.0,5788000000.0,23709000000.0,1752000000.0,,6977000000.0,7584000000.0,5174000000.0,5000000.0,520000000.0,-525000000.0,174000000.0,0.59,406000000.0,,,,,
2014-06-30,230000000.0,,8816000000.0,1980000000.0,0.0,210000000.0,1850000000.0,650000000.0,-1366000000.0,1262000000,1262000000.0,-2819000000.0,-33000000.0,-1087000000.0,-2427000000.0,0.0,6970000000.0,13993000000.0,638000000.0,1997000000.0,1945000000.0,683000000.0,105000000.0,-1399000000.0,3620000000.0,28807000000.0,0.64,1193000000.0,1262000000.0,33282000000.0,12059000000.0,-1229000000.0,50000000.0,10000000.0,91000000.0,935000000.0,,1193000000.0,0.0,1965000000,4571000000,-2499000000.0,311000000.0,-8000000.0,-12000000.0,2603000000.0,4816000000.0,28889000000.0,1980000000.0,,-955000000.0,129000000.0,1193000000.0,26000000.0,25698000000.0,-132000000.0,2015000000,29000000.0,4395000000.0,3781000000.0,23843000000.0,1968000000.0,,4475000000.0,5046000000.0,5285000000.0,61000000.0,638000000.0,0.0,226000000.0,0.64,481000000.0,,,,,
2014-09-30,213000000.0,,8413000000.0,1967605634.0,16000000.0,321000000.0,1890000000.0,670000000.0,2301000000.0,1397000000,1397000000.0,-2853000000.0,-56000000.0,-1211000000.0,1048000000.0,2928000000.0,6829000000.0,12693000000.0,668000000.0,1998000000.0,2114000000.0,717000000.0,106000000.0,2245000000.0,1193000000.0,28420000000.0,0.71,2241000000.0,1397000000.0,34082000000.0,12054000000.0,-1454000000.0,49000000.0,-2000000.0,1000000.0,935000000.0,,2241000000.0,1300000000.0,2006000000,4753000000,746000000.0,332000000.0,-15000000.0,57000000.0,2674000000.0,4851000000.0,29791000000.0,1976000000.0,,-952000000.0,-58000000.0,2241000000.0,-42000000.0,26066000000.0,-275000000.0,2055000000,74000000.0,4294000000.0,4704000000.0,22424000000.0,2079000000.0,0.0,5662000000.0,7367000000.0,5285000000.0,13000000.0,663000000.0,0.0,330000000.0,0.71,502000000.0,,,,,
2014-12-31,261000000.0,,7797000000.0,1961904762.0,-7000000.0,209000000.0,2040000000.0,483000000.0,1603000000.0,1236000000,1236000000.0,-2772000000.0,-47000000.0,-640000000.0,1080000000.0,3173000000.0,6088000000.0,13693000000.0,715000000.0,1983000000.0,1909000000.0,673000000.0,124000000.0,1556000000.0,2241000000.0,27597000000.0,0.63,3321000000.0,1236000000.0,34475000000.0,12049000000.0,-2682000000.0,59000000.0,-18000000.0,179000000.0,935000000.0,,3321000000.0,1000000000.0,1912000000,4613000000,471000000.0,416000000.0,-93000000.0,59000000.0,2627000000.0,4755000000.0,31465000000.0,1970000000.0,,-1028000000.0,-164000000.0,3321000000.0,117000000.0,26277000000.0,-260000000.0,2983000000,62000000.0,3014000000.0,5229000000.0,23792000000.0,1986000000.0,-9000000.0,6878000000.0,7673000000.0,5285000000.0,-6000000.0,718000000.0,-344000000.0,250000000.0,0.63,503000000.0,,,,,
2015-03-31,209000000.0,,7210000000.0,1966000000.0,-7000000.0,-94000000.0,2085000000.0,468000000.0,2498000000.0,1018000000,1018000000.0,-2812000000.0,-48000000.0,-2244000000.0,353000000.0,0.0,5907000000.0,12901000000.0,610000000.0,1972000000.0,1562000000.0,544000000.0,172000000.0,2450000000.0,3321000000.0,26979000000.0,0.52,3674000000.0,1018000000.0,34212000000.0,12044000000.0,-2945000000.0,49000000.0,25000000.0,147000000.0,935000000.0,,3674000000.0,1000000000.0,1865000000,4272000000,1232000000.0,274000000.0,-40000000.0,-166000000.0,2475000000.0,4784000000.0,31684000000.0,1966000000.0,482000000.0,-1026000000.0,-62000000.0,3674000000.0,99000000.0,26271000000.0,-192000000.0,1914000000,84000000.0,2533000000.0,6113000000.0,22789000000.0,1797000000.0,,7233000000.0,8895000000.0,5285000000.0,0.0,610000000.0,-1019000000.0,159000000.0,0.52,515000000.0,,,,,
2015-06-30,195000000.0,,7456000000.0,1962000000.0,-1000000.0,221000000.0,1914000000.0,465000000.0,-1251000000.0,1449000000,1448000000.0,-2814000000.0,-51000000.0,-1288000000.0,-2551000000.0,0.0,6011000000.0,12917000000.0,643000000.0,1991000000.0,2254000000.0,805000000.0,142000000.0,-1302000000.0,3674000000.0,27236000000.0,0.74,1123000000.0,1448000000.0,31869000000.0,12039000000.0,-2878000000.0,51000000.0,-6000000.0,38000000.0,935000000.0,,1123000000.0,1003000000.0,2228000000,4875000000,-2635000000.0,290000000.0,68000000.0,12000000.0,2871000000.0,4805000000.0,29096000000.0,1962000000.0,,-1024000000.0,167000000.0,1123000000.0,-12000000.0,26698000000.0,-263000000.0,2279000000,56000000.0,2779000000.0,3945000000.0,22835000000.0,2004000000.0,,4633000000.0,6261000000.0,5285000000.0,1000000.0,643000000.0,0.0,311000000.0,0.74,475000000.0,,,,,
2015-09-30,205000000.0,,6737000000.0,1958000000.0,17000000.0,187000000.0,1954000000.0,417000000.0,2843000000.0,1528000000,1528000000.0,-2850000000.0,-63000000.0,-2067000000.0,784000000.0,0.0,5831000000.0,12918000000.0,739000000.0,2016000000.0,2289000000.0,761000000.0,137000000.0,2780000000.0,1123000000.0,26488000000.0,0.78,1907000000.0,1528000000.0,31999000000.0,12033000000.0,-3157000000.0,50000000.0,-10000000.0,70000000.0,935000000.0,,1907000000.0,3000000.0,2307000000,4978000000,1100000000.0,307000000.0,-29000000.0,52000000.0,3046000000.0,4866000000.0,29118000000.0,1958000000.0,,-1021000000.0,-46000000.0,1907000000.0,8000000.0,27118000000.0,-63000000.0,2357000000,-3000000.0,2887000000.0,5147000000.0,22551000000.0,1932000000.0,0.0,5511000000.0,6567000000.0,5285000000.0,1000000.0,698000000.0,-1000000000.0,370000000.0,0.78,420000000.0,,,,,
2015-12-31,212000000.0,,6722000000.0,1948437500.0,-4000000.0,216000000.0,2031000000.0,432000000.0,1720000000.0,1248000000,1247000000.0,-2895000000.0,-67000000.0,-1148000000.0,462000000.0,3484000000.0,5663000000.0,12915000000.0,757000000.0,1982000000.0,1973000000.0,725000000.0,124000000.0,1653000000.0,1907000000.0,26449000000.0,0.64,2369000000.0,1247000000.0,32535000000.0,12028000000.0,-3280000000.0,75000000.0,-6000000.0,99000000.0,935000000.0,,2369000000.0,4000000.0,1965000000,4729000000,543000000.0,400000000.0,-131000000.0,95000000.0,2722000000.0,4877000000.0,29662000000.0,1958000000.0,,-1108000000.0,-92000000.0,2369000000.0,-110000000.0,27257000000.0,-36000000.0,2574000000,45000000.0,2880000000.0,5564000000.0,22584000000.0,2007000000.0,0.0,6086000000.0,7078000000.0,5285000000.0,-10000000.0,757000000.0,0.0,387000000.0,0.64,447000000.0,,,,,
2016-03-31,200000000.0,,6908000000.0,1956000000.0,-1000000.0,-14000000.0,2108000000.0,394000000.0,2689000000.0,1218000000,1217000000.0,-2894000000.0,-26000000.0,-1277000000.0,1446000000.0,0.0,5606000000.0,12846000000.0,559000000.0,1955000000.0,1883000000.0,665000000.0,104000000.0,2663000000.0,2369000000.0,26565000000.0,0.62,3815000000.0,1217000000.0,34063000000.0,12023000000.0,-3327000000.0,49000000.0,20000000.0,56000000.0,935000000.0,,3815000000.0,4000000.0,2097000000,4530000000,1392000000.0,208000000.0,-32000000.0,-217000000.0,2656000000.0,4849000000.0,31315000000.0,1956000000.0,590000000.0,-1108000000.0,-79000000.0,3815000000.0,34000000.0,27367000000.0,-168000000.0,2146000000,-1000000.0,2745000000.0,6705000000.0,22699000000.0,1874000000.0,,7498000000.0,8616000000.0,5285000000.0,4000000.0,559000000.0,0.0,296000000.0,0.62,417000000.0,,,,,
