date,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyBasicAverageShares,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyStockholdersEquity,quarterlyPurchaseOfBusiness,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyChangesInAccountReceivables,quarterlyInventory,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment,quarterlyChangeInInventory
2011-09-30,1.15,5780000000.0,,57000000.0,138000000,69938000000.0,64042000000.0,1951000000,1077353000.0,2016000000.0,-90000000.0,1284000000.0,1237000000,71954000000.0,,1237000000,1237000000,0.0,64099000000.0,,0.0,0.0,0.0,,,,220000000.0,5402000000.0,7232000000.0,,-32000000.0,1478000000,473000000,62706000000.0,,37348000000.0,28000000.0,,,241000000,7855000000.0,,52000000.0,,-110000000.0,3820000000.0,1.15,1079000000.0,0.0,,385000000.0,-3000000.0,1394000000.0,1582000000.0,1297000000.0,,,,8863000000.0,1478000000,,1498000000,,628000000.0,25358000000.0,3000000.0,1077353000.0,,,,,,,,,,
2011-12-31,,7053000000.0,,60000000.0,203000000,52448000000.0,44809000000.0,1675000000,,1580000000.0,-253000000.0,147000000.0,1272000000,54028000000.0,,1272000000,1272000000,0.0,44869000000.0,,25000000.0,0.0,0.0,,583000000.0,,-1160000000.0,2340000000.0,7210000000.0,,-2208000000.0,1498000000,106000000,45238000000.0,524000000.0,18221000000.0,33000000.0,,-1695000000.0,226000000,9159000000.0,,,,-232000000.0,5402000000.0,,1080000000.0,-80000000.0,,-726000000.0,,379000000.0,-3062000000.0,4113000000.0,683000000.0,,,8456000000.0,1569000000,2643000000.0,1537000000,,948000000.0,27017000000.0,0.0,,,,,,,,,,,
2012-03-31,1.07,8197000000.0,-226000000.0,108000000.0,171000000,52983000000.0,43755000000.0,1648000000,1077691000.0,1215000000.0,-1180000000.0,962000000.0,1148000000,54198000000.0,29000000.0,1148000000,1148000000,108000000.0,43863000000.0,,25000000.0,25390000000.0,0.0,,,,-1391000000.0,2151000000.0,8326000000.0,,,1343000000,305000000,19267000000.0,,19267000000.0,,,,195000000,10335000000.0,,,,-241000000.0,2340000000.0,1.06,1080000000.0,-1000000.0,,0.0,,1203000000.0,-189000000.0,1288000000.0,,,145000000.0,9888000000.0,1343000000,,1372000000,29000000.0,1189000000.0,0.0,0.0,1080725000.0,,,,,,,,,,
2012-06-30,0.99,7011000000.0,-166000000.0,0.0,161000000,46523000000.0,38714000000.0,1726000000,1078175000.0,1473000000.0,1180000000.0,914000000.0,1068000000,47996000000.0,27000000.0,1068000000,1068000000,0.0,38714000000.0,,24000000.0,0.0,1206000000.0,,,,2024000000.0,3338000000.0,4991000000.0,,,1285000000,350000000,41532000000.0,,21974000000.0,,,,217000000,9282000000.0,,,,-386000000.0,2151000000.0,0.99,1081000000.0,-1000000.0,,,,1300000000.0,1187000000.0,891000000.0,,,7000000.0,6651000000.0,1376000000,,1403000000,26000000.0,1448000000.0,19558000000.0,1000000.0,1080981000.0,,,,,,,,,,
2012-09-30,0.93,6021000000.0,103000000.0,88000000.0,75000000,53808000000.0,47020000000.0,1466000000,1079235000.0,1993000000.0,0.0,1256000000.0,1004000000,55801000000.0,35000000.0,1004000000,1004000000,0.0,47108000000.0,,0.0,0.0,462000000.0,,,1466000000.0,1150000000.0,4320000000.0,7675000000.0,0.0,-1635000000.0,1181000000,721000000,46133000000.0,,27808000000.0,41000000.0,,,177000000,8693000000.0,,,,-211000000.0,3338000000.0,0.93,1084000000.0,-1000000.0,,,,1467000000.0,982000000.0,4951000000.0,,,329000000.0,9570000000.0,745000000,1754000000.0,780000000,24000000.0,1754000000.0,18325000000.0,1000000.0,1081862000.0,,,,,,,,,,
2012-12-31,,6881000000.0,-31000000.0,7736000000.0,-136000000,60577000000.0,55337000000.0,1593000000,,20260000000.0,0.0,2317000000.0,864000000,80837000000.0,67000000.0,864000000,864000000,1981000000.0,63073000000.0,6615000000.0,24000000.0,0.0,-1134000000.0,13488000000.0,,116000000.0,-17328000000.0,4035000000.0,13689000000.0,1477000000.0,-12000000.0,1036000000,-1546000000,46888000000.0,,34077000000.0,1056000000.0,,-1735000000.0,172000000,17764000000.0,-16754000000.0,0.0,,-204000000.0,4320000000.0,,1150000000.0,-27000000.0,4695000000.0,1191000000.0,,2521000000.0,-290000000.0,36786000000.0,,530000000.0,1939000000.0,15818000000.0,1662000000,3434000000.0,2251000000,26000000.0,1699000000.0,12811000000.0,7660000000.0,,,,,,,,,,,
2013-03-31,1.01,8039000000.0,-29000000.0,7728000000.0,32000000,58086000000.0,51698000000.0,2005000000,1147449000.0,19149000000.0,-15000000.0,1656000000.0,1158000000,77235000000.0,116000000.0,1158000000,1158000000,0.0,59426000000.0,6653000000.0,24000000.0,0.0,0.0,,,1500000000.0,-198000000.0,5653000000.0,6482000000.0,505000000.0,,1386000000,279000000,51604000000.0,,38883000000.0,1007000000.0,,,228000000,17809000000.0,,,45000000.0,-215000000.0,4035000000.0,1.01,1150000000.0,-17000000.0,17069000000.0,24000000.0,,1871000000.0,1655000000.0,41736000000.0,,,626000000.0,9169000000.0,1221000000,1693000000.0,1547000000,30000000.0,1693000000.0,12721000000.0,-1000000.0,1150530000.0,,,,,,,,,,
2013-06-30,1.02,7537000000.0,-42000000.0,7676000000.0,37000000,66673000000.0,60283000000.0,2158000000,1149072000.0,19120000000.0,,619000000.0,1170000000,85793000000.0,117000000.0,1170000000,1170000000,944000000.0,67959000000.0,6665000000.0,24000000.0,0.0,0.0,,,1658000000.0,952000000.0,6211000000.0,10272000000.0,500000000.0,,1384000000,285000000,56401000000.0,,42285000000.0,944000000.0,,,214000000,17834000000.0,,,47000000.0,-148000000.0,5653000000.0,1.02,1154000000.0,-27000000.0,17033000000.0,1078000000.0,,767000000.0,562000000.0,46083000000.0,,,-848000000.0,12258000000.0,1373000000,1692000000.0,1548000000,25000000.0,1692000000.0,14116000000.0,0.0,1151901000.0,,,,,,,,,,
2013-09-30,1.04,6649000000.0,-40000000.0,7647000000.0,46000000,54046000000.0,47628000000.0,1970000000,1152030000.0,20248000000.0,0.0,1506000000.0,1200000000,74294000000.0,119000000.0,1200000000,1200000000,889000000.0,55275000000.0,6692000000.0,23000000.0,0.0,0.0,,,1470000000.0,285000000.0,7062000000.0,5294000000.0,500000000.0,-1150000000.0,1290000000,293000000,48752000000.0,,36794000000.0,889000000.0,0.0,,90000000,19019000000.0,,,46000000.0,-168000000.0,6211000000.0,1.04,1161000000.0,-18000000.0,18230000000.0,446000000.0,0.0,1674000000.0,791000000.0,38021000000.0,,,224000000.0,7597000000.0,1177000000,1684000000.0,1455000000,,1684000000.0,11958000000.0,0.0,1154688000.0,,,,,,,,,,
2013-12-31,,7800000000.0,-80000000.0,7887000000.0,124000000,65146000000.0,57538000000.0,1998000000,,20797000000.0,,410000000.0,1024000000,85943000000.0,156000000.0,1018000000,1024000000,900000000.0,65425000000.0,6921000000.0,23000000.0,0.0,-60000000.0,13750000000.0,,1459000000.0,-1562000000.0,6375000000.0,10940000000.0,539000000.0,-40000000.0,1186000000,340000000,54199000000.0,,41452000000.0,900000000.0,,-1885000000.0,168000000,20405000000.0,0.0,,48000000.0,-266000000.0,7062000000.0,,1161000000.0,314000000.0,4930000000.0,-1242000000.0,,676000000.0,-707000000.0,42777000000.0,,,-248000000.0,12815000000.0,1119000000,3661000000.0,1390000000,38000000.0,1776000000.0,12747000000.0,0.0,,,,,,,,,,,
2014-03-31,1.02,8976000000.0,-49000000.0,7935000000.0,53000000,63856000000.0,54950000000.0,2172000000,1160000000.0,20882000000.0,-254000000.0,350000000.0,1178000000,84738000000.0,164000000.0,1171000000,1178000000,884000000.0,62885000000.0,6961000000.0,23000000.0,0.0,0.0,,,1625000000.0,-410000000.0,6478000000.0,9986000000.0,547000000.0,,1383000000,351000000,53855000000.0,,40338000000.0,897000000.0,-737000000.0,,212000000,21747000000.0,,0.0,51000000.0,-163000000.0,6375000000.0,1.01,11336000000.0,-10000000.0,18795000000.0,0.0,0.0,513000000.0,97000000.0,42096000000.0,,,-930000000.0,10895000000.0,1274000000,1736000000.0,1598000000,,1736000000.0,13517000000.0,6000000.0,1162000000.0,,,,,,,,,,
2014-06-30,,8130000000.0,-143000000.0,7965000000.0,68000000,66545000000.0,57580000000.0,2091000000,,21278000000.0,,1107000000.0,1189000000,87823000000.0,160000000.0,1183000000,1189000000,0.0,65545000000.0,6976000000.0,23000000.0,0.0,0.0,,,1555000000.0,1157000000.0,7711000000.0,6125000000.0,536000000.0,,1388000000,358000000,60417000000.0,,51038000000.0,913000000.0,0.0,,205000000,22178000000.0,,,50000000.0,-232000000.0,6478000000.0,,12054000000.0,-30000000.0,19270000000.0,1129000000.0,0.0,1339000000.0,1197000000.0,49534000000.0,,,-153000000.0,6977000000.0,1197000000,1679000000.0,1598000000,,1679000000.0,9379000000.0,3000000.0,,,,,,,,,,,
2014-09-30,1.1,7295000000.0,-72000000.0,7950000000.0,48000000,220878000000.0,212546000000.0,2295000000,1166000000.0,20352000000.0,70000000.0,1583000000.0,1287000000,241230000000.0,157000000.0,1281000000,1287000000,15000000.0,220496000000.0,7014000000.0,23000000.0,0.0,0.0,,,1737000000.0,52000000.0,7427000000.0,10509000000.0,558000000.0,-1954000000.0,1504000000,352000000,210369000000.0,,140874000000.0,863000000.0,-1589000000.0,,223000000,20640000000.0,,1351000000.0,55000000.0,-135000000.0,7711000000.0,1.1,12218000000.0,-18000000.0,18403000000.0,180000000.0,0.0,1718000000.0,-208000000.0,140415000000.0,,,-44000000.0,11452000000.0,1385000000,1641000000.0,1716000000,,1641000000.0,69495000000.0,0.0,1167000000.0,,,,,,,,,,
2014-12-31,,8800000000.0,-141000000.0,7937000000.0,118000000,232188000000.0,222564000000.0,2569000000,,19672000000.0,,968000000.0,1511000000,251860000000.0,166000000.0,1503000000,1511000000,14000000.0,230501000000.0,7026000000.0,23000000.0,0.0,1353000000.0,13170000000.0,,1984000000.0,-17000000.0,8067000000.0,22517000000.0,585000000.0,-8000000.0,1763000000,335000000,209663000000.0,,136778000000.0,839000000.0,0.0,-2109000000.0,260000000,21273000000.0,,,48000000.0,-135000000.0,7427000000.0,,12225000000.0,-427000000.0,4731000000.0,114000000.0,-405000000.0,1103000000.0,651000000.0,138910000000.0,,,-168000000.0,22835000000.0,1649000000,3735000000.0,1977000000,,1626000000.0,72885000000.0,-402000000.0,,,,,,,,,,,
2015-03-31,1.35,10242000000.0,-134000000.0,7957000000.0,19000000,259266000000.0,247954000000.0,2604000000,1165000000.0,19618000000.0,-254000000.0,2141000000.0,1575000000,278884000000.0,163000000.0,1569000000,1575000000,11000000.0,255911000000.0,7056000000.0,22000000.0,0.0,0.0,,,1982000000.0,-182000000.0,10132000000.0,29413000000.0,622000000.0,,1867000000,336000000,229849000000.0,,146353000000.0,829000000.0,0.0,,298000000,22858000000.0,,0.0,46000000.0,-119000000.0,8067000000.0,1.34,12228000000.0,-16000000.0,17858000000.0,187000000.0,,2260000000.0,2065000000.0,151069000000.0,,0.0,433000000.0,29202000000.0,1646000000,1590000000.0,2076000000,,1590000000.0,83496000000.0,3000000.0,1193000000.0,,,,,,,,,,
2015-06-30,,10509000000.0,-135000000.0,4220000000.0,31000000,281095000000.0,268412000000.0,3853000000,,19568000000.0,-31000000.0,3043000000.0,2520000000,300663000000.0,163000000.0,2514000000,2520000000,0.0,272632000000.0,3329000000.0,22000000.0,0.0,-285000000.0,,,3190000000.0,-176000000.0,11900000000.0,27751000000.0,663000000.0,,2999000000,356000000,253283000000.0,,145081000000.0,826000000.0,0.0,,485000000,27922000000.0,,,43000000.0,-149000000.0,10132000000.0,,17404000000.0,-25000000.0,17886000000.0,0.0,,3192000000.0,1768000000.0,167901000000.0,,,-34000000.0,27039000000.0,2834000000,1513000000.0,3205000000,,1513000000.0,108202000000.0,0.0,,,,,,,,,,,
2015-09-30,1.95,9202000000.0,,4300000000.0,44000000,273816000000.0,260507000000.0,3161000000,1194871795.0,19595000000.0,,,2330000000,293411000000.0,,2324000000,2330000000,0.0,264807000000.0,3406000000.0,22000000.0,0.0,,,,2499000000.0,,,21128000000.0,662000000.0,,2671000000,394000000,252687000000.0,,134125000000.0,824000000.0,,,347000000,28451000000.0,,,18000000.0,,,1.94,19285000000.0,,17866000000.0,,,,,159546000000.0,,,,20764000000.0,2105000000,1550000000.0,2864000000,,1550000000.0,118562000000.0,,1201030928.0,,,,,,,,,,
2015-12-31,,10691000000.0,,4255000000.0,116000000,218571000000.0,203976000000.0,2615000000,,19622000000.0,,,1531000000,238193000000.0,,1524000000,1531000000,15000000.0,208231000000.0,3409000000.0,22000000.0,0.0,,13162000000.0,,2025000000.0,,,15535000000.0,590000000.0,,1741000000,354000000,203034000000.0,,110890000000.0,761000000.0,,-2271000000.0,217000000,29816000000.0,,,45000000.0,,,,19285000000.0,,4710000000.0,,,,,122687000000.0,,,,15270000000.0,1671000000,3853000000.0,1970000000,,1582000000.0,92144000000.0,,,,,,,,,,,,
2016-03-31,1.19,12123000000.0,,4260000000.0,27000000,204697000000.0,188552000000.0,2530000000,1203361345.0,19571000000.0,,,1432000000,224268000000.0,,1425000000,1432000000,20000000.0,192812000000.0,3415000000.0,22000000.0,0.0,,,,1874000000.0,,,10088000000.0,656000000.0,,1684000000,386000000,194607000000.0,,102033000000.0,755000000.0,,,259000000,31317000000.0,,,23000000.0,,,1.18,19285000000.0,,17858000000.0,,,,,124576000000.0,,,,11607000000.0,1488000000,1533000000.0,1895000000,,1533000000.0,92574000000.0,,1213559322.0,,,,,,,,,,
2016-06-30,,10229000000.0,,4262000000.0,40000000,186447000000.0,170597000000.0,2726000000,,19532000000.0,,,1553000000,205979000000.0,,1547000000,1553000000,0.0,174859000000.0,3418000000.0,21000000.0,0.0,,,,2115000000.0,,,7903000000.0,611000000.0,,1828000000,398000000,178542000000.0,,98053000000.0,754000000.0,,,281000000,30987000000.0,,,72000000.0,,,,20816000000.0,,17842000000.0,,,,,113201000000.0,,,,8073000000.0,1717000000,1512000000.0,2094000000,,1512000000.0,80489000000.0,,,,,,,,,,,,
2016-09-30,1.27,9101000000.0,,4240000000.0,26000000,197010000000.0,180967000000.0,2632000000,1214960630.0,19481000000.0,,,1543000000,216491000000.0,,1536000000,1543000000,27000000.0,185207000000.0,3420000000.0,21000000.0,0.0,,,,2015000000.0,,,8478000000.0,617000000.0,,1802000000,408000000,188530000000.0,,110900000000.0,725000000.0,,,266000000,31157000000.0,,0.0,19000000.0,,,1.27,22083000000.0,,17813000000.0,,,,,126312000000.0,,0.0,,8641000000.0,1607000000,1489000000.0,2012000000,,1489000000.0,77630000000.0,,1214960630.0,,,,,,,,,,
2016-12-31,,10334000000.0,,4246000000.0,131000000,227810000000.0,210688000000.0,2510000000,,19508000000.0,,,1241000000,247318000000.0,,1233000000,1241000000,0.0,214934000000.0,3422000000.0,21000000.0,0.0,,13167000000.0,,1859000000.0,,,12928000000.0,651000000.0,,1485000000,401000000,214882000000.0,,115723000000.0,713000000.0,,-2378000000.0,252000000,32266000000.0,,,149000000.0,,,,22085000000.0,,4645000000.0,,,,,135502000000.0,,,,12246000000.0,1458000000,3898000000.0,1832000000,,1520000000.0,99159000000.0,,,,,,,,,,,,
2017-03-31,1.41,11996000000.0,,4255000000.0,194000000,225654000000.0,207042000000.0,2616000000,1217021277.0,19820000000.0,,,1716000000,245474000000.0,,1710000000,1716000000,33000000.0,211297000000.0,3433000000.0,21000000.0,0.0,,,,1976000000.0,,,11876000000.0,640000000.0,,2009000000,368000000,213778000000.0,,122150000000.0,708000000.0,,,299000000,34065000000.0,,,29000000.0,,,1.4,22085000000.0,,17848000000.0,,,,,145728000000.0,,,,11598000000.0,1608000000,1491000000.0,2213000000,,1491000000.0,91628000000.0,,1225714286.0,,,,,,,,,,
2017-06-30,,11309000000.0,,4276000000.0,230000000,214470000000.0,195090000000.0,2763000000,,19884000000.0,,,1777000000,234354000000.0,,1768000000,1777000000,40000000.0,199366000000.0,3450000000.0,21000000.0,0.0,,,,2120000000.0,,,12456000000.0,643000000.0,,2051000000,419000000,202014000000.0,,117761000000.0,705000000.0,,,283000000,34852000000.0,,0.0,215000000.0,,,,23439000000.0,,17940000000.0,,,,,136071000000.0,,0.0,,12483000000.0,1701000000,1459000000.0,2453000000,,1459000000.0,84253000000.0,,,,,,,,,,,,
2017-09-30,1.65,10212000000.0,,2662000000.0,31000000,262651000000.0,244246000000.0,3078000000,1232121212.0,19900000000.0,,,2033000000,282551000000.0,,2023000000,2033000000,45000000.0,246908000000.0,1856000000.0,21000000.0,0.0,,,,2407000000.0,,,13607000000.0,671000000.0,,2351000000,401000000,249044000000.0,,134324000000.0,689000000.0,,,328000000,35517000000.0,,,28000000.0,,,1.65,25137000000.0,,17966000000.0,,,,,155162000000.0,,,,15464000000.0,2006000000,1432000000.0,2564000000,,1432000000.0,114720000000.0,,1232121212.0,,,,,,,,,,
