date,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyLongTermDebt,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInventory,quarterlyChangeInAccountPayable,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyDilutedAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNetPPE,quarterlyTaxProvision,quarterlyBasicEPS,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments
2012-12-31,-29000000.0,484000000.0,2000000.0,2074000000.0,504000000.0,504000000.0,424000000.0,-8000000.0,89000000,,-753000000.0,-31000000.0,0.0,382000000,2605000000.0,,73000000,187000000.0,73000000,0.0,-58000000.0,504000000.0,-40000000,1000000.0,1647000000.0,776000000.0,217000000,173000000.0,132000000.0,587000000,1199000000.0,-19000000.0,243000000,38000000.0,443000000.0,3000000.0,264000000.0,39000000.0,1874000000.0,781000000.0,-216000000.0,1824000000.0,4679000000.0,,73000000,52000000.0,,135000000.0,2805000000.0,1240000000.0,,166000000.0,-9000000.0,-33000000.0,14000000.0,6000000.0,139000000,969000000,60000000.0,50000000.0,26000000,89000000.0,332000000.0,115000000.0,487000000.0,16000000,,6000000.0,80000000.0,142000000,,,,,,,
2013-03-31,-78000000.0,504000000.0,2000000.0,2040000000.0,375000000.0,375000000.0,504000000.0,,51000000,1000000.0,-761000000.0,-30000000.0,1000000.0,334000000,2549000000.0,0.22,41000000,185000000.0,41000000,0.0,-105000000.0,375000000.0,-8000000,0.0,1669000000.0,767000000.0,236000000,179000000.0,406000000.0,545000000,1199000000.0,-22000000.0,262000000,-29000000.0,461000000.0,-8000000.0,283000000.0,37000000.0,1757000000.0,721000000.0,1000000.0,1828000000.0,4589000000.0,186400000.0,41000000,53000000.0,,-10000000.0,2832000000.0,1235000000.0,,20000000.0,-15000000.0,-36000000.0,13000000.0,6000000.0,72000000,879000000,56000000.0,34000000.0,26000000,-65000000.0,309000000.0,72000000.0,474000000.0,10000000,0.22,6000000.0,-129000000.0,101000000,185800000.0,,,,,,
2013-06-30,-3000000.0,498000000.0,2000000.0,2052000000.0,360000000.0,360000000.0,375000000.0,,57000000,-32000000.0,-770000000.0,-30000000.0,-1000000.0,371000000,2559000000.0,0.25,46000000,190000000.0,46000000,0.0,-33000000.0,360000000.0,-20000000,0.0,1674000000.0,792000000.0,252000000,179000000.0,420000000.0,589000000,1199000000.0,-21000000.0,280000000,-15000000.0,471000000.0,4000000.0,308000000.0,37000000.0,1779000000.0,736000000.0,20000000.0,1823000000.0,4611000000.0,186100000.0,46000000,52000000.0,,12000000.0,2832000000.0,1240000000.0,,42000000.0,-3000000.0,-24000000.0,14000000.0,5000000.0,91000000,960000000,59000000.0,20000000.0,28000000,-67000000.0,311000000.0,55000000.0,470000000.0,11000000,0.25,6000000.0,-15000000.0,108000000,185400000.0,,,,,,
2013-09-30,0.0,497000000.0,2000000.0,2158000000.0,394000000.0,394000000.0,360000000.0,,83000000,-40000000.0,-802000000.0,-31000000.0,-2000000.0,384000000,2626000000.0,0.39,73000000,206000000.0,73000000,0.0,-27000000.0,394000000.0,-7000000,0.0,1704000000.0,845000000.0,256000000,173000000.0,162000000.0,581000000,1199000000.0,-22000000.0,280000000,-15000000.0,496000000.0,8000000.0,359000000.0,36000000.0,1899000000.0,802000000.0,-4000000.0,1824000000.0,4784000000.0,186000000.0,73000000,52000000.0,,70000000.0,2885000000.0,1280000000.0,,101000000.0,-26000000.0,-49000000.0,14000000.0,3000000.0,104000000,965000000,62000000.0,47000000.0,24000000,-13000000.0,324000000.0,129000000.0,478000000.0,10000000,0.39,9000000.0,34000000.0,133000000,185200000.0,,,,,,
2013-12-31,0.0,488000000.0,2000000.0,2241000000.0,533000000.0,533000000.0,394000000.0,0.0,107000000,24000000.0,-816000000.0,-35000000.0,1000000.0,410000000,2655000000.0,,68000000,193000000.0,68000000,0.0,-34000000.0,533000000.0,-24000000,2000000.0,1718000000.0,817000000.0,242000000,191000000.0,156000000.0,623000000,1199000000.0,-22000000.0,268000000,20000000.0,475000000.0,0.0,405000000.0,40000000.0,2009000000.0,853000000.0,5000000.0,1802000000.0,4896000000.0,,68000000,64000000.0,,126000000.0,2887000000.0,1304000000.0,,161000000.0,-29000000.0,9000000.0,14000000.0,42000000.0,142000000,1033000000,63000000.0,45000000.0,26000000,99000000.0,332000000.0,167000000.0,488000000.0,39000000,,6000000.0,139000000.0,161000000,,,,,,,
2014-03-31,0.0,480000000.0,2000000.0,2229000000.0,466000000.0,466000000.0,533000000.0,,61000000,-5000000.0,-829000000.0,-25000000.0,0.0,342000000,2658000000.0,0.27,49000000,221000000.0,49000000,0.0,-24000000.0,466000000.0,-16000000,0.0,1719000000.0,803000000.0,224000000,198000000.0,161000000.0,564000000,1199000000.0,-24000000.0,251000000,-42000000.0,516000000.0,-2000000.0,430000000.0,36000000.0,1991000000.0,857000000.0,10000000.0,1801000000.0,4887000000.0,185800000.0,49000000,56000000.0,,-3000000.0,2896000000.0,1305000000.0,,22000000.0,-51000000.0,-62000000.0,14000000.0,44000000.0,91000000,906000000,60000000.0,70000000.0,27000000,-77000000.0,325000000.0,166000000.0,476000000.0,12000000,0.27,4000000.0,-67000000.0,111000000,184500000.0,,,,,,
2014-06-30,0.0,471000000.0,2000000.0,2245000000.0,450000000.0,450000000.0,466000000.0,,104000000,-27000000.0,-841000000.0,-23000000.0,1000000.0,388000000,2655000000.0,0.47,86000000,225000000.0,86000000,0.0,-23000000.0,450000000.0,-2000000,0.0,1719000000.0,830000000.0,242000000,195000000.0,162000000.0,617000000,1199000000.0,-23000000.0,269000000,-11000000.0,527000000.0,4000000.0,493000000.0,36000000.0,2016000000.0,846000000.0,5000000.0,1809000000.0,4900000000.0,184500000.0,86000000,73000000.0,,53000000.0,2884000000.0,1310000000.0,,76000000.0,-51000000.0,-68000000.0,13000000.0,43000000.0,119000000,1005000000,58000000.0,68000000.0,27000000,-41000000.0,328000000.0,158000000.0,469000000.0,18000000,0.47,5000000.0,-16000000.0,153000000,183400000.0,,,,,,
2014-09-30,0.0,448000000.0,2000000.0,2193000000.0,529000000.0,529000000.0,450000000.0,,128000000,-8000000.0,-821000000.0,-29000000.0,1000000.0,376000000,2621000000.0,0.58,106000000,220000000.0,106000000,0.0,2000000.0,529000000.0,12000000,0.0,1667000000.0,804000000.0,222000000,183000000.0,167000000.0,587000000,1199000000.0,-24000000.0,246000000,-9000000.0,516000000.0,-4000000.0,575000000.0,35000000.0,2025000000.0,850000000.0,5000000.0,1771000000.0,4814000000.0,183400000.0,106000000,70000000.0,,126000000.0,2789000000.0,1275000000.0,,155000000.0,-30000000.0,-52000000.0,14000000.0,41000000.0,130000000,963000000,69000000.0,74000000.0,24000000,24000000.0,314000000.0,49000000.0,454000000.0,22000000,0.58,5000000.0,79000000.0,177000000,182200000.0,,,,,,
2014-12-31,0.0,431000000.0,2000000.0,2127000000.0,663000000.0,663000000.0,529000000.0,0.0,128000000,3000000.0,-804000000.0,-42000000.0,1000000.0,407000000,2737000000.0,,96000000,235000000.0,96000000,0.0,-41000000.0,663000000.0,-10000000,1000000.0,1635000000.0,771000000.0,232000000,158000000.0,152000000.0,635000000,1199000000.0,-23000000.0,258000000,13000000.0,486000000.0,19000000.0,648000000.0,35000000.0,2102000000.0,908000000.0,6000000.0,1829000000.0,4864000000.0,,96000000,84000000.0,,121000000.0,2762000000.0,1265000000.0,,163000000.0,-2000000.0,35000000.0,13000000.0,89000000.0,149000000,1042000000,66000000.0,77000000.0,26000000,86000000.0,338000000.0,-99000000.0,461000000.0,32000000,,4000000.0,134000000.0,176000000,,,,,,,
2015-03-31,,446000000.0,2000000.0,1989000000.0,554000000.0,554000000.0,663000000.0,,77000000,4000000.0,-791000000.0,-37000000.0,2000000.0,315000000,2631000000.0,0.35,64000000,185000000.0,64000000,0.0,-36000000.0,554000000.0,5000000,0.0,1582000000.0,738000000.0,206000000,152000000.0,142000000.0,522000000,1196000000.0,-26000000.0,229000000,-33000000.0,502000000.0,4000000.0,686000000.0,35000000.0,1973000000.0,833000000.0,-2000000.0,1798000000.0,4620000000.0,183100000.0,64000000,-1000000.0,,2000000.0,2647000000.0,1225000000.0,,39000000.0,-53000000.0,-71000000.0,14000000.0,81000000.0,86000000,837000000,65000000.0,76000000.0,23000000,-53000000.0,311000000.0,-233000000.0,434000000.0,13000000,0.35,4000000.0,-109000000.0,126000000,182100000.0,,,,,,
2015-06-30,,442000000.0,2000000.0,2080000000.0,600000000.0,600000000.0,554000000.0,,91000000,-32000000.0,-816000000.0,-20000000.0,-1000000.0,348000000,2639000000.0,0.41,74000000,198000000.0,74000000,0.0,-17000000.0,600000000.0,1000000,3000000.0,1592000000.0,772000000.0,218000000,152000000.0,146000000.0,572000000,1196000000.0,-25000000.0,243000000,6000000.0,498000000.0,-1000000.0,734000000.0,34000000.0,2056000000.0,837000000.0,0.0,1802000000.0,4719000000.0,182300000.0,74000000,77000000.0,,64000000.0,2663000000.0,1247000000.0,,84000000.0,0.0,-25000000.0,14000000.0,81000000.0,105000000,920000000,66000000.0,70000000.0,25000000,-28000000.0,315000000.0,-198000000.0,431000000.0,17000000,0.41,4000000.0,46000000.0,139000000,181500000.0,,,,,,
2015-09-30,,434000000.0,2000000.0,2043000000.0,611000000.0,611000000.0,600000000.0,-1000000.0,107000000,-4000000.0,-822000000.0,-21000000.0,-1000000.0,351000000,2602000000.0,0.48,88000000,192000000.0,88000000,0.0,-21000000.0,611000000.0,-1000000,-1000000.0,1584000000.0,762000000.0,207000000,141000000.0,136000000.0,551000000,1196000000.0,-26000000.0,230000000,12000000.0,477000000.0,3000000.0,796000000.0,33000000.0,2017000000.0,815000000.0,6000000.0,1787000000.0,4645000000.0,181600000.0,88000000,76000000.0,,116000000.0,2628000000.0,1240000000.0,,137000000.0,-75000000.0,-98000000.0,13000000.0,79000000.0,121000000,902000000,60000000.0,69000000.0,23000000,7000000.0,314000000.0,-229000000.0,418000000.0,19000000,0.48,3000000.0,11000000.0,153000000,180800000.0,,,,,,
2015-12-31,,435000000.0,2000000.0,2084000000.0,680000000.0,680000000.0,611000000.0,0.0,128000000,8000000.0,-800000000.0,-39000000.0,1000000.0,390000000,2573000000.0,,114000000,194000000.0,114000000,0.0,-58000000.0,680000000.0,-3000000,0.0,1584000000.0,749000000.0,223000000,118000000.0,123000000.0,604000000,1196000000.0,-25000000.0,247000000,38000000.0,433000000.0,14000000.0,885000000.0,31000000.0,2005000000.0,823000000.0,0.0,1750000000.0,4657000000.0,,114000000,101000000.0,,165000000.0,2652000000.0,1239000000.0,,204000000.0,-51000000.0,-68000000.0,14000000.0,78000000.0,143000000,994000000,64000000.0,64000000.0,24000000,89000000.0,338000000.0,-238000000.0,439000000.0,14000000,,4000000.0,69000000.0,173000000,,,,,,,
2016-03-31,-70000000.0,464000000.0,2000000.0,2159000000.0,1193000000.0,1193000000.0,680000000.0,,65000000,22000000.0,-829000000.0,-37000000.0,2000000.0,329000000,3145000000.0,0.37,66000000,187000000.0,66000000,0.0,-105000000.0,1193000000.0,-6000000,2000000.0,1632000000.0,752000000.0,219000000,106000000.0,111000000.0,518000000,1153000000.0,-28000000.0,244000000,-31000000.0,482000000.0,-1000000.0,923000000.0,32000000.0,2575000000.0,1432000000.0,5000000.0,1713000000.0,5304000000.0,179300000.0,66000000,114000000.0,,4000000.0,2729000000.0,1275000000.0,,41000000.0,-3000000.0,559000000.0,14000000.0,720000000.0,85000000,847000000,60000000.0,60000000.0,25000000,-67000000.0,332000000.0,-212000000.0,446000000.0,-1000000,0.37,5000000.0,513000000.0,111000000,178600000.0,,,,,,
2016-06-30,0.0,453000000.0,2000000.0,2174000000.0,586000000.0,586000000.0,1193000000.0,,90000000,-41000000.0,-824000000.0,-25000000.0,-1000000.0,369000000,2520000000.0,0.39,71000000,180000000.0,71000000,0.0,-22000000.0,586000000.0,-5000000,3000000.0,1616000000.0,784000000.0,227000000,117000000.0,117000000.0,563000000,1143000000.0,-28000000.0,254000000,-8000000.0,483000000.0,10000000.0,966000000.0,33000000.0,2007000000.0,820000000.0,9000000.0,1700000000.0,4694000000.0,179900000.0,71000000,0.0,,59000000.0,2687000000.0,1262000000.0,,84000000.0,0.0,-657000000.0,20000000.0,91000000.0,115000000,932000000,64000000.0,54000000.0,27000000,-34000000.0,339000000.0,-252000000.0,438000000.0,19000000,0.39,5000000.0,-607000000.0,143000000,179100000.0,,,,,,
2016-09-30,0.0,444000000.0,2000000.0,2227000000.0,659000000.0,659000000.0,586000000.0,-3000000.0,95000000,-8000000.0,-842000000.0,-28000000.0,0.0,357000000,2551000000.0,0.41,73000000,181000000.0,73000000,0.0,-28000000.0,659000000.0,-4000000,0.0,1621000000.0,792000000.0,219000000,114000000.0,138000000.0,540000000,1148000000.0,-28000000.0,242000000,-3000000.0,488000000.0,5000000.0,1011000000.0,32000000.0,2092000000.0,841000000.0,1000000.0,1710000000.0,4778000000.0,180300000.0,73000000,0.0,,121000000.0,2686000000.0,1282000000.0,,149000000.0,0.0,-52000000.0,16000000.0,62000000.0,115000000,897000000,70000000.0,67000000.0,23000000,38000000.0,341000000.0,-255000000.0,440000000.0,22000000,0.41,5000000.0,73000000.0,143000000,179300000.0,,,,,,
2016-12-31,-1712000000.0,1201000000.0,2000000.0,2190000000.0,308000000.0,308000000.0,659000000.0,0.0,90000000,21000000.0,-822000000.0,-34000000.0,-1000000.0,406000000,4267000000.0,,50000000,186000000.0,50000000,0.0,-1731000000.0,308000000.0,-13000000,14000000.0,2632000000.0,843000000.0,250000000,352000000.0,196000000.0,689000000,2108000000.0,-28000000.0,285000000,27000000.0,522000000.0,47000000.0,1033000000.0,54000000.0,1839000000.0,1238000000.0,5000000.0,3029000000.0,6474000000.0,,50000000,0.0,,189000000.0,4635000000.0,1438000000.0,,223000000.0,-1000000.0,1184000000.0,20000000.0,260000000.0,121000000,1095000000,80000000.0,63000000.0,35000000,124000000.0,457000000.0,-318000000.0,616000000.0,40000000,,3000000.0,-351000000.0,164000000,,,,,,,
2017-03-31,-6000000.0,1190000000.0,2000000.0,2251000000.0,287000000.0,287000000.0,308000000.0,-5000000.0,70000000,-12000000.0,-857000000.0,-43000000.0,1000000.0,412000000,4259000000.0,0.31,56000000,204000000.0,56000000,0.0,-38000000.0,287000000.0,-8000000,0.0,2658000000.0,868000000.0,272000000,350000000.0,516000000.0,659000000,2126000000.0,-33000000.0,314000000,-10000000.0,540000000.0,-32000000.0,1050000000.0,59000000.0,1863000000.0,1191000000.0,2000000.0,3068000000.0,6527000000.0,180700000.0,56000000,178000000.0,,9000000.0,4664000000.0,1469000000.0,,52000000.0,-5000000.0,-41000000.0,20000000.0,261000000.0,98000000,1071000000,88000000.0,65000000.0,42000000,-66000000.0,414000000.0,-276000000.0,612000000.0,14000000,0.31,6000000.0,-21000000.0,149000000,179600000.0,,,,,,
2017-06-30,0.0,1184000000.0,2000000.0,2365000000.0,288000000.0,288000000.0,287000000.0,-60000000.0,121000000,-58000000.0,-898000000.0,-34000000.0,-1000000.0,459000000,4325000000.0,0.55,100000000,218000000.0,99000000,0.0,-31000000.0,288000000.0,-3000000,3000000.0,2717000000.0,944000000.0,270000000,329000000.0,168000000.0,705000000,2168000000.0,-32000000.0,314000000,-3000000.0,554000000.0,13000000.0,1117000000.0,57000000.0,1961000000.0,1200000000.0,3000000.0,3125000000.0,6707000000.0,180600000.0,99000000,201000000.0,,65000000.0,4746000000.0,1525000000.0,,99000000.0,-20000000.0,-74000000.0,21000000.0,243000000.0,145000000,1164000000,99000000.0,66000000.0,44000000,-66000000.0,442000000.0,-220000000.0,627000000.0,21000000,0.55,5000000.0,1000000.0,199000000,179600000.0,,,,,,
2017-09-30,-10000000.0,1174000000.0,2000000.0,2463000000.0,283000000.0,283000000.0,288000000.0,-119000000.0,131000000,-44000000.0,-939000000.0,-42000000.0,-1000000.0,471000000,4303000000.0,0.58,104000000,236000000.0,105000000,0.0,-53000000.0,283000000.0,-4000000,0.0,2741000000.0,990000000.0,270000000,324000000.0,192000000.0,724000000,2189000000.0,-32000000.0,315000000,-1000000.0,562000000.0,22000000.0,1188000000.0,58000000.0,1995000000.0,1136000000.0,10000000.0,3167000000.0,6783000000.0,180900000.0,105000000,225000000.0,,186000000.0,4788000000.0,1576000000.0,,228000000.0,0.0,-184000000.0,21000000.0,97000000.0,156000000,1195000000,104000000.0,70000000.0,45000000,50000000.0,477000000.0,-199000000.0,637000000.0,27000000,0.58,5000000.0,-5000000.0,210000000,179600000.0,,,,,,
