date,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyNetPPE,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyNetIncome,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyEbitda,quarterlyChangeInInventory
2014-12-31,11870486000,20930000,14097064000,0,0.0,1558175000,,794270000,806757000,0.0,22276000,2107753000,549578000,394980000,5700000,1377526000,0.0,,1558002000.0,0,17959000,,5912000.0,12331656000,123693000,,2226578000,570769000,289307000.0,6190550000.0,,-165614000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,12030130000,16887000,14467647000,0,0.0,1817664000,,1337780000,1350411000,,30786000,2315340000,497676000,4980000,5700000,1651588000,0.0,0.0,1817504000.0,0,23511000,,5912000.0,12422684000,118200000,0.0,2437517000,301177000,118200000.0,6181066000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,12002991000,33399000,14316938000,0,0.0,1729079000,,1335290000,1346502000,,20232000,2196329000,467250000,4980000,5700000,1538486000,0.0,,1729049000.0,0,29341000,,4368000.0,12385837000,82852000,,2313947000,191984000,299099000.0,6169526000.0,,-216247000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,89670215000,1766812000,107382010000,94012000,1445419000.0,2614279000,,29639406000,34672291000,10929479000.0,260879000,13339490000,10725211000,1570512000,24634181000,44198559000,0.0,0.0,2614248000.0,0,142723000,,2104193000.0,22390278000,52519911000,0.0,17711795000,9526268000,52519911000.0,16563157000.0,108579000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,82824578000,1757370000,103650932000,102521000,74328000.0,3517540000,,30011421000,34880082000,5299451000.0,255724000,17245260000,13727720000,398960000,23000214000,46607439000,0.0,,166057000.0,0,148328000,,2437570000.0,22347746000,52761584000,,20826354000,11727357000,55179674000.0,16505347000.0,119478000.0,-2418090000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,82056264000,1303526000,96965826000,106589000,2883204000.0,594134000,,33992854000,38934665000,5299451000.0,254930000,12323468000,11729334000,1784247000,22455365000,51991680000,0.0,0.0,166057000.0,0,133247000,,2471664000.0,18804928000,52412248000,0.0,14909562000,13057015000,52412248000.0,16385921000.0,130886000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,82709198000,1247940000,98270226000,135172000,3651536000.0,1047963000,,32463626000,37331735000,5299451000.0,273989000,12816214000,11768251000,2003109000,21909880000,52418180000,,,166057000.0,0,127720000,,2456295000.0,18988887000,53548890000,,15561028000,15086445000,59952284000.0,,142432000.0,-6403394000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,82356865000,1468082000,97787695000,11860000,3970573000.0,922759000,,32464944000,37004797000,5299451000.0,283992000,12508823000,11586064000,1901167000,21363906000,51650880000,,0.0,166057000.0,0,175493000,,2422399000.0,19186661000,53741776000,0.0,15430830000,14646083000,53741776000.0,,133035000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,81820261000,1899851000,98026241000,13955000,,757356000,,35264619000,39858761000,5299451000.0,323279000,12650134000,11892778000,3537301000,21031412000,57323215000,,,166057000.0,0,198341000,,2424214000.0,16232230000,53457801000,,16205980000,17464454000,63451641000.0,,137251000.0,-9993840000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,86877097000,841948000,103983025000,34409000,,1104390000,,32123273000,37683085000,5299451000.0,334337000,13362169000,12257779000,11981900000,20496086000,62649615000,,,,0,162276000,,2439025000.0,16639662000,54533787000,,17105928000,24966530000,54533787000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
