date,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyInventory,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyAccountsPayable,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyEbitda,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyPurchaseOfInvestment,quarterlyChangeInInventory
2014-06-30,2653362000.0,7846668000.0,1074778000.0,2945779000.0,56570000.0,78627000.0,0.1,233146000.0,9802154000.0,118121000,1955486000.0,4518000.0,4020557000.0,634221000.0,48724000.0,2796396000.0,0.0,125201000,118121000,-3236604000.0,3104960000.0,238589000.0,116285000.0,3520000.0,130437000.0,4727000.0,3062104000.0,510366000.0,161231000,27222000.0,-345255000.0,4572543000.0,-2574384000.0,1164197448,0.1,0.0,22378000.0,7216004000.0,15876000.0,3104960000.0,1033542000.0,34253000.0,222742000.0,94792000.0,123855000,750506000,246654000.0,36030000,688287000.0,4111044000.0,32363000.0,678274000.0,1187012869,183609000,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,105215000.0,,0.002901,,,3382000,,,,,-16350000.0,,,3518000,3382000,-234522000.0,2957196000.0,,,,,,3104960000.0,,4747000,,,,-234522000.0,1165691528,0.002901,,,,,,,,,,478678000,478678000,105215000.0,1229000,,,-145657000.0,,1165691528,478678000,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,3043752000.0,8072269000.0,1395348000.0,2869712000.0,522159000.0,267288000.0,0.14,334001000.0,10381604000.0,173887000,2309335000.0,22272000.0,4265060000.0,845408000.0,-130373000.0,2792322000.0,0.0,200616000,173887000,-110642000.0,3193934000.0,411137000.0,226413000.0,6945000.0,197425000.0,4730000.0,2957196000.0,656957000.0,216127000,41583000.0,-389366000.0,4561375000.0,-110642000.0,1159246667,0.15,19978000.0,18936000.0,7118990000.0,15778000.0,3193934000.0,1254069000.0,13535000.0,264396000.0,79324000.0,188451000,1071821000,522159000.0,15511000,864703000.0,3925056000.0,281144000.0,931437000.0,1242050000,235063000,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,3158288000.0,7792428000.0,2302411000.0,2893497000.0,13793000.0,268131000.0,0.1,391133000.0,11485010000.0,114536000,3692582000.0,24850000.0,5195908000.0,885636000.0,124546000.0,2810101000.0,0.0,116431000,114536000,-1069794000.0,2267874000.0,626146000.0,223724000.0,6381000.0,214203000.0,4719000.0,3193934000.0,747638000.0,144050000,44143000.0,,4687038000.0,-1069794000.0,1145360000,0.1,19978000.0,20262000.0,6462055000.0,95052000.0,6327496000.0,963752000.0,14403000.0,294322000.0,132158000.0,137998000,1109360000,13793000.0,27619000,963752000.0,134559000.0,-931455000.0,1685986000.0,1145360000,164312000,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,3252260000.0,9442072000.0,1928108000.0,2713353000.0,348467000.0,579993000.0,0.06,512793000.0,14126719000.0,93972000,4684647000.0,70262000.0,4641461000.0,975348000.0,2175866000.0,2550644000.0,0.0,93385000,93972000,-374757000.0,4419770000.0,729837000.0,306892000.0,12737000.0,279805000.0,5089000.0,2267874000.0,875707000.0,127053000,77429000.0,-468996000.0,7604471000.0,-374757000.0,1341428250,0.07,6607456000.0,18396000.0,7769181000.0,94632000.0,7706733000.0,1478985000.0,15018000.0,325211000.0,169766000.0,99641000,1282240000,348467000.0,33668000,1009989000.0,62448000.0,2149576000.0,1214425000.0,1349400083,145449000,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,3299814000.0,9891242000.0,2167754000.0,2844241000.0,213523000.0,619304000.0,0.04,607784000.0,14449497000.0,47554000,4558255000.0,95209000.0,5011995000.0,1137516000.0,-57618000.0,2649054000.0,0.0,36676000,47554000,544779000.0,5281144000.0,943713000.0,369264000.0,11300000.0,260255000.0,5091000.0,4419770000.0,1072998000.0,63111000,74980000.0,,7431871000.0,544779000.0,1188850000,0.04,197664000.0,21674000.0,7859536000.0,98496000.0,7803112000.0,1088701000.0,24998000.0,362796000.0,160970000.0,64518000,1506780000,213523000.0,26435000,1088701000.0,56424000.0,700684000.0,1393820000.0,1188850000,84785000,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,10642047000.0,2704515000.0,2869007000.0,859551000.0,619037000.0,0.09,686594000.0,15484877000.0,113116000,4842830000.0,72105000.0,5573522000.0,1358207000.0,-8835000.0,2710221000.0,0.0,95212000,113116000,427862000.0,6629275000.0,966000000.0,419519000.0,5371000.0,246839000.0,5092000.0,5281144000.0,1107723000.0,208146000,62540000.0,-551261000.0,7870640000.0,427862000.0,1256844444,0.09,176844000.0,17735000.0,8656434000.0,147029000.0,6629275000.0,1789726000.0,24141000.0,365237000.0,185417000.0,250484000,1777726000,859551000.0,112934000,1238465000.0,2027159000.0,1278578000.0,1808689000.0,1256844444,225881000,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,11014305000.0,2737636000.0,3000137000.0,100057000.0,625590000.0,0.13,629617000.0,15750062000.0,133803000,4735757000.0,38992000.0,5737773000.0,1281306000.0,-81121000.0,2701775000.0,0.0,127937000,133803000,-939780000.0,5687591000.0,1071044000.0,470233000.0,7955000.0,221355000.0,5092000.0,6629275000.0,1139799000.0,176734000,75706000.0,,7965448000.0,-939780000.0,1029253846,0.13,155494000.0,21767000.0,8562674000.0,130145000.0,8459908000.0,1347019000.0,22256000.0,405862000.0,218189000.0,141507000,1751539000,100057000.0,48797000,1347019000.0,102766000.0,-920844000.0,1767316000.0,1029253846,198501000,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,10926949000.0,3161481000.0,3280675000.0,344148000.0,962120000.0,-0.63,628087000.0,15665540000.0,-807554000,4738591000.0,37384000.0,6442156000.0,1205077000.0,310629000.0,2833800000.0,30283000.0,-913411000,-807554000,-1100588000.0,5365439000.0,1119181000.0,559959000.0,7583000.0,298245000.0,5092000.0,5687591000.0,1119324000.0,-879096000,100696000.0,,7322187000.0,-1100588000.0,1281831746,-0.63,156822000.0,27170000.0,8670091000.0,342988000.0,8581242000.0,1377635000.0,27620000.0,419649000.0,315088000.0,85753000,1765036000,344148000.0,34315000,1377635000.0,88849000.0,-445811000.0,1818234000.0,1281831746,-851926000,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,11681135000.0,3145362000.0,3669205000.0,187768000.0,965479000.0,0.11,618342000.0,16297311000.0,141693000,4616176000.0,40146000.0,6814567000.0,1440507000.0,331977000.0,3198356000.0,26352000.0,160100000,141693000,-934381000.0,4987452000.0,1481153000.0,786294000.0,9259000.0,274517000.0,5093000.0,5365439000.0,1175724000.0,195431000,99254000.0,,7518459000.0,-934381000.0,1288118182,0.11,158131000.0,32949000.0,9038894000.0,356536000.0,8938894000.0,1379726000.0,46919000.0,490608000.0,405443000.0,264783000,2226801000,187768000.0,35331000,1379726000.0,100000000.0,-414636000.0,1669968000.0,1288118182,228380000,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,3105080000.0,13105376000.0,3731219000.0,3846009000.0,761245000.0,954656000.0,0.2,156399000.0,17578952000.0,261326000,4473576000.0,39508000.0,7577228000.0,865597000.0,39330000.0,3349684000.0,8957000.0,263159000,261326000,-153036000.0,5776336000.0,1774156000.0,427342000.0,11098000.0,295751000.0,5097000.0,4987452000.0,458833000.0,322755000,122201000.0,-806354000.0,7887207000.0,-153036000.0,1306630000,0.2,167751000.0,29634000.0,10030343000.0,379544000.0,5776336000.0,2172166000.0,37609000.0,310136000.0,560488000.0,406764000,1292939000,761245000.0,59596000,1365812000.0,4254007000.0,647539000.0,41387000.0,1306630000,352389000,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,15531312000.0,5922206000.0,1650303000.0,612953000.0,9559000.0,0.18,137236000.0,17791089000.0,238469000,2259777000.0,29516000.0,7572509000.0,703919000.0,17881000.0,1255393000.0,12023000.0,178392000,238469000,129484000.0,6520898000.0,887926000.0,509447000.0,9573000.0,68285000.0,5108000.0,5776336000.0,438717000.0,224479000,35425000.0,,8169319000.0,129484000.0,1324827778,0.18,0.0,32677000.0,8698982000.0,1976584000.0,8610982000.0,1278710000.0,33151000.0,321439000.0,281131000.0,265202000,1213366000,612953000.0,46087000,1278710000.0,88000000.0,760318000.0,995886000.0,1324827778,257156000,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,3593593000.0,14395655000.0,4182750000.0,1629380000.0,504875000.0,9559000.0,0.19,193907000.0,16588450000.0,250044000,2192795000.0,310000.0,5812130000.0,795514000.0,-1574979000.0,1236390000.0,9986000.0,222814000,250044000,-368292000.0,4972714000.0,981251000.0,488898000.0,12113000.0,60956000.0,5115000.0,6520898000.0,534715000.0,270988000,37646000.0,,8661566000.0,-368292000.0,1316021053,0.19,96833000.0,21155000.0,7095760000.0,0.0,7007760000.0,1308747000.0,29576000.0,368273000.0,157267000.0,260799000,1284412000,504875000.0,48174000,1308747000.0,88000000.0,-1438396000.0,1029582000.0,1316021053,292143000,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,15152682000.0,5364576000.0,1020277000.0,623483000.0,9559000.0,0.18,217126000.0,17595291000.0,238461000,2442609000.0,0.0,6384853000.0,744297000.0,306826000.0,373551000.0,8910000.0,141862000,238461000,-889886000.0,4942785000.0,1069519000.0,558717000.0,9853000.0,59278000.0,5119000.0,4972714000.0,593878000.0,186910000,37303000.0,,9000847000.0,-889886000.0,1324783333,0.18,94868000.0,23718000.0,7562890000.0,845364000.0,7474890000.0,1469010000.0,22524000.0,355047000.0,164875000.0,150419000,1303014000,623483000.0,45048000,1469010000.0,88000000.0,40423000.0,1333767000.0,1324783333,210628000,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,6561864000.0,10545068000.0,3854107000.0,1355312000.0,149074000.0,9559000.0,1.82,253535000.0,17762390000.0,2474863000,7217322000.0,0.0,5209419000.0,768653000.0,1641331000.0,325546000.0,4306000.0,235212000,2474863000,-2979419000.0,3036488000.0,1167745000.0,611845000.0,10327000.0,56375000.0,5127000.0,4942785000.0,631161000.0,229737000,58707000.0,-1004104000.0,12088590000.0,1273651000.0,1302559474,1.9,93400000.0,34841000.0,8593984000.0,1207041000.0,3036488000.0,2622868000.0,20788000.0,401285000.0,179301000.0,137492000,1380498000,149074000.0,-5475000,1618764000.0,5557496000.0,-1846461000.0,88000000.0,1359814835,264578000,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,12400978000.0,3863416000.0,2479930000.0,97599000.0,9559000.0,0.09,209517000.0,19306691000.0,118388000,6905713000.0,,6343346000.0,615643000.0,,324088000.0,39784000.0,53385000,118388000,-1338466000.0,2974138000.0,1255559000.0,648084000.0,17128000.0,54585000.0,5319000.0,3036488000.0,589685000.0,96466000,28287000.0,,12614320000.0,,1315422222,0.09,,51533000.0,9564818000.0,990670000.0,9553188000.0,1755172000.0,20934000.0,380314000.0,229722000.0,25958000,1263727000,97599000.0,43081000,1755172000.0,11630000.0,75065000.0,,1315422222,147999000,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,12411269000.0,3864134000.0,2769061000.0,264927000.0,9559000.0,0.07,263646000.0,19972655000.0,100945000,7561386000.0,,6633195000.0,671251000.0,,231224000.0,26324000.0,-40591000,100945000,-408044000.0,3251538000.0,1186551000.0,674538000.0,19847000.0,53059000.0,5319000.0,2974138000.0,657923000.0,16442000,29853000.0,,13109686000.0,,1442071429,0.07,,88403000.0,10251957000.0,1094822000.0,10241957000.0,1950339000.0,24026000.0,430589000.0,231267000.0,13328000,1345789000,264927000.0,57033000,1950339000.0,10000000.0,165048000.0,,1442071429,104845000,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,12199634000.0,3970239000.0,2950556000.0,5649000.0,9559000.0,-0.04,342780000.0,20047881000.0,-59258000,7848247000.0,,6920795000.0,694503000.0,,231224000.0,17544000.0,-254605000,-59258000,84476000.0,3294633000.0,1269083000.0,843209000.0,23991000.0,54046000.0,5319000.0,3251538000.0,879405000.0,-225641000,19930000.0,,13113929000.0,,1481450000,-0.04,,91712000.0,9864202000.0,1136074000.0,9854202000.0,2221191000.0,35231000.0,514519000.0,208458000.0,-184902000,1537712000,5649000.0,28964000,2221191000.0,10000000.0,23934000.0,,1481450000,-133929000,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,12079623000.0,4105973000.0,3022240000.0,401334000.0,9559000.0,0.16,360936000.0,20049812000.0,229139000,7970189000.0,,7128213000.0,755361000.0,,231224000.0,3326000.0,76569000,229139000,882511000.0,4544784000.0,1184650000.0,1003598000.0,11679000.0,56382000.0,5316000.0,3294633000.0,912065000.0,87716000,19584000.0,-1439998000.0,13037839000.0,,1347876471,0.17,,95318000.0,9878809000.0,1093564000.0,4544784000.0,3764823000.0,29661000.0,513236000.0,229288000.0,-156704000,1758959000,401334000.0,11147000,2324825000.0,5334025000.0,1235846000.0,10000000.0,1432118750,183034000,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,11606170000.0,3777294000.0,3180996000.0,-49780000.0,9559000.0,-0.05,267948000.0,19623501000.0,-67764000,8017331000.0,,6958290000.0,657947000.0,,231224000.0,74484000.0,-200314000,-67764000,-112063000.0,3859611000.0,1592377000.0,1068565000.0,9615000.0,51533000.0,5316000.0,4544784000.0,739607000.0,-152658000,21168000.0,,12887206000.0,,1355280000,-0.05,,95242000.0,9005763000.0,568379000.0,8995763000.0,2518403000.0,26909000.0,482978000.0,268591000.0,-81660000,1726512000,-49780000.0,47656000,2518403000.0,10000000.0,-658423000.0,,1355280000,-57416000,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,11725031000.0,4177582000.0,3230178000.0,293985000.0,9559000.0,-1.04,349329000.0,18571899000.0,-1415205000,6846868000.0,,7407760000.0,714070000.0,,125138000.0,100841000.0,-1548586000,-1415205000,156885000.0,4236773000.0,1665535000.0,1159999000.0,12145000.0,45540000.0,5316000.0,3859611000.0,857091000.0,-1543443000,25127000.0,,11517602000.0,,1360774038,-1.04,,99297000.0,8990482000.0,604839000.0,4236773000.0,2680566000.0,46573000.0,498483000.0,1443272000.0,-143021000,1874069000,293985000.0,5143000,2680566000.0,4753709000.0,354390000.0,,1360774038,-1444146000,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,12050678000.0,4456896000.0,3415621000.0,87465000.0,0.0,0.03,397157000.0,19037040000.0,36061000,6986362000.0,,7872517000.0,822868000.0,,125138000.0,87025000.0,-138749000,36061000,532289000.0,4811395000.0,1906383000.0,1200072000.0,12671000.0,41461000.0,5316000.0,4236773000.0,954960000.0,-110210000,18917000.0,,11702878000.0,,1202033333,0.03,,98581000.0,8979435000.0,619678000.0,4811395000.0,2821611000.0,53848000.0,533898000.0,1483222000.0,-132092000,2022940000,87465000.0,28539000,2821611000.0,4168040000.0,617987000.0,,1202033333,-11629000,,,,,,,,,,,,,,,,,,,,,,,
