date,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyLongTermDebt,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyEndCashPosition,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue
1998-03-31,1900000.0,,22500000.0,1900000.0,-18900000.0,500000.0,8500000.0,1900000.0,,139900000,38500000.0,1500000.0,-1500000.0,47500000.0,-2900000.0,,,3700000.0,,,,0,2900000.0,140400000,1900000.0,152500000,-10400000.0,400000.0,-400000.0,,,,0.04,47500000.0,,,2500000.0,,,1400000.0,33500000,,8700000,5200000,,148200000.0,,12400000,0.0,7700000,,-33900000.0,2700000.0,,3400000.0,12100000,20500000,3500000.0,,15000000,8300000,119000000,1000000.0,-8300000.0,13000000,,0.04,,-15000000.0,,2800000.0,,,,,,
1998-06-30,1100000.0,,17200000.0,18700000.0,0.0,500000.0,7700000.0,1100000.0,,162400000,500000.0,700000.0,-2600000.0,55000000.0,0.0,0.0,,4200000.0,,,,0,0.0,162900000,1100000.0,178000000,7700000.0,200000.0,0.0,,,,0.02,55000000.0,,,2800000.0,,,700000.0,57400000,26700000.0,8600000,4700000,,170700000.0,,12800000,0.0,7500000,,-24800000.0,3200000.0,,1800000.0,15100000,26700000,3900000.0,,16100000,9000000,120600000,1200000.0,-8300000.0,30700000,,0.02,,-24800000.0,,3000000.0,,,,,,
1998-09-30,1300000.0,,23700000.0,42800000.0,-16200000.0,700000.0,20800000.0,1300000.0,,201200000,0.0,500000.0,-2400000.0,43333333.0,2400000.0,0.0,,5200000.0,,,,0,0.0,201900000,1300000.0,222100000,4600000.0,700000.0,-400000.0,,2300000.0,2300000.0,0.03,43333333.0,,,3800000.0,,,400000.0,100200000,44600000.0,9600000,5000000,,209500000.0,,14800000,2300000.0,8800000,,-42200000.0,15200000.0,,1800000.0,20200000,44600000,4600000.0,,17400000,9400000,121900000,800000.0,-8300000.0,55600000,,0.03,,-26000000.0,17900000.0,3400000.0,,,,,,
1998-12-31,-900000.0,,57200000.0,93900000.0,-114700000.0,600000.0,-8200000.0,-900000.0,2800000.0,246900000,4800000.0,-900000.0,-3900000.0,,-1000000.0,1100000.0,,6200000.0,11400000.0,,,0,2300000.0,247500000,-900000.0,264700000,-122900000.0,1400000.0,1200000.0,,1400000.0,1400000.0,,,,,4400000.0,,,-1000000.0,140900000,32500000.0,9600000,3700000,,267300000.0,,15800000,1400000.0,8100000,,-49900000.0,-11900000.0,,-1800000.0,17200000,33600000,5900000.0,,16600000,9700000,123800000,1500000.0,-20400000.0,107300000,,,,64800000.0,1600000.0,3700000.0,,,,,,
1999-03-31,2000000.0,,7500000.0,101200000.0,-2500000.0,700000.0,-5300000.0,2000000.0,3900000.0,244800000,400000.0,1000000.0,-3800000.0,50000000.0,-200000.0,0.0,,5300000.0,16900000.0,,,0,1400000.0,245500000,2000000.0,268500000,-7800000.0,1700000.0,-200000.0,,1100000.0,1100000.0,0.04,50000000.0,,,5000000.0,,,700000.0,138200000,26700000.0,14600000,8400000,,265200000.0,,19900000,1100000.0,13400000,,-2500000.0,-13000000.0,,3000000.0,23000000,26700000,6200000.0,,18600000,10400000,126200000,1200000.0,-20400000.0,111500000,,0.04,,0.0,1100000.0,-100000.0,,,,,,
1999-06-30,4200000.0,,5400000.0,106400000.0,,800000.0,6000000.0,4200000.0,3700000.0,246200000,300000.0,2300000.0,-4400000.0,46666667.0,5300000.0,0.0,,4600000.0,15800000.0,,,0,1100000.0,247000000,4200000.0,273700000,8500000.0,1700000.0,-100000.0,,6500000.0,6500000.0,0.09,46666667.0,,,4700000.0,,,2100000.0,143000000,19700000.0,18300000,12700000,,266600000.0,,22900000,6500000.0,17400000,,-6000000.0,-5400000.0,,6500000.0,26700000,19700000,5600000.0,,22800000,12500000,130700000,1000000.0,-20400000.0,123300000,,0.09,,,700000.0,4400000.0,,,,,,
1999-09-30,5100000.0,,-9500000.0,97200000.0,,0.0,20700000.0,5100000.0,,258300000,500000.0,4200000.0,-6200000.0,51000000.0,-4600000.0,0.0,,5000000.0,,,,0,6500000.0,258300000,5100000.0,285100000,-3300000.0,1900000.0,-800000.0,,1900000.0,1900000.0,0.1,51000000.0,,,5200000.0,,,4700000.0,148800000,29900000.0,23800000,17400000,,278700000.0,,28800000,1900000.0,22700000,,-15800000.0,,,9300000.0,26800000,29900000,6400000.0,,27900000,17200000,136300000,1100000.0,-20400000.0,118900000,,0.1,,8200000.0,24900000.0,4500000.0,,,,,,
1999-12-31,8700000.0,,5100000.0,95500000.0,-22300000.0,5500000.0,19900000.0,8700000.0,7200000.0,266500000,7200000.0,6200000.0,-7800000.0,,2700000.0,0.0,,5100000.0,17500000.0,,,0,1900000.0,272000000,8700000.0,303300000,-2400000.0,1900000.0,-400000.0,,4600000.0,4600000.0,,,,,5400000.0,,,6900000.0,154200000,30500000.0,31800000,24600000,-1200000.0,305900000.0,,36900000,4600000.0,30000000,,-22100000.0,,,14900000.0,31300000,30500000,7200000.0,,36400000,23900000,149100000,1800000.0,-39400000.0,123700000,,,,200000.0,2000000.0,4300000.0,,,,,,
2000-03-31,9400000.0,,3400000.0,99400000.0,-21800000.0,5200000.0,15500000.0,9400000.0,5300000.0,288600000,,7400000.0,-8200000.0,55294118.0,-3000000.0,0.0,,4700000.0,29700000.0,,,0,4600000.0,293800000,9400000.0,331700000,-6300000.0,2200000.0,-100000.0,,1500000.0,1500000.0,0.18,52222222.0,,,6100000.0,,-400000.0,7500000.0,187200000,32500000.0,34500000,27200000,-8100000.0,328000000.0,,39200000,1500000.0,33300000,,-21800000.0,,,16800000.0,37900000,32500000,7300000.0,,31800000,50600000,144500000,1200000.0,-39400000.0,154700000,,0.17,,0.0,1400000.0,4700000.0,,,,,,
2000-06-30,13200000.0,,20700000.0,120400000.0,-10500000.0,6600000.0,39200000.0,13200000.0,6200000.0,332800000,,10200000.0,-11900000.0,55000000.0,8600000.0,0.0,,5700000.0,28700000.0,,,0,1500000.0,339400000,13200000.0,386100000,28700000.0,2500000.0,-1600000.0,,10200000.0,10200000.0,0.26,50769231.0,,,7100000.0,,,9200000.0,227100000,41700000.0,46600000,38000000,9100000.0,372200000.0,,52300000,10200000.0,45400000,,-51300000.0,,,23400000.0,46700000,41700000,8600000.0,,44800000,59800000,159000000,1200000.0,-39400000.0,185400000,,0.24,,-40800000.0,1600000.0,5200000.0,,,,,,
2000-09-30,16763000.0,,-2700000.0,123660000.0,,7258000.0,37445000.0,16763000.0,7040000.0,385889000,674000.0,12617000.0,-14743000.0,55964836.0,4678000.0,0.0,,5751000.0,35849000.0,,,0,10200000.0,393147000,16763000.0,453830000,69745000.0,2742000.0,5000.0,,14845000.0,14845000.0,0.32,51990169.0,,,9715000.0,,,11370000.0,262352000,53344000.0,57224000,46865000,390000.0,425289000.0,,62975000,14845000.0,56580000,,-29445000.0,,,29380000.0,60683000,53344000,10359000.0,,61288000,79553000,191478000,1369000.0,-39400000.0,209008000,,0.3,,-20506000.0,2949000.0,5795000.0,,,,,,
2000-12-31,22052000.0,,-19860000.0,101619000.0,,0.0,59376000.0,22052000.0,6018000.0,415648000,2193000.0,16018000.0,-18426000.0,,1016000.0,0.0,,9473000.0,42530000.0,,6954000.0,0,14845000.0,422602000,22052000.0,489703000,22597000.0,2532000.0,-12000.0,,15861000.0,15861000.0,,,,,8882000.0,,,15310000.0,276264000,71527000.0,70749000,59028000,11980000.0,487900000.0,,80222000,15861000.0,67910000,,-39528000.0,,,38070000.0,67101000,71527000,11721000.0,,80474000,96865000,213439000,2839000.0,-72252000.0,204737000,,,,-34728000.0,2692000.0,6253000.0,,,,,,
2001-03-31,23615000.0,,-9295000.0,95498000.0,,7044000.0,44425000.0,23615000.0,6538000.0,444860000,,16991000.0,-19966000.0,54000000.0,-5080000.0,0.0,,7901000.0,40337000.0,,,0,15861000.0,451904000,23615000.0,511632000,44425000.0,1716000.0,-215000.0,,10781000.0,10781000.0,0.44,54000000.0,,,10742000.0,,-2959000.0,15084000.0,277537000,63401000.0,74810000,62288000,-5629000.0,,,82711000,10781000.0,73030000,,-39519000.0,,,40606000.0,59728000,63401000,12522000.0,,101111000,111950000,234095000,1780000.0,,214136000,,0.44,,-39519000.0,2072000.0,6688000.0,,,,,,
2001-06-30,22279000.0,,5200000.0,99755000.0,,10554000.0,47491000.0,22279000.0,4816000.0,473075000,,11115000.0,-905000.0,58000000.0,9246000.0,0.0,,7682000.0,32451000.0,,,0,10781000.0,483629000,22279000.0,543290000,47491000.0,1523000.0,-118000.0,,20027000.0,20027000.0,0.41,54000000.0,,,11272000.0,,1061000.0,7543000.0,285855000,59487000.0,49056000,35822000,5354000.0,545327000.0,,56738000,20027000.0,47094000,,-42575000.0,,,33394000.0,59661000,59487000,13234000.0,,123268000,119492000,257435000,1750000.0,-72252000.0,226368000,,0.4,,-42575000.0,2367000.0,7121000.0,,,,,,
2001-09-30,11949000.0,,-11658000.0,88427000.0,,10451000.0,43967000.0,11949000.0,3202000.0,511313000,,9840000.0,-12946000.0,57000000.0,-16400000.0,0.0,,8598000.0,36565000.0,,,0,20027000.0,521764000,11949000.0,567955000,-84455000.0,1499000.0,-84000.0,,3627000.0,3627000.0,0.21,55000000.0,,,12529000.0,,-246000.0,7688000.0,298818000,75654000.0,50367000,36234000,12840000.0,583565000.0,,58965000,3627000.0,48763000,,-49825000.0,,,2109000.0,46191000,75654000,14133000.0,,135003000,127181000,269137000,1962000.0,-72252000.0,223164000,,0.21,,78597000.0,0.0,7556000.0,,,,,,
2001-12-31,7900000.0,,14631000.0,101053000.0,126228000.0,1012000.0,20503000.0,7900000.0,2593000.0,546705000,,6252000.0,-12729000.0,,3089000.0,7484000.0,,9032000.0,43457000.0,,,0,3627000.0,547717000,7900000.0,605779000,146731000.0,1334000.0,0.0,,6716000.0,6716000.0,,,,,19389000.0,,-2859000.0,2012000.0,315406000,69206000.0,49344000,28215000,-9064000.0,673093000.0,,58376000,6716000.0,47604000,,-31931000.0,,,14284000.0,58062000,76690000,21129000.0,,142897000,129698000,279043000,1803000.0,-126388000.0,238716000,,,,-154639000.0,0.0,7965000.0,,,,,,
2002-03-31,10406000.0,,46995000.0,,-2124000.0,839000.0,11092000.0,10406000.0,5746000.0,599963000,3645000.0,7319000.0,-13962000.0,56684254.0,5746000.0,5699000.0,,8913000.0,41602000.0,,,0,6716000.0,600802000,10406000.0,665462000,8968000.0,1169000.0,0.0,144404000.0,12462000.0,12462000.0,0.19,55592810.0,,,20763000.0,,,1620000.0,361112000,59186000.0,55700000,32751000,-21704000.0,726351000.0,,64613000,12462000.0,53514000,,-52207000.0,,,17620000.0,64660000,209289000,22949000.0,,153303000,142513000,293094000,2358000.0,-126388000.0,151823000,,0.18,,-28168000.0,0.0,9310000.0,,,,,,
2002-06-30,9369000.0,,42803000.0,,-45914000.0,67086000.0,38526000.0,9369000.0,4036000.0,596307000,607000.0,6212000.0,-14792000.0,57000000.0,214000.0,198311000.0,,10970000.0,35807000.0,,,0,12462000.0,663393000,9369000.0,722880000,-7388000.0,1300000.0,-75000.0,,12676000.0,12676000.0,0.17,56000000.0,,,23091000.0,,,554000.0,404896000,53351000.0,57884000,31658000,5199000.0,722695000.0,,68854000,12676000.0,54921000,,-81425000.0,,,15581000.0,59487000,251662000,26226000.0,,162672000,143068000,303070000,2683000.0,-126388000.0,153234000,,0.17,,-35511000.0,0.0,10166000.0,,,,,,
2002-09-30,7741000.0,,14315000.0,,24605000.0,619000.0,53457000.0,7741000.0,7621000.0,691958000,-365000.0,8137000.0,-14277000.0,56711190.0,13030000.0,218793000.0,,10289000.0,39213000.0,,,0,12676000.0,692577000,7741000.0,768761000,78062000.0,1997000.0,-61000.0,,25706000.0,25706000.0,0.14,55771851.0,,,26143000.0,,,2728000.0,443380000,68201000.0,60430000,32173000,17249000.0,818346000.0,,70719000,25706000.0,58316000,,-53832000.0,,,15878000.0,76184000,286994000,28257000.0,,170071000,145796000,310444000,2313000.0,-126388000.0,156386000,,0.14,,-12751000.0,0.0,10590000.0,,,,,,
2002-12-31,13808000.0,,133000.0,193025000.0,0.0,2759000.0,41570000.0,13808000.0,3207000.0,711902000,9240000.0,9714000.0,-17560000.0,,6856000.0,10977000.0,,12804000.0,56582000.0,,,0,25706000.0,714661000,13808000.0,811711000,41570000.0,1820000.0,0.0,,32562000.0,32562000.0,,,,,25453000.0,,,16219000.0,466082000,79817000.0,70550000,43139000,-12474000.0,928874000.0,,83354000,32562000.0,68592000,,-36881000.0,,,23522000.0,97050000,90794000,27411000.0,,183751000,171094000,324308000,2038000.0,-216972000.0,375288000,,,,-36881000.0,0.0,11169000.0,,,,,,
2003-03-31,-720000.0,,9747000.0,210177000.0,,648000.0,10903000.0,-720000.0,5401000.0,695023000,1404000.0,549000.0,-47289000.0,57606607.0,2554000.0,10447000.0,,12205000.0,45397000.0,,,0,32562000.0,695671000,-720000.0,786762000,10903000.0,2190000.0,-8808000.0,,35116000.0,35116000.0,-0.01,57410652.0,,,23801000.0,,,-897000.0,458401000,50200000.0,75808000,49339000,-28811000.0,911995000.0,,88013000,35116000.0,73140000,,-17628000.0,,,3000.0,91091000,60647000,26469000.0,,165365000,175659000,299059000,2717000.0,-216972000.0,397754000,,-0.01,,-18763000.0,0.0,11918000.0,,,,,,
2003-06-30,32649000.0,,-31626000.0,204191000.0,,758000.0,41658000.0,32649000.0,3293000.0,687211000,-203000.0,-18130000.0,-23185000.0,57634749.0,-6235000.0,11736000.0,,13450000.0,41399000.0,,,0,35116000.0,687969000,32649000.0,766110000,41658000.0,2208000.0,9957000.0,,28881000.0,28881000.0,0.57,57633556.0,,,23987000.0,-31105000.0,,-20003000.0,429886000,45654000.0,67464000,40034000,2252000.0,904183000.0,,80914000,28881000.0,64213000,,-15959000.0,,,14519000.0,78141000,57390000,27430000.0,,215680000,155656000,306788000,3140000.0,-216972000.0,372496000,,0.57,,-15959000.0,0.0,12649000.0,,,,,,
2003-09-30,13277000.0,,-33671000.0,194849000.0,,812000.0,56853000.0,13277000.0,4486000.0,681775000,294000.0,-449000.0,-16804000.0,59060674.0,4649000.0,13438000.0,,13658000.0,37021000.0,,,0,28881000.0,682587000,13277000.0,760865000,56853000.0,2450000.0,2047000.0,,33530000.0,33530000.0,0.23,58147919.0,,,24830000.0,-58725000.0,,-1090000.0,436542000,61728000.0,59521000,31928000,22377000.0,898747000.0,,73179000,33530000.0,56758000,,-18739000.0,,-26671000.0,12977000.0,78278000,75166000,27593000.0,,228957000,154047000,295016000,2793000.0,-216972000.0,361376000,,0.22,,-18898000.0,0.0,12480000.0,,,,,,
2003-12-31,11536000.0,,-2353000.0,135558000.0,,1678000.0,54625000.0,11536000.0,3477000.0,688144000,86667000.0,-403000.0,-18982000.0,,19821000.0,15437000.0,,14180000.0,39640000.0,,,0,33530000.0,689822000,11536000.0,789256000,54625000.0,2331000.0,-2930000.0,,53351000.0,53351000.0,,,,,23370000.0,-87653000.0,,-1054000.0,397439000,79937000.0,59286000,32688000,19113000.0,984077000.0,,73466000,53351000.0,56058000,,-28918000.0,,-26799000.0,10577000.0,99434000,95374000,26598000.0,,240493000,152993000,362219000,3281000.0,-295933000.0,302065000,,,,-28918000.0,0.0,13514000.0,,,,,,
2004-03-31,8070000.0,,-3576000.0,157816000.0,-16552000.0,20959000.0,24559000.0,7175000.0,2062000.0,575793000,3365000.0,-10454000.0,-32172000.0,65045645.0,-3075000.0,39361000.0,,15024000.0,39875000.0,,,0,44320000.0,596752000,8070000.0,781635000,8007000.0,1330000.0,1074000.0,,41245000.0,41245000.0,0.12,65021836.0,,,24335000.0,-101873000.0,,-12653000.0,425925000,73362000.0,62586000,30223000,-10356000.0,871726000.0,,77610000,41245000.0,54558000,,-24694000.0,-188000.0,-30273000.0,-3060000.0,184883000,112723000,32363000.0,,241751000,132893000,355710000,11097000.0,-295933000.0,313202000,,0.12,,-390000.0,97137000.0,22493000.0,,,,,,
2004-06-30,79918000.0,,-106052000.0,53234000.0,-47922000.0,26463000.0,35661000.0,16327000.0,1130000.0,669983000,27269000.0,-2912000.0,-30568000.0,65935703.0,17881000.0,39054000.0,,13684000.0,45075000.0,,,0,41245000.0,696446000,79918000.0,806693000,-12261000.0,793000.0,1767000.0,,59126000.0,59126000.0,1.22,65657880.0,,,24848000.0,25746000.0,,-6912000.0,377207000,87184000.0,73736000,44774000,-5856000.0,965916000.0,,87420000,59126000.0,69622000,,87451000.0,-167000.0,-30506000.0,13460000.0,110247000,126238000,28962000.0,,163616000,140214000,412912000,6663000.0,-295933000.0,250969000,,1.22,,-37026000.0,1561000.0,57521000.0,,,,,,
2004-09-30,11607000.0,,-22945000.0,57094000.0,0.0,25157000.0,75639000.0,11607000.0,2164000.0,656918000,1953000.0,-6952000.0,-19874000.0,66239291.0,10967000.0,62610000.0,,15383000.0,39057000.0,,,0,59126000.0,682075000,11607000.0,797946000,75639000.0,393000.0,1942000.0,,70093000.0,70093000.0,0.17,66051571.0,,,26962000.0,-157182000.0,,-12997000.0,374156000,71274000.0,65762000,24715000,,952851000.0,,81145000,70093000.0,51677000,,-40037000.0,14140000.0,-30700000.0,4711000.0,115871000,133884000,41047000.0,,335076000,127217000,407404000,15799000.0,-295933000.0,240272000,,0.17,,124610000.0,1339000.0,55961000.0,,,,,,
