date,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyLongTermDebt,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyEndCashPosition,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue
2013-12-31,101510000.0,,165490000.0,990024000.0,-150081000.0,0.0,177003000.0,101510000.0,17143000.0,2936104000,0.0,81501000.0,68170000.0,,133424000.0,3572000.0,9623000.0,83694000.0,167618000.0,,,0,256135000.0,3120936000,101510000.0,3708719000,26922000.0,10049000.0,0.0,,389559000.0,389559000.0,,,,,,47142000.0,,21263000.0,1992344000,267832000.0,223798000,124890000,18769000.0,4132093000.0,55615000.0,307492000,389559000.0,276754000,21206000.0,-223369000.0,1523000.0,-42365000.0,183011000.0,587783000,347444000,98908000.0,,-24637000,328714000,1716375000,44241000.0,-1195989000.0,1644900000,,,,-49164000.0,2285000.0,326162000.0,,,,,,
2014-03-31,102788000.0,,-95520000.0,944109000.0,-374602000.0,0.0,178238000.0,102788000.0,14121000.0,3322469000,,65462000.0,26501000.0,104171000.0,-238222000.0,6885000.0,0.0,99452000.0,199606000.0,,,0,389559000.0,3504269000,102788000.0,3891138000,-196364000.0,11460000.0,0.0,,151337000.0,151337000.0,1.0,102278000.0,,,,92677000.0,,6620000.0,2059486000,283008000.0,257707000,153209000,-24474000.0,3322469000.0,97150000.0,357159000,151337000.0,279162000,16472000.0,-335129000.0,3315000.0,-45520000.0,168250000.0,386869000,409070000,104498000.0,,12144000,344046000,1831652000,40800000.0,,1650416000,-50000000.0,0.99,,39473000.0,9533000.0,362261000.0,,,,,,
2014-06-30,53993000.0,,207062000.0,1198866000.0,-135073000.0,0.0,149592000.0,53993000.0,17952000.0,3828664000,,53185000.0,-22083000.0,107330000.0,14160000.0,7787000.0,0.0,104902000.0,199251000.0,,,0,151337000.0,3976837000,53993000.0,4384415000,14519000.0,12334000.0,0.0,,165497000.0,165497000.0,0.51,105577000.0,,,,49883000.0,,7851000.0,2367947000,264249000.0,253769000,141595000,-64103000.0,3828664000.0,82751000.0,358671000,165497000.0,224414000,18217000.0,-335262000.0,3465000.0,-48665000.0,107178000.0,407578000,377710000,112174000.0,-176179000.0,-10092000,401317000,2016468000,48011000.0,,1990237000,,0.5,,-24010000.0,7624000.0,390054000.0,,,,,,
2014-09-30,53903000.0,,-50015000.0,1198648000.0,-230880000.0,0.0,235010000.0,53903000.0,19781000.0,3903218000,,45676000.0,5220000.0,108290000.0,-22977000.0,1704000.0,0.0,104159000.0,199574000.0,,,0,165497000.0,4051342000,53903000.0,4437727000,4130000.0,12918000.0,0.0,,142520000.0,142520000.0,0.5,106768000.0,,,110223000.0,13740000.0,,14388000.0,2437259000,323747000.0,211529000,107277000,41789000.0,3903218000.0,82736000.0,315688000,142520000.0,216656000,14720000.0,-206341000.0,1984000.0,-48415000.0,99579000.0,386385000,431175000,104252000.0,0.0,-25085000,409516000,2000468000,41961000.0,,2006084000,-1600000.0,0.5,,24539000.0,9341000.0,397920000.0,,,,,,
2014-12-31,58642000.0,0.0,-55797000.0,1238080000.0,-167895000.0,0.0,229146000.0,58642000.0,9510000.0,3891713000,,19423000.0,35265000.0,,-22115000.0,0.0,3762000.0,117181000.0,171820000.0,,,0,142520000.0,4047932000,58642000.0,4386091000,61251000.0,12943000.0,0.0,,120405000.0,120405000.0,,,,,,5722000.0,,-2449000.0,2364745000,298196000.0,162929000,55743000,49865000.0,5568259000.0,44463000.0,280110000,120405000.0,208189000,18393000.0,-195532000.0,685000.0,-48057000.0,78065000.0,338159000,365729000,107186000.0,0.0,-35585000,410183000,2021346000,41118000.0,-1676546000.0,1999016000,,,,-27637000.0,23391000.0,350753000.0,,,,,,
2015-03-31,1275000.0,0.0,106991000.0,1168614000.0,-174346000.0,0.0,22647000.0,1275000.0,26358000.0,3978275000,,-1251000.0,16484000.0,109305000.0,-32213000.0,5176000.0,0.0,90957000.0,169378000.0,,,0,120405000.0,4132807000,1275000.0,4462398000,-151699000.0,13298000.0,0.0,224235000.0,88192000.0,88192000.0,0.01,107513000.0,,,,-34412000.0,,-21228000.0,2508883000,283885000.0,88504000,-3162000,-95041000.0,3978275000.0,13125000.0,179461000,88192000.0,104279000,19040000.0,-162203000.0,2829000.0,-47923000.0,24000.0,329591000,549580000,91666000.0,,-103700000,386935000,1953515000,42140000.0,,1959303000,,0.01,,12143000.0,10000000.0,377003000.0,,,,,,
2015-06-30,6813000.0,0.0,4721000.0,1200077000.0,-90653000.0,0.0,134668000.0,6813000.0,20559000.0,3962794000,,17585000.0,9477000.0,110746000.0,9846000.0,2169000.0,0.0,111146000.0,154843000.0,,,0,88192000.0,4126791000,6813000.0,4428814000,44015000.0,14550000.0,0.0,224457000.0,98038000.0,98038000.0,0.06,109319000.0,,,,-6869000.0,,-3130000.0,2451732000,203519000.0,137074000,29471000,6390000.0,3962794000.0,26095000.0,248220000,98038000.0,150094000,17886000.0,-129958000.0,4699000.0,-28226000.0,24398000.0,302023000,479848000,107603000.0,0.0,-175424000,394806000,1977082000,43274000.0,,1971884000,,0.06,,-39305000.0,11098000.0,351291000.0,,,,,,
2015-09-30,-83310000.0,0.0,35594000.0,1270154000.0,-115536000.0,0.0,122230000.0,-83310000.0,17451000.0,3935358000,,-42919000.0,-84941000.0,110293000.0,50778000.0,2049000.0,0.0,148843000.0,158375000.0,,,0,98038000.0,4120705000,-83310000.0,4502701000,6694000.0,15420000.0,-1297000.0,224679000.0,148816000.0,148816000.0,-0.76,110293000.0,,,,95054000.0,,-55401000.0,2516887000,204326000.0,79108000,-25868000,-5082000.0,3935358000.0,20006000.0,227951000,148816000.0,38034000,16773000.0,-114890000.0,4385000.0,-26437000.0,-126229000.0,381996000,474885000,104976000.0,0.0,-329978000,362931000,1985814000,40951000.0,,2042002000,-1297000.0,-0.76,,646000.0,39418000.0,384269000.0,,,,,,
2015-12-31,-142080000.0,0.0,-138746000.0,1162998000.0,-135223000.0,0.0,164863000.0,-142080000.0,13079000.0,3775561000,,29972000.0,-89666000.0,,-107140000.0,0.0,10501000.0,107812000.0,160499000.0,,,0,148816000.0,3924442000,-142080000.0,4209220000,29640000.0,16584000.0,-949000.0,224901000.0,41676000.0,41676000.0,,,,,,113647000.0,,32031000.0,2350561000,248747000.0,110222000,-5858000,33343000.0,6045380000.0,6006000.0,218034000,41676000.0,12288000,21533000.0,-134687000.0,1637000.0,-24949000.0,-112108000.0,284778000,503731000,116080000.0,0.0,-544023000,354654000,1858659000,44111000.0,-2269819000.0,1846830000,-949000.0,,,536000.0,55214000.0,305613000.0,,,,,,
2016-03-31,-85848000.0,0.0,19123000.0,1429988000.0,-63643000.0,0.0,73883000.0,-85848000.0,17340000.0,3674001000,,25834000.0,23651000.0,112725000.0,21570000.0,0.0,0.0,125798000.0,127531000.0,,,0,41676000.0,3788190000,-85848000.0,4072340000,10240000.0,14750000.0,-895000.0,0.0,63246000.0,63246000.0,-0.76,112725000.0,,,,86317000.0,,22546000.0,2330879000,189811000.0,37626000,-68915000,-17760000.0,3674001000.0,7022000.0,163424000,63246000.0,80534000,20837000.0,-67730000.0,4172000.0,-24542000.0,-60014000.0,284150000,221225000,106541000.0,,-702718000,337657000,1741461000,44804000.0,,2109654000,-225895000.0,-0.76,,-4087000.0,62381000.0,318981000.0,,,,,,
2016-06-30,-55696000.0,0.0,-102453000.0,1349366000.0,-80264000.0,0.0,123648000.0,-55696000.0,19585000.0,3576248000,,-38373000.0,-52368000.0,115366000.0,-58051000.0,11568000.0,0.0,131793000.0,163256000.0,,,0,63246000.0,3715538000,-55696000.0,3944785000,43384000.0,13647000.0,-998000.0,0.0,5195000.0,5195000.0,-0.48,115366000.0,,,,44791000.0,,-44081000.0,2311425000,221023000.0,68707000,-28054000,-720000.0,3576248000.0,21264000.0,200500000,5195000.0,51371000,13267000.0,-78787000.0,3845000.0,-23562000.0,-94069000.0,229247000,278831000,96761000.0,,-836318000,321881000,1633360000,38620000.0,,2032594000,-78891000.0,-0.48,,1477000.0,21600000.0,329132000.0,,,,,,
2016-09-30,-14475000.0,0.0,-69541000.0,1312652000.0,-51430000.0,0.0,151726000.0,-14475000.0,12166000.0,3548517000,,-3609000.0,18730000.0,116814000.0,16222000.0,12031000.0,0.0,143556000.0,145143000.0,,,0,5195000.0,3700190000,-14475000.0,3915417000,100296000.0,14150000.0,-1112000.0,0.0,21417000.0,21417000.0,-0.12,116814000.0,,,,83754000.0,,-6883000.0,2266480000,175754000.0,76135000,-22664000,12818000.0,3548517000.0,33475000.0,219691000,21417000.0,139622000,15642000.0,-67145000.0,4299000.0,-24291000.0,-18084000.0,215227000,246498000,98799000.0,,-926258000,335159000,1648937000,37633000.0,,2019982000,-45250000.0,-0.12,,-15715000.0,20138000.0,344008000.0,,,,,,
2016-12-31,-4032000.0,0.0,21495000.0,1362192000.0,-145595000.0,0.0,160283000.0,-4032000.0,14528000.0,3708075000,,-47029000.0,-48246000.0,,41358000.0,47660000.0,161000.0,126855000.0,131719000.0,,,0,21417000.0,3861278000,-4032000.0,4087184000,14688000.0,14410000.0,-1265000.0,0.0,62775000.0,62775000.0,,,,,,30339000.0,,-54437000.0,2508721000,181557000.0,118037000,11595000,14028000.0,6590320000.0,36219000.0,244892000,62775000.0,90204000,19489000.0,-139568000.0,-19020000.0,-32328000.0,-51061000.0,225906000,290862000,106442000.0,,-1006386000,283533000,1578463000,40518000.0,-2882245000.0,2217859000,-1265000.0,,,6027000.0,4336000.0,525022000.0,,,,,,
2017-03-31,44540000.0,0.0,-144271000.0,1267334000.0,-98509000.0,0.0,172636000.0,44540000.0,22464000.0,3704625000,,46595000.0,76054000.0,120722000.0,-61625000.0,8851000.0,0.0,115409000.0,105597000.0,,,0,62775000.0,3825553000,44540000.0,3983533000,74127000.0,14695000.0,-1231000.0,,1150000.0,1150000.0,0.38,118632000.0,,,,41517000.0,,33682000.0,2371701000,189712000.0,129987000,29776000,31451000.0,3704625000.0,44124000.0,245396000,1150000.0,221239000,18738000.0,-91315000.0,4163000.0,-40918000.0,91135000.0,157980000,268282000,100211000.0,,-1038439000,284666000,1611832000,41708000.0,,2103419000,-1231000.0,0.37,,7194000.0,17231000.0,529439000.0,,,,,,
2017-06-30,48264000.0,0.0,-44087000.0,1262235000.0,-59868000.0,0.0,128939000.0,48264000.0,18659000.0,3712138000,,24150000.0,68264000.0,122660000.0,14576000.0,4578000.0,0.0,126269000.0,110222000.0,,,0,1148000.0,3817693000,48264000.0,4012930000,69071000.0,15508000.0,-1150000.0,,15724000.0,15724000.0,0.4,120514000.0,,,,63874000.0,,13635000.0,2365198000,172648000.0,127386000,19658000,-16064000.0,3712138000.0,44538000.0,253655000,15724000.0,214191000,13896000.0,-71907000.0,4838000.0,-48206000.0,72414000.0,195237000,247768000,107728000.0,,-1076506000,283869000,1647732000,37906000.0,,2117430000,-1150000.0,0.39,,-12039000.0,31199000.0,550403000.0,,,,,,
2017-09-30,-39191000.0,0.0,-11644000.0,1301757000.0,-112358000.0,0.0,141580000.0,-39191000.0,14345000.0,3687032000,,9435000.0,-22587000.0,121280000.0,26475000.0,17810000.0,0.0,120826000.0,125022000.0,,,0,15724000.0,3781939000,-39191000.0,4010937000,29222000.0,13400000.0,-1246000.0,,42199000.0,42199000.0,-0.32,121280000.0,,,,58467000.0,,1998000.0,2449309000,203305000.0,110685000,6231000,12574000.0,3687032000.0,50980000.0,231511000,42199000.0,104470000,12858000.0,-101017000.0,5301000.0,-54227000.0,-29756000.0,228998000,298236000,104454000.0,,-1193995000,277315000,1561628000,35772000.0,,2151073000,-1246000.0,-0.32,,11341000.0,26009000.0,550336000.0,,,,,,
2017-12-31,8645000.0,0.0,-63684000.0,1270330000.0,-77351000.0,0.0,150741000.0,8645000.0,17105000.0,3630243000,,-17956000.0,-43977000.0,,4362000.0,78905000.0,332000.0,129179000.0,165760000.0,,,0,42199000.0,3713119000,8645000.0,3974965000,73390000.0,13710000.0,-1247000.0,,46561000.0,46561000.0,,,,,,71829000.0,,-19198000.0,2432079000,219084000.0,164621000,48376000,-27296000.0,6893667000.0,39061000.0,293800000,46561000.0,133578000,16087000.0,-83440000.0,3972000.0,-56721000.0,-9311000.0,261846000,363306000,116245000.0,,-1264003000,253108000,1542886000,44014000.0,-3263424000.0,2068773000,-1247000.0,,,-6089000.0,17988000.0,517180000.0,,,,,,
2018-03-31,25139000.0,,-36580000.0,1363502000.0,-184973000.0,,171685000.0,25139000.0,22286000.0,3853494000,,23213000.0,9813000.0,124304000.0,-27262000.0,64813000.0,,121559000.0,165779000.0,,,0,46561000.0,3952347000,25139000.0,4186534000,-13288000.0,14334000.0,,,,19299000.0,0.21,122390000.0,,,,110638000.0,,9651000.0,2619314000,241840000.0,173715000,52873000,17796000.0,,52281000.0,295274000,19299000.0,184245000,19750000.0,-164126000.0,3758000.0,-59225000.0,48352000.0,234187000,385329000,120842000.0,,-1317869000,260411000,1567220000,45313000.0,,2233985000,-1264000.0,0.2,,20847000.0,,588035000.0,,,,,,
2018-06-30,-60224000.0,,27735000.0,1605561000.0,-137719000.0,,149813000.0,-60224000.0,21979000.0,5122001000,,-8208000.0,-149675000.0,134603000.0,19805000.0,134050000.0,,140045000.0,229781000.0,,,0,19299000.0,5362971000,-60224000.0,5682533000,12094000.0,15333000.0,,,,39104000.0,-0.45,134603000.0,,,,87167000.0,,-23552000.0,3032000000,298670000.0,222941000,96576000,-40551000.0,,33841000.0,362986000,39104000.0,86946000,10961000.0,-157530000.0,5392000.0,-69981000.0,-68432000.0,319562000,501604000,126365000.0,,-1484470000,249704000,2650533000,39053000.0,,2530396000,-1541000.0,-0.45,,-19811000.0,,607404000.0,,,,,,
2018-09-30,-15099000.0,,7613000.0,1728889000.0,-339862000.0,,310044000.0,-15099000.0,27751000.0,5335733000,,-1565000.0,-139364000.0,152432000.0,-15110000.0,165970000.0,,166343000.0,247596000.0,,,0,39104000.0,5593934000,-15099000.0,5918630000,-29818000.0,19772000.0,,,,23994000.0,-0.1,152432000.0,,,,66846000.0,,-10712000.0,3392872000,387366000.0,288282000,142472000,52325000.0,,41483000.0,454625000,23994000.0,169451000,13056000.0,-331740000.0,5258000.0,-100841000.0,-16664000.0,324696000,629893000,145810000.0,,-1606300000,251133000,2525758000,40011000.0,,2762979000,-5441000.0,-0.1,,8122000.0,,598083000.0,,,,,,
2018-12-31,323373000.0,,-91258000.0,1796207000.0,-132266000.0,,179334000.0,323373000.0,27751000.0,5620168000,,69608000.0,342584000.0,,2815000.0,41016000.0,,174435000.0,260322000.0,,,0,23994000.0,5840794000,323373000.0,6270671000,47068000.0,20827000.0,,,26809000.0,26809000.0,,,,,,118182000.0,,64084000.0,3453420000,449651000.0,238630000,71224000,-36446000.0,9573619000.0,37410000.0,413065000,26809000.0,588243000,16979000.0,-85933000.0,-126361000.0,-100147000.0,392981000.0,429877000,563199000,167406000.0,,-1388237000,318134000,2817251000,46731000.0,-3953451000.0,2890221000,-5205000.0,,,46333000.0,,,,,,,,
2019-03-31,39547000.0,,-4886000.0,1865916000.0,-218080000.0,,204228000.0,39547000.0,16962000.0,5668694000,,41093000.0,23958000.0,154550000.0,-21593000.0,8233000.0,,206568000.0,253263000.0,,,0,26809000.0,5900214000,39547000.0,6225168000,-13852000.0,20979000.0,,,,5216000.0,0.26,152904000.0,,,,74248000.0,,14943000.0,3487906000,357570000.0,260670000,77661000,-45747000.0,,58140000.0,467238000,5216000.0,278648000,22843000.0,-220965000.0,4594000.0,-98328000.0,80640000.0,324954000,459182000,183009000.0,,-1454239000,332881000,2737262000,52601000.0,,3028724000,-6468000.0,0.26,,-2885000.0,,,,,,,,
2019-06-30,2004000.0,,-22912000.0,1893135000.0,-101230000.0,,170090000.0,2004000.0,22898000.0,5507589000,,45096000.0,23937000.0,156844000.0,29848000.0,37480000.0,,259466000.0,197151000.0,,,0,5216000.0,5716159000,2004000.0,6034729000,68860000.0,21568000.0,,,,35064000.0,0.01,154795000.0,,,,59745000.0,,24987000.0,3393484000,265710000.0,205799000,44731000,-47741000.0,,37097000.0,465265000,35064000.0,252799000,14593000.0,-116715000.0,3309000.0,-97693000.0,47100000.0,318570000,375944000,161068000.0,,-1567106000,329926000,2641245000,51040000.0,,3017540000,-4720000.0,0.01,,-15485000.0,,,,,,,,
2019-09-30,-10229000.0,,-90011000.0,1954471000.0,-132536000.0,,228601000.0,-10229000.0,16150000.0,5389818000,,5184000.0,783000.0,155254000.0,-24837000.0,16049000.0,,215526000.0,246522000.0,,,0,35064000.0,5611463000,-10229000.0,5959136000,96065000.0,19661000.0,,,,10227000.0,-0.07,155254000.0,,,,45545000.0,,-5169000.0,3425072000,310560000.0,176368000,13833000,16034000.0,,32697000.0,391894000,10227000.0,188693000,15564000.0,-164012000.0,5462000.0,-98207000.0,-5045000.0,347673000,395072000,162535000.0,,-1684511000,317305000,2534064000,48642000.0,,3030000000,-9337000.0,-0.07,,-31476000.0,,,,,,,,
