date,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyDeferredIncomeTax,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyGrossProfit,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyTaxProvision,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyDilutedEPS,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable
2011-06-30,,,,,,,,,,676741551.41825,7669131949.639826,6200000.0,,,3580894769.467542,9109398713.207788,3911997947.972554,,23940320.201783,3260479233.909754,577500000.0,,1488468033.259945,,,,478699527.606182,,3942030224.654255,,,1637453775.944253,,4088237180.172285,,1692602013.551931,,4806553662.655238,,-4302845050.552551,261099117.200693,239830707.735716,379090695.33805,,,,373426244.576021,,,,213539106.085544,,,24367825.919672,,,11675501784.836372,,,,7763503836.863818,,1973366393.775517,-1085009512.002223,,4350298185.238228,239830707.735716,,,,,,,,,,
2012-06-30,,,,,,,,,,512413778.987658,8141105675.74759,12000000.0,,,4296416071.392022,9272059275.02712,3815318173.444952,,24663814.806476,3055856888.470434,637300000.0,,1463454571.504595,,,,507910841.844567,,3368094643.551589,,,1683279775.671859,,3844689604.355568,,1702519598.01052,,4776797592.975418,,-4495261682.051702,217266717.154144,365965982.356674,937020283.68504,,,,362998137.421454,,,,205395337.413267,,,146754815.072559,,,11599770759.563623,,,,7784452586.118673,,1995210512.31144,-1017254436.416481,,3872935300.980412,365965982.356674,,,,,,,,,,
2013-06-30,,,,,,,,,,513155132.92023,7958148151.528149,36800000.0,,,4289951358.405505,8696624291.59404,3830639641.530613,,22358706.662895,2892395301.9338,654200000.0,,1467187457.221862,,,,461228177.445997,,3292114221.050038,,,1755477883.132409,,3668196793.122644,,1656004453.489327,,4456227127.955684,,-4240397163.638355,256623196.473713,360385847.394983,1078876041.50506,,,,344141562.554186,,,,194201337.871999,,,82225284.503135,,,11335590498.005968,,,,7504950856.475355,,1996495614.955693,-708360331.091379,,3487319419.221187,360385847.394983,,,,,,,,,,
2014-06-30,,,,,,,,,,588811267.817802,6991733669.761048,8900000.0,,,3294575103.093754,5738038300.035777,3325079556.367334,,8944206.978364,2992919954.055021,588600000.0,,1222626019.168848,,,,487882953.282995,,2029111039.975898,,,1690172670.269456,,3697158566.667294,,1328450110.15497,,2918824260.455307,,-2819214039.58047,252038337.695596,509443199.57821,520082098.405107,,,,305232831.830079,,,,113826802.49308,,,62891897.489973,,,9129964034.872992,,,,5804884478.505658,,1786393507.447229,-1276291261.039034,,2716591033.19713,509443199.57821,,,,,,,,,,
2015-06-30,,,,,,,,,,451511662.24363,6951042513.563101,15885416.6667,,,3669618340.517572,5220996832.287656,3408558511.916734,,13482431.852,2563759319.056896,11085555.078311,,1191547366.120051,,,,457603724.043397,,1464291968.992698,,,1553975108.274939,,3281424173.045529,,1212320298.158738,,2563359839.594563,,-2657636992.693092,229700690.81187,703982682.405544,1011382128.631134,,,,288923521.095047,,,,139318462.470662,,,101967132.747319,,,8535977280.164905,,,,5127418768.248171,,2342647436.684103,-665632654.026523,,1678412960.775591,703982682.405544,,,,,,,,,,
2016-06-30,,,,,,,,,,139782670.007617,7880725696.272665,16698087.7996,,,3665725098.646459,5511459721.179093,3211079450.369881,,9050676.475341,3437748614.540505,9654054.907026,,1186945938.201601,,,,449014116.247573,,788313920.99994,,,1800380677.084117,,4215000597.626206,,1251406867.32025,,2706051703.047241,,-2805408018.131852,212791460.241882,518603762.035577,918140846.884727,,,,313555658.333707,,,,143704629.813603,,,54002369.636019,,,8730986469.592556,,,,5519907019.222675,,2432017331.989127,-804705701.727455,,1453236952.719778,518603762.035577,,,,,,,,,,
2017-06-30,,,,,,,,,,286420641.346018,8183817962.253481,11310452.4181,,,4008490342.994959,5705235432.85195,3283297655.331586,,5594543.395629,3476709012.724772,10489768.866843,,1114912576.707728,,,,411498647.263394,,821099145.874727,,,2031318765.430025,,4175327619.258522,,1304227929.114668,,2762605509.29218,,-2942629923.55977,215190115.61184,560952877.976209,1120107509.86091,,,,375633627.994728,,,,92210063.467863,,,44156931.801478,,,9074449290.33128,,,,5791151634.999693,,2575787720.901162,-880840877.135524,,1415519381.664233,560952877.976209,,,,,,,,,,
2018-06-30,,,,,,,,,,524878907.374862,7907671961.47653,,,,4668152342.658856,5665034645.436862,3265758594.683317,,13815218.353559,2650534122.679938,21170082.800779,,1028587731.948946,,,,435825413.52751,,1015468244.016161,,,2024376744.065746,,3239519618.817674,,1350512136.604716,,2681841991.610666,,-2983192653.826196,161508847.658415,617013493.085213,1808600923.593991,,,,348859110.942188,,,,97104088.715272,,,36277371.935576,,,8991520566.839785,,,,5725761972.156468,,2590800696.561302,-901567235.144274,,1392156571.785573,617013493.085213,,,,,,,,,,
2018-09-30,263800000.0,4500000.0,11100000.0,354200000.0,98200000.0,-105800000.0,7500000.0,1158700000.0,0.0,,,,190000000.0,2262400000.0,,,,-520000000.0,,,,1868600000.0,,,393800000.0,98400000.0,,1154000000.0,,198300000.0,101500000.0,,0.09,,-1389700000.0,,-15100000.0,,21700000.0,,,,,56300000.0,203800000.0,-2100000.0,,121500000.0,14200000.0,154300000.0,,1552100000.0,-112800000.0,,-305800000.0,-800000.0,,0.08,-418600000.0,-266600000.0,,86000000.0,,,620800000.0,,,,,,,,,,,,
2018-12-31,265019245.80467,,,404595272.141584,168868808.152643,-8672317.99366,,,-8183722.820836,475254732.594513,7794995986.832177,7485112.336139,168786384.644525,2280364577.538196,4184177795.889409,2618691501.164935,3211412596.687634,,17066056.126369,3026181016.743141,27046205.907865,1826650258.094178,1312988505.252703,,453714319.444018,168668808.152643,459386294.44194,,991128674.799704,260287882.459409,170658684.54119,,,3610818190.942768,-1807740386.993484,1384246774.692565,91248542.832811,2618691501.164935,59338816.225689,,162277235.447047,497111260.615997,1478459388.629803,59070531.474025,284927934.799493,-22750572.955799,2356712569.400838,205948714.330645,15940052.340084,-389232725.856373,104791572.705667,-1540024018.764414,-60255797.211003,13073996.213785,,-198014.978128,8850396826.224632,,474089632.785123,,5638984229.536999,,2467592033.47318,-903203555.224738,354200000.0,1419077497.42993,489626148.279858,,,,,,,,,,
2019-03-31,-34.0,,,,-34.0,,,13001.0,,-34.0,34.0,,-34.0,0.0,34.0,,130.0,,,,,,,,,-34.0,,13001.0,96.0,34.0,-34.0,,-0.0026,0.0,,,,,,,,130.0,,,34.0,,,-34.0,,,,,,,,,130.0,-0.0026,,,0.0,,34.0,,,130.0,130.0,,,,,,,,,,
2019-06-30,369180788.19533,,,,162331225.847357,,,,,323700000.0,11490300000.0,,563713649.355475,4915435422.461804,4541800000.0,7104200000.0,5210100000.0,,,5309000000.0,241000000.0,,1864300000.0,378400000.0,,163131225.847357,98900000.0,,5609000000.0,540412083.540591,164541349.45881,5156000000.0,,6948500000.0,,1953800000.0,,3975000000.0,,-3129200000.0,1011700000.0,601600000.0,794200000.0,,387872031.200507,,2306800000.0,276651319.669355,,,187100000.0,,,1065800000.0,,,17165000000.0,,,,11954900000.0,,2303400000.0,-722400000.0,,16300000.0,601600000.0,,,,,,,,,,
2019-09-30,339200000.0,6000000.0,33100000.0,480200000.0,66000000.0,284100000.0,-36600000.0,1626100000.0,-58300000.0,252300000.0,11239300000.0,,158200000.0,3140700000.0,3839600000.0,4438800000.0,4562200000.0,-348200000.0,,5454800000.0,214900000.0,2594000000.0,1789500000.0,343900000.0,546700000.0,66000000.0,103100000.0,1623200000.0,5424200000.0,371900000.0,75700000.0,5117300000.0,0.04,7399700000.0,-1805300000.0,1874400000.0,-10000000.0,4438800000.0,21800000.0,,850800000.0,480200000.0,317800000.0,59700000.0,388500000.0,-500000.0,2123000000.0,95200000.0,25900000.0,-306200000.0,190100000.0,1718500000.0,-115400000.0,1286000000.0,-89400000.0,0.0,16730700000.0,0.04,-204800000.0,-121400000.0,12168500000.0,184300000.0,1891900000.0,-773500000.0,601600000.0,16200000.0,480200000.0,,,,,,,,,,
