date,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyNetPPE,quarterlyBasicEPS,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue
1984-02-29,,,,,0.02,,,,,,,,,,,,,,,,,,,,42211000.0,,,,,,,,,,,,,,31300000,,,,,,,,,,,31300000,,31300000,0.02,,,,,,,,,,,,42211000.0,,700000,,,,,,,,,,
1984-05-31,,-15100000.0,,32900000.0,,36800000.0,2400000.0,2500000.0,,2500000.0,,4400000.0,,7800000.0,5000000.0,,,,,,,,119900000.0,17800000.0,,,,,45700000.0,,,,,,,,,,-93500000,,,,,,,42800000.0,,,65400000.0,45300000,74200000.0,-93500000,,48000000.0,22200000.0,1900000.0,,1200000.0,39600000.0,,,,,,,43200000.0,2000000,54500000.0,,,,,,,,,
1984-08-31,,,,,0.09,,,,,,,,,,,,,,,,,,,,42225000.0,,,,,,,,,,,,,,50900000,,,,,,,,,,,50900000,,50900000,0.08,,,,,,,,,,,,42225000.0,,4000000,,,,,,,,,,
1984-11-30,,,,,0.08,,,,,,,,,,,,,,,,,,,,42281000.0,,,,,,,,,,,,,,52800000,,,,,,,,,,,52800000,,52800000,0.07,,,,,,,,,,,,42281000.0,,3400000,,,,,,,,,,
1985-02-28,,,,,0.02,,,,,,,,,,,,,,,,,,,,42314000.0,,,,,,,,,,,,,,39800000,,,,,,,,,,,39800000,,39800000,0.02,,,,,,,,,,,,42314000.0,,1000000,,,,,,,,,,
1985-05-31,,-18500000.0,,39000000.0,,39900000.0,3200000.0,2500000.0,,2500000.0,,8400000.0,,11100000.0,5600000.0,,,,,,,,141300000.0,22300000.0,,,,,55700000.0,,,,,,,,,,-122500000,,,,,,,50800000.0,,,76900000.0,59700000,85600000.0,-122500000,,57500000.0,30700000.0,3100000.0,,1200000.0,41800000.0,,,,,,,46200000.0,2300000,64400000.0,,,,,,,,,
1985-08-31,,,,,0.1,,,,,,,,,,,,,,,,,,,,45664000.0,,,,,,,,,,,,,,54800000,,,,,,,,,,,54800000,,54800000,0.1,,,,,,,,,,,,45664000.0,,4400000,,,,,,,,,,
1985-11-30,,,,,0.08,,,,,,,,,,,,,,,,,,,,54875000.0,,,,,,,,,,,,,,70500000,,,,,,,,,,,70500000,,70500000,0.08,,,,,,,,,,,,54875000.0,,3800000,,,,,,,,,,
1986-02-28,,,,,0.02,,,,,,,,,,,,,,,,,,,,56330000.0,,,,,,,,,,,,,,55500000,,,,,,,,,,,55500000,,55500000,0.02,,,,,,,,,,,,56330000.0,,1200000,,,,,,,,,,
1986-05-31,,-22300000.0,,62100000.0,,47900000.0,4800000.0,2200000.0,,2200000.0,,5800000.0,,42800000.0,7700000.0,,,,,,,,218800000.0,36100000.0,,,,,112600000.0,,,,,,,,,,-156400000,,,,,,,56300000.0,,,109200000.0,69900000,106200000.0,-156400000,,84400000.0,41900000.0,3700000.0,,700000.0,61800000.0,,,,,,,67300000.0,3200000,109600000.0,,,,,,,,,
1986-08-31,,,,,0.1,,,,,,,,,,,,,,,,,,,,60276000.0,,,,,,,,,,,,,,71800000,,,,,,,,,,,71800000,,71800000,0.1,,,,,,,,,,,,60276000.0,,5900000,,,,,,,,,,
1986-11-30,,,,,0.08,,,,,,,,,,,,,,,,,,,,60276000.0,,,,,,,,,,,,,,75200000,,,,,,,,,,,75200000,,75200000,0.08,,,,,,,,,,,,60276000.0,,4800000,,,,,,,,,,
1987-02-28,,,,,0.02,,,,,,,,,,,,,,,,,,,,60276000.0,,,,,,,,,,,,,,66600000,,,,,,,,,,,66600000,,66600000,0.02,,,,,,,,,,,,60276000.0,,1500000,,,,,,,,,,
1987-05-31,,-25000000.0,,61700000.0,,47800000.0,3800000.0,3000000.0,,3000000.0,,4500000.0,,55600000.0,14700000.0,,,,,,,,242300000.0,38600000.0,,,,,132000000.0,,,,,,,,,,-178200000,,,,,,,62800000.0,,,124100000.0,77000000,110300000.0,-178200000,,86700000.0,43100000.0,4900000.0,,1100000.0,76100000.0,,,,,,,81000000.0,3700000,118200000.0,,,,,,,,,
1987-08-31,,,,,0.12,,,,,,,,,,,,,,,,,,,,60581000.0,,,,,,,,,,,,,,82400000,,,,,,,,,,,82400000,,82400000,0.12,,,,,,,,,,,,60581000.0,,7300000,,,,,,,,,,
1987-11-30,,,,,0.1,,,,,,,,,,,,,,,,,,,,60581000.0,,,,,,,,,,,,,,84100000,,,,,,,,,,,84100000,,84100000,0.1,,,,,,,,,,,,60581000.0,,6000000,,,,,,,,,,
1988-02-29,,,,,0.03,,,,,,,,,,,,,,,,,,,,60581000.0,,,,,,,,,,,,,,70600000,,,,,,,,,,,70600000,,70600000,0.03,,,,,,,,,,,,60581000.0,,1800000,,,,,,,,,,
1988-05-31,,-33400000.0,,60500000.0,,62900000.0,3600000.0,6400000.0,,6400000.0,,1800000.0,,53800000.0,13200000.0,,,,,,,,260800000.0,42600000.0,,,,,127500000.0,,,,,,,,,,-194100000,,,,,,,76000000.0,,,124400000.0,105000000,133300000.0,-194100000,,93900000.0,44400000.0,3400000.0,,1000000.0,75400000.0,,,,,,,80000000.0,6300000,136400000.0,,,,,,,,,
1988-08-31,,,,,0.14,,,,,,,,,,,,,,,,,,,,65658000.0,,,,,,,,,,,,,,97200000,,,,,,,,,,,97200000,,97200000,0.13,,,,,,,,,,,,65658000.0,,8700000,,,,,,,,,,
1988-11-30,,,,,0.12,,,,,,,,,,,,,,,,,,,,65850000.0,,,,,,,,,,,,,,100100000,,,,,,,,,,,100100000,,100100000,0.11,,,,,,,,,,,,65850000.0,,7900000,,,,,,,,,,
1989-02-28,,,,,0.04,,,,,,,,,,,,,,,,,,,,65850000.0,,,,,,,,,,,,,,82100000,,,,,,,,,,,82100000,,82100000,0.04,,,,,,,,,,,,65850000.0,,2400000,,,,,,,,,,
1989-05-31,,-41000000.0,,66100000.0,,71600000.0,4300000.0,6000000.0,,6000000.0,,7800000.0,,59200000.0,10800000.0,,,,,,,,286200000.0,49000000.0,,,,,136100000.0,,,,,,,,,,-232300000,,,,,,,86600000.0,,,139200000.0,96700000,150100000.0,-232300000,,107100000.0,56800000.0,4200000.0,,1100000.0,77000000.0,,,,,,,82400000.0,5200000,147000000.0,,,,,,,,,
1989-08-31,,-43200000.0,6600000.0,65800000.0,0.14,78800000.0,,500000.0,400000.0,500000.0,28800000.0,7800000.0,1900000.0,58900000.0,10100000.0,0.0,-2900000.0,100000.0,-800000.0,-1800000.0,16200000.0,,295900000.0,24900000.0,68571429.0,,-5500000.0,,134800000.0,,26800000.0,400000.0,,6000000.0,,9600000.0,,,18100000,,0.0,-1800000.0,-3500000.0,,-13800000.0,92800000.0,-2600000.0,,141800000.0,107500000,161100000.0,17700000,0.14,109000000.0,59500000.0,4700000.0,,4800000.0,77500000.0,61000000.0,,,,46500000.0,68571429.0,82300000.0,9600000,153400000.0,9600000.0,28400000.0,0.0,,,,,,
1989-11-30,,-45400000.0,6000000.0,66000000.0,0.14,77500000.0,,3400000.0,700000.0,3400000.0,29300000.0,20600000.0,2100000.0,65000000.0,11200000.0,0.0,2800000.0,300000.0,9800000.0,-1600000.0,14800000.0,,308000000.0,25400000.0,67692308.0,,2900000.0,,142200000.0,,20900000.0,400000.0,,0.0,,8800000.0,,,16700000,,0.0,-9700000.0,-3800000.0,,-1200000.0,97800000.0,8200000.0,,148300000.0,110000000,165800000.0,16300000,0.13,111400000.0,66900000.0,5400000.0,,4700000.0,76700000.0,64400000.0,,,,45600000.0,62857143.0,81400000.0,8800000,158900000.0,8800000.0,28900000.0,-8100000.0,,,,,,
1990-02-28,,-48800000.0,1900000.0,83500000.0,0.05,87200000.0,,1100000.0,400000.0,1100000.0,31600000.0,17800000.0,2900000.0,92600000.0,11500000.0,0.0,31900000.0,200000.0,4400000.0,-3700000.0,4800000.0,,362500000.0,27700000.0,58000000.0,,-2400000.0,,187600000.0,,19800000.0,500000.0,,0.0,,2900000.0,,,7800000,,0.0,-38700000.0,-3900000.0,,-1500000.0,96800000.0,700000.0,,203500000.0,101300000,174900000.0,7300000,0.05,132300000.0,65300000.0,6500000.0,,4800000.0,133400000.0,62400000.0,,,,38900000.0,58000000.0,138200000.0,2900000,158300000.0,2900000.0,31100000.0,-35000000.0,,,,,,
1990-05-31,,-48200000.0,2700000.0,81600000.0,,87400000.0,5900000.0,2500000.0,-2000000.0,2500000.0,47900000.0,5000000.0,1900000.0,100100000.0,8000000.0,0.0,-5700000.0,0.0,12600000.0,-3600000.0,9000000.0,,375300000.0,28900000.0,,,1500000.0,,189700000.0,,29300000.0,10900000.0,,0.0,,6300000.0,200000.0,,24000000,,0.0,-5400000.0,-3800000.0,,-1200000.0,99400000.0,9000000.0,,214300000.0,126000000,185600000.0,13100000,,129800000.0,63200000.0,4900000.0,,0.0,145200000.0,65000000.0,,,,61000000.0,,151100000.0,6300000,161000000.0,6300000.0,37000000.0,-2000000.0,,,,,,
1990-08-31,,-50600000.0,7100000.0,83600000.0,0.15,90700000.0,5900000.0,9400000.0,600000.0,9400000.0,35800000.0,5000000.0,2900000.0,99700000.0,7700000.0,0.0,-4400000.0,,15700000.0,-4400000.0,17700000.0,,389600000.0,36800000.0,75714286.0,,6900000.0,,191000000.0,,30000000.0,600000.0,,2500000.0,,10600000.0,,,20600000,,0.0,-4400000.0,-4100000.0,,2400000.0,105900000.0,11300000.0,,192500000.0,131500000,198600000.0,20000000,0.14,134200000.0,71800000.0,5500000.0,,-100000.0,114900000.0,75700000.0,,,,55800000.0,70666667.0,120700000.0,10600000,197100000.0,10600000.0,35200000.0,0.0,,,,,,
1990-11-30,,-53000000.0,6500000.0,83900000.0,0.14,90000000.0,5900000.0,5000000.0,500000.0,5000000.0,35800000.0,5000000.0,2400000.0,99200000.0,9200000.0,100000.0,-2600000.0,,4600000.0,-2800000.0,16300000.0,,392400000.0,34900000.0,70000000.0,,-4400000.0,,192300000.0,,27600000.0,500000.0,,0.0,,9800000.0,,,18700000,,0.0,-6400000.0,-4700000.0,,-8900000.0,111000000.0,1800000.0,,190300000.0,130300000,200100000.0,18100000,0.14,136900000.0,67500000.0,10800000.0,,-100000.0,117000000.0,76400000.0,,,,53900000.0,70000000.0,122800000.0,9800000,202100000.0,9800000.0,35200000.0,-3600000.0,,,,,,
1991-02-28,,-50600000.0,2200000.0,80200000.0,0.05,85100000.0,5600000.0,3200000.0,1700000.0,3200000.0,32900000.0,10000000.0,2200000.0,93600000.0,15000000.0,0.0,-20000000.0,0.0,11200000.0,-2300000.0,5500000.0,,374300000.0,34100000.0,66000000.0,,-2000000.0,,188800000.0,,24600000.0,600000.0,,0.0,,3300000.0,,,6700000,,0.0,6800000.0,-4700000.0,,8100000.0,110400000.0,8900000.0,,172300000.0,102500000,185500000.0,6100000,0.05,130800000.0,68700000.0,11000000.0,,100000.0,97900000.0,63500000.0,,,,39000000.0,66000000.0,103600000.0,3300000,202000000.0,3300000.0,32400000.0,0.0,,,,,,
1991-05-31,,-52100000.0,3800000.0,82500000.0,,85700000.0,4800000.0,18600000.0,200000.0,18600000.0,59200000.0,5200000.0,2100000.0,92800000.0,20500000.0,0.0,6900000.0,100000.0,4600000.0,-6900000.0,11500000.0,,401200000.0,36100000.0,,,15300000.0,,195800000.0,,34400000.0,12700000.0,,0.0,,7700000.0,,,26300000,,0.0,3800000.0,-4800000.0,,-7600000.0,114800000.0,-2300000.0,,194900000.0,132800000,205400000.0,13600000,,134600000.0,75700000.0,7300000.0,,-100000.0,114500000.0,60000000.0,,,,72800000.0,,119200000.0,7700000,206300000.0,7700000.0,46500000.0,2300000.0,,,,,,
1991-08-31,,-57700000.0,6800000.0,85500000.0,0.14,88400000.0,4800000.0,19200000.0,1200000.0,19200000.0,37400000.0,4300000.0,2700000.0,114300000.0,24500000.0,-100000.0,29000000.0,200000.0,7700000.0,-2200000.0,17000000.0,,440600000.0,42200000.0,72857143.0,,600000.0,,224300000.0,,29200000.0,700000.0,,18600000.0,,10200000.0,,,19300000,,0.0,-36200000.0,-4800000.0,,-5300000.0,120200000.0,5500000.0,,228700000.0,130200000,216300000.0,18600000,0.14,143200000.0,75700000.0,10200000.0,,0.0,148200000.0,74200000.0,,,,56000000.0,72857143.0,153000000.0,10200000,211900000.0,10200000.0,36700000.0,-34000000.0,,,,,,
1991-11-30,,-73800000.0,6700000.0,111400000.0,0.14,104500000.0,7200000.0,17400000.0,100000.0,17400000.0,38900000.0,3000000.0,3300000.0,145200000.0,25100000.0,200000.0,69800000.0,0.0,4000000.0,-3500000.0,16800000.0,,522200000.0,42800000.0,72142857.0,,-1800000.0,,281700000.0,,28700000.0,700000.0,,0.0,,10100000.0,,,20700000,,0.0,-75500000.0,-5300000.0,,-8500000.0,125000000.0,500000.0,,305400000.0,139300000,240500000.0,20000000,0.14,185200000.0,74500000.0,11300000.0,,0.0,223700000.0,80400000.0,,,,58900000.0,72142857.0,230900000.0,10100000,216800000.0,10100000.0,38200000.0,-72000000.0,,,,,,
1992-02-29,,-76900000.0,2900000.0,111400000.0,0.06,106800000.0,7100000.0,16100000.0,100000.0,16100000.0,38900000.0,7500000.0,4200000.0,144700000.0,24100000.0,-100000.0,-10600000.0,100000.0,12300000.0,-3000000.0,7200000.0,,517500000.0,40100000.0,71666667.0,,-1300000.0,,280200000.0,,29100000.0,1000000.0,,0.0,,4300000.0,,,12200000,,0.0,-3000000.0,-5300000.0,,3000000.0,124000000.0,9300000.0,,301500000.0,125500000,237300000.0,11200000,0.06,188300000.0,76700000.0,13000000.0,,-100000.0,217800000.0,75400000.0,,,,50100000.0,71666667.0,224800000.0,4300000,216000000.0,4300000.0,37900000.0,0.0,,,,,,
1992-05-31,,-75800000.0,6400000.0,126300000.0,,110900000.0,8200000.0,27300000.0,-2000000.0,27300000.0,62900000.0,7300000.0,3700000.0,142300000.0,27300000.0,0.0,16200000.0,200000.0,21700000.0,-8400000.0,16300000.0,,558900000.0,42600000.0,,,11200000.0,,295900000.0,,40200000.0,17000000.0,,0.0,,9900000.0,,,39000000,,0.0,-26700000.0,-5300000.0,,4900000.0,128600000.0,13300000.0,,337100000.0,157100000,263000000.0,22000000,,202100000.0,90100000.0,8300000.0,,-100000.0,238900000.0,72200000.0,,,,84900000.0,,247000000.0,9900000,221800000.0,9900000.0,45900000.0,-18300000.0,,,,,,
1992-08-31,,-79900000.0,8200000.0,127900000.0,0.16,109500000.0,7800000.0,31800000.0,-200000.0,31800000.0,44300000.0,17300000.0,3400000.0,144700000.0,28200000.0,-100000.0,-6500000.0,100000.0,15300000.0,-4300000.0,20200000.0,,578500000.0,54500000.0,80000000.0,,4500000.0,,300800000.0,,36600000.0,,,27300000.0,,12000000.0,3300000.0,,23700000,,0.0,-4300000.0,-5300000.0,,,135200000.0,11000000.0,,349800000.0,166200000,277700000.0,23700000,0.15,207800000.0,108400000.0,14400000.0,,-100000.0,233700000.0,98200000.0,,,,68000000.0,75000000.0,241400000.0,12000000,228700000.0,12000000.0,44300000.0,0.0,,,,,,
1992-11-30,,-82800000.0,7200000.0,128400000.0,0.14,110100000.0,8100000.0,25300000.0,100000.0,25300000.0,42700000.0,15500000.0,3400000.0,139900000.0,32200000.0,0.0,-10800000.0,100000.0,9200000.0,-4900000.0,17900000.0,,561100000.0,46200000.0,76428571.0,,-6500000.0,,300500000.0,,30200000.0,,,0.0,,10700000.0,5800000.0,,21200000,,0.0,-4900000.0,-5700000.0,,,140200000.0,4300000.0,,328100000.0,153400000,260600000.0,21200000,0.14,211200000.0,91900000.0,13900000.0,,-100000.0,228200000.0,89500000.0,,,,63900000.0,76428571.0,236200000.0,10700000,233000000.0,10700000.0,42700000.0,0.0,,,,,,
1993-02-28,,-86300000.0,3100000.0,133600000.0,0.06,111800000.0,8700000.0,19400000.0,-100000.0,19400000.0,43700000.0,9900000.0,3200000.0,138300000.0,31600000.0,100000.0,-10500000.0,200000.0,17900000.0,-13200000.0,7800000.0,,560200000.0,44400000.0,78333333.0,,-5900000.0,,303500000.0,,37700000.0,,,0.0,,4700000.0,5900000.0,,11100000,,0.0,-13200000.0,-5700000.0,,,139300000.0,4700000.0,,328100000.0,138600000,256700000.0,11100000,0.06,219900000.0,92000000.0,14200000.0,,0.0,227400000.0,83800000.0,,,,54800000.0,78333333.0,236100000.0,4700000,232100000.0,4700000.0,43700000.0,0.0,,,,,,
1993-05-31,,-87400000.0,8200000.0,134200000.0,,115500000.0,6700000.0,20100000.0,100000.0,20100000.0,72100000.0,19800000.0,3300000.0,138900000.0,30800000.0,0.0,-3800000.0,300000.0,14900000.0,-6100000.0,20200000.0,,584600000.0,51700000.0,,,5000000.0,,303900000.0,,46400000.0,,,0.0,,12000000.0,-15100000.0,,23400000,,0.0,-6100000.0,-5700000.0,,,145600000.0,8800000.0,,345500000.0,167500000,280700000.0,23400000,,221600000.0,117900000.0,17900000.0,,0.0,220900000.0,72000000.0,,,,95500000.0,,227600000.0,12000000,239100000.0,12000000.0,50700000.0,0.0,,,,,,
1993-08-31,,-94100000.0,10300000.0,143000000.0,0.18,121000000.0,6900000.0,20900000.0,-100000.0,20900000.0,49800000.0,9800000.0,2700000.0,136500000.0,33400000.0,0.0,-6500000.0,,12600000.0,-7100000.0,24200000.0,,605000000.0,56100000.0,86875000.0,,-1100000.0,,312900000.0,,37100000.0,,,22000000.0,,13900000.0,1200000.0,,27000000,,0.0,-7100000.0,-6300000.0,,,167800000.0,5500000.0,,292800000.0,183800000,292100000.0,27000000,0.16,237100000.0,103000000.0,16800000.0,,-100000.0,183000000.0,107000000.0,,,,76800000.0,77222222.0,189800000.0,13900000,312200000.0,13900000.0,49800000.0,0.0,,,,,,
1993-11-30,,-106400000.0,10300000.0,149200000.0,0.16,130400000.0,6900000.0,19800000.0,0.0,19800000.0,56900000.0,8900000.0,3600000.0,137300000.0,40500000.0,-6600000.0,1100000.0,,12800000.0,-5200000.0,24200000.0,,653200000.0,53700000.0,99285714.0,,-2000000.0,,327000000.0,,46000000.0,,,0.0,,13900000.0,10500000.0,,27800000,,0.0,-16000000.0,,,,163400000.0,7600000.0,,346300000.0,202200000,326200000.0,27800000,0.14,255600000.0,108600000.0,23700000.0,,0.0,230800000.0,117500000.0,,,,84700000.0,86875000.0,237700000.0,13900000,306900000.0,13900000.0,56900000.0,-10800000.0,,,,,,
1994-02-28,,-111200000.0,3000000.0,149000000.0,0.08,132600000.0,7100000.0,18400000.0,0.0,18400000.0,61200000.0,9400000.0,4700000.0,137500000.0,39500000.0,13100000.0,-9800000.0,200000.0,14600000.0,-4600000.0,9600000.0,,639300000.0,47000000.0,82500000.0,,-1400000.0,,326000000.0,,37200000.0,,,0.0,,6600000.0,9500000.0,,14300000,,0.0,-6300000.0,,,,162600000.0,10000000.0,,333800000.0,186600000,313300000.0,14300000,0.08,260200000.0,93600000.0,20500000.0,,0.0,233100000.0,111100000.0,,,,75500000.0,82500000.0,240200000.0,6600000,305500000.0,6600000.0,61200000.0,-1700000.0,,,,,,
1994-05-31,,-112200000.0,9000000.0,151000000.0,,130500000.0,5800000.0,18400000.0,100000.0,18400000.0,86400000.0,1200000.0,3300000.0,136900000.0,38400000.0,600000.0,-11000000.0,100000.0,11500000.0,-8800000.0,25800000.0,,660800000.0,57200000.0,,,0.0,,326300000.0,,49100000.0,,,0.0,,16800000.0,-21000000.0,,29000000,,0.0,-400000.0,-9500000.0,,,169400000.0,2700000.0,,346300000.0,217400000,334500000.0,29000000,,263200000.0,107500000.0,23300000.0,,0.0,233000000.0,102000000.0,,,,115400000.0,,238800000.0,16800000,314500000.0,16800000.0,60500000.0,8400000.0,,,,,,
1994-08-31,,-146300000.0,13600000.0,194500000.0,0.21,148800000.0,63200000.0,47500000.0,0.0,47500000.0,70200000.0,1000000.0,4800000.0,320200000.0,38000000.0,-100000.0,174900000.0,100000.0,33500000.0,-6200000.0,32000000.0,,971200000.0,89700000.0,96842105.0,,29100000.0,,552700000.0,,55300000.0,,,18400000.0,,18400000.0,2400000.0,,36800000,,0.0,-179300000.0,-7300000.0,,,180400000.0,27300000.0,,644400000.0,253500000,418500000.0,36800000,0.19,340800000.0,146000000.0,24700000.0,,0.0,435200000.0,146500000.0,,,,107000000.0,87619048.0,498400000.0,18400000,326800000.0,18400000.0,70200000.0,-173100000.0,,,,,,
1994-11-30,,-151400000.0,11300000.0,196700000.0,0.18,152000000.0,82400000.0,29600000.0,0.0,29600000.0,74800000.0,900000.0,5700000.0,337600000.0,38500000.0,100000.0,-26400000.0,400000.0,15800000.0,-7300000.0,26600000.0,,966100000.0,81800000.0,95625000.0,,-17900000.0,,572800000.0,,49800000.0,,,0.0,,15300000.0,6600000.0,,32300000,,0.0,-7200000.0,-8000000.0,,,187700000.0,8500000.0,,631500000.0,253200000,393300000.0,32300000,0.16,348100000.0,132500000.0,23800000.0,,0.0,416600000.0,146100000.0,,,,107100000.0,85000000.0,499000000.0,15300000,334600000.0,15300000.0,74800000.0,100000.0,,,,,,
1995-02-28,,-157900000.0,5400000.0,197300000.0,0.08,166100000.0,80900000.0,24300000.0,0.0,24300000.0,76700000.0,600000.0,5900000.0,334600000.0,38200000.0,0.0,-12000000.0,0.0,13800000.0,-7100000.0,12700000.0,,951700000.0,71700000.0,91250000.0,,-5200000.0,,570100000.0,,52000000.0,,,0.0,,7300000.0,7800000.0,,18600000,,0.0,-7100000.0,-8000000.0,,,187000000.0,6700000.0,,618200000.0,229800000,381600000.0,18600000,0.08,355200000.0,124300000.0,182300000.0,,100000.0,412900000.0,134500000.0,,,,95300000.0,91250000.0,493900000.0,7300000,333500000.0,7300000.0,76700000.0,0.0,,,,,,
1995-05-31,,-156700000.0,15500000.0,204000000.0,,169200000.0,39700000.0,19900000.0,-100000.0,19900000.0,120700000.0,600000.0,6900000.0,297200000.0,36600000.0,-300000.0,-14600000.0,200000.0,18100000.0,-7600000.0,35600000.0,,959100000.0,80300000.0,,,-4500000.0,,537800000.0,,70200000.0,,,0.0,,20100000.0,-17400000.0,,42600000,,0.0,-8100000.0,-8000000.0,,,199200000.0,10500000.0,,611500000.0,280500000,421300000.0,42600000,,360700000.0,151100000.0,24700000.0,,14300000.0,406400000.0,117200000.0,,,,163300000.0,,460400000.0,20100000,347600000.0,20100000.0,83800000.0,-500000.0,,,,,,
1995-08-31,,-160800000.0,14700000.0,206100000.0,0.22,168800000.0,43000000.0,26400000.0,100000.0,26400000.0,87700000.0,1300000.0,6100000.0,311700000.0,39400000.0,-100000.0,10200000.0,200000.0,20600000.0,-4700000.0,34300000.0,,992500000.0,86600000.0,93333333.0,,6500000.0,,557200000.0,,65000000.0,9700000.0,,19900000.0,,19600000.0,-4900000.0,,50000000,,0.0,-24300000.0,-7800000.0,,,211000000.0,15900000.0,,634200000.0,279100000,435300000.0,40300000,0.21,366900000.0,152900000.0,31300000.0,,14700000.0,423600000.0,151100000.0,,,,128000000.0,89090909.0,481300000.0,19600000,358300000.0,19600000.0,78000000.0,-19600000.0,,,,,,
1995-11-30,,-167500000.0,11600000.0,217600000.0,0.18,167500000.0,70800000.0,36200000.0,0.0,36200000.0,92600000.0,1200000.0,6600000.0,438900000.0,38700000.0,100000.0,19900000.0,600000.0,25500000.0,-9400000.0,27400000.0,,1133300000.0,85400000.0,92941176.0,,9900000.0,,695200000.0,,62900000.0,10700000.0,,0.0,,15800000.0,1300000.0,,44700000,,0.0,-35600000.0,-9200000.0,,,217600000.0,16100000.0,,702300000.0,276900000,438100000.0,34000000,0.17,385100000.0,149500000.0,31900000.0,,15100000.0,466900000.0,150300000.0,,,,126600000.0,87777778.0,552800000.0,15800000,431000000.0,15800000.0,81900000.0,-26200000.0,,,,,,
1996-02-29,,-174000000.0,5900000.0,221600000.0,0.09,177800000.0,70200000.0,26000000.0,-100000.0,26000000.0,95800000.0,2500000.0,6700000.0,436700000.0,37200000.0,0.0,-19400000.0,200000.0,17300000.0,-8000000.0,13900000.0,,1120200000.0,74200000.0,88888889.0,,-10300000.0,,695500000.0,,69100000.0,11500000.0,,0.0,,8000000.0,400000.0,,32200000,,0.0,-8000000.0,-10300000.0,,,216300000.0,9300000.0,,688300000.0,255200000,424700000.0,20700000,0.09,395600000.0,145800000.0,31900000.0,,15100000.0,457200000.0,138700000.0,,,,116500000.0,88888889.0,542500000.0,8000000,431900000.0,8000000.0,84300000.0,0.0,,,,,,
1996-05-31,,-174900000.0,18700000.0,224700000.0,,178900000.0,57800000.0,19900000.0,0.0,19900000.0,105700000.0,1700000.0,6300000.0,428300000.0,37000000.0,-100000.0,-24200000.0,100000.0,23600000.0,-11100000.0,43300000.0,,1155100000.0,101800000.0,,,-6100000.0,,690000000.0,,85900000.0,10700000.0,,0.0,,24600000.0,2100000.0,,60300000,,0.0,-5600000.0,-9400000.0,,,231900000.0,12500000.0,,709300000.0,316900000,465100000.0,49600000,,399600000.0,189400000.0,34700000.0,,14400000.0,447700000.0,161600000.0,,,,155300000.0,,519900000.0,24600000,445800000.0,24600000.0,95000000.0,12000000.0,,,,,,
