date,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2003-09-30,,17000000.0,,728300000.0,,0.43,401460000,,88300000.0,4700000.0,69800000.0,422760000,50600000.0,177000000.0,-46300000.0,196800000.0,,745100000.0,,-10900000.0,301400000,,400400000.0,814000000.0,,146800000,,42800000,,98900000.0,622700000.0,337900000.0,127800000,398200000,-93500000.0,9200000.0,-390400000.0,199600000.0,92500000.0,85000000,62000000.0,85000000,98900000.0,,24400000,13000000.0,250600000.0,294000000.0,,-1700000,96800000,,254700000.0,0.43,,,-100060000,,,177000000.0,21300000.0,177000000.0,115000000.0,2000000.0,430400000.0,,,80000000.0,700000.0,5400000.0,499300000.0,1244400000.0,85000000,-3700000.0,,,
2003-12-31,,138700000.0,,1073800000.0,,,153100000,,0.0,105900000.0,127600000.0,193700000,-1100000.0,77500000.0,-976900000.0,,,3143300000.0,,-24000000.0,477500000,,645300000.0,1338700000.0,,287100000,,18800000,,1360400000.0,659700000.0,525200000.0,55300000,701600000,-51500000.0,704500000.0,-548600000.0,,78600000.0,37000000,-99500000.0,37000000,169000000.0,352600000.0,37300000,24100000.0,416400000.0,527700000.0,,-87600000,224100000,,486400000.0,,,1007800000.0,324400000,3052300000.0,,77500000.0,40600000.0,77500000.0,177000000.0,2400000.0,3817300000.0,,,101300000.0,10200000.0,117500000.0,2005700000.0,5156000000.0,37000000,-22600000.0,,,
2004-03-31,,143500000.0,,1122200000.0,,0.4,185100000,31000000.0,0.0,23700000.0,125300000.0,226800000,0.0,108700000.0,-50600000.0,242900000.0,,3312800000.0,,-5100000.0,522700000,,566000000.0,1361500000.0,,297800000,,46400000,,1304200000.0,757300000.0,547000000.0,144000000,742200000,-50600000.0,-112800000.0,-575200000.0,246400000.0,78800000.0,97600000,31200000.0,97600000,194000000.0,344500000.0,39800000,36500000.0,440700000.0,503800000.0,,-31300000,219500000,,526500000.0,0.4,,959700000.0,337600000,3010800000.0,,108700000.0,41700000.0,108700000.0,77500000.0,2400000.0,3828500000.0,,,,9800000.0,143400000.0,1870200000.0,5190000000.0,97600000,0.0,,,
2004-06-30,,151200000.0,,1179300000.0,,0.48,200000000,,173100000.0,23800000.0,107000000.0,245600000,-172900000.0,76900000.0,-152900000.0,244300000.0,,3488200000.0,,-9200000.0,535500000,,540400000.0,1328100000.0,,297300000,,51400000,,1271900000.0,873600000.0,561000000.0,167500000,737400000,20000000.0,-81900000.0,-618300000.0,247900000.0,55700000.0,116300000,-31800000.0,116300000,204300000.0,348800000.0,38200000,13200000.0,433400000.0,504000000.0,,-23800000,201900000,,531100000.0,0.47,54200000.0,868900000.0,335500000,3207700000.0,,76900000.0,45600000.0,76900000.0,108700000.0,2500000.0,3979200000.0,,,,8300000.0,224300000.0,1812300000.0,5307300000.0,116300000,-5000000.0,,,
2004-09-30,,153000000.0,,1223500000.0,,0.52,203500000,,0.0,24300000.0,122900000.0,250800000,74900000.0,45300000.0,-60800000.0,245000000.0,,3630700000.0,,-17700000.0,531100000,,589600000.0,1303000000.0,,286200000,,56400000,,1099600000.0,1001500000.0,584100000.0,184300000,700200000,-135700000.0,-177300000.0,-639400000.0,248200000.0,43900000.0,127900000,-31600000.0,127900000,206000000.0,370700000.0,41400000,9000000.0,454200000.0,506400000.0,,-11500000,169100000,,489400000.0,0.52,61000000.0,667900000.0,327600000,3255000000.0,,45300000.0,47300000.0,45300000.0,76900000.0,2500000.0,4023700000.0,,,12500000.0,7700000.0,70300000.0,1689200000.0,5326700000.0,127900000,-600000.0,,,
2004-12-31,,253300000.0,,1312800000.0,,,255700000,,0.0,7900000.0,131600000.0,302400000,-140100000.0,154600000.0,-124000000.0,,,3942500000.0,,-12700000.0,611700000,,701000000.0,1560900000.0,,308700000,,35400000,,1044900000.0,1201500000.0,628500000.0,235700000,801100000,65500000.0,-30000000.0,-684300000.0,,182400000.0,200000000,109300000.0,200000000,257900000.0,420900000.0,47300000,6300000.0,541900000.0,536000000.0,,-14100000,189400000,,524800000.0,,,624000000.0,356000000,3323700000.0,,154600000.0,46700000.0,154600000.0,45300000.0,2500000.0,4134600000.0,,,27500000.0,5900000.0,323400000.0,1745900000.0,5695500000.0,200000000,0.0,,,
2005-03-31,,217000000.0,,1337700000.0,,0.71,274500000,,0.0,-68200000.0,122900000.0,319600000,-9200000.0,57000000.0,-70200000.0,246100000.0,,4153500000.0,,-24400000.0,638200000,,608000000.0,1478500000.0,,321600000,,76600000,,828300000.0,1375100000.0,643100000.0,250400000,828500000,-61000000.0,-178500000.0,-694600000.0,249200000.0,185700000.0,173600000,-97600000.0,173600000,152500000.0,402000000.0,42100000,44400000.0,485100000.0,551900000.0,,-16900000,190300000,,570600000.0,0.7,,426300000.0,363700000,3284100000.0,,57000000.0,45100000.0,57000000.0,154600000.0,2500000.0,4112900000.0,,,,7200000.0,91500000.0,1436300000.0,5591400000.0,173600000,-1900000.0,,,
2005-06-30,,166400000.0,,1378800000.0,,0.77,285900000,,0.0,5500000.0,141800000.0,331200000,-500000.0,78800000.0,-72300000.0,247000000.0,,4304600000.0,,-34200000.0,658000000,,613900000.0,1492200000.0,,328500000,,80700000,,631200000.0,1565800000.0,676600000.0,271600000,846800000,-71800000.0,-146600000.0,-702200000.0,249900000.0,169400000.0,190700000,21800000.0,190700000,243600000.0,363100000.0,43600000,7700000.0,472100000.0,568000000.0,,-10100000,188800000,,573400000.0,0.76,,268100000.0,372100000,3213300000.0,,78800000.0,45300000.0,78800000.0,57000000.0,2500000.0,4059300000.0,,,,4200000.0,171800000.0,1245100000.0,5551500000.0,190700000,0.0,,,
2005-09-30,,170700000.0,,1429700000.0,,0.68,248300000,,0.0,16900000.0,109200000.0,293900000,0.0,91800000.0,-62300000.0,247400000.0,,4506400000.0,,-17000000.0,588000000,,655500000.0,1500500000.0,,295800000,,69700000,,457700000.0,1734400000.0,703700000.0,238500000,762500000,67300000.0,-157000000.0,-726000000.0,250200000.0,180700000.0,168600000,13000000.0,168600000,231600000.0,371900000.0,43900000,23000000.0,546300000.0,586600000.0,,-7700000,174500000,,541100000.0,0.67,,85800000.0,339700000,3236700000.0,,91800000.0,45600000.0,91800000.0,78800000.0,2500000.0,4121100000.0,,,,2100000.0,298900000.0,1113200000.0,5621600000.0,168600000,0.0,,,
2005-12-31,,149300000.0,,1437800000.0,,,302900000,,0.0,-33500000.0,123600000.0,352600000,-2000000.0,233200000.0,-106300000.0,,,4682800000.0,,-3600000.0,662500000,,606900000.0,1575600000.0,,313700000,,80300000,,429900000.0,1934000000.0,708800000.0,280200000,848300000,-39800000.0,-2500000.0,-729000000.0,,252100000.0,199600000,141400000.0,199600000,250500000.0,348300000.0,45900000,1600000.0,275900000.0,583700000.0,,-21900000,185800000,207400000.0,524200000.0,,,81600000.0,359600000,3185400000.0,,233200000.0,49700000.0,233200000.0,91800000.0,2500000.0,4146300000.0,,-20400000.0,,800000.0,210700000.0,1036800000.0,5721900000.0,199600000,0.0,,,
2006-03-31,-7100000.0,153500000.0,,1468300000.0,,0.83,288700000,,0.0,-67300000.0,122000000.0,334900000,0.0,403800000.0,-37700000.0,247800000.0,,4924100000.0,,-13000000.0,671000000,,569800000.0,1826400000.0,,334900000,,85100000,,420800000.0,2139600000.0,701000000.0,291000000,860400000,-53900000.0,5800000.0,-767300000.0,250100000.0,195500000.0,205600000,170600000.0,205600000,202700000.0,339300000.0,47400000,11100000.0,447800000.0,599500000.0,2447000000.0,1800000,189400000,,592100000.0,0.82,,81500000.0,382300000,747300000.0,,403800000.0,46200000.0,403800000.0,233200000.0,2500000.0,4090800000.0,,,,,148800000.0,990600000.0,5917200000.0,205600000,1800000.0,,,
2006-06-30,-309300000.0,202100000.0,,1526600000.0,,0.82,288200000,,0.0,35400000.0,121400000.0,335500000,-13500000.0,335800000.0,-74400000.0,245500000.0,,4895800000.0,,2000000.0,681600000,,631500000.0,1792400000.0,,344800000,,82000000,,433600000.0,2340500000.0,725000000.0,283100000,881600000,-60900000.0,-303500000.0,-801600000.0,247700000.0,183800000.0,200900000,-68000000.0,200900000,305200000.0,351000000.0,48600000,5100000.0,510100000.0,606100000.0,2523100000.0,-6300000,200000000,,639200000.0,0.81,,82600000.0,393400000,739300000.0,,335800000.0,47300000.0,335800000.0,403800000.0,2500000.0,4171200000.0,,,,,244300000.0,1065100000.0,5963600000.0,200900000,700000.0,,,
2006-09-30,-314500000.0,211800000.0,,1585900000.0,,0.76,259500000,,0.0,32800000.0,126400000.0,310800000,0.0,275600000.0,-62600000.0,240400000.0,,4804000000.0,,-23500000.0,636600000,,678800000.0,1706300000.0,18300000.0,330400000,,71900000,,423100000.0,2523900000.0,751100000.0,255100000,819800000,-62600000.0,-285300000.0,-834800000.0,242600000.0,187400000.0,183300000,-60200000.0,183300000,285700000.0,322200000.0,46700000,9200000.0,552400000.0,630900000.0,2532600000.0,-5000000,183200000,,589400000.0,0.76,,100900000.0,377100000,731100000.0,,275600000.0,51300000.0,275600000.0,335800000.0,2500000.0,4202200000.0,,,,,223100000.0,1101900000.0,5908500000.0,183300000,1200000.0,,,
2006-12-31,-167900000.0,209200000.0,,1675100000.0,,,334900000,,0.0,-71700000.0,158000000.0,387500000,-1800000.0,265700000.0,-112300000.0,,,4920500000.0,,-4700000.0,726100000,,628200000.0,1746200000.0,21500000.0,345600000,,95000000,,423000000.0,2768500000.0,807100000.0,339800000,933600000,-90900000.0,-147700000.0,-868000000.0,,192900000.0,244700000,-9900000.0,244700000,247100000.0,323400000.0,45600000,15900000.0,270800000.0,638300000.0,2515600000.0,3400000,207500000,199400000.0,625500000.0,,,99600000.0,391200000,712600000.0,,265700000.0,52600000.0,265700000.0,275600000.0,2500000.0,4228200000.0,,,,,156200000.0,1051200000.0,5974400000.0,244700000,4300000.0,,,
2007-03-31,-173400000.0,223300000.0,,1719600000.0,,0.99,329900000,,0.0,-102400000.0,128600000.0,383300000,-5900000.0,326000000.0,-59100000.0,236900000.0,,5116600000.0,,-19600000.0,743800000,,598900000.0,1886600000.0,28800000.0,361600000,,93300000,,380000000.0,2997100000.0,820600000.0,327000000,950200000,-53200000.0,-94600000.0,-899000000.0,239200000.0,215600000.0,233400000,60300000.0,233400000,213200000.0,280000000.0,52300000,58800000.0,470300000.0,658800000.0,2466200000.0,-2700000,206400000,,692500000.0,0.98,,100000000.0,413900000,708900000.0,,326000000.0,53400000.0,326000000.0,265700000.0,2500000.0,4211300000.0,,,,200000.0,160000000.0,978900000.0,6097900000.0,233400000,20000000.0,,,
2007-06-30,-131800000.0,213200000.0,,1797500000.0,,0.98,326400000,,0.0,-29600000.0,141300000.0,382400000,-106200000.0,358700000.0,-196200000.0,236900000.0,,5283300000.0,,-17200000.0,754200000,,642900000.0,1949300000.0,24600000.0,374300000,,92200000,,392000000.0,3228600000.0,865900000.0,323800000,970600000,-90000000.0,-52900000.0,-931600000.0,239200000.0,249400000.0,231500000,32700000.0,231500000,282500000.0,296800000.0,53500000,73300000.0,501600000.0,682900000.0,2507300000.0,-3900000,216400000,,689700000.0,0.97,,95200000.0,427800000,748900000.0,,358700000.0,56000000.0,358700000.0,326000000.0,2500000.0,4371500000.0,,,,,192500000.0,1034900000.0,6320800000.0,231500000,5600000.0,,,
2007-09-30,-155400000.0,264900000.0,,1888800000.0,,0.19,128900000,,0.0,50900000.0,129000000.0,187100000,0.0,313000000.0,-76800000.0,234900000.0,,5253200000.0,,-29600000.0,704000000,,707300000.0,1899900000.0,13200000.0,352600000,,83400000,,404200000.0,3273100000.0,914000000.0,127800000,903200000,-80800000.0,-140800000.0,-974800000.0,236800000.0,254600000.0,44500000,-45700000.0,44500000,166800000.0,301000000.0,53000000,13700000.0,250000000.0,732200000.0,2558900000.0,-172400000,199200000,328300000.0,652100000.0,0.19,,103200000.0,575100000,739800000.0,,313000000.0,58200000.0,313000000.0,358700000.0,2500000.0,4467300000.0,,,,,86000000.0,1111500000.0,6367200000.0,44500000,900000.0,,,
2007-12-31,-115700000.0,290300000.0,,1975900000.0,,,367600000,,0.0,14000000.0,174100000.0,430000000,0.0,463900000.0,-159400000.0,,,5449600000.0,,8400000.0,819600000,,748600000.0,2082700000.0,17800000.0,401200000,,89000000,,432700000.0,3536900000.0,971900000.0,353000000,1073500000,-107200000.0,-111200000.0,-1004000000.0,,213900000.0,263800000,150900000.0,263800000,421900000.0,328400000.0,50800000,4000000.0,344300000.0,727800000.0,2621400000.0,-15700000,253900000,230200000.0,674300000.0,,,104300000.0,452000000,743800000.0,,463900000.0,62400000.0,463900000.0,313000000.0,2500000.0,4551000000.0,,,,,314700000.0,1181300000.0,6633700000.0,263800000,500000.0,,,
2008-03-31,-144300000.0,412400000.0,,2108600000.0,,1.03,338900000,,0.0,-74300000.0,164700000.0,400700000,0.0,476000000.0,-110900000.0,232500000.0,,5706500000.0,,-14000000.0,804500000,,789200000.0,2222600000.0,15900000.0,415600000,,93100000,,420500000.0,3776200000.0,1039000000.0,332600000,1059200000,-110900000.0,-125900000.0,-1069600000.0,233900000.0,210100000.0,239300000,12100000.0,239300000,242700000.0,303600000.0,50000000,16800000.0,134600000.0,756600000.0,2712700000.0,-7300000,254700000,489900000.0,759300000.0,1.02,,116900000.0,465600000,734800000.0,,476000000.0,61800000.0,476000000.0,463900000.0,2500000.0,4696600000.0,,,,,131800000.0,1209700000.0,6919200000.0,239300000,1600000.0,,,
2008-06-30,-495900000.0,423200000.0,,2201400000.0,,0.99,320900000,,0.0,-32700000.0,184000000.0,388300000,-7500000.0,388100000.0,-125600000.0,228400000.0,,5505000000.0,,-39800000.0,817200000,,807900000.0,2208100000.0,27500000.0,446200000,,87800000,,626200000.0,4003300000.0,1113700000.0,315200000,1079500000,-130100000.0,-243100000.0,-1087700000.0,229500000.0,177400000.0,227100000,-87900000.0,227100000,280600000.0,296900000.0,50100000,28400000.0,623900000.0,800700000.0,2721300000.0,-12500000,262300000,,782500000.0,0.99,,329300000.0,496300000,721900000.0,,388100000.0,67400000.0,388100000.0,476000000.0,2500000.0,4734300000.0,,,,,150500000.0,1434100000.0,6942400000.0,227100000,4400000.0,,,
2008-09-30,-48700000.0,354700000.0,,2310300000.0,,0.96,215900000,,0.0,45400000.0,165600000.0,282700000,0.0,542400000.0,-102900000.0,224700000.0,,5621300000.0,,-49500000.0,715000000,,838500000.0,2333300000.0,11100000.0,404900000,,23500000,,615500000.0,4218000000.0,1188000000.0,238500000,952200000,-134700000.0,-39200000.0,-1122300000.0,225600000.0,194600000.0,214700000,154300000.0,214700000,307900000.0,284400000.0,46700000,9000000.0,408000000.0,843000000.0,2649200000.0,-53100000,237200000,264900000.0,691600000.0,0.95,,331100000.0,499100000,713700000.0,,542400000.0,66800000.0,542400000.0,388100000.0,2500000.0,4745500000.0,,,,,173200000.0,1454000000.0,7078800000.0,214700000,500000.0,,,
2008-12-31,-48100000.0,240000000.0,6600000.0,2461800000.0,,,282800000,,0.0,-108600000.0,186400000.0,361900000,-73300000.0,212600000.0,-584800000.0,,,5650300000.0,,-44800000.0,787100000,,771100000.0,2178600000.0,-47500000.0,504600000,,67900000,,814000000.0,4385500000.0,1264100000.0,235500000,1030200000,-221600000.0,64700000.0,-1197700000.0,,149400000.0,168400000,-329800000.0,167500000,206900000.0,353900000.0,47200000,,578100000.0,928300000.0,2774800000.0,4400000,243100000,,732800000.0,,,460100000.0,504300000,872100000.0,,212600000.0,79100000.0,212600000.0,542400000.0,2500000.0,5060400000.0,,,,,-14700000.0,1585100000.0,7239000000.0,167500000,57000000.0,,,
2009-03-31,-301400000.0,228700000.0,69000000.0,2484600000.0,,0.91,286800000,,0.0,-118600000.0,156300000.0,366400000,0.0,212800000.0,-84400000.0,221500000.0,17100000.0,5555400000.0,,-32200000.0,762300000,,703600000.0,2195700000.0,4200000.0,423700000,,73900000,,972900000.0,4587700000.0,1257200000.0,276100000,992600000,-83800000.0,-95900000.0,-1227400000.0,222100000.0,167100000.0,202200000,200000.0,202200000,184600000.0,312500000.0,51800000,3300000.0,478300000.0,947000000.0,2754100000.0,-7000000,230300000,,725600000.0,0.91,,660400000.0,475500000,857800000.0,,212800000.0,79600000.0,212800000.0,212600000.0,2500000.0,5036200000.0,,-600000.0,,,100800000.0,1676500000.0,7231900000.0,202200000,-7800000.0,,,
2009-06-30,-36400000.0,282400000.0,16400000.0,2537300000.0,,0.98,333000000,,298900000.0,-90600000.0,144000000.0,333000000,0.0,277500000.0,-89900000.0,214700000.0,23000000.0,5805600000.0,,-19600000.0,783100000,,669200000.0,2328700000.0,-29300000.0,400200000,,82400000,,987300000.0,4797800000.0,1254400000.0,292500000,1019900000,-72700000.0,-46100000.0,-1282900000.0,215500000.0,189800000.0,210100000,64700000.0,210100000,195100000.0,333800000.0,49900000,300000.0,508800000.0,980900000.0,2814600000.0,-36500000,236800000,,768700000.0,0.98,,653500000.0,450100000,874600000.0,,277500000.0,81800000.0,277500000.0,212800000.0,2500000.0,5133400000.0,,-17200000.0,,,122400000.0,1656500000.0,7462100000.0,210100000,0.0,,,
