date,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2017-03-31,0.0,-423800000.0,183000000.0,4795000000.0,0.0,1.49,460500000,,463300000.0,-320100000.0,335900000.0,615700000,-3600000.0,1039500000.0,-133100000.0,201100000.0,14000000.0,9934200000.0,-137000000.0,-11500000.0,1464400000,,2656100000.0,5079900000.0,14600000.0,760800000,,-34100000,-150700000.0,14397500000.0,8649600000.0,2053200000.0,265200000,1977300000,-129500000.0,256100000.0,-2741800000.0,203100000.0,519000000.0,299300000,405400000.0,299400000,275400000.0,3859700000.0,91100000,66100000.0,1681100000.0,1977000000.0,10685100000.0,-112900000,512900000,,1600100000.0,1.47,2972600000.0,10537800000.0,1003900000,8650600000.0,-48100000.0,1039500000.0,267600000.0,1039500000.0,634100000.0,3100000.0,21907900000.0,26800000.0,0.0,975000000.0,82900000.0,145900000.0,17053600000.0,26987800000.0,299400000,-11200000.0,,,
2017-06-30,0.0,-264400000.0,219600000.0,4936400000.0,0.0,0.91,440900000,,527200000.0,-64500000.0,360200000.0,542800000,-8100000.0,450000000.0,-129000000.0,201800000.0,13700000.0,10279500000.0,-25700000.0,-57300000.0,1426700000,,3037400000.0,4465100000.0,16300000.0,748000000,,12300000,-900000000.0,13177300000.0,8787600000.0,2057400000.0,196400000,1954400000,-116900000.0,-913000000.0,-2879000000.0,203700000.0,568200000.0,184100000,-589500000.0,184200000,440500000.0,3822900000.0,90100000,39400000.0,1708100000.0,2023900000.0,10859500000.0,-162500000,527700000,,1464000000.0,0.9,2909100000.0,9354400000.0,985800000,8544000000.0,-48400000.0,450000000.0,264100000.0,450000000.0,1039500000.0,3000000.0,22029100000.0,161000000.0,0.0,1329300000.0,82300000.0,323600000.0,16214700000.0,26494200000.0,184200000,-4000000.0,,,
2017-09-30,0.0,-159900000.0,289600000.0,5015400000.0,0.0,0.49,378800000,,549800000.0,51800000.0,327100000.0,476000000,-1400000.0,480800000.0,-120500000.0,202300000.0,12400000.0,10450200000.0,-10900000.0,-54400000.0,1317200000,0.0,3010200000.0,4433300000.0,1300000.0,694500000,,28400000,-490200000.0,12957100000.0,8837200000.0,2048600000.0,127200000,1818100000,-119100000.0,-320700000.0,-2966800000.0,204000000.0,565800000.0,98800000,30800000.0,98800000,463500000.0,3757400000.0,91200000,27100000.0,1785200000.0,2084200000.0,10904900000.0,-169900000,500900000,,1318500000.0,0.48,2879800000.0,9199700000.0,938400000,8464900000.0,-48500000.0,480800000.0,266500000.0,480800000.0,450000000.0,3000000.0,21984200000.0,161900000.0,0.0,1225000000.0,82300000.0,344400000.0,15967300000.0,26417500000.0,98800000,-1800000.0,,,
2017-12-31,0.0,-83200000.0,165200000.0,5083700000.0,0.0,6.21,465800000,,481500000.0,-1404800000.0,330200000.0,235300000,-700000.0,524400000.0,-128200000.0,202500000.0,13600000.0,11757900000.0,10500000.0,400000.0,1482900000,0.0,3005800000.0,4582300000.0,600000.0,770600000,,-1366200000,-300000000.0,11628900000.0,10022800000.0,2038600000.0,-109200000,2074300000,-127500000.0,-232900000.0,-3045100000.0,204100000.0,749900000.0,1257000000,43600000.0,1257200000,402900000.0,2711400000.0,95000000,12900000.0,1780800000.0,2081800000.0,10668400000.0,-495800000,591400000,873200000.0,1494600000.0,6.16,1101500000.0,8917500000.0,1017100000,8353400000.0,-48600000.0,524400000.0,264500000.0,524400000.0,480800000.0,3100000.0,21810300000.0,-173200000.0,0.0,1225000000.0,80000000.0,275400000.0,14634700000.0,26392600000.0,1257200000,102800000.0,,,
2018-03-31,,-51300000.0,194700000.0,5246900000.0,,0.86,410200000,,465500000.0,36800000.0,347300000.0,565800000,-14600000.0,1765400000.0,-101700000.0,203000000.0,13900000.0,11999500000.0,-27700000.0,-39700000.0,1441800000,,3424500000.0,5775300000.0,100000.0,785100000,,47200000,-225000000.0,11757200000.0,10191700000.0,2031300000.0,223400000,2017600000,-87100000.0,842000000.0,-3215600000.0,204600000.0,409800000.0,176200000,1241000000.0,174700000,490500000.0,2270300000.0,95700000,,1799500000.0,2125900000.0,10729100000.0,-108800000,575800000,181800000.0,1418500000.0,0.85,1092100000.0,9486900000.0,1031600000,8235700000.0,-48600000.0,1765400000.0,263500000.0,1765400000.0,524400000.0,3100000.0,21405900000.0,146200000.0,,1625000000.0,78900000.0,403400000.0,15181700000.0,27181200000.0,174700000,-82000000.0,,,
2018-06-30,,-163000000.0,211700000.0,5286400000.0,,0.91,346500000,,2316700000.0,-65200000.0,355700000.0,555300000,-900000.0,481200000.0,-93600000.0,203300000.0,12100000.0,12044200000.0,600000.0,-59600000.0,1423900000,,1753600000.0,4475200000.0,,791300000,,32900000,-1525000000.0,11693000000.0,10327900000.0,1986900000.0,217800000,2007600000,-92700000.0,-1570800000.0,-3299500000.0,204600000.0,19028700000.0,184900000,-1284200000.0,185000000,393300000.0,11693000000.0,99100000,,1186200000.0,2158500000.0,10595900000.0,-53400000,583700000,,1335300000.0,0.9,1080900000.0,9413300000.0,1077400000,7996600000.0,-48800000.0,481200000.0,261600000.0,481200000.0,1765400000.0,3100000.0,21015600000.0,31500000.0,,100000000.0,75900000.0,300600000.0,13446600000.0,25490800000.0,185000000,-5500000.0,,,
2018-09-30,,-168100000.0,196200000.0,5377100000.0,,0.8,244500000,,506500000.0,38300000.0,345800000.0,482500000,200000.0,524600000.0,-138900000.0,203700000.0,19300000.0,12223000000.0,50700000.0,-65900000.0,1307700000,0.0,2391200000.0,4513300000.0,,787700000,,-8500000,-303900000.0,10767800000.0,10441200000.0,2002400000.0,153600000,1836700000,-139100000.0,-297900000.0,-3374700000.0,205400000.0,445300000.0,162100000,43400000.0,162200000,484100000.0,2170400000.0,95700000,,1791200000.0,2219500000.0,10583600000.0,-23400000,529000000,,1262700000.0,0.79,1054000000.0,8597400000.0,1063200000,7837400000.0,-48800000.0,524600000.0,260600000.0,524600000.0,481200000.0,3100000.0,20868700000.0,59700000.0,,600000000.0,68300000.0,345000000.0,13159000000.0,25382000000.0,162200000,8000000.0,,,
2018-12-31,,-187400000.0,142400000.0,5437100000.0,,,205200000,,352300000.0,17700000.0,362600000.0,-544900000,-16200000.0,542800000.0,-82400000.0,,20200000.0,11271300000.0,132300000.0,-34300000.0,1487600000,-15300000.0,2421300000.0,4427400000.0,,998600000,,36600000,-925000000.0,10429400000.0,9491200000.0,2015400000.0,-865900000,2071000000,-120100000.0,-275500000.0,-3421700000.0,,405000000.0,-902500000,18200000.0,-901100000,379500000.0,350000000.0,101200000,,460400000.0,2256500000.0,9594400000.0,-1002600000,583400000,670600000.0,1275800000.0,,999500000.0,8413700000.0,1282400000,7684600000.0,-49000000.0,542800000.0,254800000.0,542800000.0,524600000.0,3100000.0,19699400000.0,-23800000.0,,525000000.0,66200000.0,259400000.0,12850700000.0,24126800000.0,-901100000,19000000.0,,,
2019-03-31,,-183500000.0,178200000.0,5559200000.0,10500000.0,1.2,360900000,,376900000.0,-230600000.0,361100000.0,597400000,-14500000.0,586800000.0,-105500000.0,204400000.0,20300000.0,11534400000.0,-231400000.0,-50700000.0,1422100000,,2255000000.0,4499200000.0,,796400000,,45500000,-310000000.0,10494700000.0,9688100000.0,2014000000.0,291700000,1975500000,-101500000.0,-135200000.0,-3545200000.0,205800000.0,683300000.0,246200000,44000000.0,246100000,283600000.0,531300000.0,101700000,,1022600000.0,2310200000.0,9570000000.0,-11200000,553400000,193100000.0,1225300000.0,1.2,990200000.0,8310600000.0,1061200000,7522500000.0,-49000000.0,586800000.0,247700000.0,586800000.0,542800000.0,3100000.0,19789800000.0,50700000.0,,500000000.0,58000000.0,182100000.0,12749700000.0,24289000000.0,246100000,-20600000.0,,,
2019-06-30,,-171800000.0,144700000.0,5717700000.0,10800000.0,0.65,285300000,,396500000.0,-173700000.0,347500000.0,453000000,4600000.0,403100000.0,-322200000.0,204800000.0,19700000.0,11659100000.0,-38400000.0,-32300000.0,1407300000,,3677800000.0,4391200000.0,,840300000,,8400000,-115000000.0,8865700000.0,9772700000.0,2035800000.0,140300000,1988600000,-337600000.0,-163600000.0,-3681900000.0,206200000.0,660800000.0,131900000,-183700000.0,133700000,301000000.0,518600000.0,112100000,,1185600000.0,2344500000.0,9593700000.0,-85300000,581300000,,1247100000.0,0.65,949900000.0,6719300000.0,1122000000,7524200000.0,-49100000.0,403100000.0,253000000.0,403100000.0,586800000.0,3100000.0,19814500000.0,-21400000.0,,2000000000.0,59700000.0,-36600000.0,12543500000.0,24205700000.0,133700000,-9900000.0,,,
2019-09-30,,-223200000.0,100100000.0,5817300000.0,16200000.0,2.1,244900000,,,-127200000.0,355200000.0,492900000,-26500000.0,512500000.0,-163600000.0,205300000.0,21600000.0,12081500000.0,107100000.0,-23000000.0,1356700000,,3773900000.0,4401500000.0,,830100000,,-247400000,-330000000.0,8455800000.0,10155300000.0,2055300000.0,184600000,1892400000,-153300000.0,-298400000.0,-3762000000.0,207000000.0,973600000.0,432000000,109400000.0,431100000,577900000.0,516800000.0,114400000,,1318600000.0,2362300000.0,9544900000.0,-3500000,535700000,,1150800000.0,2.08,912200000.0,6345900000.0,1111800000,7339900000.0,-49200000.0,512500000.0,251500000.0,512500000.0,403100000.0,3100000.0,19913700000.0,,,2000000000.0,56800000.0,424600000.0,12229700000.0,24315200000.0,431100000,9700000.0,,,
