date,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredRevenue
2000-09-30,4160000000,,616000000,433000000,171000000,341593000.0,-30000000,105000000,,1026000000,15894000000,,,4756000000.0,,-68000000,4938000000,7891000000,-29000000.0,171000000,4732000000.0,,,0.31,10716000000,,,49000000.0,,3134000000,26000000,9049000000,133000000,105000000,288000000,,10956000000,672000000.0,1316000000.0,972000000.0,-96000000,193000000,1934000000,0,-4000000,-522000000,,-2304000000.0,2889000000,591000000.0,,-218000000,334000000,338315000.0,593000000,236000000,,103000000,2452000000,122000000,2978000000,0.0,18719000000,,26610000000,238000000,,13378000000.0,183000000,988000000,-92000000.0,389000000,3000000.0,171000000,0.31,171000000,
2000-12-31,4380000000,,678000000,508000000,871000000,,-99000000,168000000,,1107000000,15954000000,,,4905000000.0,,-68000000,4865000000,8013000000,-5000000.0,625000000,4831000000.0,,,,10823000000,4566000000.0,,-109000000.0,,3273000000,-38000000,9054000000,190000000,168000000,298000000,,11089000000,668000000.0,1262000000.0,877000000.0,-144000000,178000000,1908000000,0,1000000,-155000000,,-2414000000.0,2992000000,773000000.0,,700000000,954000000,,599000000,331000000,,141000000,2491000000,131000000,2889000000,3000000.0,18764000000,,26777000000,810000000,,13281000000.0,170000000,1099000000,-106000000.0,171000000,3000000.0,871000000,,871000000,
2001-03-31,3968000000,,493000000,316000000,483000000,345128000.0,0,-124000000,,913000000,15827000000,,,4912000000.0,,-68000000,4950000000,7788000000,-57000000.0,-571000000,4639000000.0,,,-0.36,10700000000,4398000000.0,,-11000000.0,,3055000000,-309000000,8858000000,97000000,-124000000,294000000,,10877000000,689000000.0,1271000000.0,1185000000.0,-103000000,180000000,2218000000,0,30000000,47000000,,-2414000000.0,3059000000,748000000.0,,-388000000,-435000000,340010000.0,597000000,166000000,,69000000,2498000000,126000000,2796000000,3000000.0,18739000000,,26527000000,-538000000,,13182000000.0,177000000,969000000,-114000000.0,871000000,3000000.0,483000000,-0.36,483000000,
2001-06-30,4307000000,,548000000,357000000,529000000,354305000.0,-15000000,-188000000,,808000000,15925000000,,,4928000000.0,,-68000000,4552000000,8114000000,-20000000.0,15000000,,,,-0.54,10835000000,555000000.0,,1000000.0,,3499000000,-139000000,8565000000,117000000,-188000000,323000000,,11373000000,620000000.0,1182000000.0,255000000.0,-175000000,171000000,2274000000,0,24000000,-69000000,,-2414000000.0,3103000000,770000000.0,,46000000,130000000,349872000.0,451000000,210000000,,93000000,2514000000,128000000,3237000000,1222000000.0,18646000000,,26760000000,-45000000,,13029000000.0,191000000,1060000000,10835000000.0,483000000,,529000000,-0.54,529000000,
2001-09-30,3961000000,,-170000000,-344000000,579000000,359406000.0,-148000000,-285000000,,78000000,16191000000,,,4693000000.0,,-72000000,6023000000,8857000000,-147000000.0,270000000,,,,-0.79,10567000000,515000000.0,,143000000.0,2124000000.0,3883000000,-79000000,7623000000,-262000000,-285000000,312000000,,10168000000,3919000000.0,1082000000.0,1723000000.0,-27000000,165000000,2347000000,0,-18000000,417000000,,-2414000000.0,3237000000,607000000.0,,50000000,-219000000,359406000.0,422000000,-527000000,,-265000000,2279000000,110000000,1273000000,6000000.0,17901000000,,26758000000,-246000000,,12385000000.0,174000000,903000000,10567000000.0,529000000,,579000000,-0.79,579000000,
2001-12-31,4631000000,,635000000,430000000,1214000000,,116000000,-166000000,,844000000,15346000000,,,5033000000.0,,-73000000,5753000000,8362000000,,123000000,3776000000.0,,,,11290000000,3973000000.0,12298000000.0,186000000.0,1491000000.0,3787000000,183000000,6875000000,53000000,-166000000,303000000,,9593000000,0.0,601000000.0,1364000000.0,-336000000,144000000,2174000000,0,-18000000,-138000000,,-2680000000.0,1597000000,578000000.0,,635000000,657000000,,414000000,268000000,,215000000,2353000000,111000000,1365000000,1019000000.0,18274000000,,26636000000,321000000,,,187000000,937000000,-212000000.0,579000000,4000000.0,1214000000,,1214000000,
2002-03-31,3911000000,,441000000,353000000,1484000000,404916000.0,1069000000,-434000000,,751000000,14803000000,,,4973000000.0,,-79000000,5791000000,8406000000,77000000.0,-401000000,3263000000.0,,,-1.1,10852000000,375000000.0,,48000000.0,1927000000.0,3160000000,-18000000,5995000000,149000000,-434000000,294000000,,9012000000,150000000.0,2109000000.0,1792000000.0,-111000000,132000000,2012000000,0,-8000000,-488000000,,-2680000000.0,3597000000,908000000.0,,270000000,-311000000,395679000.0,398000000,213000000,,64000000,2293000000,104000000,1290000000,28000000.0,17249000000,,25655000000,-422000000,,11359000000.0,88000000,782000000,-218000000.0,1214000000,4000000.0,1484000000,-1.1,1484000000,
2002-06-30,4095000000,,541000000,454000000,1642000000,412853000.0,-138000000,-136000000,,888000000,15031000000,,,4999000000.0,,-80000000,6032000000,8622000000,,317000000,2898000000.0,,,-0.34,10666000000,461000000.0,,-59000000.0,2028000000.0,3207000000,-56000000,6038000000,223000000,-136000000,313000000,,8999000000,105000000.0,2126000000.0,1783000000.0,-79000000,131000000,2083000000,0,-13000000,5000000,,-2680000000.0,3588000000,835000000.0,,158000000,291000000,399970000.0,434000000,320000000,,97000000,2319000000,121000000,1454000000,102000000.0,17075000000,,25697000000,212000000,,11168000000.0,87000000,767000000,-193000000.0,1484000000,4000000.0,1642000000,-0.34,1642000000,
2002-09-30,4092000000,,547000000,455000000,619000000,408743000.0,-216000000,147000000,,852000000,13672000000,,,5004000000.0,,-81000000,4668000000,7496000000,,126000000,2963000000.0,,,0.36,10842000000,440000000.0,,-71000000.0,1925000000.0,3240000000,-43000000,6088000000,228000000,147000000,285000000,,9004000000,83000000.0,2079000000.0,776000000.0,-190000000,118000000,2128000000,71000000,-15000000,-1024000000,,-2680000000.0,3524000000,837000000.0,,-1023000000,217000000,403675000.0,397000000,329000000,,101000000,2324000000,112000000,1164000000,-7000000.0,17018000000,,24514000000,27000000,,11170000000.0,92000000,803000000,-182000000.0,1642000000,4000000.0,619000000,0.36,619000000,
2002-12-31,4662000000,,406000000,492000000,544000000,,-1434000000,-68000000,,911000000,15076000000,,,4969000000.0,,-81000000,5107000000,7190000000,,811000000,2904000000.0,,,,8870000000,3691000000.0,11170000000.0,-777000000.0,1316000000.0,3751000000,127000000,6280000000,155000000,-68000000,307000000,,9969000000,75000000.0,0.0,1153000000.0,-216000000,109000000,2032000000,-71000000,-174000000,517000000,,-2573000000.0,2233000000,0.0,,-75000000,842000000,,419000000,212000000,,57000000,2396000000,112000000,1152000000,99000000.0,16756000000,,23946000000,626000000,0.0,,97000000,776000000,-2180000000.0,619000000,4000000.0,544000000,,544000000,
2003-03-31,4201000000,,402000000,313000000,387000000,411111000.0,-146000000,95000000,,721000000,15353000000,2000000.0,,4960000000.0,,-83000000,4913000000,7324000000,37000000.0,-674000000,2917000000.0,,,0.23,8959000000,537000000.0,,-88000000.0,1764000000.0,3480000000,-10000000,6695000000,111000000,95000000,302000000,,10440000000,74000000.0,2887000000.0,1528000000.0,-58000000,143000000,2045000000,0,-23000000,729000000,,-2573000000.0,2852000000,,,-157000000,-740000000,408491000.0,408000000,159000000,,48000000,2387000000,106000000,928000000,19000000.0,16988000000,,24312000000,-798000000,,11332000000.0,89000000,693000000,-2167000000.0,544000000,4000000.0,387000000,0.23,387000000,
2003-06-30,4429000000,,475000000,383000000,364000000,414872000.0,-4000000,100000000,,859000000,15177000000,,,5034000000.0,,-82000000,4690000000,7330000000,,544000000,2935000000.0,,,0.24,9116000000,571000000.0,,65000000.0,1910000000.0,3570000000,22000000,6746000000,186000000,100000000,345000000,,10487000000,63000000.0,3741000000.0,968000000.0,-79000000,135000000,2114000000,0,8000000,-659000000,,-2573000000.0,2734000000,,,-23000000,640000000,411633000.0,476000000,267000000,,81000000,2461000000,131000000,988000000,16000000.0,16963000000,,24293000000,561000000,,11452000000.0,92000000,824000000,-2120000000.0,387000000,4000000.0,364000000,0.24,364000000,
2003-09-30,4378000000,,266000000,168000000,203000000,417816000.0,-259000000,-35000000,,602000000,14750000000,,,5193000000.0,,-82000000,4336000000,6766000000,,293000000,2816000000.0,,,-0.08,9046000000,543000000.0,,-149000000.0,1908000000.0,3776000000,24000000,6702000000,21000000,-35000000,305000000,,10414000000,60000000.0,3712000000.0,559000000.0,-106000000,137000000,2085000000,0,-12000000,-501000000,,-2573000000.0,2578000000,,,-161000000,599000000,414275000.0,434000000,29000000,,8000000,2620000000,129000000,1083000000,40000000.0,17030000000,,23796000000,493000000,,11474000000.0,98000000,786000000,-2138000000.0,364000000,4000000.0,203000000,-0.08,203000000,
2003-12-31,5101000000,,549000000,452000000,661000000,,166000000,205000000,,927000000,14506000000,,,5640000000.0,,-84000000,3849000000,6585000000,-8000000.0,562000000,2937000000.0,,,,9162000000,3247000000.0,11479000000.0,781000000.0,1153000000.0,4174000000,74000000,6517000000,217000000,205000000,354000000,,10657000000,59000000.0,0.0,15000000.0,-283000000,122000000,1998000000,0,-40000000,-778000000,,-2929000000.0,1853000000,,,458000000,1070000000,,475000000,307000000,,90000000,2711000000,121000000,1081000000,12000000.0,17083000000,,23668000000,787000000,,,114000000,833000000,-2194000000.0,203000000,4000000.0,661000000,,661000000,
2004-03-31,4676000000,,352000000,251000000,340000000,421301000.0,-56000000,87000000,,692000000,14469000000,142000000.0,,5610000000.0,,-83000000,3835000000,6912000000,7000000.0,-604000000,2982000000.0,,,0.17,9293000000,446000000.0,,95000000.0,1809000000.0,3984000000,-3000000,7397000000,101000000,87000000,326000000,,10634000000,55000000.0,3237000000.0,13000000.0,-85000000,117000000,2003000000,0,2000000,-64000000,,-2929000000.0,2447000000,,,-321000000,-201000000,418579000.0,441000000,146000000,,45000000,2681000000,115000000,1256000000,22000000.0,16850000000,,23762000000,-286000000,,11478000000.0,101000000,757000000,-2176000000.0,661000000,4000000.0,340000000,0.17,340000000,
2004-06-30,4929000000,,448000000,340000000,1004000000,432000000.0,-171000000,-108000000,,824000000,14308000000,,,5599000000.0,,-85000000,4683000000,7395000000,-5000000.0,1024000000,2783000000.0,,74000000.0,-0.25,9995000000,424000000.0,,-48000000.0,2273000000.0,4105000000,-68000000,6374000000,-94000000,-108000000,357000000,,9625000000,55000000.0,3251000000.0,168000000.0,-49000000,109000000,2068000000,0,-363000000,-57000000,,-2929000000.0,2470000000,,,664000000,892000000,432000000.0,484000000,-122000000,,-28000000,2670000000,127000000,1428000000,883000000.0,16908000000,,24303000000,843000000,,11480000000.0,108000000,814000000,-2186000000.0,340000000,4000000.0,1078000000,-0.25,1004000000,
2004-09-30,4936000000,0.0,469000000,357000000,1049000000,447058824.0,-50000000,152000000,,819000000,13805000000,,,5600000000.0,,-90000000,4956000000,7227000000,57000000.0,-38000000,2844000000.0,,74000000.0,0.34,10101000000,452000000.0,,25000000.0,2117000000.0,4117000000,78000000,5593000000,186000000,152000000,339000000,,8849000000,20000000.0,3256000000.0,835000000.0,-75000000,100000000,1965000000,0,-5000000,-207000000,,-2929000000.0,2467000000,,,45000000,302000000,447058824.0,462000000,263000000,,77000000,2671000000,123000000,1180000000,26000000.0,16771000000,,23998000000,227000000,,11477000000.0,112000000,824000000,-2177000000.0,1004000000,5000000.0,1123000000,0.34,1049000000,
2004-12-31,5704000000,,162000000,440000000,556000000,,-255000000,245000000,,977000000,13505000000,609000000.0,,5921000000.0,,-91000000,5644000000,7124000000,-64000000.0,268000000,2998000000.0,,,,10551000000,3992000000.0,11516000000.0,-73000000.0,1403000000.0,4727000000,172000000,4637000000,246000000,245000000,411000000,,7861000000,19000000.0,0.0,516000000.0,-257000000,92000000,1745000000,0,1114000000,-1316000000,,-3183000000.0,1990000000,,,-493000000,1078000000,,537000000,292000000,,46000000,2738000000,126000000,1924000000,28000000.0,17029000000,,24153000000,821000000,,,113000000,867000000,-1919000000.0,1049000000,5000000.0,556000000,,556000000,
2005-03-31,4944000000,,485000000,377000000,457000000,456558000.0,-113000000,166000000,,826000000,13679000000,,-53000000.0,5867000000.0,,-90000000,5886000000,7442000000,19000000.0,-597000000,3065000000.0,,,0.37,10556000000,387000000.0,,-9000000.0,2098000000.0,4118000000,-121000000,4614000000,196000000,166000000,349000000,,7793000000,19000000.0,3179000000.0,941000000.0,-48000000,76000000,1858000000,0,-17000000,291000000,,-3183000000.0,2693000000,,,-99000000,-277000000,450604000.0,449000000,296000000,,100000000,2684000000,100000000,2027000000,12000000.0,16899000000,,24341000000,-325000000,,11514000000.0,108000000,820000000,-2003000000.0,556000000,5000000.0,457000000,0.36,457000000,
2005-06-30,5409000000,,537000000,427000000,454000000,456818182.0,-74000000,201000000,,919000000,13317000000,,-139000000.0,5806000000.0,,-100000000,5903000000,7291000000,19000000.0,458000000,3166000000.0,,,0.45,10535000000,410000000.0,,-27000000.0,2125000000.0,4490000000,-75000000,4219000000,233000000,201000000,356000000,,7414000000,17000000.0,3130000000.0,876000000.0,-64000000,82000000,1960000000,0,0,-700000000,,-3183000000.0,2553000000,65000000.0,,-3000000,771000000,446666667.0,492000000,357000000,,124000000,2623000000,136000000,1950000000,23000000.0,16687000000,,23978000000,707000000,,11511000000.0,110000000,952000000,-2088000000.0,457000000,5000000.0,454000000,0.44,454000000,
2005-09-30,5331000000,,523000000,414000000,820000000,456000000.0,-121000000,228000000,,886000000,13679000000,,-198000000.0,5774000000.0,,-99000000,6214000000,7713000000,16000000.0,442000000,3297000000.0,,,0.51,10505000000,452000000.0,,57000000.0,2285000000.0,4445000000,-42000000,4170000000,231000000,228000000,348000000,,7465000000,15000000.0,3145000000.0,880000000.0,-132000000,79000000,2014000000,0,4000000,-307000000,,-3183000000.0,2471000000,150000000.0,,366000000,794000000,447058824.0,472000000,353000000,,122000000,2591000000,124000000,2085000000,21000000.0,16611000000,,24324000000,662000000,,11549000000.0,109000000,964000000,-2085000000.0,454000000,4000000.0,820000000,0.5,820000000,
2005-12-31,6210000000,,651000000,469000000,1202000000,,-128000000,276000000,,1033000000,13553000000,,-46000000.0,6257000000.0,,-98000000,5900000000,7567000000,-26000000.0,535000000,3475000000.0,,,,10709000000,3894000000.0,11554000000.0,-11000000.0,1403000000.0,5177000000,262000000,3969000000,282000000,276000000,421000000,,7653000000,0.0,0.0,487000000.0,-169000000,75000000,1722000000,0,533000000,-717000000,,-3582000000.0,1875000000,125000000.0,,382000000,1227000000,,564000000,434000000,,152000000,2675000000,143000000,2061000000,12000000.0,16814000000,,24381000000,1058000000,,,117000000,962000000,-1950000000.0,820000000,5000000.0,1202000000,,1202000000,
2006-03-31,5152000000,,565000000,454000000,944000000,448842000.0,-73000000,287000000,,934000000,13547000000,,-102000000.0,6218000000.0,,-98000000,5731000000,7628000000,124000000.0,-496000000,3655000000.0,,,0.65,10878000000,379000000.0,,17000000.0,2220000000.0,4218000000,-237000000,3962000000,289000000,287000000,361000000,,7816000000,0.0,3648000000.0,456000000.0,-43000000,68000000,1951000000,11000000,27000000,-165000000,,-3582000000.0,2707000000,206000000.0,,-258000000,-20000000,442336000.0,480000000,437000000,,148000000,2636000000,119000000,1997000000,55000000.0,16929000000,,24557000000,-63000000,,11586000000.0,111000000,1058000000,-1947000000.0,1202000000,4000000.0,944000000,0.64,944000000,
2006-06-30,5711000000,,629000000,512000000,925000000,449275362.0,-55000000,310000000,,1056000000,12887000000,,0.0,6203000000.0,,-107000000,5075000000,7700000000,48000000.0,-42000000,3965000000.0,,,0.7,11419000000,402000000.0,11590000000.0,33000000.0,1952000000.0,4655000000,-17000000,3945000000,311000000,310000000,390000000,,7812000000,0.0,3658000000.0,91000000.0,-88000000,69000000,1969000000,6000000,12000000,-424000000,,-3582000000.0,2542000000,209000000.0,,-19000000,460000000,442857143.0,544000000,472000000,,161000000,2621000000,154000000,2031000000,17000000.0,16753000000,,24453000000,372000000,,,117000000,1001000000,-1913000000.0,944000000,5000000.0,925000000,0.69,925000000,
2006-09-30,5693000000,,650000000,537000000,1162000000,452112676.0,-132000000,321000000,,1037000000,13242000000,,-250000000.0,6170000000.0,,-108000000,5937000000,8081000000,11000000.0,305000000,4072000000.0,,,0.73,11380000000,367000000.0,,-51000000.0,2256000000.0,4656000000,-152000000,3401000000,323000000,321000000,373000000,,7305000000,0.0,3695000000.0,582000000.0,-93000000,64000000,2139000000,7000000,3000000,-383000000,,-3582000000.0,2501000000,209000000.0,,237000000,752000000,439726027.0,500000000,493000000,,170000000,2588000000,127000000,2015000000,42000000.0,16706000000,,24787000000,659000000,,11617000000.0,113000000,1084000000,-1890000000.0,925000000,4000000.0,1162000000,0.71,1162000000,
