date,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredRevenue
2015-12-31,6328000000,-734000000.0,832000000,828000000,2328000000,302100000.0,-502000000,571000000,44000000.0,1520000000,18951000000,-17000000.0,-1000000.0,6533000000.0,,-202000000,6126000000,9812000000,192000000.0,-74000000,16903000000.0,26000000.0,872000000.0,1.89,10128000000,1174000000.0,14731000000.0,4000000.0,2531000000.0,4808000000,-16000000,5330000000,554000000,571000000,692000000,,12825000000,5564000000.0,355000000.0,,-181000000,58000000,635000000,4000000,2000000,-449000000,525000000.0,-4528000000.0,2733000000,,2193000000.0,-125000000,826000000,301600000.0,692000000,774000000,-62000000.0,220000000,2005000000,195000000,1377000000,,19469000000,63000000.0,29281000000,645000000,457000000.0,994000000.0,136000000,1402000000,-7176000000.0,2453000000,3000000.0,3200000000,1.89,2328000000,
2016-03-31,5763000000,0.0,742000000,612000000,1934000000,299600000.0,-91000000,429000000,-43000000.0,1363000000,18519000000,15000000.0,-34000000.0,,,-201000000,5749000000,9359000000,-38000000.0,-234000000,17141000000.0,54000000.0,711000000.0,1.43,10124000000,5882000000.0,14791000000.0,0.0,803000000.0,4400000000,0,5332000000,404000000,429000000,552000000,,12770000000,0.0,330000000.0,,-162000000,58000000,637000000,6000000,2000000,-629000000,,,2661000000,,2136000000.0,-394000000,326000000,299200000.0,751000000,560000000,-57000000.0,156000000,2018000000,199000000,1506000000,,19470000000,-362000000.0,28829000000,164000000,127000000.0,,124000000,1304000000,-7050000000.0,2328000000,3000000.0,2645000000,1.43,1934000000,
2016-06-30,6035000000,-472000000.0,965000000,960000000,2016000000,297600000.0,-95000000,709000000,92000000.0,1655000000,18782000000,11000000.0,-58000000.0,,,-218000000,6014000000,9850000000,-29000000.0,59000000,17212000000.0,35000000.0,703000000.0,2.39,10316000000,6249000000.0,14791000000.0,6000000.0,1113000000.0,4380000000,-35000000,5333000000,705000000,709000000,695000000,,12768000000,0.0,343000000.0,,-101000000,58000000,671000000,-90000000,1000000,-568000000,,,2429000000,,2136000000.0,82000000,745000000,297300000.0,695000000,907000000,0.0,202000000,2028000000,181000000,1360000000,,19248000000,-372000000.0,29098000000,644000000,472000000.0,,123000000,1405000000,-6899000000.0,1934000000,3000000.0,2719000000,2.38,2016000000,
2016-09-30,6033000000,0.0,944000000,806000000,2342000000,295500000.0,104000000,529000000,3000000.0,1521000000,18985000000,-24000000.0,-3000000.0,,,-216000000,6001000000,10155000000,-35000000.0,15000000,17320000000.0,31000000.0,462000000.0,1.79,10467000000,6469000000.0,14791000000.0,-15000000.0,1131000000.0,4512000000,20000000,5334000000,523000000,529000000,536000000,,12984000000,0.0,366000000.0,,-128000000,58000000,651000000,0,4000000,-418000000,,,2453000000,,2063000000.0,326000000,640000000,295200000.0,715000000,756000000,0.0,233000000,2053000000,179000000,1392000000,,19297000000,-282000000.0,29452000000,512000000,223000000.0,,130000000,1415000000,-6856000000.0,2016000000,3000000.0,2804000000,1.79,2342000000,
2016-12-31,6238000000,0.0,865000000,862000000,3303000000,294500000.0,135000000,544000000,100000000.0,1583000000,19986000000,38000000.0,-1000000.0,6794000000.0,,-215000000,6427000000,10678000000,211000000.0,182000000,17474000000.0,31000000.0,100000000.0,1.84,10066000000,1226000000.0,14788000000.0,-2000000.0,1234000000.0,4655000000,-8000000,5335000000,541000000,544000000,721000000,,13559000000,6202000000.0,449000000.0,,-234000000,58000000,659000000,0,-1000000,-315000000,550000000.0,-4628000000.0,2420000000,,2239000000.0,961000000,1141000000,294200000.0,721000000,807000000,0.0,266000000,2166000000,196000000,1434000000,,19374000000,423000000.0,30052000000,907000000,362000000.0,889000000.0,138000000,1520000000,-7411000000.0,2342000000,3000000.0,3403000000,1.84,3303000000,
2017-03-31,6000000000,-399000000.0,883000000,741000000,2187000000,292800000.0,-430000000,506000000,-219000000.0,1470000000,19485000000,-42000000.0,-38000000.0,,,-215000000,6307000000,10515000000,-54000000.0,-629000000,17599000000.0,57000000.0,399000000.0,1.74,10384000000,1319000000.0,14825000000.0,-1000000.0,871000000.0,4530000000,9000000,5086000000,497000000,506000000,558000000,,13178000000,5555000000.0,349000000.0,251000000.0,-102000000,58000000,599000000,8000000,7000000,-645000000,,,2383000000,,2605000000.0,-1116000000,-41000000,292500000.0,729000000,695000000,-39000000.0,198000000,2146000000,171000000,1298000000,,19354000000,-155000000.0,29869000000,-143000000,100000000.0,,130000000,1282000000,-7218000000.0,3303000000,3000000.0,2585000000,1.74,2186000000,
2017-06-30,6281000000,0.0,952000000,849000000,2175000000,292000000.0,-92000000,553000000,-19000000.0,1596000000,19414000000,-20000000.0,-41000000.0,,,-232000000,6587000000,10937000000,-51000000.0,99000000,17806000000.0,35000000.0,410000000.0,1.9,10815000000,1560000000.0,14827000000.0,0.0,1179000000.0,4685000000,18000000,4747000000,547000000,553000000,547000000,,12827000000,5728000000.0,349000000.0,300000000.0,-112000000,51000000,581000000,0,-35000000,-702000000,,,2293000000,,2704000000.0,-12000000,782000000,291700000.0,747000000,768000000,0.0,221000000,2172000000,200000000,1126000000,,19292000000,-238000000.0,30229000000,670000000,0.0,,133000000,1278000000,-6994000000.0,2187000000,3000000.0,2577000000,1.89,2167000000,
2017-09-30,6284000000,0.0,1002000000,858000000,2323000000,291000000.0,204000000,572000000,47000000.0,1594000000,19421000000,-28000000.0,-5000000.0,,,-232000000,6492000000,10778000000,-32000000.0,-299000000,17929000000.0,35000000.0,0.0,1.97,10857000000,1393000000.0,14878000000.0,-1000000.0,1165000000.0,4690000000,-110000000,4749000000,568000000,572000000,549000000,0.0,12929000000,5892000000.0,389000000.0,300000000.0,-158000000,48000000,693000000,0,2000000,-437000000,,,2374000000,,2519000000.0,148000000,381000000,290700000.0,736000000,816000000,-54000000.0,248000000,2248000000,187000000,1161000000,,19500000000,167000000.0,30278000000,223000000,417000000.0,,138000000,1347000000,-7075000000.0,2175000000,3000000.0,2311000000,1.97,2311000000,
2017-12-31,6783000000,-297000000.0,882000000,870000000,3115000000,290000000.0,-499000000,393000000,97000000.0,1612000000,20897000000,-5000000.0,-1000000.0,7273000000.0,,-231000000,7348000000,11326000000,389000000.0,658000000,17895000000.0,46000000.0,297000000.0,1.35,9963000000,1324000000.0,14871000000.0,22000000.0,1342000000.0,5171000000,97000000,4750000000,387000000,393000000,742000000,0.0,13549000000,5247000000.0,512000000.0,300000000.0,-239000000,48000000,594000000,0,5000000,-332000000,633000000.0,-4834000000.0,2224000000,,2927000000.0,792000000,1623000000,289600000.0,742000000,834000000,0.0,447000000,2439000000,176000000,1260000000,,19534000000,69000000.0,30860000000,1384000000,0.0,769000000.0,149000000,1519000000,-7935000000.0,2323000000,3000000.0,3400000000,1.35,3103000000,
2018-03-31,6267000000,,939000000,1041000000,2769000000,288800000.0,77000000,633000000,-167000000.0,1735000000,20260000000,-15000000.0,-72000000.0,,,-230000000,6779000000,10960000000,-77000000.0,-447000000,19329000000.0,63000000.0,0.0,2.2,10237000000,1639000000.0,14871000000.0,-1000000.0,,4532000000,-46000000,4751000000,624000000,633000000,528000000,,13481000000,,492000000.0,300000000.0,-231000000,47000000,640000000,-5000000,-244000000,-707000000,,,2188000000,,2949000000.0,-346000000,284000000,288500000.0,694000000,757000000,,133000000,2478000000,166000000,1354000000,,19537000000,-314000000.0,30497000000,53000000,309000000.0,,135000000,1255000000,-9095000000.0,3115000000,3000000.0,2748000000,2.19,2748000000,
2018-06-30,6625000000,,1012000000,1100000000,3102000000,287600000.0,-154000000,800000000,94000000.0,1848000000,20131000000,-3000000.0,-19000000.0,,,-250000000,7017000000,11315000000,85000000.0,107000000,19467000000.0,38000000.0,,2.78,10607000000,1317000000.0,14865000000.0,-2000000.0,,4777000000,-87000000,4752000000,790000000,800000000,540000000,,13114000000,,512000000.0,300000000.0,-163000000,46000000,725000000,0,-235000000,-669000000,,,2004000000,,2886000000.0,333000000,1156000000,287300000.0,748000000,827000000,,37000000,2554000000,208000000,1206000000,,19423000000,321000000.0,30738000000,993000000,0.0,,139000000,1380000000,-8863000000.0,2769000000,3000000.0,3094000000,2.78,3094000000,
2018-09-30,6806000000,,824000000,1183000000,2085000000,286000000.0,-200000000,644000000,9000000.0,1935000000,18824000000,-14000000.0,0.0,,,-248000000,7156000000,10635000000,-24000000.0,-1226000000,19720000000.0,36000000.0,0.0,2.25,11310000000,1527000000.0,14865000000.0,-6000000.0,,4871000000,-79000000,4753000000,641000000,644000000,533000000,,11668000000,,560000000.0,300000000.0,-194000000,45000000,804000000,0,-508000000,-373000000,,,1995000000,,2931000000.0,-1017000000,-444000000,285700000.0,752000000,636000000,,-5000000,2639000000,219000000,1281000000,,19499000000,-212000000.0,30134000000,-638000000,0.0,,143000000,1392000000,-8413000000.0,3102000000,3000000.0,2073000000,2.25,2073000000,
2018-12-31,7360000000,0.0,973000000,1214000000,3624000000,284700000.0,-244000000,832000000,470000000.0,1967000000,20392000000,44000000.0,-2000000.0,7763000000.0,,-247000000,8288000000,12136000000,-8000000.0,1390000000,20087000000.0,28000000.0,0.0,2.93,11472000000,1648000000.0,14864000000.0,-13000000.0,,5393000000,46000000,4755000000,828000000,832000000,505000000,0.0,12104000000,,,300000000.0,-233000000,46000000,758000000,0,-251000000,-649000000,642000000.0,-4923000000.0,2024000000,,3309000000.0,1539000000,2432000000,284400000.0,753000000,927000000,0.0,99000000,2840000000,248000000,1206000000,,19728000000,-122000000.0,31864000000,2199000000,0.0,622000000.0,151000000,1964000000,-8618000000.0,2085000000,3000000.0,3608000000,2.93,3608000000,
2019-03-31,6729000000,,1105000000,1113000000,2105000000,282200000.0,-292000000,781000000,-484000000.0,1852000000,19868000000,-59000000.0,-66000000.0,3715000000.0,,-245000000,7680000000,10956000000,-44000000.0,-1282000000,20104000000.0,59000000.0,,2.77,11708000000,1424000000.0,14882000000.0,,,4877000000,-124000000,4256000000,775000000,781000000,544000000,,12188000000,,652000000.0,800000000.0,-284000000,44000000,882000000,-5000000,-161000000,-816000000,,,2023000000,,2930000000.0,-1519000000,-411000000,281900000.0,739000000,921000000,-8000000.0,146000000,3715000000,195000000,1594000000,,20620000000,,31576000000,-695000000,0.0,,140000000,1361000000,-8399000000.0,3624000000,3000000.0,2093000000,2.77,2093000000,
2019-06-30,7159000000,,1161000000,1176000000,2186000000,279900000.0,-177000000,817000000,-18000000.0,1954000000,19982000000,-19000000.0,0.0,3870000000.0,,-265000000,7871000000,11526000000,47000000.0,-201000000,20383000000.0,32000000.0,,2.92,12204000000,1607000000.0,14882000000.0,,,5205000000,-50000000,4257000000,813000000,817000000,578000000,,12111000000,,,800000000.0,-179000000,45000000,932000000,0,-173000000,-565000000,,,1908000000,,2944000000.0,81000000,823000000,279700000.0,778000000,965000000,0.0,152000000,3870000000,200000000,1398000000,,20660000000,,32186000000,644000000,0.0,,151000000,1368000000,-8182000000.0,2105000000,3000000.0,2173000000,2.92,2173000000,
2019-09-30,7446000000,,1236000000,1206000000,2662000000,279400000.0,-237000000,860000000,83000000.0,1947000000,19835000000,-60000000.0,-1000000.0,3958000000.0,,-263000000,7815000000,12029000000,-58000000.0,349000000,20987000000.0,31000000.0,,3.08,12982000000,1473000000.0,14881000000.0,-1000000.0,,5499000000,130000000,4258000000,861000000,860000000,570000000,,12020000000,,,500000000.0,-236000000,45000000,802000000,0,-135000000,-564000000,,,1949000000,,2977000000.0,476000000,1277000000,279100000.0,741000000,1036000000,0.0,175000000,3958000000,171000000,1423000000,,20788000000,,32817000000,1041000000,0.0,,155000000,1470000000,-8042000000.0,2186000000,3000000.0,2646000000,3.08,2646000000,
2019-12-31,7842000000,,1269000000,1279000000,4298000000,279400000.0,-297000000,885000000,251000000.0,2010000000,22343000000,-17000000.0,-2000000.0,4228000000.0,,-263000000,9791000000,13082000000,27000000.0,1682000000,21480000000.0,62000000.0,,3.17,12223000000,1364000000.0,14882000000.0,-17000000.0,,5832000000,131000000,3261000000,879000000,885000000,565000000,,12552000000,,,1499000000.0,-308000000,46000000,671000000,-593000000,-181000000,-858000000,,,2374000000,,3267000000.0,1636000000,2791000000,279200000.0,731000000,1064000000,0.0,185000000,4228000000,166000000,1416000000,,21484000000,,34566000000,2483000000,0.0,,159000000,1796000000,-9260000000.0,2662000000,3000000.0,4292000000,3.16,4292000000,
