date,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,quarterlyBeginningCashPosition,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,quarterlyDilutedEPS,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyAccountsPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlySaleOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyNetOtherInvestingChanges,quarterlyChangeInAccountPayable,quarterlyStockholdersEquity,quarterlyGrossProfit,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances
2017-08-31,-936260000.0,-6669000,491289000.0,27631000,491289000.0,-15629000,0.228261,117110000,388652000.0,,232000,437517000,113221000.0,74000,14476000,-22904000,33430000.0,385488987.0,377000.0,42912000.0,-126740000,53772000,1508000.0,1324912000.0,77365000,-409382000.0,,36059000.0,-79591000,,,1029264000.0,16248000,161375000,-1830000.0,385488987.0,510309000,567000,0.228261,1886875000.0,146320000,1268391000,863248000.0,300331000.0,1643608000.0,54461000,2506856000.0,,1335075000.0,,3221950000.0,29789000,87992000,-23035000,122754000.0,72792000.0,1035845000.0,237198000.0,89479000,87992000,-3894000.0,30718000,711103000.0,656629000,0.0,510309000,446701000.0,826131000.0,-26798000,491289000,491920000.0,611762000,,,,,
2017-11-30,-951249000.0,-5358000,633622000.0,21748000,633622000.0,4247000,,138981000,424463000.0,,1404000,491289000,117694000.0,-39329000,16298000,-42985000,38451000.0,,375000.0,42893000.0,-41661000,142333000,786000.0,1375712000.0,231490000,-404381000.0,,16020000.0,62273000,,,1100916000.0,3899000,187048000,-11810000.0,,633297000,3859000,,1994392000.0,149858000,1465793000,877626000.0,289505000.0,1647643000.0,188505000,2525269000.0,,1360300000.0,,3354692000.0,31769000,115752000,63349000,115889000.0,77031000.0,1038860000.0,237327000.0,117233000,115752000,-5797000.0,12692000,823945000.0,783155000,-35000000.0,633297000,485485000.0,759396000.0,-48782000,633622000,532864000.0,682638000,,,,,
2018-02-28,-972035000.0,-31481000,590230000.0,167654000,590230000.0,-12006000,-0.049319,149025000,414952000.0,,-41000,633622000,125188000.0,-73855000,15497000,-30996000,24850000.0,385488987.0,377000.0,42885000.0,59497000,-43392000,757000.0,1386987000.0,66170000,-399214000.0,129542000.0,42374000.0,-108129000,,,949315000.0,5256000,197343000,-14844000.0,385488987.0,564025000,1624000,-0.049319,1983064000.0,174099000,1343685000,909816000.0,305219000.0,1591857000.0,35174000,2501673000.0,,1235245000.0,,3218309000.0,32821000,-19012000,-61867000,137922000.0,75796000.0,1062355000.0,238734000.0,-18629000,-19012000,-10303000.0,14659000,710514000.0,738124000,-45000000.0,564025000,428469000.0,826443000.0,-41299000,590230000,536616000.0,605561000,,,,,
2018-05-31,-990122000.0,-3729000,698724000.0,-1320000,698724000.0,12252000,0.194382,75712000,413243000.0,,-200000,590230000,124537000.0,-5934000,14465000,-30157000,23122000.0,385488987.0,377000.0,42865000.0,76242000,108494000,522000.0,1403365000.0,161388000,-408619000.0,5626000.0,27230000.0,48845000,,,992396000.0,5566000,122051000,-7183000.0,385488987.0,594353000,2143000,0.194382,2004354000.0,76524000,1245742000,903696000.0,328787000.0,1533897000.0,131231000,2437593000.0,,1215722000.0,,3220076000.0,31874000,74932000,-33823000,120740000.0,77800000.0,1034036000.0,237186000.0,77032000,74932000,-7845000.0,23625000,774422000.0,670877000,0.0,594353000,342322000.0,842568000.0,-38002000,698724000,524035000.0,574865000,,,,,
2018-08-31,-967765000.0,11014000,612506000.0,10299000,612506000.0,-5704000,0.337556,139880000,420008000.0,,-339000,698724000,121568000.0,-15974000,15697000,-38107000,35790000.0,385488987.0,376000.0,42850000.0,-147431000,-86218000,463000.0,1387773000.0,-22799000,-413721000.0,-7542000.0,36473000.0,-178884000,,,1060158000.0,4203000,183012000,-31746000.0,385488987.0,582953000,-89000,0.337556,2195981000.0,158609000,1394153000,1042021000.0,361702000.0,1496392000.0,-60906000,2538413000.0,,1221696000.0,,3417677000.0,27435000,130124000,-107132000,157982000.0,77183000.0,1026055000.0,236492000.0,129581000,130124000,-2298000.0,72880000,871903000.0,741562000,0.0,582953000,487240000.0,938253000.0,-40405000,612506000,607593000.0,652591000,,,,,
2018-11-30,-974206000.0,-4034000,713120000.0,38145000,713120000.0,14316000,,135405000,460613000.0,,-327000,612506000,117116000.0,-52461000,9637000,-60153000,31935000.0,,376000.0,42835000.0,-48782000,100614000,,1434819000.0,215612000,-424584000.0,6632000.0,15466000.0,99524000,,,974321000.0,3382000,173117000,-2266000.0,,719584000,3717000,,2288059000.0,127828000,1591860000,1162199000.0,351329000.0,1523862000.0,155459000,2686061000.0,,1254601000.0,,3542660000.0,28075000,97098000,55433000,157002000.0,116462000.0,1020219000.0,236246000.0,97260000,97098000,472000.0,49875000,849253000.0,847412000,-45000000.0,719584000,534164000.0,883773000.0,-59681000,713120000,653469000.0,744448000,,,,,
2019-02-28,-998131000.0,-12556000,621934000.0,35271000,721951000.0,-5657000,0.380231,181722000,463840000.0,,-296000,713698000,120269000.0,-67746000,17544000,-36149000,23477000.0,385494987.0,376000.0,42822000.0,69672000,-91183000,,1461971000.0,55822000,-416370000.0,-795000.0,34624000.0,-127327000,,100017000.0,1094636000.0,1497000,227825000,-3914000.0,385494987.0,581896000,-413000,0.380231,2447302000.0,200912000,1434458000,1204392000.0,329913000.0,1494950000.0,19673000,2699342000.0,,1261066000.0,-99880000.0,3708368000.0,28559000,146577000,-48120000,177540000.0,116353000.0,1017660000.0,236127000.0,146451000,146577000,55818000.0,-48041000,1001626000.0,782808000,-55000000.0,581896000,633534000.0,914277000.0,-80211000,621934000,816378000.0,651650000,,,,,
2019-05-31,-1014365000.0,-15310000,860933000.0,-2429000,940669000.0,-481000,0.07,26078000,480515000.0,,-20015000,621934000,128616000.0,198795000,15126000,-40812000,11481000.0,389518461.0,392000.0,42808000.0,50244000,238948000,,1494880000.0,105991000,-411256000.0,-19142000.0,34579000.0,44896000,,79736000.0,1094666000.0,12517000,71390000,-24696000.0,409332997.0,662385000,2226000,0.07,2607146000.0,38038000,1312940000,1107714000.0,339497000.0,1480426000.0,65179000,2588140000.0,,1302247000.0,15051000.0,3909393000.0,30186000,28230000,15492000,196769000.0,117716000.0,1011119000.0,235688000.0,28507000,28230000,-42693000.0,904000,1313505000.0,700423000,0.0,662385000,574389000.0,895319000.0,-62973000,860933000,722157000.0,612517000,,,,,
2019-08-31,-1033729000.0,-10414000,863773000.0,27340000,943993000.0,-9355000,0.32,151557000,498938000.0,,-78000,860933000,134712000.0,15746000,15292000,-51080000,27554000.0,394169688.0,393000.0,42794000.0,-141303000,2833000,,1532667000.0,43724000,-406450000.0,-415000.0,47370000.0,-137032000,0.0,80220000.0,1219089000.0,17845000,198409000,0.0,413639749.0,595500000,1567000,0.3,2813667000.0,171246000,1447081000,1186023000.0,357747000.0,1484629000.0,-7356000,2670652000.0,18885000.0,1325330000.0,-9873000.0,4138997000.0,31560000,124509000,-46727000,212116000.0,128923000.0,1007008000.0,235630000.0,124217000,124509000,,20844000,1460665000.0,766746000,0.0,595500000,722001000.0,935557000.0,-55193000,863773000,753352000.0,680335000,,,,,
2019-11-30,-1054267000.0,-14745000,934237000.0,22422000,1014978000.0,320000,,118227000,529558000.0,,180000,863773000,146199000.0,-91777000,18286000,-47315000,7621000.0,,394000.0,42782000.0,-60957000,70457000,,1583825000.0,206651000,-404986000.0,5389000.0,24050000.0,55667000,0.0,80741000.0,1310464000.0,23329000,170150000,-15372000.0,,719798000,3654000,,2870186000.0,131598000,1568608000,1167204000.0,360324000.0,1493657000.0,159336000,2660861000.0,9728000.0,1362232000.0,-19545000.0,4232418000.0,33637000,95296000,56921000,188170000.0,134249000.0,1006745000.0,235788000.0,95805000,95296000,,44347000,1563531000.0,851396000,-58914000.0,719798000,782846000.0,884192000.0,-44966000,934237000,775209000.0,717212000,,,,,
