date,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyEbitda,quarterlyFreeCashFlow,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyGoodwill,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable
1998-12-31,90794564.0,659662502.0,-24430144,1369290510,180236540,,890998794,-189474784,77242802,539671500,2690492842,1040925564,462428698,,10829144970,58991976,93451780.0,1029847770,14464100574.0,6853210686,,-11022242.0,243907272,404000000,1195575696,5005782054,,-18835248,,5483920176,263000000,20553768.0,129940524,1059760812,63306506,-2585927014.0,180431542,3963953952,180236540,260034642.0,260034642.0,324390528.0,-278143192,,597332114,281779666,,,101348124,6749995518,0,131937246,2384666900,68518046,3897080.0,-89355140,-9315678,4079149452.0,305825942,,-113785284,-7714105056.0,88316550.0,11858992740,7000000.0,,,2565874,261000000,1149036714.0,,,,,,,
1999-03-31,138201249.0,406940510.0,-29045568,1302814748,138269006,1166226719.0,1009182209,-157330160,74126710,386820403,-142202260,1020225576,312693693,,10919166941,-231389113,64142296.0,992238961,12039296820.0,6741899914,0.118561,-13009994.0,249610350,520000000,1127482387,5169505988,,264586971,,5439085166,85000000,-30104521.0,144320166,755638605,40088935,-6051160.0,138269006,3923723423,138269006,83203450.0,83203450.0,387879356.0,-14976621,0.118561,442944912,210429089,,,72160083,6895296820,0,146286793,-151279000,66108923,6958834.0,-1966627,-115274598,4023870121.0,9076740,1166226719.0,-31012195,-5144000000.0,79118917.0,11911405902,5000000.0,,,-179416894,262620344,1077409038.0,,,,,,,
1999-06-30,161745776.0,432914625.0,-29416407,1147334760,197734680,1161157548.0,1184632020,-188853535,75210335,475390050,79596145,1064599965,400179715,,11053753425,-90686592,95259089.0,1030262805,12222783140.0,6286808385,0.170291,6941789.0,208835055,505000000,1128242115,5797207845,,195810615,,5139473625,177000000,-98067809.0,138236670,868789350,37297260,-10085250.0,197734680,3550047930,197734680,176569965.0,176569965.0,461183580.0,-1135466244,0.170291,468609635,304742295,,,107007615,7078783140,0,85842900,-182768285,66602250,424919756.0,47256157,11375088,3974970285.0,262364430,1161157548.0,17839750,-5144000000.0,82734795.0,12084016230,-2000000.0,,,91649929,85000000,978757065.0,,,,,,,
1999-09-30,310985951.0,542829606.0,-29707425,1527240957,199262844,1251065575.0,1350020463,-338745594,230232222,735934825,118740633,1285803750,505702603,,14671388160,7743097,143019657.0,1326949470,21699224085.0,10061744979,0.164175,18118023.0,290371224,739000000,1418057850,5936592651,,196323864,,8534504022,157235430,-9078036.0,141217989,1089479886,26009973,18193696.0,199262844,4251234570,199262844,157235430.0,157235430.0,2865211602.0,-219562662,0.159275,583777283,322406106,,,123143262,14318857509,0,137250366,-362931822,77148225,2796552.0,-184450233,13819773,352530651.0,481672455,1213722211.0,-214157658,-7380366576.0,85083471.0,15998337630,-7000000.0,,,-71525751,177000000,1304907120.0,,,,,,,
1999-12-31,402301887.0,591815009.0,-30259128,1769606669,214670369,,1535797406,-215911242,117946657,701081852,286959894,1390835632,583135195,,14962051236,-84973734,115852264.0,1519832776,22580082406.0,10005469020,,26120161.0,295926187,803000000,1290958035,6476414992,,227882038,,8235862351,305940364,200383221.0,115380735,1162953594,4012288,-25424.0,214586980,3960534437,214670369,305940364.0,305940364.0,2984369879.0,-142715732,,579818399,343540725,,,128953745,14666125049,0,271834109,-242031403,79609701,346720930.0,-134705268,-67389568,295926187.0,528991297,,-164964396,-7913957357.0,120460390.0,16481884012,-9000000.0,,,148262608,157235430,1377312170.0,,,,,,,
2000-03-31,226485480.0,576376510.0,-34843920,1643471560,254070250,1246176912.0,1678315480,-126309210,135020190,599605790,114694570,1373431180,464585600,,15056928930,-101628100,91465290.0,1396660460,22596282120.0,9956650140,0.213042,-26132940.0,323758090,757000000,1297936020,6496939250,,238100120,,8313178580,180026920,-52265880.0,140827510,1135331060,88561630,-1451830.0,254070250,3956236750,254070250,180026920.0,180026920.0,3059005810.0,-40651240,0.2082,670745460,394897760,,,140827510,14679453130,0,270040380,-136472020,75495160,4355490.0,-214870840,49362220,377475800.0,251166590,1203598200.0,-249714760,-7916828990.0,90013460.0,16453589390,-7000000.0,,-178575090.0,-124857380,304884300,1283417720.0,,,,,,,
2000-06-30,391214090.0,394124220.0,-34794570,1760223960,229658850,1218590704.0,1795784040,-236699940,128717070,656426820,91257560,1334984670,527709750,,15563461680,-253334210,83371770.0,1374989760,23093308620.0,10267973100,0.197655,-6463800.0,312632370,895000000,1271272860,6670478340,,354119130,,8507749140,72601830,10779120.0,148167000,980865540,20743380,,229658850,3956058900,229658850,72601830.0,72601830.0,3280417380.0,-260127770,0.192714,453155790,360045810,,,130386960,15013762110,0,371899170,-232463810,78528510,6016200.0,-158510000,-86403970,549699570.0,323721370,1171214392.0,-193304570,-8079546510.0,78528510.0,16938451440,7000000.0,,-185915730.0,-107764810,180026920,1309796280.0,,,,,,,
2000-09-30,40833000.0,385185280.0,-34180980,1773958770,216666720,1203598200.0,1934954180,-294514160,133485060,657906510,203307230,1331597550,524421450,,15920490030,210517830,144144500.0,1497106850,23506834490.0,10564007230,0.188173,25073590.0,305439890,839000000,1272916980,6853589650,,365625090,,8790048460,240740800,-29230850.0,124884290,965972460,16550930,,216666720,4029399140,216666720,240740800.0,240740800.0,3487732340.0,-382323010,0.183155,441551010,344560270,,,127893550,15302087100,0,436342700,-276550440,79745390,9188500.0,16783530,18986190,618402930.0,479857670,1155022488.0,-17397450,-8204747390.0,94791690.0,17417596880,18000000.0,,-83888920.0,167923100,72601830,1242824380.0,,,,,,,
2000-12-31,-1052532570.0,1067314160.0,-32180530,1905000000,235842420,,2098000000,-323476690,135777680,-883334700,138740640,1388068450,-1019112380,,16206000000,262444480,-6981560.0,1108000000,15638000000.0,10716000000,,13523150.0,143000000,726000000,1205000000,6598000000,,112250640,,8811000000,15000000,91745750.0,110000000,1275817810,11115710,8037040.0,235842420,3886000000,235842420,15000000.0,15000000.0,3375000000.0,-354897980,,2294930190,373115470,,,137273050,15638000000,4349000000,434000000,-312513730,77782350,8439810.0,-186402690,89055560,568000000.0,451254370,,-218583220,,82000000.0,17314000000,151000000.0,,-80620260.0,-225300910,240740800,,,,,,,,
2001-03-31,100774400.0,588900400.0,-47238000,1788745600,270831200,1198800600.0,2235932000,20469800,110222000,560557600,-25193600,1396670200,450335600,,14464275600,-170056800,70857000.0,1177800800,19720290400.0,9633402800,0.233683,-25193600.0,266107400,735338200,1111667600,6008673600,,291301000,,7844657200,39365000,-149587000.0,136990200,1105369200,110222000,-1574600.0,270831200,4029401400,270831200,39365000.0,39365000.0,2703588200.0,-311770800,0.225806,655033600,396799200,,,125968000,13946232200,0,458208600,-86603000,75580800,29917400.0,-14171400,-1574600,518043400.0,61409400,1147226388.0,-61409400,-5774058200.0,75580800.0,15642076400,118095000.0,107072800.0,,20469800,18895200,1254956200.0,,,,,,,
2001-06-30,160252800.0,572135200.0,-37747600,1622314400,39457600,1204797600.0,2244530400,-169194600,120453200,538748000,195164800,1396192000,415822400,,14172866400,85071200,11093400.0,1112400800,19290213600.0,9277088800,0.031785,-605600.0,280756000,664708800,1151858400,6008178400,,321731200,,7654774400,30352000,44872600.0,136584000,1074460800,-188182400,113877000.0,39457600,3885056000,39457600,30352000.0,30352000.0,2617860000.0,-431853200,0.031785,658638400,81950400,,,42492800,13725174400,0,282273600,-182012200,74362400,15610600.0,-180081400,50137800,447692000.0,377177000,1152623688.0,-217829000,-5565039200.0,68292000.0,15285267200,77397600.0,,,-9846600,39365000,1271748800.0,,,,,,,
2001-09-30,190767000.0,609764200.0,-41390400,1513352600,176926400,1207796100.0,2375868800,-160896400,108960300,440697300,71722900,1326948000,331737000,,14558515200,-87201700,23889500.0,2010958100,19890002700.0,10383368100,0.150226,13161600.0,153230900,759835700,1135804300,6186105200,,244853500,,8870015500,830922200,5193300.0,124796300,1082094500,11057900,-33317400.0,176926400,4972895600,176926400,830922200.0,830922200.0,2761315600.0,-1231001000,0.150226,750357500,271708400,,,94782000,14097242800,0,148491800,-119991000,71086500,6602100.0,811915500,-94374500,461272400.0,191713900,1153823088.0,770525100,-5792759900.0,71086500.0,16569473300,118477500.0,,,801342600,30352000,1293774300.0,,,,,,,
2001-12-31,-697794200.0,687989500.0,-23624000,1669000000,551872700,,2988000000,-1863378800,198364500,-123276500,321305900,1532142400,-321641000,,20059000000,166187300,189160100.0,1164000000,19145000000.0,13735000000,,23637600.0,180000000,645000000,1345000000,7488000000,,255942300,,12066000000,53000000,-109478900.0,133000000,1276200100,32376800,-1244985000.0,551872700,5764000000,551872700,53000000.0,53000000.0,4591000000.0,-1361375000,,1597841100,669642500,,,117769800,19145000000,4442000000,163000000,-669393800,107421700,8869900.0,272337300,243752500,914000000.0,990699700,,248713300,,132000000.0,21223000000,58000000.0,,,-773965800,830922200,,,,,,,,
2002-03-31,170707800.0,706762200.0,-41480400,2021371800,210592800,1217391304.0,2683462800,9572400,122845800,494574000,153158400,1510843800,371728200,,17579712600,-94128600,60625200.0,1231648800,22819006200.0,12231931800,0.180318,-22335600.0,170707800,700380600,1236435000,6579429600,,269622600,,10210560000,51052800,-15954000.0,156349200,1241221200,38289600,81365400.0,210592800,5173882200,210592800,51052800.0,51052800.0,3800242800.0,-1080085800,0.17364,869493000,319080000,,,108487200,16740532200,0,558390000,-71793000,90937800,28717200.0,-194638800,-55839000,839180400.0,224951400,1158620688.0,-236119200,-6078474000.0,98914800.0,18811361400,146776800.0,,,-1595400,52648200,1364067000.0,,,,,,,
2002-06-30,188224600.0,717864800.0,-46731800,2278308200,212926000,1219190404.0,2857771100,-140369800,126581800,512890400,217941200,1557401600,386308600,,17093395100,24167200,51921400.0,1233449900,22334416500.0,11613592400,0.180746,-11124200.0,174903500,676800500,1172613900,6713252600,,284408300,,9335284200,92774900,32683900.0,164257200,1272993300,22813500,-6841300.0,212926000,4517073000,212926000,92774900.0,92774900.0,3645597300.0,-1187576100,0.174052,886684700,320909900,,,107983900,16241691100,0,834974100,-133528500,88212200,26035200.0,-123229300,14774700,851704000.0,351469700,1162818592.0,-169961100,-6092725400.0,86691300.0,18326845000,71482300.0,,,41138800,51052800,1356642800.0,,,,,,,
2002-09-30,175617000.0,705859000.0,-46614800,2146128600,187171600,1217391304.0,2989987000,-159477200,128088000,490135800,136484400,1502131400,361653600,,17549716800,38237400,39728600.0,1157926000,22715970200.0,11817190000,0.15497,16011600.0,149102800,713790000,1157926000,6890452800,,268067800,,9671061400,23793000,14994100.0,150689000,1234063600,7931000,-4731300.0,187171600,4695152000,187171600,23793000.0,23793000.0,3817983400.0,-796876500,0.153304,872410000,280757400,,,93585800,16650341400,0,697928000,-154745900,88827200,7109400.0,-154819500,-1763100,899375400.0,291230300,1201199400.0,-201434300,-6065628800.0,71379000.0,18707642800,122137400.0,,,-68095000,92774900,1376821600.0,,,,,,,
2002-12-31,-333549400.0,-585209400.0,-35173000,2134000000,190899200,,3487000000,-633725400,213484400,-2405810600,166416000,1549675000,-2619295000,,20546000000,-220276000,119724800.0,1192000000,19681000000.0,13369000000,,17448200.0,196000000,722000000,1406000000,8369000000,,2149958600,,11235000000,25000000,-185724000.0,127000000,-600283600,7793400,-55792800.0,190899200,5003000000,190899200,25000000.0,25000000.0,4826000000.0,-493461600,,2019011400,264004000,,,74691000,19681000000,4785000000,574000000,-577932600,92932200,7138200.0,96687600,-37172600,865000000.0,744348600,,61514600,,73000000.0,21738000000,97000000.0,,,551600,23793000,,,,,,,,
2003-03-31,254474350.0,608973300.0,-48541350,2487376450,180926850,1183808096.0,2627116700,-77960350,127972650,469233050,235352000,1497427100,341260400,,17014478650,-45599450,61779900.0,1259133200,22473174100.0,11935288300,0.153606,-36773750.0,180926850,707526950,1267958900,6338323550,,422162650,,9447911850,83844150,-29419000.0,160333550,1075264450,4412850,-4412850.0,180926850,4549648350,180926850,83844150.0,83844150.0,3630304600.0,-1088503000,0.151936,734004050,260358150,,,79431300,16180450000,0,950233700,-73547500,85315100,10296650.0,-122088850,1470950,834028650.0,308899500,1170614692.0,-170630200,-6292724100.0,79431300.0,18273611850,48541350.0,,-361853700.0,58838000,25006150,1457711450.0,,,,,,,
2003-06-30,249621900.0,589697500.0,-47929900,2025896250,177996250,1162218892.0,2619670000,-140798400,123396100,460366100,226623000,1471526250,336970000,,16266955000,27935700,52355100.0,1176677500,21760381250.0,11194741250,0.15599,2805000.0,160332500,608720000,1206570000,6248891250,,423930000,,9168845000,130440000,-46671000.0,153538750,1047596250,-4076250,13924100.0,177996250,4578987500,177996250,130440000.0,130440000.0,3383287500.0,-684665750,0.152635,710626250,250010000,,,72013750,15438117500,0,562522500,-154722500,82883750,30465850.0,-146943650,78695300,828837500.0,381345500,1146026988.0,-194873550,-6322263750.0,63861250.0,17443632500,-29892500.0,,-210180050.0,47144500,83844150,1399512500.0,,,,,,,
2003-09-30,224606750.0,596456900.0,-47919900,1991788200,207815300,1152023988.0,2697550550,-167183950,112982750,443265800,218147800,1411524700,329265800,,16267619750,44652750,22159450.0,1109247900,21707252700.0,11051995500,0.183266,6979750.0,153837300,566769000,1192913800,6324872150,,372448200,,9060207300,121450500,-29167100.0,144391150,1039076500,13494500,-4113450.0,207815300,4469378400,207815300,121450500.0,121450500.0,3397915100.0,-812377450,0.179935,709810700,263142750,,,55327450,15428261850,0,537081100,-163070500,78268100,28059450.0,-176286000,38585350,839357900.0,381218300,1135232384.0,-224205900,-6278990850.0,62074700.0,17376867650,-25639550.0,,-83798950.0,-8822100,130440000,1392632400.0,,,,,,,
2003-12-31,-762703000.0,912724050.0,-46608850,1922000000,449929900,,3897000000,-689057300,195648500,-385620300,252877200,1515830350,-581268800,,19210000000,-1989000,274705550.0,1127000000,18305000000.0,11905000000,,23989000.0,223000000,529000000,1258000000,8432000000,,139773000,,9983000000,130000000,9257100.0,120000000,1376057350,7505500,-37397800.0,401929900,4175000000,449929900,130000000.0,130000000.0,4550000000.0,-1555453800,,1957326150,711114600,,,310534150,18305000000,4664000000,483000000,-651659500,69400100,14178050.0,31318500,35026150,905000000.0,904536700,,-15290350,,73000000.0,20337000000,-129000000.0,,-167300.0,7839600,121450500,,,,,,,,
2004-03-31,268107000.0,532271250.0,-55198500,1529787000,219479750,1154400000.0,2992547250,15771000,124853750,534899750,181366500,1440418000,410046000,,16086420000,-122225250,60455500.0,1177568000,21887519500.0,10573141250,0.192882,-35484750.0,201080250,520443000,1201224500,6690846750,,375875500,,9043354250,174795250,-65712500.0,155081500,1064542500,-13142500,140624750.0,219479750,4375138250,219479750,174795250.0,174795250.0,3466991500.0,-728094500,0.190377,654496500,324619750,,,105140000,15318898000,0,149824500,-124853750,72283750,14456750.0,1314250,7885500,767522000.0,306220250,1138000000.0,-275992500,-6568621500.0,65712500.0,17263988000,-26285000.0,,,44684500,130110750,1314250000.0,,,,,,,
2004-06-30,276237500.0,575181750.0,-56083750,1764427000,339209750,1156000000.0,3283496750,-784020750,131229500,726522500,332140750,1673256000,595293000,,17630862500,13624500,92390000.0,1198630500,23329050000.0,11783851750,0.298956,-2056250.0,171616000,619426500,1482869500,7045641250,,374069250,,10019424750,135415750,36216000.0,170275250,1299186750,-22792750,32332000.0,339209750,4590728000,339209750,135415750.0,135415750.0,3945827250.0,-3357170750,0.293932,703893750,502781250,,,163571500,16741945250,0,257424000,-261282250,68378250,16380500.0,-2655000,-68219250,888917250.0,593423000,1139600000.0,149962000,-6587104750.0,69719000.0,18829493000,,,,-39321500,174795250,1437284000.0,,,,,,,
2004-09-30,256748650.0,587215200.0,-57035900,1609779600,368275050,1161200000.0,3595427550,-1309783350,129909500,741170150,234432800,1716085800,611260650,,17941702350,-104011650,167338650.0,1295923200,23603773050.0,11883514500,0.32143,29947700.0,154397100,746674500,1628762850,7354111050,,387258300,,10273734900,132882750,-80606350.0,155662650,1328827500,-8858850,-3373050.0,368275050,5163444000,368275050,132882750.0,132882750.0,3481528050.0,-2139975200,0.316407,717566850,535327650,-982572750.0,,168318150,17019116400,0,258172200,-323837550,67074150,29909150.0,805717000,-80142300,922585950.0,558270350,1143600000.0,748681100,-6584656650.0,69605250.0,19237625550,-43028700.0,,,-2831900,135415750,1282002150.0,,,,,,,
