date,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyEbitda,quarterlyFreeCashFlow,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyGoodwill,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable
2014-03-31,-83000000.0,684000000.0,-206000000,2459000000,623000000,831300000.0,10870000000,-174000000,256000000,1170000000,397000000,2693000000,917000000,,28715000000,-166000000,95000000.0,2178000000,26643000000.0,17797000000,0.75,-54000000.0,117000000,899000000,757000000,13096000000,,1776000000,,15338000000,198000000,-47000000.0,331000000,917000000,-3000000,-23000000.0,623000000,7287000000,623000000,198000000.0,198000000.0,6748000000.0,-456000000,0.75,0,822000000,,2072000000.0,199000000,26643000000,3994000000,912000000,-248000000,92000000,7000000.0,0,-52000000,0.0,645000000,828000000.0,-484000000,,0.0,30893000000,-1768000000.0,,-365000000.0,-16000000,214000000,1547000000.0,,,,,,,
2014-06-30,23000000.0,1117000000.0,-206000000,2222000000,847000000,825300000.0,11174000000,-494000000,257000000,1517000000,791000000,3116000000,1341000000,,28592000000,93000000,53000000.0,2042000000,26478000000.0,17291000000,1.03,-27000000.0,93000000,925000000,776000000,13343000000,,1775000000,,15069000000,127000000,143000000.0,355000000,1341000000,-81000000,-12000000.0,847000000,7040000000,847000000,127000000.0,127000000.0,6709000000.0,-117000000,1.03,0,1169000000,,2114000000.0,322000000,26478000000,3975000000,621000000,-482000000,91000000,6000000.0,-180000000,-47000000,0.0,1273000000,821800000.0,-844000000,,0.0,30634000000,-1806000000.0,,-347000000.0,-71000000,198000000,1601000000.0,,,,,,,
2014-09-30,22000000.0,1128000000.0,-204000000,2203000000,853000000,820900000.0,11481000000,-552000000,258000000,1542000000,708000000,3118000000,1373000000,,29565000000,128000000,67000000.0,2108000000,27410000000.0,17926000000,1.04,-11000000.0,82000000,939000000,893000000,13747000000,,1745000000,,15723000000,176000000,100000000.0,372000000,1373000000,-89000000,-8000000.0,853000000,7356000000,853000000,176000000.0,176000000.0,6920000000.0,-222000000,1.04,0,1190000000,,2155000000.0,337000000,27410000000,3965000000,485000000,-620000000,94000000,11000000.0,0,26000000,0.0,1328000000,817000000.0,-734000000,,0.0,31673000000,-1699000000.0,,-383000000.0,49000000,127000000,1718000000.0,,,,,,,
2014-12-31,-29000000.0,1220000000.0,-202000000,2201000000,844000000,816900000.0,11740000000,-956000000,279000000,1552000000,188000000,3207000000,1361000000,,29726000000,-160000000,201000000.0,2066000000,39709000000.0,18322000000,1.04,41000000.0,125000000,928000000,704000000,13470000000,58000000.0,1846000000,769000000.0,16121000000,52000000,-196000000.0,335000000,1361000000,-88000000,-9000000.0,844000000,7865000000,844000000,52000000.0,52000000.0,6902000000.0,-27000000,1.03,0,1179000000,,62000000.0,335000000,28514000000,3718000000,544000000,-947000000,94000000,6000000.0,-350000000,14000000,69000000.0,1135000000,813000000.0,-308000000,-11195000000.0,0.0,31792000000,-2427000000.0,,-410000000.0,-124000000,176000000,464000000.0,,,,,,,
2015-03-31,-69000000.0,921000000.0,-252000000,2821000000,704000000,814300000.0,11787000000,-481000000,296000000,1363000000,524000000,3098000000,1222000000,,31204000000,-9000000,70000000.0,2292000000,29857000000.0,19752000000,0.87,-84000000.0,180000000,924000000,678000000,13744000000,,1876000000,,16931000000,178000000,21000000.0,429000000,1222000000,-155000000,-13000000.0,704000000,8320000000,704000000,178000000.0,178000000.0,7267000000.0,-47000000,0.86,0,963000000,,337000000.0,259000000,29857000000,3706000000,1083000000,-468000000,104000000,10000000.0,0,71000000,0.0,992000000,809400000.0,-389000000,,0.0,33496000000,-2201000000.0,,-410000000.0,126000000,52000000,1738000000.0,,,,,,,
2015-06-30,-4000000.0,717000000.0,-250000000,3098000000,886000000,808000000.0,12042000000,-662000000,285000000,1663000000,544000000,3125000000,1454000000,,31446000000,-111000000,147000000.0,2159000000,30053000000.0,19651000000,1.1,-35000000.0,162000000,910000000,662000000,13954000000,,1671000000,,16553000000,86000000,-91000000.0,463000000,1454000000,-76000000,-3000000.0,886000000,7842000000,886000000,86000000.0,86000000.0,7383000000.0,-9000000,1.1,0,1273000000,,323000000.0,387000000,30053000000,3687000000,1502000000,-659000000,105000000,3000000.0,0,5000000,0.0,1203000000,803500000.0,-633000000,,0.0,33605000000,-2192000000.0,,-446000000.0,-92000000,178000000,1596000000.0,,,,,,,
2015-09-30,3000000.0,754000000.0,-248000000,3062000000,1007000000,801900000.0,12409000000,-1023000000,287000000,1785000000,715000000,3222000000,1560000000,,33150000000,209000000,146000000.0,2673000000,31686000000.0,21356000000,1.26,46000000.0,191000000,938000000,676000000,14467000000,,1662000000,,18294000000,537000000,136000000.0,427000000,1560000000,-62000000,-86000000.0,1007000000,9181000000,1007000000,537000000.0,537000000.0,7754000000.0,-60000000,1.26,0,1387000000,,337000000.0,380000000,31686000000,3671000000,1305000000,-937000000,111000000,6000000.0,0,19000000,0.0,1652000000,797600000.0,-183000000,,0.0,35823000000,-1983000000.0,,-488000000.0,451000000,86000000,1757000000.0,,,,,,,
2015-12-31,-42000000.0,1218000000.0,-246000000,2998000000,941000000,796300000.0,12637000000,-661000000,290000000,1660000000,651000000,3166000000,1424000000,,34249000000,-133000000,237000000.0,2153000000,44827000000.0,21452000000,1.19,77000000.0,244000000,878000000,644000000,14950000000,69000000.0,1742000000,752000000.0,18454000000,153000000,-348000000.0,355000000,1424000000,-54000000,-19000000.0,941000000,8985000000,941000000,153000000.0,153000000.0,8105000000.0,-636000000,1.18,0,1251000000,,71000000.0,310000000,32624000000,3705000000,1442000000,-642000000,119000000,56000000.0,0,93000000,36000000.0,1293000000,792400000.0,-1018000000,-12203000000.0,0.0,36402000000,-1767000000.0,,-498000000.0,-384000000,537000000,391000000.0,,,,,,,
2016-03-31,-62000000.0,797000000.0,-293000000,2558000000,792000000,789000000.0,12649000000,-480000000,307000000,1529000000,596000000,2964000000,1329000000,,33563000000,-127000000,155000000.0,2240000000,31813000000.0,21029000000,1.01,-86000000.0,237000000,861000000,597000000,14774000000,,1635000000,,18471000000,188000000,-8000000.0,432000000,1329000000,-107000000,-11000000.0,792000000,9141000000,792000000,188000000.0,188000000.0,8029000000.0,-111000000,1.0,0,1099000000,,300000000.0,307000000,31813000000,3731000000,987000000,-469000000,123000000,11000000.0,-26000000,-27000000,0.0,1065000000,786100000.0,-554000000,,0.0,35803000000,-1925000000.0,,-512000000.0,35000000,153000000,1571000000.0,,,,,,,
2016-06-30,-65000000.0,633000000.0,-291000000,2726000000,858000000,782000000.0,12716000000,-674000000,296000000,1588000000,601000000,2842000000,1365000000,,33972000000,11000000,171000000.0,2122000000,32120000000.0,21281000000,1.1,-6000000.0,202000000,799000000,602000000,14813000000,,1477000000,,18555000000,160000000,-73000000.0,451000000,1365000000,-73000000,-4000000.0,858000000,9084000000,858000000,160000000.0,160000000.0,8166000000.0,-387000000,1.1,0,1176000000,,293000000.0,318000000,32120000000,3722000000,1238000000,-670000000,116000000,3000000.0,-34000000,66000000,0.0,1271000000,778900000.0,-628000000,,0.0,36094000000,-1913000000.0,,-532000000.0,-28000000,188000000,1488000000.0,,,,,,,
2016-09-30,-62000000.0,655000000.0,-288000000,2292000000,972000000,775700000.0,12930000000,-904000000,312000000,1719000000,598000000,3014000000,1475000000,,34899000000,128000000,138000000.0,2169000000,32959000000.0,21954000000,1.26,46000000.0,186000000,863000000,575000000,15114000000,,1539000000,,19662000000,215000000,106000000.0,405000000,1475000000,-68000000,-14000000.0,972000000,10022000000,972000000,215000000.0,215000000.0,8374000000.0,-18000000,1.25,0,1289000000,,289000000.0,317000000,32959000000,3734000000,671000000,-890000000,118000000,31000000.0,5000000,-47000000,0.0,1488000000,772300000.0,-530000000,,0.0,37068000000,-1831000000.0,,-502000000.0,55000000,160000000,1621000000.0,,,,,,,
2016-12-31,-67000000.0,772000000.0,-287000000,3008000000,1018000000,770100000.0,13242000000,-597000000,310000000,1796000000,712000000,3217000000,1506000000,,34950000000,-47000000,240000000.0,2107000000,46167000000.0,22216000000,1.33,44000000.0,197000000,875000000,0,14841000000,68000000.0,1711000000,724000000.0,19208000000,176000000,-76000000.0,363000000,1506000000,-20000000,-16000000.0,1018000000,9448000000,1018000000,176000000.0,176000000.0,8473000000.0,-439000000,1.32,0,1363000000,,67000000.0,345000000,33755000000,3730000000,1489000000,-666000000,123000000,15000000.0,-10000000,5000000,47000000.0,1378000000,766700000.0,-827000000,-12412000000.0,0.0,37057000000,-2358000000.0,,-506000000.0,-39000000,215000000,484000000.0,,,,,,,
2017-03-31,-83000000.0,798000000.0,-313000000,3206000000,884000000,764500000.0,13348000000,-408000000,323000000,1628000000,860000000,3206000000,1420000000,,35021000000,-13000000,145000000.0,2309000000,33686000000.0,22448000000,1.16,-50000000.0,270000000,903000000,605000000,14882000000,,1786000000,,19242000000,724000000,139000000.0,412000000,1420000000,-115000000,-12000000.0,884000000,9361000000,884000000,265000000.0,265000000.0,8586000000.0,-10000000,1.16,0,1183000000,,274000000.0,299000000,33686000000,3795000000,1563000000,-396000000,122000000,13000000.0,-55000000,-31000000,0.0,1256000000,761300000.0,-794000000,,0.0,37330000000,-2357000000.0,,-499000000.0,52000000,672000000,1643000000.0,,,,,,,
2017-06-30,-42000000.0,747000000.0,-310000000,3548000000,1031000000,759700000.0,13573000000,-694000000,326000000,1822000000,830000000,3329000000,1612000000,,35088000000,56000000,134000000.0,2157000000,33656000000.0,22194000000,1.36,-44000000.0,213000000,899000000,589000000,15051000000,,1717000000,,18646000000,592000000,102000000.0,453000000,1612000000,-116000000,-19000000.0,1031000000,8742000000,1031000000,131000000.0,131000000.0,8630000000.0,-29000000,1.36,0,1373000000,,272000000.0,342000000,33656000000,3785000000,1815000000,-675000000,123000000,13000000.0,7000000,-6000000,0.0,1505000000,756100000.0,-937000000,,0.0,37245000000,-2416000000.0,,-505000000.0,-132000000,724000000,1733000000.0,,,,,,,
2017-09-30,-39000000.0,710000000.0,-309000000,3476000000,958000000,755000000.0,13716000000,-744000000,316000000,1780000000,682000000,3221000000,1537000000,,34981000000,42000000,129000000.0,2123000000,33460000000.0,22019000000,1.28,26000000.0,137000000,973000000,568000000,15085000000,,1684000000,,18543000000,591000000,59000000.0,422000000,1537000000,-73000000,-20000000.0,958000000,8691000000,958000000,109000000.0,109000000.0,8606000000.0,-25000000,1.27,0,1345000000,,261000000.0,387000000,33460000000,3776000000,1723000000,-724000000,119000000,12000000.0,-37000000,-91000000,0.0,1406000000,751100000.0,-667000000,,0.0,37104000000,-2522000000.0,,-539000000.0,-1000000,592000000,1753000000.0,,,,,,,
2017-12-31,-33000000.0,816000000.0,-307000000,3983000000,2611000000,750000000.0,15586000000,-892000000,316000000,1621000000,471000000,3285000000,1421000000,,35439000000,58000000,-1603000000.0,2190000000,46869000000.0,20973000000,3.5,-2000000.0,229000000,984000000,0,16656000000,73000000.0,1864000000,818000000.0,16990000000,553000000,118000000.0,424000000,1421000000,-116000000,-14000000.0,2611000000,8748000000,2611000000,70000000.0,70000000.0,6953000000.0,-777000000,3.48,0,1188000000,,62000000.0,-1423000000,34189000000,3780000000,2080000000,-878000000,117000000,20000000.0,13000000,3000000,34000000.0,1349000000,746200000.0,-497000000,-12680000000.0,0.0,37629000000,-2784000000.0,,-528000000.0,-38000000,591000000,738000000.0,,,,,,,
2018-03-31,-68000000.0,,-336000000,4362000000,741000000,744200000.0,15393000000,-433000000,323000000,1436000000,330000000,3194000000,1170000000,,36077000000,-356000000,115000000.0,2681000000,34695000000.0,22170000000,1.0,-96000000.0,396000000,1039000000,598000000,16588000000,,2024000000,,17808000000,725000000,-201000000.0,521000000,1170000000,-57000000,-8000000.0,741000000,9357000000,741000000,242000000.0,242000000.0,7152000000.0,-431000000,1.0,0,991000000,,270000000.0,250000000,34695000000,3798000000,2555000000,-425000000,122000000,8000000.0,-46000000,-34000000,,755000000,741200000.0,-159000000,,,38758000000,-2615000000.0,,-615000000.0,172000000,553000000,1807000000.0,,,,,,,
2018-06-30,-24000000.0,,-334000000,4430000000,1310000000,739100000.0,16003000000,-708000000,330000000,2154000000,842000000,3631000000,1627000000,,36963000000,175000000,114000000.0,2842000000,35479000000.0,22436000000,1.78,-33000000.0,327000000,1078000000,566000000,17369000000,,2004000000,,18006000000,879000000,216000000.0,558000000,1627000000,197000000,-22000000.0,1310000000,9416000000,1310000000,394000000.0,394000000.0,7320000000.0,-600000000,1.77,0,1700000000,,268000000.0,390000000,35479000000,3858000000,2458000000,-840000000,124000000,51000000.0,7000000,-26000000,,1682000000,736000000.0,-822000000,,,39805000000,-2467000000.0,,-385000000.0,154000000,725000000,1972000000.0,,,,,,,
2018-09-30,-3000000.0,,-332000000,3819000000,1134000000,736200000.0,16307000000,-979000000,330000000,1946000000,562000000,3688000000,1602000000,,37448000000,-33000000,172000000.0,2761000000,35880000000.0,22603000000,1.55,-4000000.0,262000000,1127000000,556000000,17606000000,,2086000000,,18784000000,809000000,-30000000.0,563000000,1602000000,14000000,-17000000.0,1134000000,10071000000,1134000000,317000000.0,317000000.0,7457000000.0,-991000000,1.54,0,1495000000,,264000000.0,361000000,35880000000,3856000000,1823000000,-1002000000,121000000,17000000.0,28000000,-57000000,,1564000000,732700000.0,-644000000,,,40209000000,-2534000000.0,,-521000000.0,-70000000,879000000,1996000000.0,,,,,,,
2018-12-31,-15000000.0,,-331000000,3500000000,1143000000,731300000.0,16623000000,-1284000000,346000000,1964000000,653000000,3808000000,1563000000,,38486000000,396000000,126000000.0,2728000000,51078000000.0,23573000000,1.57,13000000.0,243000000,1169000000,501000000,17641000000,70000000.0,2245000000,976000000.0,20073000000,759000000,394000000.0,557000000,1563000000,55000000,-20000000.0,1143000000,11385000000,1143000000,266000000.0,266000000.0,7480000000.0,-371000000,1.56,0,1496000000,,73000000.0,353000000,37773000000,3634000000,1184000000,-1264000000,122000000,,13000000,26000000,37000000.0,1917000000,728400000.0,-683000000,-13305000000.0,,41214000000,-2849000000.0,,-517000000.0,-50000000,809000000,982000000.0,,,,,,,
2019-03-31,190000000.0,,-389000000,4016000000,786000000,727700000.0,16582000000,-878000000,440000000,1602000000,294000000,3544000000,1236000000,,39581000000,-519000000,100000000.0,3028000000,38627000000.0,25081000000,1.08,-110000000.0,304000000,1249000000,678000000,17528000000,,2308000000,,21065000000,819000000,-387000000.0,656000000,1236000000,-74000000,-8000000.0,786000000,11692000000,786000000,339000000.0,339000000.0,7569000000.0,-5000000,1.08,0,1031000000,-167000000.0,353000000.0,245000000,38627000000,3653000000,1741000000,-703000000,131000000,,-44000000,-28000000,583000000.0,997000000,725200000.0,-59000000,,,42609000000,-2950000000.0,,-428000000.0,60000000,759000000,2275000000.0,,,,,,,
2019-06-30,-9000000.0,,-387000000,4127000000,1362000000,724500000.0,17127000000,-1203000000,363000000,2151000000,533000000,3959000000,1798000000,,40138000000,-95000000,95000000.0,2864000000,39096000000.0,25020000000,1.89,20000000.0,325000000,1275000000,657000000,17982000000,,2161000000,,20893000000,612000000,-67000000.0,652000000,1798000000,-10000000,-20000000.0,1362000000,11512000000,1362000000,128000000.0,128000000.0,7619000000.0,-35000000,1.88,0,1652000000,0.0,348000000.0,290000000,39096000000,3661000000,1842000000,-1183000000,136000000,,3000000,-41000000,,1716000000,721800000.0,-720000000,,,43002000000,-3047000000.0,,-455000000.0,-207000000,819000000,2285000000.0,,,,,,,
2019-09-30,-11000000.0,,-385000000,4308000000,1195000000,720900000.0,17555000000,-992000000,372000000,2092000000,731000000,3830000000,1707000000,,41036000000,-148000000,284000000.0,3060000000,39903000000.0,25596000000,1.66,39000000.0,428000000,1242000000,657000000,18500000000,,2123000000,,21288000000,782000000,-210000000.0,608000000,1707000000,13000000,-31000000.0,1195000000,11587000000,1195000000,258000000.0,258000000.0,7941000000.0,-58000000,1.66,0,1585000000,0.0,349000000.0,390000000,39903000000,3655000000,2181000000,-961000000,135000000,,-37000000,42000000,,1692000000,718200000.0,-529000000,,,44096000000,-2947000000.0,,-406000000.0,170000000,612000000,2127000000.0,,,,,,,
2019-12-31,-34000000.0,,-383000000,4287000000,873000000,717400000.0,17634000000,-1117000000,387000000,1684000000,500000000,3584000000,1344000000,,40954000000,202000000,90000000.0,2830000000,40189000000.0,25743000000,1.22,-9000000.0,418000000,1213000000,634000000,18041000000,,2240000000,,21456000000,588000000,166000000.0,611000000,1344000000,-47000000,-7000000.0,873000000,11866000000,873000000,64000000.0,64000000.0,7844000000.0,-304000000,1.22,0,1161000000,-92000000.0,,288000000,40189000000,3650000000,1930000000,-1018000000,136000000,,-6000000,20000000,,1518000000,715200000.0,-595000000,,,43784000000,-3483000000.0,,-444000000.0,-194000000,782000000,2357000000.0,,,,,,,
