date,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBasicEPS,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlySaleOfInvestment,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyEndCashPosition,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyChangeInWorkingCapital,quarterlyDepreciationAndAmortization,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
2005-09-30,4652089800.0,249844920.0,296761500.0,2158000000.0,1406932140.0,2140000000.0,1248094080.0,,614261563.0,-720706500.0,164000000.0,2804254860.0,,2170000000.0,10358000000.0,2705000000.0,547000000.0,2.498795,309000000.0,3881000000.0,398508300.0,26034000000.0,2804254860.0,357000000.0,21554000000.0,599740860.0,23319000000.0,18175000000.0,0.0,1660000000.0,,611159232.0,2703000000.0,532474920.0,531909660.0,,4480000000.0,6006000000.0,6085000000.0,117008820.0,565260.0,18175000000.0,17313000000.0,366853740.0,2.484309,1939407060.0,565260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,352412500.0,,,,,,,589430805.0,,,355325000.0,,,,,,0.605757,,,,,355325000.0,,,,,,,,,586579722.0,,,,,,,,,2607852500.0,,,,0.602827,2607852500.0,2607852500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,4289000000.0,349657500.0,-284111200.0,384000000.0,,2142000000.0,838836600.0,,,,108000000.0,347427500.0,160000000.0,2161000000.0,10287000000.0,1836000000.0,1452000000.0,,310000000.0,2842000000.0,,25924000000.0,345427500.0,321000000.0,22106000000.0,389000000.0,22420000000.0,23312516360.0,-170209720.0,2095000000.0,,,3493000000.0,,,191981160.0,3818000000.0,5683000000.0,6817000000.0,,-8716433880.0,18935000000.0,16737000000.0,,,2588615000.0,-8716433880.0,-4377516360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,296827830.0,,,,,,,565658376.0,,,296827830.0,,,,,,0.526496,,,,,296827830.0,,,,,,,,,562762867.0,,,,,,,,,2081038830.0,,,,0.524402,2081038830.0,2081038830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,4401112350.0,266172170.0,834075300.0,806000000.0,1535383800.0,2170000000.0,1186000000.0,,,-165423150.0,165000000.0,297172170.0,,2042000000.0,13415000000.0,3126000000.0,2320000000.0,,310000000.0,1490000000.0,407401350.0,27185000000.0,297172170.0,319000000.0,22383000000.0,530531850.0,23883000000.0,19308000000.0,24000000.0,1709000000.0,,,3290000000.0,549804450.0,45504750.0,,4802000000.0,4032000000.0,6753000000.0,115100250.0,-924038830.0,19308000000.0,19851000000.0,413825550.0,,1900961170.0,-955038830.0,-4380769050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,400073850.0,,,,,,,628802370.0,,,400073850.0,,,,,,0.636247,,,,,400073850.0,,,,,,,,,628802370.0,,,,,,,,,2267085150.0,,,,0.636247,2267085150.0,2267085150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,3807000000.0,315180350.0,245476050.0,1805888700.0,,1480000000.0,639861750.0,,,,106000000.0,401180350.0,5000000.0,2389000000.0,14686000000.0,3398888700.0,1593000000.0,,308000000.0,1031000000.0,,28389000000.0,401180350.0,144000000.0,23077000000.0,2553000000.0,24242000000.0,29019091450.0,31180150.0,1852000000.0,,,4125000000.0,,,81066150.0,5312000000.0,3360000000.0,7635000000.0,,-8036392700.0,18895000000.0,20882000000.0,,,2343606650.0,-8036392700.0,-10124091450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,392754960.0,,,,,,,554076339.0,,,1199696940.0,,,,,,1.42184,,,,,1199696940.0,,,,,,,,,550767186.0,,,,,,,,,2131243920.0,,,,1.412199,2131243920.0,2131243920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,4260895230.0,392245040.0,164428050.0,1848000000.0,1547586990.0,3787000000.0,1558000000.0,,,-141849870.0,672000000.0,1196303060.0,,2975000000.0,16038000000.0,2203000000.0,355000000.0,,298000000.0,3046000000.0,474141780.0,34928000000.0,1196303060.0,272000000.0,28804000000.0,190000000.0,29355000000.0,23059000000.0,2079155880.0,2237000000.0,,,5555000000.0,616973310.0,70679520.0,59390430.0,6124000000.0,5680000000.0,9156000000.0,152157300.0,-754243920.0,23059000000.0,23675000000.0,475123440.0,,2128756080.0,-1039243920.0,-9746411310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,398873840.0,,,,,,,554076339.0,,,398873840.0,,,,,,0.724217,,,,,398873840.0,,,,,,,,,550767186.0,,,,,,,,,3571779600.0,,,,0.719889,3571779600.0,3571779600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,-23554000000.0,-1207098000.0,114000000.0,2525000000.0,,3838000000.0,2269000000.0,,,,455000000.0,407902000.0,1314000000.0,3407000000.0,17121000000.0,2699000000.0,174000000.0,,294000000.0,3882000000.0,,37822000000.0,407902000.0,272000000.0,32366000000.0,1763000000.0,32442000000.0,35207000000.0,0.0,2439000000.0,,,5362000000.0,,,,5456000000.0,7122000000.0,8949000000.0,,-3579749920.0,24333000000.0,25251000000.0,,,3675250080.0,-4858749920.0,-10874000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,,1265000000.0,,4357000000.0,2085000000.0,,,,860000000.0,,,2883000000.0,19092000000.0,1413000000.0,148000000.0,0.0,294000000.0,2412000000.0,,37761000000.0,,314000000.0,33112000000.0,128000000.0,33036000000.0,26321000000.0,,2391000000.0,,,4712000000.0,,,,4649000000.0,6053000000.0,8171000000.0,,,26321000000.0,26983000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,2092000000.0,,307000000.0,2631000000.0,,5391000000.0,2672000000.0,,,,556000000.0,,361000000.0,2661000000.0,23540000000.0,3368000000.0,737000000.0,,294000000.0,3253000000.0,,44467000000.0,,370000000.0,37712000000.0,106000000.0,40483000000.0,42394000000.0,0.0,2835000000.0,,,3970000000.0,,,,6755000000.0,7026000000.0,7135000000.0,,,29545000000.0,33457000000.0,,,,,-12849000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,1936000000.0,,183000000.0,1669000000.0,,4843000000.0,1702000000.0,,,,647000000.0,,2292000000.0,2514000000.0,22883000000.0,2028000000.0,359000000.0,0.0,297000000.0,2626000000.0,,41854000000.0,,355000000.0,37045000000.0,139000000.0,38597000000.0,29197000000.0,432000000.0,2302000000.0,,,3245000000.0,,,,4809000000.0,5648000000.0,6467000000.0,,,29197000000.0,32949000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,408000000.0,,396000000.0,1533000000.0,,5102000000.0,2293000000.0,132000000.0,,,407000000.0,,486000000.0,3324000000.0,22145000000.0,2253000000.0,720000000.0,,298000000.0,2777000000.0,,43553000000.0,,389000000.0,38488000000.0,84000000.0,39342000000.0,44369000000.0,0.0,1702000000.0,1566000000.0,,4199000000.0,,,244000000.0,5065000000.0,6559000000.0,7316000000.0,,,30855000000.0,32783000000.0,,,,,-13514000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,1995000000.0,,250000000.0,3390000000.0,,4931000000.0,1715000000.0,,,,579000000.0,,506000000.0,2957000000.0,21010000000.0,3809000000.0,419000000.0,0.0,414000000.0,2835000000.0,,45357000000.0,,444000000.0,39254000000.0,137000000.0,38451000000.0,31333000000.0,0.0,2424000000.0,,,6897000000.0,,,,6103000000.0,6207000000.0,6858000000.0,,,31333000000.0,32244000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,1944000000.0,,190000000.0,2939000000.0,,4776000000.0,1163000000.0,,,,320000000.0,,593000000.0,3766000000.0,20064000000.0,3323000000.0,384000000.0,,416000000.0,2932000000.0,,46400000000.0,,501000000.0,40077000000.0,94000000.0,37331000000.0,46125000000.0,1467000000.0,1720000000.0,,,9060000000.0,,,261000000.0,6323000000.0,6826000000.0,12153000000.0,,,31956000000.0,30505000000.0,,,,,-14169000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,2088000000.0,,258000000.0,2664000000.0,,4857000000.0,1867000000.0,,,,528000000.0,,586000000.0,3235000000.0,20991000000.0,2955000000.0,291000000.0,0.0,421000000.0,2659000000.0,,47224000000.0,,538000000.0,41611000000.0,154000000.0,38876000000.0,,263000000.0,2569000000.0,,,8340000000.0,,,,5613000000.0,6276000000.0,11388000000.0,,,32873000000.0,32600000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,111000000.0,,149000000.0,1675000000.0,,4776000000.0,933000000.0,,,,376000000.0,,592000000.0,3738000000.0,20348000000.0,2007000000.0,332000000.0,,422000000.0,2470000000.0,,47335000000.0,,546000000.0,41914000000.0,36000000.0,38089000000.0,48457000000.0,35000000.0,1530000000.0,1557000000.0,,9239000000.0,,,305000000.0,5421000000.0,6019000000.0,12297000000.0,,,33701000000.0,32070000000.0,,,,,-14756000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,1908000000.0,,326000000.0,2747000000.0,,4734000000.0,1711000000.0,,,,404000000.0,,588000000.0,3487000000.0,20475000000.0,3179000000.0,432000000.0,0.0,430000000.0,3633000000.0,,48452000000.0,,591000000.0,42806000000.0,140000000.0,39331000000.0,,352000000.0,2219000000.0,,,9115000000.0,,,,5646000000.0,6848000000.0,12204000000.0,,,34645000000.0,32483000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,70000000.0,,69000000.0,4441000000.0,,5028000000.0,1325000000.0,,,,291000000.0,,649000000.0,4076000000.0,24472000000.0,5112000000.0,671000000.0,,433000000.0,3428000000.0,,54705000000.0,,589000000.0,45129000000.0,47000000.0,44472000000.0,52454000000.0,42000000.0,2033000000.0,1579000000.0,,10228000000.0,,,,9576000000.0,7445000000.0,13132000000.0,,,36592000000.0,37027000000.0,,,,,-15862000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,1865000000.0,,355000000.0,3847000000.0,,4732000000.0,2139000000.0,,,,419000000.0,,617000000.0,4022000000.0,23548000000.0,4356000000.0,509000000.0,0.0,439000000.0,2965000000.0,,51831000000.0,,549000000.0,44528000000.0,89000000.0,40607000000.0,,389000000.0,2458000000.0,,,11215000000.0,,,,7303000000.0,6311000000.0,14271000000.0,,,36714000000.0,34296000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,46000000.0,,77000000.0,2716000000.0,,4594000000.0,1602000000.0,,,,268000000.0,,635000000.0,4082000000.0,22288000000.0,3070000000.0,354000000.0,,439000000.0,3492000000.0,,52384000000.0,,669000000.0,44895000000.0,45000000.0,40465000000.0,53550000000.0,42000000.0,1942000000.0,1605000000.0,,11911000000.0,,,224000000.0,7489000000.0,7331000000.0,14895000000.0,,,37179000000.0,33134000000.0,,,,,-16371000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,1873000000.0,,477000000.0,3292000000.0,,4727000000.0,1888000000.0,,,,428000000.0,,635000000.0,4210000000.0,22790000000.0,3636000000.0,344000000.0,0.0,443000000.0,2808000000.0,,52190000000.0,,684000000.0,46035000000.0,99000000.0,40069000000.0,,203000000.0,2659000000.0,,,12114000000.0,,,,6155000000.0,6396000000.0,15042000000.0,,,38351000000.0,33673000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,55000000.0,,116000000.0,1232000000.0,,5145000000.0,1568000000.0,,,,340000000.0,,648000000.0,4297000000.0,22723000000.0,1351000000.0,119000000.0,,443000000.0,2984000000.0,,55089000000.0,,802000000.0,49058000000.0,29000000.0,43115000000.0,58644000000.0,35000000.0,2050000000.0,1648000000.0,,11962000000.0,,,236000000.0,6031000000.0,7374000000.0,14870000000.0,,,40723000000.0,35741000000.0,,,,,-17921000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,2017000000.0,,286000000.0,2374000000.0,,5052000000.0,2144000000.0,,,,395000000.0,,764000000.0,4494000000.0,23761000000.0,2489000000.0,115000000.0,0.0,446000000.0,2900000000.0,,54988000000.0,,843000000.0,49783000000.0,80000000.0,42679000000.0,,177000000.0,2861000000.0,,,12300000000.0,,,,5205000000.0,6533000000.0,15242000000.0,,,41471000000.0,36146000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,39000000.0,,96000000.0,1951000000.0,,5315000000.0,1276000000.0,,,,437000000.0,,879000000.0,4634000000.0,24543000000.0,2078000000.0,127000000.0,,447000000.0,3558000000.0,,58934000000.0,,887000000.0,52622000000.0,10000000.0,45369000000.0,62575000000.0,22000000.0,2038000000.0,1802000000.0,,13555000000.0,,,275000000.0,6312000000.0,7721000000.0,16305000000.0,,,43364000000.0,37648000000.0,,,,,-19211000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,2202000000.0,,925000000.0,3255000000.0,,5885000000.0,2339000000.0,,,,446000000.0,,983000000.0,4606000000.0,28079000000.0,3417000000.0,162000000.0,0.0,449000000.0,4149000000.0,,62926000000.0,,932000000.0,56506000000.0,140000000.0,50356000000.0,,218000000.0,3135000000.0,,,12557000000.0,,,,6420000000.0,8564000000.0,15055000000.0,,,46511000000.0,41792000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,77000000.0,,93000000.0,7432000000.0,,6096000000.0,1591000000.0,,,,403000000.0,,3183000000.0,4479000000.0,22900000000.0,8569000000.0,1137000000.0,,449000000.0,5430000000.0,,65840000000.0,,923000000.0,52266000000.0,52000000.0,45456000000.0,56995000000.0,54000000.0,2135000000.0,1032000000.0,,20368000000.0,,,298000000.0,13574000000.0,10511000000.0,22582000000.0,,,39825000000.0,34945000000.0,,,,,-17170000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,1441000000.0,,516000000.0,2573000000.0,,5699000000.0,2025000000.0,,,,469000000.0,,3387000000.0,4464000000.0,22245000000.0,2612000000.0,39000000.0,0.0,450000000.0,3864000000.0,,57605000000.0,,893000000.0,51737000000.0,119000000.0,40733000000.0,,600000000.0,2882000000.0,,,16856000000.0,,,,5868000000.0,7634000000.0,19298000000.0,,,39485000000.0,33099000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,1317000000.0,,,2304000000.0,,5444000000.0,1674000000.0,,,,341000000.0,,,3636000000.0,21971000000.0,2633000000.0,329000000.0,,452000000.0,4383000000.0,,58787000000.0,,899000000.0,52106000000.0,115000000.0,39939000000.0,57434000000.0,,1977000000.0,114000000.0,,18832000000.0,,,,6681000000.0,8697000000.0,21599000000.0,,,39853000000.0,31242000000.0,,,,,-17581000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,868000000.0,,26000000.0,1658000000.0,,5860000000.0,2335000000.0,,,,440000000.0,,,3902000000.0,,1788000000.0,130000000.0,0.0,457000000.0,,,60765000000.0,,990000000.0,53803000000.0,96000000.0,41430000000.0,,,3144000000.0,834000000.0,,19317000000.0,,,,6962000000.0,8225000000.0,21587000000.0,,,42661000000.0,33205000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,808000000.0,,,1311000000.0,,5869000000.0,1899000000.0,,,,370000000.0,,,3965000000.0,24053000000.0,1563000000.0,252000000.0,,458000000.0,4407000000.0,,62963000000.0,,1084000000.0,55017000000.0,264000000.0,43594000000.0,63076000000.0,,2404000000.0,1029000000.0,,19349000000.0,,,,7946000000.0,9129000000.0,21814000000.0,,,43913000000.0,34465000000.0,,,,,-19163000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,940000000.0,,,3406000000.0,,6299000000.0,2407000000.0,,,,467000000.0,,,3832000000.0,,3619000000.0,213000000.0,,466000000.0,,,66282000000.0,,1201000000.0,59575000000.0,361000000.0,47266000000.0,67467000000.0,,3472000000.0,1027000000.0,,18994000000.0,,,,6707000000.0,9538000000.0,20926000000.0,,,47427000000.0,37728000000.0,,,,,-20040000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
