date,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyCurrentAssets,quarterlyTotalNonCurrentAssets,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInInventory,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,quarterlyAccountsPayable,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1997-03-31,-4500000.0,106000000.0,,60100000.0,132700000.0,252800000.0,,102500000.0,0.0,7600000.0,385500000.0,7800000,0.056695,5400000.0,,2000000.0,,,,,0.0,400000.0,28900000.0,7800000,7800000,139000000.0,3900000.0,3500000.0,,,129935032.0,-15400000.0,,240700000.0,19900000.0,,185400000.0,0.06003,-8200000.0,13000000.0,22500000.0,,,,,,7100000.0,7100000.0,15900000,0.0,-7200000.0,137578270.0,,89000000,,,89900000.0,2700000.0,-26400000.0,,-12700000.0,,33000000.0,,63500000.0,13200000.0,,21300000,-14300000.0,5400000.0,,-12300000.0,,,,,
1997-06-30,-14000000.0,195300000.0,,70400000.0,152200000.0,334000000.0,,192100000.0,0.0,9300000.0,486200000.0,8900000,0.0667,6400000.0,,3200000.0,,,,,0.0,500000.0,34400000.0,8900000,8900000,228600000.0,6100000.0,3200000.0,,,133433283.0,-98600000.0,,250300000.0,0.0,,249000000.0,0.0667,-89500000.0,15700000.0,23400000.0,,,,,,6000000.0,6000000.0,18700000,102400000.0,-9100000.0,133433283.0,,104800000,,,105300000.0,-4900000.0,-26400000.0,,-1100000.0,,33300000.0,,78900000.0,15000000.0,,25100000,-5400000.0,6100000.0,,-22300000.0,,,,,
1997-09-30,-4200000.0,256700000.0,,75500000.0,172000000.0,382800000.0,,253900000.0,-100000.0,10000000.0,554800000.0,9900000,0.07337,7100000.0,,4300000.0,500000.0,,,,0.0,700000.0,38200000.0,9900000,9900000,285500000.0,11800000.0,2900000.0,,,134932534.0,-56700000.0,,261700000.0,0.0,,286200000.0,0.07337,-49100000.0,17100000.0,24700000.0,,,,,,15500000.0,15500000.0,21100000,62800000.0,-7600000.0,134932534.0,,113700000,,,111200000.0,3400000.0,-26400000.0,,9400000.0,,28800000.0,,84800000.0,16700000.0,,28200000,4400000.0,6800000.0,,-15900000.0,300000.0,,,,
1997-12-31,-8400000.0,362700000.0,,87000000.0,186100000.0,509200000.0,,356600000.0,1000000.0,11400000.0,695300000.0,10400000,,8200000.0,,6300000.0,2100000.0,,,8700000.0,0.0,700000.0,43700000.0,10400000,10400000,402500000.0,19400000.0,5100000.0,,,,-105500000.0,,273700000.0,0.0,,389700000.0,,-92500000.0,19600000.0,19000000.0,,,,,2000000.0,5400000.0,5400000.0,24100000,90700000.0,-13000000.0,,14500000.0,130700000,,,139000000.0,4600000.0,-38900000.0,23300000.0,-10100000.0,,39800000.0,,100100000.0,17200000.0,,32300000,14800000.0,6800000.0,,,600000.0,,,,
1998-03-31,-48500000.0,936600000.0,,165300000.0,441600000.0,1030300000.0,,931600000.0,0.0,23700000.0,1471900000.0,-62400000,-0.263465,19000000.0,,14500000.0,4600000.0,,,,0.0,-91200000.0,93400000.0,-62400000,-52800000,1045700000.0,23400000.0,5000000.0,,,236843604.0,-96000000.0,,406200000.0,6100000.0,,824800000.0,-0.263465,-83100000.0,42700000.0,77400000.0,,,,,6200000.0,65500000.0,65500000.0,50700000,190900000.0,-12900000.0,236843604.0,,258700000,,,221000000.0,-35600000.0,-38900000.0,102900000.0,59400000.0,,109100000.0,,182100000.0,-56400000.0,,69700000,10800000.0,-3600000.0,,-24600000.0,17400000.0,,,,
1998-06-30,-230200000.0,1051400000.0,,183300000.0,405700000.0,1191300000.0,,1045000000.0,0.0,24300000.0,1597000000.0,9700000,0.04002,21000000.0,,26300000.0,700000.0,,,,0.0,1000000.0,105000000.0,9700000,19600000,1157400000.0,31300000.0,6400000.0,,,242378811.0,-190800000.0,,419300000.0,0.0,,963800000.0,0.04002,48800000.0,45300000.0,66300000.0,,,,,5700000.0,1100000.0,1100000.0,59700000,117000000.0,-239600000.0,242378811.0,,288300000,,,235100000.0,9400000.0,-38900000.0,100300000.0,-64500000.0,,106000000.0,,196200000.0,32800000.0,,80700000,20400000.0,13200000.0,,-49000000.0,2200000.0,,,,
1998-09-30,-55200000.0,1149100000.0,,200900000.0,487900000.0,1261300000.0,,1140600000.0,0.0,26200000.0,1749200000.0,29100000,0.116725,22500000.0,,19800000.0,-100000.0,,,,0.0,1000000.0,117700000.0,29100000,29100000,1276200000.0,35000000.0,8500000.0,,,242378811.0,-96400000.0,,451300000.0,0.0,,1010900000.0,0.12006,-8100000.0,48600000.0,72700000.0,,,,,9600000.0,32800000.0,32800000.0,69100000,95200000.0,-88300000.0,249303919.0,,318600000,,,254300000.0,33100000.0,-38900000.0,117500000.0,31800000.0,,127100000.0,,215400000.0,48300000.0,,91600000,49600000.0,19200000.0,,-27500000.0,700000.0,,,,
1998-12-31,-69700000.0,1235900000.0,,223200000.0,559500000.0,1356100000.0,,1225800000.0,1900000.0,46100000.0,1915600000.0,19400000,,29500000.0,,21900000.0,-6200000.0,,,23500000.0,0.0,15900000.0,116000000.0,19400000,19400000,1410400000.0,38400000.0,8200000.0,,,,-91900000.0,,481800000.0,0.0,,1084400000.0,,-11500000.0,75600000.0,77700000.0,,,,,21800000.0,41500000.0,41500000.0,40400000,89700000.0,-80400000.0,,41900000.0,339200000,,,341400000.0,10700000.0,-108100000.0,110800000.0,8600000.0,,174500000.0,,233300000.0,32100000.0,,69900000,69000000.0,12700000.0,,,1200000.0,,,,
1999-03-31,-77700000.0,1340100000.0,,222100000.0,574200000.0,1473200000.0,,1324800000.0,0.0,33200000.0,2047400000.0,27900000,0.11339,27000000.0,,22800000.0,7300000.0,,,,0.0,1300000.0,130100000.0,27900000,27900000,1509100000.0,94700000.0,15300000.0,,,246053444.0,-133700000.0,,511800000.0,41500000.0,,1117300000.0,0.11339,-17700000.0,60200000.0,92500000.0,,,,,19400000.0,39900000.0,39900000.0,69900000,93800000.0,-116000000.0,246053444.0,,352200000,,,369300000.0,38300000.0,-108100000.0,149600000.0,-1600000.0,,169000000.0,,261200000.0,46200000.0,,96900000,96900000.0,18300000.0,,-27100000.0,2000000.0,,,,
1999-06-30,-80700000.0,1423200000.0,,248500000.0,592500000.0,1513900000.0,,1409100000.0,100000.0,66200000.0,2106400000.0,-21000000,-0.08671,27400000.0,,24400000.0,-4600000.0,,,,24700000.0,-16600000.0,104500000.0,-21000000,-21000000,1602300000.0,79600000.0,14000000.0,,,242186599.0,-93500000.0,,479400000.0,0.0,,1160600000.0,-0.08671,-20100000.0,93600000.0,123600000.0,,-4500000.0,,100000.0,23600000.0,24700000.0,24700000.0,10900000,85600000.0,-73400000.0,242186599.0,,353000000,,,381800000.0,-7300000.0,-108100000.0,155500000.0,-15200000.0,,179100000.0,,273700000.0,-30700000.0,,38300000,68000000.0,-9700000.0,,,0.0,,,,
1999-09-30,21400000.0,1448600000.0,,250800000.0,657900000.0,1539100000.0,,1434200000.0,0.0,49700000.0,2197000000.0,1900000,0.00667,29800000.0,,28900000.0,500000.0,,,,70700000.0,-3300000.0,116200000.0,1900000,1900000,1688800000.0,76500000.0,14400000.0,,,284857571.0,-45900000.0,,481600000.0,24700000.0,,1176800000.0,0.00667,2600000.0,79500000.0,129400000.0,,-4900000.0,,100000.0,23700000.0,70700000.0,70700000.0,36700000,24900000.0,-48500000.0,284857571.0,,367000000,17600000.0,,393900000.0,69900000.0,-108100000.0,216500000.0,46100000.0,,240200000.0,,285800000.0,4200000.0,,66500000,69800000.0,2300000.0,,,0.0,,,,
1999-12-31,199286000.0,9193000.0,,258739000.0,654748000.0,1401970000.0,,5696000.0,3497000.0,114608000.0,2056718000.0,-148056000,,28281000.0,,34797000.0,-7252000.0,,,32916000.0,107981000.0,-121600000.0,114212000.0,-148056000,-148056000,1707737000.0,46849000.0,,,,,-24330000.0,,326404000.0,70700000.0,,1069672000.0,,24033000.0,142889000.0,77877000.0,,-4910000.0,,81000.0,26585000.0,107981000.0,107981000.0,-28677000,-4601000.0,131243000.0,,121561000.0,372951000,145487000.0,,427109000.0,68043000.0,-141660000.0,1550398000.0,37194000.0,,1698544000.0,,285449000.0,-188226000.0,,-396000,-94792000.0,-40170000.0,,,46000.0,,,,
2000-03-31,44811000.0,8316000.0,,259298000.0,644501000.0,1375485000.0,,5027000.0,3289000.0,44780000.0,2019986000.0,3847000,0.016667,27718000.0,,33165000.0,0.0,,,24665000.0,150377000.0,1395000.0,112815000.0,3847000,3847000,1667928000.0,45335000.0,,7517000.0,-1508000.0,230820000.0,-3228000.0,,331206000.0,107981000.0,,1045457000.0,0.016667,13449000.0,72498000.0,103359000.0,,-4874000.0,,81000.0,23904000.0,150377000.0,150377000.0,40317000,-15864000.0,-16677000.0,230820000.0,99445000.0,372113000,30392000.0,156000.0,436761000.0,61488000.0,-152068000.0,1536263000.0,42396000.0,,1659612000.0,,284693000.0,7549000.0,,68035000,-90945000.0,3702000.0,,,867000.0,,,,
2000-06-30,41007000.0,1192055000.0,,267714000.0,606309000.0,1248840000.0,,1188134000.0,3921000.0,44267000.0,1855149000.0,-15355000,-0.063333,29670000.0,,34482000.0,-2401000.0,,,19865000.0,190672000.0,-16398000.0,111194000.0,-15355000,-15355000,1517704000.0,43485000.0,,2442000.0,,242447368.0,122213000.0,,320050000.0,150377000.0,,957322000.0,-0.063333,-17113000.0,73937000.0,92417000.0,,-160000.0,,82000.0,121237000.0,190672000.0,190672000.0,37257000,-130899000.0,-7974000.0,242447368.0,72888000.0,378908000,17332000.0,5901000.0,389693000.0,48981000.0,-141660000.0,131524000.0,40295000.0,,325649000.0,,248033000.0,-14646000.0,,66927000,-106300000.0,709000.0,,,-604000.0,,,,
2000-09-30,76941000.0,1038595000.0,,248734000.0,449162000.0,1222121000.0,,1033635000.0,4960000.0,36968000.0,1671283000.0,9660000,0.04,26927000.0,,26370000.0,-4822000.0,,,37425000.0,38574000.0,1418000.0,113801000.0,9660000,13150000,1323799000.0,40657000.0,,-17642000.0,,241500000.0,-5355000.0,,330683000.0,190672000.0,,940083000.0,0.04,1678000.0,63895000.0,70523000.0,,-163000.0,,82000.0,48907000.0,38574000.0,38574000.0,49906000,-231056000.0,-7372000.0,241500000.0,69488000.0,362535000,48263000.0,-8660000.0,383041000.0,84313000.0,-141660000.0,166809000.0,-152098000.0,,285204000.0,,241381000.0,23807000.0,,76833000,-96640000.0,10657000.0,,,593000.0,,,,
2000-12-31,103801000.0,978861000.0,,256407000.0,397875000.0,1198757000.0,,974006000.0,4855000.0,37258000.0,1596632000.0,15333000,,27290000.0,,22620000.0,5332000.0,,,20641000.0,31207000.0,1828000.0,116339000.0,15333000,15333000,1228388000.0,40475000.0,,17085000.0,,,-20275000.0,,349368000.0,38574000.0,,921623000.0,,2132000.0,64548000.0,52785000.0,,-83000.0,,82000.0,1676000.0,31207000.0,31207000.0,51791000,-99958000.0,-9065000.0,,74882000.0,372746000,54987000.0,11509000.0,405501000.0,112866000.0,-168842000.0,172969000.0,-7367000.0,,249527000.0,,236659000.0,28225000.0,,79081000,-81307000.0,12892000.0,,,1802000.0,,,,
2001-03-31,51076000.0,936780000.0,72484000.0,260974000.0,418957000.0,1206780000.0,,932025000.0,4755000.0,23628000.0,1625737000.0,30934000,0.116667,26148000.0,,19724000.0,-50000.0,,,45566000.0,17443000.0,1348000.0,125243000.0,30934000,30934000,1216473000.0,14408000.0,,-24418000.0,-1492000.0,250816216.0,-37829000.0,299424000.0,388219000.0,31207000.0,,947946000.0,0.123333,19593000.0,49776000.0,14259000.0,,,,83000.0,7580000.0,17443000.0,17443000.0,75467000,-33766000.0,-6755000.0,265148571.0,77345000.0,386217000,-7701000.0,2900000.0,411639000.0,57831000.0,-168842000.0,122284000.0,-13764000.0,,279693000.0,,242797000.0,54634000.0,,101615000,-50373000.0,23700000.0,,500000.0,4630000.0,,,,
2001-06-30,65099000.0,940752000.0,83166000.0,271545000.0,483341000.0,1200682000.0,,935247000.0,4984000.0,32039000.0,1684023000.0,29545000,0.11,26624000.0,,18715000.0,-9922000.0,,,44604000.0,85258000.0,1120000.0,129095000.0,29545000,28568000,1235319000.0,13323000.0,521000.0,962000.0,-2180000.0,253242857.0,-11242000.0,297907000.0,427579000.0,17443000.0,,945821000.0,0.116667,1043000.0,58663000.0,12726000.0,,,,84000.0,15419000.0,85258000.0,85258000.0,70432000,2130000.0,-11828000.0,268590909.0,79227000.0,400640000,10612000.0,1569000.0,410380000.0,76927000.0,-168842000.0,116755000.0,67815000.0,,294567000.0,,241538000.0,50568000.0,,97056000,-20828000.0,22000000.0,,655000.0,5665000.0,,,,
2001-09-30,100549000.0,840698000.0,85732000.0,277252000.0,456104000.0,1196989000.0,,813977000.0,5212000.0,33839000.0,1653093000.0,44278000,0.156667,26281000.0,,18319000.0,-46000.0,,,33173000.0,45255000.0,1856000.0,156987000.0,44278000,44278000,1154338000.0,7400000.0,21509000.0,11609000.0,-1514000.0,255450000.0,-23175000.0,318035000.0,477634000.0,85258000.0,,943558000.0,0.173333,3886000.0,60120000.0,7852000.0,,,,85000.0,6432000.0,45255000.0,45255000.0,96867000,-128974000.0,-11597000.0,282625532.0,80325000.0,434239000,25245000.0,12045000.0,414873000.0,112146000.0,-168842000.0,141151000.0,-40003000.0,,313640000.0,,246031000.0,78278000.0,0.0,123148000,23450000.0,34000000.0,,668000.0,2844000.0,,,,
2001-12-31,4776000.0,839643000.0,88826000.0,290881000.0,474664000.0,1188019000.0,,811190000.0,5012000.0,37394000.0,1662683000.0,32558000,,26156000.0,,15680000.0,733000.0,,,34901000.0,36711000.0,320000.0,138776000.0,32558000,32558000,1138324000.0,6373000.0,23441000.0,-1728000.0,-2756000.0,,-20720000.0,333546000.0,503637000.0,45255000.0,,928868000.0,,684000.0,63550000.0,9364000.0,,,,85000.0,9034000.0,36711000.0,36711000.0,75226000,-13653000.0,-21053000.0,,74630000.0,429657000,-34276000.0,-6421000.0,469531000.0,25829000.0,-216753000.0,126191000.0,-8544000.0,,298681000.0,,252778000.0,57458000.0,-17866000.0,101382000,56008000.0,24900000.0,,573000.0,6421000.0,,,,
2002-03-31,68870000.0,833579000.0,86213000.0,291634000.0,475293000.0,1189539000.0,,798707000.0,4725000.0,36053000.0,1664832000.0,35978000,0.133333,15805000.0,,15072000.0,-1558000.0,,,28179000.0,31697000.0,-4690000.0,136031000.0,35978000,35978000,1146389000.0,6172000.0,30147000.0,6726000.0,-67877000.0,251009302.0,-16995000.0,344238000.0,497020000.0,36711000.0,,927321000.0,0.143333,499000.0,-653156000.0,12192000.0,,,,87000.0,1597000.0,31697000.0,31697000.0,789187000,-73004000.0,-16115000.0,269835000.0,83559000.0,427665000,14099000.0,7861000.0,472799000.0,84985000.0,-216753000.0,141441000.0,-5014000.0,,312810000.0,,256046000.0,61978000.0,,804992000,91986000.0,26000000.0,,,16351000.0,,,,
2002-06-30,33494000.0,1359275000.0,94880000.0,300552000.0,591312000.0,1193338000.0,,1316153000.0,6077000.0,47906000.0,1784650000.0,8370000,0.033333,15698000.0,,17139000.0,-9223000.0,,,31769000.0,137020000.0,5673000.0,142125000.0,8370000,37728000,1649603000.0,5325000.0,37045000.0,-4290000.0,63739000.0,251100000.0,-26295000.0,347064000.0,113434000.0,31697000.0,,920678000.0,0.033333,1328000.0,61214000.0,13852000.0,,,,88000.0,8299000.0,137020000.0,137020000.0,80911000,70548000.0,-27576000.0,251100000.0,77374000.0,442677000,-4374000.0,3982000.0,484088000.0,61070000.0,-216753000.0,109775000.0,105323000.0,,290328000.0,,267335000.0,64228000.0,,96609000,100356000.0,26500000.0,,,7232000.0,,,,
2002-09-30,112886000.0,1371791000.0,99070000.0,308438000.0,558056000.0,1209918000.0,,1313847000.0,8034000.0,45165000.0,1767974000.0,54170000,0.24,16267000.0,,19967000.0,-40923000.0,,,21931000.0,115361000.0,1124000.0,172756000.0,54170000,54170000,1696802000.0,5097000.0,49910000.0,10070000.0,-2434000.0,193464286.0,-32342000.0,339955000.0,48710000.0,137020000.0,,926060000.0,0.28,1519000.0,61432000.0,17068000.0,,,,88000.0,8166000.0,115361000.0,115361000.0,111324000,-125511000.0,-23308000.0,225708333.0,77846000.0,481194000,50798000.0,10731000.0,495514000.0,136194000.0,-216753000.0,139929000.0,-21659000.0,,325011000.0,,278761000.0,90570000.0,-122733000.0,127591000,154526000.0,36400000.0,,,2108000.0,,,,
2002-12-31,24033000.0,1386599000.0,95435000.0,317061000.0,544526000.0,1231167000.0,,1311252000.0,9417000.0,46951000.0,1775693000.0,58811000,,16895000.0,,19458000.0,40892000.0,,,34929000.0,96475000.0,-1192000.0,186035000.0,58811000,58811000,1679200000.0,4747000.0,65930000.0,-12848000.0,,,-40869000.0,344292000.0,70264000.0,115361000.0,,927945000.0,,1376000.0,65856000.0,28667000.0,,,,89000.0,7978000.0,96475000.0,96475000.0,120179000,-37763000.0,-35713000.0,,77890000.0,503096000,-57969000.0,39894000.0,561545000.0,59746000.0,-263070000.0,111298000.0,-18886000.0,,292601000.0,,298475000.0,99411000.0,-45000000.0,137074000,213337000.0,40600000.0,,,3566000.0,,,,
2003-03-31,58941000.0,1503312000.0,82392000.0,316710000.0,742426000.0,1237248000.0,,1420585000.0,10346000.0,45024000.0,1979674000.0,36413000,0.173333,17445000.0,,19456000.0,0.0,,,25465000.0,304994000.0,785000.0,143097000.0,36413000,36413000,1840961000.0,5977000.0,72381000.0,9543000.0,,182715168.0,-20795000.0,346145000.0,111557000.0,96475000.0,,925529000.0,0.2,913000.0,63763000.0,24049000.0,,,,89000.0,43908000.0,304994000.0,304994000.0,79334000,148665000.0,-21708000.0,236317230.0,71295000.0,459807000,20784000.0,4841000.0,568812000.0,80649000.0,-263070000.0,140054000.0,208519000.0,,337649000.0,,305742000.0,60663000.0,,96779000,249750000.0,24250000.0,,,3502000.0,,,,
