date,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyInventory,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyNetIncome,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyEbitda,quarterlyChangeInInventory
2013-12-31,2664000.0,,6390701000.0,12465453000.0,2220841000.0,8167713000.0,471779000.0,1254915000.0,2833644000.0,0.0,132335000.0,1100486000.0,6915768000.0,,13398000.0,5539637000.0,1217855000.0,459559000.0,459559000.0,94133000.0,,2552495000.0,0.0,837790000.0,-367734000.0,442388000.0,1317260000.0,810122000.0,4297740000.0,4082124000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,0.0,,,12776899000.0,1574679000.0,4774548000.0,31022000.0,1254642000.0,1822400000.0,0.0,222484000.0,633344000.0,7464375000.0,,13398000.0,5302959000.0,4450698000.0,543795000.0,543795000.0,66968000.0,,2493230000.0,0.0,237711000.0,,246857000.0,1061815000.0,246857000.0,8002351000.0,5641975000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,11323000.0,,3910770000.0,8477022000.0,1864021000.0,4652150000.0,25375000.0,1254369000.0,1665426000.0,0.0,196684000.0,565291000.0,5366944000.0,,13398000.0,3101484000.0,438313000.0,538529000.0,538529000.0,39771000.0,,2561172000.0,0.0,692427000.0,-306607000.0,247405000.0,1251512000.0,554012000.0,3824872000.0,3701518000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,226000.0,,,8103476000.0,1583973000.0,4647687000.0,108573000.0,1254096000.0,1706131000.0,0.0,122503000.0,607675000.0,5153521000.0,,13487000.0,2943977000.0,4327200000.0,315034000.0,315034000.0,40465000.0,,2625273000.0,0.0,544973000.0,,246634000.0,1096717000.0,246634000.0,3455789000.0,3447390000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,4272000.0,,3877811000.0,7933099000.0,1689413000.0,4587412000.0,116420000.0,1253823000.0,1583752000.0,0.0,129500000.0,566002000.0,4922933000.0,,13487000.0,3005873000.0,389052000.0,342243000.0,342243000.0,35364000.0,,2464785000.0,0.0,601129000.0,-297464000.0,243568000.0,1229865000.0,541032000.0,3345687000.0,3339181000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,3100000.0,,,7264638000.0,1268472000.0,4245586000.0,185460000.0,753972000.0,1154848000.0,0.0,562984000.0,385753000.0,4392225000.0,,13487000.0,2873457000.0,3955857000.0,530958000.0,530958000.0,40476000.0,,2144447000.0,0.0,408271000.0,,213159000.0,1139449000.0,213159000.0,3019052000.0,3237377000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,10697000.0,,3557240000.0,7692884000.0,1547208000.0,4178456000.0,32589000.0,753458000.0,931257000.0,0.0,551772000.0,277841000.0,4209736000.0,,13487000.0,3484231000.0,339733000.0,985039000.0,985039000.0,28951000.0,,2083875000.0,0.0,22773000.0,-308584000.0,221677000.0,1166071000.0,530261000.0,3514428000.0,3278479000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,0.0,,,7174659000.0,1492330000.0,4214967000.0,28921000.0,752945000.0,890310000.0,0.0,35714000.0,302246000.0,3708831000.0,,13487000.0,3467401000.0,3924313000.0,416267000.0,416267000.0,27673000.0,,2223626000.0,0.0,428123000.0,,222549000.0,1119303000.0,222549000.0,2959692000.0,2818521000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,0.0,,2168078000.0,6518003000.0,1148560000.0,2618220000.0,29034000.0,752432000.0,819741000.0,0.0,24694000.0,147803000.0,3604308000.0,,13574000.0,2839433000.0,178933000.0,348940000.0,348940000.0,4693000.0,,1733661000.0,0.0,1724000.0,-159436000.0,208288000.0,496068000.0,367724000.0,3899783000.0,2784567000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,,4979886000.0,984242000.0,2604222000.0,27234000.0,751918000.0,819619000.0,,28220000.0,172060000.0,3136997000.0,,13574000.0,1845318000.0,,319175000.0,319175000.0,6311000.0,,1862833000.0,,,,210215000.0,389211000.0,210215000.0,2375664000.0,2317378000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,,2145925000.0,5341091000.0,1040236000.0,2590191000.0,26895000.0,751405000.0,800131000.0,,272951000.0,205877000.0,3471662000.0,,13633000.0,1872579000.0,175369000.0,612391000.0,612391000.0,2098000.0,,1736817000.0,,,-167371000.0,220280000.0,405390000.0,387651000.0,2750900000.0,2671531000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,5500560000.0,798544000.0,2963270000.0,2096000.0,300000000.0,617025000.0,,1003341000.0,217806000.0,3672865000.0,,13633000.0,1830677000.0,,810532000.0,810532000.0,3177000.0,,1513453000.0,,,,591470000.0,364499000.0,591470000.0,2537290000.0,3055840000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
