date,quarterlyPurchaseOfInvestment,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyEbitda,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBasicEPS,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock
2016-06-30,-27202000000.0,-2841000000.0,10105000000,42358000000,-4470000000.0,16106000000.0,7796000000.0,18237000000.0,-147000000.0,179061000000.0,1054000000.0,-3187000000.0,93761000000.0,71486000000.0,,57991000000.0,96542000000.0,2099000000.0,-10166000000.0,5472781000.0,13404000000,3064000000.0,1054000000.0,126541000000.0,11714000000.0,5261000000.0,1000000.0,20820000000.0,26252000000.0,1.43,6001000000.0,450000000.0,8352000000.0,68939000000.0,3441000000.0,11012000000.0,7796000000,,11132000000.0,107575000000.0,-2905000000.0,0.0,15996000000.0,-9441000000.0,409000000.0,-263000000.0,1831000000.0,7796000000.0,-483000000.0,-32543000000.0,169764000000.0,5443058000.0,7862000000.0,24560000000.0,10634000000.0,-3277000000.0,2673000000.0,-6000000.0,10469000000.0,25448000000.0,2560000000.0,0.0,7729000000.0,43519000000.0,515000000.0,305602000000.0,3506000000.0,211841000000.0,18237000000.0,61756000000.0,1.42,25642000000.0,2526000000.0,26318000000.0,-107000000.0,21514000000.0,30106000000.0
2016-09-30,-30372000000.0,3787000000.0,11761000000,46852000000,-7397000000.0,17813000000.0,9014000000.0,20484000000.0,11413000000.0,193437000000.0,1030000000.0,-3092000000.0,106869000000.0,79006000000.0,,61245000000.0,96364000000.0,-253000000.0,-6026000000.0,5393333000.0,15186000000,2930000000.0,1030000000.0,128249000000.0,15754000000.0,5414000000.0,211000000.0,22027000000.0,29039000000.0,1.68,6052000000.0,-301000000.0,8080000000.0,75427000000.0,3482000000.0,10055000000.0,9014000000,0.0,8283000000.0,114431000000.0,-4038000000.0,248000000.0,11605000000.0,-6482000000.0,450000000.0,-159000000.0,2132000000.0,9014000000.0,-193000000.0,-34235000000.0,170430000000.0,5366912000.0,8757000000.0,26019000000.0,16126000000.0,2247000000.0,3174000000.0,-151000000.0,12188000000.0,27010000000.0,2570000000.0,0.0,12088000000.0,46671000000.0,-4040000000.0,321686000000.0,3206000000.0,214817000000.0,20484000000.0,67155000000.0,1.67,26953000000.0,2548000000.0,37294000000.0,634000000.0,18237000000.0,31251000000.0
2016-12-31,-54272000000.0,3744000000.0,23359000000,78351000000,-19122000000.0,30176000000.0,17891000000.0,16371000000.0,2460000000.0,198751000000.0,-274000000.0,-3130000000.0,103332000000.0,84130000000.0,,62759000000.0,100001000000.0,1452000000.0,-10851000000.0,5327995000.0,27692000000,3163000000.0,1256000000.0,132390000000.0,14057000000.0,5423000000.0,-104000000.0,23739000000.0,48175000000.0,3.38,6817000000.0,-580000000.0,7889000000.0,73557000000.0,3946000000.0,10953000000.0,17891000000,,12191000000.0,114621000000.0,-3420000000.0,0.0,13992000000.0,-12047000000.0,525000000.0,122000000.0,2712000000.0,17891000000.0,-451000000.0,-36249000000.0,185638000000.0,5298661000.0,7390000000.0,26948000000.0,27056000000.0,-4113000000.0,6289000000.0,-17000000.0,24180000000.0,26510000000.0,2871000000.0,0.0,23636000000.0,44081000000.0,1697000000.0,331141000000.0,2848000000.0,227809000000.0,16371000000.0,60452000000.0,3.36,38691000000.0,2987000000.0,38510000000.0,245000000.0,20484000000.0,32144000000.0
2017-03-31,-45549000000.0,-3490000000.0,14097000000,52896000000,-14202000000.0,20591000000.0,11029000000.0,15157000000.0,-9322000000.0,200450000000.0,65000000.0,-3004000000.0,101990000000.0,73342000000.0,,65124000000.0,100925000000.0,1370000000.0,-7161000000.0,5261688000.0,17546000000,3107000000.0,1217000000.0,134082000000.0,11579000000.0,5473000000.0,220000000.0,23096000000.0,32305000000.0,2.11,6494000000.0,-198000000.0,7682000000.0,84531000000.0,3718000000.0,11244000000.0,11029000000,,11367000000.0,127108000000.0,-3015000000.0,273000000.0,13991000000.0,465000000.0,530000000.0,-165000000.0,2910000000.0,11029000000.0,-112000000.0,-37961000000.0,189740000000.0,5225791000.0,7549000000.0,28226000000.0,12523000000.0,-1214000000.0,3655000000.0,-50000000.0,14684000000.0,27163000000.0,2776000000.0,0.0,9508000000.0,51944000000.0,2486000000.0,334532000000.0,2617000000.0,232542000000.0,15157000000.0,67101000000.0,2.1,34192000000.0,2332000000.0,28573000000.0,-422000000.0,16371000000.0,33579000000.0
2017-06-30,-24047000000.0,-5910000000.0,10768000000,45408000000,-3180000000.0,17488000000.0,8717000000.0,18571000000.0,1650000000.0,212748000000.0,67000000.0,-3365000000.0,112875000000.0,81302000000.0,,68981000000.0,98525000000.0,1942000000.0,-7093000000.0,5233499000.0,14264000000,2984000000.0,1193000000.0,132425000000.0,12399000000.0,5661000000.0,197000000.0,23304000000.0,27920000000.0,1.68,6720000000.0,-236000000.0,7608000000.0,89864000000.0,3783000000.0,8407000000.0,8717000000,,10338000000.0,131446000000.0,-2360000000.0,1000000.0,18475000000.0,-1769000000.0,602000000.0,-185000000.0,3146000000.0,8717000000.0,-549000000.0,-39695000000.0,184757000000.0,5195088000.0,10150000000.0,30191000000.0,8363000000.0,3414000000.0,2591000000.0,-181000000.0,11308000000.0,29286000000.0,2937000000.0,0.0,6003000000.0,58188000000.0,-802000000.0,345173000000.0,2444000000.0,232298000000.0,18571000000.0,76759000000.0,1.67,23211000000.0,2354000000.0,31915000000.0,-545000000.0,15157000000.0,34445000000.0
2017-09-30,-36013000000.0,106000000.0,13120000000,52579000000,-9942000000.0,19931000000.0,10714000000.0,20289000000.0,14830000000.0,241272000000.0,-24000000.0,-3270000000.0,128645000000.0,100814000000.0,,75076000000.0,98330000000.0,1202000000.0,-7795000000.0,5183585000.0,17067000000,2836000000.0,1174000000.0,134047000000.0,17874000000.0,5717000000.0,-93000000.0,25744000000.0,32648000000.0,2.08,6811000000.0,-1709000000.0,7548000000.0,97207000000.0,3814000000.0,8911000000.0,10714000000,0.0,13936000000.0,140458000000.0,-4000000000.0,281000000.0,18473000000.0,-3996000000.0,666000000.0,95000000.0,4855000000.0,10714000000.0,-135000000.0,-41293000000.0,194714000000.0,5149428000.0,10162000000.0,31504000000.0,15656000000.0,1718000000.0,3203000000.0,-81000000.0,13917000000.0,33783000000.0,2997000000.0,0.0,11656000000.0,53892000000.0,-5474000000.0,375319000000.0,2298000000.0,246674000000.0,20289000000.0,74181000000.0,2.07,30245000000.0,2484000000.0,49049000000.0,-150000000.0,18571000000.0,35867000000.0
2017-12-31,-41366000000.0,37935000000.0,26274000000,88293000000,-13590000000.0,33912000000.0,20065000000.0,27491000000.0,14588000000.0,266595000000.0,-11000000.0,-3339000000.0,143810000000.0,115788000000.0,,77110000000.0,104593000000.0,-33737000000.0,-10095000000.0,5157787000.0,30509000000,3131000000.0,1296000000.0,140199000000.0,23440000000.0,5889000000.0,64000000.0,26281000000.0,54381000000.0,3.92,7638000000.0,434000000.0,8044000000.0,103922000000.0,4231000000.0,8293000000.0,20065000000,,11337000000.0,150807000000.0,-2964000000.0,,18478000000.0,-7501000000.0,734000000.0,38000000.0,4421000000.0,20065000000.0,-1038000000.0,-43431000000.0,207944000000.0,5112877000.0,13323000000.0,548000000.0,28293000000.0,7202000000.0,6965000000.0,-173000000.0,27030000000.0,33679000000.0,3407000000.0,0.0,25329000000.0,49662000000.0,-5570000000.0,406794000000.0,2149000000.0,262984000000.0,27491000000.0,77153000000.0,3.89,30849000000.0,2745000000.0,62985000000.0,-841000000.0,20289000000.0,36447000000.0
2018-03-31,-7083000000.0,-2141000000.0,15894000000,61137000000,28710000000.0,23422000000.0,13822000000.0,45059000000.0,-27808000000.0,240624000000.0,-140000000.0,-3190000000.0,130053000000.0,89320000000.0,,80502000000.0,91898000000.0,-498000000.0,-22756000000.0,5068493000.0,19699000000,3087000000.0,1348000000.0,126878000000.0,14324000000.0,,-11000000.0,26756000000.0,37715000000.0,2.75,7528000000.0,-3241000000.0,7775000000.0,101362000000.0,4150000000.0,11394000000.0,13822000000,,12043000000.0,151304000000.0,-4041000000.0,,20478000000.0,-26272000000.0,792000000.0,-439000000.0,7662000000.0,13822000000.0,-152000000.0,-45425000000.0,179286000000.0,5024877000.0,23086000000.0,548000000.0,15130000000.0,17568000000.0,2346000000.0,-132000000.0,16168000000.0,35077000000.0,3378000000.0,,11089000000.0,42881000000.0,9093000000.0,367502000000.0,,237449000000.0,45059000000.0,87940000000.0,2.73,39977000000.0,2739000000.0,34311000000.0,-3064000000.0,27491000000.0,38044000000.0
2018-06-30,-9472000000.0,-1914000000.0,12612000000,53265000000,3947000000.0,20421000000.0,11519000000.0,31971000000.0,2081000000.0,234248000000.0,-259000000.0,-3653000000.0,115761000000.0,88548000000.0,,85368000000.0,79436000000.0,1126000000.0,-20783000000.0,4926609000.0,16795000000,2878000000.0,1351000000.0,114949000000.0,14104000000.0,,-576000000.0,25184000000.0,32844000000.0,2.36,7809000000.0,1693000000.0,7403000000.0,97128000000.0,4108000000.0,11267000000.0,11519000000,-6000000000.0,12488000000.0,145700000000.0,-3267000000.0,1000000.0,17472000000.0,-31523000000.0,846000000.0,100000000.0,5936000000.0,11519000000.0,-1077000000.0,-47251000000.0,172773000000.0,4882167000.0,22546000000.0,398000000.0,14488000000.0,-13088000000.0,1765000000.0,-126000000.0,13284000000.0,38117000000.0,3701000000.0,,11221000000.0,38999000000.0,233000000.0,349197000000.0,,233436000000.0,31971000000.0,70970000000.0,2.34,17388000000.0,2665000000.0,38489000000.0,-3111000000.0,45059000000.0,38624000000.0
2018-09-30,-15306000000.0,814000000.0,16118000000,62900000000,-3001000000.0,24084000000.0,14125000000.0,25913000000.0,20314000000.0,258578000000.0,-34000000.0,-3530000000.0,131339000000.0,116866000000.0,,90403000000.0,70400000000.0,519000000.0,-19104000000.0,4847547000.0,20043000000,2797000000.0,1345000000.0,107147000000.0,23186000000.0,,-222000000.0,,38816000000.0,2.94,7966000000.0,1942000000.0,7543000000.0,93735000000.0,4216000000.0,11165000000.0,14125000000,0.0,12087000000.0,141712000000.0,-3041000000.0,341000000.0,20748000000.0,-22580000000.0,868000000.0,-140000000.0,3956000000.0,14125000000.0,-260000000.0,-49099000000.0,170799000000.0,4801589000.0,22283000000.0,426000000.0,19523000000.0,-6058000000.0,2296000000.0,-290000000.0,16421000000.0,41304000000.0,3750000000.0,32687000000.0,16482000000.0,40388000000.0,-9078000000.0,365725000000.0,,234386000000.0,25913000000.0,66301000000.0,2.91,15858000000.0,2754000000.0,55888000000.0,-3454000000.0,31971000000.0,40201000000.0
2018-12-31,-7504000000.0,1772000000.0,23346000000,84310000000,5844000000.0,32031000000.0,19965000000.0,44771000000.0,-8501000000.0,255827000000.0,-54000000.0,-3568000000.0,140828000000.0,108283000000.0,,91526000000.0,80510000000.0,53000000.0,-8796000000.0,4773252000.0,28191000000,,1559000000.0,117892000000.0,18077000000.0,,-56000000.0,,52279000000.0,4.22,8685000000.0,-1076000000.0,5546000000.0,92989000000.0,4783000000.0,23607000000.0,19965000000,,12432000000.0,147544000000.0,-3355000000.0,,21741000000.0,-13676000000.0,890000000.0,143000000.0,4988000000.0,19965000000.0,-1318000000.0,-51929000000.0,158608000000.0,4735820000.0,34686000000.0,,26690000000.0,18858000000.0,3941000000.0,-167000000.0,23906000000.0,39597000000.0,3902000000.0,36703000000.0,23335000000.0,41656000000.0,5130000000.0,373719000000.0,,232891000000.0,44771000000.0,86427000000.0,4.18,16926000000.0,3395000000.0,44293000000.0,-3588000000.0,25913000000.0,40970000000.0
2019-03-31,-6840000000.0,-4622000000.0,13415000000,58015000000,13348000000.0,21821000000.0,11561000000.0,39817000000.0,-11523000000.0,236138000000.0,-161000000.0,-3443000000.0,123346000000.0,93772000000.0,,93036000000.0,64558000000.0,-177000000.0,-23702000000.0,4700646000.0,17843000000,,1514000000.0,105860000000.0,15085000000.0,,86000000.0,,36194000000.0,2.47,8406000000.0,70000000.0,5532000000.0,90201000000.0,4458000000.0,21179000000.0,11561000000,,12092000000.0,142366000000.0,-2363000000.0,,22429000000.0,-29457000000.0,1010000000.0,30000000.0,4884000000.0,11561000000.0,-196000000.0,-54290000000.0,145319000000.0,4674071000.0,34587000000.0,,11155000000.0,-4954000000.0,2232000000.0,-124000000.0,13793000000.0,38746000000.0,3948000000.0,35368000000.0,8792000000.0,42104000000.0,2964000000.0,341998000000.0,,218652000000.0,37988000000.0,80092000000.0,2.46,22589000000.0,3040000000.0,30443000000.0,-1499000000.0,44771000000.0,42801000000.0
2019-06-30,-8190000000.0,-2798000000.0,11544000000,53809000000,27502000000.0,20227000000.0,10044000000.0,52151000000.0,220000000.0,225783000000.0,-125000000.0,-3629000000.0,134973000000.0,89704000000.0,,93984000000.0,53724000000.0,86000000.0,-16955000000.0,4601380000.0,15710000000,,1496000000.0,96456000000.0,14148000000.0,,-298000000.0,,33582000000.0,2.2,8683000000.0,1502000000.0,5434000000.0,84936000000.0,4426000000.0,20622000000.0,10044000000,-3000000000.0,10530000000.0,136079000000.0,-2000000000.0,1000000.0,23482000000.0,-26804000000.0,866000000.0,43000000.0,3355000000.0,10044000000.0,-1195000000.0,-56348000000.0,115996000000.0,4570633000.0,33634000000.0,,11636000000.0,12334000000.0,1867000000.0,-320000000.0,11911000000.0,37636000000.0,4257000000.0,31673000000.0,9636000000.0,44084000000.0,919000000.0,322239000000.0,,187266000000.0,50530000000.0,94614000000.0,2.18,38310000000.0,2933000000.0,29115000000.0,-639000000.0,39817000000.0,43371000000.0
2019-09-30,-18097000000.0,2160000000.0,15625000000,64040000000,-798000000.0,24313000000.0,13686000000.0,50224000000.0,17881000000.0,248028000000.0,-312000000.0,-3479000000.0,162819000000.0,105718000000.0,,95957000000.0,45898000000.0,-302000000.0,-17444000000.0,4520373000.0,20116000000,,1499000000.0,90488000000.0,22926000000.0,,-810000000.0,,39727000000.0,3.05,8688000000.0,-785000000.0,5522000000.0,91807000000.0,4578000000.0,20958000000.0,13686000000,-3305000000.0,12352000000.0,142310000000.0,-2777000000.0,390000000.0,16240000000.0,-21039000000.0,810000000.0,206000000.0,4106000000.0,13686000000.0,-213000000.0,-58579000000.0,105341000000.0,4490812000.0,32978000000.0,,19910000000.0,-1927000000.0,2441000000.0,-13000000.0,16127000000.0,37378000000.0,4110000000.0,37720000000.0,17133000000.0,51713000000.0,-8768000000.0,338516000000.0,,175697000000.0,48844000000.0,100557000000.0,3.03,20899000000.0,3179000000.0,46236000000.0,-584000000.0,52151000000.0,45174000000.0
2019-12-31,-37493000000.0,4245000000.0,25569000000,91819000000,-13668000000.0,35217000000.0,22236000000.0,41665000000.0,-1089000000.0,251087000000.0,-142000000.0,-3539000000.0,163231000000.0,102161000000.0,,97990000000.0,43977000000.0,-349000000.0,-20706000000.0,4454604000.0,29519000000,,1710000000.0,89531000000.0,20970000000.0,,-130000000.0,,56602000000.0,5.04,9648000000.0,-28000000.0,5573000000.0,93078000000.0,5197000000.0,27650000000.0,22236000000,-1000000000.0,12026000000.0,148926000000.0,-2107000000.0,2000000.0,15214000000.0,-25407000000.0,785000000.0,89000000.0,4097000000.0,22236000000.0,-1395000000.0,-60959000000.0,99899000000.0,4415040000.0,40457000000.0,,30516000000.0,-8559000000.0,3682000000.0,-958000000.0,25918000000.0,37031000000.0,4451000000.0,36263000000.0,28409000000.0,67391000000.0,2015000000.0,340618000000.0,,177387000000.0,39771000000.0,107162000000.0,4.99,27020000000.0,2816000000.0,45111000000.0,-418000000.0,50224000000.0,45972000000.0
