date,quarterlyPurchaseOfInvestment,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyEbitda,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBasicEPS,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock
1995-06-30,-630000000.0,-181000000.0,156000000,2575000000,45000000.0,728000000.0,103000000.0,1168000000.0,,3284000000.0,,-14000000.0,5191000000.0,2178000000.0,,1500000000.0,2419000000.0,14000000.0,,3449684000.0,193000000,,,2828000000.0,1553000000.0,,0.0,,1847000000.0,0.03,572000000.0,-383000000.0,,303000000.0,404000000.0,0.0,103000000,,309000000.0,1106000000.0,-58000000.0,13000000.0,406000000.0,-225000000.0,,6000000.0,1367000000.0,103000000.0,0.0,-809000000.0,,3449684000.0,230000000.0,803000000.0,-27000000.0,-207000000.0,61000000.0,,164000000.0,691000000.0,168000000.0,724000000.0,-85000000.0,508000000.0,,6112000000.0,,921000000.0,1168000000.0,1676000000.0,0.03,733000000.0,37000000.0,1048000000.0,53000000.0,1375000000.0,356000000.0
1995-09-30,-114000000.0,-702000000.0,72000000,3003000000,184000000.0,621000000.0,60000000.0,756000000.0,,3330000000.0,,-15000000.0,5224000000.0,2325000000.0,,1492000000.0,2464000000.0,-59000000.0,,,95000000,,,2901000000.0,1931000000.0,,-79000000.0,,2382000000.0,,549000000.0,-408000000.0,,303000000.0,378000000.0,0.0,60000000,,315000000.0,1005000000.0,-49000000.0,35000000.0,461000000.0,77000000.0,,0.0,1775000000.0,60000000.0,0.0,-781000000.0,,,296000000.0,702000000.0,-673000000.0,-412000000.0,35000000.0,,95000000.0,711000000.0,171000000.0,699000000.0,-722000000.0,196000000.0,,6231000000.0,,1007000000.0,756000000.0,952000000.0,,426000000.0,23000000.0,1165000000.0,39000000.0,1168000000.0,398000000.0
1995-12-31,-244000000.0,216000000.0,-119000000,3148000000,-147000000.0,475000000.0,-69000000.0,824000000.0,,3759000000.0,,-15000000.0,5551000000.0,2705000000.0,,1504000000.0,2380000000.0,-3000000.0,,3443832000.0,-77000000,,,2794000000.0,1944000000.0,,-36000000.0,,2673000000.0,-0.02,594000000.0,-172000000.0,,304000000.0,441000000.0,0.0,-69000000,,258000000.0,1054000000.0,-31000000.0,5000000.0,498000000.0,28000000.0,,0.0,1947000000.0,-69000000.0,0.0,-792000000.0,,3443832000.0,290000000.0,750000000.0,187000000.0,68000000.0,-40000000.0,,-109000000.0,712000000.0,153000000.0,776000000.0,156000000.0,276000000.0,,6553000000.0,,1002000000.0,824000000.0,1100000000.0,-0.02,164000000.0,42000000.0,1431000000.0,10000000.0,756000000.0,404000000.0
1996-03-31,0.0,656000000.0,-975000000,2185000000,169000000.0,-421000000.0,-740000000.0,500000000.0,,3178000000.0,,1000000.0,4277000000.0,2273000000.0,,1504000000.0,1641000000.0,-325000000.0,,3462452000.0,-929000000,,,2056000000.0,1366000000.0,,-6000000.0,,2606000000.0,-0.214286,554000000.0,481000000.0,,303000000.0,404000000.0,0.0,-740000000,,374000000.0,905000000.0,-9000000.0,17000000.0,352000000.0,-129000000.0,,-207000000.0,1466000000.0,-740000000.0,0.0,-812000000.0,,3462452000.0,265000000.0,602000000.0,-364000000.0,-324000000.0,-435000000.0,,-1172000000.0,692000000.0,150000000.0,1104000000.0,-373000000.0,92000000.0,,5234000000.0,,957000000.0,500000000.0,592000000.0,-0.214286,184000000.0,46000000.0,817000000.0,-5000000.0,824000000.0,420000000.0
1996-06-30,0.0,330000000.0,-116000000,2179000000,86000000.0,403000000.0,-32000000.0,1359000000.0,,3325000000.0,,0.0,4454000000.0,1926000000.0,,1406000000.0,1609000000.0,-74000000.0,,3464580000.0,-94000000,,,2020000000.0,1292000000.0,,9000000.0,,1776000000.0,-0.009286,519000000.0,405000000.0,,949000000.0,364000000.0,0.0,-32000000,,341000000.0,1399000000.0,-15000000.0,3000000.0,187000000.0,484000000.0,,0.0,1061000000.0,-32000000.0,0.0,-791000000.0,,3464580000.0,276000000.0,450000000.0,289000000.0,859000000.0,-19000000.0,,-51000000.0,615000000.0,155000000.0,977000000.0,274000000.0,,,5345000000.0,,891000000.0,1359000000.0,1359000000.0,-0.009286,92000000.0,22000000.0,762000000.0,-12000000.0,500000000.0,423000000.0
1996-09-30,-193000000.0,346000000.0,6000000,2321000000,-227000000.0,511000000.0,25000000.0,1552000000.0,,3306000000.0,,0.0,4515000000.0,2003000000.0,,1348000000.0,1634000000.0,-37000000.0,,,52000000,,,2058000000.0,1496000000.0,,-22000000.0,,1810000000.0,,505000000.0,399000000.0,,949000000.0,359000000.0,0.0,25000000,,270000000.0,1303000000.0,-12000000.0,14000000.0,186000000.0,13000000.0,,28000000.0,662000000.0,25000000.0,0.0,-750000000.0,,,251000000.0,354000000.0,407000000.0,193000000.0,15000000.0,,40000000.0,598000000.0,146000000.0,1026000000.0,395000000.0,193000000.0,,5364000000.0,,849000000.0,1552000000.0,1745000000.0,,0.0,46000000.0,791000000.0,-15000000.0,1359000000.0,439000000.0
1996-12-31,-542000000.0,187000000.0,-124000000,2129000000,-470000000.0,397000000.0,-120000000.0,1174000000.0,,3330000000.0,,,4419000000.0,2044000000.0,,1327000000.0,1514000000.0,,,3486896000.0,-99000000,,,1942000000.0,1492000000.0,,-10000000.0,,1732000000.0,-0.034286,521000000.0,174000000.0,,950000000.0,372000000.0,0.0,-120000000,,308000000.0,1286000000.0,-20000000.0,3000000.0,180000000.0,-2000000.0,,0.0,488000000.0,-120000000.0,0.0,-734000000.0,,3486896000.0,260000000.0,336000000.0,94000000.0,-378000000.0,,,-120000000.0,593000000.0,149000000.0,1044000000.0,74000000.0,633000000.0,,5272000000.0,,853000000.0,1174000000.0,1807000000.0,-0.034286,102000000.0,25000000.0,820000000.0,-14000000.0,1552000000.0,442000000.0
1997-03-31,-129000000.0,406000000.0,-186000000,1601000000,41000000.0,303000000.0,-708000000.0,1273000000.0,,3245000000.0,,,3642000000.0,2011000000.0,,1295000000.0,806000000.0,,,3517052000.0,-156000000,,,1242000000.0,1149000000.0,,-7000000.0,,1298000000.0,-0.201429,489000000.0,-21000000.0,,952000000.0,348000000.0,0.0,-708000000,,222000000.0,1234000000.0,-16000000.0,5000000.0,133000000.0,-42000000.0,,-522000000.0,509000000.0,-708000000.0,0.0,-739000000.0,,3517052000.0,289000000.0,282000000.0,100000000.0,99000000.0,,,-708000000.0,556000000.0,141000000.0,1038000000.0,84000000.0,186000000.0,,4487000000.0,,845000000.0,1273000000.0,1459000000.0,-0.201429,576000000.0,30000000.0,840000000.0,-36000000.0,1174000000.0,472000000.0
1997-06-30,-110000000.0,-176000000.0,-60000000,1737000000,-48000000.0,348000000.0,-56000000.0,1018000000.0,,3145000000.0,,,3493000000.0,1910000000.0,,1286000000.0,750000000.0,-2000000.0,,3542000000.0,-38000000,,,1196000000.0,1207000000.0,,-15000000.0,,1389000000.0,-0.015714,408000000.0,-25000000.0,,951000000.0,307000000.0,0.0,-56000000,,215000000.0,1235000000.0,-6000000.0,4000000.0,127000000.0,-3000000.0,,0.0,534000000.0,-56000000.0,0.0,-746000000.0,,3542000000.0,308000000.0,284000000.0,-204000000.0,-255000000.0,,,-56000000.0,540000000.0,101000000.0,971000000.0,-210000000.0,212000000.0,,4341000000.0,,848000000.0,1018000000.0,1230000000.0,-0.015714,84000000.0,22000000.0,812000000.0,-30000000.0,1273000000.0,476000000.0
1997-09-30,-218000000.0,260000000.0,-108000000,1614000000,-56000000.0,320000000.0,-161000000.0,1230000000.0,,3033000000.0,,,3424000000.0,1818000000.0,,1195000000.0,589000000.0,28000000.0,,,-67000000,,,1200000000.0,1035000000.0,,-28000000.0,,1294000000.0,,428000000.0,97000000.0,,951000000.0,259000000.0,0.0,-161000000,,234000000.0,1215000000.0,-11000000.0,172000000.0,25000000.0,70000000.0,,-137000000.0,437000000.0,-161000000.0,0.0,-709000000.0,,,323000000.0,264000000.0,198000000.0,212000000.0,,,-161000000.0,486000000.0,94000000.0,1108000000.0,187000000.0,229000000.0,,4233000000.0,,809000000.0,1230000000.0,1459000000.0,,201000000.0,41000000.0,685000000.0,-37000000.0,1018000000.0,648000000.0
1997-12-31,-399000000.0,45000000.0,40000000,1578000000,-181000000.0,353000000.0,47000000.0,1193000000.0,,2882000000.0,,,3373000000.0,1669000000.0,,1069000000.0,636000000.0,23000000.0,,3915492000.0,68000000,,,1244000000.0,902000000.0,,-14000000.0,,1225000000.0,0.013571,313000000.0,33000000.0,,952000000.0,234000000.0,0.0,47000000,,207000000.0,1213000000.0,-7000000.0,1000000.0,24000000.0,1000000.0,,0.0,404000000.0,47000000.0,0.0,-640000000.0,,3583692000.0,324000000.0,261000000.0,143000000.0,-37000000.0,,,47000000.0,429000000.0,79000000.0,990000000.0,136000000.0,434000000.0,,4126000000.0,,753000000.0,1193000000.0,1627000000.0,0.012143,194000000.0,28000000.0,655000000.0,-41000000.0,1230000000.0,649000000.0
1998-03-31,-542000000.0,92000000.0,51000000,1405000000,-72000000.0,349000000.0,55000000.0,1285000000.0,,2575000000.0,,,3213000000.0,1384000000.0,,1031000000.0,691000000.0,-22000000.0,,4085620000.0,79000000,,,1388000000.0,807000000.0,,37000000.0,,1056000000.0,0.015,298000000.0,147000000.0,,953000000.0,223000000.0,0.0,55000000,,125000000.0,1191000000.0,-5000000.0,11000000.0,23000000.0,11000000.0,,0.0,257000000.0,55000000.0,0.0,-616000000.0,,3695132000.0,335000000.0,238000000.0,153000000.0,92000000.0,4000000.0,,59000000.0,415000000.0,75000000.0,838000000.0,148000000.0,538000000.0,,3963000000.0,,750000000.0,1285000000.0,1823000000.0,0.013571,438000000.0,28000000.0,523000000.0,-43000000.0,1193000000.0,740000000.0
1998-06-30,-679000000.0,51000000.0,68000000,1402000000,-217000000.0,360000000.0,101000000.0,1203000000.0,,2555000000.0,,,3375000000.0,1389000000.0,,958000000.0,792000000.0,5000000.0,,4810008000.0,100000000,,,1486000000.0,915000000.0,,18000000.0,,1042000000.0,0.027143,292000000.0,128000000.0,,953000000.0,216000000.0,0.0,101000000,,146000000.0,1166000000.0,-17000000.0,2000000.0,,-21000000.0,,-7000000.0,129000000.0,101000000.0,-23000000.0,-593000000.0,,3725904000.0,301000000.0,213000000.0,156000000.0,-82000000.0,8000000.0,,109000000.0,365000000.0,76000000.0,816000000.0,139000000.0,790000000.0,,4041000000.0,,666000000.0,1203000000.0,1993000000.0,0.023571,427000000.0,32000000.0,573000000.0,-48000000.0,1285000000.0,742000000.0
1998-09-30,-693000000.0,199000000.0,109000000,1556000000,-73000000.0,417000000.0,106000000.0,1481000000.0,,2647000000.0,,,3698000000.0,1520000000.0,,824000000.0,898000000.0,-5000000.0,,,132000000,,,1642000000.0,955000000.0,,-51000000.0,801000000.0,1139000000.0,,308000000.0,51000000.0,,954000000.0,235000000.0,0.0,106000000,,183000000.0,1127000000.0,-17000000.0,27000000.0,,28000000.0,,40000000.0,78000000.0,106000000.0,0.0,-476000000.0,,,243000000.0,173000000.0,323000000.0,278000000.0,8000000.0,,114000000.0,348000000.0,73000000.0,0.0,306000000.0,819000000.0,,4289000000.0,,591000000.0,1481000000.0,2300000000.0,,688000000.0,23000000.0,719000000.0,-39000000.0,1203000000.0,783000000.0
1998-12-31,-1135000000.0,71000000.0,127000000,1710000000,-486000000.0,482000000.0,152000000.0,1221000000.0,,2669000000.0,,,3867000000.0,1484000000.0,,825000000.0,1050000000.0,10000000.0,,4817736000.0,150000000,,,1923000000.0,913000000.0,,57000000.0,829000000.0,1228000000.0,0.04,355000000.0,53000000.0,,954000000.0,279000000.0,0.0,152000000,,185000000.0,1185000000.0,-5000000.0,3000000.0,,3000000.0,,32000000.0,25000000.0,152000000.0,0.0,-481000000.0,,3787560000.0,381000000.0,231000000.0,223000000.0,-260000000.0,17000000.0,,169000000.0,344000000.0,76000000.0,0.0,218000000.0,1357000000.0,,4592000000.0,,725000000.0,1221000000.0,2578000000.0,0.034286,597000000.0,23000000.0,655000000.0,86000000.0,1481000000.0,787000000.0
1999-03-31,-1119000000.0,168000000.0,88000000,1530000000,-165000000.0,403000000.0,135000000.0,1358000000.0,,2760000000.0,,,4092000000.0,1544000000.0,,831000000.0,1185000000.0,-4000000.0,,4849712000.0,112000000,,,2175000000.0,804000000.0,,41000000.0,753000000.0,1127000000.0,0.035714,315000000.0,7000000.0,,955000000.0,239000000.0,0.0,135000000,,194000000.0,1216000000.0,-19000000.0,32000000.0,,33000000.0,,46000000.0,18000000.0,135000000.0,1000000.0,-501000000.0,,3818388000.0,513000000.0,261000000.0,269000000.0,137000000.0,18000000.0,,153000000.0,330000000.0,76000000.0,0.0,250000000.0,1564000000.0,,4935000000.0,,843000000.0,1358000000.0,2922000000.0,0.03,912000000.0,24000000.0,791000000.0,168000000.0,1221000000.0,822000000.0
1999-06-30,-785000000.0,-42000000.0,104000000,1558000000,322000000.0,427000000.0,203000000.0,1773000000.0,,2049000000.0,,,4298000000.0,1539000000.0,,767000000.0,1388000000.0,9000000.0,,4890200000.0,123000000,,,2970000000.0,896000000.0,,97000000.0,747000000.0,1131000000.0,0.050714,323000000.0,11000000.0,,300000000.0,243000000.0,0.0,203000000,,152000000.0,510000000.0,-7000000.0,6000000.0,,5000000.0,,101000000.0,7000000.0,203000000.0,-1000000.0,-454000000.0,,4033512000.0,408000000.0,210000000.0,88000000.0,415000000.0,26000000.0,,229000000.0,313000000.0,80000000.0,0.0,81000000.0,1333000000.0,,5019000000.0,,721000000.0,1773000000.0,3106000000.0,0.042857,1016000000.0,19000000.0,792000000.0,92000000.0,1358000000.0,1490000000.0
1999-09-30,-1309000000.0,180000000.0,67000000,1336000000,-635000000.0,384000000.0,111000000.0,1326000000.0,,2057000000.0,,,4285000000.0,1549000000.0,,729000000.0,1499000000.0,-50000000.0,,,86000000,,,3104000000.0,681000000.0,,-187000000.0,737000000.0,952000000.0,,317000000.0,-13000000.0,,300000000.0,235000000.0,0.0,111000000,,215000000.0,508000000.0,-16000000.0,45000000.0,,-30000000.0,,24000000.0,20000000.0,111000000.0,0.0,-411000000.0,,,558000000.0,208000000.0,218000000.0,-447000000.0,14000000.0,,125000000.0,318000000.0,82000000.0,0.0,202000000.0,1900000000.0,,5161000000.0,,876000000.0,1326000000.0,3226000000.0,,875000000.0,19000000.0,812000000.0,106000000.0,1773000000.0,1499000000.0
1999-12-31,-693000000.0,237000000.0,198000000,2343000000,-89000000.0,607000000.0,183000000.0,1586000000.0,362000000.0,3172000000.0,,,4909000000.0,1965000000.0,,725000000.0,1682000000.0,64000000.0,-41000000.0,4995676000.0,299000000,,,4414000000.0,892000000.0,,-13000000.0,273000000.0,1736000000.0,0.040714,409000000.0,5000000.0,,300000000.0,319000000.0,0.0,183000000,,211000000.0,1207000000.0,-38000000.0,17000000.0,,-24000000.0,5000000.0,34000000.0,15000000.0,183000000.0,0.0,-407000000.0,2140000000.0,4509092000.0,219000000.0,907000000.0,373000000.0,260000000.0,91000000.0,,274000000.0,318000000.0,90000000.0,331000000.0,335000000.0,2074000000.0,-211000000.0,7586000000.0,,2677000000.0,1586000000.0,3660000000.0,0.036786,655000000.0,20000000.0,1174000000.0,1237000000.0,1326000000.0,1495000000.0
2000-03-31,-1366000000.0,-132000000.0,170000000,1945000000,-15000000.0,549000000.0,233000000.0,1662000000.0,-63000000.0,2792000000.0,,,4912000000.0,1853000000.0,,723000000.0,1915000000.0,41000000.0,0.0,5095804000.0,191000000,,,4215000000.0,940000000.0,,-10000000.0,252000000.0,1396000000.0,0.051429,379000000.0,5000000.0,,300000000.0,287000000.0,0.0,233000000,,222000000.0,939000000.0,-27000000.0,30000000.0,,30000000.0,,100000000.0,10000000.0,233000000.0,0.0,-409000000.0,1544000000.0,4540816000.0,237000000.0,639000000.0,61000000.0,76000000.0,86000000.0,,319000000.0,314000000.0,92000000.0,312000000.0,34000000.0,1947000000.0,-48000000.0,7007000000.0,,2095000000.0,1662000000.0,3609000000.0,0.045714,1141000000.0,21000000.0,1111000000.0,731000000.0,1586000000.0,1569000000.0
2000-06-30,-1196000000.0,13000000.0,168000000,1825000000,-505000000.0,543000000.0,200000000.0,1344000000.0,,2756000000.0,,,5157000000.0,1873000000.0,,721000000.0,2115000000.0,47000000.0,-50000000.0,5065438000.0,193000000,,,4176000000.0,967000000.0,,293000000.0,833000000.0,1282000000.0,0.044286,375000000.0,5000000.0,,300000000.0,278000000.0,0.0,200000000,,197000000.0,883000000.0,-11000000.0,3000000.0,,-47000000.0,,50000000.0,5000000.0,200000000.0,0.0,-407000000.0,,4550560000.0,1461000000.0,583000000.0,234000000.0,-318000000.0,70000000.0,,270000000.0,314000000.0,97000000.0,0.0,223000000.0,2482000000.0,,6932000000.0,,1775000000.0,1344000000.0,3826000000.0,0.039286,645000000.0,25000000.0,1040000000.0,535000000.0,1662000000.0,1526000000.0
2000-09-30,-1244000000.0,39000000.0,84000000,1870000000,-321000000.0,467000000.0,170000000.0,1191000000.0,,2696000000.0,,,5427000000.0,1933000000.0,,700000000.0,2285000000.0,11000000.0,-25000000.0,,102000000,,,4107000000.0,953000000.0,,-308000000.0,776000000.0,1403000000.0,,383000000.0,-28000000.0,,300000000.0,282000000.0,0.0,170000000,,252000000.0,763000000.0,-31000000.0,35000000.0,,10000000.0,,83000000.0,33000000.0,170000000.0,0.0,-387000000.0,,,1063000000.0,463000000.0,158000000.0,-153000000.0,59000000.0,,229000000.0,313000000.0,101000000.0,0.0,127000000.0,2836000000.0,,6803000000.0,,1376000000.0,1191000000.0,4027000000.0,,1262000000.0,18000000.0,1157000000.0,244000000.0,1344000000.0,1578000000.0
2000-12-31,-635000000.0,320000000.0,-420000000,1007000000,556000000.0,-21000000.0,-195000000.0,1737000000.0,,2274000000.0,,,4926000000.0,1637000000.0,,714000000.0,2090000000.0,-92000000.0,,4720380000.0,-396000000,,,3712000000.0,441000000.0,,-3000000.0,1000000000.0,1028000000.0,-0.041429,399000000.0,12000000.0,,311000000.0,297000000.0,0.0,-207000000,,168000000.0,637000000.0,-22000000.0,3000000.0,,3000000.0,,58000000.0,21000000.0,-195000000.0,0.0,-389000000.0,,4720380000.0,735000000.0,326000000.0,-13000000.0,546000000.0,-88000000.0,,-295000000.0,325000000.0,102000000.0,0.0,-35000000.0,2328000000.0,,5986000000.0,,1060000000.0,1737000000.0,4065000000.0,-0.041429,1216000000.0,24000000.0,637000000.0,41000000.0,1191000000.0,1581000000.0
2001-03-31,-1200000000.0,-120000000.0,-8000000,1431000000,430000000.0,385000000.0,43000000.0,2138000000.0,,2392000000.0,,,5345000000.0,1795000000.0,,721000000.0,2133000000.0,15000000.0,,4939368000.0,14000000,,,3738000000.0,637000000.0,,-4000000.0,834000000.0,1046000000.0,0.008571,393000000.0,11000000.0,,317000000.0,292000000.0,0.0,43000000,,371000000.0,597000000.0,-17000000.0,15000000.0,,15000000.0,5000000.0,15000000.0,10000000.0,43000000.0,0.0,-390000000.0,,4845120000.0,454000000.0,280000000.0,-44000000.0,401000000.0,19000000.0,,62000000.0,331000000.0,101000000.0,0.0,-61000000.0,2006000000.0,,6130000000.0,,785000000.0,2138000000.0,4144000000.0,0.008571,1651000000.0,22000000.0,961000000.0,6000000.0,1737000000.0,1599000000.0
2001-06-30,-1174000000.0,-146000000.0,31000000,1475000000,10000000.0,434000000.0,61000000.0,2121000000.0,,2213000000.0,,,5248000000.0,1614000000.0,,727000000.0,2194000000.0,23000000.0,,5024768000.0,117000000,,,3858000000.0,598000000.0,,0.0,254000000.0,1041000000.0,0.012143,403000000.0,-9000000.0,,317000000.0,281000000.0,0.0,61000000,,240000000.0,599000000.0,-30000000.0,6000000.0,,6000000.0,4000000.0,9000000.0,19000000.0,61000000.0,0.0,-380000000.0,146000000.0,4882710000.0,184000000.0,282000000.0,-33000000.0,-17000000.0,26000000.0,,87000000.0,347000000.0,122000000.0,399000000.0,-63000000.0,2097000000.0,,6071000000.0,146000000.0,823000000.0,2121000000.0,4218000000.0,0.012143,1214000000.0,26000000.0,847000000.0,3000000.0,2138000000.0,1673000000.0
2001-09-30,-1260000000.0,157000000.0,64000000,1450000000,-104000000.0,437000000.0,66000000.0,2310000000.0,,2101000000.0,,,5143000000.0,1518000000.0,,924000000.0,2260000000.0,,,,-171000000,,,3920000000.0,466000000.0,,-29000000.0,717000000.0,1013000000.0,,373000000.0,8000000.0,,317000000.0,268000000.0,0.0,66000000,,161000000.0,583000000.0,-163000000.0,18000000.0,,18000000.0,2000000.0,-11000000.0,11000000.0,66000000.0,0.0,-360000000.0,,,314000000.0,266000000.0,275000000.0,189000000.0,28000000.0,,94000000.0,564000000.0,105000000.0,0.0,112000000.0,2026000000.0,,6021000000.0,,878000000.0,2310000000.0,4336000000.0,,1348000000.0,30000000.0,801000000.0,-33000000.0,2121000000.0,1693000000.0
2001-12-31,-1382000000.0,7000000.0,20000000,1375000000,-417000000.0,422000000.0,38000000.0,1946000000.0,29000000.0,2156000000.0,,,5272000000.0,1579000000.0,,934000000.0,2298000000.0,-10000000.0,,5005126000.0,84000000,,,3966000000.0,498000000.0,66000000.0,10000000.0,232000000.0,953000000.0,0.007857,402000000.0,-12000000.0,173000000.0,315000000.0,289000000.0,0.0,38000000,,213000000.0,577000000.0,-36000000.0,11000000.0,,11000000.0,3000000.0,2000000.0,23000000.0,38000000.0,0.0,-361000000.0,101000000.0,4918620000.0,101000000.0,262000000.0,42000000.0,-364000000.0,15000000.0,,53000000.0,573000000.0,113000000.0,242000000.0,6000000.0,2421000000.0,-32000000.0,6122000000.0,9000000.0,850000000.0,1946000000.0,4367000000.0,0.007857,966000000.0,28000000.0,830000000.0,-28000000.0,2310000000.0,1706000000.0
2002-03-31,-1515000000.0,-109000000.0,28000000,1495000000,-825000000.0,409000000.0,40000000.0,8000000.0,,2250000000.0,,,5414000000.0,1709000000.0,,955000000.0,2338000000.0,40000000.0,,5123566000.0,57000000,,,4014000000.0,644000000.0,,-42000000.0,722000000.0,1086000000.0,0.007857,381000000.0,-3000000.0,,311000000.0,270000000.0,0.0,40000000,,274000000.0,541000000.0,-43000000.0,36000000.0,,36000000.0,3000000.0,1000000.0,26000000.0,40000000.0,0.0,-368000000.0,,4948720000.0,182000000.0,230000000.0,2000000.0,-787000000.0,15000000.0,,55000000.0,587000000.0,111000000.0,0.0,-41000000.0,3150000000.0,,6264000000.0,81000000.0,850000000.0,1159000000.0,4309000000.0,0.007857,800000000.0,29000000.0,987000000.0,-71000000.0,1946000000.0,1747000000.0
2002-06-30,-581000000.0,-62000000.0,13000000,1429000000,82000000.0,391000000.0,32000000.0,1246000000.0,,2227000000.0,,,5443000000.0,1718000000.0,,970000000.0,2370000000.0,-32000000.0,,5136348000.0,69000000,,,4066000000.0,626000000.0,66000000.0,-1000000.0,224000000.0,1038000000.0,0.006429,378000000.0,-8000000.0,222000000.0,316000000.0,272000000.0,0.0,32000000,,313000000.0,509000000.0,-31000000.0,42000000.0,,42000000.0,2000000.0,-1000000.0,34000000.0,32000000.0,0.0,-381000000.0,48000000.0,4989180000.0,114000000.0,193000000.0,-37000000.0,87000000.0,7000000.0,,39000000.0,589000000.0,106000000.0,246000000.0,-68000000.0,3060000000.0,,6293000000.0,33000000.0,850000000.0,1246000000.0,4306000000.0,0.006429,695000000.0,28000000.0,904000000.0,-104000000.0,8000000.0,1808000000.0
2002-09-30,-666000000.0,61000000.0,-16000000,1443000000,908000000.0,381000000.0,-45000000.0,2252000000.0,7000000.0,2203000000.0,,,5388000000.0,1658000000.0,,1057000000.0,2325000000.0,-32000000.0,,,-25000000,,,4095000000.0,565000000.0,85000000.0,26000000.0,205000000.0,1062000000.0,,397000000.0,-11000000.0,253000000.0,316000000.0,280000000.0,0.0,-45000000,,275000000.0,545000000.0,-64000000.0,16000000.0,,16000000.0,2000000.0,-70000000.0,45000000.0,-45000000.0,0.0,-436000000.0,39000000.0,,131000000.0,229000000.0,82000000.0,1006000000.0,-15000000.0,,-60000000.0,621000000.0,117000000.0,196000000.0,18000000.0,2085000000.0,61000000.0,6298000000.0,34000000.0,910000000.0,2252000000.0,4337000000.0,,1639000000.0,33000000.0,911000000.0,-49000000.0,1246000000.0,1826000000.0
2002-12-31,-674000000.0,76000000.0,-14000000,1472000000,237000000.0,406000000.0,-8000000.0,2612000000.0,-94000000.0,2153000000.0,12000000.0,,5384000000.0,1595000000.0,,1046000000.0,2317000000.0,2000000.0,,5026798000.0,26000000,,,4116000000.0,497000000.0,85000000.0,9000000.0,228000000.0,1066000000.0,-0.001429,420000000.0,1000000.0,278000000.0,320000000.0,299000000.0,0.0,-6000000,,204000000.0,558000000.0,-20000000.0,13000000.0,,13000000.0,2000000.0,-15000000.0,44000000.0,-8000000.0,0.0,-441000000.0,28000000.0,5026798000.0,136000000.0,238000000.0,110000000.0,360000000.0,-2000000.0,,-8000000.0,605000000.0,121000000.0,182000000.0,90000000.0,1850000000.0,68000000.0,6269000000.0,31000000.0,885000000.0,2612000000.0,4462000000.0,-0.001429,922000000.0,32000000.0,817000000.0,-40000000.0,2252000000.0,1840000000.0
