date,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyBasicAverageShares,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables
2003-09-30,,2896954000.0,-7874000.0,,648501000.0,0.0,455217000.0,367110000.0,,519886000.0,519886000.0,0.0,221462000.0,-237992000.0,,,305121000,-92862000.0,1176882000,220297000,-2060384000.0,-227387000.0,3905155000.0,-144362000.0,,1043374000.0,2338569000.0,211620000.0,,396734000.0,55139000.0,64669000.0,,141731000.0,,5137000.0,,3950592000.0,50260000.0,1844771000.0,337130000.0,,781342000.0,362862000.0,585436000.0,3233684000.0,1184031000.0,5572253000.0,303872000.0,161360000,161360000.0,316010000.0,84824000.0,1631925000.0,328807000.0,,,519886000.0,-105135000.0,121920000.0,9616000.0,2675299000.0,0.0,119087000.0,160938000.0,740412000.0,591446000.0,795014000.0,,939000.0,371149000.0,-25309000.0,,,,,
2003-12-31,0.48,3045015000.0,-20568000.0,,653766000.0,,519886000.0,366253000.0,,534640000.0,534640000.0,0.0,930311000.0,-173051000.0,,249704000.0,258690000,-44771000.0,1199531000,168374000,-2133583000.0,-133328000.0,3984021000.0,-75143000.0,,940815000.0,2367343000.0,159399000.0,,213183000.0,60653000.0,14754000.0,,-49083000.0,7997000.0,58748000.0,,4037320000.0,33997000.0,1850438000.0,0.0,,818863000.0,,640884000.0,3241576000.0,1164923000.0,5608919000.0,168412000.0,125402000,125402000.0,329620000.0,90316000.0,1623089000.0,337164000.0,0.5,-3020000.0,534640000.0,-68359000.0,10504000.0,8929000.0,2563904000.0,0.0,121002000.0,124852000.0,737372000.0,558647000.0,790654000.0,,-46000.0,390273000.0,-28000.0,260108333.0,,,,
2004-03-31,0.62,3160453000.0,-19285000.0,,652041000.0,,534640000.0,365122000.0,,660469000.0,660469000.0,0.0,884674000.0,-185678000.0,,253269231.0,326985000,-63479000.0,1270523000,231292000,-2184121000.0,-104761000.0,4038412000.0,-99746000.0,,891456000.0,2484331000.0,220213000.0,,314520000.0,62554000.0,125829000.0,,44462000.0,9205000.0,75258000.0,,4164089000.0,55053000.0,1854291000.0,0.0,,801014000.0,,638049000.0,3230641000.0,1183113000.0,5714972000.0,251041000.0,165160000,165160000.0,338628000.0,95693000.0,1663063000.0,355512000.0,0.65,-618000.0,660469000.0,-83382000.0,6782000.0,7961000.0,2554519000.0,0.0,124438000.0,164625000.0,724309000.0,632474000.0,769646000.0,,-3118000.0,401182000.0,-76290000.0,265524194.0,,,,
2004-06-30,0.41,3078328000.0,-40979000.0,,876372000.0,,660469000.0,364398000.0,,659511000.0,659511000.0,0.0,1000045000.0,-202476000.0,,253200000.0,222406000,-61790000.0,1257755000,134691000,-2207504000.0,-184936000.0,4053230000.0,-175113000.0,,1006108000.0,2510466000.0,129862000.0,,293934000.0,60800000.0,-958000.0,,77674000.0,37149000.0,29691000.0,,4235345000.0,20466000.0,1845726000.0,0.0,,806674000.0,,624212000.0,3208028000.0,1149173000.0,5718494000.0,232144000.0,109396000,109396000.0,338052000.0,87715000.0,1634058000.0,358223000.0,0.43,-4541000.0,659511000.0,-107310000.0,6063000.0,4128000.0,2640166000.0,0.0,126662000.0,108876000.0,485930000.0,633543000.0,768016000.0,,-100701000.0,498852000.0,-38792000.0,265551220.0,,,,
2004-09-30,,3067863000.0,17014000.0,,755218000.0,,659511000.0,363804000.0,,751497000.0,719378000.0,63694000.0,206941000.0,-158478000.0,,,336410000,-95678000.0,1206936000,252910000,-2223225000.0,-81400000.0,4104222000.0,-99928000.0,,1050082000.0,2641334000.0,243394000.0,,275897000.0,51642000.0,59867000.0,,38170000.0,20302000.0,12375000.0,32119000.0,4264778000.0,60848000.0,1880997000.0,408916000.0,,807380000.0,384936000.0,597217000.0,3111245000.0,1171506000.0,5752579000.0,180219000.0,182546000,67444000.0,305167000.0,83500000.0,1634634000.0,374222000.0,,-33268000.0,719378000.0,-136183000.0,49289000.0,8589000.0,2684716000.0,0.0,88906000.0,66934000.0,475030000.0,609719000.0,738778000.0,,-927000.0,356809000.0,-37266000.0,,,,,
2004-12-31,0.75,3342212000.0,-11275000.0,,775182000.0,,719378000.0,332662000.0,,873531000.0,822037000.0,63712000.0,1045481000.0,-12708000.0,,249979487.0,345383000,-49932000.0,1288369000,250697000,-2319021000.0,-77721000.0,4234118000.0,-112460000.0,,1165472000.0,2815625000.0,238714000.0,,255632000.0,62083000.0,102659000.0,,7544000.0,16931000.0,80300000.0,51494000.0,4414071000.0,44316000.0,1915097000.0,11728000.0,,818147000.0,,634501000.0,3157800000.0,1061341000.0,5973425000.0,205700000.0,194398000,195351000.0,341088000.0,94686000.0,1465741000.0,312972000.0,0.78,-18254000.0,822037000.0,-79461000.0,108263000.0,9122000.0,2631213000.0,0.0,91428000.0,194984000.0,467521000.0,653868000.0,796248000.0,,-2861000.0,403171000.0,-251000.0,259978667.0,,,,
2005-03-31,0.72,3417331000.0,-20007000.0,,761882000.0,,822037000.0,332662000.0,,878891000.0,825497000.0,60362000.0,985820000.0,-39819000.0,,254256757.0,353541000,-58246000.0,1365530000,255185000,-2344938000.0,-116080000.0,4239215000.0,-112474000.0,,1138963000.0,2893173000.0,248387000.0,,198621000.0,65988000.0,3460000.0,,-102204000.0,29052000.0,17511000.0,53394000.0,4557000000.0,61878000.0,1894277000.0,12091000.0,,885938000.0,,678018000.0,3110291000.0,1051369000.0,6003464000.0,140375000.0,186509000,188150000.0,366339000.0,98356000.0,1447170000.0,302002000.0,0.74,-864000.0,825497000.0,-79117000.0,141052000.0,4556000.0,2586133000.0,38396000.0,93799000.0,188150000.0,454132000.0,687512000.0,807228000.0,,-2242000.0,432327000.0,-92075000.0,261319444.0,,,,
2005-06-30,0.73,3294039000.0,-43270000.0,,992841000.0,,825497000.0,332662000.0,,995870000.0,918391000.0,56891000.0,1005938000.0,-163564000.0,,252890667.0,356806000,-67150000.0,1381306000,261620000,-2362470000.0,-103775000.0,4235301000.0,-184295000.0,,1261473000.0,2945885000.0,257075000.0,,329809000.0,67003000.0,92894000.0,,31459000.0,27233000.0,15562000.0,77479000.0,4701467000.0,67274000.0,1872831000.0,11004000.0,,839231000.0,,686764000.0,3064293000.0,1066485000.0,6010178000.0,262659000.0,189801000,189668000.0,365919000.0,95186000.0,1454666000.0,290987000.0,0.75,-21777000.0,918391000.0,-132197000.0,244531000.0,3561000.0,2716139000.0,6700000.0,97194000.0,189668000.0,198621000.0,694542000.0,797368000.0,,-984000.0,432922000.0,-45201000.0,259819178.0,,,,
2005-09-30,,3283952000.0,55115000.0,,571607000.0,,918391000.0,332662000.0,,1129698000.0,1042890000.0,0.0,252262000.0,-172915000.0,,,361936000,-142300000.0,1379476000,262668000,-2371411000.0,-226931000.0,4305129000.0,-140770000.0,,1299375000.0,2975314000.0,260678000.0,,442112000.0,76552000.0,124499000.0,,73923000.0,,10121000.0,86808000.0,4805852000.0,139103000.0,1933718000.0,400710000.0,,842806000.0,439894000.0,662746000.0,3096655000.0,1060833000.0,6071969000.0,299812000.0,121575000,149094000.0,376510000.0,99268000.0,1488642000.0,301933000.0,,-4051000.0,1042890000.0,-91236000.0,206509000.0,38434000.0,2788017000.0,-13551000.0,125876000.0,149094000.0,591330000.0,716730000.0,775949000.0,,-977000.0,454062000.0,-44709000.0,,,,,
2005-12-31,0.85,3405400000.0,-20270000.0,,572413000.0,,1042890000.0,332662000.0,,1257348000.0,1168973000.0,0.0,1146584000.0,-199669000.0,,247568182.0,400809000,-64330000.0,1414061000,301121000,-2413557000.0,47207000.0,4341029000.0,-100547000.0,,1552236000.0,3146465000.0,297869000.0,,171149000.0,69325000.0,126083000.0,,-62176000.0,7841000.0,48369000.0,88375000.0,4969430000.0,80009000.0,1927472000.0,0.0,,853934000.0,,675741000.0,3084291000.0,958885000.0,6230756000.0,106819000.0,217860000,217860000.0,367874000.0,99688000.0,1273120000.0,185196000.0,0.88,-7668000.0,1168973000.0,-92268000.0,405652000.0,16760000.0,2825356000.0,0.0,129039000.0,217860000.0,584406000.0,738320000.0,811404000.0,,-1163000.0,437199000.0,,256305882.0,,,,
2006-03-31,0.6,3508875000.0,-16186000.0,,553121000.0,,1168973000.0,332662000.0,,866285000.0,776534000.0,0.0,981301000.0,-176811000.0,,248496774.0,338239000,-96760000.0,1449317000,239804000,-2472947000.0,-258623000.0,4428539000.0,-124448000.0,,1287299000.0,2806611000.0,236539000.0,,206912000.0,129099000.0,-392439000.0,,-241561000.0,21006000.0,46302000.0,89751000.0,5071393000.0,80301000.0,1955592000.0,0.0,551228000.0,864697000.0,,710635000.0,3316167000.0,956539000.0,6122778000.0,110152000.0,156238000,154068000.0,369779000.0,98435000.0,1326604000.0,204877000.0,0.62,2498000.0,776534000.0,-340881000.0,305998000.0,19805000.0,2613903000.0,-80250000.0,165188000.0,154068000.0,256226000.0,738682000.0,842712000.0,,-451000.0,498878000.0,,256780000.0,,,,
2006-06-30,0.81,3556473000.0,-8589000.0,,543087000.0,,776534000.0,332662000.0,,817913000.0,720995000.0,0.0,1057926000.0,-123769000.0,,245682143.0,378849000,-115258000.0,1483698000,279006000,-2554849000.0,-229660000.0,4570276000.0,-207969000.0,,1366893000.0,2824253000.0,273341000.0,,299551000.0,77967000.0,-55539000.0,,81799000.0,78204000.0,22376000.0,96918000.0,5224571000.0,66968000.0,2015427000.0,0.0,561600000.0,889229000.0,,732943000.0,3386940000.0,953973000.0,6211193000.0,184293000.0,206373000,206373000.0,393782000.0,99843000.0,1287827000.0,226910000.0,0.84,-8424000.0,720995000.0,-132889000.0,308967000.0,15425000.0,2654720000.0,6520000.0,106944000.0,206373000.0,266826000.0,750755000.0,876386000.0,,-2386000.0,471749000.0,-52854000.0,254781481.0,,,,
2006-09-30,,3836204000.0,389000.0,,525667000.0,,720995000.0,332662000.0,,1106675000.0,1000289000.0,0.0,243602000.0,-17674000.0,,,337667000,-205753000.0,1487751000,230538000,-2609409000.0,98903000.0,4742957000.0,-15918000.0,,1576329000.0,3185253000.0,227207000.0,,398788000.0,83620000.0,279294000.0,-75474000.0,67141000.0,5000.0,30749000.0,106386000.0,5345697000.0,52087000.0,2133548000.0,415084000.0,565146000.0,885748000.0,490425000.0,767533000.0,3639272000.0,956971000.0,6824525000.0,193035000.0,175120000,173979000.0,406060000.0,107129000.0,1411992000.0,270495000.0,,-14711000.0,1000289000.0,-220488000.0,427218000.0,14056000.0,2988321000.0,17611000.0,184526000.0,173979000.0,414911000.0,720218000.0,875738000.0,,-4763000.0,489680000.0,-52849000.0,,,,,
2006-12-31,0.56,3931000000.0,-12415000.0,,642640000.0,,1000289000.0,332662000.0,,643353000.0,533425000.0,0.0,,46689000.0,,246343103.0,314911000,-115984000.0,1501526000,213830000,-2682420000.0,-305968000.0,4888550000.0,-112329000.0,,1472270000.0,2825122000.0,214708000.0,,285559000.0,194679000.0,-466864000.0,-27457000.0,-23579000.0,81377000.0,19101000.0,109928000.0,5427451000.0,83657000.0,2206130000.0,1266404000.0,614590000.0,928725000.0,,708933000.0,3985419000.0,956114000.0,6810541000.0,169575000.0,131051000,142879000.0,384084000.0,101081000.0,1407271000.0,207636000.0,0.58,-1587000.0,533425000.0,-449543000.0,205866000.0,12868000.0,2879541000.0,9454000.0,243521000.0,142879000.0,522059000.0,792593000.0,926598000.0,,-2368000.0,578763000.0,,255141071.0,,,,
2007-03-31,0.95,4129488000.0,-24873000.0,,616596000.0,,533425000.0,332662000.0,,580012000.0,409655000.0,0.0,1138420000.0,69286000.0,,244982828.0,428011000,-129451000.0,1575922000,318064000,-2741365000.0,-152233000.0,5007592000.0,-112506000.0,,1346874000.0,2850600000.0,321336000.0,,236917000.0,86687000.0,-123770000.0,-16141000.0,-131384000.0,-20716000.0,55657000.0,170357000.0,5610948000.0,85797000.0,2266227000.0,0.0,615898000.0,974074000.0,,764540000.0,4101222000.0,956135000.0,6951822000.0,107466000.0,235539000,242533000.0,406631000.0,109947000.0,1475460000.0,274469000.0,0.99,-55416000.0,409655000.0,-209740000.0,208454000.0,11686000.0,2822334000.0,22598000.0,244856000.0,242533000.0,602501000.0,811382000.0,975582000.0,,5872000.0,493318000.0,,255297895.0,,,,
2007-06-30,0.96,4227895000.0,-31097000.0,,606852000.0,,409655000.0,332662000.0,,576478000.0,444164000.0,0.0,1209008000.0,107072000.0,,244809000.0,447468000,-136579000.0,1631159000,334931000,-2802155000.0,-213602000.0,5137003000.0,-187602000.0,,1414780000.0,2961234000.0,329651000.0,,366260000.0,92993000.0,34509000.0,-3474000.0,-37669000.0,-16178000.0,26101000.0,132314000.0,5795744000.0,89182000.0,2334848000.0,0.0,618761000.0,1034047000.0,,791071000.0,4161611000.0,953112000.0,7122845000.0,229681000.0,240469000,244809000.0,412164000.0,112537000.0,1480170000.0,279104000.0,1.0,46021000.0,444164000.0,-121655000.0,205772000.0,11598000.0,2894950000.0,11007000.0,247954000.0,244809000.0,601150000.0,840088000.0,1023348000.0,,-5620000.0,505157000.0,-59944000.0,255009375.0,,,,
2007-09-30,,4361957000.0,-17537000.0,,613455000.0,,444164000.0,332662000.0,,669522000.0,511482000.0,0.0,266993000.0,14033000.0,,,461545000,-196714000.0,1651101000,343769000,-2856777000.0,-54226000.0,5354115000.0,-37687000.0,,1478809000.0,3130566000.0,338250000.0,,351700000.0,100430000.0,67318000.0,-68417000.0,26752000.0,63223000.0,29820000.0,158040000.0,5995787000.0,89142000.0,2497338000.0,522753000.0,621414000.0,1083152000.0,481429000.0,807377000.0,4198799000.0,955713000.0,7329365000.0,154986000.0,249108000,259812000.0,399525000.0,117776000.0,1488599000.0,444874000.0,,-23066000.0,511482000.0,-237317000.0,207634000.0,10268000.0,2967408000.0,12059000.0,88012000.0,259812000.0,466592000.0,843724000.0,1051959000.0,,-4334000.0,499955000.0,-59726000.0,,,,,
2007-12-31,1.07,4524276000.0,-8662000.0,,589030000.0,,511482000.0,332662000.0,,919637000.0,750762000.0,0.0,1288600000.0,48053000.0,,244637838.0,477888000,-125316000.0,1705767000,362676000,-2924175000.0,-101078000.0,5468174000.0,-126294000.0,,1496806000.0,3345067000.0,366572000.0,,473158000.0,91527000.0,239280000.0,-1473000.0,52788000.0,22736000.0,,168875000.0,6191051000.0,95676000.0,2543999000.0,0.0,621587000.0,1020751000.0,,829846000.0,4221467000.0,957627000.0,7566534000.0,347842000.0,270896000,271548000.0,421718000.0,115212000.0,1545452000.0,427610000.0,1.11,-4752000.0,750762000.0,-138730000.0,208206000.0,10339000.0,3042258000.0,24920000.0,160215000.0,271548000.0,466851000.0,875921000.0,1079995000.0,,707000.0,513245000.0,,253783178.0,,,,
2008-03-31,1.09,4859176000.0,-7712000.0,,595031000.0,,750762000.0,332662000.0,,761355000.0,560999000.0,0.0,1170659000.0,221057000.0,,244411504.0,498408000,-164148000.0,1746925000,381561000,-3035394000.0,-212726000.0,5705829000.0,-150061000.0,,1378907000.0,3422601000.0,382296000.0,,212747000.0,96034000.0,-189763000.0,-9388000.0,-211048000.0,34594000.0,,200356000.0,6398401000.0,106661000.0,2670435000.0,0.0,632940000.0,1168119000.0,,853807000.0,4378655000.0,959949000.0,7801256000.0,48599000.0,275635000,276185000.0,415523000.0,116847000.0,1563173000.0,438897000.0,1.13,-26702000.0,560999000.0,-198562000.0,208248000.0,8098000.0,2942080000.0,25566000.0,164327000.0,276185000.0,480249000.0,893118000.0,1146901000.0,,828000.0,511557000.0,,253380734.0,,,,
2008-06-30,1.18,5074113000.0,-13289000.0,,597121000.0,,560999000.0,332662000.0,,968402000.0,735908000.0,0.0,1261600000.0,245623000.0,,244273000.0,530620000,-159956000.0,1867587000,409566000,-3104176000.0,-134166000.0,5845401000.0,-78034000.0,,1465949000.0,3648472000.0,410220000.0,,544256000.0,100071000.0,174909000.0,95000.0,92153000.0,33778000.0,12423000.0,232494000.0,6625931000.0,112811000.0,2741225000.0,0.0,652054000.0,1175256000.0,,917362000.0,4480734000.0,954855000.0,8129206000.0,384300000.0,297409000,297089000.0,440588000.0,121054000.0,1589144000.0,452340000.0,1.22,-18716000.0,735908000.0,-233355000.0,204349000.0,9017000.0,3055093000.0,5229000.0,181949000.0,297089000.0,490334000.0,950225000.0,1144412000.0,,-1285000.0,540659000.0,-69558000.0,251648000.0,,,,
2008-09-30,,4935568000.0,-8828000.0,,571692000.0,,735908000.0,332662000.0,,1030419000.0,830477000.0,0.0,260882000.0,-62816000.0,,,522573000,-201867000.0,1835631000,398264000,-3053521000.0,-137858000.0,5797995000.0,-95612000.0,,1416579000.0,3614675000.0,394519000.0,,456938000.0,108605000.0,94569000.0,90854000.0,-21180000.0,-46606000.0,21365000.0,199942000.0,6838589000.0,110542000.0,2744474000.0,435268000.0,625768000.0,1079051000.0,519117000.0,891545000.0,4298268000.0,953226000.0,7912943000.0,255071000.0,283977000,282175000.0,437217000.0,124309000.0,1560796000.0,464982000.0,,-1817000.0,830477000.0,-212377000.0,201312000.0,8888000.0,2977375000.0,8620000.0,142588000.0,282175000.0,356334000.0,944086000.0,1080426000.0,,-1736000.0,545822000.0,-69510000.0,,,,,
2008-12-31,1.26,4766971000.0,253000.0,,554778000.0,,830477000.0,332662000.0,,776783000.0,597619000.0,0.0,1229296000.0,-207703000.0,,242397000.0,538326000,-120497000.0,1733505000,421808000,-3072251000.0,-367537000.0,5767062000.0,-289972000.0,,1638196000.0,3465138000.0,425046000.0,,267864000.0,97457000.0,-232858000.0,9293000.0,-100847000.0,-68299000.0,,179164000.0,7068177000.0,112978000.0,2694811000.0,0.0,608285000.0,1072010000.0,,804298000.0,4195555000.0,747760000.0,7660693000.0,147367000.0,312068000,312082000.0,409942000.0,116518000.0,1255526000.0,364878000.0,1.29,-8825000.0,597619000.0,-129069000.0,408900000.0,7824000.0,2893722000.0,3702000.0,142888000.0,312082000.0,337681000.0,929207000.0,1170100000.0,,9411000.0,507399000.0,-82102000.0,247684127.0,,,,
2009-03-31,1.06,4804023000.0,-29258000.0,,569698000.0,,597619000.0,332662000.0,,730189000.0,542712000.0,0.0,,-360472000.0,,240239000.0,479356000,-153946000.0,1740804000,363467000,-3069142000.0,-112016000.0,5732215000.0,-51546000.0,,1510687000.0,3407797000.0,354583000.0,,257890000.0,98734000.0,-54907000.0,-2920000.0,-172350000.0,87305000.0,,187477000.0,7252772000.0,93256000.0,2663073000.0,0.0,597471000.0,1062106000.0,,838101000.0,4168033000.0,747670000.0,7575830000.0,103944000.0,261327000,261274000.0,440502000.0,117278000.0,1261120000.0,0.0,1.09,-7407000.0,542712000.0,-190611000.0,405554000.0,7495000.0,2771807000.0,5931000.0,141493000.0,261274000.0,337791000.0,902703000.0,1180740000.0,,-5701000.0,539236000.0,-76604000.0,245890000.0,,,,
2009-06-30,1.39,5211896000.0,-26629000.0,,580698000.0,,542712000.0,332662000.0,-81000.0,1751960000.0,1331601000.0,30856000.0,,-220297000.0,22514000.0,240109000.0,440283000,-160808000.0,1820255000,431763000,-3196140000.0,641567000.0,5978641000.0,-29908000.0,,1646462000.0,4491537000.0,428995000.0,,532172000.0,98489000.0,788889000.0,-28000000.0,58228000.0,3120000.0,10409000.0,420359000.0,7514585000.0,90291000.0,2782501000.0,4405000.0,610782000.0,1144944000.0,,860063000.0,4357450000.0,1483560000.0,8848987000.0,371364000.0,338704000,341027000.0,429940000.0,118450000.0,1990629000.0,0.0,1.42,-206832000.0,1331601000.0,-394396000.0,405737000.0,11288000.0,3637091000.0,0.0,124037000.0,341027000.0,383469000.0,960192000.0,1207007000.0,,-4247000.0,528429000.0,-79202000.0,245696000.0,,,,
2009-09-30,,5142712000.0,-30266000.0,,603873000.0,,1331601000.0,332662000.0,-22000.0,1945805000.0,1394244000.0,0.0,264181000.0,-372662000.0,7590000.0,,568661000,-265440000.0,1897733000,439608000,-3274700000.0,-241710000.0,6241329000.0,-178580000.0,3665000.0,1777093000.0,4646954000.0,436932000.0,,658890000.0,113737000.0,62643000.0,81668000.0,125230000.0,-2155000.0,10748000.0,551561000.0,7752831000.0,131175000.0,2966629000.0,459742000.0,621872000.0,1168662000.0,646540000.0,911911000.0,4657670000.0,1488460000.0,9304624000.0,393450000.0,305757000,317220000.0,432477000.0,117947000.0,2384819000.0,0.0,,-115164000.0,1394244000.0,-358887000.0,402965000.0,13782000.0,4161912000.0,2497000.0,114325000.0,317220000.0,465296000.0,985822000.0,1156762000.0,,-3312000.0,546214000.0,-78969000.0,,,,,
2009-12-31,1.3,5260159000.0,-9605000.0,,782256000.0,279593000.0,1394244000.0,332662000.0,-197337000.0,1458413000.0,1182306000.0,0.0,,-337827000.0,35320000.0,237360000.0,452455000,-137060000.0,1916774000,446020000,-3364792000.0,-466673000.0,6364218000.0,-191133000.0,,1538827000.0,4056893000.0,439468000.0,-274756000.0,394519000.0,100284000.0,-211938000.0,1709000.0,88691000.0,-13698000.0,3862000.0,276107000.0,7978872000.0,123490000.0,2999426000.0,0.0,769975000.0,1075263000.0,,919542000.0,5037383000.0,1487844000.0,9094276000.0,257459000.0,315978000,316376000.0,450928000.0,125221000.0,2295290000.0,0.0,1.33,,1182306000.0,-141828000.0,205441000.0,12987000.0,3834117000.0,0.0,187453000.0,316376000.0,485726000.0,997232000.0,1163999000.0,,-2354000.0,551212000.0,-89889000.0,242965000.0,,,,
2010-03-31,1.24,5149634000.0,-24986000.0,,791655000.0,-155960000.0,1182306000.0,332662000.0,-4908000.0,1258102000.0,830688000.0,0.0,,-459605000.0,17147000.0,235325000.0,440311000,-142906000.0,1844854000,430495000,-3339120000.0,-310955000.0,6306797000.0,-258867000.0,,1467466000.0,3939493000.0,427398000.0,-6611000.0,292016000.0,101118000.0,-351618000.0,12416000.0,-230603000.0,50221000.0,27396000.0,427414000.0,8192151000.0,129673000.0,2967677000.0,0.0,764059000.0,1142155000.0,,886895000.0,5003899000.0,1490262000.0,8943392000.0,149110000.0,297725000,297631000.0,426346000.0,126806000.0,2326292000.0,0.0,1.26,,830688000.0,-330463000.0,200573000.0,12913000.0,3793758000.0,0.0,201123000.0,297631000.0,480508000.0,957959000.0,1166044000.0,,164000.0,527464000.0,-84343000.0,240863000.0,,,,
2010-06-30,1.29,5153877000.0,-8333000.0,,779597000.0,,830688000.0,332662000.0,1729000.0,1445236000.0,750106000.0,80706000.0,,-598375000.0,16650000.0,233242000.0,443542000,-128132000.0,1878229000,440100000,-3304100000.0,-178556000.0,6191493000.0,-99999000.0,,1531426000.0,4123061000.0,430457000.0,0.0,507709000.0,108623000.0,-80582000.0,-7037000.0,47885000.0,-8283000.0,4506000.0,695130000.0,8412924000.0,124174000.0,2887393000.0,13608000.0,754951000.0,1090093000.0,,905822000.0,4908612000.0,1493400000.0,9031673000.0,379577000.0,306283000,306908000.0,423684000.0,130978000.0,2346370000.0,0.0,1.32,,750106000.0,-406977000.0,202221000.0,13085000.0,3877796000.0,0.0,209703000.0,306908000.0,486671000.0,972407000.0,1121643000.0,,1348000.0,532307000.0,-86112000.0,238319000.0,,,,
2010-09-30,,5434580000.0,-38712000.0,,793401000.0,,750106000.0,332662000.0,247000.0,1744195000.0,1215989000.0,0.0,325402000.0,-457909000.0,10257000.0,,495224000,-224367000.0,1732476000,360182000,-3431570000.0,-266503000.0,6532062000.0,-200001000.0,28796000.0,1671673000.0,4505250000.0,363838000.0,0.0,550024000.0,120972000.0,465883000.0,20967000.0,25277000.0,16612000.0,14329000.0,528206000.0,8724228000.0,107484000.0,3100492000.0,0.0,763961000.0,1205377000.0,1114717000.0,830924000.0,5145444000.0,1495357000.0,9650694000.0,325657000.0,256354000,396695000.0,420398000.0,119108000.0,2544441000.0,0.0,,,1215989000.0,173642000.0,202758000.0,12278000.0,4216114000.0,0.0,149975000.0,396695000.0,487590000.0,901552000.0,1145337000.0,,1340000.0,541370000.0,-85369000.0,,,,,
2010-12-31,1.36,4877933000.0,-5827000.0,,796957000.0,,1215989000.0,332662000.0,-7000.0,2247162000.0,1249355000.0,0.0,,-476974000.0,34081000.0,228083000.0,546896000,-97508000.0,1842005000,413078000,-3493526000.0,135987000.0,6575381000.0,-836891000.0,,1612353000.0,4950841000.0,408151000.0,0.0,466109000.0,115542000.0,33366000.0,-10534000.0,-28630000.0,9782000.0,27522000.0,997807000.0,8947065000.0,93875000.0,3081855000.0,0.0,760962000.0,1093190000.0,,865431000.0,5120429000.0,2485019000.0,10071270000.0,368601000.0,314276000,315937000.0,447954000.0,123192000.0,3580984000.0,0.0,1.39,,1249355000.0,-567425000.0,235295000.0,15553000.0,5193337000.0,14979000.0,172047000.0,315937000.0,480655000.0,976574000.0,1195477000.0,,-4596000.0,563496000.0,-92707000.0,232915000.0,,,,
2011-03-31,1.38,5099061000.0,-19103000.0,,964166000.0,,1249355000.0,332662000.0,-7000.0,1858420000.0,748588000.0,0.0,,-290623000.0,19639000.0,220894000.0,452382000,-129900000.0,1922023000,440340000,-3623883000.0,-291477000.0,6789566000.0,-220900000.0,,1578911000.0,4856630000.0,428461000.0,-204970000.0,241559000.0,119152000.0,-500767000.0,37564000.0,-256438000.0,-2801000.0,10474000.0,1109832000.0,9168895000.0,117399000.0,3165683000.0,0.0,866260000.0,1209700000.0,,920589000.0,5487593000.0,2484168000.0,10344223000.0,111659000.0,311062000,312019000.0,441942000.0,122205000.0,3666251000.0,0.0,1.41,,748588000.0,-456659000.0,241431000.0,23921000.0,5245162000.0,4154000.0,276085000.0,312019000.0,491484000.0,1001434000.0,1276931000.0,,-2522000.0,561094000.0,-90159000.0,225467000.0,,,,
