date,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyBasicAverageShares,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables
1986-09-30,,803900000.0,,,148200000.0,,,,,172800000.0,172800000.0,89500000.0,,,,,-738800000,,389600000,-738800000,-367900000.0,,999200000.0,,,445400000.0,782800000.0,,,,,,,,,,,704800000.0,,631300000.0,290700000.0,,,,,908100000.0,391700000.0,1690900000.0,,31500000,,,,441600000.0,0.0,,,,,154700000.0,,887000000.0,,49900000.0,,128600000.0,,268300000.0,,,,,,,,,
1986-12-31,0.09,,,,,,,,,,,,,,,327840000.0,343600000,,343600000,343600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30500000,,,,,,0.09,,,,,,,,,,,,,,,,,327840000.0,,,,
1987-03-31,0.1,,,,,,,,,,,,,,,327840000.0,390000000,,390000000,390000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33300000,,,,,,0.1,,,,,,,,,,,,,,,,,327840000.0,,,,
1987-06-30,0.11,,,,,,,,,,,,,,,333728000.0,392900000,,392900000,392900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36200000,,,,,,0.11,,,,,,,,,,,,,,,,,333728000.0,,,,
1987-09-30,,861300000.0,,,253000000.0,,,,,189000000.0,189000000.0,52400000.0,,,,,-900100000,,455500000,-900100000,-367900000.0,,1122800000.0,,,493000000.0,842300000.0,,,,,,,,,,,823300000.0,,754900000.0,310400000.0,,,,,1049200000.0,479600000.0,1891500000.0,,41900000,,,,537200000.0,0.0,,,,,182600000.0,,1030200000.0,,57600000.0,,41300000.0,,305100000.0,,,,,,,,,
1987-12-31,0.09,,,,,,,,,,,,,,,318304000.0,366500000,,366500000,366500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20800000,,,,,,0.09,,,,,,,,,,,,,,,,,318304000.0,,,,
1988-03-31,0.13,,,,,,,,,,,,,,,323328000.0,427800000,,427800000,427800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000000,,,,,,0.13,,,,,,,,,,,,,,,,,323328000.0,,,,
1988-06-30,0.14,,,,,,,,,,,,,,,323512000.0,439600000,,439600000,439600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39700000,,,,,,0.14,,,,,,,,,,,,,,,,,323512000.0,,,,
1988-09-30,,959800000.0,,,255800000.0,,,,,123500000.0,123500000.0,63700000.0,,,,,-994800000,,475500000,-994800000,-367900000.0,,1293300000.0,,,525800000.0,883000000.0,,,,,,,,,,,951300000.0,,925400000.0,336600000.0,,,,,1184500000.0,500000000.0,2067500000.0,,52400000,,,,581900000.0,-100000.0,,,,,189200000.0,,1107700000.0,,82000000.0,,3300000.0,,356400000.0,,,,,,,,,
1988-12-31,0.1,,,,,,,,,,,,,,,322056000.0,406100000,,406100000,406100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000000,,,,,,0.1,,,,,,,,,,,,,,,,,322056000.0,,,,
1989-03-31,0.14,,,,,,,,,,,,,,,320792000.0,462900000,,462900000,462900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41600000,,,,,,0.14,,,,,,,,,,,,,,,,,320792000.0,,,,
1989-06-30,0.14,,,,,,,,,,,,,,,318072000.0,442800000,,442800000,442800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39000000,,,,,,0.14,,,,,,,,,,,,,,,,,318072000.0,,,,
1989-09-30,,1071500000.0,,,283600000.0,,,,,61000000.0,61000000.0,91400000.0,379200000.0,,,,-1055900000,,499700000,-1055900000,-555100000.0,,1655700000.0,,,567700000.0,868600000.0,,,,,,,,,,,1126200000.0,,1100600000.0,0.0,,,,,1401500000.0,516000000.0,2270100000.0,,54500000,,,,630900000.0,100000.0,,,,,188500000.0,,1198600000.0,,114800000.0,,17300000.0,,355200000.0,,,,,,,,,
1989-12-31,0.09,1111600000.0,14000000.0,-19800000.0,163500000.0,,61000000.0,,,60400000.0,60400000.0,108400000.0,365800000.0,,,307777778.0,76000000,-57800000.0,428800000,45400000,-590200000.0,14400000.0,1723000000.0,,,569700000.0,875200000.0,41800000.0,,43100000.0,,-600000.0,3000000.0,-9200000.0,-100000.0,2400000.0,,1143600000.0,14100000.0,1132800000.0,0.0,,,,210900000.0,1441200000.0,516500000.0,2316400000.0,-14700000.0,27700000,27700000.0,141900000.0,30600000.0,635100000.0,0.0,0.09,-14100000.0,0.0,-57900000.0,203900000.0,8400000.0,1204800000.0,0.0,118600000.0,27700000.0,144900000.0,217900000.0,381500000.0,,4900000.0,172500000.0,,307777778.0,,,,
1990-03-31,0.15,1092500000.0,1800000.0,-1400000.0,160500000.0,,0.0,48000000.0,,76400000.0,76400000.0,101500000.0,361400000.0,,,300000000.0,113800000,-73900000.0,520800000,81900000,-600900000.0,45000000.0,1772000000.0,,,598900000.0,924000000.0,68300000.0,,28700000.0,,16000000.0,3000000.0,-41600000.0,,64900000.0,,1178200000.0,22800000.0,1171100000.0,0.0,,,,251200000.0,1481900000.0,597600000.0,2405900000.0,-45200000.0,45500000,45500000.0,156400000.0,31900000.0,714500000.0,0.0,0.15,,0.0,-55700000.0,237500000.0,12400000.0,1313400000.0,-20700000.0,116900000.0,45000000.0,150300000.0,269600000.0,382400000.0,,-1200000.0,187700000.0,,300000000.0,,,,
1990-06-30,0.15,1146100000.0,-8600000.0,-18200000.0,157700000.0,,0.0,48000000.0,,48700000.0,48700000.0,91700000.0,381700000.0,,,307333333.0,111000000,-63000000.0,496600000,77400000,-614000000.0,-18500000.0,1822300000.0,0.0,,599100000.0,911400000.0,70200000.0,,73300000.0,,-27700000.0,3000000.0,-4100000.0,,6300000.0,,1214400000.0,23500000.0,1208300000.0,0.0,,,,235500000.0,1557000000.0,607500000.0,2468400000.0,10300000.0,46700000,46700000.0,150100000.0,33600000.0,723200000.0,0.0,0.15,,0.0,-81900000.0,217400000.0,10100000.0,1322300000.0,0.0,115700000.0,46100000.0,191000000.0,261100000.0,404600000.0,,2900000.0,183700000.0,-11700000.0,307333333.0,,,,
1990-09-30,,1233600000.0,-2000000.0,15400000.0,155800000.0,,0.0,53500000.0,,41700000.0,41700000.0,100400000.0,245900000.0,,,,140500000,-68900000.0,566600000,100900000,-647900000.0,-26900000.0,1924000000.0,0.0,,573800000.0,961900000.0,93800000.0,,113900000.0,,-7100000.0,2800000.0,400000.0,,5000000.0,,1265900000.0,31500000.0,1276100000.0,160900000.0,,,,258700000.0,1631600000.0,649300000.0,2593500000.0,45000000.0,62300000,62300000.0,167400000.0,39600000.0,786100000.0,-100000.0,,-19900000.0,0.0,-90800000.0,167000000.0,9400000.0,1359900000.0,0.0,136900000.0,61600000.0,199700000.0,307900000.0,397600000.0,,2300000.0,207000000.0,-10100000.0,,,,,
1990-12-31,0.1,1257200000.0,-1200000.0,-23100000.0,152900000.0,,41700000.0,53400000.0,,47600000.0,47600000.0,122000000.0,384400000.0,,,289000000.0,90500000,-44400000.0,482300000,53500000,-680500000.0,21700000.0,1971100000.0,,,565100000.0,970700000.0,45100000.0,,48400000.0,,5900000.0,3000000.0,-21000000.0,-100000.0,3400000.0,,1283800000.0,15600000.0,1290600000.0,0.0,,,,229400000.0,1644500000.0,655300000.0,2615200000.0,4000000.0,29500000,29500000.0,162400000.0,37000000.0,792900000.0,200000.0,0.1,-17000000.0,0.0,-62600000.0,180700000.0,11200000.0,1358000000.0,100000.0,137400000.0,28900000.0,201000000.0,252900000.0,421200000.0,,2800000.0,199400000.0,-1000000.0,289000000.0,,,,
1991-03-31,0.16,1267200000.0,-3800000.0,-5700000.0,149800000.0,,0.0,53400000.0,,64500000.0,64500000.0,118700000.0,380900000.0,,,302500000.0,124600000,-55000000.0,556800000,87200000,-695300000.0,44100000.0,1995300000.0,,,530200000.0,1032300000.0,74900000.0,,29300000.0,,16900000.0,3000000.0,-57300000.0,,5900000.0,,1321200000.0,25900000.0,1300000000.0,0.0,,,,257100000.0,1653400000.0,749900000.0,2685700000.0,-25700000.0,49000000,49000000.0,175100000.0,37400000.0,888300000.0,100000.0,0.16,1800000.0,0.0,-57000000.0,149300000.0,13800000.0,1418500000.0,-200000.0,138300000.0,48400000.0,203600000.0,299700000.0,418000000.0,,1600000.0,212500000.0,-22800000.0,302500000.0,,,,
1991-06-30,0.16,1275900000.0,-10700000.0,3600000.0,148800000.0,,0.0,53300000.0,,71500000.0,71500000.0,93100000.0,366700000.0,,,302500000.0,118600000,-52700000.0,554600000,81200000,-708100000.0,-29800000.0,2006600000.0,0.0,,487300000.0,993100000.0,69000000.0,,75600000.0,,7100000.0,3000000.0,-12400000.0,,3000000.0,,13358700000.0,20000000.0,1298500000.0,100000.0,,,,263900000.0,1652300000.0,744600000.0,2645400000.0,22900000.0,49000000,49000000.0,172100000.0,37400000.0,882200000.0,0.0,0.16,,0.0,-39300000.0,120500000.0,12800000.0,1369500000.0,200000.0,137600000.0,48400000.0,205000000.0,290700000.0,401300000.0,,600000.0,209500000.0,-12900000.0,302500000.0,,,,
1991-09-30,,1363800000.0,-22000000.0,7800000.0,150000000.0,,0.0,55000000.0,,30200000.0,30200000.0,127100000.0,237000000.0,,,,129800000,-59000000.0,578500000,91700000,-745800000.0,-2400000.0,2097200000.0,0.0,,531300000.0,1031600000.0,78400000.0,,100800000.0,,-41300000.0,8700000.0,-6600000.0,,1200000.0,,1409400000.0,16100000.0,1351400000.0,152600000.0,,,,272200000.0,1748400000.0,739100000.0,2780000000.0,41800000.0,62300000,62300000.0,176500000.0,38100000.0,884900000.0,0.0,,,0.0,-140000000.0,141700000.0,12200000.0,1416200000.0,-200000.0,145800000.0,61600000.0,247000000.0,306300000.0,406300000.0,,-1300000.0,214600000.0,-10900000.0,,,,,
1991-12-31,0.07,1408500000.0,-13800000.0,-18500000.0,160900000.0,10900000.0,30300000.0,55000000.0,,60100000.0,60100000.0,128600000.0,391900000.0,,,302857143.0,83400000,-36800000.0,501000000,44400000,-789800000.0,19000000.0,2163000000.0,-3800000.0,,618800000.0,1070300000.0,29900000.0,,50300000.0,,29800000.0,3000000.0,-12100000.0,-200000.0,2200000.0,,1419200000.0,8100000.0,1373200000.0,-100000.0,,,,246400000.0,1789400000.0,682600000.0,2859700000.0,13500000.0,21800000,21800000.0,171200000.0,39000000.0,832400000.0,0.0,0.07,,0.0,-39700000.0,227000000.0,13100000.0,1451200000.0,100000.0,149800000.0,21200000.0,255300000.0,254600000.0,437400000.0,,-1300000.0,210200000.0,-1000000.0,302857143.0,,,,
1992-03-31,0.17,1414600000.0,-22200000.0,3000000.0,181500000.0,27800000.0,0.0,55000000.0,,103500000.0,103500000.0,86300000.0,370900000.0,,,299411765.0,127500000,-44500000.0,592000000,86600000,-803700000.0,38000000.0,2165500000.0,0.0,,647800000.0,1090600000.0,70600000.0,,45900000.0,,43400000.0,3000000.0,-47700000.0,100000.0,4300000.0,,1458700000.0,19100000.0,1361800000.0,100000.0,,,,281100000.0,1797800000.0,674000000.0,2888400000.0,1400000.0,51500000,51500000.0,183500000.0,40900000.0,826000000.0,0.0,0.17,,0.0,-38900000.0,276800000.0,13100000.0,1473800000.0,0.0,152000000.0,50900000.0,254500000.0,310900000.0,422400000.0,,-2900000.0,224300000.0,-23600000.0,299411765.0,,,,
1992-06-30,0.18,1499600000.0,-81600000.0,-13800000.0,222000000.0,,0.0,55000000.0,,44100000.0,44100000.0,119700000.0,396400000.0,,,305000000.0,133700000,-46900000.0,590600000,89800000,-843100000.0,39700000.0,2243800000.0,0.0,,730700000.0,1148600000.0,76000000.0,,74000000.0,,-59400000.0,3000000.0,-30600000.0,200000.0,4100000.0,,1502300000.0,20500000.0,1400700000.0,0.0,,,,275200000.0,1913600000.0,677300000.0,3062200000.0,27100000.0,55500000,55500000.0,181700000.0,43900000.0,831900000.0,0.0,0.18,,0.0,-172700000.0,334300000.0,12300000.0,1562600000.0,-200000.0,154600000.0,54900000.0,290900000.0,315400000.0,464500000.0,,-1400000.0,225600000.0,-12300000.0,305000000.0,,,,
1992-09-30,,1594900000.0,-15400000.0,23100000.0,223700000.0,,0.0,59000000.0,,56600000.0,56600000.0,126100000.0,262200000.0,,,,153700000,-57400000.0,681700000,107900000,-865300000.0,-48100000.0,2294800000.0,0.0,,713300000.0,1221200000.0,93000000.0,,138000000.0,,12500000.0,-1900000.0,21600000.0,,5200000.0,,1562200000.0,21000000.0,1429500000.0,166000000.0,,,,329300000.0,1956500000.0,685100000.0,3177700000.0,80600000.0,72000000,72000000.0,198700000.0,45800000.0,869500000.0,100000.0,,-5600000.0,0.0,-78400000.0,285100000.0,10500000.0,1582800000.0,100000.0,184300000.0,71400000.0,303300000.0,352400000.0,453400000.0,,-4400000.0,244500000.0,-12400000.0,,,,,
1992-12-31,0.08,1550400000.0,-10800000.0,-18700000.0,213800000.0,,56600000.0,58800000.0,,76600000.0,76600000.0,124600000.0,393700000.0,,,313750000.0,98900000,-40300000.0,560500000,53600000,-874000000.0,-7500000.0,2274800000.0,,,645300000.0,1151600000.0,33800000.0,,83000000.0,,19900000.0,3000000.0,9100000.0,,7300000.0,,1574700000.0,8100000.0,1400800000.0,0.0,,,,271300000.0,1913400000.0,681900000.0,3065000000.0,42700000.0,25700000,25700000.0,190300000.0,45300000.0,869300000.0,0.0,0.08,-500000.0,0.0,-51600000.0,251600000.0,12900000.0,1514600000.0,100000.0,187400000.0,25100000.0,298800000.0,289200000.0,449800000.0,,-6700000.0,235600000.0,-1000000.0,313750000.0,,,,
1993-03-31,0.19,1559100000.0,-12200000.0,-9400000.0,208600000.0,,0.0,58600000.0,,96700000.0,96700000.0,158600000.0,385200000.0,,,307368421.0,127300000,-41000000.0,612500000,79100000,-900000000.0,-3400000.0,2298400000.0,,,625600000.0,1216900000.0,73400000.0,,80300000.0,,20200000.0,3000000.0,-28100000.0,,4000000.0,,1620400000.0,14400000.0,1398400000.0,100000.0,,,,289000000.0,1879200000.0,719500000.0,3096100000.0,39300000.0,59000000,59000000.0,196300000.0,48200000.0,911400000.0,-100000.0,0.19,-4000000.0,0.0,-57200000.0,240300000.0,14000000.0,1537000000.0,0.0,192000000.0,58400000.0,272200000.0,323500000.0,453200000.0,,8300000.0,244400000.0,-26100000.0,307368421.0,,,,
1993-06-30,0.19,1564500000.0,-5800000.0,-21400000.0,207300000.0,,0.0,58300000.0,,44200000.0,44200000.0,119100000.0,382800000.0,,,303157895.0,130100000,-47900000.0,625400000,83000000,-917500000.0,-125400000.0,2320600000.0,-23400000.0,,539500000.0,1136100000.0,75300000.0,,78100000.0,,-52500000.0,3000000.0,-31200000.0,-200000.0,1000000.0,,1665500000.0,17100000.0,1403100000.0,100000.0,,,,295200000.0,1896900000.0,723000000.0,3033000000.0,30200000.0,58200000,58200000.0,200100000.0,47000000.0,929000000.0,100000.0,0.19,-11300000.0,0.0,-5500000.0,156600000.0,14900000.0,1468500000.0,-100000.0,205900000.0,57600000.0,286500000.0,330200000.0,464800000.0,,7200000.0,247200000.0,-14400000.0,303157895.0,,,,
1993-09-30,,1456900000.0,-9300000.0,18300000.0,216100000.0,0.0,0.0,58100000.0,,39100000.0,39100000.0,107900000.0,264300000.0,,,,104200000,-55000000.0,667000000,54900000,-960800000.0,-26500000.0,2363900000.0,-30300000.0,,636100000.0,1150700000.0,40400000.0,,78400000.0,,-5100000.0,-30500000.0,-27200000.0,-100000.0,700000.0,,1581200000.0,-29500000.0,1403100000.0,165000000.0,,,,322900000.0,1936900000.0,680600000.0,3087600000.0,23400000.0,69900000,-71200000.0,239900000.0,49300000.0,994600000.0,294100000.0,,5500000.0,0.0,-58800000.0,206800000.0,11600000.0,1630700000.0,-100000.0,19900000.0,-72000000.0,317700000.0,344100000.0,445900000.0,,-2900000.0,289200000.0,-12300000.0,,,,,
1993-12-31,0.09,1396600000.0,-40200000.0,,212000000.0,,39100000.0,57800000.0,,27700000.0,27700000.0,135900000.0,395200000.0,,,275555556.0,98700000,-29600000.0,554100000,49000000,-991500000.0,-55700000.0,2378800000.0,-61600000.0,,578900000.0,1077600000.0,33800000.0,,114600000.0,,-11500000.0,,29900000.0,9300000.0,1900000.0,,1592600000.0,8100000.0,1387300000.0,0.0,,,,263200000.0,1917000000.0,702400000.0,2994600000.0,85000000.0,25700000,25700000.0,192200000.0,49700000.0,1019100000.0,295700000.0,0.09,,0.0,-69800000.0,183700000.0,10800000.0,1598000000.0,0.0,21000000.0,24800000.0,317700000.0,290900000.0,450700000.0,,-4400000.0,241900000.0,-900000.0,275555556.0,,,,
1994-03-31,0.19,1397100000.0,28100000.0,,208100000.0,,0.0,57800000.0,,31000000.0,31000000.0,94800000.0,380300000.0,,,295789474.0,143500000,-27400000.0,634800000,93400000,-991500000.0,-79000000.0,2371600000.0,-52800000.0,,567300000.0,1081100000.0,75100000.0,,81600000.0,,3400000.0,,-29700000.0,4100000.0,3900000.0,,1635300000.0,18000000.0,1380100000.0,-100000.0,,,,293000000.0,1910100000.0,704500000.0,2991200000.0,54200000.0,57100000,57100000.0,198300000.0,50100000.0,1026800000.0,298300000.0,0.19,,0.0,700000.0,187100000.0,13700000.0,1594100000.0,-100000.0,24000000.0,56200000.0,321900000.0,341800000.0,445500000.0,,-4700000.0,248400000.0,-27800000.0,295789474.0,,,,
1994-06-30,0.2,1460200000.0,-7600000.0,,219100000.0,,0.0,56700000.0,,51500000.0,51500000.0,140300000.0,414200000.0,,,286000000.0,143200000,-42600000.0,653000000,94500000,-1075500000.0,-69100000.0,2460400000.0,-15400000.0,,563800000.0,1164800000.0,78900000.0,,139100000.0,,20500000.0,,30400000.0,1900000.0,3500000.0,,1679900000.0,20800000.0,1384900000.0,-100000.0,,,,309200000.0,1894200000.0,706600000.0,3059000000.0,96500000.0,58100000,58100000.0,200600000.0,48700000.0,1035000000.0,300100000.0,0.2,,0.0,-50200000.0,149700000.0,13300000.0,1598800000.0,100000.0,28300000.0,57200000.0,290200000.0,343800000.0,447100000.0,,-2400000.0,249300000.0,-15200000.0,286000000.0,,,,
1994-09-30,,1481700000.0,29100000.0,,217700000.0,,0.0,56300000.0,,94900000.0,94900000.0,221800000.0,118100000.0,,,,143200000,-36200000.0,717600000,88000000,-1103600000.0,-87700000.0,2479900000.0,-80500000.0,,678300000.0,1326600000.0,108300000.0,,144200000.0,,43400000.0,,54900000.0,-15400000.0,21600000.0,,1752400000.0,22000000.0,1376300000.0,387000000.0,,,,330600000.0,1832900000.0,669200000.0,3159500000.0,108000000.0,86300000,86300000.0,243800000.0,55200000.0,999500000.0,297600000.0,,,0.0,-13100000.0,173200000.0,9800000.0,1677800000.0,0.0,32700000.0,86300000.0,238900000.0,387000000.0,420000000.0,,30100000.0,299000000.0,-13100000.0,,,,,
1994-12-31,0.12,1321600000.0,26100000.0,,211700000.0,,94900000.0,55900000.0,,119000000.0,119000000.0,203000000.0,464000000.0,,,271666667.0,109900000,-22900000.0,593500000,59600000,-1115600000.0,-83900000.0,2456400000.0,-150100000.0,,682700000.0,1235500000.0,47600000.0,,105500000.0,,24100000.0,,20500000.0,1200000.0,2600000.0,,1771200000.0,14100000.0,1340800000.0,0.0,,,,276800000.0,1788400000.0,685500000.0,3023900000.0,82600000.0,33500000,33500000.0,206800000.0,50300000.0,1019600000.0,300300000.0,0.12,,0.0,3200000.0,218700000.0,10600000.0,1702300000.0,-100000.0,33800000.0,32600000.0,235900000.0,316700000.0,422400000.0,,-1400000.0,257100000.0,-900000.0,271666667.0,,,,
1995-03-31,0.23,1388900000.0,-24400000.0,,208800000.0,,0.0,55500000.0,,47600000.0,47600000.0,233500000.0,462400000.0,,,278260870.0,157800000,-27200000.0,692800000,106200000,-1162700000.0,-93400000.0,2507000000.0,-15200000.0,,695200000.0,1257000000.0,92200000.0,,75100000.0,,-71500000.0,,-48300000.0,6800000.0,6300000.0,,1821800000.0,27300000.0,1344300000.0,100000.0,,,,318600000.0,1793700000.0,628800000.0,3050700000.0,47900000.0,64900000,64900000.0,216400000.0,51600000.0,966600000.0,301100000.0,0.23,,0.0,-51600000.0,232700000.0,11600000.0,1661800000.0,0.0,36700000.0,64000000.0,240600000.0,374200000.0,423700000.0,,-2400000.0,268000000.0,-28600000.0,278260870.0,,,,
