date,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyAccountsPayable,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNetPPE,quarterlyEbitda,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyInventory,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2007-12-31,28164000,,62593000,16000,40588000,40588000,280485000,14473000.0,,,4576000.0,-31355000.0,,1072000.0,,6470000.0,,83687000.0,0.0,32272000.0,1357000.0,-7722000.0,28254000,0,55012000,174838000,10355000.0,1400000.0,52332000,32880000,11289000,,569000.0,26115000.0,322245000,4626000.0,117782000,1583000.0,62593000,,14429000,95699000,68368000,0.0,24550000.0,4673000,16875000,390613000,16875000,16875000,90847000,110128000,1393000,614000.0,0.0,,40588000.0,-90000,93515000,,166082000,9756000,,-13085000.0,36111000,,-7722000.0,83991000,,,,,,,,,
2008-03-31,4809000,,70536000,16000,17591000,17591000,285805000,40588000.0,,0.0075,6008000.0,-31355000.0,,264000.0,,6083000.0,,88758000.0,,-16832000.0,5295000.0,-11419000.0,4299000,1948000,48236000,157342000,-24798000.0,-2137000.0,57403000,8789000,1939000,,547000.0,-22997000.0,311307000,4490000.0,120652000,2866000.0,70536000,399592000.0,21302000,81422000,77222000,,-28251000.0,8495000,2870000,388529000,2870000,2870000,74835000,102724000,4189000,0.0,0.0,387296000.0,17591000.0,510000,101991000,,167949000,12807000,,-2480000.0,24192000,,-11419000.0,82507000,,0.0075,,,,,,,
2008-06-30,2488000,,67630000,16000,13325000,13325000,290851000,17591000.0,,0.00375,12800000.0,-31355000.0,,1252000.0,,5697000.0,544000.0,97365000.0,,-5614000.0,12593000.0,-8330000.0,3274000,0,57803000,156677000,-13433000.0,475000.0,66010000,8557000,1113000,,581000.0,-4266000.0,333199000,5283000.0,122027000,541000.0,67630000,398736000.0,26926000,99676000,84254000,,-13944000.0,10151000,1375000,417453000,1375000,1375000,70904000,126602000,4170000,0.0,-2792000.0,388224000.0,13325000.0,-786000,102659000,,183909000,16533000,,-15699000.0,28599000,,-11122000.0,85773000,,0.00375,,,,,,,
2008-09-30,44743000,,71788000,16000,40152000,40152000,319775000,13325000.0,,0.06375,22602000.0,-31355000.0,,375000.0,,5877000.0,490000.0,102000000.0,,28999000.0,8793000.0,-11099000.0,46479000,10238000,63265000,231946000,-9569000.0,496000.0,70645000,52189000,19080000,,429000.0,26827000.0,387785000,5710000.0,147690000,6692000.0,71788000,399472000.0,25387000,129724000,87101000,,17900000.0,10425000,25663000,474886000,25663000,25663000,118267000,155111000,3876000,0.0,-76000.0,389176000.0,40152000.0,-1736000,151086000,,163612000,14805000,,19609000.0,33201000,,-11168000.0,113679000,,0.06625,,,,,,,
2008-12-31,17860000,,68069000,16000,102042000,102042000,331097000,40152000.0,,,32072000.0,-46559000.0,,240000.0,,5470000.0,405000.0,120107000.0,,62963000.0,8700000.0,-8346000.0,22873000,2337000,72435000,179279000,37907000.0,-1652000.0,73548000,28737000,9539000,,,61890000.0,396423000,5864000.0,156011000,4071000.0,68069000,,23348000,133110000,91132000,,54617000.0,10190000,8321000,487555000,8321000,8321000,90942000,156458000,3427000,0.0,-25000.0,,102042000.0,-4163000,81302000,,182232000,13061000,,-20927000.0,25905000,,-8357000.0,88337000,,,,,,,,,
2009-03-31,7049000,,82655000,16000,65572000,65572000,338758000,102042000.0,-26938000.0,0.01,7012000.0,,860000.0,-1153000.0,-23320000.0,5064000.0,683000.0,,,-1793000.0,-27399000.0,-8063000.0,7896000,2767000,61901000,200000000,-13334000.0,-1619000.0,76085000,14741000,3087000,2657000.0,,-36470000.0,364206000,6832000.0,159973000,-487000.0,82655000,403440000.0,22226000,97332000,94110000,,-9856000.0,10884000,3962000,458316000,3962000,3962000,90551000,119558000,4136000,0.0,0.0,395360000.0,65572000.0,13000,105999000,,164426000,11292000,,16718000.0,25353000,-10340000.0,-8063000.0,109449000,,0.01,,,,,,,
2009-06-30,2436000,,70897000,16000,79542000,79542000,347668000,65572000.0,-1887000.0,0.00375,8046000.0,,583000.0,3116000.0,20944000.0,6724000.0,325000.0,,,9095000.0,7125000.0,-3501000.0,3381000,460000,70174000,164648000,4146000.0,-2916000.0,74753000,9720000,997000,2615000.0,,13970000.0,385891000,6701000.0,161412000,-2731000.0,70897000,404616000.0,25835000,108201000,95813000,,5594000.0,13778000,1439000,481704000,1439000,1439000,74278000,134036000,4265000,0.0,-5000.0,397808000.0,79542000.0,-362000,85421000,,181365000,12045000,,-16416000.0,29291000,7477000.0,-3506000.0,90370000,,0.00375,,,,,,,
2009-09-30,46693000,,86992000,13000,93376000,93376000,377514000,79542000.0,-2056000.0,0.065,8135000.0,,466000.0,949000.0,-55352000.0,6203000.0,-45000.0,,,18355000.0,203000.0,-4485000.0,47063000,5852000,59257000,269546000,-15541000.0,2094000.0,73557000,54421000,20511000,2488000.0,,13834000.0,419391000,7262000.0,186986000,-4130000.0,86992000,405992000.0,23204000,115350000,96677000,,13870000.0,13219000,26182000,516068000,26182000,26182000,134055000,138554000,4839000,0.0,-30000.0,400368000.0,93376000.0,96000,145043000,,152753000,9985000,,28131000.0,41949000,-11022000.0,-4515000.0,135491000,,0.065,,,,,,,
2009-12-31,26240000,,87208000,17000,187297000,187297000,399997000,93376000.0,-2136000.0,,9178000.0,-69656000.0,435000.0,861000.0,61520000.0,5681000.0,464000.0,142582000.0,,93384000.0,3604000.0,-3796000.0,26933000,1292000,68710000,222217000,64600000.0,-2771000.0,72926000,34129000,11038000,5150000.0,,93921000.0,448000000,7454000.0,202188000,3749000.0,87208000,,25429000,120162000,97588000,,89588000.0,14481000,15202000,545588000,15202000,15202000,114141000,145591000,5073000,0.0,0.0,,187297000.0,-258000,79356000,,148488000,10948000,,4565000.0,40885000,9499000.0,-3796000.0,108076000,,,,,,,,,
2010-03-31,12353000,,94047000,17000,165962000,165962000,412847000,187297000.0,-2308000.0,0.0175,8994000.0,,546000.0,716000.0,-34566000.0,5168000.0,1597000.0,,,-11776000.0,-703000.0,-7154000.0,13584000,3221000,68586000,229407000,-28154000.0,-1703000.0,74539000,12899000,5183000,3336000.0,,-21335000.0,447232000,7597000.0,209278000,-42000.0,94047000,407304000.0,24786000,111618000,102019000,,-18930000.0,15865000,7170000,549251000,7170000,7170000,107631000,136404000,5362000,0.0,-325000.0,403352000.0,165962000.0,-685000,110332000,,147865000,8921000,,1700000.0,30817000,-86000.0,-7479000.0,121776000,,0.0175,,,,,,,
2010-06-30,6145000,,93034000,17000,156089000,156089000,423115000,165962000.0,-2323000.0,0.00875,8186000.0,,,729000.0,12068000.0,4657000.0,3420000.0,,,-549000.0,-173000.0,-8055000.0,6892000,2634000,81183000,204786000,-19866000.0,-2328000.0,74900000,6892000,2643000,2932000.0,,-9873000.0,467550000,7752000.0,212780000,7458000.0,93034000,408472000.0,24101000,122883000,102549000,,-8604000.0,16695000,3502000,570099000,3502000,3502000,99926000,146984000,4999000,0.0,0.0,406112000.0,156089000.0,-167000,96314000,,179150000,7406000,,-33784000.0,30880000,13663000.0,-8055000.0,104860000,,0.00875,,,,,,,
2010-09-30,55963000,,110683000,17000,133936000,133936000,461391000,156089000.0,-2312000.0,0.085,8067000.0,,542000.0,1149000.0,-77004000.0,4148000.0,1028000.0,,,-19582000.0,5585000.0,-7324000.0,56689000,9767000,90815000,328568000,-57631000.0,-1085000.0,76559000,56505000,21106000,3778000.0,,-22153000.0,536345000,7842000.0,247074000,-7366000.0,110683000,409344000.0,29138000,152334000,106518000,,-26906000.0,18662000,34857000,642863000,34857000,34857000,167372000,181472000,5295000,0.0,0.0,407408000.0,133936000.0,-184000,174207000,,196170000,10476000,,-12499000.0,43685000,8027000.0,-7324000.0,161196000,,0.085,,,,,,,
2010-12-31,34458000,,120388000,17000,203870000,203870000,496966000,133936000.0,-2600000.0,,6865000.0,-86779000.0,590000.0,1595000.0,67182000.0,3914000.0,2041000.0,162906000.0,,82021000.0,2534000.0,-7649000.0,35190000,2465000,84679000,301166000,46431000.0,-5221000.0,76127000,43178000,11510000,6181000.0,,69934000.0,555850000,8130000.0,270021000,3552000.0,120388000,,29265000,149147000,119528000,,74372000.0,20188000,22948000,675378000,22948000,22948000,155578000,178412000,18212000,0.0,-153000.0,,203870000.0,-142000,102034000,,215355000,9077000,,-20656000.0,55138000,-5446000.0,-18927000.0,145588000,,,,,,,,,
2011-03-31,20053000,,123909000,17000,110844000,110844000,525175000,203870000.0,-2298000.0,0.02875,5984000.0,,579000.0,3775000.0,-56566000.0,3982000.0,2707000.0,,,-85497000.0,8303000.0,-11447000.0,21142000,2921000,88678000,312699000,-104941000.0,63000.0,80298000,29245000,7914000,3315000.0,,-93026000.0,558104000,8613000.0,281825000,-4688000.0,123909000,419088000.0,30479000,136056000,133606000,-3852000.0,-96944000.0,22819000,12139000,691710000,12139000,12139000,145051000,166535000,28285000,0.0,-552000.0,411552000.0,110844000.0,-510000,163385000,,248614000,7660000,,-33379000.0,38473000,3563000.0,-15851000.0,167648000,,0.03,,,,,,,
2011-06-30,10699000,,123421000,17000,119684000,119684000,538466000,110844000.0,-1788000.0,0.015,5567000.0,,297000.0,25923000.0,25628000.0,3449000.0,3039000.0,,,1824000.0,26365000.0,-19337000.0,11358000,4095000,118237000,291336000,-14390000.0,16000.0,90719000,19113000,4458000,3819000.0,,8840000.0,621327000,8117000.0,287813000,16384000.0,123421000,420136000.0,55170000,172553000,144862000,-88000.0,-17513000.0,23880000,6241000,766189000,6241000,6241000,134779000,227723000,30469000,0.0,0.0,412680000.0,119684000.0,-362000,139590000,,311066000,31290000,,-62423000.0,44654000,29225000.0,-19425000.0,156557000,,0.015,,,,,,,
2011-09-30,72220000,,150136000,17000,67859000,67859000,592065000,119684000.0,-1540000.0,0.11,36046000.0,,1552000.0,-25065000.0,-104467000.0,2916000.0,2321000.0,,,-42411000.0,35303000.0,-37950000.0,74965000,15967000,103343000,465523000,-111038000.0,-3012000.0,163256000,83010000,26233000,6458000.0,,-51825000.0,672004000,9238000.0,333612000,59243000.0,150136000,420224000.0,98709000,209364000,228134000,240000.0,-80361000.0,25239000,45987000,900138000,45987000,45987000,225101000,308073000,40694000,0.0,-4887000.0,412464000.0,67859000.0,-1193000,235907000,,318888000,73470000,,-11047000.0,54008000,-13940000.0,-42597000.0,240422000,,0.11125,,,,,,,
2011-12-31,53890000,,152603000,17000,175384000,175384000,636432000,67859000.0,-31792000.0,,6882000.0,-114675000.0,1413000.0,3303000.0,101482000.0,5535000.0,2028000.0,273810000.0,,141302000.0,-24164000.0,-10658000.0,55302000,6913000,100527000,403126000,84385000.0,6553000.0,159135000,65636000,21338000,4471000.0,,107525000.0,689663000,10333000.0,366164000,35543000.0,152603000,,99171000,183607000,229547000,-162000.0,130644000.0,28329000,32552000,919210000,32552000,32552000,207905000,282778000,48992000,0.0,-743000.0,,175384000.0,1000,134043000,,324409000,70842000,,-7797000.0,69285000,-1639000.0,-11563000.0,195221000,,,,,,,,,
2012-03-31,23130000,,150801000,18000,107052000,107052000,674088000,175384000.0,-1943000.0,0.035,43330000.0,,1355000.0,9500000.0,-60391000.0,4648000.0,2162000.0,,,-73048000.0,14425000.0,-8839000.0,24403000,2550000,95844000,384389000,-99668000.0,-1837000.0,158482000,35076000,8469000,6418000.0,,-68332000.0,694102000,10591000.0,380248000,12975000.0,150801000,422824000.0,63455000,182694000,226135000,0.0,-81887000.0,31004000,14661000,920237000,14661000,14661000,175204000,246149000,47544000,0.0,-198000.0,415384000.0,107052000.0,82000,196411000,,324354000,32451000,,1552000.0,40970000,-6052000.0,-9037000.0,209185000,,0.035,,,,,,,
2012-06-30,10910000,,157747000,35000,142928000,142928000,689133000,107052000.0,-1895000.0,0.015,42387000.0,,1320000.0,3193000.0,17752000.0,5222000.0,884000.0,,,46213000.0,4282000.0,-14721000.0,11720000,3876000,145649000,369473000,24754000.0,-5143000.0,163829000,22353000,4242000,3932000.0,,35876000.0,777295000,10123000.0,386454000,10620000.0,157747000,423888000.0,64018000,251538000,227394000,0.0,31492000.0,32519000,6668000,1004689000,6668000,6668000,169467000,315556000,41215000,0.0,-198000.0,417296000.0,142928000.0,510000,175249000,,380895000,31499000,,-59124000.0,59626000,50595000.0,-14919000.0,200006000,,0.015,,,,,,,
2012-09-30,89646000,,189411000,35000,157047000,157047000,758380000,142928000.0,-1652000.0,0.135,41552000.0,,1303000.0,3526000.0,-137426000.0,4815000.0,1496000.0,,,20823000.0,5215000.0,-13990000.0,90980000,18300000,112187000,575196000,-51086000.0,-529000.0,170157000,101990000,32329000,4805000.0,,14119000.0,842302000,11041000.0,443437000,58912000.0,189411000,427180000.0,66418000,253841000,236337000,0.0,6833000.0,35736000,57317000,1078639000,57317000,57317000,280391000,320259000,40821000,0.0,230000.0,418060000.0,157047000.0,-31000,311001000,,312158000,30682000,,70165000.0,81802000,-34338000.0,-13760000.0,294805000,,0.1375,,,,,,,
2012-12-31,79753000,,172643000,35000,341841000,341841000,816922000,157047000.0,-63840000.0,0.1175,9132000.0,-145271000.0,1205000.0,1649000.0,126632000.0,4483000.0,2368000.0,180850000.0,,205773000.0,-11625000.0,-13100000.0,81592000,14330000,143689000,505863000,135053000.0,-5464000.0,180850000,92919000,29621000,4690000.0,,184794000.0,903598000,11327000.0,493181000,4690000.0,172643000,428484000.0,87933000,252228000,253485000,-1310000.0,192673000.0,35176000,50132000,1157083000,50132000,50132000,254235000,340161000,45546000,0.0,5195000.0,418748000.0,341841000.0,-634000,175524000,,319286000,52757000,,-7894000.0,85077000,25165000.0,-9215000.0,251628000,,0.12,,,,,,,
2013-03-31,13007000,,203059000,35000,255722000,255722000,843158000,341841000.0,-1443000.0,0.0175,8787000.0,,725000.0,4222000.0,-76018000.0,3842000.0,24000.0,180591000.0,,-74536000.0,7449000.0,-18329000.0,13492000,3246000,127327000,471608000,-104711000.0,-5668000.0,180591000,25334000,5193000,11908000.0,,-86119000.0,887441000,11842000.0,500946000,3617000.0,203059000,428384000.0,91001000,206329000,253047000,,-92865000.0,39343000,7814000,1140488000,7814000,7814000,216551000,297330000,42333000,0.0,0.0,419592000.0,255722000.0,240000,246218000,,323509000,51658000,,-4323000.0,66969000,-10558000.0,-18329000.0,255057000,,0.0175,,,,,,,
2013-06-30,30802000,,187321000,35000,223842000,223842000,877007000,255722000.0,-1452000.0,0.04,5112000.0,,711000.0,5233000.0,38424000.0,3798000.0,-230000.0,190924000.0,,-15940000.0,8849000.0,-21367000.0,32310000,2923000,217925000,454541000,-43428000.0,-7560000.0,190924000,44086000,13236000,6970000.0,,-31880000.0,1011955000,11776000.0,517798000,6970000.0,187321000,429668000.0,94486000,303895000,263433000,,-37307000.0,44099000,17566000,1275388000,17566000,17566000,219631000,398381000,42069000,0.0,-2175000.0,421060000.0,223842000.0,-797000,212836000,,490943000,50387000,,-171226000.0,77935000,88202000.0,-23542000.0,234910000,,0.0425,,,,,,,
2013-09-30,120025000,,229306000,35000,186377000,186377000,966455000,223842000.0,-1317000.0,0.17,5034000.0,,691000.0,4315000.0,-143506000.0,3721000.0,2422000.0,201603000.0,,-21865000.0,5987000.0,-22362000.0,120829000,34201000,184405000,723146000,-126939000.0,2537000.0,201603000,133263000,47241000,6708000.0,,-37465000.0,1122915000,12434000.0,590582000,6708000.0,229306000,431072000.0,97551000,332984000,274075000,,-44227000.0,48403000,72784000,1396990000,72784000,72784000,350135000,430535000,41985000,0.0,0.0,422108000.0,186377000.0,-113000,353257000,,497406000,49148000,,-10727000.0,109344000,-35300000.0,-22362000.0,373011000,,0.1725,,,,,,,
2013-12-31,97159000,,251886000,35000,347489000,347489000,1053354000,186377000.0,-1259000.0,0.1475,104972000.0,-172134000.0,806000.0,3397000.0,145140000.0,24097000.0,2194000.0,223952000.0,,232411000.0,104510000.0,-25772000.0,98467000,22473000,165456000,682756000,141735000.0,-8141000.0,223952000,112964000,32993000,17598000.0,,161112000.0,1128811000,14497000.0,653842000,17598000.0,251886000,433304000.0,97757000,426630000,448930000,,206639000.0,49806000,64166000,1577741000,64166000,64166000,350353000,524387000,47543000,0.0,0.0,422784000.0,347489000.0,-502000,209952000,122244000.0,469006000,47951000,,29376000.0,133729000,-27702000.0,-173869000.0,332403000,,0.1525,,,,,,,
2014-03-31,25136000,-10924000.0,273834000,71000,179926000,179926000,1108577000,347489000.0,-1265000.0,0.03,104812000.0,,846000.0,24038000.0,-121091000.0,31571000.0,504000.0,240721000.0,,-147536000.0,31400000.0,-39715000.0,26856000,11676000,166920000,641607000,-187690000.0,-6913000.0,240721000,44176000,11598000,13220000.0,,-167563000.0,1125157000,17320000.0,664870000,13220000.0,273834000,433824000.0,103187000,387252000,473859000,,-187251000.0,56341000,13538000,1599016000,13538000,13538000,300690000,490439000,42641000,0.0,-261000.0,424766000.0,179926000.0,-874000,331299000,123388000.0,472244000,46846000,,-3915000.0,103844000,7141000.0,-50900000.0,340917000,,0.03,,,,,,,
