date,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyDilutedEPS,quarterlyNetIncome,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyTaxProvision,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyChangeInWorkingCapital,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable
2003-12-31,279000000.0,10000000.0,33000000.0,-204000000.0,19000000.0,1340000000.0,-16000000.0,,124000000.0,-4023000000.0,522000000.0,-336000000.0,236000000.0,18000000.0,617000000.0,478000000.0,551000000.0,,192000000.0,2456000000.0,68000000.0,274000000.0,,3496000000.0,7361000000.0,,250000000.0,124000000.0,97000000.0,1944000000.0,-757000000.0,231000000.0,,88000000.0,249000000.0,249000000.0,245000000,3359000000,,249000000.0,251000000.0,-129000000.0,796000000.0,5997000000.0,,,3589000000.0,-23000000.0,6479000000.0,3865000000.0,,,-65000000.0,342000000,2276000000.0,1301000000.0,,2563000000.0,2408000000.0,1913000000.0,701000000.0,0.0,85000000.0,1134000000.0,,547000000.0,124000000,,172000000.0,1038000000.0,,,,,,,
2004-03-31,462000000.0,51000000.0,39000000.0,-54000000.0,-19000000.0,1506000000.0,-4000000.0,1.43,101000000.0,-4089000000.0,535000000.0,117000000.0,225000000.0,-61000000.0,569000000.0,-141000000.0,483000000.0,,164000000.0,2364000000.0,61000000.0,-195000000.0,,3464000000.0,7398000000.0,,275000000.0,101000000.0,112000000.0,1846000000.0,-789000000.0,249000000.0,,90000000.0,188000000.0,188000000.0,204000000,3007000000,,188000000.0,-172000000.0,-35000000.0,687000000.0,5980000000.0,-181000000.0,1.47,3534000000.0,-30000000.0,6453000000.0,3934000000.0,68800000.0,,-75000000.0,316000000,2377000000.0,1356000000.0,,2320000000.0,2446000000.0,1866000000.0,604000000.0,0.0,-175000000.0,1125000000.0,70700000.0,483000000.0,101000000,,186000000.0,1096000000.0,,,,,,,
2004-06-30,522000000.0,2000000.0,30000000.0,-77000000.0,1000000.0,1554000000.0,-10000000.0,1.53,106000000.0,-4122000000.0,512000000.0,-142000000.0,200000000.0,5000000.0,636000000.0,223000000.0,516000000.0,,169000000.0,2309000000.0,62000000.0,146000000.0,,3375000000.0,7569000000.0,,273000000.0,106000000.0,114000000.0,1963000000.0,-797000000.0,188000000.0,,90000000.0,193000000.0,193000000.0,209000000,3264000000,,193000000.0,-180000000.0,-73000000.0,725000000.0,6258000000.0,,1.56,3828000000.0,-29000000.0,6431000000.0,4194000000.0,68000000.0,,-175000000.0,323000000,2454000000.0,1254000000.0,,2539000000.0,2430000000.0,2059000000.0,660000000.0,0.0,-61000000.0,1124000000.0,69500000.0,516000000.0,106000000,,195000000.0,1106000000.0,,,,,,,
2004-09-30,426000000.0,2000000.0,32000000.0,-91000000.0,23000000.0,1688000000.0,-7000000.0,1.5,101000000.0,-4269000000.0,558000000.0,-117000000.0,213000000.0,26000000.0,621000000.0,223000000.0,526000000.0,,149000000.0,2326000000.0,48000000.0,132000000.0,,3446000000.0,7847000000.0,,269000000.0,101000000.0,110000000.0,2090000000.0,-747000000.0,193000000.0,,90000000.0,219000000.0,219000000.0,188000000,3318000000,,219000000.0,10000000.0,-84000000.0,714000000.0,6402000000.0,,1.53,3933000000.0,-28000000.0,6595000000.0,4401000000.0,66400000.0,,-1000000.0,298000000,2527000000.0,1380000000.0,,2604000000.0,2469000000.0,2060000000.0,755000000.0,0.0,-108000000.0,1127000000.0,67600000.0,526000000.0,101000000,,216000000.0,1129000000.0,,,,,,,
2004-12-31,251000000.0,9000000.0,33000000.0,-289000000.0,-2000000.0,1701000000.0,10000000.0,,97000000.0,-4514000000.0,485000000.0,-216000000.0,240000000.0,24000000.0,569000000.0,489000000.0,564000000.0,,133000000.0,2583000000.0,38000000.0,200000000.0,,3667000000.0,8181000000.0,,276000000.0,97000000.0,109000000.0,2297000000.0,-601000000.0,219000000.0,,90000000.0,243000000.0,243000000.0,172000000,3632000000,,243000000.0,291000000.0,-247000000.0,736000000.0,6507000000.0,,,3985000000.0,-29000000.0,7097000000.0,4514000000.0,,,0.0,281000000,2596000000.0,1606000000.0,,2896000000.0,2522000000.0,2032000000.0,811000000.0,-2000000.0,78000000.0,1160000000.0,,562000000.0,97000000,,275000000.0,1122000000.0,,,,,,,
2005-03-31,559000000.0,18000000.0,47000000.0,-69000000.0,1000000.0,1911000000.0,-7000000.0,1.26,86000000.0,-4533000000.0,492000000.0,298000000.0,224000000.0,-59000000.0,530000000.0,-285000000.0,501000000.0,,133000000.0,2485000000.0,45000000.0,-354000000.0,,3563000000.0,8183000000.0,,273000000.0,86000000.0,114000000.0,2094000000.0,-658000000.0,243000000.0,,90000000.0,184000000.0,184000000.0,187000000,3208000000,,184000000.0,-393000000.0,-68000000.0,688000000.0,6486000000.0,-91000000.0,1.28,4004000000.0,-29000000.0,7018000000.0,4620000000.0,66800000.0,,,301000000,2653000000.0,1628000000.0,,2520000000.0,2482000000.0,1992000000.0,766000000.0,0.0,-246000000.0,1135000000.0,67900000.0,501000000.0,86000000,,263000000.0,1123000000.0,,,,,,,
2005-06-30,523000000.0,15000000.0,34000000.0,-106000000.0,25000000.0,1772000000.0,-24000000.0,1.42,96000000.0,-4607000000.0,508000000.0,-67000000.0,215000000.0,4000000.0,516000000.0,176000000.0,533000000.0,,140000000.0,2473000000.0,41000000.0,70000000.0,,3572000000.0,8198000000.0,,272000000.0,96000000.0,110000000.0,2047000000.0,-619000000.0,184000000.0,,90000000.0,188000000.0,188000000.0,198000000,3556000000,,188000000.0,-95000000.0,-103000000.0,731000000.0,6388000000.0,68000000.0,1.44,3944000000.0,-28000000.0,7080000000.0,4626000000.0,66800000.0,,,308000000,2721000000.0,1719000000.0,,2825000000.0,2444000000.0,2123000000.0,809000000.0,0.0,126000000.0,1113000000.0,67900000.0,533000000.0,96000000,,299000000.0,1116000000.0,,,,,,,
2005-09-30,655000000.0,35000000.0,32000000.0,-120000000.0,-9000000.0,1758000000.0,-12000000.0,1.66,114000000.0,-4669000000.0,579000000.0,-243000000.0,212000000.0,40000000.0,535000000.0,378000000.0,554000000.0,,171000000.0,2466000000.0,56000000.0,258000000.0,,3642000000.0,8269000000.0,,271000000.0,114000000.0,110000000.0,2108000000.0,-566000000.0,188000000.0,,91000000.0,228000000.0,228000000.0,214000000,3599000000,,228000000.0,146000000.0,-99000000.0,768000000.0,6279000000.0,,1.7,4194000000.0,-29000000.0,7135000000.0,4627000000.0,67000000.0,,0.0,324000000,2806000000.0,1893000000.0,,2831000000.0,2085000000.0,2065000000.0,849000000.0,-45000000.0,18000000.0,746000000.0,68300000.0,554000000.0,114000000,,343000000.0,1127000000.0,,,,,,,
2005-12-31,496000000.0,34000000.0,94000000.0,-199000000.0,-5000000.0,1591000000.0,-2000000.0,,126000000.0,-4710000000.0,271000000.0,-155000000.0,167000000.0,296000000.0,534000000.0,612000000.0,611000000.0,,153000000.0,2511000000.0,29000000.0,413000000.0,,3538000000.0,8248000000.0,,284000000.0,126000000.0,108000000.0,2330000000.0,-862000000.0,228000000.0,,92000000.0,524000000.0,524000000.0,249000000,3954000000,,524000000.0,408000000.0,-160000000.0,860000000.0,6411000000.0,,,4301000000.0,-30000000.0,7221000000.0,4710000000.0,,,0.0,357000000,2902000000.0,1745000000.0,,3094000000.0,2110000000.0,2081000000.0,880000000.0,0.0,139000000.0,745000000.0,,611000000.0,126000000,,285000000.0,1198000000.0,,,,,,,
2006-03-31,1692000000.0,13000000.0,36000000.0,-98000000.0,11000000.0,2548000000.0,-11000000.0,1.7,118000000.0,-4842000000.0,250000000.0,767000000.0,279000000.0,-280000000.0,812000000.0,-202000000.0,344000000.0,,165000000.0,3208000000.0,47000000.0,-300000000.0,,7484000000.0,13734000000.0,,1873000000.0,118000000.0,96000000.0,2837000000.0,-764000000.0,524000000.0,,102000000.0,244000000.0,244000000.0,213000000,3536000000,,244000000.0,-412000000.0,-856000000.0,557000000.0,10771000000.0,,1.73,6426000000.0,-29000000.0,8050000000.0,6250000000.0,68100000.0,,,309000000,2991000000.0,2859000000.0,1667000000.0,2979000000.0,4345000000.0,2692000000.0,1037000000.0,0.0,-215000000.0,1308000000.0,69500000.0,344000000.0,118000000,,357000000.0,2758000000.0,,,,,,,
2006-06-30,1196000000.0,27000000.0,68000000.0,-135000000.0,0.0,2544000000.0,-20000000.0,1.14,91000000.0,-5966000000.0,253000000.0,-22000000.0,373000000.0,57000000.0,1434000000.0,295000000.0,474000000.0,,137000000.0,3127000000.0,35000000.0,160000000.0,,7237000000.0,14178000000.0,,1610000000.0,91000000.0,141000000.0,2887000000.0,-727000000.0,244000000.0,,102000000.0,301000000.0,301000000.0,226000000,4734000000,,301000000.0,41000000.0,-221000000.0,700000000.0,11139000000.0,,1.16,6627000000.0,-33000000.0,9093000000.0,6941000000.0,78000000.0,,,367000000,3049000000.0,2995000000.0,1801000000.0,4034000000.0,4512000000.0,2571000000.0,1061000000.0,-53000000.0,-136000000.0,1802000000.0,79400000.0,465000000.0,100000000,,1109000000.0,2337000000.0,,,,,,,
2006-09-30,838000000.0,7000000.0,67000000.0,-127000000.0,20000000.0,2585000000.0,-7000000.0,1.47,117000000.0,-5061000000.0,248000000.0,-367000000.0,426000000.0,-192000000.0,1410000000.0,198000000.0,472000000.0,,182000000.0,3128000000.0,46000000.0,71000000.0,,7135000000.0,13946000000.0,,1601000000.0,117000000.0,152000000.0,2913000000.0,-713000000.0,301000000.0,,102000000.0,109000000.0,109000000.0,232000000,4843000000,,109000000.0,15000000.0,-25000000.0,704000000.0,10785000000.0,,1.49,6318000000.0,-34000000.0,8189000000.0,6811000000.0,78300000.0,-45000000.0,,384000000,3130000000.0,3108000000.0,1678000000.0,4139000000.0,4467000000.0,2669000000.0,1110000000.0,0.0,-28000000.0,1799000000.0,79600000.0,462000000.0,134000000,,1000000000.0,2242000000.0,,,,,,,
2006-12-31,538000000.0,7000000.0,52000000.0,-216000000.0,-18000000.0,2348000000.0,-15000000.0,,109000000.0,-5297000000.0,198000000.0,-349000000.0,352000000.0,153000000.0,1197000000.0,597000000.0,490000000.0,,133000000.0,3157000000.0,-2000000.0,381000000.0,,7402000000.0,13878000000.0,,1871000000.0,109000000.0,161000000.0,2945000000.0,-643000000.0,109000000.0,,102000000.0,262000000.0,262000000.0,205000000,4954000000,,262000000.0,206000000.0,-95000000.0,695000000.0,10547000000.0,,,6002000000.0,-34000000.0,8454000000.0,6476000000.0,,,,366000000,3205000000.0,3283000000.0,1663000000.0,4259000000.0,4545000000.0,2676000000.0,1248000000.0,0.0,261000000.0,1798000000.0,,480000000.0,133000000,,723000000.0,2395000000.0,,,,,,,
2007-03-31,804000000.0,22000000.0,55000000.0,-96000000.0,4000000.0,2656000000.0,-19000000.0,1.46,117000000.0,-5448000000.0,193000000.0,128000000.0,320000000.0,-21000000.0,904000000.0,-153000000.0,385000000.0,,171000000.0,3089000000.0,41000000.0,-249000000.0,,7417000000.0,13870000000.0,,1861000000.0,117000000.0,143000000.0,3005000000.0,-593000000.0,262000000.0,,103000000.0,241000000.0,241000000.0,243000000,4389000000,,241000000.0,-454000000.0,1000000.0,628000000.0,10368000000.0,,1.48,5897000000.0,-34000000.0,8537000000.0,6453000000.0,78700000.0,32000000.0,,386000000,3280000000.0,3445000000.0,1760000000.0,3761000000.0,4471000000.0,2525000000.0,1126000000.0,0.0,-311000000.0,1674000000.0,79900000.0,375000000.0,124000000,,543000000.0,2477000000.0,,,,,,,
2007-06-30,925000000.0,29000000.0,49000000.0,-106000000.0,6000000.0,2810000000.0,-18000000.0,2.0,161000000.0,-5613000000.0,194000000.0,20000000.0,313000000.0,102000000.0,972000000.0,153000000.0,470000000.0,,200000000.0,3080000000.0,29000000.0,47000000.0,,7423000000.0,14289000000.0,,1855000000.0,161000000.0,149000000.0,3191000000.0,-543000000.0,241000000.0,,103000000.0,343000000.0,343000000.0,263000000,4854000000,,343000000.0,-159000000.0,-83000000.0,733000000.0,10665000000.0,,2.04,6222000000.0,-34000000.0,8693000000.0,6866000000.0,78800000.0,6000000.0,,412000000,3407000000.0,3567000000.0,1760000000.0,4121000000.0,4443000000.0,2683000000.0,1071000000.0,0.0,-118000000.0,1677000000.0,80500000.0,463000000.0,161000000,,656000000.0,2453000000.0,,,,,,,
2007-09-30,911000000.0,12000000.0,69000000.0,-108000000.0,-9000000.0,2934000000.0,-12000000.0,2.2,175000000.0,-5827000000.0,212000000.0,-199000000.0,316000000.0,-85000000.0,969000000.0,134000000.0,421000000.0,,196000000.0,3099000000.0,8000000.0,26000000.0,,7468000000.0,14478000000.0,,1858000000.0,175000000.0,143000000.0,3217000000.0,-347000000.0,343000000.0,,103000000.0,258000000.0,258000000.0,271000000,4840000000,,258000000.0,-130000000.0,-29000000.0,692000000.0,10640000000.0,,2.24,6347000000.0,-33000000.0,8926000000.0,7010000000.0,78300000.0,-19000000.0,-150000000.0,414000000,3549000000.0,3770000000.0,1777000000.0,4148000000.0,4293000000.0,2755000000.0,1186000000.0,0.0,-62000000.0,1668000000.0,79800000.0,414000000.0,175000000,,737000000.0,2309000000.0,,,,,,,
2007-12-31,425000000.0,5000000.0,95000000.0,-226000000.0,-6000000.0,2665000000.0,-23000000.0,,187000000.0,-5959000000.0,628000000.0,-645000000.0,,-57000000.0,1078000000.0,799000000.0,491000000.0,,237000000.0,3212000000.0,39000000.0,573000000.0,,7454000000.0,14009000000.0,,1854000000.0,187000000.0,158000000.0,3260000000.0,-270000000.0,258000000.0,,103000000.0,201000000.0,201000000.0,347000000,5325000000,,201000000.0,474000000.0,-220000000.0,838000000.0,10029000000.0,,,5893000000.0,-33000000.0,9171000000.0,6555000000.0,,-9000000.0,-117000000.0,505000000,3703000000.0,3911000000.0,1760000000.0,4487000000.0,4136000000.0,2604000000.0,1130000000.0,-25000000.0,297000000.0,1668000000.0,,484000000.0,187000000,,672000000.0,2468000000.0,,,,,,,
2008-03-31,642000000.0,4000000.0,56000000.0,-107000000.0,-5000000.0,2912000000.0,-8000000.0,1.22,94000000.0,-6236000000.0,626000000.0,557000000.0,,120000000.0,924000000.0,-338000000.0,447000000.0,,103000000.0,3272000000.0,3000000.0,-445000000.0,,7501000000.0,14503000000.0,,1859000000.0,94000000.0,153000000.0,3165000000.0,-81000000.0,201000000.0,,104000000.0,321000000.0,321000000.0,167000000,4614000000,,321000000.0,-578000000.0,-106000000.0,614000000.0,10353000000.0,,1.23,5711000000.0,-33000000.0,9508000000.0,7002000000.0,76300000.0,-5000000.0,-97000000.0,320000000,3764000000.0,4071000000.0,1744000000.0,4000000000.0,4642000000.0,2564000000.0,980000000.0,0.0,-180000000.0,2166000000.0,77300000.0,440000000.0,94000000,,899000000.0,2476000000.0,,,,,,,
2008-06-30,765000000.0,3000000.0,73000000.0,-124000000.0,7000000.0,2996000000.0,-40000000.0,1.53,117000000.0,-6397000000.0,628000000.0,-136000000.0,,140000000.0,987000000.0,373000000.0,509000000.0,,130000000.0,3287000000.0,2000000.0,249000000.0,,7513000000.0,14839000000.0,,1853000000.0,117000000.0,157000000.0,3399000000.0,21000000.0,321000000.0,,104000000.0,461000000.0,461000000.0,243000000,5076000000,,461000000.0,98000000.0,-111000000.0,752000000.0,10528000000.0,,1.55,6179000000.0,-32000000.0,9684000000.0,7326000000.0,75300000.0,,-54000000.0,400000000,3849000000.0,4213000000.0,1745000000.0,4324000000.0,4349000000.0,2628000000.0,1028000000.0,0.0,-50000000.0,1967000000.0,76300000.0,502000000.0,117000000,,934000000.0,2382000000.0,,,,,,,
2008-09-30,1056000000.0,14000000.0,55000000.0,-147000000.0,-3000000.0,3053000000.0,-24000000.0,2.15,163000000.0,-6095000000.0,633000000.0,186000000.0,,-36000000.0,1048000000.0,-41000000.0,484000000.0,,122000000.0,3089000000.0,-46000000.0,-188000000.0,,7303000000.0,14470000000.0,,1838000000.0,163000000.0,157000000.0,3282000000.0,-275000000.0,461000000.0,,104000000.0,425000000.0,425000000.0,201000000,4902000000,,425000000.0,-235000000.0,-126000000.0,685000000.0,10409000000.0,,2.18,6401000000.0,-33000000.0,9184000000.0,7167000000.0,74600000.0,,-96000000.0,358000000,3979000000.0,3972000000.0,1743000000.0,4217000000.0,4008000000.0,2603000000.0,1015000000.0,0.0,-229000000.0,1964000000.0,75500000.0,477000000.0,163000000,,746000000.0,2044000000.0,,,,,,,
2008-12-31,595000000.0,0.0,19000000.0,-169000000.0,-19000000.0,2591000000.0,-177000000.0,,44000000.0,-5824000000.0,954000000.0,-466000000.0,,-279000000.0,887000000.0,333000000.0,386000000.0,,-109000000.0,2985000000.0,-160000000.0,164000000.0,,7488000000.0,13532000000.0,,1821000000.0,44000000.0,130000000.0,2805000000.0,-1259000000.0,425000000.0,,104000000.0,146000000.0,146000000.0,87000000,4315000000,,146000000.0,45000000.0,-90000000.0,473000000.0,10459000000.0,,,5563000000.0,-30000000.0,8809000000.0,6044000000.0,,,0.0,-32000000,3993000000.0,3006000000.0,1728000000.0,3842000000.0,4896000000.0,2103000000.0,1276000000.0,114000000.0,285000000.0,2002000000.0,,379000000.0,73000000,,514000000.0,567000000.0,,,,,,,
2009-03-31,1077000000.0,0.0,62000000.0,-112000000.0,-5000000.0,2573000000.0,-71000000.0,0.91,68000000.0,-5819000000.0,933000000.0,420000000.0,,47000000.0,783000000.0,-272000000.0,334000000.0,,57000000.0,2913000000.0,-16000000.0,-384000000.0,114000000.0,7382000000.0,13202000000.0,,1810000000.0,68000000.0,115000000.0,2392000000.0,-1323000000.0,146000000.0,,104000000.0,193000000.0,193000000.0,190000000,3569000000,-362000000.0,193000000.0,-367000000.0,-99000000.0,524000000.0,10141000000.0,,0.92,5401000000.0,-32000000.0,8732000000.0,5820000000.0,74200000.0,,0.0,234000000,4029000000.0,2987000000.0,1726000000.0,3045000000.0,4740000000.0,1936000000.0,1149000000.0,13000000.0,-27000000.0,1956000000.0,74700000.0,327000000.0,73000000,-1000000.0,555000000.0,550000000.0,,,,,,,
2009-06-30,463000000.0,0.0,58000000.0,-117000000.0,5000000.0,2472000000.0,-35000000.0,1.04,78000000.0,-6117000000.0,1142000000.0,-129000000.0,,54000000.0,646000000.0,268000000.0,397000000.0,,64000000.0,3021000000.0,-22000000.0,151000000.0,-281000000.0,7700000000.0,13739000000.0,,1807000000.0,78000000.0,143000000.0,2649000000.0,-995000000.0,193000000.0,,104000000.0,247000000.0,247000000.0,157000000,4169000000,128000000.0,247000000.0,56000000.0,-106000000.0,554000000.0,10274000000.0,,1.05,5032000000.0,-31000000.0,9138000000.0,6039000000.0,74500000.0,,0.0,265000000,4076000000.0,3375000000.0,1730000000.0,3615000000.0,5242000000.0,2326000000.0,1274000000.0,11000000.0,230000000.0,2487000000.0,75000000.0,390000000.0,86000000,-495000000.0,562000000.0,569000000.0,,,,,,,
2009-09-30,416000000.0,0.0,58000000.0,-119000000.0,-37000000.0,2418000000.0,-75000000.0,1.15,87000000.0,-6336000000.0,1339000000.0,-107000000.0,,478000000.0,649000000.0,656000000.0,407000000.0,,80000000.0,3066000000.0,-13000000.0,537000000.0,-357000000.0,7935000000.0,14857000000.0,,1802000000.0,87000000.0,130000000.0,3067000000.0,-845000000.0,247000000.0,,104000000.0,725000000.0,725000000.0,213000000,4497000000,328000000.0,725000000.0,448000000.0,-89000000.0,620000000.0,11165000000.0,-13000000.0,1.17,5757000000.0,-33000000.0,9402000000.0,6922000000.0,74700000.0,,0.0,268000000,4130000000.0,3590000000.0,1728000000.0,3877000000.0,5408000000.0,2742000000.0,1625000000.0,30000000.0,129000000.0,2503000000.0,75700000.0,400000000.0,93000000,-50000000.0,649000000.0,636000000.0,,,,,,,
2009-12-31,401000000.0,21000000.0,41000000.0,-193000000.0,-12000000.0,2197000000.0,-120000000.0,,95000000.0,-6360000000.0,1427000000.0,-40000000.0,,655000000.0,624000000.0,898000000.0,434000000.0,,93000000.0,3117000000.0,-10000000.0,705000000.0,238000000.0,8069000000.0,15094000000.0,,1796000000.0,95000000.0,137000000.0,3308000000.0,-868000000.0,725000000.0,,105000000.0,1380000000.0,1380000000.0,254000000,4864000000,232000000.0,1380000000.0,670000000.0,-205000000.0,688000000.0,11334000000.0,-18000000.0,,5941000000.0,-32000000.0,9477000000.0,7025000000.0,,,0.0,271000000,4193000000.0,3664000000.0,1729000000.0,4176000000.0,5393000000.0,2500000000.0,1107000000.0,-12000000.0,246000000.0,2502000000.0,,427000000.0,102000000,-26000000.0,554000000.0,641000000.0,,,,,,,
2010-03-31,351000000.0,7000000.0,58000000.0,-146000000.0,0.0,2437000000.0,-32000000.0,2.13,164000000.0,-6322000000.0,1442000000.0,-90000000.0,,-189000000.0,699000000.0,71000000.0,378000000.0,-5000000.0,171000000.0,3079000000.0,-3000000.0,-75000000.0,24000000.0,8038000000.0,15078000000.0,,1786000000.0,164000000.0,134000000.0,3323000000.0,-980000000.0,1380000000.0,,105000000.0,1191000000.0,1191000000.0,261000000,4272000000,66000000.0,1191000000.0,-203000000.0,-150000000.0,639000000.0,11287000000.0,-5000000.0,2.17,5886000000.0,-33000000.0,9401000000.0,7040000000.0,75400000.0,,,363000000,4324000000.0,3695000000.0,1731000000.0,3633000000.0,5401000000.0,2440000000.0,1513000000.0,1000000.0,-271000000.0,2498000000.0,76800000.0,371000000.0,174000000,-64000000.0,641000000.0,648000000.0,,,,,,,
2010-06-30,332000000.0,65000000.0,124000000.0,-121000000.0,-16000000.0,2676000000.0,-22000000.0,2.64,205000000.0,-6247000000.0,1395000000.0,-290000000.0,,-341000000.0,687000000.0,99000000.0,408000000.0,,207000000.0,2970000000.0,-8000000.0,-22000000.0,-26000000.0,7871000000.0,14732000000.0,,1777000000.0,205000000.0,139000000.0,3499000000.0,-1224000000.0,1191000000.0,,106000000.0,850000000.0,850000000.0,353000000,4534000000,265000000.0,850000000.0,-221000000.0,-126000000.0,761000000.0,10941000000.0,-2000000.0,2.69,5905000000.0,-33000000.0,9217000000.0,6861000000.0,76200000.0,,,470000000,4496000000.0,3699000000.0,1729000000.0,3773000000.0,5036000000.0,2382000000.0,977000000.0,8000000.0,-306000000.0,2195000000.0,77700000.0,401000000.0,215000000,-308000000.0,700000000.0,625000000.0,,,,,,,
2010-09-30,325000000.0,0.0,158000000.0,-147000000.0,4000000.0,3084000000.0,-16000000.0,1.02,79000000.0,-6609000000.0,1531000000.0,-51000000.0,,51000000.0,691000000.0,207000000.0,398000000.0,,76000000.0,3077000000.0,-7000000.0,60000000.0,-74000000.0,8141000000.0,15599000000.0,,1803000000.0,79000000.0,141000000.0,3700000000.0,-944000000.0,850000000.0,0.0,106000000.0,901000000.0,901000000.0,250000000,4519000000,55000000.0,901000000.0,-20000000.0,-147000000.0,648000000.0,11470000000.0,2000000.0,1.04,6321000000.0,-33000000.0,9686000000.0,7458000000.0,76500000.0,,,375000000,4542000000.0,4028000000.0,1730000000.0,3871000000.0,5149000000.0,2552000000.0,1118000000.0,0.0,-301000000.0,2197000000.0,77700000.0,391000000.0,83000000,-8000000.0,697000000.0,744000000.0,,,,,,,
2010-12-31,314000000.0,0.0,-127000000.0,-206000000.0,-14000000.0,2792000000.0,-213000000.0,,171000000.0,-6660000000.0,310000000.0,-64000000.0,,467000000.0,611000000.0,701000000.0,448000000.0,,132000000.0,3134000000.0,-46000000.0,495000000.0,263000000.0,8269000000.0,15584000000.0,,1789000000.0,171000000.0,141000000.0,3660000000.0,-893000000.0,901000000.0,,106000000.0,1368000000.0,1368000000.0,218000000,5041000000,-45000000.0,1368000000.0,383000000.0,-183000000.0,666000000.0,11264000000.0,9000000.0,,6149000000.0,-33000000.0,9794000000.0,7315000000.0,,,12000000.0,146000000,4680000000.0,4226000000.0,1731000000.0,4375000000.0,5115000000.0,2278000000.0,1564000000.0,8000000.0,283000000.0,2195000000.0,,441000000.0,178000000,-31000000.0,0.0,791000000.0,,,,,,,
2011-03-31,315000000.0,8000000.0,54000000.0,-115000000.0,0.0,2938000000.0,-27000000.0,2.17,169000000.0,-6882000000.0,323000000.0,-29000000.0,,-342000000.0,621000000.0,-224000000.0,387000000.0,-7000000.0,155000000.0,3174000000.0,-24000000.0,-339000000.0,-21000000.0,8408000000.0,15609000000.0,,1786000000.0,169000000.0,141000000.0,3572000000.0,-803000000.0,1368000000.0,,106000000.0,1026000000.0,1026000000.0,236000000,4401000000,-163000000.0,1026000000.0,-543000000.0,-119000000.0,623000000.0,11037000000.0,178000000.0,2.21,5937000000.0,-33000000.0,10056000000.0,7201000000.0,76700000.0,,,350000000,4816000000.0,4467000000.0,1732000000.0,3778000000.0,5100000000.0,2347000000.0,917000000.0,3000000.0,-94000000.0,2193000000.0,77900000.0,380000000.0,178000000,-3000000.0,0.0,790000000.0,,,,,,,
2011-06-30,378000000.0,6000000.0,593000000.0,-144000000.0,-8000000.0,3071000000.0,-14000000.0,-2.1,-161000000.0,-6989000000.0,344000000.0,-29000000.0,,-181000000.0,704000000.0,-10000000.0,432000000.0,,-370000000.0,3213000000.0,-206000000.0,-154000000.0,-84000000.0,8699000000.0,15914000000.0,,1780000000.0,-161000000.0,145000000.0,3827000000.0,-687000000.0,1026000000.0,,106000000.0,845000000.0,845000000.0,237000000,4730000000,196000000.0,845000000.0,-435000000.0,-158000000.0,669000000.0,11415000000.0,266000000.0,-2.1,6869000000.0,-38000000.0,10202000000.0,7215000000.0,76800000.0,,,368000000,4617000000.0,4398000000.0,1729000000.0,4061000000.0,4546000000.0,2455000000.0,1574000000.0,-14000000.0,-105000000.0,2143000000.0,76800000.0,425000000.0,-164000000,-303000000.0,0.0,626000000.0,,,,,,,
