date,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyDilutedEPS,quarterlyNetIncome,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyTaxProvision,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyChangeInWorkingCapital,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable
1989-09-30,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501700000,1501700000,,,,,,,,0.68,,,,,69350000.0,,,1501700000,,,,,,,,,,,69350000.0,,46700000,,,,,,,,,,
1989-12-31,1140700000.0,,,,,883900000.0,,,,-543400000.0,825800000.0,,184400000.0,,1110600000.0,,,,,1288400000.0,,,,2464500000.0,5353500000.0,,350300000.0,,,,,,,,141000000.0,141000000.0,-4242500000,1572000000,,,,,,3932100000.0,,,2251300000.0,,1831800000.0,2889000000.0,,,,-4242500000,1502900000.0,1421400000.0,,,1680800000.0,,,,,982300000.0,,,49400000,,106100000.0,514100000.0,,,,,,,
1990-03-31,1241900000.0,,55200000.0,-96100000.0,5300000.0,951900000.0,35300000.0,0.42,29500000.0,-600100000.0,1218900000.0,121100000.0,,-4500000.0,577600000.0,14300000.0,329400000.0,,65900000.0,1287400000.0,36400000.0,-81800000.0,,2506300000.0,5522200000.0,,,29500000.0,56300000.0,608400000.0,,78100000.0,,,73600000.0,73600000.0,87500000,1597700000,,0.0,-91700000.0,-139900000.0,416900000.0,3889400000.0,20200000.0,0.42,2427900000.0,-19100000.0,1887500000.0,3015900000.0,70238095.0,,,143800000,1513300000.0,1432900000.0,,1180800000.0,1461500000.0,,,-43800000.0,-68800000.0,978700000.0,70238095.0,273100000.0,29500000,,151700000.0,482800000.0,,,,,,,
1990-06-30,1485000000.0,,49000000.0,-40900000.0,-4300000.0,975000000.0,45000000.0,0.54,37000000.0,-658000000.0,1226000000.0,194900000.0,,-6500000.0,593000000.0,8700000.0,354500000.0,,72000000.0,1295000000.0,35000000.0,-32200000.0,,2521000000.0,5801000000.0,,,37000000.0,66700000.0,613000000.0,,0.0,,,67000000.0,67000000.0,78000000,1664000000,,0.0,-99300000.0,-210100000.0,432500000.0,4139000000.0,4800000.0,0.54,2691000000.0,-18900000.0,1953000000.0,3280000000.0,68518519.0,,,144700000,1531000000.0,1452000000.0,,1231500000.0,1448000000.0,,,-169200000.0,-10200000.0,976000000.0,68518519.0,293000000.0,37000000,,170000000.0,472000000.0,,,,,,,
1990-09-30,1421000000.0,,62000000.0,0.0,31000000.0,836000000.0,107000000.0,0.86,60000000.0,-701000000.0,1291000000.0,-119000000.0,,36000000.0,628000000.0,257000000.0,359700000.0,,99000000.0,1311000000.0,39000000.0,257000000.0,,2602000000.0,5764000000.0,,,60000000.0,44000000.0,581000000.0,,0.0,,,103000000.0,103000000.0,57000000,1612000000,,0.0,200000000.0,-102000000.0,416700000.0,4093000000.0,-11000000.0,0.86,2630000000.0,-19000000.0,2012000000.0,3162000000.0,69767442.0,,,112700000,1572000000.0,1503000000.0,,1195300000.0,1463000000.0,,,-182000000.0,147000000.0,974000000.0,69767442.0,304000000.0,60000000,,151000000.0,489000000.0,,,,,,,
1990-12-31,122000000.0,,64000000.0,-128000000.0,19000000.0,801000000.0,-29000000.0,,-54000000.0,-687000000.0,928000000.0,-168000000.0,167000000.0,-25000000.0,1949000000.0,248000000.0,375000000.0,,-54000000.0,1349000000.0,0.0,120000000.0,,2714000000.0,5614000000.0,,437000000.0,-54000000.0,80000000.0,580000000.0,,0.0,,,78000000.0,78000000.0,37000000,1560000000,,0.0,200000000.0,-109000000.0,412000000.0,4014000000.0,31000000.0,,2651000000.0,-19000000.0,2036000000.0,2900000000.0,,,,117000000,1499000000.0,1424000000.0,,1148000000.0,1363000000.0,,,19000000.0,44000000.0,874000000.0,,295000000.0,-54000000,,135000000.0,322000000.0,,,,,,,
1991-03-31,1332000000.0,,54000000.0,-42000000.0,-22000000.0,799000000.0,42000000.0,0.35,24000000.0,-687000000.0,1352000000.0,-6000000.0,,3000000.0,696000000.0,65000000.0,357000000.0,,54000000.0,1256000000.0,30000000.0,23000000.0,,2608000000.0,5468000000.0,,,24000000.0,63000000.0,576000000.0,,78000000.0,,,81000000.0,81000000.0,71000000,1564000000,,0.0,-37000000.0,-56000000.0,428000000.0,3884000000.0,15000000.0,0.35,2604000000.0,-19000000.0,1943000000.0,2860000000.0,68571429.0,,,134000000,1498000000.0,1425000000.0,,1136000000.0,1280000000.0,,,-14000000.0,-44000000.0,850000000.0,68571429.0,294000000.0,24000000,,116000000.0,430000000.0,,,,,,,
1991-06-30,1369000000.0,,53000000.0,-44000000.0,-2000000.0,741000000.0,71000000.0,0.83,58000000.0,-687000000.0,1378000000.0,429000000.0,,20000000.0,706000000.0,156000000.0,385500000.0,,89000000.0,1215000000.0,31000000.0,112000000.0,,2593000000.0,5757000000.0,,,58000000.0,54000000.0,638000000.0,,0.0,,,101000000.0,101000000.0,71000000,1723000000,,0.0,58000000.0,-565000000.0,456500000.0,4143000000.0,-14000000.0,0.83,2713000000.0,-19000000.0,1902000000.0,3164000000.0,69879518.0,,,129500000,1543000000.0,1465000000.0,,1266500000.0,1430000000.0,,,-521000000.0,57000000.0,1009000000.0,69879518.0,327000000.0,58000000,,138000000.0,421000000.0,,,,,,,
1991-09-30,1632000000.0,,71000000.0,-665000000.0,-2000000.0,665000000.0,70000000.0,0.69,48000000.0,-834000000.0,1021000000.0,408000000.0,,-35000000.0,721000000.0,229000000.0,373700000.0,,81000000.0,1269000000.0,33000000.0,-436000000.0,,3145000000.0,6162000000.0,,855000000.0,48000000.0,56000000.0,636000000.0,,0.0,,,66000000.0,66000000.0,82000000,1619000000,,0.0,130000000.0,-672000000.0,455700000.0,4664000000.0,-5000000.0,0.69,2989000000.0,-19000000.0,2103000000.0,3017000000.0,69565217.0,,,139700000,1572000000.0,1496000000.0,,1163300000.0,1675000000.0,,,-7000000.0,94000000.0,1220000000.0,69565217.0,316000000.0,48000000,,141000000.0,455000000.0,,,,,,,
1991-12-31,1496000000.0,,51000000.0,-131000000.0,22000000.0,698000000.0,34000000.0,,40000000.0,-1290000000.0,1216000000.0,0.0,166000000.0,-24000000.0,693000000.0,367000000.0,305000000.0,,76000000.0,1400000000.0,36000000.0,236000000.0,,3525000000.0,6445000000.0,,909000000.0,40000000.0,60000000.0,742000000.0,,0.0,,,42000000.0,42000000.0,93000000,1644000000,,0.0,193000000.0,-391000000.0,398000000.0,4928000000.0,16000000.0,,2931000000.0,-19000000.0,2690000000.0,2920000000.0,,,,153000000,1593000000.0,1515000000.0,,1246000000.0,1997000000.0,,,-260000000.0,2000000.0,1528000000.0,,245000000.0,40000000,,144000000.0,303000000.0,,,,,,,
1992-03-31,1541000000.0,,57000000.0,-44000000.0,5000000.0,820000000.0,46000000.0,0.49,35000000.0,-1312000000.0,1273000000.0,22000000.0,,16000000.0,758000000.0,-84000000.0,360000000.0,,70000000.0,1349000000.0,35000000.0,-128000000.0,,3468000000.0,6466000000.0,,846000000.0,35000000.0,63000000.0,756000000.0,,42000000.0,,,58000000.0,58000000.0,81000000,1663000000,,0.0,-210000000.0,78000000.0,441000000.0,4934000000.0,28000000.0,0.5,3055000000.0,-19000000.0,2661000000.0,2998000000.0,70000000.0,,,144000000,1609000000.0,1532000000.0,,1222000000.0,1879000000.0,,,122000000.0,-141000000.0,1415000000.0,71428571.0,297000000.0,35000000,,157000000.0,464000000.0,,,,,,,
1992-06-30,1707000000.0,,62000000.0,-68000000.0,-5000000.0,898000000.0,46000000.0,0.73,53000000.0,-1398000000.0,1291000000.0,116000000.0,,9000000.0,768000000.0,-17000000.0,375000000.0,,89000000.0,1401000000.0,36000000.0,-85000000.0,,3584000000.0,6808000000.0,,892000000.0,53000000.0,61000000.0,768000000.0,,0.0,,,67000000.0,67000000.0,105000000,1781000000,,0.0,-146000000.0,-90000000.0,480000000.0,5247000000.0,-3000000.0,0.75,3243000000.0,-19000000.0,2799000000.0,3224000000.0,70666667.0,,,167000000,1643000000.0,1561000000.0,,1301000000.0,2004000000.0,,,-22000000.0,-46000000.0,1503000000.0,72602740.0,313000000.0,53000000,,165000000.0,501000000.0,,,,,,,
1992-09-30,1467000000.0,,53000000.0,-96000000.0,0.0,782000000.0,40000000.0,0.75,55000000.0,-1431000000.0,1301000000.0,-217000000.0,,-16000000.0,809000000.0,279000000.0,385000000.0,,96000000.0,1380000000.0,41000000.0,183000000.0,,3601000000.0,6606000000.0,,920000000.0,55000000.0,65000000.0,727000000.0,,0.0,,,51000000.0,51000000.0,109000000,1860000000,,0.0,95000000.0,-78000000.0,494000000.0,5038000000.0,51000000.0,0.78,3003000000.0,-19000000.0,2811000000.0,3005000000.0,70512821.0,,,174000000,1679000000.0,1568000000.0,,1366000000.0,2035000000.0,,,18000000.0,79000000.0,1538000000.0,73333333.0,322000000.0,55000000,,171000000.0,497000000.0,,,,,,,
1992-12-31,1453000000.0,,-27000000.0,-80000000.0,8000000.0,650000000.0,-241000000.0,,62000000.0,-1388000000.0,1258000000.0,-263000000.0,213000000.0,15000000.0,746000000.0,400000000.0,477000000.0,,104000000.0,1325000000.0,42000000.0,320000000.0,,3378000000.0,6118000000.0,,795000000.0,62000000.0,86000000.0,688000000.0,,0.0,,,66000000.0,66000000.0,318000000,1997000000,,0.0,237000000.0,-122000000.0,795000000.0,4518000000.0,-34000000.0,,2887000000.0,-20000000.0,2713000000.0,2740000000.0,,,,404000000,1721000000.0,1600000000.0,,1202000000.0,1631000000.0,,,-42000000.0,101000000.0,1215000000.0,,391000000.0,62000000,,193000000.0,203000000.0,,,,,,,
1993-03-31,1448000000.0,,61000000.0,-41000000.0,21000000.0,767000000.0,-2000000.0,-2.02,-162000000.0,-1430000000.0,1255000000.0,-109000000.0,,8000000.0,765000000.0,-21000000.0,437000000.0,,38000000.0,1284000000.0,20000000.0,-62000000.0,,3333000000.0,6160000000.0,,794000000.0,-162000000.0,66000000.0,705000000.0,,66000000.0,,,74000000.0,74000000.0,101000000,1808000000,,0.0,-145000000.0,138000000.0,538000000.0,4744000000.0,-1000000.0,-2.02,2918000000.0,-19000000.0,2714000000.0,2827000000.0,80198020.0,,,167000000,1539000000.0,1416000000.0,,1270000000.0,1826000000.0,,,179000000.0,-121000000.0,1138000000.0,80198020.0,371000000.0,18000000,,151000000.0,688000000.0,,,,,,,
1993-06-30,1300000000.0,,42000000.0,-50000000.0,-8000000.0,829000000.0,-2000000.0,1.01,74000000.0,-1488000000.0,1233000000.0,-173000000.0,,-15000000.0,823000000.0,188000000.0,410000000.0,,112000000.0,1263000000.0,38000000.0,138000000.0,,3246000000.0,6162000000.0,,750000000.0,74000000.0,73000000.0,767000000.0,,0.0,,,59000000.0,59000000.0,149000000,1912000000,,0.0,39000000.0,-30000000.0,559000000.0,4685000000.0,-7000000.0,1.04,2890000000.0,-21000000.0,2751000000.0,2916000000.0,71153846.0,,,222000000,1592000000.0,1477000000.0,,1353000000.0,1795000000.0,,,20000000.0,-73000000.0,1089000000.0,73267327.0,337000000.0,74000000,,159000000.0,706000000.0,,,,,,,
1993-09-30,1271000000.0,,30000000.0,-70000000.0,68000000.0,722000000.0,-19000000.0,0.95,70000000.0,-1515000000.0,1226000000.0,-99000000.0,,94000000.0,902000000.0,221000000.0,416000000.0,,111000000.0,1259000000.0,41000000.0,151000000.0,,3253000000.0,6142000000.0,,768000000.0,70000000.0,64000000.0,680000000.0,,0.0,,,153000000.0,153000000.0,163000000,1909000000,,0.0,80000000.0,-28000000.0,579000000.0,4464000000.0,-2000000.0,0.96,2853000000.0,-23000000.0,2774000000.0,2889000000.0,72916667.0,,,231000000,1640000000.0,1590000000.0,,1330000000.0,1611000000.0,,,42000000.0,97000000.0,892000000.0,73684211.0,348000000.0,70000000,,178000000.0,719000000.0,,,,,,,
1993-12-31,992000000.0,0.0,26000000.0,-148000000.0,1000000.0,760000000.0,-22000000.0,,69000000.0,-1517000000.0,1295000000.0,-130000000.0,167000000.0,-65000000.0,1029000000.0,241000000.0,415000000.0,,118000000.0,1319000000.0,49000000.0,93000000.0,,3339000000.0,6047000000.0,,725000000.0,69000000.0,38000000.0,742000000.0,,0.0,,,88000000.0,88000000.0,172000000,1904000000,,0.0,64000000.0,-176000000.0,587000000.0,4307000000.0,85000000.0,,2763000000.0,-22000000.0,2836000000.0,2708000000.0,,,,210000000,1686000000.0,1648000000.0,,1317000000.0,1544000000.0,,,-32000000.0,-48000000.0,840000000.0,,377000000.0,69000000,,180000000.0,537000000.0,,,,,,,
1994-03-31,1297000000.0,,27000000.0,-61000000.0,10000000.0,862000000.0,-14000000.0,0.88,67000000.0,-1482000000.0,1251000000.0,82000000.0,,-59000000.0,807000000.0,-151000000.0,414000000.0,,113000000.0,1287000000.0,46000000.0,-212000000.0,,3244000000.0,6183000000.0,,706000000.0,67000000.0,67000000.0,723000000.0,,88000000.0,,,29000000.0,29000000.0,158000000,1870000000,,0.0,-292000000.0,10000000.0,572000000.0,4340000000.0,,0.9,2827000000.0,-23000000.0,2769000000.0,2939000000.0,74444444.0,,,225000000,1731000000.0,1745000000.0,,1298000000.0,1513000000.0,,,71000000.0,-109000000.0,828000000.0,76136364.0,347000000.0,67000000,,252000000.0,685000000.0,,,,,,,
1994-06-30,1233000000.0,,26000000.0,-71000000.0,1000000.0,944000000.0,32000000.0,1.09,84000000.0,-1588000000.0,1200000000.0,-91000000.0,,31000000.0,890000000.0,69000000.0,441000000.0,,165000000.0,1331000000.0,81000000.0,-2000000.0,,3269000000.0,6392000000.0,,738000000.0,84000000.0,70000000.0,774000000.0,,0.0,,,60000000.0,60000000.0,162000000,2050000000,,0.0,-46000000.0,53000000.0,603000000.0,4481000000.0,,1.1,2897000000.0,-22000000.0,2919000000.0,3123000000.0,76363636.0,,,232000000,1792000000.0,1812000000.0,,1447000000.0,1584000000.0,,,44000000.0,-56000000.0,871000000.0,77064220.0,373000000.0,84000000,,206000000.0,713000000.0,,,,,,,
1994-09-30,1219000000.0,,29000000.0,-91000000.0,0.0,917000000.0,14000000.0,1.27,98000000.0,-1646000000.0,1201000000.0,-59000000.0,,41000000.0,872000000.0,233000000.0,442000000.0,,155000000.0,1360000000.0,57000000.0,142000000.0,,3307000000.0,6475000000.0,,746000000.0,98000000.0,68000000.0,764000000.0,,0.0,,,101000000.0,101000000.0,173000000,2085000000,,0.0,61000000.0,-133000000.0,615000000.0,4485000000.0,24000000.0,1.3,2855000000.0,-23000000.0,3006000000.0,3168000000.0,75384615.0,,,241000000,1867000000.0,1892000000.0,,1470000000.0,1630000000.0,,,-42000000.0,30000000.0,882000000.0,77165354.0,374000000.0,98000000,,278000000.0,748000000.0,,,,,,,
1994-12-31,1201000000.0,,32000000.0,-195000000.0,2000000.0,838000000.0,-229000000.0,,-91000000.0,-1661000000.0,1407000000.0,-58000000.0,481000000.0,-29000000.0,944000000.0,298000000.0,457000000.0,,-99000000.0,1440000000.0,-8000000.0,103000000.0,,3577000000.0,6655000000.0,,730000000.0,-91000000.0,61000000.0,843000000.0,,0.0,,,72000000.0,72000000.0,169000000,2099000000,,0.0,187000000.0,-269000000.0,626000000.0,4837000000.0,164000000.0,,2988000000.0,-22000000.0,3101000000.0,3078000000.0,,,,230000000,1754000000.0,1723000000.0,,1473000000.0,1849000000.0,,,-118000000.0,63000000.0,885000000.0,,396000000.0,-91000000,,301000000.0,483000000.0,,,,,,,
1995-03-31,1588000000.0,,29000000.0,-70000000.0,3000000.0,1079000000.0,-6000000.0,0.98,75000000.0,-1736000000.0,1518000000.0,352000000.0,,15000000.0,899000000.0,-134000000.0,480000000.0,,114000000.0,1454000000.0,39000000.0,-204000000.0,,3766000000.0,7165000000.0,,794000000.0,75000000.0,84000000.0,830000000.0,,72000000.0,,,87000000.0,87000000.0,151000000,1985000000,,0.0,-241000000.0,-203000000.0,631000000.0,5294000000.0,-61000000.0,1.0,3317000000.0,-25000000.0,3190000000.0,3399000000.0,75000000.0,,-34000000.0,235000000,1804000000.0,1775000000.0,,1354000000.0,1977000000.0,,,-133000000.0,-228000000.0,1024000000.0,76530612.0,396000000.0,75000000,,281000000.0,953000000.0,,,,,,,
1995-06-30,1977000000.0,,34000000.0,-200000000.0,-10000000.0,1131000000.0,-7000000.0,0.7,52000000.0,-1803000000.0,1482000000.0,281000000.0,,41000000.0,840000000.0,-78000000.0,484000000.0,,79000000.0,1558000000.0,27000000.0,-278000000.0,,3970000000.0,7702000000.0,,930000000.0,52000000.0,80000000.0,871000000.0,,0.0,,,128000000.0,128000000.0,121000000,2115000000,,0.0,-140000000.0,-162000000.0,605000000.0,5675000000.0,-80000000.0,0.7,3688000000.0,-25000000.0,3361000000.0,3732000000.0,74285714.0,,-1000000.0,201000000,1831000000.0,1861000000.0,,1510000000.0,1987000000.0,,,38000000.0,3000000.0,1016000000.0,74285714.0,404000000.0,52000000,,306000000.0,971000000.0,,,,,,,
