date,quarterlyDilutedAverageShares,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyBasicAverageShares,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyGoodwill,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue
1995-09-30,2240000000.0,55700000.0,145900000.0,20800000.0,9700000.0,700000.0,,333100000.0,51300000.0,,104500000.0,-26300000.0,10500000,867900000.0,812200000.0,53000000.0,100000.0,384400000.0,10500000,10500000,0.004688,,-73300000.0,-6100000.0,0.0,,,-600000.0,,228600000.0,,16700000.0,,,21500000.0,,0.0,,483500000.0,,0.0,,18500000.0,2240000000.0,,-125100000.0,-73600000.0,5500000.0,1000000.0,,937200000.0,,47300000.0,,26000000.0,93400000.0,31500000,0.0,69700000,,51300000.0,7500000.0,,8000000.0,812100000.0,52300000,,0.0,0.004688,,,,,,,,
1995-12-31,,64100000.0,158300000.0,23700000.0,-5300000.0,1500000.0,,349800000.0,54300000.0,,6500000.0,-16100000.0,12400000,900400000.0,836300000.0,60200000.0,-100000.0,404100000.0,12400000,12400000,,100000.0,-47300000.0,-11500000.0,0.0,,64000000.0,-300000.0,105600000.0,237700000.0,,17900000.0,,,25200000.0,,0.0,,496300000.0,,0.0,,19800000.0,,,-203400000.0,-54300000.0,4400000.0,-500000.0,,1039800000.0,,38200000.0,,9100000.0,500000.0,35000000,0.0,78100000,,54300000.0,6500000.0,,7400000.0,836400000.0,58700000,,0.0,,,,,,,,,
1996-03-31,2377142857.0,77900000.0,173800000.0,29600000.0,58200000.0,1300000.0,,460200000.0,126300000.0,,125100000.0,-106000000.0,15600000,1103600000.0,1025700000.0,80300000.0,0.0,586500000.0,15600000,15600000,0.006563,,-218500000.0,-15700000.0,0.0,,,-400000.0,,335100000.0,,20900000.0,,,30900000.0,,0.0,,517100000.0,,0.0,,29000000.0,2377142857.0,,-203400000.0,-222000000.0,4600000.0,0.0,,1229100000.0,,116000000.0,,102600000.0,5200000.0,49400000,0.0,101200000,,126300000.0,12600000.0,,13400000.0,1025700000.0,79000000,,0.0,0.006563,,,,,,,,
1996-06-30,2426666667.0,62100000.0,192100000.0,32000000.0,-52000000.0,1000000.0,,532700000.0,58600000.0,,139400000.0,-60000000.0,18200000,1128400000.0,1066300000.0,87400000.0,0.0,591300000.0,18200000,18200000,0.0075,,-71800000.0,-16000000.0,0.0,,,-200000.0,,393300000.0,,22600000.0,,,33000000.0,,0.0,,537100000.0,,0.0,,32900000.0,2426666667.0,,-203400000.0,-71800000.0,5500000.0,100000.0,,1269700000.0,,11800000.0,,60000000.0,1700000.0,54400000,0.0,110000000,,58600000.0,13600000.0,,14700000.0,1066300000.0,86400000,,0.0,0.0075,,,,,,,,
1996-09-30,2645333333.0,114000000.0,216800000.0,60400000.0,-16300000.0,2400000.0,,795200000.0,94100000.0,,218100000.0,-659600000.0,24800000,1922200000.0,1808200000.0,156900000.0,0.0,889300000.0,24800000,24800000,0.009375,,-746300000.0,-34000000.0,200000.0,,,-400000.0,,577100000.0,,42900000.0,,,62800000.0,,0.0,,1032900000.0,,0.0,,50500000.0,2645333333.0,,-203400000.0,-751700000.0,9700000.0,-500000.0,,2011600000.0,,92100000.0,,654300000.0,471100000.0,94100000,0.0,199800000,,94100000.0,23000000.0,,25700000.0,1808200000.0,154500000,,200000.0,0.009375,,,,,,,,
1996-12-31,,150700000.0,253300000.0,60400000.0,21100000.0,3100000.0,,836900000.0,151500000.0,,24400000.0,-18400000.0,36400000,2062600000.0,1911900000.0,182300000.0,-100000.0,988400000.0,36400000,36400000,,0.0,-167000000.0,-38800000.0,300000.0,,150400000.0,-500000.0,224300000.0,588200000.0,,43500000.0,,,63500000.0,,0.0,300000.0,1074200000.0,300000.0,200000.0,,73100000.0,,,-381300000.0,-169100000.0,6900000.0,400000.0,,2293300000.0,,150700000.0,,16400000.0,4800000.0,118800000,0.0,225800000,,151500000.0,33000000.0,,36700000.0,1912000000.0,179200000,,100000.0,,,,,,,,,
1997-03-31,3126976000.0,149543063.0,290778178.0,67848241.0,272777624.0,2769316.0,,902797009.0,423705345.0,,282470230.0,-33231792.0,37385766,2442536693.0,2292993631.0,155081695.0,0.0,1326502354.0,37385766,37385766,0.012159,,-448629189.0,-4153974.0,0.0,,,-1384658.0,,620326779.0,,91387427.0,,,70617557.0,,0.0,,1116034340.0,,0.0,,73386874.0,3126976000.0,,-380780947.0,-448629189.0,5538632.0,0.0,,2673774578.0,,415397397.0,,31847134.0,4153974.0,84464138,0.0,246469122,,423705345.0,33231792.0,,36001108.0,2292993631.0,152312379,,0.0,0.012159,,,,,,,,
1997-06-30,3133152000.0,146307798.0,316080055.0,67417459.0,-301763129.0,4140787.0,,1273982057.0,118702553.0,,303657695.0,-358762687.0,24844720,2535541753.0,2389233954.0,155969634.0,0.0,1392684610.0,24844720,24844720,0.007809,,-161446725.0,-30365769.0,0.0,,,4396.0,,970324362.0,,49689441.0,,,71773637.0,,0.0,,1142857143.0,,0.0,,45548654.0,3133152000.0,,-380952381.0,-168348037.0,8281573.0,0.0,,2770186335.0,,-190414650.0,,353246034.0,1367075.0,84195997,0.0,205659075,,118702553.0,19218173.0,,20703934.0,2389233954.0,151828847,,0.0,0.007809,,,,,,,,
1997-09-30,3148640000.0,201629609.0,342494131.0,73269033.0,120133137.0,2762049.0,,1303687336.0,295539290.0,,323159785.0,-14026789.0,26239470,2775859688.0,2574230079.0,169866041.0,0.0,1599226626.0,26239470,26239470,0.008135,,-257207610.0,-35906643.0,0.0,,,-762.0,,980527551.0,,52478939.0,,,75956360.0,,0.0,,1176633062.0,,0.0,,48335866.0,3148640000.0,,-381162823.0,-253068348.0,9667173.0,0.0,,2955392902.0,,239041559.0,,18166050.0,8289198.0,93909681,0.0,222344980,,295539290.0,19363320.0,,22096396.0,2574230079.0,167178714,,0.0,0.008135,,,,,,,,
1997-12-31,,184417441.0,364546104.0,80242965.0,-73992520.0,3199160.0,,1522516083.0,204431737.0,,67190851.0,-227288239.0,23122638,2930664761.0,2746247320.0,150333079.0,0.0,1726947820.0,23122638,23122638,,0.0,-252087455.0,-4434481.0,0.0,,184417441.0,-1478161.0,318799142.0,1136526090.0,,96384470.0,,,83442125.0,,0.0,,1203716941.0,,0.0,,48764486.0,,,-663330951.0,-283635627.0,12310962.0,40028592.0,,3409578271.0,,56347388.0,,195740067.0,4774456.0,66890954,0.0,246717549,,204431737.0,22539824.0,,25641848.0,2746247320.0,147133919,,0.0,,,,,,,,,
1998-03-31,3169728000.0,249645390.0,373049645.0,79432624.0,5673760.0,4255319.0,,1713475177.0,272340426.0,,397163120.0,-184397163.0,8510638,3201418440.0,2951773050.0,116312056.0,1418440.0,1985815603.0,8510638,8510638,0.002506,,-283687943.0,1418440.0,1418440.0,,,0.0,,1316312057.0,,86524823.0,,,83687943.0,,0.0,,1215602837.0,,0.0,,18439716.0,3169728000.0,,-663829787.0,-285106383.0,15602837.0,0.0,,3614184397.0,,100709220.0,,184397163.0,2836879.0,32624113,0.0,202836879,,272340426.0,8510638.0,,9929078.0,2950354610.0,112056737,,1418440.0,0.002506,,,,,,,,
1998-06-30,3182368000.0,232250478.0,379244451.0,82260747.0,-126208818.0,5879759.0,,1847714244.0,129354696.0,,415992945.0,-125760121.0,5879759,3204468617.0,2972218139.0,155813611.0,-1469940.0,1977068940.0,5879759,5879759,0.002189,,-102906207.0,-36748493.0,0.0,,,-1469940.0,,1431721299.0,,51447891.0,,,86726444.0,,0.0,,1227399677.0,,1418440.0,,13229458.0,3182368000.0,,-664412759.0,-101487767.0,17639277.0,14699397.0,,3638100838.0,,-24272354.0,,124290181.0,4512820.0,69087167,0.0,207261502,,129354696.0,3248880.0,,7349699.0,2973688079.0,151347914,,-1418440.0,0.002189,,,,,,,,
1998-09-30,3185824000.0,215761285.0,399387911.0,81611908.0,82279511.0,4590666.0,,1756694721.0,197398623.0,,433052793.0,-2007981.0,21423106,3204284621.0,2988523336.0,171384851.0,19892885.0,1954093344.0,21423106,21423106,0.006545,,-75532858.0,-18362663.0,0.0,,,-60281.0,,1323641928.0,,52027544.0,,,85692425.0,,0.0,,1250191278.0,,0.0,,48967100.0,3185824000.0,,-664116297.0,-205601719.0,19892884.0,-8578509.0,,3632746748.0,,203593738.0,,-126590940.0,3361854.0,85692426,,223412395,,,24965807.0,,27543994.0,2968630451.0,167304334,,0.0,0.006545,,,,,,,,
1998-12-31,,193498452.0,424148607.0,83320108.0,-36047858.0,4803854.0,,1834365325.0,136222910.0,,34055728.0,-60899751.0,22098204,3247678019.0,3054179567.0,157781036.0,20123839.0,1970588235.0,22098204,22098204,,0.0,-147780113.0,-17766.0,0.0,49535604.0,143962848.0,-1565754.0,374613003.0,1425696594.0,,86416083.0,,,88123962.0,,0.0,,1277089783.0,,0.0,,44285236.0,,,-984520124.0,-149290200.0,22293627.0,-46368567.0,,4018575852.0,,88390449.0,,59389664.0,3220336.0,69657074,0.0,244197119,,136222910.0,19002229.0,,22187032.0,3034055728.0,152977182,,0.0,,,,,,,,,
1999-03-31,3193888000.0,197735849.0,434716981.0,81509434.0,3018867.0,4528302.0,,1865660377.0,146415094.0,,418113207.0,-40754718.0,10566038,3307169811.0,3109433962.0,126792453.0,15094339.0,2012075472.0,10566038,10566038,0.003133,,-140377358.0,-1509434.0,0.0,,,-1509433.0,,1447547170.0,,75471698.0,,,86037736.0,,0.0,,1295094340.0,,0.0,,22641510.0,3193888000.0,,-984150943.0,-146415095.0,19622642.0,0.0,,4078490566.0,,105660377.0,,34716981.0,7547170.0,40754717,,202264151,,,9056604.0,,12075472.0,3094339623.0,122264151,,0.0,0.003133,,,,,,,,
1999-06-30,3209888000.0,186271634.0,457612203.0,79828202.0,2847955.0,4400117.0,,1859782928.0,133470226.0,,438545028.0,20220837.0,23467292,3313288354.0,3127016720.0,184804928.0,4400117.0,1993253153.0,23467292,23467292,0.007569,,-108962624.0,-32267527.0,0.0,,,-2890684.0,,1421237900.0,,46934585.0,,,86535641.0,,0.0,,1320035201.0,,0.0,,46934584.0,3209888000.0,,-984159578.0,-105858299.0,19067175.0,1466705.0,,4106776181.0,,126079136.0,,-17116512.0,-213641.0,98269287,,231739513,,,20277512.0,,23467292.0,3122616603.0,180404811,,0.0,0.007569,,,,,,,,
1999-09-30,3560096000.0,256786500.0,528246515.0,110122379.0,-5866823.0,4402054.0,,1807776963.0,1175348496.0,,487160675.0,-1250192458.0,70432869,4776228907.0,4519442406.0,325752017.0,5869405.0,2983125459.0,70432869,70432869,0.021594,,-554768602.0,-61628760.0,0.0,,,942037681.0,,1320616288.0,,73367572.0,,,114453412.0,,0.0,,1793103448.0,,0.0,,129126926.0,3560096000.0,,-984592810.0,-1515885080.0,20542920.0,-2934057.0,,5498165811.0,,265692622.0,,289075980.0,393253412.0,211298605,,399119589,,,54304916.0,,58694057.0,4513573001.0,321420984,,0.0,0.021594,,,,,,,,
1999-12-31,,296585648.0,623553241.0,111931189.0,1446760.0,4154948.0,,2698206019.0,260416667.0,,36168982.0,22173098.0,95470826,4850983796.0,4554398148.0,304880896.0,0.0,2958622685.0,95470826,95470826,,0.0,-1017361323.0,20592.0,0.0,46296296.0,250289352.0,-868193119.0,504918981.0,2157118056.0,,149279232.0,,,116086137.0,,0.0,,1892361111.0,,0.0,,156384167.0,,,-1358506944.0,-148797545.0,31005017.0,1467353.0,,5912905092.0,,170970643.0,,846390681.0,3058892.0,188794759,0.0,454160128,,260416667.0,53803098.0,-91660638.0,60913341.0,4554398148.0,300725948,,0.0,,,,,,,,,
2000-03-31,3597536000.0,414673046.0,765550239.0,126141801.0,,4349717.0,,3012904161.0,455270407.0,,-1449906.0,-133391329.0,142090764,5518341308.0,5103668262.0,385674932.0,0.0,3468174569.0,142090764,142090764,0.03974,,-381325214.0,0.0,0.0,,,85544439.0,823546469.0,2190807598.0,,163839350.0,,,130491518.0,,0.0,,2050166739.0,,0.0,,223285486.0,3597536000.0,,-1358561693.0,-466869653.0,31897927.0,1.0,,6462229955.0,,333478324.0,,49296796.0,15948963.0,255183414,0.0,549514282,,455270407.0,75395099.0,-10149340.0,81194722.0,5103668262.0,381325215,,0.0,0.03974,,,,,,,,
2000-06-30,3629792000.0,451383750.0,942726062.0,129888982.0,,5919787.0,,3019091313.0,412905135.0,,0.0,127471542.0,176113660,5682995412.0,5231611662.0,538700606.0,5919787.0,3431996448.0,176113660,176113660,0.048494,,-314249745.0,-94716590.0,0.0,,,-61865291.0,920526861.0,2098564452.0,,97676484.0,,,136155098.0,,0.0,,2250998964.0,,0.0,,275270090.0,3629792000.0,,-1358591091.0,-256824294.0,34038775.0,-1.0,,6584282966.0,,384295836.0,,-71495997.0,25489545.0,402545508,0.0,636377090,,412905135.0,93318827.0,-16489701.0,99156430.0,5225691875.0,532780820,,0.0,0.048494,,,,,,,,
2000-09-30,3676960000.0,715359182.0,1182747220.0,185808712.0,,6011422.0,,4325217914.0,710850616.0,,0.0,309496583.0,243462579,8017733694.0,7302374512.0,835587616.0,16531410.0,5036068530.0,243462579,243462579,0.063825,,-944040310.0,-144274121.0,21039976.0,,,-2639172.0,1415689811.0,2909528103.0,,168319808.0,,,192365494.0,,0.0,,2981665164.0,,0.0,,449353772.0,3676960000.0,,-1358581304.0,-239636381.0,49594229.0,-34565675.0,,8644424406.0,,549132964.0,,415947322.0,12664287.0,643222122,0.0,1003907424,,710850616.0,161914268.0,-39486598.0,205891193.0,7285843102.0,829576195,,19537121.0,0.063825,,,,,,,,
2000-12-31,,611877624.0,1406718656.0,203031531.0,,10463191.0,,3870725855.0,688362328.0,,172465507.0,233315825.0,223778057,7775944811.0,7164067187.0,659667885.0,22495501.0,4559088182.0,223778057,223778057,,-1499700.0,-154026003.0,-1496545.0,28494301.0,34493101.0,550389922.0,43447126.0,1243251350.0,2455008998.0,,370521478.0,,,262984824.0,,118476305.0,28494301.0,3216856629.0,28494301.0,21039976.0,,347439077.0,,16496701.0,-1982603479.0,-332410524.0,46247738.0,42064175.0,,9124175165.0,,565726349.0,,-404246021.0,11884008.0,396683061,-1499700.0,1030189363,,673365327.0,125280624.0,10636737.0,123661020.0,7141571686.0,599714592,,8957180.0,,,,,,,,,
2001-03-31,4093472000.0,597509065.0,1639602712.0,208103421.0,,7882705.0,,4039098219.0,827684061.0,,178149141.0,28377739.0,264858900,8314677597.0,7717168532.0,709443481.0,56755478.0,4866782280.0,266435441,266435441,0.067729,0.0,-529717799.0,-1576541.0,31530821.0,34683904.0,531294340.0,104051711.0,1483525146.0,2377423932.0,,411477219.0,,-3153082.0,233328078.0,,118240580.0,31530821.0,3447895318.0,31530821.0,28377739.0,,435125335.0,3907200000.0,18918493.0,-1983288665.0,-635346051.0,39413527.0,6306164.0,,9643701719.0,,663723790.0,-31530821.0,-130852909.0,11035787.0,476115403,433548794.0,1120920700,,375216774.0,154501025.0,31530821.0,168689894.0,7660413054.0,684218824,,3153082.0,0.06492,,,,,,,,
2001-06-30,4069760000.0,612708018.0,1832072617.0,217010043.0,,7564297.0,,4098335855.0,726172466.0,,184568836.0,92651005.0,249621785,8458396369.0,7845688351.0,624810893.0,25718608.0,4824508321.0,251134644,251134644,0.064576,1512860.0,-415819266.0,1512859.0,31770045.0,30257186.0,549167927.0,-48075917.0,1544629349.0,2369137670.0,,349470499.0,,-13488370.0,243570348.0,,118003026.0,31770045.0,3633888048.0,31770045.0,31530821.0,,343419062.0,3876736000.0,15128593.0,-1983358548.0,-379782542.0,36308623.0,-6306164.0,,9803328291.0,,472433547.0,-63779316.0,-53715926.0,11657103.0,381240545,335854766.0,974281392,,375189107.0,64863574.0,-57249429.0,92284418.0,7819969743.0,598250588,,1385496.0,0.061755,,,,,,,,
2001-09-30,4061184000.0,577560360.0,1939403503.0,236082686.0,,9468203.0,,4110777971.0,732207669.0,,189364053.0,101474018.0,132554837,8593971911.0,8016411551.0,523907211.0,74167587.0,4842985640.0,134132870,134132870,0.034411,1.0,-350028660.0,-11046236.0,34716743.0,31560675.0,511282941.0,3989489.0,1609594445.0,2311819473.0,,282468045.0,282468045.0,-14919223.0,266687707.0,,118352533.0,34716743.0,3750986271.0,34716743.0,31770045.0,,233548998.0,3883168000.0,31560675.0,-1983588449.0,-354604719.0,31560675.0,7890168.0,,9925832413.0,,456078737.0,-18308294.0,-104211345.0,15179920.0,257219504,0.0,806375256,,418178949.0,61525412.0,16250405.0,80479722.0,7942243964.0,493924569,,1773557.0,0.033786,,,,,,,,
2001-12-31,,523718561.0,1980261063.0,242974496.0,-13815.0,12955854.0,,4643425661.0,530085960.0,,194205668.0,-282993052.0,50236335,9041706463.0,8517987902.0,391937921.0,74816937.0,5173511621.0,51869633,51869633,,0.0,-641715396.0,-49457870.0,14326648.0,,509391913.0,-112496324.0,1779687997.0,2669531996.0,,268603855.0,264247055.0,-16194817.0,265992639.0,,117796880.0,14326648.0,3868194842.0,14326648.0,34716743.0,,82426516.0,,15918497.0,-2844635466.0,-578690757.0,32762663.0,1660931.0,73225088.0,11287806431.0,,295697705.0,597100.0,325392724.0,5107133.0,125945282,0.0,660541776,,249920408.0,2459241.0,-31919890.0,17324711.0,8443170965.0,368919778,,-19046933.0,,,,,,,,,
2002-03-31,3920640000.0,653282345.0,1991714468.0,234225621.0,1.0,14340344.0,,4635117909.0,737731039.0,,195984703.0,-210325047.0,98789038,9300509879.0,8647227533.0,436583811.0,0.0,5372848948.0,100382409,100382409,0.025345,0.0,-294773741.0,9560229.0,36647546.0,,616634799.0,164117272.0,1781389420.0,2657743786.0,,282026769.0,466857871.0,-14340344.0,262906310.0,,127469726.0,36647546.0,3927660931.0,36647546.0,14340344.0,,170490758.0,3920640000.0,15933716.0,-2844168260.0,-514659018.0,28680688.0,635755258.0,68514978.0,11491395793.0,,304333971.0,,11153601.0,41427661.0,173677501,0.0,718610580,,254939452.0,38240918.0,-57361377.0,54174634.0,8647227533.0,407903122,,20713830.0,0.024719,,,,,,,,
2002-06-30,4120128000.0,571298682.0,2121533566.0,290096246.0,3030762.0,12123049.0,,4437035915.0,700106077.0,,186391878.0,216386572.0,139415063,9169571147.0,8598272466.0,537960297.0,0.0,5137141991.0,140930444,140930444,0.03701,0.0,-391693906.0,63646007.0,1515381.0,,569783301.0,-86832835.0,1847249583.0,2403394454.0,,324291559.0,381876042.0,-18998041.0,316714654.0,,122745871.0,1515381.0,4032429156.0,1515381.0,36647546.0,,269737839.0,3933120000.0,15153811.0,-2844370359.0,-306677548.0,28792241.0,-635755258.0,30307622.0,11442642825.0,,523064120.0,,-165722475.0,17672203.0,221245643,1.0,862251856,,303076224.0,107235669.0,45238328.0,116684346.0,8598272466.0,512198818,,-34352260.0,0.034186,,,,,,,,
