date,quarterlyDilutedAverageShares,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyBasicAverageShares,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyGoodwill,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue
2010-09-30,1088989000.0,1860000000.0,18502000000.0,,-10000000.0,83000000.0,,18130000000.0,2375000000.0,,1817000000.0,717000000.0,580000000,41925000000.0,40065000000.0,1811000000.0,30000000.0,20505000000.0,580000000,580000000,0.53,0.0,-785000000.0,-28000000.0,27000000.0,582000000.0,1246000000.0,87000000.0,7823000000.0,8490000000.0,,1530000000.0,1891000000.0,-82000000.0,870000000.0,,0.0,27000000.0,21420000000.0,27000000.0,19000000.0,-651000000.0,804000000.0,1088989000.0,210000000.0,,-872000000.0,109000000.0,-4000000.0,-97000000.0,,,1589000000.0,-68000000.0,-796000000.0,9000000.0,941000000,0.0,3341000000,,274000000.0,34000000.0,85000000.0,203000000.0,40035000000.0,1811000000,-5000000.0,8000000.0,0.53,,,,,,,,
2010-12-31,,2172000000.0,18005000000.0,,155000000.0,299000000.0,,18528000000.0,3156000000.0,,2130000000.0,-369000000.0,-416000000,42669000000.0,40497000000.0,2022000000.0,25000000.0,21684000000.0,-416000000,-416000000,,0.0,-1766000000.0,276000000.0,22000000.0,610000000.0,1481000000.0,101000000.0,7899000000.0,8499000000.0,,1765000000.0,2163000000.0,-82000000.0,2355000000.0,,3147000000.0,22000000.0,20985000000.0,22000000.0,27000000.0,222000000.0,-177000000.0,,719000000.0,-23748000000.0,-1872000000.0,120000000.0,99000000.0,-167000000.0,64220000000.0,,1503000000.0,,258000000.0,87000000.0,-333000000,0.0,3787000000,,274000000.0,58000000.0,-63000000.0,333000000.0,40472000000.0,1521000000,336000000.0,-5000000.0,,,,,,,,,
2011-03-31,1105677000.0,2278000000.0,17158000000.0,,-402000000.0,182000000.0,,18922000000.0,4324000000.0,-346000000.0,3018000000.0,-385000000.0,46000000,43841000000.0,41563000000.0,1485000000.0,388000000.0,23246000000.0,46000000,46000000,0.04,0.0,-1425000000.0,-90000000.0,50000000.0,496000000.0,1624000000.0,551000000.0,7825000000.0,8079000000.0,,1817000000.0,2269000000.0,-82000000.0,1064000000.0,,0.0,50000000.0,20595000000.0,50000000.0,22000000.0,,270000000.0,1093685000.0,389000000.0,-24577000000.0,-1630000000.0,94000000.0,0.0,43000000.0,65752000000.0,,1245000000.0,,208000000.0,162000000.0,421000000,917000000.0,3302000000,296000000.0,453000000.0,53000000.0,264000000.0,224000000.0,41175000000.0,1213000000,128000000.0,28000000.0,0.04,,,,,,,,
2011-06-30,1105305000.0,2623000000.0,17989000000.0,,-41000000.0,119000000.0,,19165000000.0,4041000000.0,,3057000000.0,56000000.0,929000000,44658000000.0,42035000000.0,1835000000.0,2755000000.0,23206000000.0,929000000,929000000,0.85,0.0,-1597000000.0,226000000.0,6000000.0,605000000.0,1859000000.0,-221000000.0,7870000000.0,8238000000.0,,1892000000.0,2134000000.0,-98000000.0,782000000.0,,0.0,6000000.0,21452000000.0,6000000.0,50000000.0,,1211000000.0,1096784000.0,386000000.0,-25406000000.0,-1376000000.0,99000000.0,14000000.0,38000000.0,64686000000.0,,1432000000.0,,121000000.0,,1053000000,562000000.0,3727000000,402000000.0,557000000.0,57000000.0,-98000000.0,282000000.0,39280000000.0,2180000000,-188000000.0,-44000000.0,0.84,,,,,,,,
2011-09-30,1101423000.0,2806000000.0,18642000000.0,,-12000000.0,184000000.0,,20312000000.0,3019000000.0,,2882000000.0,-99000000.0,836000000,45475000000.0,42669000000.0,1872000000.0,369000000.0,23331000000.0,836000000,836000000,0.76,0.0,-1318000000.0,82000000.0,18000000.0,625000000.0,1998000000.0,34000000.0,8103000000.0,9327000000.0,,1818000000.0,2093000000.0,-99000000.0,736000000.0,,0.0,18000000.0,22144000000.0,18000000.0,6000000.0,-390000000.0,1154000000.0,1096750000.0,0.0,-26647000000.0,-1352000000.0,97000000.0,-5000000.0,71000000.0,68947000000.0,,1253000000.0,-92000000.0,77000000.0,11000000.0,1136000000,185000000.0,3690000000,296000000.0,445000000.0,153000000.0,-469000000.0,318000000.0,42300000000.0,2138000000,-249000000.0,12000000.0,0.76,,,,,,,,
2011-12-31,,2781000000.0,19365000000.0,,-18000000.0,254000000.0,,20346000000.0,4034000000.0,,3913000000.0,470000000.0,832000000,47278000000.0,44497000000.0,2602000000.0,391000000.0,24380000000.0,832000000,832000000,,0.0,-1623000000.0,41000000.0,34000000.0,550000000.0,2077000000.0,195000000.0,8221000000.0,8212000000.0,,2186000000.0,2347000000.0,-99000000.0,1285000000.0,,0.0,34000000.0,22898000000.0,34000000.0,18000000.0,0.0,1275000000.0,,359000000.0,-27423000000.0,-1843000000.0,83000000.0,-5000000.0,26000000.0,44106000000.0,,2313000000.0,-12000000.0,-674000000.0,,1317000000,455000000.0,4788000000,347000000.0,526000000.0,144000000.0,267000000.0,443000000.0,44106000000.0,2356000000,207000000.0,16000000.0,,,,,,,,,
2012-03-31,1100154000.0,2157000000.0,19656000000.0,,-16000000.0,42000000.0,,19127000000.0,4612000000.0,,3880000000.0,-63000000.0,427000000,47128000000.0,44971000000.0,1772000000.0,47000000.0,23739000000.0,427000000,427000000,0.39,0.0,-1277000000.0,-137000000.0,13000000.0,671000000.0,1346000000.0,243000000.0,8157000000.0,7090000000.0,321000000.0,2199000000.0,2298000000.0,-99000000.0,970000000.0,,0.0,13000000.0,23389000000.0,13000000.0,34000000.0,,606000000.0,1100154000.0,1151000000.0,-28337000000.0,-1520000000.0,96000000.0,-3000000.0,59000000.0,72940000000.0,,1457000000.0,-23000000.0,-201000000.0,131000000.0,802000000,360000000.0,3971000000,277000000.0,526000000.0,-52000000.0,230000000.0,179000000.0,44603000000.0,1677000000,-107000000.0,-21000000.0,0.39,,,,,,,,
2012-06-30,1101101000.0,2304000000.0,20193000000.0,,16000000.0,38000000.0,,19459000000.0,4201000000.0,,3864000000.0,330000000.0,753000000,47582000000.0,45278000000.0,2067000000.0,347000000.0,23660000000.0,753000000,753000000,0.68,41000000.0,-1531000000.0,100000000.0,10000000.0,593000000.0,1527000000.0,-246000000.0,8238000000.0,7357000000.0,,2120000000.0,2196000000.0,-115000000.0,1084000000.0,,0.0,10000000.0,23922000000.0,10000000.0,13000000.0,0.0,1028000000.0,1099046000.0,1165000000.0,-29397000000.0,-1285000000.0,93000000.0,-13000000.0,59000000.0,74328000000.0,2000000.0,1615000000.0,-114000000.0,-87000000.0,9000000.0,983000000,144000000.0,4187000000,281000000.0,415000000.0,62000000.0,-117000000.0,275000000.0,44931000000.0,2205000000,-115000000.0,-3000000.0,0.68,,,,,,,,
2012-09-30,1097123000.0,2147000000.0,20383000000.0,,-3000000.0,113000000.0,,19462000000.0,4287000000.0,,3954000000.0,-51000000.0,360000000,47869000000.0,45722000000.0,1859000000.0,338000000.0,23749000000.0,360000000,360000000,0.33,0.0,-1483000000.0,-57000000.0,21000000.0,570000000.0,1365000000.0,90000000.0,8230000000.0,7278000000.0,,2119000000.0,2218000000.0,-115000000.0,1207000000.0,,0.0,21000000.0,24120000000.0,21000000.0,10000000.0,0.0,503000000.0,1095267000.0,1138000000.0,-30235000000.0,-1573000000.0,92000000.0,-13000000.0,46000000.0,75619000000.0,0.0,1522000000.0,-63000000.0,-28000000.0,24000000.0,652000000,174000000.0,3978000000,232000000.0,525000000.0,29000000.0,132000000.0,143000000.0,45384000000.0,1651000000,49000000.0,11000000.0,0.33,,,,,,,,
2012-12-31,,1914000000.0,20516000000.0,,-53000000.0,23000000.0,,20721000000.0,3976000000.0,,4609000000.0,-111000000.0,352000000,48980000000.0,47066000000.0,-2438000000.0,117000000.0,24697000000.0,352000000,352000000,,0.0,-1636000000.0,-61000000.0,37000000.0,554000000.0,1197000000.0,92000000.0,8174000000.0,7938000000.0,310000000.0,6497000000.0,2273000000.0,-115000000.0,-3054000000.0,,0.0,37000000.0,24283000000.0,37000000.0,21000000.0,,472000000.0,,798000000.0,-31460000000.0,-1726000000.0,85000000.0,-506000000.0,58000000.0,78099000000.0,,1615000000.0,-118000000.0,37000000.0,30000000.0,616000000,155000000.0,4059000000,285000000.0,465000000.0,-69000000.0,202000000.0,120000000.0,46639000000.0,1770000000,-41000000.0,16000000.0,,,,,,,,,
2013-03-31,1094488000.0,2239000000.0,20564000000.0,,25000000.0,150000000.0,,21798000000.0,3671000000.0,,4562000000.0,-516000000.0,213000000,49843000000.0,47604000000.0,623000000.0,79000000.0,25469000000.0,213000000,213000000,0.19,0.0,-1519000000.0,-27000000.0,18000000.0,627000000.0,1443000000.0,162000000.0,8168000000.0,9068000000.0,308000000.0,3478000000.0,2424000000.0,-115000000.0,192000000.0,,0.0,18000000.0,24374000000.0,18000000.0,37000000.0,-798000000.0,327000000.0,1092431000.0,254000000.0,-32551000000.0,-1681000000.0,77000000.0,-6000000.0,68000000.0,79768000000.0,,1165000000.0,-32000000.0,335000000.0,30000000.0,431000000,278000000.0,4101000000,180000000.0,535000000.0,-27000000.0,-389000000.0,114000000.0,47217000000.0,1546000000,71000000.0,-19000000.0,0.19,,,,,,,,
2013-06-30,1091021000.0,2535000000.0,20748000000.0,,23000000.0,32000000.0,,22513000000.0,3746000000.0,,4513000000.0,-17000000.0,476000000,50810000000.0,48275000000.0,778000000.0,369000000.0,26259000000.0,476000000,476000000,0.44,35000000.0,-1925000000.0,20000000.0,17000000.0,656000000.0,1614000000.0,-170000000.0,8230000000.0,9770000000.0,,3452000000.0,2451000000.0,-136000000.0,74000000.0,,0.0,17000000.0,24551000000.0,17000000.0,18000000.0,0.0,652000000.0,1089302000.0,263000000.0,-33664000000.0,-1755000000.0,72000000.0,-5000000.0,67000000.0,81570000000.0,0.0,1738000000.0,-175000000.0,186000000.0,9000000.0,704000000,153000000.0,4230000000,212000000.0,667000000.0,31000000.0,87000000.0,176000000.0,47906000000.0,1896000000,-49000000.0,-1000000.0,0.44,,,,,,,,
2013-09-30,1088660000.0,2644000000.0,21720000000.0,,14000000.0,130000000.0,,21747000000.0,4127000000.0,,4611000000.0,522000000.0,1168000000,51426000000.0,48782000000.0,1571000000.0,44000000.0,25874000000.0,1168000000,1168000000,1.07,0.0,-1449000000.0,208000000.0,18000000.0,697000000.0,1727000000.0,162000000.0,8257000000.0,8879000000.0,307000000.0,3713000000.0,2479000000.0,-136000000.0,171000000.0,,0.0,18000000.0,25552000000.0,18000000.0,17000000.0,0.0,1538000000.0,1086813000.0,514000000.0,-34716000000.0,-1611000000.0,70000000.0,-6000000.0,67000000.0,83147000000.0,0.0,2133000000.0,-67000000.0,-683000000.0,,1400000000,257000000.0,5284000000,320000000.0,557000000.0,181000000.0,-294000000.0,370000000.0,48431000000.0,2866000000,48000000.0,1000000.0,1.07,,,,,,,,
2013-12-31,,2216000000.0,21876000000.0,,-117000000.0,158000000.0,,20748000000.0,5234000000.0,,4348000000.0,162000000.0,413000000,51754000000.0,49538000000.0,832000000.0,136000000.0,25982000000.0,413000000,413000000,,0.0,-2113000000.0,-49000000.0,16000000.0,632000000.0,1427000000.0,-93000000.0,8183000000.0,8217000000.0,306000000.0,3498000000.0,2519000000.0,-136000000.0,204000000.0,,0.0,16000000.0,25772000000.0,16000000.0,18000000.0,0.0,519000000.0,,1444000000.0,-36061000000.0,-2020000000.0,63000000.0,-6000000.0,42000000.0,85157000000.0,0.0,2182000000.0,-46000000.0,-71000000.0,,628000000,275000000.0,4330000000,359000000.0,637000000.0,-96000000.0,563000000.0,106000000.0,49096000000.0,1854000000,65000000.0,-2000000.0,,,,,,,,,
2014-03-31,1093227000.0,2859000000.0,22193000000.0,,-11000000.0,233000000.0,,21529000000.0,5382000000.0,,4307000000.0,-453000000.0,622000000,53248000000.0,50389000000.0,1343000000.0,105000000.0,26911000000.0,622000000,622000000,0.57,0.0,-1697000000.0,-92000000.0,19000000.0,748000000.0,1918000000.0,109000000.0,8366000000.0,8856000000.0,305000000.0,3625000000.0,2653000000.0,-217000000.0,278000000.0,,0.0,19000000.0,26337000000.0,19000000.0,16000000.0,0.0,905000000.0,1089929000.0,1498000000.0,-37248000000.0,-1806000000.0,68000000.0,-5000000.0,44000000.0,87227000000.0,,1353000000.0,-65000000.0,347000000.0,,1065000000,387000000.0,4968000000,22000000.0,822000000.0,157000000.0,-737000000.0,283000000.0,49979000000.0,1984000000,143000000.0,3000000.0,0.57,,,,,,,,
2014-06-30,1102974000.0,3094000000.0,22856000000.0,,-6000000.0,279000000.0,,24837000000.0,5929000000.0,,4714000000.0,-2923000000.0,1070000000,57989000000.0,54895000000.0,1851000000.0,84000000.0,30766000000.0,1070000000,1070000000,0.98,0.0,-5568000000.0,14000000.0,31000000.0,789000000.0,1992000000.0,-188000000.0,8530000000.0,11593000000.0,308000000.0,4262000000.0,2928000000.0,-246000000.0,329000000.0,,0.0,31000000.0,27223000000.0,31000000.0,19000000.0,,1444000000.0,1093522000.0,1844000000.0,-38138000000.0,-5380000000.0,92000000.0,-6000000.0,46000000.0,92526000000.0,,2457000000.0,-176000000.0,3123000000.0,190000000.0,1522000000,576000000.0,6113000000,0.0,581000000.0,189000000.0,-120000000.0,374000000.0,54388000000.0,2773000000,189000000.0,12000000.0,0.97,,,,,,,,
2014-09-30,1102762000.0,3093000000.0,23499000000.0,,-15000000.0,35000000.0,,25160000000.0,5922000000.0,,4611000000.0,238000000.0,1039000000,59016000000.0,55923000000.0,1472000000.0,528000000.0,31082000000.0,1039000000,1039000000,0.95,24000000.0,-1844000000.0,-43000000.0,16000000.0,799000000.0,1908000000.0,249000000.0,8778000000.0,11771000000.0,,3898000000.0,3070000000.0,-246000000.0,14000000.0,,0.0,16000000.0,27934000000.0,16000000.0,31000000.0,,1336000000.0,1092149000.0,1914000000.0,-39563000000.0,-2093000000.0,79000000.0,-5000000.0,47000000.0,94958000000.0,,2331000000.0,-163000000.0,-502000000.0,63000000.0,1458000000,297000000.0,5370000000,0.0,641000000.0,208000000.0,-45000000.0,297000000.0,55395000000.0,2641000000,-122000000.0,-15000000.0,0.94,,,,,,,,
2014-12-31,,3489000000.0,24408000000.0,,-159000000.0,-44000000.0,,26167000000.0,5142000000.0,,4175000000.0,199000000.0,1198000000,60200000000.0,56711000000.0,820000000.0,674000000.0,31309000000.0,1198000000,1198000000,,510000000.0,-2068000000.0,747000000.0,25000000.0,665000000.0,1889000000.0,51000000.0,8970000000.0,13022000000.0,,4030000000.0,3279000000.0,-246000000.0,5000000.0,,0.0,25000000.0,28891000000.0,25000000.0,16000000.0,,1478000000.0,,980000000.0,-41036000000.0,-2119000000.0,99000000.0,-6000000.0,51000000.0,97073000000.0,,2318000000.0,-49000000.0,-241000000.0,40000000.0,815000000,319000000.0,4850000000,0.0,564000000.0,253000000.0,158000000.0,280000000.0,56037000000.0,2983000000,-144000000.0,9000000.0,,,,,,,,,
2015-03-31,1092350000.0,3548000000.0,23905000000.0,,-59000000.0,168000000.0,,27056000000.0,5228000000.0,-112000000.0,4269000000.0,-14000000.0,-252000000,60699000000.0,57151000000.0,-209000000.0,922000000.0,32284000000.0,-252000000,-252000000,-0.23,600000000.0,-1899000000.0,-133000000.0,34000000.0,716000000.0,1458000000.0,-631000000.0,8765000000.0,14022000000.0,,3435000000.0,2651000000.0,-245000000.0,211000000.0,,0.0,34000000.0,28415000000.0,34000000.0,25000000.0,,-639000000.0,1092350000.0,1667000000.0,-42976000000.0,-1268000000.0,86000000.0,-13000000.0,36000000.0,99205000000.0,,1254000000.0,0.0,654000000.0,,-420000000,312000000.0,3226000000,,598000000.0,-282000000.0,-14000000.0,-387000000.0,56229000000.0,802000000,64000000.0,9000000.0,-0.23,,,,,,,,
2015-06-30,1094143000.0,3560000000.0,23248000000.0,,7000000.0,21000000.0,,28225000000.0,4545000000.0,0.0,4211000000.0,44000000.0,-405000000,60543000000.0,56983000000.0,325000000.0,829000000.0,32770000000.0,-405000000,-405000000,-0.37,364000000.0,-1498000000.0,-56000000.0,32000000.0,733000000.0,1488000000.0,-257000000.0,9277000000.0,14737000000.0,,3337000000.0,2532000000.0,-251000000.0,64000000.0,,0.0,32000000.0,27773000000.0,32000000.0,34000000.0,,120000000.0,1094143000.0,1246000000.0,-43988000000.0,-1241000000.0,85000000.0,-27000000.0,-7000000.0,100142000000.0,,1285000000.0,0.0,211000000.0,,261000000,224000000.0,3662000000,,543000000.0,528000000.0,-182000000.0,525000000.0,56154000000.0,1485000000,-79000000.0,-2000000.0,-0.37,,,,,,,,
2015-09-30,1094398000.0,3344000000.0,22885000000.0,,-2000000.0,6000000.0,,28435000000.0,4708000000.0,0.0,4243000000.0,433000000.0,-111000000,60628000000.0,57284000000.0,32000000.0,1017000000.0,33143000000.0,-111000000,-111000000,-0.1,468000000.0,-1191000000.0,-2000000.0,30000000.0,663000000.0,1314000000.0,-16000000.0,9355000000.0,14837000000.0,,3284000000.0,2398000000.0,-252000000.0,50000000.0,,0.0,30000000.0,27485000000.0,30000000.0,32000000.0,,-98000000.0,1094398000.0,1673000000.0,-45721000000.0,-1175000000.0,78000000.0,0.0,67000000.0,101988000000.0,,1608000000.0,0.0,-419000000.0,,-18000000,167000000.0,3316000000,,470000000.0,18000000.0,121000000.0,13000000.0,56267000000.0,1356000000,-87000000.0,-2000000.0,-0.1,,,,,,,,
2015-12-31,,4059000000.0,22765000000.0,,-165000000.0,149000000.0,974000000.0,27299000000.0,4595000000.0,,2890000000.0,701000000.0,131000000,59275000000.0,55216000000.0,-373000000.0,1155000000.0,31894000000.0,131000000,131000000,,375000000.0,-877000000.0,588000000.0,69000000.0,525000000.0,1277000000.0,-93000000.0,9344000000.0,15065000000.0,,3336000000.0,2089000000.0,-503000000.0,192000000.0,,0.0,1043000000.0,27381000000.0,69000000.0,30000000.0,,-50000000.0,,1729000000.0,-46950000000.0,-784000000.0,73000000.0,0.0,75000000.0,101011000000.0,,1485000000.0,0.0,-569000000.0,7000000.0,-565000000,206000000.0,2963000000,,571000000.0,0.0,314000000.0,-181000000.0,54061000000.0,1495000000,56000000.0,39000000.0,,,,,,,,,
2016-03-31,1094915000.0,3678000000.0,22408000000.0,,-19000000.0,203000000.0,1095000000.0,27548000000.0,3818000000.0,-99000000.0,2827000000.0,-385000000.0,-105000000,58362000000.0,54684000000.0,-573000000.0,1097000000.0,31366000000.0,-105000000,-105000000,-0.1,48000000.0,-1240000000.0,436000000.0,15000000.0,590000000.0,1028000000.0,-274000000.0,9130000000.0,15591000000.0,,2836000000.0,2112000000.0,0.0,239000000.0,,0.0,1110000000.0,26996000000.0,15000000.0,69000000.0,-555000000.0,-468000000.0,1094915000.0,973000000.0,-47522000000.0,-966000000.0,92000000.0,0.0,12000000.0,101109000000.0,,581000000.0,,605000000.0,30000000.0,-812000000,300000000.0,2263000000,,433000000.0,-171000000.0,-21000000.0,-363000000.0,53587000000.0,843000000,117000000.0,-54000000.0,-0.1,,,,,,,,
2016-06-30,1097579000.0,3644000000.0,21816000000.0,,4000000.0,213000000.0,555000000.0,26813000000.0,5363000000.0,0.0,2891000000.0,-405000000.0,-339000000,58195000000.0,54551000000.0,-104000000.0,988000000.0,32176000000.0,-339000000,-339000000,-0.31,263000000.0,-1179000000.0,-39000000.0,24000000.0,611000000.0,1161000000.0,-57000000.0,9091000000.0,14831000000.0,,2790000000.0,1975000000.0,-252000000.0,248000000.0,,0.0,579000000.0,26019000000.0,24000000.0,15000000.0,0.0,-477000000.0,1097579000.0,2405000000.0,-48575000000.0,-1122000000.0,86000000.0,0.0,36000000.0,102138000000.0,,717000000.0,,471000000.0,,-352000000,387000000.0,2686000000,,596000000.0,-42000000.0,-190000000.0,-138000000.0,53563000000.0,783000000,122000000.0,9000000.0,-0.31,,,,,,,,
2016-09-30,1102117000.0,3533000000.0,21237000000.0,,-72000000.0,156000000.0,605000000.0,27174000000.0,5142000000.0,0.0,2868000000.0,-164000000.0,-326000000,57960000000.0,54427000000.0,-319000000.0,987000000.0,32316000000.0,-326000000,-326000000,-0.29,190000000.0,-857000000.0,12000000.0,19000000.0,616000000.0,1082000000.0,206000000.0,9112000000.0,15194000000.0,,2796000000.0,2029000000.0,-252000000.0,192000000.0,,0.0,624000000.0,25644000000.0,19000000.0,24000000.0,-279000000.0,-589000000.0,1102117000.0,2098000000.0,-49649000000.0,-1063000000.0,90000000.0,0.0,40000000.0,103089000000.0,,899000000.0,,-47000000.0,,-511000000,389000000.0,2477000000,,626000000.0,18000000.0,-14000000.0,-263000000.0,53440000000.0,717000000,74000000.0,-5000000.0,-0.29,,,,,,,,
2016-12-31,,4336000000.0,21526000000.0,,-70000000.0,128000000.0,913000000.0,27289000000.0,5092000000.0,,3223000000.0,609000000.0,566000000,58648000000.0,54312000000.0,559000000.0,1020000000.0,32381000000.0,566000000,566000000,,283000000.0,-535000000.0,190000000.0,17000000.0,689000000.0,1434000000.0,111000000.0,9073000000.0,14993000000.0,,3113000000.0,2222000000.0,-254000000.0,163000000.0,,0.0,930000000.0,26267000000.0,17000000.0,19000000.0,0.0,471000000.0,,1812000000.0,-50916000000.0,-646000000.0,115000000.0,0.0,70000000.0,104208000000.0,,1255000000.0,,-722000000.0,,396000000,463000000.0,3672000000,,595000000.0,-46000000.0,-317000000.0,-95000000.0,53292000000.0,1835000000,42000000.0,-2000000.0,,,,,,,,,
2017-03-31,1121276000.0,4142000000.0,21465000000.0,,17000000.0,114000000.0,815000000.0,25514000000.0,6049000000.0,0.0,3235000000.0,866000000.0,245000000,57940000000.0,53798000000.0,599000000.0,998000000.0,31563000000.0,245000000,245000000,0.22,280000000.0,-1124000000.0,19000000.0,19000000.0,658000000.0,1390000000.0,-319000000.0,9104000000.0,13175000000.0,,3273000000.0,1947000000.0,-277000000.0,150000000.0,,0.0,834000000.0,26377000000.0,19000000.0,17000000.0,0.0,334000000.0,1112939000.0,3129000000.0,-52006000000.0,-805000000.0,134000000.0,0.0,43000000.0,104806000000.0,,1671000000.0,,-545000000.0,,449000000,432000000.0,3872000000,,541000000.0,36000000.0,51000000.0,89000000.0,52800000000.0,1767000000,27000000.0,2000000.0,0.22,,,,,,,,
2017-06-30,1158180000.0,4369000000.0,22203000000.0,,-95000000.0,29000000.0,832000000.0,35965000000.0,5439000000.0,,4088000000.0,847000000.0,1072000000,72390000000.0,68021000000.0,646000000.0,1069000000.0,41404000000.0,1072000000,1072000000,0.93,34000000.0,-8944000000.0,664000000.0,50000000.0,929000000.0,1627000000.0,470000000.0,10547000000.0,21330000000.0,,3281000000.0,2044000000.0,-306000000.0,10000000.0,-8630000000.0,0.0,882000000.0,30986000000.0,50000000.0,19000000.0,,1155000000.0,1150335000.0,1946000000.0,-52859000000.0,-784000000.0,145000000.0,0.0,12000000.0,119811000000.0,,1631000000.0,,7344000000.0,,636000000,793000000.0,3927000000,,656000000.0,162000000.0,39000000.0,83000000.0,66952000000.0,2510000000,-104000000.0,31000000.0,0.93,,,,,,,,
2017-09-30,1221928000.0,4121000000.0,22552000000.0,,-27000000.0,187000000.0,888000000.0,35858000000.0,5791000000.0,,4129000000.0,493000000.0,684000000,72988000000.0,68867000000.0,735000000.0,1094000000.0,41649000000.0,684000000,684000000,0.56,88000000.0,-1960000000.0,461000000.0,312000000.0,877000000.0,1481000000.0,69000000.0,10683000000.0,21046000000.0,,3812000000.0,2292000000.0,-334000000.0,231000000.0,0.0,0.0,1200000000.0,31339000000.0,312000000.0,50000000.0,,782000000.0,1215616000.0,1875000000.0,-53671000000.0,-2029000000.0,183000000.0,0.0,-57000000.0,121444000000.0,,2522000000.0,,-300000000.0,,504000000,830000000.0,4547000000,,794000000.0,148000000.0,918000000.0,98000000.0,67773000000.0,2236000000,114000000.0,262000000.0,0.56,,,,,,,,
2017-12-31,,4897000000.0,22612000000.0,,-115000000.0,181000000.0,893000000.0,35953000000.0,6261000000.0,,4397000000.0,358000000.0,396000000,73867000000.0,68970000000.0,972000000.0,1168000000.0,42214000000.0,396000000,396000000,,79000000.0,-1074000000.0,25000000.0,137000000.0,894000000.0,2397000000.0,6000000.0,10975000000.0,20581000000.0,,4351000000.0,2597000000.0,-335000000.0,226000000.0,0.0,0.0,1030000000.0,31653000000.0,137000000.0,312000000.0,,602000000.0,,1877000000.0,-54579000000.0,-1080000000.0,266000000.0,0.0,-68000000.0,122381000000.0,,1438000000.0,,-539000000.0,,746000000,1012000000.0,5323000000,,775000000.0,294000000.0,-709000000.0,206000000.0,67802000000.0,2274000000,97000000.0,-175000000.0,,,,,,,,,
2018-03-31,1231336000.0,4386000000.0,22785000000.0,,-43000000.0,7000000.0,781000000.0,36860000000.0,4328000000.0,,4406000000.0,1456000000.0,583000000,73214000000.0,68828000000.0,1435000000.0,1217000000.0,41188000000.0,583000000,583000000,0.48,86000000.0,-1369000000.0,-332000000.0,152000000.0,989000000.0,2076000000.0,-356000000.0,11120000000.0,21334000000.0,,4300000000.0,2464000000.0,-336000000.0,39000000.0,,0.0,933000000.0,32026000000.0,152000000.0,137000000.0,,874000000.0,1225618000.0,644000000.0,-56044000000.0,-1013000000.0,190000000.0,,-23000000.0,123655000000.0,,2469000000.0,,-1085000000.0,,1396000000,283000000.0,5735000000,,937000000.0,137000000.0,235000000.0,291000000.0,67611000000.0,2321000000,-88000000.0,15000000.0,0.47,,,,,,,,
