date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables
2006-12-31,43583000000.0,99677000000.0,-275000000.0,76748000000.0,91885000000.0,4648000000.0,2933000000.0,5283000000.0,20776000000.0,235276000000.0,-284000000.0,143391000000.0,3306000000.0,34627000000.0,120331000000.0,-1596000000.0,11092000000.0,,4644000000.0,5283000000.0,,9713000000.0,,23215000000.0,13094000000.0,1045000000.0,36047000000.0,-2130000000.0,64408000000.0,3437000000.0,9002000000.0,-6234000000.0,30966000000.0,545000000.0,11240000000.0,9148000000.0,,105726000000.0,1068000000.0,-871999201.3,20011000000.0,-118188000000.0,9002000000.0,9002000000.0,201000000.0,6060000000.0,732000698.6,1875000000.0,,,26509000000.0,,-971000000.0,,118000000.0,8820000000.0,,6790000000.0,-7065000000.0,219176000000.0,7655000000.0,75500000000.0,3635000000.0,100988000000.0,8132000000.0,5504000000.0,-4859000000.0,-2238000000.0,-1390000000.0,,,,,,,,
2007-03-31,45979000000.0,98949000000.0,5481000000.0,81642000000.0,94142000000.0,3778000000.0,,7281000000.0,20887000000.0,241131000000.0,-370000000.0,146989000000.0,3260000000.0,5285000000.0,127621000000.0,-3126000000.0,12814000000.0,,7441000000.0,7281000000.0,,11978000000.0,2.3,23960000000.0,13114000000.0,2709000000.0,,-2100000000.0,60666000000.0,4412000000.0,11184000000.0,-4396000000.0,58998000000.0,544000000.0,9002000000.0,11473000000.0,,105105000000.0,585000000.0,-1613000000.0,0.0,-118188000000.0,11184000000.0,11184000000.0,670000000.0,5393000000.0,0.0,5117000000.0,2.32,3143500000.0,64156000000.0,,-399000000.0,3153250000.0,,8944000000.0,272000000.0,10842000000.0,-5361000000.0,103624000000.0,8402000000.0,73480000000.0,4032000000.0,103624000000.0,12093000000.0,14733000000.0,735000000.0,2182000000.0,-486000000.0,,,,,,,,
2007-06-30,46338000000.0,,2942000000.0,80858000000.0,102263000000.0,4120000000.0,,8667000000.0,20943000000.0,241540000000.0,-319000000.0,139277000000.0,3238000000.0,5548000000.0,127196000000.0,-3569000000.0,16181000000.0,,8811000000.0,8667000000.0,,12236000000.0,,26497000000.0,13159000000.0,2138000000.0,,-2300000000.0,68715000000.0,5703000000.0,15117000000.0,1458000000.0,60649000000.0,,11184000000.0,14226000000.0,,112621000000.0,6645000000.0,-1118000000.0,0.0,-121206000000.0,15117000000.0,15117000000.0,-276000000.0,5266000000.0,0.0,5126000000.0,,,61978000000.0,,-1642000000.0,,,112621000000.0,450000000.0,8594000000.0,-5652000000.0,90584000000.0,10478000000.0,84896000000.0,5415000000.0,90584000000.0,13614000000.0,17464000000.0,3234000000.0,3933000000.0,-900000000.0,,,,,,,,
2007-09-30,49038000000.0,107570000000.0,3365000000.0,82515000000.0,103634000000.0,3843000000.0,,6916000000.0,22713000000.0,251579000000.0,-644000000.0,147945000000.0,2842000000.0,5903000000.0,131553000000.0,742000000.0,13382000000.0,,6916000000.0,6916000000.0,,12660000000.0,2.2,27906000000.0,13665000000.0,1304000000.0,,-2283000000.0,77321000000.0,3843000000.0,14092000000.0,-5926000000.0,61636000000.0,539000000.0,15117000000.0,11489000000.0,,118194000000.0,-1430000000.0,-391000000.0,0.0,-121206000000.0,14092000000.0,14092000000.0,1232000000.0,4683000000.0,,5307000000.0,2.2,3130852578.0,63224000000.0,,-837000000.0,3142911609.0,200000000.0,12649000000.0,,8915000000.0,-5550000000.0,96611000000.0,9539000000.0,90703000000.0,4448000000.0,96611000000.0,14608000000.0,12381000000.0,-2246000000.0,-1025000000.0,-1463000000.0,,,,,,,,
2007-12-31,49118000000.0,111668000000.0,-1903000000.0,94384000000.0,115397000000.0,4880000000.0,,8467000000.0,23716000000.0,269470000000.0,-519000000.0,154073000000.0,3840000000.0,43933000000.0,143502000000.0,-2242000000.0,14388000000.0,,8038000000.0,8467000000.0,,12363000000.0,,31503000000.0,13039000000.0,3467000000.0,10487000000.0,-2318000000.0,92315000000.0,2000000000.0,9656000000.0,-5706000000.0,42308000000.0,536000000.0,14092000000.0,13388000000.0,,123960000000.0,2570000000.0,-129000348.2,19276000000.0,-133757000000.0,9656000000.0,9656000000.0,-614000000.0,5736000000.0,568000414.7,5366000000.0,,,36349000000.0,,-3328000000.0,,124000000.0,14148000000.0,,6110000000.0,-8013000000.0,235278000000.0,12388000000.0,106703000000.0,4755000000.0,101521000000.0,41812000000.0,7404000000.0,-5389000000.0,-4436000000.0,-1538000000.0,,,,,,,,
2008-03-31,49360000000.0,117095000000.0,9178000000.0,112897000000.0,134108000000.0,3969000000.0,,9083000000.0,24509000000.0,295420000000.0,-616000000.0,161312000000.0,3146000000.0,6406000000.0,162257000000.0,193000000.0,17522000000.0,,9201000000.0,9083000000.0,,11378000000.0,2.92,32184000000.0,13473000000.0,2153000000.0,,-2329000000.0,96780000000.0,4575000000.0,14417000000.0,-8107000000.0,87507000000.0,534000000.0,9656000000.0,15706000000.0,,131130000000.0,-863000000.0,-664000000.0,0.0,-133757000000.0,14417000000.0,14417000000.0,71000000.0,5684000000.0,0.0,5282000000.0,2.94,3097750000.0,89531000000.0,,2784000000.0,3105700000.0,200000000.0,15693000000.0,325000000.0,16607000000.0,-7429000000.0,105806000000.0,12947000000.0,114302000000.0,6505000000.0,105806000000.0,17682000000.0,18852000000.0,547000000.0,4761000000.0,-1073000000.0,,,,,,,,
2008-06-30,50171000000.0,125329000000.0,-7760000000.0,150599000000.0,175855000000.0,4444000000.0,,11556000000.0,25105000000.0,342679000000.0,-1198000000.0,166824000000.0,3439000000.0,6504000000.0,200770000000.0,-166000000.0,22566000000.0,,11754000000.0,11556000000.0,,11072000000.0,3.74,39624000000.0,13994000000.0,2811000000.0,,-2489000000.0,109261000000.0,4852000000.0,8990000000.0,31000000.0,127241000000.0,531000000.0,14417000000.0,20117000000.0,,139809000000.0,875000000.0,-1503000000.0,0.0,-133757000000.0,8990000000.0,8990000000.0,214000000.0,5352000000.0,140000000.0,5336000000.0,3.74,3085162660.0,126246000000.0,,-11581000000.0,3094529370.0,,15899000000.0,,-408000000.0,-7352000000.0,109191000000.0,17306000000.0,131419000000.0,8363000000.0,109191000000.0,19001000000.0,23696000000.0,435000000.0,-5427000000.0,-1350000000.0,,,,,,,,
2008-09-30,48978000000.0,130663000000.0,4034000000.0,112728000000.0,131363000000.0,4058000000.0,,8448000000.0,23548000000.0,302081000000.0,-555000000.0,170718000000.0,3387000000.0,6219000000.0,161706000000.0,460000000.0,26145000000.0,,8480000000.0,8448000000.0,,10742000000.0,,33442000000.0,14688000000.0,1462000000.0,,-2290000000.0,105422000000.0,17302000000.0,7821000000.0,-14466000000.0,90100000000.0,529000000.0,8990000000.0,15467000000.0,-555000000.0,138469000000.0,527000000.0,-142000000.0,0.0,-133757000000.0,7821000000.0,7821000000.0,-25000000.0,5984000000.0,836000000.0,5541000000.0,,,88387000000.0,,2120000000.0,,,9191000000.0,1473000000.0,16426000000.0,-12392000000.0,114193000000.0,8843000000.0,131567000000.0,6987000000.0,114193000000.0,18357000000.0,19690000000.0,2333000000.0,-1169000000.0,-848000000.0,,,,,,,,
2008-12-31,48006000000.0,125447000000.0,3401000000.0,105529000000.0,116570000000.0,4557000000.0,,-2810000000.0,21716000000.0,282401000000.0,-193000000.0,165831000000.0,3684000000.0,45354000000.0,153535000000.0,2343000000.0,-5152000000.0,,-3158000000.0,-2810000000.0,,13772000000.0,,19342000000.0,12518000000.0,-530000000.0,13408000000.0,-2733000000.0,86225000000.0,-10458000000.0,15188000000.0,-6373000000.0,82040000000.0,527000000.0,7821000000.0,-470000000.0,-193000558.0,127285000000.0,1045000000.0,-580999289.0,0.0,-121274000000.0,15188000000.0,15188000000.0,1802000000.0,9497000000.0,345000554.6,5021000000.0,,,71683000000.0,,14612000000.0,,47000000.0,3178000000.0,1019000324.2,11293000000.0,-7892000000.0,233312000000.0,5306000000.0,81073000000.0,2489000000.0,112038000000.0,10941000000.0,-4797000000.0,-6434000000.0,7367000000.0,-302000000.0,,,,,,,,
2009-03-31,52668000000.0,126589000000.0,1574000000.0,100711000000.0,114481000000.0,3693000000.0,,3488000000.0,3642000000.0,281320000000.0,-436000000.0,166839000000.0,3090000000.0,6976000000.0,153379000000.0,-250000000.0,9473000000.0,32608000000.0,3516000000.0,3488000000.0,,18341000000.0,1.14,21404000000.0,12778000000.0,928000000.0,,-2435000000.0,49245000000.0,4189000000.0,15961000000.0,-6093000000.0,77116000000.0,527000000.0,15188000000.0,5734000000.0,,126434000000.0,101000000.0,-4974000000.0,0.0,,15961000000.0,15961000000.0,227000000.0,6693000000.0,183000000.0,4961000000.0,1.14,3060802222.0,81554000000.0,365000000.0,-365000000.0,3062245340.0,136000000.0,,555000000.0,7559000000.0,-5985000000.0,113255000000.0,4788000000.0,58222000000.0,2218000000.0,113255000000.0,386000000.0,7878000000.0,2217000000.0,773000000.0,0.0,,,,,,,,
2009-06-30,62860000000.0,127730000000.0,-5887000000.0,93755000000.0,108046000000.0,3953000000.0,,3822000000.0,4619000000.0,291737000000.0,-1470000000.0,183691000000.0,3279000000.0,8886000000.0,156615000000.0,-255000000.0,9073000000.0,34116000000.0,3903000000.0,3822000000.0,,25469000000.0,1.24,24921000000.0,13726000000.0,2335000000.0,,-2921000000.0,55415000000.0,4559000000.0,10596000000.0,-7736000000.0,72529000000.0,527000000.0,15961000000.0,5843000000.0,,133509000000.0,69000000.0,-2476000000.0,0.0,,10596000000.0,10596000000.0,471000000.0,4621000000.0,400000000.0,5197000000.0,1.24,3063337266.0,76298000000.0,-951000000.0,-2835000000.0,3064678352.0,-49000000.0,,269000000.0,919000000.0,-6806000000.0,121708000000.0,3908000000.0,63882000000.0,1940000000.0,121708000000.0,410000000.0,9522000000.0,375000000.0,-5365000000.0,0.0,,,,,,,,
2009-09-30,69599000000.0,128284000000.0,622000000.0,89143000000.0,106661000000.0,4306000000.0,,3247000000.0,4719000000.0,297254000000.0,1838000000.0,190593000000.0,4341000000.0,9646000000.0,158742000000.0,617000000.0,14089000000.0,30265000000.0,3288000000.0,3247000000.0,,31522000000.0,1.06,25420000000.0,13917000000.0,-271000000.0,435000000.0,-2557000000.0,61666000000.0,9602000000.0,14275000000.0,-11662000000.0,66966000000.0,527000000.0,10596000000.0,4569000000.0,,136863000000.0,-5861000000.0,5393000000.0,0.0,,14275000000.0,14275000000.0,-211000000.0,4774000000.0,189000000.0,5288000000.0,1.06,3063512046.0,69489000000.0,-401000000.0,-1371000000.0,3065519680.0,,,318000000.0,6841000000.0,-6219000000.0,127207000000.0,4487000000.0,75755000000.0,1281000000.0,127207000000.0,0.0,9099000000.0,-1894000000.0,3679000000.0,0.0,,,,,,,,
2009-12-31,69257000000.0,127633000000.0,-1337000000.0,84789000000.0,96457000000.0,5532000000.0,,1961000000.0,4586000000.0,292181000000.0,-2992000000.0,195724000000.0,3748000000.0,9158000000.0,154046000000.0,-952000000.0,17790000000.0,35049000000.0,2011000000.0,1961000000.0,,30862000000.0,,27410000000.0,13838000000.0,-577000000.0,461000000.0,-2613000000.0,68261000000.0,9914000000.0,9719000000.0,-743000000.0,59328000000.0,527000000.0,14275000000.0,4874000000.0,,136431000000.0,7400000000.0,-477000000.0,0.0,-139197000000.0,9719000000.0,9719000000.0,1146000000.0,4171000000.0,4000000.0,5356000000.0,,,67161000000.0,-938000000.0,2240000000.0,,,,-1178000000.0,6169000000.0,-7506000000.0,270816000000.0,7876000000.0,86051000000.0,2863000000.0,131619000000.0,0.0,8626000000.0,-2130000000.0,-4556000000.0,0.0,,,,,,,,
2010-03-31,73112000000.0,130681000000.0,-465000000.0,84353000000.0,100036000000.0,4093000000.0,,5481000000.0,4579000000.0,297202000000.0,-625000000.0,197166000000.0,2926000000.0,8350000000.0,157465000000.0,-412000000.0,17837000000.0,35583000000.0,5566000000.0,5481000000.0,,34889000000.0,1.78,28714000000.0,14184000000.0,261000000.0,,-2594000000.0,70188000000.0,7610000000.0,8448000000.0,-5444000000.0,62874000000.0,527000000.0,9719000000.0,9966000000.0,,138010000000.0,38000000.0,-1947000000.0,0.0,,8448000000.0,8448000000.0,390000000.0,2422000000.0,261000000.0,5296000000.0,1.78,3063250000.0,65603000000.0,293000000.0,-5630000000.0,3066400000.0,118000000.0,,214000000.0,4782000000.0,-5247000000.0,133669000000.0,10227000000.0,88025000000.0,4400000000.0,133669000000.0,405000000.0,13153000000.0,4367000000.0,-1271000000.0,,,,,,,,,
2010-06-30,73662000000.0,133010000000.0,1583000000.0,84432000000.0,102595000000.0,3433000000.0,,4393000000.0,4869000000.0,297257000000.0,-136000000.0,194662000000.0,3237000000.0,7528000000.0,158094000000.0,-167000000.0,16176000000.0,34988000000.0,4487000000.0,4393000000.0,,35796000000.0,1.44,27972000000.0,13802000000.0,191000000.0,,-2598000000.0,75684000000.0,7253000000.0,12008000000.0,-5467000000.0,62615000000.0,527000000.0,8448000000.0,8732000000.0,,137488000000.0,1386000000.0,-414000000.0,0.0,,12008000000.0,12008000000.0,-204000000.0,4505000000.0,191000000.0,5171000000.0,1.44,3067019483.0,64553000000.0,182000000.0,-482000000.0,3071870686.0,86000000.0,,180000000.0,8096000000.0,-6513000000.0,133179000000.0,8923000000.0,91860000000.0,4245000000.0,133179000000.0,388000000.0,12160000000.0,4885000000.0,3560000000.0,,,,,,,,,
2010-09-30,73423000000.0,133901000000.0,-593000000.0,92786000000.0,102973000000.0,3701000000.0,,3463000000.0,4696000000.0,310654000000.0,-1197000000.0,207681000000.0,6196000000.0,8909000000.0,166209000000.0,-3000000.0,15402000000.0,37983000000.0,3565000000.0,3463000000.0,,35148000000.0,1.12,28922000000.0,13179000000.0,-1010000000.0,397000000.0,-2583000000.0,76330000000.0,10710000000.0,11282000000.0,-10064000000.0,62769000000.0,527000000.0,12008000000.0,5385000000.0,-1179000000.0,142744000000.0,717000000.0,-491000000.0,0.0,,11282000000.0,11282000000.0,25000000.0,9932000000.0,317000000.0,5171000000.0,1.12,3066296868.0,65980000000.0,-1941000000.0,-1004000000.0,3069168305.0,,,203000000.0,9016000000.0,-9609000000.0,,4692000000.0,91732000000.0,1820000000.0,139863000000.0,0.0,11898000000.0,178000000.0,-726000000.0,-34000000.0,,,,,,,,
2010-12-31,72228000000.0,140179000000.0,-115000000.0,100552000000.0,112894000000.0,4301000000.0,,6790000000.0,4250000000.0,322560000000.0,-92000000.0,209666000000.0,3236000000.0,19338000000.0,172780000000.0,-25000000.0,21404000000.0,37223000000.0,6856000000.0,6790000000.0,,34381000000.0,,29348000000.0,13388000000.0,-2832000000.0,,-2393000000.0,85432000000.0,8605000000.0,13444000000.0,-997000000.0,70102000000.0,529000000.0,11282000000.0,11261000000.0,,148013000000.0,-2005000000.0,-388000000.0,0.0,-142820000000.0,13444000000.0,13444000000.0,6671000000.0,9951000000.0,227000000.0,5039000000.0,,,76550000000.0,-468000000.0,-754000000.0,,,,422000000.0,5456000000.0,-5571000000.0,285525000000.0,12799000000.0,106836000000.0,4405000000.0,142705000000.0,377000000.0,14724000000.0,11948000000.0,2162000000.0,,,,,,,,,
