date,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDilutedEPS,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyBasicEPS,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyBasicAverageShares,quarterlyPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyChangeInInventory
1991-06-30,,0.0,-7600000.0,6100000,286400000,6100000,857600000.0,-8000000.0,118700000.0,-3300000.0,353500000.0,112700000.0,,368500000.0,,-0.123975,0.0,-22200000.0,-231800000.0,,167700000.0,,,-177900000.0,-5100000.0,,413500000.0,-8000000,-8000000.0,112600000.0,504100000.0,61400000.0,,40000000.0,108900000.0,-2900000.0,17500000.0,-2300000.0,,72200000.0,-40900000.0,18400000.0,29200000.0,,150200000.0,-0.123975,1000000.0,112600000.0,49293941.0,,-20400000.0,-30200000.0,,71800000.0,191300000.0,-9500000.0,-1500000.0,319400000.0,-33100000.0,687900000.0,43700000.0,175400000.0,0.0,49293941.0,0.0,6900000.0,43700000.0,53300000.0,,,,,,,,,
1991-09-30,,0.0,-2400000.0,-15500000,305100000,-15500000,876300000.0,-32900000.0,118000000.0,-3200000.0,431300000.0,109400000.0,,356900000.0,,-0.510931,0.0,52900000.0,-270000000.0,,187100000.0,,,-211500000.0,-400000.0,,353600000.0,-32900000,-32900000.0,133500000.0,445000000.0,62700000.0,,48000000.0,160600000.0,-2800000.0,19300000.0,-1100000.0,,71200000.0,-41500000.0,-12800000.0,28700000.0,,135900000.0,-0.510931,500000.0,133500000.0,64392233.0,,3500000.0,20000000.0,,67900000.0,218300000.0,-30500000.0,2400000.0,312300000.0,17200000.0,669200000.0,47300000.0,173200000.0,0.0,64392233.0,0.0,7200000.0,47300000.0,52400000.0,,,,,,,,,
1991-12-31,,0.0,-9200000.0,-71900000,289500000,-71900000,910100000.0,-96100000.0,128600000.0,-3200000.0,467000000.0,108600000.0,,299600000.0,,,0.0,36300000.0,-390700000.0,,160900000.0,,,-331000000.0,-4300000.0,,329800000.0,-96100000,-96100000.0,159800000.0,443100000.0,78900000.0,,20500000.0,166100000.0,-5300000.0,17600000.0,-4000000.0,,48600000.0,-41900000.0,-20200000.0,34400000.0,,120700000.0,,1700000.0,200500000.0,,,-13600000.0,14700000.0,,66700000.0,230100000.0,-85500000.0,10600000.0,281700000.0,9400000.0,581300000.0,33600000.0,166400000.0,300000.0,,0.0,7300000.0,33600000.0,70800000.0,,,,,,,,,
1992-03-31,,0.0,-10300000.0,-5500000,165500000,-5500000,1043900000.0,-27300000.0,77100000.0,-3200000.0,465200000.0,108000000.0,,393000000.0,,-0.417009,-1800000.0,7400000.0,-427200000.0,,88400000.0,,,-368200000.0,-12300000.0,,461800000.0,-20300000,-27300000.0,82600000.0,578700000.0,81800000.0,,48700000.0,159200000.0,-1300000.0,14200000.0,-4600000.0,,56100000.0,-44300000.0,96600000.0,35100000.0,,130100000.0,-0.417009,1100000.0,82600000.0,65466147.0,,66200000.0,-21400000.0,,63700000.0,225900000.0,-18600000.0,1700000.0,284700000.0,-22700000.0,677700000.0,99800000.0,164900000.0,,65466147.0,33600000.0,7400000.0,99800000.0,80100000.0,,,,,,,,,
1992-06-30,,0.0,-1700000.0,8500000,211400000,8500000,1017000000.0,-4400000.0,106000000.0,-3200000.0,440600000.0,110200000.0,,328800000.0,,-0.165303,-23300000.0,22700000.0,-445200000.0,,105400000.0,,,-408800000.0,-3000000.0,,449000000.0,-4200000,-4400000.0,97500000.0,576400000.0,91000000.0,,30700000.0,144600000.0,-2700000.0,15600000.0,-3900000.0,,56000000.0,-47200000.0,-56700000.0,36400000.0,,112400000.0,-0.165303,1400000.0,97500000.0,65466147.0,,-41300000.0,18300000.0,,63000000.0,233400000.0,-5600000.0,-1400000.0,281500000.0,15600000.0,610300000.0,58500000.0,162500000.0,,65466147.0,0.0,7600000.0,58500000.0,62600000.0,,,,,,,,,
1992-09-30,,0.0,-12700000.0,-2300000,176900000,-2300000,1012000000.0,-42200000.0,85300000.0,-2300000.0,425100000.0,104100000.0,,274700000.0,,-0.803966,-200000.0,25600000.0,-483300000.0,,91600000.0,,,-446200000.0,-8800000.0,,454900000.0,-18700000,-42200000.0,87600000.0,586900000.0,96500000.0,,25300000.0,148800000.0,-4600000.0,15500000.0,-13100000.0,,74600000.0,-46100000.0,10800000.0,35500000.0,,103600000.0,-0.803966,-1900000.0,87600000.0,52489797.0,,-17800000.0,-16600000.0,,58000000.0,218300000.0,-19800000.0,-1100000.0,293300000.0,-21200000.0,568000000.0,40700000.0,160700000.0,300000.0,52489797.0,0.0,8000000.0,40700000.0,58000000.0,,,,,,,,,
1992-12-31,,0.0,6700000.0,-6700000,166300000,-6700000,720400000.0,-1900000.0,90000000.0,-2800000.0,185800000.0,56400000.0,,164700000.0,,,0.0,-96100000.0,-516100000.0,,76300000.0,,,-488200000.0,5000000.0,,457600000.0,11000000,-1900000.0,86500000.0,534600000.0,44100000.0,,28900000.0,17000000.0,1200000.0,14600000.0,-100000.0,,20500000.0,-19700000.0,21800000.0,32900000.0,,57000000.0,,41100000.0,96700000.0,,,-26400000.0,-54100000.0,,36700000.0,141900000.0,19800000.0,8800000.0,67500000.0,-52900000.0,232200000.0,14400000.0,10300000.0,1000000.0,,0.0,,14400000.0,26900000.0,,,,,,,,,
1993-03-31,,,,143800000,143800000,143800000,,3000000.0,,,,,,,,-0.030055,,,,,,,,,,,,-19200000,3000000.0,,,,,,,,,,,,,,,,,-0.030055,,,52136745.0,,,,,,,,,,,,,,,52136745.0,,,,,,,,,,,,,
1993-06-30,,,,-4800000,141900000,-4800000,669900000.0,-11000000.0,72800000.0,,177400000.0,49100000.0,,109300000.0,,-0.195356,,,-530500000.0,,69100000.0,,,-503900000.0,,,386800000.0,-15500000,-11000000.0,77600000.0,492500000.0,67900000.0,,18400000.0,8300000.0,,13500000.0,,,17800000.0,-19500000.0,,37800000.0,,42600000.0,-0.195356,2800000.0,77600000.0,56307509.0,,,,,29600000.0,146500000.0,,,56700000.0,,166000000.0,11800000.0,9300000.0,,56307509.0,,,11800000.0,22600000.0,,,,,,,,,
1993-09-30,,0.0,-200000.0,-1100000,143200000,-1100000,680800000.0,-13900000.0,75600000.0,,219400000.0,48100000.0,,110900000.0,,-0.236682,-300000.0,16700000.0,-541100000.0,,67600000.0,,,-515000000.0,0.0,,352700000.0,-13900000,-13900000.0,76700000.0,461400000.0,70800000.0,,17300000.0,44400000.0,-200000.0,13000000.0,-100000.0,,17800000.0,-19800000.0,1600000.0,37900000.0,,42500000.0,-0.236682,300000.0,76700000.0,35934340.0,,4200000.0,2800000.0,,28300000.0,149700000.0,-13800000.0,100000.0,54900000.0,2600000.0,165800000.0,16000000.0,8800000.0,0.0,35934340.0,0.0,,16000000.0,25300000.0,,,,,,,,,
1993-12-31,,0.0,-6400000.0,31700000,244600000,31700000,679500000.0,128800000.0,134700000.0,,220200000.0,47500000.0,,114400000.0,,,-500000.0,6700000.0,-540900000.0,,109900000.0,,,-514700000.0,-5800000.0,,389700000.0,41400000,128800000.0,84000000.0,459300000.0,69600000.0,,3900000.0,16100000.0,-1600000.0,18100000.0,10500000.0,,14500000.0,-20000000.0,-3200000.0,,,41500000.0,,30800000.0,103000000.0,,,-3700000.0,5200000.0,,27500000.0,187500000.0,44200000.0,2800000.0,50400000.0,3600000.0,164800000.0,15800000.0,8400000.0,0.0,,0.0,,15800000.0,16600000.0,,,,,,,,,
1994-03-31,,0.0,-500000.0,7300000,131300000,7300000,670500000.0,-2500000.0,63500000.0,-3000000.0,207700000.0,46400000.0,,103500000.0,,-0.052596,-100000.0,-3400000.0,-542000000.0,,67800000.0,,,-514300000.0,-300000.0,,403400000.0,-1400000,-2500000.0,56200000.0,462800000.0,59400000.0,,4300000.0,22200000.0,-200000.0,13500000.0,-5100000.0,,18300000.0,-20000000.0,7700000.0,,,47700000.0,-0.052596,4900000.0,56200000.0,47532564.0,,2500000.0,-4800000.0,,26400000.0,173500000.0,-1300000.0,100000.0,52700000.0,-5000000.0,156200000.0,18300000.0,8000000.0,,47532564.0,15800000.0,,18300000.0,12000000.0,,,,,,,,,
1994-06-30,,0.0,8400000.0,8600000,135900000,8600000,652900000.0,-1400000.0,67700000.0,-1100000.0,195200000.0,45600000.0,,89400000.0,,-0.030055,0.0,-18500000.0,-543400000.0,,68200000.0,,,-513900000.0,8800000.0,,400400000.0,-1400000,-1400000.0,59100000.0,457700000.0,57300000.0,,4700000.0,24500000.0,-500000.0,14100000.0,700000.0,,16400000.0,-20000000.0,-100000.0,,,47400000.0,-0.030055,4000000.0,59100000.0,46581666.0,,-11800000.0,-19900000.0,,25600000.0,157500000.0,,,49600000.0,-20400000.0,139000000.0,6500000.0,7600000.0,,46581666.0,0.0,,6500000.0,13200000.0,,,,,,,,,
1994-09-30,,0.0,8000000.0,7800000,140200000,7800000,620300000.0,18900000.0,71800000.0,-900000.0,164800000.0,47900000.0,,87400000.0,,0.383198,0.0,-30200000.0,-525500000.0,,68400000.0,,,-485400000.0,-7100000.0,,400100000.0,18900000,18900000.0,64000000.0,455500000.0,55400000.0,,3700000.0,24300000.0,-400000.0,14300000.0,3900000.0,,15700000.0,-23300000.0,4500000.0,,,46000000.0,0.383198,800000.0,64000000.0,49321728.0,,1300000.0,-11300000.0,,24600000.0,129700000.0,-5700000.0,-24600000.0,47500000.0,-11700000.0,134900000.0,7800000.0,7200000.0,,49321728.0,0.0,,7800000.0,10800000.0,,,,,,,,,
1994-12-31,,0.0,8000000.0,-9500000,-59900000,-9500000,604300000.0,95100000.0,53400000.0,-900000.0,144400000.0,50300000.0,,87500000.0,,,,29900000.0,-420700000.0,,-113300000.0,,,-374900000.0,25500000.0,,405800000.0,-34100000,95100000.0,56100000.0,459900000.0,54100000.0,,3200000.0,31400000.0,-1900000.0,14100000.0,-400000.0,,109400000.0,-24500000.0,-3300000.0,,,47100000.0,,-10500000.0,62900000.0,,,-3500000.0,-8100000.0,,25800000.0,100600000.0,-34200000.0,-100000.0,141900000.0,-10000000.0,229400000.0,4300000.0,6700000.0,,,0.0,,4300000.0,12400000.0,,,,,,,,,
1995-03-31,,0.0,34100000.0,-400000,68900000,-400000,577100000.0,5000000.0,48900000.0,-1400000.0,143100000.0,50500000.0,,118600000.0,-7200000.0,0.062964,-100000.0,,-392800000.0,,20000000.0,,,-342600000.0,34600000.0,,402600000.0,-12900000,5000000.0,49300000.0,434000000.0,31400000.0,,2700000.0,39300000.0,-500000.0,14700000.0,0.0,,84500000.0,-25400000.0,2800000.0,,,51800000.0,0.062964,2200000.0,49300000.0,51018791.0,,31600000.0,-5300000.0,,25100000.0,89500000.0,,,115900000.0,-5800000.0,234500000.0,35900000.0,6300000.0,,51018791.0,4300000.0,,35900000.0,14300000.0,,,,,,,,,
1995-06-30,,8600000.0,13500000.0,-700000,89100000,-700000,547900000.0,-12500000.0,64500000.0,-200000.0,107900000.0,52300000.0,,77500000.0,,-0.019374,-2700000.0,,-403900000.0,,24600000.0,18400000.0,,-336000000.0,15400000.0,,398600000.0,-13600000,-12500000.0,65200000.0,440000000.0,41400000.0,,3300000.0,13800000.0,-2300000.0,14700000.0,-100000.0,,102000000.0,-25800000.0,-31000000.0,,,47200000.0,-0.019374,1900000.0,65200000.0,79147436.0,,-27300000.0,-9800000.0,,26500000.0,81900000.0,-13500000.0,100000.0,134400000.0,-12100000.0,211900000.0,8600000.0,5900000.0,,79147436.0,0.0,,8600000.0,12200000.0,,,,,,,,,
1995-09-30,,17000000.0,21400000.0,10700000,91500000,10700000,537700000.0,-1000000.0,69500000.0,-2500000.0,99300000.0,54500000.0,,86900000.0,,-0.010545,2700000.0,,-404700000.0,,22000000.0,21400000.0,,-326400000.0,9900000.0,,397200000.0,-1100000,-1000000.0,58800000.0,438400000.0,41200000.0,,3000000.0,10100000.0,-2200000.0,14000000.0,-2800000.0,,91200000.0,-26800000.0,-4400000.0,,,45500000.0,-0.010545,2600000.0,58800000.0,79147436.0,,8400000.0,-8600000.0,,27700000.0,77700000.0,-700000.0,400000.0,124400000.0,-10800000.0,211300000.0,17000000.0,5500000.0,,79147436.0,8600000.0,,17000000.0,11500000.0,,,,,,,,,
1995-12-31,,3400000.0,-2100000.0,-1600000,88500000,-1600000,581700000.0,-22200000.0,71400000.0,4000000.0,119200000.0,77000000.0,,95900000.0,32600000.0,,-5500000.0,,-428200000.0,,17100000.0,26800000.0,,-356100000.0,15800000.0,,406700000.0,-17600000,-22200000.0,63900000.0,462500000.0,55800000.0,,5200000.0,6700000.0,-3800000.0,14100000.0,2900000.0,,75100000.0,-27900000.0,-12200000.0,,,60500000.0,,-2100000.0,73000000.0,,,-13600000.0,700000.0,,49100000.0,89700000.0,-17800000.0,-200000.0,129700000.0,-3100000.0,225600000.0,3400000.0,5500000.0,,,17000000.0,,3400000.0,22800000.0,,,,,,,,,
1996-03-31,,5400000.0,-600000.0,-1400000,69300000,-1400000,591000000.0,-17800000.0,43500000.0,-1400000.0,155100000.0,82000000.0,,90500000.0,6200000.0,-0.308061,,,-446000000.0,,25800000.0,16800000.0,,-388700000.0,6300000.0,,390600000.0,-17800000,-17800000.0,44900000.0,435900000.0,45300000.0,,5900000.0,47500000.0,-6900000.0,14800000.0,100000.0,,53000000.0,-28200000.0,14200000.0,,,62400000.0,-0.308061,-1100000.0,44900000.0,51717311.0,,2000000.0,-11600000.0,,53800000.0,86600000.0,-17400000.0,400000.0,111800000.0,-18500000.0,202300000.0,5400000.0,5000000.0,,51717311.0,3400000.0,,5400000.0,21000000.0,,,,,,,,,
1996-06-30,,4400000.0,-4000000.0,3400000,95700000,3400000,607200000.0,-10700000.0,61700000.0,,169400000.0,89400000.0,,88700000.0,21500000.0,-0.206627,,,-456600000.0,,34000000.0,23800000.0,,-400500000.0,4300000.0,,394300000.0,-10700000,-10700000.0,58300000.0,437800000.0,43500000.0,,5900000.0,37900000.0,-7800000.0,15500000.0,-200000.0,,51000000.0,-29100000.0,-7900000.0,,,54600000.0,-0.206627,1100000.0,58300000.0,51717311.0,,-1000000.0,10900000.0,,60300000.0,110500000.0,-11000000.0,-300000.0,118000000.0,3100000.0,206700000.0,4400000.0,6700000.0,,51717311.0,5400000.0,,4400000.0,21000000.0,,,,,,,,,
1996-09-30,0.0,2100000.0,12800000.0,900000,88500000,900000,597800000.0,-13700000.0,56200000.0,,166200000.0,98500000.0,,81400000.0,-7500000.0,-0.262979,-1400000.0,,-470400000.0,,32300000.0,20300000.0,,-434100000.0,14100000.0,,387900000.0,-13700000,-13700000.0,55300000.0,431600000.0,43700000.0,,4600000.0,52400000.0,-9300000.0,15300000.0,200000.0,,9800000.0,-30200000.0,6200000.0,,,54400000.0,-0.262979,6300000.0,55300000.0,51717311.0,,-2300000.0,-21300000.0,,68300000.0,85800000.0,-12600000.0,1100000.0,82300000.0,-30600000.0,163700000.0,2100000.0,4200000.0,,51717311.0,4400000.0,,2100000.0,28000000.0,,,,,,,,,
1996-12-31,,1900000.0,-12500000.0,-6900000,94600000,-6900000,632700000.0,-20300000.0,64400000.0,,204500000.0,111300000.0,,80600000.0,-13000000.0,,0.0,,-490700000.0,,30200000.0,20700000.0,,-455000000.0,5200000.0,,378200000.0,-22700000,-20300000.0,62500000.0,428200000.0,50000000.0,,4300000.0,55200000.0,-10200000.0,15100000.0,-100000.0,,12400000.0,-31000000.0,-5800000.0,,,53700000.0,,-7700000.0,71300000.0,,,-100000.0,18300000.0,,80300000.0,116800000.0,-22600000.0,100000.0,97100000.0,8100000.0,177700000.0,1900000.0,4400000.0,,,2100000.0,,1900000.0,32500000.0,,,,,,,,,
1997-03-31,,2200000.0,20600000.0,900000,63100000,900000,585900000.0,6300000.0,38200000.0,-2700000.0,182600000.0,61600000.0,,101700000.0,-32900000.0,0.120219,,,-482700000.0,,24900000.0,44100000.0,,-444600000.0,0.0,,341500000.0,5900000,6300000.0,37300000.0,403300000.0,61800000.0,,2800000.0,77400000.0,-1300000.0,15500000.0,0.0,,5400000.0,-31400000.0,6300000.0,,,52600000.0,0.120219,21200000.0,37300000.0,51407269.0,,200000.0,-26600000.0,,30200000.0,86400000.0,6600000.0,700000.0,39600000.0,-27900000.0,141300000.0,2200000.0,4000000.0,,51407269.0,1900000.0,,2200000.0,18800000.0,,,,,,,,,
1997-06-30,,19500000.0,19000000.0,5900000,77400000,5900000,588600000.0,-13900000.0,45600000.0,-1400000.0,186400000.0,63800000.0,,95500000.0,20600000.0,-0.27425,,,-496600000.0,,31800000.0,24800000.0,,-453300000.0,43300000.0,,342300000.0,-13600000,-13900000.0,39700000.0,402200000.0,59900000.0,,3800000.0,70700000.0,-2400000.0,15500000.0,0.0,,4700000.0,-32200000.0,-8300000.0,,,47400000.0,-0.27425,-4000000.0,39700000.0,50598862.0,,17400000.0,6600000.0,,31600000.0,99500000.0,,,39800000.0,4200000.0,135300000.0,19500000.0,3500000.0,,50598862.0,2200000.0,,19500000.0,16200000.0,,,,,,,,,
1997-09-30,,2400000.0,-6400000.0,6800000,81000000,6800000,614300000.0,-15600000.0,47300000.0,-1400000.0,174500000.0,68300000.0,,73000000.0,5100000.0,-0.308061,,,-522800000.0,,33700000.0,25700000.0,,-488300000.0,-43300000.0,,371000000.0,-15700000,-15600000.0,40500000.0,439800000.0,68800000.0,,3600000.0,37900000.0,-6200000.0,15800000.0,0.0,,13400000.0,-31800000.0,-300000.0,,,41400000.0,-0.308061,100000.0,40500000.0,50598862.0,,-17200000.0,-10500000.0,,36500000.0,127600000.0,-15900000.0,-200000.0,53000000.0,-16700000.0,126000000.0,2300000.0,3100000.0,,50598862.0,19500000.0,,2300000.0,9000000.0,,,,,,,,,
1997-12-31,,4800000.0,3100000.0,11000000,80300000,11000000,614900000.0,-26600000.0,64500000.0,-1800000.0,140500000.0,79100000.0,,68000000.0,,,,,-538800000.0,,15800000.0,13700000.0,,-488400000.0,-100000.0,,399800000.0,-28300000,-26600000.0,45400000.0,474400000.0,74600000.0,,10200000.0,7400000.0,-10200000.0,15000000.0,100000.0,,10000000.0,-33200000.0,-6200000.0,,,39300000.0,,-45200000.0,53500000.0,,,2400000.0,5400000.0,,45900000.0,122600000.0,-27700000.0,600000.0,58500000.0,-4800000.0,126500000.0,4800000.0,2600000.0,,,2400000.0,,4800000.0,10500000.0,,,,,,,,,
