date,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDilutedEPS,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyBasicEPS,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyBasicAverageShares,quarterlyPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyChangeInInventory
2006-09-30,-34878000.0,143417000.0,-32560000.0,25701000,89512000,25701000,502069000.0,19618000.0,49336000.0,-23155000.0,146170000.0,122811000.0,,284712000.0,,0.169703,,-17491000.0,-43983000.0,24485000.0,40176000.0,8494000.0,46028000.0,96917000.0,34000.0,,200228000.0,19618000,19618000.0,23635000.0,355899000.0,28210000.0,,3814000.0,54956000.0,-8050000.0,10779000.0,-5180000.0,,93343000.0,-60619000.0,16739000.0,127461000.0,,77158000.0,0.175006,-1135000.0,23635000.0,112098984.0,,-12335000.0,3486000.0,456000.0,62192000.0,34600000.0,16068000.0,-3550000.0,314274000.0,-4564000.0,598986000.0,143417000.0,107511000.0,10175000.0,115602078.0,155752000.0,5689000.0,167902000.0,5762000.0,-6940000.0,,,,,,,,
2006-12-31,-19946000.0,146769000.0,-2816000.0,34078000,265484000,34078000,542485000.0,15791000.0,53339000.0,-22700000.0,168786000.0,120567000.0,,303156000.0,,,,-3971000.0,-28192000.0,18960000.0,212145000.0,15480000.0,103877000.0,94977000.0,-939000.0,,103304000.0,15791000,15791000.0,21471000.0,373699000.0,139862000.0,,3068000.0,52686000.0,1167000.0,9981000.0,0.0,,122901000.0,-60646000.0,-24862000.0,130533000.0,,91299000.0,,3121000.0,19261000.0,,,3352000.0,31030000.0,1342000.0,59921000.0,0.0,27625000.0,11834000.0,334306000.0,32197000.0,637462000.0,146769000.0,107511000.0,17061000.0,,143417000.0,5703000.0,165729000.0,7203000.0,-2587000.0,,,,,,,,
2007-03-31,-6844000.0,137839000.0,-7846000.0,25720000,133892000,25720000,554719000.0,23127000.0,49207000.0,-25934000.0,170298000.0,122209000.0,,330439000.0,,0.196219,,7942000.0,-5065000.0,48039000.0,84685000.0,17964000.0,96859000.0,110227000.0,708000.0,,102703000.0,23127000,23127000.0,23487000.0,384421000.0,140695000.0,,3759000.0,46896000.0,-1710000.0,9134000.0,0.0,,126517000.0,-63181000.0,-32153000.0,141023000.0,,85058000.0,0.201522,21274000.0,23487000.0,114761599.0,,-8930000.0,31069000.0,846000.0,59028000.0,16026000.0,39716000.0,16589000.0,334507000.0,29359000.0,664946000.0,137839000.0,107511000.0,,117863264.0,146769000.0,5711000.0,185878000.0,5497000.0,12227000.0,,,,,,,,
2007-06-30,-29000.0,126385000.0,-1530000.0,29183000,140351000,29183000,512977000.0,21381000.0,53129000.0,-24426000.0,122076000.0,122282000.0,,285324000.0,,0.180309,,4910000.0,,50614000.0,87222000.0,15642000.0,48079000.0,107149000.0,-545000.0,,104247000.0,21381000,21381000.0,23946000.0,390901000.0,145451000.0,,3270000.0,33950000.0,-1006000.0,9520000.0,0.0,,130302000.0,-64730000.0,-36215000.0,141203000.0,,81041000.0,0.185612,17106000.0,23946000.0,115191612.0,,-11454000.0,26291000.0,1132000.0,57552000.0,27669000.0,38330000.0,16949000.0,334802000.0,25285000.0,620126000.0,126385000.0,107511000.0,,118579601.0,137839000.0,5725000.0,176999000.0,7358000.0,10296000.0,,,,,,,,
2007-09-30,-35016000.0,237356000.0,-35885000.0,33707000,93028000,33707000,661827000.0,15064000.0,55871000.0,-24898000.0,95275000.0,121029000.0,,391254000.0,,0.128073,,18775000.0,,46734000.0,37157000.0,3855000.0,48217000.0,101364000.0,-163000.0,,276970000.0,15064000,15064000.0,22164000.0,566552000.0,152993000.0,,5717000.0,5882000.0,-1495000.0,12113000.0,-7960000.0,,182394000.0,-64934000.0,113017000.0,136589000.0,,80739000.0,0.133641,194000.0,22164000.0,112719915.0,,110971000.0,33839000.0,2879000.0,56095000.0,31546000.0,24233000.0,9169000.0,371937000.0,32344000.0,763191000.0,237356000.0,107511000.0,0.0,117620781.0,126385000.0,6034000.0,284090000.0,4607000.0,8351000.0,,,,,,,,
2007-12-31,-5523000.0,238117000.0,-6682000.0,36774000,277439000,36774000,684437000.0,14231000.0,60144000.0,-23991000.0,109337000.0,121769000.0,,395626000.0,,,,-55874000.0,,45875000.0,217295000.0,3113000.0,34053000.0,100852000.0,587000.0,,277178000.0,14231000,14231000.0,23370000.0,575100000.0,156018000.0,,3360000.0,20618000.0,-978000.0,14995000.0,30000.0,,201083000.0,-67337000.0,-10556000.0,141904000.0,,86825000.0,,-1490000.0,23370000.0,,,761000.0,17999000.0,243000.0,54432000.0,23667000.0,24324000.0,10093000.0,389663000.0,17021000.0,785289000.0,238117000.0,107511000.0,21000.0,,237356000.0,6036000.0,283992000.0,6980000.0,18179000.0,,,,,,,,
2008-03-31,-5182000.0,218825000.0,-12274000.0,28041000,132205000,28041000,701180000.0,14307000.0,52198000.0,-26717000.0,199482000.0,120443000.0,,382943000.0,,0.122504,,-148000.0,,45742000.0,80007000.0,9080000.0,42695000.0,87381000.0,-5875000.0,,277515000.0,14307000,14307000.0,24157000.0,501698000.0,159798000.0,,3519000.0,27838000.0,-1227000.0,15253000.0,-98000.0,,217841000.0,-67337000.0,-21177000.0,64385000.0,,90951000.0,0.128073,10303000.0,24157000.0,111710072.0,,-19292000.0,14159000.0,13000.0,53106000.0,25440000.0,25062000.0,10755000.0,405618000.0,12932000.0,788561000.0,218825000.0,107511000.0,10000.0,116787802.0,238117000.0,6036000.0,264567000.0,5312000.0,14853000.0,,,,,,,,
2008-06-30,-51000.0,219798000.0,-2746000.0,34345000,142960000,34345000,693417000.0,19125000.0,56930000.0,-26020000.0,195412000.0,119185000.0,,379625000.0,,0.139209,,2601000.0,,37508000.0,86030000.0,8607000.0,52229000.0,94642000.0,-10163000.0,,372513000.0,19125000,19125000.0,22585000.0,498005000.0,61638000.0,,4850000.0,18946000.0,-1229000.0,15257000.0,18244000.0,,221658000.0,-67337000.0,-18007000.0,63854000.0,,91102000.0,0.167051,13939000.0,22585000.0,114485841.0,,973000.0,21726000.0,13000.0,51848000.0,24672000.0,34402000.0,15277000.0,408434000.0,20497000.0,788059000.0,219798000.0,107511000.0,8324000.0,137383009.0,218825000.0,6286000.0,257306000.0,3008000.0,10191000.0,,,,,,,,
2008-09-30,-500000.0,206509000.0,-13406000.0,37535000,102274000,37535000,700663000.0,14827000.0,60602000.0,-25844000.0,197077000.0,119655000.0,,370669000.0,,0.122783,,19723000.0,,46151000.0,41672000.0,7398000.0,54103000.0,89032000.0,16038000.0,,281434000.0,14827000,14827000.0,23067000.0,503586000.0,155273000.0,,5128000.0,9432000.0,-2970000.0,15515000.0,-18283000.0,,228239000.0,-67337000.0,-34433000.0,66879000.0,,92044000.0,0.128629,-1277000.0,23067000.0,112273332.0,,-13289000.0,34550000.0,18304000.0,52318000.0,33490000.0,21837000.0,7010000.0,419026000.0,31580000.0,789695000.0,206509000.0,107511000.0,0.0,114404890.0,219798000.0,6601000.0,252660000.0,4459000.0,15207000.0,,,,,,,,
2008-12-31,-729000.0,211105000.0,-5469000.0,35383000,271470000,35383000,684107000.0,12245000.0,60157000.0,-25289000.0,296159000.0,123637000.0,,355283000.0,,,,-10631000.0,,28518000.0,211313000.0,9506000.0,47415000.0,33605000.0,-29458000.0,,210301000.0,12245000,12245000.0,24774000.0,387948000.0,128840000.0,,9931000.0,97498000.0,-883000.0,16310000.0,18304000.0,,159005000.0,-72946000.0,-10765000.0,48807000.0,,92581000.0,,-7226000.0,24774000.0,,,4596000.0,20830000.0,-18244000.0,50691000.0,52635000.0,13271000.0,1026000.0,362429000.0,19947000.0,717712000.0,211105000.0,107511000.0,0.0,,206509000.0,6601000.0,239623000.0,6104000.0,-25242000.0,,,,,,,,
2009-03-31,,202349000.0,1383000.0,32160000,121216000,21512000,677653000.0,3100000.0,48690000.0,-30076000.0,290527000.0,,88245000.0,335423000.0,,0.023387,,,0.0,24496000.0,72526000.0,1756000.0,66421000.0,5573000.0,96000.0,,209261000.0,3100000,3100000.0,21530000.0,387126000.0,16577000.0,-124895000.0,6364000.0,100059000.0,-803000.0,16074000.0,0.0,95176000.0,80494000.0,,-31227000.0,48050000.0,,91546000.0,0.023387,-10798000.0,16530000.0,112545301.0,,-8756000.0,21088000.0,,48927000.0,11165000.0,5438000.0,2338000.0,347803000.0,20285000.0,683226000.0,202349000.0,107511000.0,908000.0,112573017.0,211105000.0,6601000.0,226845000.0,5957000.0,-29555000.0,,,,,,,,
2009-06-30,,232526000.0,-9999000.0,38847000,206794000,2802000,754566000.0,-7946000.0,59030000.0,-28234000.0,242567000.0,,86889000.0,400630000.0,,-0.070162,,,-4846000.0,42219000.0,147764000.0,9511000.0,69817000.0,2665000.0,-96000.0,,253681000.0,-7946000,-7946000.0,20183000.0,511999000.0,24138000.0,-184324000.0,3197000.0,25665000.0,-606000.0,17086000.0,-216000.0,107142000.0,91925000.0,,8711000.0,61070000.0,,102166000.0,-0.070162,-36121000.0,20183000.0,112562492.0,,30177000.0,31465000.0,,46942000.0,12222000.0,-14284000.0,-6338000.0,356601000.0,30859000.0,757231000.0,232526000.0,107511000.0,945000.0,112562492.0,202349000.0,6652000.0,274745000.0,6471000.0,-25491000.0,,,,,,,,
2009-09-30,-1766000.0,237468000.0,878000.0,36972000,236736000,35681000,765358000.0,16219000.0,58938000.0,-29141000.0,158539000.0,,31112000.0,417265000.0,,0.135061,,,0.0,62094000.0,177798000.0,6824000.0,66780000.0,10022000.0,1502000.0,,334502000.0,16219000,16219000.0,21966000.0,606819000.0,24042000.0,-226063000.0,3114000.0,20892000.0,-1596000.0,16808000.0,-5357000.0,109002000.0,92580000.0,,47283000.0,68492000.0,,100021000.0,0.135061,-1342000.0,21966000.0,120086554.0,,4942000.0,-43219000.0,,45851000.0,12215000.0,18873000.0,2654000.0,358115000.0,-44815000.0,775380000.0,237468000.0,107511000.0,-446000.0,120086554.0,232526000.0,7097000.0,299562000.0,9769000.0,-14511000.0,,,,,,,,
2009-12-31,-127000.0,209454000.0,922000.0,41088000,236748000,37032000,740224000.0,13433000.0,57450000.0,-28327000.0,149008000.0,125814000.0,19924000.0,389208000.0,,,,,0.0,51743000.0,179298000.0,8098000.0,70510000.0,-4682000.0,218000.0,,334920000.0,13433000,13433000.0,21362000.0,591216000.0,23913000.0,-222504000.0,4135000.0,21889000.0,-843000.0,18522000.0,0.0,112093000.0,73710000.0,-81788000.0,-25269000.0,45120000.0,,98486000.0,,-4271000.0,16362000.0,,,-28014000.0,-3667000.0,,44026000.0,15076000.0,18510000.0,5077000.0,346334000.0,-4510000.0,735542000.0,209454000.0,107511000.0,925000.0,,237468000.0,7126000.0,261197000.0,4355000.0,-14879000.0,,,,,,,,
2010-03-31,-536000.0,202957000.0,3823000.0,31018000,222087000,37665000,756443000.0,11938000.0,52176000.0,-30024000.0,163074000.0,,19193000.0,394604000.0,,0.092087,,,-461000.0,61615000.0,169911000.0,7154000.0,60930000.0,-13363000.0,-331000.0,,335064000.0,11938000,11938000.0,21158000.0,593369000.0,23692000.0,-212165000.0,3478000.0,29787000.0,-3795000.0,18805000.0,0.0,115620000.0,72287000.0,,-23483000.0,44286000.0,,101613000.0,0.104365,6521000.0,21158000.0,115199448.0,-605000.0,-6497000.0,13163000.0,,43821000.0,11250000.0,18860000.0,6922000.0,348476000.0,9368000.0,743080000.0,202957000.0,107511000.0,6933000.0,126219044.0,209454000.0,7127000.0,264572000.0,4819000.0,-7172000.0,,,,,,,,
2010-06-30,-12942000.0,285530000.0,-8371000.0,21077000,268460000,51372000,869584000.0,19223000.0,57466000.0,-27895000.0,196974000.0,,15387000.0,485815000.0,,0.122783,,,-9299000.0,70732000.0,210994000.0,6743000.0,91519000.0,-19598000.0,-547000.0,,413724000.0,19223000,19223000.0,36389000.0,672610000.0,32549000.0,-255594000.0,3480000.0,31974000.0,-5449000.0,20770000.0,-2582000.0,126425000.0,36752000.0,,48255000.0,49261000.0,,100749000.0,0.165757,30295000.0,36389000.0,115252598.0,-319000.0,82573000.0,42689000.0,,46341000.0,12448000.0,30602000.0,11379000.0,364171000.0,37240000.0,849986000.0,285530000.0,107511000.0,9501000.0,125788590.0,202957000.0,7135000.0,356262000.0,5894000.0,-4577000.0,,,,,,,,
2010-09-30,-5116000.0,258564000.0,-22942000.0,29876000,295124000,39047000,896700000.0,10907000.0,55964000.0,-29878000.0,225883000.0,,14352000.0,471189000.0,,0.090245,,,-27731000.0,72120000.0,239160000.0,5975000.0,129538000.0,-37696000.0,-12200000.0,,410601000.0,10907000,10907000.0,26088000.0,670817000.0,32458000.0,-289507000.0,3894000.0,17254000.0,-6486000.0,21511000.0,0.0,143710000.0,37017000.0,,-49235000.0,52664000.0,,101724000.0,0.090245,9171000.0,26088000.0,120859549.0,-609000.0,-26966000.0,45211000.0,,50227000.0,15074000.0,17536000.0,6629000.0,387815000.0,38725000.0,859004000.0,258564000.0,107511000.0,812000.0,120859549.0,285530000.0,7491000.0,330684000.0,11858000.0,-4599000.0,,,,,,,,
2010-12-31,-11190000.0,299825000.0,-17642000.0,45503000,277618000,41582000,995829000.0,12016000.0,52577000.0,-29662000.0,226872000.0,144569000.0,11617000.0,526763000.0,,,,,-45327000.0,78754000.0,225041000.0,1849000.0,84236000.0,-46234000.0,11978000.0,,506052000.0,12016000,12016000.0,7074000.0,768957000.0,31336000.0,-273871000.0,4809000.0,51345000.0,-7661000.0,23010000.0,-2495000.0,167032000.0,41114000.0,-89157000.0,92962000.0,51815000.0,,107079000.0,,-3921000.0,7074000.0,,-23112000.0,41261000.0,-34059000.0,,55412000.0,15161000.0,18572000.0,6556000.0,422832000.0,-41720000.0,949595000.0,299825000.0,107511000.0,12343000.0,,258564000.0,7494000.0,378579000.0,9027000.0,4456000.0,,,,,,,,
2011-03-31,-3551000.0,276416000.0,34692000.0,31476000,260378000,56950000,985916000.0,19373000.0,55201000.0,-31076000.0,220191000.0,,10164000.0,515031000.0,,0.161152,,,-55931000.0,67201000.0,205177000.0,16881000.0,103244000.0,-61355000.0,426000.0,,501751000.0,19373000,19373000.0,23725000.0,765725000.0,31598000.0,-245520000.0,3473000.0,30021000.0,-2661000.0,24928000.0,0.0,150491000.0,38954000.0,,-58655000.0,51417000.0,,115157000.0,0.161152,25474000.0,23725000.0,115560905.0,,-23409000.0,554000.0,,55283000.0,12017000.0,32022000.0,12649000.0,409530000.0,-2107000.0,924561000.0,276416000.0,107511000.0,26678000.0,115977567.0,299825000.0,7500000.0,343617000.0,6372000.0,-67000.0,,,,,,,,
2011-06-30,-13161000.0,319989000.0,46858000.0,37967000,291180000,73928000,991228000.0,30301000.0,60107000.0,-30770000.0,307203000.0,,3306000.0,564816000.0,,0.232059,,,-42530000.0,64340000.0,231073000.0,20722000.0,113564000.0,-50069000.0,511000.0,,486989000.0,30301000,30301000.0,22140000.0,684025000.0,49522000.0,-278756000.0,3653000.0,106071000.0,-2211000.0,25082000.0,0.0,132475000.0,37959000.0,,-39318000.0,55029000.0,,117895000.0,0.257844,35961000.0,22140000.0,115824690.0,,43573000.0,36033000.0,,55068000.0,16596000.0,48846000.0,18545000.0,376343000.0,33822000.0,941159000.0,319989000.0,107511000.0,53456000.0,126739653.0,276416000.0,7572000.0,384329000.0,11087000.0,-2254000.0,,,,,,,,
2011-09-30,-3336000.0,328411000.0,10567000.0,37855000,288995000,55421000,997622000.0,17549000.0,61132000.0,-31141000.0,306816000.0,,6105000.0,559399000.0,,0.142136,,,-56593000.0,58935000.0,227863000.0,17516000.0,143172000.0,-66670000.0,-1132000.0,,490729000.0,17549000,17549000.0,23277000.0,690806000.0,50474000.0,-284203000.0,4272000.0,104040000.0,-3597000.0,25421000.0,0.0,127927000.0,37106000.0,,-29573000.0,58878000.0,,110539000.0,0.148905,17566000.0,23277000.0,116740751.0,,8422000.0,27428000.0,,55898000.0,13764000.0,30000000.0,12451000.0,371553000.0,23831000.0,930952000.0,328411000.0,107511000.0,14158000.0,126758899.0,319989000.0,7944000.0,387346000.0,5572000.0,-5164000.0,,,,,,,,
2011-12-31,-10991000.0,240923000.0,-50832000.0,36023000,292827000,37564000,1016798000.0,7797000.0,64057000.0,-32312000.0,315198000.0,153034000.0,6597000.0,509741000.0,,,,,-80440000.0,76486000.0,228770000.0,24869000.0,39495000.0,-89030000.0,99000.0,,493356000.0,7797000,7797000.0,28034000.0,701600000.0,51005000.0,-274989000.0,4257000.0,135329000.0,-3369000.0,25275000.0,0.0,159923000.0,52973000.0,-96478000.0,-8682000.0,60642000.0,,109228000.0,,1541000.0,28034000.0,,,-87488000.0,-27974000.0,,56556000.0,67678000.0,12289000.0,4492000.0,418027000.0,-31343000.0,927768000.0,240923000.0,107511000.0,3541000.0,,328411000.0,7944000.0,317409000.0,9532000.0,-3677000.0,,,,,,,,
2012-03-31,-5540000.0,219551000.0,-5746000.0,33446000,257606000,15070000,1018751000.0,-7690000.0,57425000.0,-32975000.0,317947000.0,,,463536000.0,,-0.067684,,,-119737000.0,65242000.0,200181000.0,10812000.0,26976000.0,-132669000.0,1286000.0,,500076000.0,-7690000,-7690000.0,23979000.0,700804000.0,1822000.0,-269590000.0,4500000.0,130675000.0,-2243000.0,26252000.0,-150000.0,167634000.0,50785000.0,,-56202000.0,52746000.0,,108683000.0,-0.067684,-18376000.0,23979000.0,116808423.0,,-21372000.0,40576000.0,,56042000.0,96395000.0,-11182000.0,-3492000.0,422546000.0,38333000.0,886082000.0,219551000.0,107511000.0,0.0,116808423.0,240923000.0,7945000.0,284793000.0,4636000.0,-8020000.0,,,,,,,,
2012-06-30,-11129000.0,208748000.0,-11673000.0,40928000,276594000,39525000,1005275000.0,3895000.0,64842000.0,-33137000.0,200098000.0,,6817000.0,448278000.0,,0.033842,,,-104043000.0,68141000.0,211752000.0,10825000.0,38025000.0,-119537000.0,-1339000.0,,516058000.0,3895000,3895000.0,23914000.0,805177000.0,53127000.0,-275985000.0,5079000.0,24246000.0,-5151000.0,34397000.0,-165000.0,165928000.0,51933000.0,,-16383000.0,68684000.0,,105988000.0,0.033842,-1403000.0,23914000.0,115093779.0,,-10803000.0,17253000.0,,58277000.0,82782000.0,5128000.0,1233000.0,437460000.0,12102000.0,885738000.0,208748000.0,107511000.0,72000.0,115093779.0,219551000.0,8141000.0,276889000.0,4231000.0,-10778000.0,,,,,,,,
2012-09-30,-13132000.0,217256000.0,13766000.0,43193000,272783000,64212000,988589000.0,17932000.0,69034000.0,-34280000.0,204196000.0,,6730000.0,447183000.0,,0.149243,,,-88373000.0,65193000.0,203749000.0,11567000.0,27667000.0,-102948000.0,-1073000.0,,515015000.0,17932000,17932000.0,25841000.0,784393000.0,53819000.0,-279432000.0,4549000.0,15628000.0,-874000.0,32978000.0,0.0,159571000.0,52649000.0,,-44674000.0,81187000.0,,106439000.0,0.149243,21019000.0,25841000.0,120025166.0,,8508000.0,39416000.0,,56909000.0,118292000.0,31234000.0,13302000.0,438458000.0,38542000.0,885641000.0,217256000.0,107511000.0,3831000.0,120258355.0,208748000.0,8701000.0,282449000.0,5388000.0,-10419000.0,,,,,,,,
2012-12-31,19154000.0,405855000.0,-486000.0,37366000,277563000,59972000,1165983000.0,16485000.0,69793000.0,-36722000.0,195159000.0,163057000.0,6269000.0,639056000.0,,0.099495,,,-65116000.0,69984000.0,207770000.0,11247000.0,45610000.0,-79252000.0,-1294000.0,,586946000.0,16485000,16485000.0,32427000.0,970824000.0,1857000.0,-260343000.0,5721000.0,36778000.0,-2997000.0,31435000.0,-11112000.0,155313000.0,65686000.0,-105904000.0,202244000.0,109532000.0,,100392000.0,0.135029,22606000.0,32427000.0,122084476.0,,188599000.0,-13159000.0,,57153000.0,16891000.0,28537000.0,12052000.0,447675000.0,-16156000.0,1086731000.0,405855000.0,107511000.0,0.0,122084476.0,217256000.0,8989000.0,475839000.0,6099000.0,-10268000.0,,,,,,,,
2013-03-31,-5000000.0,351902000.0,-11007000.0,43096000,240402000,31360000,1175064000.0,-1681000.0,67446000.0,-35749000.0,180565000.0,,6330000.0,602800000.0,,-0.014214,,,-101977000.0,82439000.0,172956000.0,10416000.0,31275000.0,-110199000.0,-61000.0,,627996000.0,-1681000,-1681000.0,24350000.0,994499000.0,1523000.0,-650595000.0,5976000.0,17624000.0,-3557000.0,33376000.0,-11447000.0,166070000.0,67696000.0,,-33029000.0,110983000.0,,98502000.0,-0.014214,-11736000.0,24350000.0,118266791.0,-8971000.0,-53953000.0,-9917000.0,,58181000.0,12281000.0,-2016000.0,-335000.0,463969000.0,-13474000.0,1066769000.0,351902000.0,107511000.0,6582000.0,118266791.0,405855000.0,8989000.0,434341000.0,7090000.0,-4354000.0,,,,,,,,
2013-06-30,-90368000.0,281713000.0,-66996000.0,44240000,249120000,55614000,1199045000.0,13511000.0,68690000.0,-35769000.0,195373000.0,,6423000.0,580219000.0,,0.106602,,,-123554000.0,134141000.0,180430000.0,12495000.0,40297000.0,-130649000.0,6923000.0,,638352000.0,13511000,13511000.0,24450000.0,1003672000.0,2502000.0,-245126000.0,5220000.0,33906000.0,-2438000.0,32086000.0,-216000.0,194041000.0,61778000.0,,-18300000.0,112444000.0,,96761000.0,0.106602,11374000.0,24450000.0,126742225.0,-17734000.0,-70189000.0,15107000.0,,58067000.0,13080000.0,23528000.0,10017000.0,489324000.0,12669000.0,1069543000.0,281713000.0,107511000.0,36608000.0,126742225.0,351902000.0,8994000.0,415854000.0,5920000.0,-3232000.0,,,,,,,,
2013-09-30,-39115000.0,260461000.0,-25205000.0,50628000,271516000,-22277000,1313531000.0,-36891000.0,76525000.0,-35784000.0,269780000.0,,5739000.0,586477000.0,,-0.298486,,,-195444000.0,145569000.0,194991000.0,11931000.0,95009000.0,-193730000.0,1575000.0,,647178000.0,-36891000,-36891000.0,25897000.0,1043751000.0,2646000.0,-260996000.0,8189000.0,23911000.0,-2691000.0,33583000.0,-54000.0,229289000.0,60040000.0,,-46101000.0,120949000.0,,95006000.0,-0.298486,-72905000.0,25897000.0,123593671.0,-26969000.0,-21252000.0,50054000.0,,58035000.0,15182000.0,-55860000.0,-18969000.0,534478000.0,47363000.0,1120955000.0,260461000.0,107511000.0,39534000.0,123593671.0,281713000.0,9448000.0,406030000.0,3928000.0,5123000.0,,,,,,,,
2013-12-31,-41481000.0,234466000.0,11256000.0,62178000,295162000,143351000,1281768000.0,62937000.0,96353000.0,-37409000.0,405005000.0,194196000.0,6423000.0,588311000.0,,,,,-114787000.0,172534000.0,198809000.0,12159000.0,99933000.0,-95036000.0,-6237000.0,72135000.0,540766000.0,63753000,64005000.0,34175000.0,876763000.0,2867000.0,-243658000.0,23392000.0,151577000.0,-4589000.0,45516000.0,-11759000.0,157585000.0,65534000.0,-114938000.0,-34033000.0,137650000.0,,93496000.0,,79807000.0,34175000.0,,-89673000.0,-25995000.0,-3218000.0,,79258000.0,36736000.0,97835000.0,34082000.0,671848000.0,-7807000.0,1260159000.0,234466000.0,198871000.0,35585000.0,,260461000.0,9748000.0,407000000.0,26694000.0,22860000.0,,,,,,,,
2014-03-31,-37763000.0,381476000.0,-10175000.0,42722000,347236000,45603000,1471820000.0,2503000.0,108199000.0,-40865000.0,344415000.0,,3145000.0,766878000.0,,0.022386,,,-112234000.0,180836000.0,239037000.0,13181000.0,36462000.0,-86951000.0,496000.0,71681000.0,690826000.0,3529000,2580000.0,65477000.0,1127405000.0,3176000.0,-213735000.0,27254000.0,132791000.0,-6424000.0,39132000.0,-7866000.0,185587000.0,71229000.0,,196269000.0,151986000.0,,110030000.0,0.022386,1815000.0,65477000.0,126773003.0,-4068000.0,147010000.0,-39084000.0,,81090000.0,37662000.0,6471000.0,2942000.0,692367000.0,-45508000.0,1459245000.0,381476000.0,196893000.0,35009000.0,126938276.0,234466000.0,9972000.0,562312000.0,9515000.0,28168000.0,,,,,,,,
2014-06-30,-79656000.0,506423000.0,-76867000.0,60308000,406613000,63754000,1673775000.0,7694000.0,127331000.0,-40098000.0,380312000.0,,3156000.0,940320000.0,,0.059697,,,-134385000.0,237767000.0,279282000.0,15753000.0,54502000.0,-107520000.0,-579000.0,72976000.0,853669000.0,13031000,7925000.0,67023000.0,1293463000.0,3778000.0,-232052000.0,28532000.0,141808000.0,-3720000.0,44622000.0,-6889000.0,178710000.0,71009000.0,,108735000.0,153481000.0,,108257000.0,0.059697,2247000.0,67023000.0,129668852.0,-8716000.0,124947000.0,93079000.0,,80332000.0,39476000.0,19132000.0,6101000.0,702342000.0,89359000.0,1642662000.0,506423000.0,196271000.0,14836000.0,129804547.0,381476000.0,10043000.0,744190000.0,10180000.0,29679000.0,,,,,,,,
2014-09-30,-207500000.0,380416000.0,-108765000.0,63209000,419876000,76697000,1651250000.0,14879000.0,132640000.0,-41088000.0,344620000.0,,3174000.0,906138000.0,,0.109694,,,-126739000.0,333883000.0,287236000.0,13607000.0,41038000.0,-89990000.0,-777000.0,72976000.0,857107000.0,19705000,14879000.0,69431000.0,1306630000.0,3877000.0,-238384000.0,34226000.0,101158000.0,-10602000.0,45028000.0,-1529000.0,200497000.0,72861000.0,,-63291000.0,165726000.0,,100874000.0,0.109694,13488000.0,69431000.0,135641381.0,-16844000.0,-126007000.0,46049000.0,,86622000.0,37252000.0,31669000.0,11964000.0,737245000.0,35447000.0,1643383000.0,380416000.0,195165000.0,124957000.0,135641381.0,506423000.0,10912000.0,714299000.0,10845000.0,38694000.0,,,,,,,,
