date,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyChangeInCashSupplementalAsReported,quarterlyIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyCurrentAssets,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyCurrentDebt,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment,quarterlyAccountsReceivable,quarterlyGrossProfit,quarterlyEbitda,quarterlyChangeInInventory,quarterlyAccumulatedDepreciation
2016-12-31,-8532000000.0,786860000000,,50126000000.0,10593000000.0,-151028000000.0,20963705000000,,37625000000.0,37719000000.0,37625000000.0,,19374051000000,565000000.0,,2947000000,4650407000000,127037000000.0,599124000000.0,55502000000.0,48334000000.0,3807400000000,269670000000,604802000000.0,-2817000000.0,1576500000000,390000000.0,-14269000000.0,-74000000.0,71394000000.0,2599000000,,131777000000.0,-136759000000.0,,211330000000.0,132391000000.0,170095000000,47516000000.0,,170095000000,-93000000.0,10615000000.0,-5678000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,-1625000000.0,856844000000,-36162000000.0,33602000000.0,-339310000000.0,260530000000.0,21695204000000,,70012000000.0,70231000000.0,70012000000.0,0.28,20044597000000,464000000.0,250042857143.0,2953000000,4700276000000,-7198000000.0,850580000000.0,47381000000.0,87773000000.0,939967000000,269670000000,599124000000.0,,1637408000000,-801000000.0,-2783000000.0,-7000000.0,72638000000.0,2267000000,250042857143.0,333636000000.0,263313000000.0,165954000000.0,208695000000.0,170806000000.0,167626000000,87255000000.0,0.28,167626000000,93000000.0,17542000000.0,251456000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,-3656000000.0,821433000000,-24348000000.0,33582000000.0,-369072000000.0,-389263000000.0,21692067000000,,68327000000.0,68778000000.0,68327000000.0,,20047465000000,544000000.0,,2868000000,4619832000000,111758000000.0,589675000000.0,41791000000.0,84320000000.0,3674022000000,269670000000,850580000000.0,,1628445000000,-63000000.0,-4904000000.0,3554000000.0,72997000000.0,2322000000,,485676000000.0,-384359000000.0,-489626000000.0,202197000000.0,149565000000.0,166962000000,83451000000.0,,166962000000,57000000.0,15542000000.0,-260905000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,-68532000000.0,884286000000,-26454000000.0,38875000000.0,-234181000000.0,251045000000.0,22053943000000,,62903000000.0,63264000000.0,62903000000.0,0.25,20345317000000,569000000.0,251612000000.0,2834000000,4807172000000,-132437000000.0,633238000000.0,47502000000.0,78442000000.0,736330000000,269670000000,589675000000.0,-800000000.0,1692138000000,-965000000.0,-5425000000.0,-1219000000.0,76607000000.0,2221000000,251612000000.0,103834000000.0,256470000000.0,165997000000.0,205714000000.0,151428000000.0,165743000000,77650000000.0,0.25,165743000000,0.0,15178000000.0,43563000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-9583000000.0,886921000000,-40398000000.0,53059000000.0,-582966000000.0,-65485000000.0,22124383000000,,41022000000.0,41342000000.0,41022000000.0,,20328556000000,660000000.0,,2751000000,4798818000000,-69579000000.0,571339000000.0,59437000000.0,49252000000.0,3645530000000,329647000000,633238000000.0,-2212000000.0,1779760000000,285000000.0,-9151000000.0,61218000000.0,75456000000.0,2752000000,,525823000000.0,-56334000000.0,-151183000000.0,199588000000.0,149699000000.0,169679000000,49830000000.0,,169679000000,3419000000.0,7910000000.0,-61899000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,-2507000000.0,930275000000,-38240000000.0,34688000000.0,-435872000000.0,345850000000.0,22848740000000,,73815000000.0,74076000000.0,73815000000.0,0.3,20995124000000,69000000.0,246050000000.0,2646000000,900972000000,-7704000000.0,899122000000.0,55078000000.0,90493000000.0,994298000000,329647000000,571339000000.0,-163000000.0,1837377000000,-652000000.0,-2523000000.0,,76459000000.0,2626000000,246050000000.0,429367000000.0,348373000000.0,236728000000.0,187245000000.0,183173000000.0,167514000000,,0.3,167514000000,,16417000000.0,327783000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,-222000000.0,931325000000,-28540000000.0,36431000000.0,-600032000000.0,-76509000000.0,22805182000000,,73212000000.0,73389000000.0,73212000000.0,,20940605000000,656000000.0,,2687000000,728623000000,-2032000000.0,852994000000.0,37472000000.0,90927000000.0,3557725000000,329647000000,899122000000.0,-3098000000.0,1848266000000,-93000000.0,-2216000000.0,,79375000000.0,2622000000,,601659000000.0,-74293000000.0,-176354000000.0,189266000000.0,156578000000.0,166721000000,,,166721000000,,17538000000.0,-46128000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,-74468000000.0,997475000000,-32991000000.0,39342000000.0,-882823000000.0,464767000000.0,23354078000000,,67081000000.0,67391000000.0,67081000000.0,0.27,21415229000000,-119000000.0,248448148148.0,2736000000,806572000000,-324884000000.0,990420000000.0,44863000000.0,82414000000.0,875290000000,329647000000,852994000000.0,-3045000000.0,1922123000000,-141000000.0,-6019000000.0,-19000000.0,83200000000.0,2697000000,248448148148.0,559445000000.0,470786000000.0,373549000000.0,198242000000.0,160127000000.0,166453000000,,0.27,166453000000,,15023000000.0,137426000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,-10949000000.0,990872000000,-51217000000.0,56747000000.0,365235000000.0,-139060000000.0,23222693000000,,40547000000.0,40770000000.0,40547000000.0,,21231099000000,431000000.0,,2766000000,789820000000,-35159000000.0,860702000000.0,61976000000.0,44326000000.0,3503467000000,329647000000,990420000000.0,-13000000.0,1976463000000,-474000000.0,-10025000000.0,-34000000.0,85714000000.0,3622000000,,-387227000000.0,-129035000000.0,-222474000000.0,,158873000000.0,169574000000,,,169574000000,,3556000000.0,-129718000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,-2775000000.0,1067629000000,-43595000000.0,37699000000.0,-528713000000.0,277462000000.0,24190914000000,,76916000000.0,77925000000.0,76916000000.0,0.31,22121891000000,42000000.0,248116129032.0,2703000000,792261000000,-197049000000.0,918010000000.0,47701000000.0,95841000000.0,1127393000000,329647000000,860702000000.0,-28000000000.0,2053093000000,-13000000.0,-4198000000.0,,90843000000.0,3670000000,248116129032.0,334769000000.0,281660000000.0,200527000000.0,,187063000000.0,166880000000,,0.31,166880000000,,17916000000.0,57308000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,-565000000.0,1068239000000,43447000000.0,37406000000.0,-621852000000.0,-168686000000.0,24383151000000,,77274000000.0,77783000000.0,77274000000.0,,22311113000000,472000000.0,,2780000000,717533000000,-16420000000.0,741226000000.0,47932000000.0,95339000000.0,3316578000000,329647000000,918010000000.0,-4003000000.0,2055756000000,-2591000000.0,-1204000000.0,,91167000000.0,3632000000,,609800000000.0,-167482000000.0,-225919000000.0,,174280000000.0,165561000000,,,165561000000,,17556000000.0,-176784000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,-81121000000.0,1139380000000,,42980000000.0,-497876000000.0,57257000000.0,24517730000000,,71154000000.0,71674000000.0,71154000000.0,0.28,22364764000000,,254121428571.0,2837000000,770822000000,-93370000000.0,648516000000.0,55673000000.0,86944000000.0,784130000000,329647000000,741226000000.0,-21062000000.0,2136034000000,-5000000.0,-6504000000.0,-1832000000.0,95884000000.0,3542000000,254121428571.0,408828000000.0,63761000000.0,-1674000000.0,,178127000000.0,165727000000,,0.28,165727000000,,15270000000.0,-92710000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
