date,quarterlyChangesInAccountReceivables,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyCashDividendsPaid
2003-09-30,,1193000000.0,22000000.0,1019000000,16000000.0,2941000000,479000000,2025000000,,4263000000,571000000.0,2184000000,-1649000000.0,3567000000,4774000000,,-0.23,4798000000,-161000000,375000000,-199000000,-4044000000.0,6879000000.0,109000000,,,19346000000,17424000000,,164000000,176000000,,230000000,2484000000,,0.0,2079000000,216000000,-44000000,,2235000000.0,45000000,2835000000,6850000000.0,,9203000000,7077000000.0,3605000000,5257000000,15000000,28549000000,145000000,953000000,1193000000.0,64000000,-279000000,3510000000,9856000000,2184000000,153000000,3089000000,166000000,-424000000,,3427000000,27280000000,1089000000,,-279000000,,32000000,963000000,2660000000,1193000000,-20000000.0,-0.23,
2003-12-31,,,209000000.0,3026000000,350000000.0,549000000,567000000,2184000000,,5142000000,3067000000.0,4669000000,-1750000000.0,6427000000,4375000000,,,4451000000,-156000000,384000000,1644000000,-4381000000.0,7221000000.0,46000000,,,21513000000,16212000000,,2590000000,613000000,,234000000,5100000000,,2519000000.0,473000000,555000000,179000000,,1847000000.0,19000000,2840000000,5337000000.0,2331000000.0,8900000000,5140000000.0,3362000000,6290000000,457000000,30413000000,150000000,846000000,,27000000,-388000000,3631000000,10890000000,4669000000,279000000,1597000000,99000000,-472000000,,3180000000,27102000000,969000000,,-388000000,,-98000000,855000000,2605000000,1089000000,-78000000.0,,
2004-03-31,,2028000000.0,-21000000.0,3013000000,-343000000.0,2807000000,690000000,4669000000,,3820000000,3067000000.0,2583000000,-1767000000.0,6110000000,4113000000,,0.04,4356000000,-98000000,385000000,-1110000000,-4381000000.0,7130000000.0,142000000,,,19588000000,14611000000,2000000.0,-2086000000,-71000000,-36000000.0,237000000,4764000000,,,1237000000,-285000000,-2000000,,1851000000.0,62000000,2749000000,5153000000.0,,8676000000,4760000000.0,3205000000,5774000000,-169000000,28264000000,148000000,904000000,2029000000.0,80000000,4000000,3627000000,10353000000,2583000000,-888000000,974000000,107000000,-1486000000,,3120000000,24964000000,952000000,,4000000,,-4000000,914000000,2821000000,1151000000,-4000000.0,0.04,
2004-06-30,,2028000000.0,72000000.0,3028000000,-29000000.0,2772000000,872000000,2583000000,,3405000000,3067000000.0,2914000000,-1838000000.0,3112000000,4141000000,,0.04,4913000000,-137000000,439000000,-669000000,-4381000000.0,7076000000.0,243000000,,,16254000000,11743000000,,331000000,12000000,0.0,291000000,1980000000,,,491000000,-467000000,15000000,,1937000000.0,90000000,2695000000,5347000000.0,,8511000000,4683000000.0,3680000000,5176000000,-125000000,24765000000,148000000,932000000,2029000000.0,127000000,86000000,3623000000,9757000000,2914000000,998000000,939000000,90000000,-144000000,,3044000000,21500000000,958000000,,86000000,,-3000000,942000000,2824000000,1233000000,-22000000.0,0.04,
2004-09-30,,2028000000.0,56000000.0,3121000000,-59000000.0,2754000000,403000000,2914000000,,3596000000,3067000000.0,2851000000,-1756000000.0,1800000000,4359000000,,0.05,4796000000,-109000000,408000000,-1061000000,-4381000000.0,7093000000.0,230000000,,,15489000000,11291000000,,-63000000,448000000,0.0,266000000,1471000000,,,745000000,127000000,-18000000,,1948000000.0,84000000,2712000000,5426000000.0,,8320000000,4845000000.0,3625000000,4562000000,339000000,23809000000,142000000,895000000,2028000000.0,122000000,98000000,3692000000,9155000000,2851000000,533000000,616000000,68000000,-653000000,,2854000000,20446000000,901000000,,98000000,,-11000000,905000000,2965000000,1171000000,3000000.0,0.05,
2004-12-31,,,69000000.0,2824000000,357000000.0,3095000000,352000000,2851000000,,4200000000,3083000000.0,3676000000,-1846000000.0,155000000,5709000000,,,6656000000,-199000000,534000000,35000000,-4770000000.0,7751000000.0,231000000,,,15350000000,13068000000,,711000000,881000000,0.0,339000000,290000000,,,524000000,645000000,8000000,,1725000000.0,75000000,2981000000,6330000000.0,,9327000000,6436000000.0,5247000000,4901000000,682000000,24677000000,195000000,1055000000,,119000000,-223000000,2634000000,8488000000,3676000000,-289000000,633000000,122000000,-594000000,,3251000000,21556000000,953000000,,-223000000,,-31000000,1070000000,2977000000,1409000000,6000000.0,,
2005-03-31,,2028000000.0,55000000.0,2994000000,-341000000.0,3002000000,195000000,3676000000,,3651000000,3083000000.0,2614000000,-1875000000.0,72000000,5429000000,,0.1,5088000000,-79000000,481000000,-179000000,-4770000000.0,7594000000.0,350000000,,,14600000000,12075000000,,-1062000000,-224000000,,339000000,160000000,,,1037000000,-555000000,31000000,,1924000000.0,115000000,2824000000,6309000000.0,,8953000000,6013000000.0,3783000000,4688000000,-303000000,23553000000,142000000,955000000,2133000000.0,215000000,199000000,2545000000,8179000000,2614000000,-526000000,473000000,79000000,-714000000,,3127000000,20254000000,946000000,,199000000,,52000000,966000000,3169000000,1305000000,6000000.0,0.1,
2005-06-30,,2028000000.0,54000000.0,3046000000,-196000000.0,2903000000,742000000,2614000000,,3575000000,3083000000.0,3188000000,-1949000000.0,56000000,5359000000,,0.06,5724000000,-101000000,523000000,-55000000,-4770000000.0,7418000000.0,276000000,,,14515000000,11902000000,,574000000,182000000,,378000000,107000000,,,387000000,-259000000,-1000000,,2050000000.0,101000000,2648000000,6315000000.0,,8519000000,5992000000.0,4327000000,4468000000,81000000,23034000000,145000000,1008000000,2031000000.0,148000000,126000000,2439000000,7799000000,3188000000,540000000,444000000,142000000,-114000000,,2968000000,19701000000,892000000,,126000000,,-7000000,1019000000,3148000000,1397000000,-30000000.0,0.06,
2005-09-30,,2028000000.0,24000000.0,3297000000,-46000000.0,2871000000,488000000,3188000000,,3628000000,3083000000.0,2989000000,-1886000000.0,361000000,5212000000,,0.09,5648000000,-133000000,606000000,-229000000,-4770000000.0,7397000000.0,403000000,,,14961000000,12366000000,,-199000000,398000000,,450000000,467000000,,,639000000,-167000000,-29000000,,2238000000.0,129000000,2627000000,6560000000.0,,8158000000,6177000000.0,4258000000,3984000000,265000000,23119000000,156000000,929000000,2138000000.0,238000000,188000000,2459000000,7162000000,2989000000,-369000000,510000000,91000000,-740000000,,2660000000,19528000000,719000000,,188000000,,8000000,940000000,3192000000,1390000000,-11000000.0,0.09,
2005-12-31,,,96000000.0,3483000000,255000000.0,2828000000,408000000,2989000000,,3594000000,3121000000.0,3226000000,-1962000000.0,241000000,4493000000,,,5999000000,-143000000,679000000,-433000000,-4248000000.0,6813000000.0,470000000,,,14148000000,11606000000,,237000000,665000000,,525000000,4848000000,,,368000000,92000000,37000000,,2460000000.0,133000000,2565000000,6515000000.0,,8128000000,1909000000.0,4473000000,3933000000,522000000,22276000000,154000000,1034000000,,289000000,222000000,2221000000,6846000000,3226000000,39000000,169000000,95000000,-347000000,,2107000000,18452000000,692000000,,222000000,,-1000000,1001000000,3074000000,1526000000,-64000000.0,,
2006-03-31,,2076941497.0,7000000.0,3834000000,-368000000.0,2831000000,1028000000,3226000000,,3707000000,3137000000.0,3066000000,-1837000000.0,243000000,4696000000,,0.0767,4157000000,-89000000,508000000,25000000,-4248000000.0,6833000000.0,364000000,,,14997000000,11894000000,,-160000000,39000000,,373000000,5061000000,,,641000000,-440000000,48000000,,2664000000.0,115000000,2585000000,6709000000.0,,8102000000,1773000000.0,3019000000,3966000000,-50000000,23099000000,135000000,765000000,2076941497.0,225000000,156000000,2296000000,6995000000,3066000000,-270000000,168000000,52000000,-1243000000,,2095000000,18889000000,733000000,,156000000,,17000000,765000000,3521000000,1138000000,23000000.0,0.0767,
2006-06-30,,2124000000.0,20000000.0,5380000000,-108000000.0,335000000,798000000,3066000000,,3569000000,4451000000.0,3128000000,-1794000000.0,286000000,4954000000,,0.17,6001000000,-123000000,719000000,-436000000,-4248000000.0,6938000000.0,576000000,,,15332000000,11400000000,,62000000,337000000,,580000000,4210000000,,,441000000,-195000000,25000000,,2828000000.0,170000000,2690000000,6930000000.0,2542000000.0,8207000000,1835000000.0,4316000000,3091000000,214000000,23539000000,139000000,1105000000,2243000000.0,357000000,367000000,2556000000,6423000000,3128000000,74000000,176000000,113000000,-676000000,,2021000000,17823000000,776000000,,367000000,,60000000,1105000000,3810000000,1685000000,-257000000.0,0.17,
2006-09-30,,2173000000.0,10000000.0,5720000000,-292000000.0,314000000,1201000000,3128000000,,3888000000,4453000000.0,3189000000,-1854000000.0,264000000,4975000000,,0.18,6025000000,-106000000,799000000,-115000000,-4248000000.0,6900000000.0,657000000,,,16056000000,11617000000,251000000.0,61000000,523000000,,659000000,4361000000,,,699000000,-149000000,18000000,,3225000000.0,192000000,2652000000,7064000000.0,2535000000.0,8121000000,1975000000.0,4280000000,3087000000,417000000,24177000000,140000000,1086000000,2292000000.0,425000000,397000000,2571000000,6462000000,3189000000,-345000000,97000000,56000000,-1456000000,,2004000000,18079000000,804000000,,397000000,,27000000,1086000000,4054000000,1745000000,-46000000.0,0.18,0.0
2006-12-31,,,30000000.0,6038000000,256000000.0,309000000,1339000000,3189000000,,4790000000,4514000000.0,4262000000,-2019000000.0,402000000,5120000000,,,7021000000,-218000000,864000000,134000000,-4813000000.0,7624000000.0,722000000,,,17177000000,12376000000,79000000.0,1078000000,1044000000,,708000000,4966000000,,,528000000,213000000,22000000,,3647000000.0,184000000,2811000000,7276000000.0,2581000000.0,7965000000,1941000000.0,5065000000,3160000000,826000000,25142000000,156000000,1248000000,,478000000,422000000,2348000000,6277000000,4262000000,-153000000,122000000,67000000,-1368000000,,1741000000,18653000000,769000000,,422000000,,40000000,1248000000,3880000000,1956000000,291000000.0,,0.0
2007-03-31,,2190000000.0,3000000.0,7231000000,-469000000.0,272000000,1898000000,4211000000,,5051000000,5172000000.0,4366000000,-2022000000.0,1523000000,5037000000,,0.24,6215000000,-124000000,927000000,14000000,-4813000000.0,7631000000.0,797000000,,,18635000000,12977000000,-12000000.0,155000000,294000000,,780000000,5921000000,,,685000000,-457000000,41000000,,4184000000.0,224000000,2818000000,6847000000.0,2388000000.0,7616000000,1451000000.0,4295000000,2371000000,170000000,26251000000,147000000,1140000000,2304000000.0,533000000,537000000,2697000000,5559000000,4366000000,-155000000,341000000,75000000,-2037000000,,1617000000,18536000000,491000000,,537000000,,42000000,1140000000,4339000000,1920000000,-34000000.0,0.25,
2007-06-30,,2269000000.0,12000000.0,7637000000,-118000000.0,256000000,2406000000,4366000000,,5041000000,5343000000.0,4428000000,-1868000000.0,1540000000,5337000000,,0.32,7143000000,-160000000,1163000000,-637000000,-4813000000.0,7722000000.0,1031000000,,,19722000000,13472000000,-149000000.0,62000000,393000000,,1024000000,6047000000,,,613000000,-440000000,25000000,,4464000000.0,260000000,2909000000,7639000000.0,2401000000.0,7186000000,1442000000.0,4926000000,2279000000,233000000,26908000000,139000000,1193000000,2310000000.0,711000000,729000000,2554000000,5368000000,4428000000,253000000,387000000,41000000,-2223000000,,1139000000,18840000000,535000000,,729000000,,6000000,1193000000,4581000000,2217000000,-104000000.0,0.32,
2007-09-30,,2279000000.0,394000000.0,8843000000,-222000000.0,255000000,2379000000,4428000000,,5942000000,5523000000.0,4653000000,-1580000000.0,1675000000,5809000000,,0.32,7190000000,-184000000,1170000000,-43000000,-4813000000.0,7874000000.0,1019000000,,,21773000000,14557000000,-53000000.0,238000000,883000000,0.0,1021000000,6400000000,,0.0,1289000000,8000000,-9000000,,5202000000.0,226000000,3061000000,8203000000.0,2413000000.0,7248000000,1623000000.0,4968000000,2171000000,699000000,29021000000,149000000,1201000000,2307000000.0,735000000,738000000,2561000000,5129000000,4653000000,-746000000,443000000,108000000,-3012000000,,1131000000,19686000000,397000000,,738000000,,14000000,1201000000,4988000000,2222000000,-8000000.0,0.32,0.0
2007-12-31,,,-353000000.0,10957000000,258000000.0,270000000,678000000,4653000000,,8110000000,5634000000.0,4650000000,-1330000000.0,500000000,6285000000,,,8713000000,-288000000,1344000000,41000000,-5328000000.0,8574000000.0,1173000000,,,23145000000,14479000000,-170000000.0,-3000000,1523000000,0.0,1177000000,5550000000,,88000000.0,3460000000,622000000,-408000000,,6955000000.0,-113000000,3246000000,7980000000.0,2421000000.0,7856000000,1737000000.0,6090000000,2138000000,1235000000,31001000000,167000000,1446000000,,1199000000,1753000000,2428000000,4973000000,4650000000,-1643000000,536000000,62000000,-2843000000,,1057000000,19452000000,407000000,,1753000000,,-32000000,1446000000,4863000000,2623000000,-16000000.0,,0.0
2008-03-31,,2295000000.0,-2000000.0,11993000000,-281000000.0,273000000,2910000000,4650000000,,8362000000,5641000000.0,6497000000,-1070000000.0,733000000,6914000000,,0.43,7956000000,-204000000,1473000000,-353000000,-5328000000.0,8855000000.0,1410000000,,,25227000000,15702000000,15000000.0,1847000000,464000000,-182000000.0,1323000000,6195000000,,,1865000000,-879000000,120000000,,7958000000.0,353000000,3527000000,9423000000.0,2503000000.0,8266000000,1726000000.0,5271000000,2338000000,260000000,33493000000,150000000,1362000000,2308000000.0,993000000,1003000000,2379000000,5188000000,6497000000,1434000000,383000000,32000000,-1317000000,,1137000000,20890000000,471000000,,1003000000,,30000000,1362000000,5543000000,2685000000,9000000.0,0.44,
2008-06-30,,2286000000.0,-1000000.0,12718000000,-282000000.0,273000000,1341000000,6497000000,,8600000000,5673000000.0,8087000000,-1123000000.0,545000000,7330000000,,0.42,9025000000,-269000000,1593000000,-380000000,-5328000000.0,8953000000.0,1490000000,,,25935000000,15803000000,-68000000.0,1590000000,978000000,-263000000.0,1426000000,5953000000,,,513000000,-229000000,53000000,,8933000000.0,430000000,3625000000,9841000000.0,2501000000.0,8220000000,1640000000.0,6073000000,2212000000,709000000,34155000000,167000000,1526000000,2300000000.0,992000000,975000000,2436000000,5096000000,8087000000,995000000,383000000,45000000,-63000000,,1046000000,20899000000,448000000,,975000000,,23000000,1526000000,5817000000,2952000000,-81000000.0,0.43,
2008-09-30,,2285000000.0,48000000.0,11724000000,-454000000.0,434000000,25000000,8087000000,,7189000000,4678000000.0,5347000000,-1913000000.0,487000000,6973000000,,0.4,8791000000,-263000000,1440000000,-1256000000,-5328000000.0,8813000000.0,1304000000,,,24071000000,15378000000,-50000000.0,-2740000000,1121000000,-161000000.0,1274000000,5922000000,,,1842000000,-50000000,49000000,,9860000000.0,331000000,3485000000,9528000000.0,2768000000.0,8452000000,1644000000.0,6085000000,1989000000,858000000,32523000000,166000000,1432000000,2294000000.0,921000000,927000000,2362000000,4868000000,5347000000,-2181000000,374000000,62000000,-1450000000,,1032000000,20246000000,517000000,,927000000,,17000000,1432000000,5754000000,2706000000,135000000.0,0.41,
2008-12-31,,,-38000000.0,11158000000,217000000.0,411000000,1141000000,5347000000,,7806000000,4695000000.0,6399000000,-2710000000.0,733000000,6967000000,,,9140000000,-435000000,1273000000,-130000000,-5134000000.0,8696000000.0,314000000,,,24347000000,16004000000,404000000.0,1052000000,1421000000,-15000000.0,1095000000,6586000000,,0.0,1407000000,1064000000,-421000000,,10073000000.0,5000000,3562000000,8641000000.0,2817000000.0,8834000000,1569000000.0,6543000000,2009000000,986000000,33181000000,178000000,1502000000,,233000000,213000000,2973000000,5407000000,6399000000,-134000000,354000000,210000000,-796000000,,854000000,21411000000,425000000,,213000000,,-636000000,1502000000,5306000000,2597000000,-212000000.0,,149000000.0
2009-03-31,-70000000.0,2283000000.0,2000000.0,11348000000,-232000000.0,411000000,968000000,6399000000,-221000000.0,7127000000,4858000000.0,6550000000,-3189000000.0,488000000,5175000000,,0.29,7209000000,-185000000,1092000000,-16000000,,,922000000,-48000000.0,,23323000000,14815000000,-37000000.0,151000000,-104000000,0.0,862000000,3176000000,,,577000000,-857000000,6000000,,10579000000.0,240000000,3462000000,,2849000000.0,8703000000,1438000000.0,5090000000,1960000000,-289000000,32026000000,148000000,1277000000,2285000000.0,682000000,652000000,1816000000,5234000000,6550000000,503000000,349000000,22000000,-242000000,42000000.0,700000000,20049000000,376000000,,652000000,,44000000,1257000000,5316000000,2119000000,-13000000.0,0.29,-14000000.0
