date,quarterlyPurchaseOfInvestment,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyInventory,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid
2005-09-30,,,72165273.12288,150301253.43522,0.0,126294900.45003,65523472.92675,0.0,,149755100.75415,,773740409.61537,49551940.03221,149755100.75415,230661891.73035,,,72288481.76262,,765179399.78298,0.247817,24006352.98519,,,64544552.52849,,262180016.0,54129627.32715,,,40100884.12773,0.0,65523472.92675,,0.0,0.0,,,,,,10344630.08421,65523472.92675,,,-15757702.05879,93613100.70987,,0.0,,10075992.20019,,75745145.22291,33794237.97342,13905534.55968,92116648.99917,0.0,,,915826941.83826,14679193.5396,142086532.22289,665193670.83234,665193670.83234,,57638451.75498,11343254.47812,0.257932,0.0,2639947.00158,254477552.0,,,,,,
2005-12-31,,,38582006.94441,135783485.22228,-72845454.6975,105068303.73976,64808987.55476,735362467.7065,,270424603.2695,,851662736.8775,74417906.072,270424603.2695,203553183.338,,,38582006.94441,,765028309.325,,30715181.48252,9519738.349,,63466154.881,37738889.5025,,66486296.79535,160049.064,,48459950.22398,0.0,64808987.55476,,17247708.696,0.0,,,,,,6186908.38936,64808987.55476,,,-20843758.625,120764672.466,,231458614.4285,,8201259.33016,,72992443.65173,53574147.447,18390518.48933,160142684.306,158112957.965,,,1036324672.9775,803377.838,184661936.1,735362467.7065,735362467.7065,,72382980.397,33678395.339,,0.0,2653226.599,,,,,,,
2006-03-31,,,61111024.74954,167341331.8116,0.0,139163142.88812,48430332.84027,0.0,,291245225.74686,,931934389.12842,78738582.14541,291245225.74686,251996005.12029,,,61111024.74954,,835848805.62774,0.180461,28178188.92348,9520321.95141,,96393770.06043,,262524784.0,78052118.13858,,,55055722.28847,0.0,48430332.84027,,0.0,0.0,,,,,,2744139.64674,48430332.84027,,,-20706848.4225,128437111.70208,,0.0,,8508291.02634,,56896339.94877,58031733.72291,22996395.85011,212591788.91097,0.0,,,1127923556.50482,,195989167.3764,787799012.00709,787799012.00709,,78653436.83589,31816137.76749,0.190486,0.0,2661705.25608,256543400.0,,,,,,
2006-06-30,,,16301023.9161,33994385.23206,0.0,26599927.96934,12143480.66162,0.0,,317424359.3895,,966784342.34998,102534426.67226,317424359.3895,312471115.95128,,,16301023.9161,,924115282.79092,0.042476,7394457.26272,9517227.90634,,110671989.98284,,266160680.0,10298904.05324,,,8693639.55812,0.0,12143480.66162,,0.0,0.0,,,,,,-2118109.29044,12143480.66162,,,-20642278.855,184366456.62578,,0.0,,2067897.80164,,14444941.84078,81892147.81726,1605264.49512,224020092.40952,0.0,,,1242560174.69936,,275775832.34938,801608173.05228,801608173.05228,,93404266.97998,30636683.8096,0.044974,0.0,2686018.81878,258345768.0,,,,,,
2006-09-30,,,78544026.5613,222383987.7608,0.0,178780925.3682,64641635.4359,0.0,,308519791.477,,971382115.14,126650326.8464,306084358.9246,376802579.7428,,,78544026.5613,,1005373405.2918,0.246791,43603062.3926,14583477.9693,,135135691.3936,,266934608.0,100236898.8069,,,72911032.52,2435432.5524,64641635.4359,,0.0,2435432.5524,,,,,,8109776.8565,64641635.4359,,,-20388854.275,222278882.5951,,0.0,,11295302.8602,,75949818.7924,106261472.5714,27325866.2869,164027529.0921,0.0,,,1314505948.2758,,343123833.1358,758753606.7881,758753606.7881,,142056829.8325,27872683.2362,0.246791,0.0,2688130.3578,259828056.0,,,,,,
2006-12-31,,,92617836.0942,246104114.1029,-206798316.2375,199576519.0927,68218617.7923,843678497.7275,,423124631.65,,1052576337.625,185784467.005,420689191.69,359541921.8575,,,92617836.0942,,1026827815.2025,,46527595.0102,14583508.3,,136572760.245,61522259.405,,106958682.9985,,,75371302.5151,2435439.96,68218617.7923,,5293972.27,2435439.96,,,,,,-225101.3861,68218617.7923,,,-32223964.095,160455418.8925,,347597781.535,,11125746.5904,,79405383.1264,153560502.91,31587380.4834,207886784.8575,221897067.7425,,,1450624661.53,69448893.8025,398048323.905,843678497.7275,843678497.7275,,151280147.4275,37656770.8525,,0.0,2698605.585,,,,,,,
2007-03-31,,,88015514.0736,249103922.0832,0.0,200559237.6672,64902195.1992,0.0,,456074542.9536,,1122484925.5488,224518130.8368,454450048.0296,424636618.9152,,,88015514.0736,,1116086744.9136,0.241275,48544684.416,14591316.0168,,198600046.0632,,269938848.0,112543723.5936,,,78536757.4008,1624494.924,64902195.1992,,0.0,1624494.924,,,,,,2833317.4176,64902195.1992,,,-32231050.9392,177389973.876,,0.0,,12245489.9112,,77154433.0896,192287079.8976,34006966.1928,243984082.0248,0.0,,,1572840610.176,66087314.8368,450355684.6272,858721103.5824,858721103.5824,,210465966.0048,34368369.12,0.250926,0.0,2707506.9816,261357288.0,,,,,,
2007-06-30,,,116231108.0445,308832629.2845,0.0,251673264.81,88129233.549,0.0,,548920441.1445,,1290368565.9405,284831223.4935,547297253.568,512423527.092,,,116231108.0445,,1269444691.9815,0.323149,57159364.4745,14579551.5765,,235689316.3695,36232084.1475,271103400.0,135442156.7655,,,93934505.799,1623187.5765,88129233.549,,0.0,1623187.5765,,,,,,5665345.0395,88129233.549,,,-32232339.0075,195791318.7495,,0.0,,15720099.387,,103836817.575,252598884.486,41507650.9665,274078277.7585,0.0,12985485.405,,1819031389.8135,65693069.061,528662823.873,969925399.7595,982910885.1645,,236986891.662,30850912.317,0.342158,0.0,2727763.2285,262369600.0,,,,,,
2007-09-30,,,134199411.288,345978629.6,0.0,281939634.456,109725256.136,0.0,,672878447.496,,1540043372.744,294031102.232,671252752.496,622940717.664,,,134199411.288,,1417772301.28,0.39354,64038995.144,14602080.568,,219607028.752,40422232.472,273577568.0,147740223.168,,,99778408.952,1625695.0,109725256.136,,0.0,1625695.0,,,,,,13583524.088,109725256.136,,,-31776630.92,209487953.472,,0.0,,19526817.64,,129284808.808,262254471.312,47961814.216,280745858.976,0.0,13005552.504,,2091840978.648,65453100.552,551797605.904,1189444778.44,1202450330.944,,350084661.048,29046827.592,0.41228,0.0,2739840.472,264560696.0,,,,,,
2007-12-31,,,-205455742.36348,396831748.20084,-269970247.46064,327787779.59164,139274881.49268,1065947506.70804,,674633985.24784,,1549864970.55024,319514746.42648,673006654.49148,632498232.67228,,,-205455742.36348,,1452202450.20032,,69043968.6092,14616822.23296,,261058290.92828,93451843.0176,,533243521.95512,,,113171116.299,1627330.75636,139274881.49268,,5169417.94676,1627330.75636,,,,,,13428337.3682,139274881.49268,,,-51936087.1918,227836094.6976,,486278363.42708,,11175705.73156,,150419621.31024,267578659.23468,55657284.51792,348318516.15472,359249779.42608,141376915.32364,,2127996869.3214,68100322.60592,578131898.77116,1065947506.70804,1207324422.03168,,231236295.31916,24484261.31408,,0.0,2746147.58884,,,,,,,
2008-03-31,,,136517191.4748,366733153.084,0.0,298722981.07784,98868612.35152,0.0,,693316608.5748,,1659677047.09512,313121872.0396,692503949.51152,730581942.64088,,,136517191.4748,,1572763022.4648,0.350668,68010172.00616,14598680.54808,,333496692.76344,48930466.39336,276169216.0,162205789.60304,,,108665813.38976,812659.06328,98868612.35152,,0.0,812659.06328,,,,,,18856589.59112,98868612.35152,,,-51901725.45088,218094476.96008,,0.0,,37757903.37896,,136655480.90728,261220146.58872,53539976.21328,353273680.65416,0.0,244722858.31496,,2267267589.0232,113677237.8312,607590541.92808,995835170.99112,1240558029.30608,,290299802.464,-6713384.56608,0.368201,0.0,2750913.31304,265772920.0,,,,,,
2008-06-30,,,154055170.30493,401666706.13591,0.0,322038258.73146,119250655.62066,0.0,,589637407.30962,,1704506596.62994,317382283.37782,588825347.6009,910130458.78771,,,154055170.30493,,1716001838.71945,0.430067,79628447.40445,14587912.01298,,337560886.7332,53278201.23139,277188128.0,167983088.42653,,,111123703.60547,812059.70872,119250655.62066,,0.0,812059.70872,,,,,,24584330.28254,119250655.62066,,,-51907394.59082,209306964.00562,,0.0,,41578374.33497,,161080361.53057,265474888.787,56859384.82106,276619519.83323,0.0,162075500.75051,,2307077660.32858,113201298.89304,602571063.69864,1117573475.11181,1279648975.86232,,258927626.53628,-86731467.6457,0.44757,0.0,2753994.07936,266714912.0,,,,,,
2008-09-30,,,134645750.77952,400331634.23104,0.0,313212678.4128,105360041.5968,0.0,,588838364.87808,,1702196748.10496,313787920.2848,588027405.6256,848142804.93312,,,134645750.77952,,1713676412.5088,0.378616,87118955.81824,14568143.32032,,337103443.7888,53206001.70176,275579584.0,178566927.63328,,,116806084.90176,810959.25248,105360041.5968,,0.0,810959.25248,,,,,,11536829.17184,105360041.5968,,,-48672787.6768,209023323.34208,,0.0,,21783247.57056,,127129884.54272,265115132.608,61760842.73152,276244661.09632,0.0,161855865.42784,,2303951242.43072,113047895.05536,601754494.32576,1116059004.32704,1277914869.75488,,258576742.82752,-25859636.36928,0.391111,0.0,2750262.02624,267202064.0,,,,,,
2008-12-31,,,279048885.55136,786884771.06752,-498726937.0,626913803.43456,219658777.35776,1069827364.0,,629478118.0,,1631307004.0,434416791.0,626037525.0,1060620258.0,,,279048885.55136,,1931088198.0,,159970967.63296,63689736.0,,274302454.0,58046062.0,,347864917.8832,,812500.0,230607588.89376,2628093.0,219889068.35776,,0.0,3440593.0,187576416.0,,,,,18856750.8048,219658777.35776,,383443499.0,-88299708.0,0.0,,590878872.0,,39608126.69696,,259259608.6944,346117083.0,117257328.98944,0.0,425593727.0,176585908.0,,2560566316.0,136008994.0,929259312.0,1069827364.0,1246413272.0,,138657593.0,-175929389.0,,0.0,2761259.0,,,,,,,
2009-03-31,,,135238905.0,400577420.0,,310606972.0,121392280.0,,,650281889.0,,1796984814.0,,650281889.0,1182012538.0,,,135238905.0,,2119097791.0,0.44625,89970448.0,63689736.0,,332378582.0,62746010.0,271656856.0,175368067.0,,0.0,112045349.0,0.0,121392280.0,,0.0,0.0,,,,,,9583089.0,121392280.0,,424270361.0,,23427869.0,,,,26792879.0,,148185159.0,352862570.0,63322718.0,114749654.0,,108000000.0,,2772098528.0,110863178.0,975113714.0,1264513770.0,1372513770.0,,232615214.0,-146636066.0,0.4525,,2766286.0,267917560.0,,,,,,
2009-06-30,,,163678034.0,476286925.0,,368225464.0,158858808.0,,,854748199.0,,1737893193.0,,854748199.0,1340871346.0,,,163678034.0,,2395158587.0,0.5675,108061461.0,322936838.0,,392658712.0,69762952.0,279784824.0,204547430.0,162314375.0,,128261648.0,0.0,160143493.0,,0.0,0.0,,,,,,18276381.0,158858808.0,,632282851.0,,211130020.0,,,,33393036.0,,186955392.0,397440374.0,76285782.0,0.0,,113175500.0,,3411899400.0,110216124.0,1674006207.0,1075353097.0,1188528597.0,,294477061.0,-76830002.0,0.59125,,0.0,268596104.0,,,,,,
2009-09-30,,,199197549.0,545429135.0,,421076429.0,188516721.0,,,950816041.0,,2012439413.0,,950816041.0,1529388067.0,,,199197549.0,,2655882862.0,0.6625,124352706.0,322936838.0,,419659326.0,81804478.0,284818984.0,221878880.0,,,141120309.0,0.0,190927211.0,,0.0,0.0,,,,,,2625101.0,188516721.0,,786105830.0,,68481339.0,,,,26809547.0,,206163152.0,473135623.0,80758571.0,261977257.0,,167123775.0,,3772668114.0,109569071.0,1760228701.0,1191983450.0,1359107225.0,,198784840.0,-77755001.0,0.69875,,2791606.0,269628128.0,,,,,,
2009-12-31,,,459045657.0,1100845916.0,,882657310.0,311598093.0,,,1170051399.0,,2306295816.0,690104002.0,1158541462.0,1707684596.0,,,459045657.0,,2925047919.0,,218188606.0,322936838.0,,420579005.0,88254996.0,,423611653.0,,0.0,272204658.0,0.0,315700604.0,,0.0,11509937.0,,,,,,39899798.0,311598093.0,,801246476.0,-139597407.0,0.0,11509937.0,,,71455502.0,,372441430.0,550506595.0,151406995.0,276792049.0,,180183917.0,,4156759697.0,175773972.0,1850463881.0,1434618382.0,1614802299.0,,291045743.0,-77742443.0,,,2801334.0,,,,,,,
2010-03-31,,,196441733.0,586721873.0,,458344365.0,190445431.0,,,1617459385.0,,4016873140.0,,1606455513.0,1898130027.0,,,196441733.0,,4833293164.0,0.65125,128377508.0,322936838.0,,501919455.0,95105131.0,292489376.0,261902632.0,,,161180812.0,0.0,189282573.0,,0.0,11003872.0,,,,,,581797.0,190445431.0,,1359067300.0,,0.0,11003872.0,,,24314306.0,,202360581.0,623460333.0,100721820.0,234044801.0,,137608859.0,,6495972354.0,173634743.0,2479099214.0,3093630609.0,3231239468.0,,465865801.0,-634195.0,0.69125,,2916471.0,275738672.0,,,,,,
2010-06-30,,,257378183.0,695180390.0,,544025541.0,235211413.0,,,1755472575.0,,3822624962.0,,1706291695.0,2133341440.0,,,257378183.0,,5156900359.0,0.775,151154849.0,758231441.0,,647605152.0,103249360.0,303338280.0,286647358.0,,,177353384.0,0.0,237145504.0,,0.0,49180880.0,,,,,,15980806.0,235211413.0,,1398199671.0,,0.0,49180880.0,,,52389816.0,,282313139.0,612880727.0,109293974.0,487229567.0,,1038322278.0,,6995452226.0,403515425.0,3172827264.0,1539479378.0,2577801656.0,,625913266.0,16883180.0,0.8225,,2920614.0,286054608.0,,,,,,
2010-09-30,,,308021649.0,812204703.0,,636004960.0,320139161.0,,,1764141808.0,,4189323502.0,,1718603782.0,2453480601.0,,,308021649.0,,5829883366.0,1.0525,176199743.0,758231441.0,,681675655.0,112486338.0,304040696.0,327983311.0,,,204783539.0,,323140494.0,,,45538026.0,,,,,,44345553.0,320139161.0,,1711205601.0,,,45538026.0,,,62186716.0,,362135105.0,620476327.0,123199772.0,472594721.0,,1261505559.0,,7680105799.0,400868928.0,3490782297.0,1648035779.0,2909541338.0,,580225956.0,291004259.0,1.1175,,2925256.0,286525672.0,,,,,,
2010-12-31,,,292283722.0,787126531.0,,617597289.0,302273735.0,,,1926281225.0,,4570908450.0,842479225.0,1880898515.0,2734858610.0,,,292283722.0,,6103692771.0,,169529242.0,758231441.0,,621548849.0,121319301.0,,325313567.0,,,204676133.0,0.0,302423128.0,,0.0,45382710.0,,,,,,38217360.0,302273735.0,,1730087245.0,-188800245.0,0.0,45382710.0,,,66126123.0,,344027843.0,653678980.0,120637434.0,595737152.0,,1178278063.0,,8116204013.0,403297897.0,3545295563.0,2153935111.0,3332213174.0,,595283281.0,198972084.0,,,2926132.0,,,,,,,
2011-03-31,,,262741672.0,764523010.0,,599816111.0,234908333.0,,,1678051962.0,,4655069577.0,,1632824570.0,2969766943.0,,,262741672.0,,6255963278.0,0.77125,164706899.0,758231441.0,,690045097.0,130073077.0,304481712.0,337074439.0,,,206787729.0,0.0,236627440.0,,0.0,45227392.0,,,,,,12924512.0,234908333.0,,1569179011.0,,0.0,45227392.0,,,62849199.0,,294679757.0,638836798.0,130286710.0,455574918.0,,1295137083.0,,8021964364.0,400647537.0,3366894787.0,2049804216.0,3344941299.0,,622248619.0,31651310.0,0.81875,,2930063.0,287128840.0,,,,,,
2011-06-30,,,268378753.0,833027708.0,,643263928.0,263702372.0,,,2043626840.0,,5345316920.0,,1994886265.0,3233469315.0,,,268378753.0,,6613905091.0,0.8625,189763780.0,788196542.0,,793671121.0,137794878.0,305901616.0,374885175.0,724424981.0,,238061906.0,0.0,265671280.0,,0.0,48740575.0,,,,,,17520128.0,263702372.0,,1412844621.0,,156981178.0,48740575.0,,,47954023.0,,308944193.0,643444995.0,136823269.0,0.0,,572772160.0,,8759459296.0,412675040.0,3414142376.0,3332218515.0,3904990675.0,,672536795.0,14953560.0,0.91625,,0.0,287700984.0,,,,,,
2011-09-30,,,304292261.0,974700811.0,,748574749.0,325280298.0,,,2212553999.0,,5877992574.0,,2164029366.0,3558749613.0,,,304292261.0,,6856535697.0,1.0675,226126062.0,798601767.0,,859767242.0,148659930.0,304823840.0,444282488.0,738008367.0,,282703177.0,0.0,328190200.0,,0.0,48524633.0,,,,,,54347195.0,325280298.0,,1271948031.0,,157983472.0,48524633.0,,,82055004.0,,389872967.0,650687294.0,161579311.0,0.0,,1124602452.0,,9169913324.0,412700186.0,3291920750.0,2900100504.0,4024702956.0,,736318369.0,-164319915.0,1.1275,,0.0,288393952.0,,,,,,
2011-12-31,,,493323156.0,1690356109.0,,1301116167.0,487432227.0,,,2616368945.0,,6398542515.0,928474808.0,2568060253.0,3806608747.0,,,493323156.0,,7042294864.0,,389239942.0,798601767.0,,789036329.0,161838531.0,,807793011.0,1090852066.0,0.0,504710224.0,0.0,491098675.0,,0.0,48308692.0,0.0,,,,,45756402.0,487432227.0,,1305145043.0,-244570938.0,155360492.0,48308692.0,,,132177198.0,,590803390.0,683903870.0,303082787.0,0.0,,1288471562.0,,9761434778.0,419881091.0,3362892263.0,3503428418.0,4791899980.0,,763256074.0,-172466277.0,,,2939527.0,,,,,,,
2012-03-31,,,176556188.0,910808391.0,,684851651.0,169053001.0,,,2588310203.0,,6586876311.0,,2540217453.0,3975661748.0,,,176556188.0,,7323980631.0,0.555,225956740.0,798601767.0,,832743004.0,173441232.0,304426488.0,508295463.0,880348965.0,,312079313.0,0.0,171130848.0,,0.0,48092750.0,,,,,,9437752.0,169053001.0,,1328462640.0,,158347808.0,48092750.0,,,64797513.0,,231767293.0,686403058.0,196216150.0,0.0,,1977502865.0,,9975699853.0,417008269.0,3388823542.0,2964876678.0,4942379543.0,,970132455.0,-253617950.0,0.58875,,0.0,287295968.0,,,,,,
2012-06-30,,,-8506316.0,62816657.0,,47604510.0,-49383302.0,,,3558895000.0,,7044529000.0,,3505335000.0,,,,-8506316.0,,6848406000.0,,15212147.0,,,1045489000.0,,,56110826.0,,,43982962.0,53560000.0,-49596214.0,,717820000.0,53560000.0,381110000.0,,,,,46928660.0,-49383302.0,,,,,,,,51760197.0,,24514555.0,,12127864.0,3124225000.0,,1630600000.0,,10473305000.0,,3428776000.0,2850208000.0,4480808000.0,,,,,,,,,,,,,
