date,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyOtherCurrentLiabilities,quarterlyAccountsPayable,quarterlyGrossPPE,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyInventory,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyNetIncome,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyEbitda,quarterlyChangeInInventory
2014-12-31,119000.0,1485818000,1485818000,-12479000.0,47633000,0.0,,44794000,,,13314000.0,60112000.0,,,1533594000,77813000,140697000,218510000,403157000,1936751000,,140000000,,13501000.0,1713239000,14365000.0,18614000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,161000.0,1576205000,1576205000,,115561000,7501000.0,26110000.0,52844000,120765000.0,0.0,6908000.0,115561000.0,,-444420000.0,1664626000,63034000,282903000,345937000,693874000,2358500000,0.0,282397000,0.0,71746000.0,1746995000,28612000.0,13386000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,67000.0,1353689000,1228556000,-13646000.0,254440000,5569000.0,31474000.0,60894000,109256000.0,45677000.0,20312000.0,268086000.0,125133000.0,-349314000.0,1766483000,140447000,142464000,282911000,691426000,2457909000,0.0,142397000,125133000.0,71746000.0,1922131000,44037000.0,310446000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,54000.0,1281865000,1187896000,,231628000,6396000.0,0.0,60894000,157314000.0,0.0,17664000.0,231628000.0,93969000.0,-387193000.0,1944056000,253036000,54000,253090000,524319000,2468375000,0.0,0,93969000.0,71746000.0,1919534000,52281000.0,547187000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,118719000.0,1135960000,870558000,-12638000.0,233016000,270731000.0,25634000.0,60894000,214527000.0,0.0,45558000.0,245654000.0,265402000.0,171593000.0,2087350000,655678000,118719000,774397000,1416758000,3504108000,0.0,0,252005000.0,41563000.0,2460935000,149310000.0,326994000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,216073000.0,1350306000,1154928000,,248505000,264828000.0,20700000.0,61099000,7571000.0,0.0,36698000.0,248505000.0,195378000.0,616486000.0,1887279000,448168000,561073000,1009241000,2023205000,3910484000,0.0,345000000,195378000.0,9199000.0,2790877000,83763000.0,429100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,159086000.0,967597000,787477000,-65134000.0,318309000,35238000.0,23493000.0,61569000,6174000.0,11528000.0,48661000.0,383443000.0,180120000.0,237644000.0,1417048000,279211000,520041000,799252000,1916253000,3333301000,0.0,360955000,180120000.0,9264000.0,2458465000,20472000.0,333940000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,95599000.0,730058000,730058000,-69162000.0,332423000,88090000.0,,61569000,5641000.0,,52280000.0,401585000.0,,74777000.0,1219566000,295899000,451891000,747790000,1508551000,2728117000,,356292000,,9304000.0,1922390000,20398000.0,431488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,69705000.0,429611000,429611000,-39505000.0,385719000,22772000.0,,61569000,10184000.0,,25927000.0,425224000.0,,-221479000.0,832892000,203526000,513382000,716908000,1315931000,2148823000,,443677000,,0.0,1390051000,4000000.0,344856000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,62204000.0,498176000,498176000,-42988000.0,466238000,364064000.0,,1577585000,6899000.0,,44197000.0,509226000.0,,-313138000.0,724637000,509648000,226073000,735721000,1317072000,2041709000,,130286000,,0.0,1264447000,4179000.0,114617000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
