date,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyNetPPE,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyIncomeTaxPayable,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,quarterlyCashDividendsPaid,quarterlyTotalRevenue,quarterlyNetIncome,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyOperatingIncome,quarterlyChangeInAccountPayable,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyBasicEPS,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares
2014-12-31,1391672000.0,28217096000,31911267000,,0.0,,,7902213000,8029063000,118226000,2184273000,4310193000,38804000,14708898000,53671000,0,4330890000,2184273000,38725000,,,17202369000,27966924000,41413798000.0,3694171000,6679835000,0.0,3118846000,9217000,-13446874000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,1253327000.0,29797737000,33861391000,,0.0,,,6991163000,7114229000,120022000,2682311000,5140366000,45585000,16194826000,53695000,7994000,4330890000,2682311000,28335000,,,17666565000,29525059000,29539090000.0,4063654000,9080597000,0.0,3667476000,8397000,-14031000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,1265808000.0,29186899000,32691226000,,0.0,,,7038396000,7169964000,125650000,2112869000,4644713000,47829000,14422236000,52668000,0,4330890000,2112869000,44635000,,,18268990000,28914066000,43835340000.0,3504327000,7252272000,0.0,4070163000,17288000,-14921274000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,1196816000.0,28503920000,32509057000,,0.0,,,7500259000,7639651000,125858000,2682463000,3174370000,44410000,13748797000,52776000,0,4330890000,2682463000,15111000,,,18760260000,28233116000,28247330000.0,4005137000,6109146000,0.0,4238837000,17468000,-14214000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,1138584000.0,28084854000,33904190000,,0.0,,,5132726000,5319857000,123474000,4530369000,5670475000,64736000,14525873000,52895000,26909000,4330890000,4530369000,54053000,,,19378317000,27764679000,44173202000.0,5819336000,9206016000,0.0,4664731000,25996000,-16408523000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,1206979000.0,27507856000,31728250000,,0.0,,,4994427000,5164947000,119753000,2839193000,2666619000,57458000,11498525000,52818000,54469000,4330890000,2839193000,45237000,,,20229725000,27203603000,27203603000.0,4220394000,6333578000,0.0,5131973000,25246000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,1314907000.0,27478651000,30637258000,,,,,4838177000,4994277000,118427000,1614649000,160711000,83163000,9207443000,54018000,72504000,4330890000,1614649000,63744000,,,21429815000,27157946000,44797220000.0,3158607000,4213166000,,5828675000,27558000,-17639274000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,1530727000.0,26787696000,31554625000,14997000.0,,,,1776117000,1949324000,124875000,2963531000,3146466000,78506000,9267804000,55194000,31526000,4330890000,2948534000,40057000,,,22286821000,26477076000,26477076000.0,4766929000,7318480000,,6134482000,34912000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,1386376000.0,30565679000,34698109000,515880000.0,,,,1758572000,1950858000,153589000,2322005000,3147483000,78276000,11284918000,52615000,257915000,4330890000,1806125000,1515016000,,,23413191000,30244601000,49216858000.0,4132430000,9334060000,,6939142000,33745000,-18972257000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,1423007000.0,30760155000,34781244000,41892000.0,,,,2157636000,2908273000,138700000,2290713000,1167764000,68880000,10703303000,83159000,138561000,4330890000,2248821000,30884000,,,24077941000,30410970000,30410970000.0,4021089000,7795030000,,6951977000,41341000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
