date,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentDeferredRevenue
1984-03-31,,,,,,,,,,,,,,,,,0.57,,,,,,,,,526500000,,,,,,,47970000.0,526500000,,526500000,,0.53,,,,27200000,,,,,,,,,,,,,,,,47970000.0,,,,,,,,,,,,,,,,,,,
1984-06-30,,,,,,,,,,,,,,,,,0.71,,,,,,,,,545300000,,,,,,,47970000.0,545300000,,545300000,,0.65,,,,33000000,,,,,,,,,,,,,,,,47970000.0,,,,,,,,,,,,,,,,,,,
1984-09-30,,,,,,,,,,,,,,,,,0.36,,,,,,,,,497600000,,,,,,,47628000.0,497600000,,497600000,,0.34,,,,16300000,,,,,,,,,,,,,,,,47628000.0,,,,,,,,,,,,,,,,,,,
1984-12-31,,,2052800000.0,,,52800000.0,,,867300000.0,,,,,,,,,,,,406900000.0,805700000.0,768800000.0,,,-1445000000,860700000.0,,,,,,,495900000,,-1445000000,-1192100000.0,,54000000.0,,,12200000,,362800000.0,,,547900000.0,,,,290900000.0,,,,124600000.0,369300000.0,155300000.0,,155300000.0,,,,,,44100000.0,,,,,1822100000.0,,,1016400000.0,155700000.0,954800000.0,,
1985-03-31,,,,,,,,,,,,,,,,,0.34,,,,,,,,,540300000,,,,,,,45798000.0,540300000,,540300000,,0.32,,,,15600000,,,,,,,,,,,,,,,,45798000.0,,,,,,,,,,,,,,,,,,,
1985-06-30,,,,,,,,,,,,,,,,,0.35,,,,,,,,,462400000,,,,,,,45942000.0,462400000,,462400000,,0.33,,,,13700000,,,,,,,,,,,,,,,,45942000.0,,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,,,,,,-4.46,,,,,,,,,427100000,,,,,,,45966000.0,427100000,,427100000,,-4.46,,,,-224500000,,,,,,,,,,,,,,,,45966000.0,,,,,,,,,,,,,,,,,,,
1985-12-31,,,1825800000.0,,,55800000.0,,,686500000.0,,,,,,,,,,,,391000000.0,695100000.0,568900000.0,,,-1303800000,718400000.0,,,,,,,390600000,,-1303800000,-1107400000.0,,157400000.0,,,8400000,,343300000.0,,,520300000.0,,,,267000000.0,,,,9000000.0,353900000.0,47900000.0,,47900000.0,,,,,,47700000.0,,,,,1597800000.0,,81700000.0,902700000.0,102600000.0,911300000.0,,
1986-03-31,,,,,,,,,,,,,,,,,0.56,,,,,,,,,451400000,,,,,,,45942000.0,451400000,,451400000,,0.53,,,,25300000,,,,,,,,,,,,,,,,45942000.0,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,,,,,0.66,,,,,,,,,440800000,,,,,,,45600000.0,440800000,,440800000,,0.6,,,,30000000,,,,,,,,,,,,,,,,45600000.0,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,,,,,,0.2,,,,,,,,,407500000,,,,,,,45504000.0,407500000,,407500000,,0.2,,,,8600000,,,,,,,,,,,,,,,,45504000.0,,,,,,,,,,,,,,,,,,,
1986-12-31,,,1912200000.0,,,6900000.0,,,654000000.0,,,,,,,,,,,,390600000.0,601000000.0,510000000.0,,,-1218600000,719700000.0,,,,,,,407300000,,-1218600000,-1192500000.0,,101200000.0,,,8200000,,339100000.0,,,500000000.0,,,,263700000.0,,,,23700000.0,375100000.0,9500000.0,,9500000.0,,,,,,51500000.0,,,,,1544600000.0,,79800000.0,943600000.0,144100000.0,890600000.0,,
1987-03-31,,,,,,,,,,,,,,,,,0.53,,,,,,,,,467700000,,,,,,,48252000.0,467700000,,467700000,,0.52,,,,24500000,,,,,,,,,,,,,,,,48252000.0,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,,,,0.48,,,,,,,,,485900000,,,,,,,47532000.0,485900000,,485900000,,0.47,,,,22300000,,,,,,,,,,,,,,,,47532000.0,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,,,,0.32,,,,,,,,,468500000,,,,,,,47532000.0,468500000,,468500000,,0.32,,,,14900000,,,,,,,,,,,,,,,,47532000.0,,,,,,,,,,,,,,,,,,,
1987-12-31,,,2007000000.0,,,11000000.0,,,700000000.0,,,,,,,,,,,,404000000.0,680000000.0,474000000.0,,,-1278100000,727000000.0,,,,,,,502900000,,-1278100000,-1280000000.0,,140000000.0,,,16400000,,354000000.0,,,581000000.0,,,,273000000.0,,,,49000000.0,392000000.0,34000000.0,,34000000.0,,,,,,50000000.0,,,,,1685000000.0,,102000000.0,1005000000.0,176000000.0,985000000.0,,
1988-03-31,,,,,,,,,,,,,,,,,0.67,,,,,,,,,567200000,,,,,,,44006000.0,567200000,,567200000,,0.67,,,,29200000,,,,,,,,,,,,,,,,44006000.0,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,,,,0.69,,,,,,,,,578000000,,,,,,,44006000.0,578000000,,578000000,,0.69,,,,29000000,,,,,,,,,,,,,,,,44006000.0,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,,,,0.45,,,,,,,,,540000000,,,,,,,44006000.0,540000000,,540000000,,0.45,,,,19000000,,,,,,,,,,,,,,,,44006000.0,,,,,,,,,,,,,,,,,,,
1988-12-31,,,2164000000.0,,,28000000.0,,,683000000.0,,,,,,,,,,,,617000000.0,801000000.0,470000000.0,,,-1505000000,801000000.0,,,,,,,623000000,,-1505000000,-1363000000.0,,106000000.0,,,21000000,,406000000.0,,,640000000.0,,,,311000000.0,,,,60000000.0,474000000.0,25000000.0,,25000000.0,,,,,,211000000.0,,,,,1940000000.0,,141000000.0,1139000000.0,197000000.0,1257000000.0,,
1989-03-31,,,2140000000.0,,8000000.0,29000000.0,,190000000.0,706000000.0,-7000000.0,-25000000.0,181000000.0,0.0,,119000000.0,9000000.0,0.84,,90000000.0,,623000000.0,859000000.0,470000000.0,,19000000.0,91000000,777000000.0,53000000.0,,1000000.0,-18000000.0,20000000.0,40476190.0,671000000,-72000000.0,62000000,-1363000000.0,0.84,91000000.0,-6000000.0,-1000000.0,34000000,,214000000.0,,490000000.0,640000000.0,,,,299000000.0,6000000.0,34000000.0,,68000000.0,481000000.0,19000000.0,40476190.0,19000000.0,-9000000.0,29000000.0,25000000.0,,-19000000.0,219000000.0,0.0,15000000.0,,,1969000000.0,34000000.0,114000000.0,1110000000.0,219000000.0,1263000000.0,,
1989-06-30,,,2127000000.0,,9000000.0,19000000.0,,172000000.0,707000000.0,-43000000.0,18000000.0,182000000.0,0.0,,117000000.0,4000000.0,0.85,,87000000.0,,549000000.0,798000000.0,470000000.0,,20000000.0,95000000,764000000.0,55000000.0,,101000000.0,-34000000.0,-80000000.0,41176471.0,658000000,-12000000.0,65000000,-1363000000.0,0.85,112000000.0,0.0,62000000.0,35000000,,211000000.0,,476000000.0,673000000.0,,,,280000000.0,5000000.0,35000000.0,,76000000.0,485000000.0,19000000.0,41176471.0,19000000.0,-11000000.0,30000000.0,0.0,,28000000.0,166000000.0,0.0,15000000.0,,,1929000000.0,35000000.0,115000000.0,1131000000.0,252000000.0,1222000000.0,,
1989-09-30,,,2128000000.0,-53000000.0,-15000000.0,23000000.0,,202000000.0,673000000.0,7000000.0,0.0,162000000.0,0.0,,114000000.0,-15000000.0,0.58,,83000000.0,,561000000.0,786000000.0,470000000.0,,13000000.0,79000000,765000000.0,37000000.0,,1000000.0,-31000000.0,-56000000.0,40000000.0,580000000,20000000.0,48000000,-1363000000.0,0.55,122000000.0,4000000.0,60000000.0,24000000,,194000000.0,,418000000.0,677000000.0,,,,290000000.0,2000000.0,24000000.0,,61000000.0,494000000.0,23000000.0,37931034.0,23000000.0,-12000000.0,31000000.0,0.0,,29000000.0,165000000.0,0.0,13000000.0,,,1911000000.0,22000000.0,114000000.0,1125000000.0,246000000.0,1238000000.0,,
1989-12-31,,,2169000000.0,-26000000.0,,29000000.0,,255000000.0,665000000.0,5000000.0,-3000000.0,177000000.0,0.0,,125000000.0,-10000000.0,,,93000000.0,,585000000.0,790000000.0,468000000.0,,16000000.0,84000000,781000000.0,47000000.0,,1000000.0,-59000000.0,-39000000.0,,600000000,-26000000.0,52000000,-1388000000.0,,93000000.0,-11000000.0,31000000.0,31000000,,175000000.0,,423000000.0,654000000.0,,,,296000000.0,8000000.0,31000000.0,,60000000.0,501000000.0,12000000.0,,12000000.0,-11000000.0,32000000.0,0.0,,-28000000.0,155000000.0,-40000000.0,13000000.0,,,1904000000.0,29000000.0,110000000.0,1114000000.0,223000000.0,1239000000.0,,
1990-03-31,,,2179000000.0,,6000000.0,20000000.0,,217000000.0,688000000.0,2000000.0,-39000000.0,175000000.0,0.0,,122000000.0,-17000000.0,0.8,,92000000.0,,629000000.0,852000000.0,468000000.0,,18000000.0,83000000,791000000.0,50000000.0,,2000000.0,-41000000.0,46000000.0,39473684.0,636000000,-82000000.0,53000000,-1388000000.0,0.76,91000000.0,-7000000.0,-14000000.0,32000000,,202000000.0,,461000000.0,658000000.0,,,,313000000.0,10000000.0,32000000.0,,66000000.0,501000000.0,5000000.0,37500000.0,5000000.0,-11000000.0,30000000.0,12000000.0,,-55000000.0,210000000.0,0.0,13000000.0,,,1975000000.0,30000000.0,108000000.0,1123000000.0,224000000.0,1287000000.0,,
1990-06-30,,,2183000000.0,,4000000.0,20000000.0,,198000000.0,715000000.0,-8000000.0,6000000.0,179000000.0,0.0,,131000000.0,-7000000.0,0.71,,102000000.0,,702000000.0,947000000.0,468000000.0,,14000000.0,77000000,795000000.0,43000000.0,,2000000.0,-43000000.0,63000000.0,40298507.0,660000000,-130000000.0,48000000,-1388000000.0,0.67,79000000.0,1000000.0,-68000000.0,29000000,,213000000.0,,481000000.0,633000000.0,,,,320000000.0,9000000.0,29000000.0,,70000000.0,484000000.0,6000000.0,38028169.0,6000000.0,-13000000.0,29000000.0,0.0,,-111000000.0,291000000.0,10000000.0,14000000.0,,,2050000000.0,27000000.0,107000000.0,1103000000.0,201000000.0,1335000000.0,,
1990-09-30,,,2206000000.0,,-2000000.0,13000000.0,,179000000.0,720000000.0,2000000.0,-47000000.0,150000000.0,0.0,,115000000.0,31000000.0,0.33,,84000000.0,,620000000.0,839000000.0,468000000.0,,6000000.0,66000000,818000000.0,21000000.0,,1000000.0,-49000000.0,-68000000.0,41935484.0,656000000,70000000.0,35000000,-1388000000.0,0.31,71000000.0,-1000000.0,114000000.0,15000000,,201000000.0,,506000000.0,621000000.0,,,,289000000.0,-1000000.0,15000000.0,,68000000.0,482000000.0,5000000.0,39393939.0,5000000.0,-12000000.0,31000000.0,0.0,,65000000.0,240000000.0,1000000.0,13000000.0,,,1961000000.0,13000000.0,106000000.0,1122000000.0,198000000.0,1241000000.0,,
1990-12-31,,,2297000000.0,-2000000.0,,16000000.0,,222000000.0,715000000.0,-11000000.0,6000000.0,148000000.0,0.0,,137000000.0,-14000000.0,,,104000000.0,,522000000.0,734000000.0,499000000.0,,-6000000.0,44000000,829000000.0,2000000.0,,0.0,-54000000.0,-166000000.0,,640000000,124000000.0,11000000,-1468000000.0,,115000000.0,1000000.0,161000000.0,8000000,,196000000.0,,492000000.0,629000000.0,,,,293000000.0,4000000.0,8000000.0,,48000000.0,466000000.0,6000000.0,,6000000.0,-13000000.0,33000000.0,0.0,11000000.0,107000000.0,104000000.0,0.0,13000000.0,,,1866000000.0,6000000.0,106000000.0,1132000000.0,197000000.0,1151000000.0,,
1991-03-31,,,2296000000.0,-2000000.0,-25000000.0,14000000.0,,186000000.0,644000000.0,-11000000.0,-38000000.0,149000000.0,0.0,,237000000.0,-19000000.0,-1.6,129000000.0,207000000.0,,682000000.0,829000000.0,499000000.0,,-37000000.0,-58000000,828000000.0,-96000000.0,,1000000.0,-27000000.0,108000000.0,38125000.0,561000000,-141000000.0,-88000000,-1468000000.0,-1.6,156000000.0,4000000.0,-66000000.0,-59000000,,270000000.0,,412000000.0,644000000.0,,,,312000000.0,3000000.0,-59000000.0,,23000000.0,465000000.0,10000000.0,38125000.0,10000000.0,-12000000.0,30000000.0,6000000.0,11000000.0,-93000000.0,226000000.0,0.0,11000000.0,,,1970000000.0,-61000000.0,105000000.0,1141000000.0,208000000.0,1326000000.0,,
1991-06-30,,,2303000000.0,0.0,-10000000.0,17000000.0,,165000000.0,656000000.0,2000000.0,-36000000.0,145000000.0,0.0,,109000000.0,12000000.0,0.49,0.0,78000000.0,,667000000.0,799000000.0,499000000.0,,9000000.0,67000000,835000000.0,30000000.0,,0.0,-38000000.0,2000000.0,39583333.0,568000000,-8000000.0,36000000,-1468000000.0,0.48,145000000.0,0.0,34000000.0,21000000,,265000000.0,,423000000.0,617000000.0,,,,300000000.0,6000000.0,21000000.0,,13000000.0,459000000.0,10000000.0,38775510.0,10000000.0,-13000000.0,31000000.0,0.0,20000000.0,-4000000.0,237000000.0,10000000.0,12000000.0,,,1940000000.0,19000000.0,104000000.0,1141000000.0,202000000.0,1284000000.0,,
1991-09-30,,,2340900000.0,100000.0,-200000.0,24900000.0,,180000000.0,665700000.0,-89700000.0,-134800000.0,128200000.0,0.0,,98400000.0,26200000.0,0.35,-200000.0,68100000.0,,647200000.0,796400000.0,499000000.0,,7500000.0,60100000,872900000.0,22700000.0,,600000.0,-45100000.0,44300000.0,38000000.0,551300000,41400000.0,29800000,-1468000000.0,0.35,137000000.0,-4100000.0,86400000.0,15200000,,259900000.0,,423100000.0,689600000.0,,,,308300000.0,4500000.0,15200000.0,,12700000.0,539900000.0,6000000.0,38000000.0,6000000.0,-12100000.0,30300000.0,0.0,24100000.0,41300000.0,207300000.0,4200000.0,11600000.0,,,2002500000.0,13300000.0,129800000.0,1206100000.0,203400000.0,1336800000.0,,
1991-12-31,,,2430000000.0,-100000.0,,24000000.0,,258000000.0,666000000.0,700000.0,-50200000.0,135800000.0,0.0,,108600000.0,-25200000.0,,200000.0,79900000.0,,683000000.0,768000000.0,435000000.0,,8200000.0,55900000,899000000.0,18100000.0,,14400000.0,-66900000.0,-60300000.0,,594300000,38600000.0,27200000,-1531000000.0,,119000000.0,2100000.0,112600000.0,9900000,,247000000.0,,458500000.0,663000000.0,,,,307000000.0,2200000.0,9900000.0,,24000000.0,520000000.0,8000000.0,,8000000.0,-11900000.0,28700000.0,0.0,24000000.0,45700000.0,178000000.0,-14200000.0,11300000.0,,,2012000000.0,7700000.0,132000000.0,1244000000.0,213000000.0,1346000000.0,,
1992-03-31,,,2451700000.0,,10400000.0,25700000.0,,177200000.0,786200000.0,19000000.0,-11700000.0,153200000.0,0.0,,110400000.0,-1800000.0,0.53,,81200000.0,,711400000.0,816300000.0,446600000.0,,13100000.0,72000000,892100000.0,36700000.0,,111800000.0,-27300000.0,70200000.0,41730769.0,614200000,-105600000.0,42800000,-1559600000.0,0.52,113300000.0,-3000000.0,-61500000.0,23600000,,274200000.0,,461000000.0,557400000.0,,,,308200000.0,3800000.0,23600000.0,,34700000.0,409400000.0,5300000.0,40943396.0,5300000.0,-12400000.0,29200000.0,8300000.0,26300000.0,-88800000.0,260000000.0,0.0,9900000.0,-3400000.0,,2055000000.0,21700000.0,131000000.0,1238700000.0,215600000.0,1268800000.0,,
1992-06-30,,,2459200000.0,,,19000000.0,,160500000.0,808500000.0,-8300000.0,-18200000.0,147300000.0,0.0,,109000000.0,-12000000.0,0.45,,79200000.0,,616000000.0,839300000.0,452900000.0,,10900000.0,68700000,888800000.0,31700000.0,,300000.0,-33500000.0,26300000.0,42954545.0,632900000,-54900000.0,38300000,-1570400000.0,0.44,106100000.0,800000.0,-7300000.0,20800000,,259000000.0,,485600000.0,643400000.0,,,,315500000.0,3800000.0,20800000.0,,34500000.0,502800000.0,6100000.0,42000000.0,6100000.0,-15900000.0,30400000.0,0.0,2800000.0,-40800000.0,196500000.0,12000000.0,10400000.0,,,2067900000.0,18900000.0,128800000.0,1228600000.0,211000000.0,1259400000.0,,
1992-09-30,,,2480400000.0,,,19100000.0,,178500000.0,863200000.0,4200000.0,-43300000.0,134300000.0,0.0,,117600000.0,17000000.0,0.1,,77600000.0,,551000000.0,743700000.0,444300000.0,,4800000.0,56700000,898900000.0,10400000.0,,14900000.0,-41000000.0,-83900000.0,37000000.0,576500000,70200000.0,16700000,-1581500000.0,0.1,37500000.0,1100000.0,128300000.0,5600000,,245600000.0,,442200000.0,572100000.0,,,,298600000.0,3100000.0,5600000.0,,34100000.0,500500000.0,7200000.0,37000000.0,7200000.0,-14900000.0,30400000.0,0.0,100000000.0,87300000.0,126900000.0,-12000000.0,9400000.0,,,1986300000.0,3700000.0,127500000.0,1242600000.0,216200000.0,1123100000.0,,
1992-12-31,,,2492000000.0,,,77000000.0,,254000000.0,741000000.0,-24900000.0,-67800000.0,132200000.0,0.0,,113000000.0,-27200000.0,,,80000000.0,,581000000.0,760000000.0,388000000.0,,4200000.0,52200000,934000000.0,9200000.0,,-1000000.0,-71200000.0,-64600000.0,,552400000,96300000.0,19200000,-1558000000.0,,169000000.0,-2900000.0,129500000.0,5000000,,226000000.0,,420200000.0,708000000.0,,,,320000000.0,-700000.0,-41000000.0,,62000000.0,477000000.0,4000000.0,,4000000.0,-14800000.0,33000000.0,0.0,39000000.0,58300000.0,101000000.0,0.0,9300000.0,,,2030000000.0,-43300000.0,126000000.0,1270000000.0,210000000.0,1289000000.0,,
1993-03-31,,,2453800000.0,,6700000.0,76900000.0,,208800000.0,736400000.0,2900000.0,-20400000.0,140900000.0,0.0,,115600000.0,-11700000.0,0.23,,82500000.0,,594700000.0,806300000.0,384800000.0,,6200000.0,58400000,907700000.0,17900000.0,,,-30400000.0,71100000.0,38150000.0,591900000,-93500000.0,25300000,-1546100000.0,0.23,168900000.0,2600000.0,-48100000.0,11700000,,198500000.0,,451000000.0,714700000.0,,,,331400000.0,2200000.0,11700000.0,,68500000.0,477300000.0,6200000.0,38150000.0,6200000.0,-14800000.0,33100000.0,3600000.0,98100000.0,-78500000.0,187400000.0,0.0,9600000.0,-3300000.0,,2045800000.0,11700000.0,117200000.0,1239500000.0,214600000.0,1309400000.0,,
1993-06-30,,,2486900000.0,,2700000.0,79200000.0,,177100000.0,748900000.0,-6800000.0,-37700000.0,152200000.0,0.0,,123200000.0,8900000.0,0.29,,89600000.0,,611800000.0,815900000.0,384700000.0,,7900000.0,63000000,911000000.0,22200000.0,,,-34300000.0,19600000.0,43103448.0,625500000,-32900000.0,29000000,-1575900000.0,0.29,162600000.0,-1100000.0,17000000.0,14300000,,206500000.0,,473300000.0,694900000.0,,,,322100000.0,2800000.0,14300000.0,,71200000.0,461100000.0,5100000.0,43103448.0,5100000.0,-14900000.0,34000000.0,0.0,96900000.0,-17300000.0,228200000.0,0.0,9600000.0,-3500000.0,,2055600000.0,12500000.0,116500000.0,1239700000.0,212200000.0,1306700000.0,,
1993-09-30,,,2499500000.0,,2000000.0,79600000.0,,185400000.0,834100000.0,4900000.0,-21700000.0,134400000.0,0.0,,117800000.0,700000.0,0.08,,82500000.0,,595900000.0,778700000.0,375200000.0,,3800000.0,51900000,899300000.0,8800000.0,,,-25500000.0,-62000000.0,40000000.0,606800000,33600000.0,16600000,-1600200000.0,0.08,41800000.0,-1000000.0,82700000.0,5000000,,228700000.0,,472400000.0,575400000.0,,,,321300000.0,1900000.0,5000000.0,,73200000.0,460400000.0,4100000.0,40000000.0,4100000.0,-14800000.0,34900000.0,0.0,95900000.0,57200000.0,181800000.0,10000000.0,9700000.0,-1100000.0,,2005400000.0,3200000.0,115200000.0,1226700000.0,212200000.0,1171300000.0,,
1993-12-31,,,2509000000.0,,-74400000.0,63000000.0,,232000000.0,596000000.0,-9000000.0,-4200000.0,-26500000.0,0.0,,165400000.0,-7900000.0,,,128400000.0,,604000000.0,740000000.0,238000000.0,,-75900000.0,-154900000,885000000.0,-198900000.0,,,-41800000.0,-82700000.0,,598800000,31800000.0,-191900000,-1624000000.0,,281000000.0,-1500000.0,85400000.0,-123000000,,251000000.0,,625300000.0,730000000.0,,,,329000000.0,2100000.0,-123000000.0,,,449000000.0,3000000.0,,3000000.0,-14500000.0,37000000.0,0.0,51000000.0,43600000.0,121000000.0,6000000.0,9100000.0,,,1930000000.0,-134500000.0,114000000.0,1190000000.0,191000000.0,1334000000.0,,
1994-03-31,,,2519700000.0,,-900000.0,60800000.0,,202200000.0,598000000.0,10900000.0,-9500000.0,150800000.0,0.0,,118700000.0,-3400000.0,0.31,,85300000.0,,628300000.0,781300000.0,239000000.0,,8600000.0,65500000,870600000.0,23900000.0,,,-20400000.0,14300000.0,43870968.0,604900000,-51100000.0,32100000,-1649100000.0,0.31,273800000.0,1500000.0,-3300000.0,15300000,,275800000.0,,454100000.0,723400000.0,,,,332300000.0,1200000.0,15300000.0,,,449600000.0,4800000.0,43870968.0,4800000.0,-14800000.0,33400000.0,3300000.0,49700000.0,-23700000.0,150300000.0,0.0,9400000.0,,,1949700000.0,13600000.0,112600000.0,1168400000.0,185200000.0,1351700000.0,,
1994-06-30,,,2544000000.0,,6500000.0,61200000.0,,178900000.0,720100000.0,-25600000.0,-49400000.0,176900000.0,0.0,,126200000.0,-1300000.0,0.58,,90200000.0,,597800000.0,858500000.0,252200000.0,,15000000.0,86700000,873600000.0,42600000.0,,,-23800000.0,47900000.0,46909091.0,708100000,-67400000.0,50700000,-1670400000.0,0.55,266800000.0,1200000.0,2700000.0,27600000,,298300000.0,,531200000.0,700000000.0,,,,345500000.0,2000000.0,27600000.0,,,433200000.0,6000000.0,44482759.0,6000000.0,-14700000.0,36000000.0,0.0,57400000.0,-21100000.0,120600000.0,108000000.0,10100000.0,,,2017900000.0,25800000.0,111400000.0,1159400000.0,174400000.0,1297800000.0,,
1994-09-30,,,2565000000.0,,2700000.0,67000000.0,,205400000.0,728800000.0,6800000.0,-14000000.0,159700000.0,0.0,,119000000.0,12800000.0,0.43,,82600000.0,,545900000.0,817000000.0,258600000.0,,13900000.0,77100000,867800000.0,36000000.0,,-300000.0,-32100000.0,-94000000.0,47674419.0,666900000,48800000.0,40700000,-1697200000.0,0.43,263900000.0,2000000.0,110000000.0,22100000,,297600000.0,,507200000.0,697100000.0,,,,331600000.0,4200000.0,22100000.0,,,433200000.0,8000000.0,47674419.0,8000000.0,-16000000.0,36400000.0,0.0,55700000.0,77900000.0,42900000.0,-10000000.0,8900000.0,,,1971800000.0,20500000.0,110100000.0,1154800000.0,176900000.0,1243000000.0,,
1994-12-31,,,2503000000.0,,-6300000.0,73000000.0,,332000000.0,749000000.0,-19100000.0,-54100000.0,157600000.0,0.0,,113100000.0,-57100000.0,,,78900000.0,,618000000.0,880000000.0,269000000.0,,12500000.0,78700000,879000000.0,38500000.0,,17300000.0,-72700000.0,-36200000.0,,678100000,19700000.0,44500000,-1624000000.0,,245000000.0,-700000.0,89600000.0,26000000,,257000000.0,,520500000.0,663000000.0,,,,386000000.0,2600000.0,26000000.0,,,418000000.0,7000000.0,,7000000.0,-15500000.0,34200000.0,0.0,62000000.0,16900000.0,29000000.0,1000000.0,8600000.0,,,2030000000.0,14100000.0,109000000.0,1150000000.0,162000000.0,1281000000.0,,
1995-03-31,,,2539200000.0,,4400000.0,71500000.0,,297400000.0,769900000.0,2800000.0,-34000000.0,187900000.0,0.0,,121500000.0,-23000000.0,0.76,,86700000.0,,705600000.0,998000000.0,290100000.0,,21100000.0,101200000,881000000.0,59500000.0,,,-36800000.0,80000000.0,50410959.0,766100000,-125200000.0,66400000,-1658200000.0,0.73,244900000.0,-1600000.0,-47600000.0,38400000,,281500000.0,,578200000.0,667600000.0,,,,412400000.0,3400000.0,38400000.0,,,422700000.0,5400000.0,48421053.0,5400000.0,-17100000.0,34800000.0,7000000.0,57300000.0,-84400000.0,126700000.0,0.0,10300000.0,,,2143100000.0,36800000.0,106100000.0,1145100000.0,158000000.0,1373200000.0,,
1995-06-30,,,2579300000.0,,4500000.0,68900000.0,,267500000.0,801600000.0,3200000.0,-44000000.0,205800000.0,0.0,,129200000.0,-2600000.0,0.87,,94400000.0,,712100000.0,1032800000.0,317700000.0,,24100000.0,111400000,893600000.0,67700000.0,,,-47200000.0,22700000.0,50602410.0,803700000,-63300000.0,76600000,-1685700000.0,0.83,248300000.0,-1700000.0,19600000.0,43600000,,284300000.0,,597900000.0,675400000.0,,,,415000000.0,2300000.0,43600000.0,,1400000.0,425700000.0,3700000.0,48275862.0,3700000.0,-16200000.0,34800000.0,0.0,57700000.0,-27600000.0,160300000.0,1300000.0,11200000.0,,,2189100000.0,42000000.0,106300000.0,1156300000.0,156400000.0,1387500000.0,,
1995-09-30,,,2678900000.0,,-1400000.0,73800000.0,,264500000.0,826000000.0,-71700000.0,-120400000.0,187900000.0,0.0,,131800000.0,38300000.0,0.61,,96400000.0,,788500000.0,1054300000.0,332700000.0,,17100000.0,91500000,952500000.0,48200000.0,,,-48700000.0,23700000.0,49166667.0,796400000,32700000.0,56100000,-1726400000.0,0.6,243000000.0,1100000.0,97800000.0,31100000,,311800000.0,,608500000.0,668600000.0,,,,407300000.0,3500000.0,31100000.0,,,425600000.0,5600000.0,48360656.0,5600000.0,-16200000.0,35400000.0,0.0,54400000.0,49100000.0,212200000.0,-600000.0,11400000.0,,,2283100000.0,29500000.0,121600000.0,1228800000.0,154700000.0,1457100000.0,,
