date,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyPretaxIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyDilutedEPS,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyDeferredIncomeTax,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyCommonStockIssuance,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyBasicEPS,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2001-08-31,,580417,,,,138507.0,42590.0,11442.0,,,82237.0,82237.0,88777,0.0,577767.34959,,419639.34959,,419639.34959,-94138.0,0,6621,,,-5944,,,303150,,45172,136097.0,-3906.0,,,1.0,41959.0,-29418.0,,322438.0,83134.0,,,,625589,,-9170,-6204.0,-6204.0,-54127,,,,,,,,82237,-12565,,45172.0,-6204.0,141972.0,,382242.34959,,122932.0,-425845.0,,,,-37397,,,,,,
2001-11-30,,576839,,,,136438.0,29801.0,11270.0,,,89504.0,89504.0,81008,0.0,138915.0,,9094.0,,9094.0,,0,8496,1.0,9094.0,8496,,0.00296,291561,,32344,41332.0,3403.0,4001.0,,0.0,41332.0,-23886.0,,317621.0,59830.0,,,,609183,,8496,5092.0,5092.0,129821,,1720000.0,,,,,,89504,0,,32344.0,5092.0,139851.0,0.00296,138915.0,,127602.0,0.0,,,1720000.0,129821,,,,,,
2002-02-28,,421492,,,,,24829.0,0.0,,,77818.0,77818.0,89504,0.0,117999.0,,-11460.0,,-11460.0,-91042.0,0,-147513,,,-10210,,-0.08737,280660,,27326,125248.0,-2585.0,,,1.0,34206.0,-168285.0,,168158.0,64854.0,133952.0,,,448818,,-147513,-148762.0,-148762.0,129459,,1720000.0,,,,,,77818,137303,,27326.0,-148762.0,0.0,-0.08737,117999.0,,135848.0,-274606.0,,,1720000.0,129459,,,,,,
2002-05-31,0.0,446691,,,6582.0,140373.0,25972.0,1.0,,,67925.0,67925.0,77818,0.0,159542.0,,4993.0,,4993.0,-95406.0,0,-20288,,,-13706,,0.00294,304413,,28588,125899.0,-18577.0,,,0.0,30493.0,-171360.0,,170867.0,80810.0,,,,475279,,-20288,4993.0,4993.0,154549,,1720000.0,,,,,,67925,6582,,28588.0,4993.0,1.0,0.00294,159542.0,,150614.0,,,,1720000.0,154549,,,,,,
2002-08-31,,455933,,,,128042.0,38640.0,0.0,,,74109.0,74109.0,67925,0.0,136439.0,,356.0,,356.0,-100155.0,0,149294,,,7783,,,326335,,38640,135284.0,-13179.0,,,0.0,35129.0,-150264.0,,168239.0,101827.0,,,,494573,,149294,20524.0,20524.0,-74860,,,,,,,,74109,-141512,,38640.0,20524.0,5068.0,,-58285.0,,140707.0,33191.0,,,,-58641,,,,,,
2002-11-30,,463102,,,,127567.0,36925.0,-1.0,,,85625.0,85625.0,73834,0.0,164471.0,,14551.0,,14551.0,-99784.0,0,11791,,14550.0,11791,,0.00511,328386,,36925,134783.0,2932.0,5692.0,,0.0,34999.0,-140848.0,,171641.0,95884.0,,,,500027,,11791,8859.0,8859.0,149920,,1720000.0,,,,,,85625,0,,36925.0,8859.0,9075.0,0.00511,164471.0,,144919.0,0.0,,,1720000.0,149920,,,,,,
2003-02-28,,479265,,,,134395.0,39453.0,0.0,,,82327.0,82327.0,85625,0.0,149982.0,,-14170.0,,-14170.0,-105125.0,0,897,,-14170.0,-7250,,-0.00505,342079,,39453,139222.0,9048.0,-5545.0,,0.0,34097.0,-157013.0,,176640.0,103078.0,,,,518719,,897,-8625.0,-8625.0,164152,,1720000.0,,,,,,82327,-8147,,39453.0,-8625.0,8148.0,-0.00505,149982.0,,155100.0,0.0,,,1720000.0,164152,,,,,,
2003-05-31,834.0,551601,,,,145963.0,39634.0,0.0,,,127688.0,127688.0,82327,0.0,201922.0,,30595.0,,30595.0,-114173.0,0,37832,,30595.0,38666,,0.018073,404934,,39634,147200.0,6685.0,-491.0,,0.0,33027.0,-139441.0,,186302.0,106329.0,,,,591236,,37832,31086.0,31086.0,171327,,1720000.0,,,,,,127688,834,,39634.0,31086.0,7312.0,0.018073,201922.0,,166401.0,0.0,,,1720000.0,171327,,,,,,
2003-08-31,13372.0,423707,,,,,49941.0,0.0,,,82849.0,82849.0,127688,0.0,171542.0,,21073.0,,21073.0,-127490.0,0,-32178,,,-43687,,,424141,,58939,213814.0,-70216.0,,,0.0,86324.0,-257914.0,,86324.0,135216.0,,,,510465,,-57780,23165.0,23165.0,-109203,,,27819.0,0.0,,,,82849,-11509,,86758.0,23165.0,0.0,,-73256.0,,195278.0,,,,,-94329,,,,,,
2003-11-30,,489072,,,,,67929.0,1.0,,,82890.0,82890.0,88471,0.0,237846.0,,36613.0,,36613.0,-136141.0,-5040,-541,1.0,36612.0,-5581,,0.021286,487500,,67929,225841.0,-37154.0,,,0.0,89700.0,-238803.0,,94168.0,153294.0,,,,581668,,-541,36612.0,36612.0,201233,,1720000.0,24667.0,0.0,,,,82890,0,,92596.0,36612.0,4468.0,0.021286,237846.0,0.0,244088.0,0.0,,,1720000.0,201233,,,,,,
2004-02-29,,325355,,,,,12596.0,0.0,,,337951.0,337951.0,82890,0.0,-236666.0,,-55403.0,,-55403.0,,5040,9501,0.0,-55403.0,257622,,,337951,,12596,,64904.0,,,0.0,,-381451.0,,0.0,,,,,337951,,9501,-55403.0,-150619.0,-181263,,,,,,,,337951,243082,,12596.0,-150619.0,,,-236666.0,,,0.0,,,,-181263,,,,,,
2004-05-31,,309889,,,,,4134.0,0.0,,9457.0,313795.0,313795.0,337951,0.0,,,-19747.0,,-19747.0,,0,-18261,-2.0,,-22617,,-0.01102,314023,,4134,,-8962.0,,,0.0,,-393706.0,,0.0,228.0,,,,314023,,-18261,-19092.0,-19092.0,19747,,1720000.0,,,,,,313795,-4357,,4134.0,-19092.0,,-0.01102,,,,,,,1720000.0,19747,,,,,,
2004-08-31,,50365965,,,,,3334858.0,-1.0,,50056420.0,322507.0,322507.0,313795,0.0,,,-15536.0,,-15536.0,,11436,227355,262276.0,,67,,,53700823,,3334858,,-18026.0,,,0.0,,-424672.0,,0.0,8387.0,,,,53700823,,227355,-17349.0,-114177.0,15536,,,,,,,,322507,-238725,,3334858.0,-114177.0,,,,,,,,,,15536,,,,,,
2005-03-31,-483000.0,159654000,,72000.0,,,607000.0,87000.0,,33666000.0,24014000.0,24014000.0,19989000,0.0,16077000.0,,7016000.0,,5672000.0,,-642000,5150000,,,4025000,,0.03002,25391000,,702000,,-1416000.0,,,0.0,,6524000.0,,134965000.0,884000.0,,9061000.0,95000.0,160356000,,5150000,5182000.0,5182000.0,463000,1344000.0,167010000.0,,,,,,24014000,-483000,,702000.0,5182000.0,,0.03002,7016000.0,-642000.0,406000.0,-104000.0,,,167010000.0,1344000,,,,,,
2005-06-30,-45000.0,166470000,,,,,549000.0,71000.0,,33686000.0,33279000.0,33279000.0,24014000,0.0,19263000.0,,8858000.0,,7122000.0,,57000,9253000,,,9265000,,0.04,33837000,,586000,,703000.0,,,0.0,,13246000.0,,133219000.0,487000.0,,10405000.0,37000.0,167056000,,9253000,6722000.0,6722000.0,600000,1736000.0,167899000.0,,,,,,33279000,-45000,,586000.0,6722000.0,,0.04,8858000.0,0.0,,17000.0,,,167026000.0,1736000,,,,,,
2005-09-30,-134000.0,173445000,,,,,357000.0,80000.0,,33531000.0,26608000.0,26608000.0,33279000,0.0,18081000.0,,8196000.0,,6555000.0,,585000,7947000,,,-6671000,,0.04,27094000,,426000,,-87000.0,,,0.0,,19624000.0,585000.0,146777000.0,406000.0,,9885000.0,69000.0,173871000,,7947000,6378000.0,6378000.0,472000,1641000.0,170092000.0,,,,,,26608000,-15203000,,426000.0,6378000.0,,0.04,8196000.0,0.0,,103000.0,,,167108000.0,1641000,,,,,,
2005-12-31,-3000.0,264190000,,,,,1761000.0,44000.0,,43846000.0,117741000.0,117741000.0,26608000,0.0,17474000.0,,8985000.0,,7706000.0,,83482000,7654000,,,91133000,,,120659000,,1961000,,-1043000.0,,,0.0,,26633000.0,87656000.0,145492000.0,2491000.0,,8489000.0,200000.0,266151000,,7654000,7009000.0,7009000.0,1000000,1279000.0,,,,,0.0,,117741000,-3000,,1961000.0,7009000.0,,,8985000.0,-4174000.0,383000.0,49000.0,,,,1279000,,,,,,
2006-03-31,0.0,396840000,,111000.0,,,837000.0,240000.0,,43029000.0,8368000.0,8368000.0,117741000,0.0,25711000.0,,15543000.0,-245363000.0,13729000.0,-8357000.0,122128000,13862000,,,-109373000,,0.07,11898000,,86318000,558025000.0,-1861000.0,,,-1000.0,549668000.0,40414000.0,3410000.0,566263000.0,3018000.0,,10422000.0,480000.0,578161000,95002000.0,-231501000,13781000.0,13781000.0,662000,1814000.0,204389000.0,95003000.0,1000.0,85002000.0,,202000.0,8368000,-245363000,,181321000.0,13781000.0,16595000.0,0.07,15289000.0,-1282000.0,272000.0,30000.0,,,184433000.0,1560000,,,,,,
2006-06-30,,593464000,,272000.0,,,374000.0,279000.0,,43244000.0,51637000.0,51637000.0,8368000,0.0,47413000.0,,33322000.0,,27730000.0,,50302000,32770000,,,43269000,,0.11,53671000,,20885000,,1314000.0,,,0.0,,65573000.0,177932000.0,560678000.0,1755000.0,,14841000.0,511000.0,614349000,,278133000,25159000.0,25159000.0,2162000,5592000.0,238569000.0,,,20000000.0,,510000.0,51637000,-40045000,,20885000.0,25159000.0,,0.12,32572000.0,-7630000.0,,331000.0,,,216815000.0,4842000,,,,,,
2006-09-30,0.0,616921000,,,,,530000.0,157000.0,,43489000.0,61950000.0,61950000.0,51637000,0.0,41766000.0,,28090000.0,,23063000.0,,526000,28261000,413000.0,,10313000,,0.09,63999000,,21202000,,315000.0,,,0.0,,88091000.0,531000.0,574124000.0,1579000.0,,13729000.0,672000.0,638123000,,28261000,22518000.0,22518000.0,1154000,5027000.0,242488000.0,,,20000000.0,,,61950000,-18487000,,21202000.0,22518000.0,,0.1,28037000.0,-5000.0,313000.0,-70000.0,,,220302000.0,4974000,,,,,,
2006-12-31,0.0,641539000,,,,,396000.0,133000.0,,43615000.0,59994000.0,59994000.0,61950000,0.0,43651000.0,,55144000.0,,50089000.0,,575000,29829000,60000.0,,-1956000,,,61347000,,21354000,,699000.0,,,0.0,,111853000.0,575000.0,601546000.0,1220000.0,,13780000.0,958000.0,662893000,,29829000,23762000.0,23762000.0,1965000,5055000.0,,,,20000000.0,-32326000.0,979000.0,59994000,-32326000,,21354000.0,23762000.0,,,29871000.0,1124000.0,,111000.0,,,,-20218000,,,,,,
2007-03-31,-190000.0,698106000,,-268000.0,,,483000.0,483000.0,,67499000.0,68790000.0,68790000.0,59994000,0.0,44132000.0,,31093000.0,,26258000.0,,-17801000,29899000,486000.0,24657000.0,8796000,,0.1,70368000,,1344000,,-271000.0,-280000.0,,0.0,,141733000.0,2199000.0,630525000.0,827000.0,,13039000.0,861000.0,700893000,,29899000,24937000.0,24937000.0,2284000,4835000.0,244239000.0,1443000.0,0.0,,-3137000.0,14000.0,68790000,-3327000,,2787000.0,24937000.0,,0.11,31093000.0,0.0,268000.0,-195000.0,1443000.0,,220853000.0,4835000,,,,,,
2007-06-30,-57534000.0,744578000,,,,789000.0,797000.0,617000.0,,87524000.0,40329000.0,40329000.0,68790000,0.0,41464000.0,,29558000.0,,23961000.0,,2903000,27846000,613000.0,21206000.0,-28457000,,0.09,42264000,,1826000,,-78000.0,-1649000.0,,0.0,,164572000.0,2903000.0,706362000.0,1318000.0,,11906000.0,1029000.0,748626000,,27304000,22855000.0,22855000.0,2642000,5597000.0,245534000.0,2222000.0,0.0,,-1292000.0,,40333000,-59368000,,4048000.0,22855000.0,705573000.0,0.1,29558000.0,0.0,,-535000.0,2222000.0,,221640000.0,5597000,,,,,,
2007-09-30,-494488000.0,759836000,,,,,1188000.0,492000.0,,82286000.0,6966000.0,6966000.0,40333000,0.0,39600000.0,,27443000.0,,22657000.0,,435990000,27108000,2101000.0,19932000.0,-33371000,,0.080001,8594000,,34076000,,969000.0,747000.0,747000.0,0.0,,183783000.0,688000.0,1191783000.0,1136000.0,,12201000.0,4326000.0,1200377000,406465000.0,27650000,19184000.0,19184000.0,2112000,4786000.0,247250000.0,406465000.0,0.0,28562000.0,-2578000.0,45000.0,6966000,-496524000,,440541000.0,19184000.0,,0.089963,27399000.0,277000.0,,-682000.0,,,222393000.0,4742000,,,,,,
2007-12-31,-7809000.0,782231000,,,,,1021000.0,303000.0,,77878000.0,9965000.0,9965000.0,6966000,0.0,50232000.0,,36108000.0,,29621000.0,,-13592000,34408000,-465000.0,26087000.0,3003000,,,11696000,,34943000,,353000.0,1204000.0,1204000.0,0.0,,208658000.0,1850000.0,1196778000.0,1428000.0,,13910000.0,5362000.0,1208474000,391300000.0,34408000,24883000.0,24883000.0,3480000,6487000.0,,391300000.0,0.0,28560000.0,-9996000.0,,9965000,-17805000,,426243000.0,24883000.0,,,36322000.0,-277000.0,,-427000.0,,,,6701000,,,,,,
2008-03-31,-7101000.0,814228000,,,,,1496000.0,1094000.0,,77058000.0,6505000.0,6505000.0,9965000,0.0,48948000.0,,31651000.0,,27576000.0,,-29445000,33084000,2660000.0,27568000.0,-3459000,,0.109945,9650000,,33715000,,-1579000.0,-360000.0,,0.0,,236586000.0,4095000.0,1196053000.0,2051000.0,,11095000.0,3659000.0,1205703000,357760000.0,33084000,27928000.0,27928000.0,6202000,4075000.0,250934000.0,357760000.0,0.0,28560000.0,,90000.0,6506000,-7101000,,391475000.0,27928000.0,,0.12997,37853000.0,0.0,,0.0,,,223266000.0,10277000,,,,,,
2008-06-30,-112188000.0,806693000,,,,,1384000.0,1029000.0,,45901000.0,36632000.0,36632000.0,6506000,0.0,49675000.0,,32827000.0,,27611000.0,,106723000,35887000,800000.0,27494000.0,30126000,,0.09,38892000,,49537000,,1754000.0,4218000.0,,15000000.0,,259862000.0,287000.0,1281558000.0,1231000.0,,11261000.0,4593000.0,1320450000,464220000.0,35598000,23276000.0,23276000.0,5587000,5216000.0,249282000.0,464220000.0,0.0,28560000.0,,6000.0,36632000,-112477000,,513757000.0,23276000.0,,0.1,38414000.0,-24000.0,,-205000.0,,,223744000.0,10803000,,,,,,
2008-09-30,-35392000.0,843896000,,,,,947000.0,451000.0,,-11944000.0,13773000.0,13773000.0,36632000,0.0,36985000.0,,26955000.0,,22115000.0,,-4830000,20926000,1557000.0,19014000.0,-22255000,,0.08,14425000,,32688000,,398000.0,,-234000.0,0.0,,263129000.0,106866000.0,1192058000.0,201000.0,,10030000.0,4912000.0,1206483000,329898000.0,21215000,19014000.0,19014000.0,3315000,4277000.0,249010000.0,329899000.0,1000.0,26829000.0,,,13773000,-38786000,,362587000.0,19014000.0,,0.09,26955000.0,-1087000.0,,86000.0,,,232710000.0,4840000,,,,,,
2008-12-31,154254000.0,888025000,,,,,1396000.0,816000.0,,0.0,7110000.0,7110000.0,13773000,630842000.0,37087000.0,,-59564000.0,,256000.0,-64531000.0,2016000,21245000,-4619000.0,-50575000.0,-7267000,,,8698000,,33381000,1302899000.0,-81000.0,-711000.0,-711000.0,0.0,1238368000.0,225910000.0,,1261948000.0,772000.0,,32350000.0,3425000.0,1270646000,349240000.0,-163287000,-49863000.0,-49863000.0,4455000,5923000.0,,349240000.0,0.0,28560000.0,-238000.0,26000.0,7110000,-30516000,,382621000.0,-49863000.0,1740000.0,,4737000.0,-828000.0,,-63690000.0,,21840000.0,,4481000,,,,,,
2009-03-31,-50000.0,1131414000,,,238000.0,,861000.0,1034000.0,-220640000.0,5720000.0,26744000.0,26744000.0,7110000,0.0,37572000.0,1859000.0,20601000.0,-3371000.0,13953000.0,,409000,23120000,515000.0,15111000.0,19634000,,0.06,28777000,-9548000.0,31736000,1233772000.0,-1010000.0,0.0,0.0,0.0,1233772000.0,241021000.0,230424000.0,1262973000.0,999000.0,,12540000.0,2315000.0,1291750000,128600000.0,19749000,15111000.0,15111000.0,4492000,,272767000.0,128600000.0,0.0,28560000.0,-100000.0,,26744000,-3283000,,160336000.0,15111000.0,1634000.0,0.06,25032000.0,0.0,,1158000.0,,27567000.0,270284000.0,11079000,,,,,,
2009-06-30,66000.0,1305900000,,,,,2012000.0,1168000.0,,10680000.0,48590000.0,48590000.0,26744000,1035761000.0,41403000.0,830000.0,25269000.0,-1276000.0,18787000.0,,-5988000,26453000,-325000.0,18438000.0,21846000,,0.06,52960000,-427000.0,35154000,,1058000.0,0.0,0.0,935000.0,1373679000.0,259459000.0,0.0,1409554000.0,3202000.0,,18183000.0,3647000.0,1462514000,121460000.0,25177000,18438000.0,18438000.0,4433000,,301235000.0,121460000.0,0.0,28560000.0,,,48590000,1320000,,156614000.0,18438000.0,3127000.0,0.06,23220000.0,0.0,,-349000.0,,32748000.0,297973000.0,4433000,,,,,,
2009-09-30,1599000.0,1647179000,,,,,1722000.0,667000.0,,27785000.0,304858000.0,304858000.0,48590000,1326369000.0,69767000.0,623000.0,47161000.0,-213819000.0,33932000.0,-91429000.0,423491000,45380000,-338000.0,33566000.0,256268000,,0.11,311022000,,305392000,2028807000.0,-1700000.0,0.0,0.0,128625000.0,1937378000.0,293025000.0,287531000.0,1988748000.0,5497000.0,,31929000.0,6285000.0,2299770000,114320000.0,-168439000,33566000.0,33566000.0,3906000,,317431000.0,347199000.0,232879000.0,168760000.0,,,304858000,-212481000,,652591000.0,33566000.0,1604000.0,0.11,37838000.0,-21620000.0,,-366000.0,,49766000.0,313445000.0,3906000,,,,,,
2009-12-31,-4464000.0,1723925000,,,,,5397000.0,1027000.0,-147340000.0,46900000.0,227566000.0,227566000.0,304858000,0.0,90551000.0,698000.0,66392000.0,-2178000.0,50548000.0,-106424000.0,-141579000,70979000,1115000.0,50809000.0,-77292000,,,233474000,,169323000,2034900000.0,3605000.0,0.0,0.0,0.0,1928476000.0,343834000.0,0.0,2003750000.0,4881000.0,,35632000.0,135366000.0,2237224000,107180000.0,68801000,50809000.0,50809000.0,4371000,,,343976000.0,236796000.0,28560000.0,,,227566000,-6768000,,513299000.0,50809000.0,1527000.0,,54919000.0,-497000.0,,261000.0,,73747000.0,,4371000,,,,,,
2010-03-31,-212000.0,1777763000,-483000.0,,,,2126000.0,751000.0,-7140000.0,49539000.0,279658000.0,279658000.0,227566000,0.0,85938000.0,3108000.0,58641000.0,-517000.0,45025000.0,,-3764000,57600000,127000.0,,52092000,,0.13,285773000,-85000.0,167518000,1921542000.0,-4045000.0,,,0.0,1921542000.0,388464000.0,,2000327000.0,5364000.0,,33718000.0,3844000.0,2286100000,340819000.0,57083000,44630000.0,44630000.0,7195000,,346457000.0,340819000.0,0.0,161548000.0,-1135000.0,,279658000,-1864000,-3271000.0,508337000.0,44630000.0,1427000.0,0.13,52220000.0,167000.0,,-231000.0,,77358000.0,342334000.0,7195000,,,,,,
2010-06-30,-13093000.0,1848827000,,,,,1760000.0,1971000.0,-7140000.0,49483000.0,322896000.0,322896000.0,279658000,0.0,95004000.0,2017000.0,84044000.0,,68618000.0,,8707000,66990000,245000.0,,43238000,,0.15,332779000,,192916000,1948208000.0,-3558000.0,,,158326000.0,1948208000.0,441721000.0,,2046693000.0,7912000.0,,20700000.0,4270000.0,2379472000,92900000.0,67507000,53258000.0,53258000.0,6118000,,348441000.0,337729000.0,244829000.0,28560000.0,-19754000.0,,322896000,-32531000,,530645000.0,53258000.0,1352000.0,0.16,58944000.0,-252000.0,,,,97133000.0,342898000.0,5686000,,,,,,
2010-09-30,13701000.0,1977661000,,,,,1398000.0,924000.0,-7140000.0,94181000.0,255189000.0,255189000.0,322896000,0.0,92834000.0,1306000.0,77022000.0,,64449000.0,-147743000.0,6455000,70485000,-1251000.0,64449000.0,-67707000,,0.2,263911000,,179881000,2090967000.0,1269000.0,-4785000.0,,145317000.0,1943224000.0,510955000.0,,2099714000.0,7798000.0,,31659000.0,4606000.0,2363625000,85760000.0,-87691000,69234000.0,69234000.0,4947000,,350361000.0,206083000.0,120323000.0,28560000.0,-644000.0,,255189000,-145119000,,385964000.0,69234000.0,1368000.0,0.2,61175000.0,0.0,,0.0,,155122000.0,344253000.0,-3274000,,,,,,
