date,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDilutedEPS,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyCurrentDeferredRevenue,quarterlyGrossPPE,quarterlyGrossProfit,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyInvestmentsAndAdvances,quarterlyChangeInWorkingCapital,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid
2011-09-30,29192000.0,34225000,642799000.0,569530000.0,65571000,1739543000.0,952610000.0,373602000.0,281481000.0,68063000,604117000.0,786933000.0,0.48,496726000.0,150000000.0,,4963000,71293000,36084000,40514000,6246000,45310000.0,977719000.0,80819000.0,234135000.0,-8646000.0,241423000.0,101200000,113000.0,3130000.0,137284000.0,15243000.0,137284000.0,7728000,0.0,13917000,0.5,0.0,761824000.0,168259000.0,90435000.0,99988000,-21148000.0,-98000,38265000,59111000,,3639000,134213000,4211000,18597000,137284000,-23640000,518000.0,30366000.0,,10127000,-60069000.0,-3750000,92121000.0,61723000,-2492000,83649000.0,40514000,-5293000,29213000,40514000,0.0,,,,,,,,,
2011-12-31,25866000.0,40625000,823549000.0,761791000.0,204062000,2324492000.0,1201567000.0,391309000.0,278429000.0,209108000,1121747000.0,1122925000.0,,534498000.0,280000000.0,,7450000,64137000,147875000,37772000,5557000,45834000.0,1513056000.0,,299460000.0,-13716000.0,478882000.0,137284000,114000.0,3433000.0,285159000.0,140354000.0,285159000.0,8595000,0.0,60467000,,0.0,811436000.0,180269000.0,93380000.0,99535000,-311830000.0,-2057000,45303000,50780000,,6121000,140160000,3411000,13008000,285159000,-316876000,-19000.0,32724000.0,,151722000,-60656000.0,-3750000,112880000.0,54232000,-5046000,,37772000,260218000,35379000,37772000,0.0,,,,,,,,,
2012-03-31,40237000.0,0,763487000.0,940810000.0,-117497000,2560916000.0,1254136000.0,408193000.0,274883000.0,-113934000,1269682000.0,1306780000.0,0.49,576577000.0,515975000.0,341000000.0,5160000,75607000,1960000,42079000,8202000,83010000.0,1677875000.0,82565000.0,373412000.0,-4644000.0,534111000.0,285159000,114000.0,3563000.0,287119000.0,179359000.0,287119000.0,10395000,0.0,-183976000,0.51,0.0,883041000.0,174975000.0,99479000.0,146165000,-10000.0,-17000,81690000,60324000,,3834000,146165000,7737000,18245000,287119000,-3573000,-588000.0,34227000.0,,-176508000,-65252000.0,-3750000,133310000.0,64475000,-3563000,85164000.0,42079000,112149000,69970000,42079000,0.0,,,,,,,,,
2012-06-30,34857000.0,0,775749000.0,870796000.0,72268000,2504689000.0,1306372000.0,427562000.0,285950000.0,77136000,1135207000.0,1198317000.0,0.63,630978000.0,325000000.0,325000000.0,5317000,93123000,-31540000,54401000,5753000,86215000.0,1562769000.0,83294000.0,408731000.0,-13841000.0,474837000.0,287119000,115000.0,2818000.0,255579000.0,454873000.0,255579000.0,10250000,0.0,66651000,0.65,0.0,941920000.0,170640000.0,101875000.0,171820000,-35480000.0,-150000,90372000,78696000,,3959000,171820000,3847000,24295000,255579000,-40348000,66000.0,35677000.0,,1322000,-66198000.0,-188750000,141612000.0,81448000,-4868000,85737000.0,54401000,-62248000,78763000,54401000,0.0,,,,,,,,,
2012-09-30,60697000.0,0,923715000.0,933818000.0,64726000,2842121000.0,1524152000.0,451652000.0,278863000.0,69929000,1355401000.0,1317969000.0,0.69,690626000.0,355000000.0,355000000.0,7855000,99428000,44482000,59648000,8297000,88110000.0,1807053000.0,84002000.0,465785000.0,-5067000.0,533113000.0,255579000,116000.0,3246000.0,300061000.0,583639000.0,300061000.0,12230000,0.0,-61390000,0.71,0.0,1035068000.0,177952000.0,117008000.0,186932000,-154329000.0,2668000,101098000,82591000,,6494000,186932000,9807000,22943000,300061000,-159532000,3000.0,46542000.0,,-18307000,-70466000.0,-80992000,172789000.0,85834000,-5203000,86224000.0,59648000,126250000,87507000,59648000,0.0,,,,,,,,,
2012-12-31,75812000.0,32285000,926609000.0,525441000.0,96852000,2721870000.0,1526516000.0,665826000.0,485217000.0,102329000,1142222000.0,1195354000.0,0.7,750697000.0,298000000.0,298000000.0,-153849000,107685000,-16412000,60071000,1837000,90847000.0,1808048000.0,83378000.0,463864000.0,-3346000.0,418609000.0,300061000,116000.0,3390000.0,283649000.0,460174000.0,283649000.0,13617000,0.0,107613000,0.72,0.0,913822000.0,187627000.0,93902000.0,170332000,-628000.0,-5838000,77763000,89179000,,4988000,202617000,5796000,29108000,283649000,-6105000,-602000.0,45196000.0,,52239000,-48706000.0,-238796000,180609000.0,92569000,-5477000,85750000.0,60071000,-114163000,62045000,60071000,0.0,,,,,,,,,
2013-03-31,61383000.0,29943000,973335000.0,626464000.0,-18452000,2890384000.0,1572318000.0,667542000.0,491988000.0,-13690000,1239829000.0,1318066000.0,0.77,815359000.0,385000000.0,385000000.0,760000,108590000,-59036000,64662000,3835000,50988000.0,1907371000.0,81222000.0,502103000.0,-14078000.0,501036000.0,283649000,116000.0,3448000.0,224613000.0,507375000.0,224613000.0,13053000,0.0,-192483000,0.8,0.0,983013000.0,170035000.0,97104000.0,163708000,-94773000.0,-1012000,69747000,90513000,,4162000,193651000,5256000,25851000,224613000,-99535000,-292000.0,45892000.0,,-94748000,-51212000.0,-32500000,175554000.0,93961000,-4762000,83960000.0,64662000,63591000,54826000,64662000,0.0,,,,,,,,,
2013-06-30,65865000.0,32010000,994648000.0,627675000.0,91056000,3013089000.0,1607271000.0,662499000.0,485997000.0,96402000,1300576000.0,1405818000.0,0.87,888458000.0,402000000.0,402000000.0,833000,124970000,68292000,73099000,6039000,50267000.0,1963075000.0,81573000.0,515702000.0,-37500000.0,528161000.0,224613000,117000.0,3756000.0,292905000.0,548091000.0,292905000.0,14240000,0.0,1485000,0.9,0.0,1050014000.0,158459000.0,101373000.0,188859000,-62183000.0,-1586000,79779000,105324000,,3897000,220869000,7255000,32225000,292905000,-67529000,6000.0,46654000.0,,6537000,-54719000.0,4304000,176502000.0,109080000,-5346000,84461000.0,73099000,46493000,63895000,73099000,0.0,,,,,,,,,
2013-09-30,69054000.0,33473000,1241969000.0,661901000.0,120059000,3475105000.0,1984581000.0,704243000.0,479082000.0,125299000,1596960000.0,1490524000.0,0.93,967078000.0,128085000.0,394000000.0,841000,129471000,52784000,78620000,12220000,49877000.0,2301203000.0,81974000.0,643938000.0,-19207000.0,567420000.0,292905000,117000.0,3756000.0,345689000.0,654890000.0,345689000.0,16404000,0.0,6631000,0.96,0.0,1173902000.0,177511000.0,108288000.0,191677000,-220015000.0,-1926000,80266000,107655000,,4382000,225150000,10289000,29035000,345689000,-225255000,156000.0,48797000.0,,33595000,-59491000.0,-192587000,225161000.0,111411000,-5240000,84905000.0,78620000,143521000,62362000,78620000,0.0,,,,,,,,,
2013-12-31,114870000.0,38604000,1552725000.0,573351000.0,162237000,3976264000.0,2622752000.0,823474000.0,474939000.0,167674000,1908897000.0,1353512000.0,0.8,1035198000.0,132846000.0,349000000.0,842000,129736000,-7584000,68120000,-5909000,144808000.0,2732371000.0,82388000.0,871263000.0,-47426000.0,467201000.0,345689000,117000.0,5501000.0,338105000.0,1011439000.0,338105000.0,22501000,0.0,139362000,0.83,0.0,1243893000.0,182541000.0,111100000.0,216897000,-351372000.0,-929000,111319000,100077000,,14235000,255501000,7638000,31957000,338105000,-356809000,-472000.0,53956000.0,,65508000,-57144000.0,-927140000,249504000.0,105578000,-5437000,85277000.0,68120000,182120000,86689000,68120000,99031000.0,,,,,,,,,
2014-03-31,111275000.0,36856000,1561530000.0,682753000.0,45910000,4036717000.0,2565308000.0,760444000.0,459916000.0,51494000,1910093000.0,1471409000.0,0.88,1110307000.0,119260000.0,393500000.0,531000,138010000,-54731000,75109000,15359000,87989000.0,2670537000.0,82737000.0,860898000.0,-31499000.0,578507000.0,338105000,118000.0,5461000.0,283374000.0,926368000.0,283374000.0,23073000,0.0,-153184000,0.91,0.0,1366180000.0,174683000.0,118458000.0,217052000,-19292000.0,603000,103460000,108131000,,10612000,253908000,4512000,33022000,283374000,-24876000,-544000.0,54891000.0,,-48676000,-63567000.0,-145264000,248066000.0,113592000,-5584000,85695000.0,75109000,-80893000,78498000,75109000,52462000.0,,,,,,,,,
2014-06-30,124027000.0,38845000,1572930000.0,688527000.0,100259000,4253365000.0,2730311000.0,749857000.0,450207000.0,106227000,2027988000.0,1523054000.0,1.03,1198856000.0,115726000.0,424400000.0,531000,159181000,14268000,88549000,2358000,89863000.0,2777845000.0,82996000.0,848635000.0,-24667000.0,573482000.0,283374000,118000.0,5308000.0,297642000.0,1021149000.0,297642000.0,23082000,0.0,-43983000,1.07,0.0,1475520000.0,193604000.0,125195000.0,234657000,-170558000.0,1429000,99905000,127955000,,7687000,273502000,3765000,39406000,297642000,-176526000,-1489000.0,56500000.0,162383000.0,-21076000,-68695000.0,-96678000,245984000.0,134752000,-5968000,85817000.0,88549000,82675000,75744000,88549000,53666000.0,,,,,,,,,
2014-09-30,109258000.0,41451000,1557011000.0,715662000.0,153044000,4224440000.0,2719765000.0,736943000.0,434820000.0,159771000,1928690000.0,1504675000.0,1.11,1294365000.0,106665000.0,393600000.0,537000,169327000,6467000,95509000,34526000,93942000.0,2665633000.0,83611000.0,865116000.0,-93146000.0,612691000.0,297642000,120000.0,4859000.0,304109000.0,919945000.0,304109000.0,24362000,0.0,59225000,1.14,0.0,1558807000.0,180131000.0,127340000.0,253832000,-72069000.0,-3312000,110219000,136554000,,7993000,295283000,13645000,41045000,304109000,-78796000,-2200000.0,56184000.0,147512000.0,59957000,-71156000.0,-115346000,233695000.0,143613000,-6727000,86134000.0,95509000,-57975000,83911000,95509000,68428000.0,,,,,,,,,
2014-12-31,178375000.0,56185000,3797445000.0,664076000.0,282051000,8664785000.0,6537156000.0,3024751000.0,2168953000.0,290842000,2886897000.0,2127629000.0,1.21,1403905000.0,84546000.0,675000000.0,-26304000,211992000,172960000,109540000,-40127000,72431000.0,5911648000.0,87877000.0,2451784000.0,-156933000.0,722714000.0,304109000,120000.0,13228000.0,477069000.0,1424764000.0,477069000.0,36729000,0.0,394127000,1.25,0.0,2753137000.0,476498000.0,135062000.0,320512000,-2305098000.0,471000,146320000,140303000,,11357000,376697000,7719000,30763000,477069000,-2313889000,-20661000.0,73563000.0,141933000.0,134810000,-61499000.0,-975534000,815169000.0,174192000,-8791000,90240000.0,109540000,2218458000,139591000,109540000,40629000.0,,,,,,,,,
2015-03-31,151974000.0,81356000,3761378000.0,773474000.0,59298000,8504724000.0,6395459000.0,2968271000.0,2139704000.0,67403000,2756279000.0,2109265000.0,1.0,1498058000.0,40680000.0,679000000.0,1744000,209996000,-97676000,94153000,-33466000,68007000.0,5724550000.0,91750000.0,2369922000.0,-249990000.0,775929000.0,477069000,120000.0,19566000.0,379393000.0,1336108000.0,379393000.0,47269000,0.0,-114385000,1.03,0.0,2780174000.0,451588000.0,137608000.0,334810000,-851000.0,-18738000,172896000,139648000,,16951000,416166000,2571000,45495000,379393000,-8956000,-2700000.0,72066000.0,124086000.0,-78791000,-65542000.0,-115746000,794381000.0,161914000,-8105000,93934000.0,94153000,-142641000,122954000,94153000,34186000.0,,,,,,,,,
2015-06-30,160983000.0,74564000,3767071000.0,811477000.0,122880000,8574671000.0,6373665000.0,2946067000.0,2112245000.0,131009000,2721600000.0,2201006000.0,1.05,1596736000.0,42038000.0,764000000.0,1001000,217325000,4782000,98678000,3152000,73477000.0,5667667000.0,91904000.0,2338148000.0,-243143000.0,815544000.0,379393000,120000.0,18089000.0,384175000.0,1246342000.0,384175000.0,48013000,0.0,-119143000,1.07,0.0,2907004000.0,456693000.0,146978000.0,330041000,-7103000.0,-22156000,161543000,145291000,,13549000,404605000,4534000,46613000,384175000,-15232000,-5118000.0,73162000.0,121807000.0,-16089000,-73816000.0,-203381000,794135000.0,168498000,-8129000,94050000.0,98678000,-110695000,112063000,98678000,39687000.0,,,,,,,,,
2015-09-30,178974000.0,90959000,3712326000.0,731957000.0,310485000,8285133000.0,6251590000.0,2881303000.0,2086664000.0,323777000,2441259000.0,2033543000.0,1.24,1713506000.0,38290000.0,665000000.0,-2189000,237154000,38215000,116770000,16380000,67704000.0,5322562000.0,92110000.0,2270524000.0,-332610000.0,760413000.0,384175000,120000.0,17163000.0,422390000.0,1001624000.0,422390000.0,47714000,0.0,162218000,1.27,0.0,2962571000.0,461958000.0,154987000.0,360534000,-9067000.0,13254000,171906000,165357000,,13887000,451493000,6872000,48587000,422390000,-22359000,-6108000.0,75860000.0,125176000.0,136972000,-79127000.0,-180917000,759871000.0,188628000,-13292000,94157000.0,116770000,-246665000,123548000,116770000,34768000.0,,,,,,,,,
2015-12-31,156277000.0,84194000,3721518000.0,637539000.0,218682000,8150662000.0,6217500000.0,2826950000.0,2061415000.0,231031000,2253621000.0,1933162000.0,0.56,1766336000.0,44936000.0,614000000.0,2251000,193989000,24762000,52830000,-2193000,70334000.0,5080571000.0,92321000.0,2268320000.0,-330767000.0,669528000.0,422390000,121000.0,16521000.0,447152000.0,875647000.0,447152000.0,47206000,0.0,143716000,0.57,0.0,3070091000.0,507233000.0,163569000.0,346407000,-40518000.0,-2986000,200436000,85708000,,45735000,430601000,5949000,32878000,447152000,-52867000,-43742000.0,80760000.0,76568000.0,37072000,-82809000.0,-151820000,733593000.0,145971000,-12349000,94350000.0,52830000,-148064000,156482000,52830000,31942000.0,,,,,,,,,
2016-03-31,185505000.0,79814000,3564211000.0,880808000.0,109766000,8011830000.0,5957249000.0,2786047000.0,2032905000.0,121505000,2238014000.0,2054581000.0,1.17,1876308000.0,42469000.0,551000000.0,1607000,211624000,-47834000,109972000,1099000,69650000.0,5024061000.0,92516000.0,2155157000.0,-539609000.0,796803000.0,447152000,121000.0,16191000.0,399318000.0,742128000.0,399318000.0,35338000,0.0,-182761000,1.19,0.0,2987769000.0,471109000.0,177167000.0,334448000,-9006000.0,-2128000,159152000,156912000,,15186000,414262000,387000,46940000,399318000,-20745000,-2193000.0,85605000.0,82626000.0,-47371000,-91562000.0,-198875000,713404000.0,175296000,-11739000,94329000.0,109972000,-157389000,122380000,109972000,39738000.0,,,,,,,,,
2016-06-30,160566000.0,80691000,3557446000.0,901291000.0,74333000,8261614000.0,5917763000.0,2753713000.0,2007918000.0,87351000,2425196000.0,2343851000.0,1.21,1990492000.0,40303000.0,713000000.0,1598000,219500000,93767000,114185000,1421000,66853000.0,5178909000.0,92665000.0,2112238000.0,-559741000.0,897057000.0,399318000,121000.0,15900000.0,493085000.0,824158000.0,493085000.0,47087000,0.0,-202690000,1.23,0.0,3082705000.0,503112000.0,189665000.0,337214000,-4161000.0,-7120000,166150000,162348000,,17434000,417905000,7577000,48163000,493085000,-17179000,7184000.0,90423000.0,90803000.0,-84823000,-99242000.0,-142875000,705130000.0,171064000,-13018000,94549000.0,114185000,39086000,117841000,114185000,40665000.0,,,,,,,,,
2016-09-30,226006000.0,96233000,4183981000.0,1354306000.0,178310000,9935674000.0,7230898000.0,3282560000.0,2552357000.0,195430000,3474593000.0,2704776000.0,1.36,2123297000.0,39080000.0,656000000.0,1673000,247846000,-87650000,129618000,-5465000,63837000.0,6757153000.0,92631000.0,2758877000.0,-612150000.0,1230339000.0,493085000,121000.0,17814000.0,405435000.0,1383763000.0,405435000.0,55736000,1411000.0,-143817000,1.4,0.0,3178521000.0,595405000.0,251394000.0,388193000,-1317912000.0,-14318000,197431000,170204000,-9455000.0,17405000,484426000,10656000,40586000,405435000,-1333621000,-2744000.0,144486000.0,79717000.0,-15931000,-106908000.0,-414315000,692221000.0,190762000,-17120000,95307000.0,129618000,1094716000,140298000,129618000,37982000.0,,,,,,,,,
2016-12-31,218543000.0,98676000,4171964000.0,1202009000.0,284492000,9590776000.0,7074432000.0,3230689000.0,2521727000.0,301626000,3276049000.0,2516344000.0,1.0,2218721000.0,38781000.0,591000000.0,2014000,275457000,69583000,95424000,-3000,70531000.0,6506738000.0,92574000.0,2653233000.0,-666403000.0,1151432000.0,405435000,121000.0,21991000.0,475018000.0,1336506000.0,475018000.0,59930000,0.0,188459000,1.03,0.0,3084038000.0,530787000.0,253361000.0,416277000,-906000.0,-5115000,202228000,153455000,-152186000.0,13921000,514953000,2611000,58031000,475018000,-18040000,-38603000.0,142504000.0,36200000.0,83998000,-110857000.0,-177472000,660320000.0,214049000,-17134000,95235000.0,95424000,-222444000,138894000,95424000,48642000.0,,,,,,,,,
2017-03-31,213999000.0,101824000,4227472000.0,1360833000.0,39419000,10009954000.0,7127863000.0,3167477000.0,2460629000.0,54215000,3500665000.0,2882091000.0,1.31,2342414000.0,43389000.0,676000000.0,1914000,257738000,71542000,123693000,537000,76940000.0,6668142000.0,92108000.0,2633651000.0,-572789000.0,1246182000.0,475018000,122000.0,23127000.0,546560000.0,1407708000.0,546560000.0,63321000,-6327000.0,-236564000,1.34,0.0,3341812000.0,589387000.0,271534000.0,418609000,0.0,-3453000,225737000,167368000,,23093000,520433000,15230000,43675000,546560000,-21123000,-2377000.0,149037000.0,40763000.0,-171262000,-122497000.0,-171673000,666572000.0,192872000,-14796000,94560000.0,123693000,19094000,158655000,123693000,40276000.0,,,,,,,,,
