date,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyEndCashPosition,quarterlyInventory,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyDilutedEPS,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,quarterlyCashDividendsPaid
2012-06-30,66749000.0,0.57,123506000.0,16745000.0,2214000.0,107677000.0,10636000.0,130120000.0,29382000.0,,160901000,77385000.0,20083000.0,261012000.0,16745000.0,137506000.0,16745000.0,16745000.0,998000.0,30180000.0,24163000.0,28073000.0,,17675000.0,0.0,,183627000.0,1281000.0,9638000.0,,65538000.0,33805000.0,132828000.0,-1123000.0,-222000.0,-1251000.0,107677000.0,,65538000.0,65538000.0,14000.0,71164000.0,,60343000.0,8184000.0,,24929000.0,0.0,-1220000.0,-25727000.0,,6729000.0,,41846000.0,0.555,204000.0,,,,-26563000.0,21303000.0,-5626000.0,,3826000.0,25151000,60341000.0,-3944000.0,5751000.0,6408000.0,2752000.0,,,25151000,,,,
2012-09-30,66787000.0,0.61,138651000.0,17590000.0,2198000.0,110748000.0,10517000.0,141042000.0,28730000.0,,165175000,77304000.0,16313000.0,274284000.0,17490000.0,135633000.0,17490000.0,17490000.0,946000.0,29768000.0,28754000.0,30343000.0,,17797000.0,0.0,,196980000.0,996000.0,9571000.0,,76601000.0,33296000.0,134832000.0,-3364000.0,267000.0,502000.0,110748000.0,,76601000.0,76601000.0,14000.0,65538000.0,,62052000.0,6861000.0,,24351000.0,11000.0,-3364000.0,-5619000.0,,7057000.0,,42022000.0,0.59,2399000.0,,,,-8938000.0,19677000.0,11063000.0,,-7208000.0,24084000,59881000.0,6928000.0,6661000.0,6906000.0,2566000.0,,,24084000,,,,
2012-12-31,70844000.0,,132545000.0,-48006000.0,2218000.0,39087000.0,10939000.0,134800000.0,,,168530000,81783000.0,27561000.0,267355000.0,18447000.0,134810000.0,18447000.0,18447000.0,938000.0,,25225000.0,30171000.0,16402000.0,17890000.0,0.0,3374000.0,185572000.0,-3092000.0,10001000.0,,70839000.0,36481000.0,138359000.0,-1615000.0,70000.0,78000.0,110277000.0,15601000.0,70839000.0,70839000.0,14000.0,76601000.0,-1247000.0,61751000.0,9705000.0,,28152000.0,9000.0,-1621000.0,-33372000.0,,7128000.0,-59049000.0,42085000.0,,664000.0,,1414000.0,120800000.0,-32793000.0,29182000.0,-5762000.0,,5249000.0,28082000,63804000.0,1856000.0,6936000.0,7040000.0,2026000.0,,,28082000,,,,
2013-03-31,70046000.0,0.661815,133654000.0,2184000.0,2303000.0,42404000.0,10963000.0,138778000.0,26864000.0,,169082000,81009000.0,19433000.0,268657000.0,17779000.0,135003000.0,17779000.0,17779000.0,909000.0,27806000.0,19633000.0,30261000.0,,17933000.0,-1142000.0,,187648000.0,-6522000.0,10054000.0,,71047000.0,42974000.0,138821000.0,-2011000.0,-26000.0,1097000.0,112259000.0,,71047000.0,71047000.0,14000.0,70839000.0,,60715000.0,8757000.0,,26536000.0,,-872000.0,-17900000.0,,8243000.0,,41963000.0,0.64,185000.0,,,,-18085000.0,20305000.0,208000.0,,-1139000.0,26562000,61894000.0,-819000.0,6901000.0,8152000.0,2369000.0,,,26562000,,,,
2013-06-30,74613000.0,0.875841,166020000.0,509000.0,2328000.0,42978000.0,10305000.0,162988000.0,27642000.0,,189136000,84918000.0,24902000.0,298924000.0,24210000.0,132904000.0,24210000.0,24210000.0,1196000.0,28198000.0,28252000.0,31905000.0,,17969000.0,-1090000.0,,214006000.0,399000.0,9109000.0,,96056000.0,41712000.0,157231000.0,-3167000.0,-83000.0,-942000.0,120779000.0,,96056000.0,96056000.0,14000.0,71047000.0,,58796000.0,12159000.0,,36369000.0,,-2089000.0,2003000.0,,9947000.0,,41812000.0,0.86,1549000.0,,,,0.0,26991000.0,25009000.0,,-1715000.0,36452000,67328000.0,1662000.0,5227000.0,7285000.0,2058000.0,,,36452000,,,,
2013-09-30,82535000.0,0.604365,196125000.0,-4150000.0,2239000.0,41145000.0,10149000.0,179741000.0,27720000.0,,173691000,92684000.0,13952000.0,331333000.0,16753000.0,135208000.0,16753000.0,16753000.0,1127000.0,28786000.0,35105000.0,31491000.0,,18105000.0,-1131000.0,,238649000.0,-3876000.0,9022000.0,,115349000.0,45671000.0,142200000.0,-4444000.0,76000.0,893000.0,117506000.0,,115349000.0,115349000.0,14000.0,96056000.0,,60432000.0,8017000.0,,24770000.0,,-3345000.0,5836000.0,,11031000.0,,42078000.0,0.58,5836000.0,,,,0.0,17297000.0,19293000.0,,2119000.0,24694000,74474000.0,353000.0,6046000.0,8061000.0,1686000.0,,,24694000,,,,
2013-12-31,95871000.0,0.730304,229045000.0,1615000.0,2174000.0,39681000.0,12077000.0,200023000.0,27772000.0,,186266000,107948000.0,32555000.0,368470000.0,20282000.0,139425000.0,20282000.0,20282000.0,1211000.0,28842000.0,35818000.0,33778000.0,11301000.0,18243000.0,-1579000.0,7010000.0,260522000.0,-1784000.0,10866000.0,,137343000.0,47242000.0,152488000.0,-11967000.0,-98000.0,1742000.0,123484000.0,16058000.0,145985000.0,137343000.0,14000.0,115349000.0,0.0,59180000.0,8624000.0,,28906000.0,,-1745000.0,-104000.0,,14154000.0,-62724000.0,42329000.0,0.705,-104000.0,,4928000.0,121904000.0,0.0,34300000.0,21994000.0,,10604000.0,29004000,86369000.0,-382000.0,5794000.0,9502000.0,1511000.0,,8642000.0,29004000,,,,
2014-03-31,79944000.0,0.59141,226359000.0,-20000.0,2211000.0,44577000.0,11781000.0,216560000.0,27962000.0,-1488000.0,182401000,91725000.0,1490000.0,371466000.0,16537000.0,145107000.0,16537000.0,16537000.0,1204000.0,28790000.0,32308000.0,33828000.0,,17933000.0,-1429000.0,,279741000.0,45000.0,10577000.0,,142733000.0,46890000.0,148573000.0,1811000.0,125000.0,-3704000.0,123451000.0,,147161000.0,142733000.0,14000.0,137343000.0,,58843000.0,8710000.0,,25247000.0,6000.0,-979000.0,1856000.0,,21426000.0,,41210000.0,0.575,1856000.0,5701000.0,,,0.0,2469000.0,5390000.0,,-16117000.0,25122000,73861000.0,-146000.0,4784000.0,6083000.0,1836000.0,,4428000.0,25122000,,,,
2014-06-30,88705000.0,0.719972,201925000.0,704000.0,2197000.0,43206000.0,11962000.0,196992000.0,26808000.0,-2383000.0,188256000,100667000.0,19657000.0,354921000.0,19301000.0,152996000.0,19301000.0,19301000.0,1290000.0,28470000.0,0.0,34865000.0,,17919000.0,-1091000.0,,254254000.0,2989000.0,10672000.0,,118267000.0,44528000.0,153391000.0,-9160000.0,297000.0,619000.0,124304000.0,,121641000.0,118267000.0,13000.0,142733000.0,,65859000.0,10083000.0,,29384000.0,0.0,-9124000.0,-44578000.0,,22688000.0,,41015000.0,0.68,1531000.0,3436000.0,,,-46109000.0,28781000.0,-24466000.0,,7026000.0,29087000,82297000.0,-459000.0,5324000.0,6408000.0,2235000.0,,3374000.0,29087000,,,,
2014-09-30,105463000.0,0.788116,162512000.0,1249000.0,2277000.0,45499000.0,12019000.0,155656000.0,24740000.0,0.0,191944000,117482000.0,32982000.0,316930000.0,19498000.0,154418000.0,19498000.0,19498000.0,1256000.0,26526000.0,0.0,34585000.0,,18092000.0,-639000.0,,199448000.0,1922000.0,10763000.0,,87738000.0,42584000.0,157359000.0,-426000.0,-297000.0,-164000.0,128104000.0,,87738000.0,87738000.0,12000.0,118267000.0,,66310000.0,9460000.0,,28958000.0,5000.0,-3163000.0,-65944000.0,10000000.0,22937000.0,,41482000.0,0.735,609000.0,3374000.0,,,-76553000.0,36145000.0,-30529000.0,,13350000.0,29255000,88912000.0,-244000.0,5183000.0,6551000.0,1858000.0,,0.0,29255000,,,,
2014-12-31,108705000.0,0.864867,190927000.0,-6962000.0,2125000.0,51249000.0,11715000.0,166406000.0,25266000.0,0.0,227870000,120420000.0,30635000.0,350584000.0,21300000.0,159657000.0,21300000.0,21300000.0,1114000.0,25840000.0,3773000.0,37516000.0,12813000.0,17941000.0,-1336000.0,5508000.0,230164000.0,-3854000.0,10601000.0,,111126000.0,45248000.0,190354000.0,-8491000.0,-574000.0,1912000.0,157716000.0,15717000.0,111126000.0,111126000.0,13000.0,87738000.0,,71164000.0,10764000.0,,32064000.0,118000.0,-7155000.0,-4349000.0,,23667000.0,-64372000.0,40952000.0,0.825,10838000.0,0.0,4110000.0,135536000.0,-16157000.0,37790000.0,23388000.0,,21502000.0,32638000,100926000.0,-190000.0,2132000.0,7779000.0,3876000.0,,0.0,32638000,,,,
2015-03-31,110352000.0,0.777332,211468000.0,1300000.0,2337000.0,49875000.0,11389000.0,186086000.0,25332000.0,0.0,219378000,121741000.0,17719000.0,375048000.0,19680000.0,163580000.0,19680000.0,19680000.0,1110000.0,26170000.0,0.0,38364000.0,,18055000.0,-1547000.0,,253307000.0,-5753000.0,10279000.0,,128569000.0,50959000.0,181014000.0,-7389000.0,168000.0,789000.0,151228000.0,,128569000.0,128569000.0,13000.0,111126000.0,,73374000.0,10274000.0,,29954000.0,0.0,-5842000.0,910000.0,,25040000.0,,41250000.0,0.75,910000.0,0.0,,,,23561000.0,17443000.0,,796000.0,29786000,100878000.0,-577000.0,2475000.0,9474000.0,2210000.0,,,29786000,,,,
2015-06-30,112856000.0,0.997882,244815000.0,-2648000.0,2293000.0,52505000.0,11130000.0,211502000.0,25610000.0,0.0,233244000,123986000.0,18670000.0,408510000.0,25416000.0,163695000.0,25416000.0,25416000.0,1062000.0,26450000.0,0.0,40089000.0,,17948000.0,-31000.0,,284524000.0,-3701000.0,10068000.0,,150929000.0,54022000.0,193155000.0,-3967000.0,-86000.0,376000.0,154382000.0,,150929000.0,150929000.0,13000.0,128569000.0,,73939000.0,13271000.0,,38687000.0,7000.0,-3936000.0,4826000.0,,25047000.0,,40763000.0,0.96,4826000.0,0.0,,,,22606000.0,22360000.0,,-2006000.0,38773000,103818000.0,-452000.0,1272000.0,9038000.0,2178000.0,,,38773000,,,,
2015-09-30,114465000.0,0.999951,269824000.0,-1439000.0,2654000.0,52757000.0,11074000.0,237111000.0,25772000.0,0.0,233292000,125539000.0,21660000.0,438928000.0,25609000.0,169104000.0,25609000.0,25609000.0,1044000.0,26634000.0,0.0,41048000.0,,17675000.0,-1000.0,,313389000.0,-8978000.0,10030000.0,,174195000.0,61580000.0,192244000.0,-6509000.0,441000.0,703000.0,154278000.0,,174195000.0,174195000.0,13000.0,150929000.0,,78525000.0,12798000.0,,38407000.0,4000.0,-6690000.0,4003000.0,,25046000.0,,39506000.0,0.96,4003000.0,0.0,,,0.0,28350000.0,23266000.0,,2517000.0,37966000,104967000.0,-964000.0,-1887000.0,9498000.0,2564000.0,,,37966000,,,,
2015-12-31,131412000.0,0.938443,244264000.0,1844000.0,2694000.0,53858000.0,10973000.0,214875000.0,24976000.0,0.0,232585000,142385000.0,29688000.0,423237000.0,23967000.0,178973000.0,23967000.0,23967000.0,1151000.0,26164000.0,4583000.0,40181000.0,6863000.0,17432000.0,-1000.0,4704000.0,280852000.0,-4639000.0,9822000.0,,143210000.0,66119000.0,192404000.0,-7259000.0,404000.0,613000.0,157267000.0,17637000.0,143210000.0,143210000.0,13000.0,174195000.0,,87982000.0,11574000.0,,35541000.0,4000.0,-7261000.0,-58896000.0,,25446000.0,-71030000.0,38269000.0,0.915,2285000.0,0.0,5561000.0,159011000.0,-61181000.0,36949000.0,-30985000.0,,9021000.0,35137000,121369000.0,-579000.0,-3776000.0,10043000.0,4129000.0,,,35137000,,,,
2016-03-31,112750000.0,0.933468,243404000.0,4609000.0,3520000.0,56631000.0,74063000.0,187663000.0,23912000.0,,240449000,186813000.0,4500000.0,431727000.0,22299000.0,188323000.0,22299000.0,22299000.0,1189000.0,25182000.0,0.0,42920000.0,,17460000.0,46000.0,,244914000.0,-392000.0,6874000.0,66000000.0,150501000.0,67554000.0,197529000.0,-8925000.0,-496000.0,-2081000.0,164025000.0,,150501000.0,150501000.0,12000.0,143210000.0,-5000000.0,94606000.0,10709000.0,,33008000.0,202000.0,-8971000.0,1140000.0,,24461000.0,,37984000.0,0.885,-250000.0,49000.0,,,-64610000.0,13471000.0,7291000.0,,-15064000.0,33504000,104758000.0,-1932000.0,-2345000.0,7992000.0,4609000.0,,,33504000,,,,
2016-06-30,127978000.0,1.075927,221861000.0,4812000.0,3234000.0,59764000.0,7759000.0,213425000.0,23984000.0,,258514000,135737000.0,29814000.0,409662000.0,25762000.0,187801000.0,25762000.0,25762000.0,1515000.0,24916000.0,0.0,45970000.0,,17159000.0,393000.0,,273925000.0,-4397000.0,6244000.0,,112398000.0,71332000.0,212544000.0,-4298000.0,219000.0,2161000.0,175095000.0,,112398000.0,112398000.0,12000.0,150501000.0,-67500000.0,94729000.0,11906000.0,,37668000.0,176000.0,-4692000.0,-66000000.0,,23445000.0,,36576000.0,1.035,0.0,,,,0.0,34506000.0,-38103000.0,,648000.0,37449000,117902000.0,49000.0,-3908000.0,10076000.0,4812000.0,,,37449000,,,,
2016-09-30,128434000.0,1.250168,248112000.0,4542000.0,3176000.0,60591000.0,7465000.0,243523000.0,24352000.0,,254219000,135899000.0,21379000.0,443608000.0,30098000.0,195496000.0,30098000.0,30098000.0,1494000.0,25050000.0,0.0,44979000.0,,17138000.0,162000.0,,307709000.0,-3133000.0,5971000.0,,134543000.0,74146000.0,209240000.0,-12220000.0,268000.0,517000.0,173407000.0,,134543000.0,134543000.0,12000.0,112398000.0,0.0,103916000.0,6003000.0,,36101000.0,46000.0,-12384000.0,1200000.0,1200000.0,22908000.0,,36130000.0,1.2,0.0,,,,0.0,33763000.0,22145000.0,,-3702000.0,35833000,116648000.0,-366000.0,-4764000.0,10586000.0,4542000.0,,,35833000,,,,
2016-12-31,138491000.0,0.89369,277861000.0,2579000.0,3552000.0,57208000.0,6864000.0,265405000.0,24485000.0,,252901000,145355000.0,48639000.0,470642000.0,21882000.0,192781000.0,21882000.0,21882000.0,1365000.0,25037000.0,5604000.0,46321000.0,2216000.0,16715000.0,203000.0,4257000.0,325287000.0,6888000.0,5499000.0,,175774000.0,64810000.0,206580000.0,-6440000.0,-61000.0,-1938000.0,174744000.0,21464000.0,175774000.0,175774000.0,24000.0,134543000.0,-1200000.0,101267000.0,9893000.0,,31775000.0,20000.0,-6651000.0,-1200000.0,,22158000.0,-75792000.0,34349000.0,0.87,0.0,,5676000.0,177059000.0,0.0,55290000.0,41231000.0,,28667000.0,31836000,129451000.0,-1451000.0,-11647000.0,9040000.0,2579000.0,,,31836000,,,,
2017-03-31,110862000.0,0.871598,279161000.0,4198000.0,3466000.0,64001000.0,7218000.0,286763000.0,24523000.0,,255323000,118080000.0,-1480000.0,472013000.0,21358000.0,192852000.0,21358000.0,21358000.0,1266000.0,24976000.0,0.0,42654000.0,,16801000.0,107000.0,,353933000.0,-3265000.0,5952000.0,,176320000.0,69680000.0,212669000.0,-3264000.0,482000.0,263000.0,179782000.0,,176320000.0,176320000.0,24000.0,175774000.0,0.0,102035000.0,12011000.0,,33369000.0,10000.0,-3381000.0,0.0,,22422000.0,,34273000.0,0.86,,,,,0.0,1901000.0,546000.0,,-28491000.0,32887000,102023000.0,1380000.0,-8557000.0,8839000.0,4198000.0,,,32887000,,,,
2017-06-30,135374000.0,0.948439,330162000.0,3804000.0,4200000.0,62389000.0,6264000.0,310022000.0,24624000.0,,257063000,141638000.0,50124000.0,524780000.0,23259000.0,194618000.0,23259000.0,23259000.0,1299000.0,25018000.0,0.0,43902000.0,,16966000.0,152000.0,,383142000.0,1662000.0,4965000.0,,229365000.0,68688000.0,213161000.0,-3435000.0,460000.0,-1450000.0,180793000.0,,229365000.0,229365000.0,24000.0,176320000.0,-3500000.0,102534000.0,9569000.0,,32828000.0,11000.0,-3588000.0,0.0,,22588000.0,,34449000.0,0.93,,,,,0.0,53712000.0,53045000.0,,25868000.0,32368000,127930000.0,-3423000.0,-6411000.0,7444000.0,3804000.0,,,32368000,,,,
2017-09-30,121427000.0,0.992608,286452000.0,3709000.0,4131000.0,67263000.0,6412000.0,293921000.0,23946000.0,,261765000,127839000.0,10838000.0,490651000.0,23769000.0,204199000.0,23769000.0,23769000.0,1163000.0,24588000.0,0.0,47135000.0,,17167000.0,0.0,,362812000.0,6159000.0,5249000.0,,191745000.0,63334000.0,214630000.0,-2194000.0,690000.0,1737000.0,183273000.0,,191745000.0,191745000.0,24000.0,229365000.0,0.0,102146000.0,8278000.0,,32047000.0,10000.0,-2199000.0,-50125000.0,,21581000.0,,34728000.0,0.97,-125000.0,,,,-50000000.0,13037000.0,-37620000.0,,-7828000.0,31357000,112137000.0,-10758000.0,-4095000.0,9290000.0,3709000.0,,,31357000,,,,
2017-12-31,141183000.0,-0.243548,340159000.0,3771000.0,4313000.0,71441000.0,14876000.0,288070000.0,24024000.0,,273114000,156059000.0,51081000.0,519269000.0,-5851000.0,179110000.0,-5851000.0,-5851000.0,1146000.0,24024000.0,5327000.0,45713000.0,109000.0,17417000.0,37000.0,,363210000.0,1498000.0,13730000.0,,247131000.0,62918000.0,227401000.0,-4009000.0,504000.0,2493000.0,191509000.0,16999000.0,247131000.0,247131000.0,24000.0,191745000.0,0.0,102847000.0,42247000.0,,36396000.0,15000.0,-4052000.0,-191000.0,,20833000.0,-86202000.0,35154000.0,-0.243548,-191000.0,,12283000.0,189049000.0,0.0,55133000.0,55386000.0,,18049000.0,35892000,129396000.0,32107000.0,-1426000.0,11787000.0,3771000.0,,,35892000,,,,
2018-03-31,126368000.0,1.201129,366126000.0,,4531000.0,70132000.0,18599000.0,315672000.0,24099000.0,,291998000,144967000.0,16570000.0,545945000.0,28946000.0,179819000.0,28946000.0,28946000.0,1124000.0,24273000.0,,49375000.0,,17797000.0,301000.0,,400978000.0,-4469000.0,17475000.0,,269709000.0,68128000.0,242623000.0,-2612000.0,862000.0,649000.0,199494000.0,,266197000.0,266197000.0,24000.0,250535000.0,,101357000.0,15045000.0,,43991000.0,10000.0,-2948000.0,-3251000.0,,21598000.0,,35969000.0,1.19,-308000.0,,,,-2943000.0,19518000.0,19174000.0,,-22648000.0,43129000,113687000.0,3102000.0,5848000.0,12681000.0,3805000.0,,,43129000,,,,
2018-06-30,136750000.0,1.399959,404659000.0,,4154000.0,67537000.0,9253000.0,349579000.0,24220000.0,,301460000,146003000.0,33987000.0,575284000.0,33907000.0,170625000.0,33907000.0,33907000.0,1128000.0,24841000.0,,49991000.0,,17224000.0,4459000.0,,429281000.0,-8974000.0,8125000.0,,259456000.0,74123000.0,251469000.0,-40577000.0,388000.0,-103000.0,200327000.0,,298759000.0,256326000.0,24000.0,269709000.0,,96845000.0,17623000.0,,51530000.0,9000.0,-3688000.0,855000.0,,19136000.0,,33811000.0,1.36,855000.0,,,,0.0,37675000.0,-10253000.0,,5419000.0,51142000,124371000.0,-8395000.0,-3864000.0,12379000.0,3253000.0,,42433000.0,51142000,,,,
2018-09-30,152886000.0,1.282592,434762000.0,,4049000.0,69112000.0,10906000.0,362250000.0,24201000.0,-39240000.0,296767000,163792000.0,52274000.0,599381000.0,31040000.0,164619000.0,31040000.0,31040000.0,1058000.0,25001000.0,,51877000.0,,16829000.0,41000.0,,435589000.0,-8495000.0,9848000.0,,242771000.0,81110000.0,244890000.0,-41425000.0,1012000.0,2309000.0,199376000.0,,321424000.0,239751000.0,24000.0,259456000.0,0.0,93555000.0,15486000.0,,46526000.0,8000.0,-2226000.0,-22663000.0,,18247000.0,,32217000.0,1.24,-16000.0,0.0,,,-22647000.0,54500000.0,-16685000.0,,13647000.0,45514000,138419000.0,1769000.0,-9901000.0,14467000.0,3968000.0,,81673000.0,45514000,,,,
2018-12-31,148686000.0,1.371876,392335000.0,,4109000.0,68278000.0,14631000.0,329501000.0,23567000.0,-4723000.0,299023000,163317000.0,37855000.0,554463000.0,32331000.0,162128000.0,32331000.0,32331000.0,1264000.0,24455000.0,7162000.0,49467000.0,,16815000.0,48000.0,,391146000.0,-1163000.0,13367000.0,,217234000.0,81948000.0,249556000.0,15611000.0,895000.0,-4575000.0,200988000.0,15055000.0,277865000.0,214326000.0,24000.0,242771000.0,0.0,92025000.0,17132000.0,,49463000.0,9000.0,-2571000.0,-80218000.0,,18129000.0,-95561000.0,31811000.0,1.32,-433000.0,22857000.0,6706000.0,187586000.0,-79785000.0,40426000.0,-25537000.0,,-4167000.0,48568000,138739000.0,4223000.0,-10387000.0,9947000.0,3929000.0,,63539000.0,48568000,,,,
2019-03-31,129992000.0,1.035869,370179000.0,,5889000.0,69555000.0,30374000.0,329001000.0,23335000.0,-1660000.0,272990000,160366000.0,2944000.0,551583000.0,24172000.0,181404000.0,24172000.0,24172000.0,12867000.0,23927000.0,,45901000.0,,17073000.0,55000.0,,391217000.0,-3630000.0,17507000.0,,228021000.0,86465000.0,227089000.0,32509000.0,1290000.0,1750000.0,192085000.0,,251895000.0,225041000.0,23000.0,217234000.0,-5000000.0,91994000.0,12122000.0,,36294000.0,12000.0,-2577000.0,-31413000.0,,36861000.0,,32227000.0,1.01,-1413000.0,36685000.0,,116740000.0,-30000000.0,5521000.0,10787000.0,,-31443000.0,35004000,118292000.0,3048000.0,-6907000.0,11700000.0,3832000.0,,26854000.0,35004000,,,,
2019-06-30,128759000.0,0.930287,348783000.0,,5742000.0,66854000.0,19486000.0,327544000.0,22980000.0,0.0,256016000,148245000.0,10605000.0,532401000.0,21378000.0,183618000.0,21378000.0,21378000.0,13699000.0,23370000.0,,46494000.0,,16829000.0,37000.0,,384156000.0,-2396000.0,5787000.0,,234265000.0,88127000.0,209522000.0,21275000.0,1355000.0,-371000.0,178365000.0,,234352000.0,231353000.0,23000.0,228021000.0,0.0,92637000.0,11134000.0,,32512000.0,10000.0,-4553000.0,-27858000.0,,37550000.0,,31129000.0,0.91,-235000.0,25791000.0,,117962000.0,-27623000.0,15158000.0,6244000.0,,-2964000.0,31157000,117065000.0,-13770000.0,-12257000.0,11694000.0,4769000.0,,2999000.0,31157000,,,,
2019-09-30,129646000.0,1.119782,282978000.0,,5651000.0,66262000.0,19109000.0,275392000.0,21631000.0,0.0,260598000,148755000.0,46072000.0,463041000.0,24222000.0,180063000.0,24222000.0,24222000.0,13676000.0,22223000.0,,47819000.0,,16456000.0,53000.0,,314286000.0,9887000.0,5433000.0,,185556000.0,76141000.0,212779000.0,-1185000.0,430000.0,-2627000.0,177321000.0,,182748000.0,182748000.0,22000.0,234265000.0,0.0,91515000.0,11666000.0,,35888000.0,22000.0,-4242000.0,-92476000.0,,37158000.0,,29667000.0,1.09,-99000.0,2999000.0,,116949000.0,-92377000.0,50314000.0,-48709000.0,,16259000.0,35458000,121041000.0,88000.0,-18021000.0,8605000.0,4083000.0,,0.0,35458000,,,,
