date,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyEndCashPosition,quarterlyInventory,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyDilutedEPS,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,quarterlyCashDividendsPaid
1999-06-30,8200000.0,0.0425,17200000.0,,1100000.0,22100000.0,500000.0,23800000.0,51764706.0,,32500000,8700000.0,1500000.0,40100000.0,2200000.0,22900000.0,2200000.0,2200000.0,-100000.0,51764706.0,3900000.0,5200000.0,,,500000.0,,31400000.0,900000.0,600000.0,,2200000.0,9800000.0,27300000.0,-1100000.0,-100000.0,,23500000.0,,2200000.0,2200000.0,8500000.0,0.0,,22900000.0,1400000.0,,3600000.0,,-1600000.0,-3300000.0,,0.0,-7900000.0,,0.0425,,,,30800000.0,,3100000.0,-1200000.0,300000.0,-100000.0,3800000,5300000.0,,-800000.0,2900000.0,,,,4900000,,,,
1999-09-30,20200000.0,-0.015,17800000.0,,1200000.0,22700000.0,8600000.0,7800000.0,51764706.0,,32400000,28800000.0,3300000.0,39300000.0,-800000.0,21500000.0,-800000.0,-800000.0,0.0,53333333.0,5100000.0,5100000.0,,,-100000.0,,10500000.0,-100000.0,600000.0,8000000.0,1500000.0,10200000.0,27300000.0,-1000000.0,-4300000.0,,24200000.0,,1500000.0,1500000.0,2800000.0,2200000.0,,21000000.0,-400000.0,,-1200000.0,,-1000000.0,-4100000.0,6400000.0,500000.0,-8100000.0,,-0.015,4900000.0,,,29100000.0,,4300000.0,-700000.0,300000.0,700000.0,3100000,10000000.0,-800000.0,-100000.0,3800000.0,,100000.0,,4300000,,,,
1999-12-31,16300000.0,,15000000.0,,1100000.0,22500000.0,7600000.0,10100000.0,,,33200000,23900000.0,4000000.0,36800000.0,2300000.0,21800000.0,2300000.0,2300000.0,100000.0,,2900000.0,5400000.0,,,0.0,,12900000.0,,,7500000.0,1400000.0,9900000.0,27800000.0,-1600000.0,0.0,,24000000.0,,1400000.0,1400000.0,2900000.0,1500000.0,,21500000.0,1400000.0,,3700000.0,,-1500000.0,-3600000.0,4800000.0,300000.0,-9200000.0,,,-1400000.0,,,30700000.0,-100000.0,5500000.0,-100000.0,400000.0,800000.0,3800000,7400000.0,100000.0,,4100000.0,,0.0,,4900000,,,,
2000-03-31,19506000.0,0.035,17463000.0,,1140000.0,21196000.0,7002000.0,9913000.0,40192000.0,,30536000,26508000.0,364000.0,38736000.0,1362000.0,21273000.0,1362000.0,1362000.0,0.0,40848000.0,3097000.0,5275000.0,,,0.0,,12228000.0,-484000.0,2000.0,7000000.0,2393000.0,10716000.0,25261000.0,-756000.0,-2000.0,,22765000.0,,2393000.0,2393000.0,2459000.0,1411000.0,,21079000.0,909000.0,,2271000.0,242000.0,-780000.0,607000.0,7862000.0,194000.0,-10219000.0,,0.0325,0.0,,,31298000.0,-1945000.0,1144000.0,982000.0,429000.0,-416000.0,2496000,8213000.0,-158000.0,-144000.0,3431000.0,,,,3636000,,,,
2000-06-30,20271000.0,0.01,21498000.0,,979000.0,20690000.0,6599000.0,9491000.0,38932000.0,,30112000,26870000.0,-870000.0,38644000.0,416000.0,17146000.0,416000.0,416000.0,0.0,39388000.0,2811000.0,7133000.0,,,5000.0,,11774000.0,-1775000.0,99000.0,6500000.0,3956000.0,11924000.0,22979000.0,1160000.0,43000.0,,22033000.0,,3956000.0,3956000.0,10000.0,2393000.0,,16953000.0,277000.0,,693000.0,328000.0,-1593000.0,-228000.0,9107000.0,193000.0,-10733000.0,,0.01,0.0,,,27686000.0,-1044000.0,723000.0,1563000.0,364000.0,-2048000.0,946000,5796000.0,630000.0,-66000.0,5368000.0,,,,1925000,,,,
2000-09-30,20810000.0,0.0125,22027000.0,,1018000.0,19204000.0,6669000.0,9980000.0,38732000.0,,28911000,27479000.0,-1854000.0,39814000.0,488000.0,17787000.0,488000.0,488000.0,0.0,39084000.0,2127000.0,7100000.0,,,0.0,,12335000.0,-1317000.0,669000.0,6000000.0,4012000.0,12862000.0,21811000.0,-1639000.0,-206000.0,,20533000.0,,4012000.0,4012000.0,10000.0,3956000.0,,17437000.0,325000.0,,813000.0,300000.0,-1575000.0,2105000.0,11710000.0,350000.0,-11673000.0,,0.0125,0.0,,,29110000.0,0.0,-279000.0,56000.0,311000.0,-2592000.0,1278000,4618000.0,626000.0,6000.0,4482000.0,,-1000.0,,2296000,,,,
2000-12-31,14619000.0,,16927000.0,,1049000.0,18880000.0,8000000.0,10581000.0,,,33621000,22619000.0,1163000.0,35492000.0,601000.0,18565000.0,601000.0,601000.0,0.0,,2785000.0,12650000.0,,,0.0,,12873000.0,1620000.0,,8000000.0,2900000.0,10880000.0,20971000.0,-1251000.0,546000.0,,20236000.0,,2900000.0,2900000.0,10000.0,4012000.0,,17614000.0,400000.0,,1001000.0,326000.0,-1317000.0,-2542000.0,7169000.0,951000.0,-12681000.0,,,0.0,,,30295000.0,0.0,2480000.0,-1112000.0,307000.0,1190000.0,735000,4098000.0,-498000.0,-82000.0,3352000.0,,0.0,,1784000,,,,
2001-03-31,13686000.0,0.0125,14024000.0,,1007000.0,18077000.0,7500000.0,11052000.0,38732000.0,,27614000,21186000.0,2550000.0,34217000.0,471000.0,20193000.0,471000.0,471000.0,0.0,38932000.0,0.0,6975000.0,,,0.0,184000.0,13031000.0,743000.0,,7500000.0,2460000.0,9668000.0,20639000.0,-2712000.0,-290000.0,,18362000.0,,2460000.0,2460000.0,10000.0,2900000.0,,19247000.0,283000.0,,754000.0,261000.0,-2712000.0,-2653000.0,5016000.0,850000.0,-13377000.0,,0.0125,0.0,,,32624000.0,,5262000.0,-440000.0,285000.0,3607000.0,2277000,5159000.0,-15000.0,-395000.0,3511000.0,,,,3284000,,,,
2001-06-30,17194000.0,0.0125,16750000.0,,947000.0,19108000.0,7000000.0,11546000.0,38732000.0,,28606000,24194000.0,-1375000.0,37881000.0,494000.0,21131000.0,494000.0,494000.0,0.0,38876000.0,0.0,8354000.0,1217000.0,,0.0,308000.0,13687000.0,-859000.0,,7000000.0,3165000.0,10461000.0,20252000.0,-1865000.0,82000.0,,19374000.0,459000.0,3165000.0,3165000.0,10000.0,2460000.0,,20174000.0,296000.0,,790000.0,206000.0,-2292000.0,1643000.0,7158000.0,861000.0,-13267000.0,,0.0125,0.0,,,33441000.0,,917000.0,705000.0,266000.0,-836000.0,878000,3974000.0,37000.0,-233000.0,4386000.0,,,,1825000,,,,
2001-09-30,17614000.0,0.015,16841000.0,,1047000.0,19725000.0,6500000.0,12106000.0,38728000.0,,29341000,24114000.0,1186000.0,38267000.0,586000.0,21426000.0,586000.0,586000.0,0.0,38832000.0,922000.0,8232000.0,5701000.0,,0.0,675000.0,14153000.0,-89000.0,,6500000.0,4105000.0,10274000.0,21109000.0,-1367000.0,-23000.0,,20001000.0,,4105000.0,4105000.0,10000.0,3165000.0,,20500000.0,352000.0,,938000.0,186000.0,-1408000.0,-383000.0,7308000.0,891000.0,-14173000.0,,0.015,-31000.0,,,34673000.0,,2594000.0,940000.0,276000.0,242000.0,1108000,0.0,609000.0,-322000.0,4605000.0,,,,2155000,,,,
2001-12-31,13839000.0,,14189000.0,,1115000.0,19288000.0,6988000.0,12752000.0,,,28719000,20827000.0,988000.0,35354000.0,648000.0,21165000.0,648000.0,648000.0,0.0,,0.0,8234000.0,,,0.0,,14527000.0,390000.0,988000.0,6000000.0,2465000.0,9533000.0,20485000.0,-605000.0,204000.0,,19541000.0,,2465000.0,2465000.0,10000.0,4105000.0,,19489000.0,378000.0,,1026000.0,146000.0,-190000.0,-1711000.0,6098000.0,1676000.0,-15055000.0,,,0.0,,,34544000.0,-2000.0,1178000.0,-1640000.0,253000.0,-1234000.0,944000,5114000.0,331000.0,-594000.0,2627000.0,,,,2059000,,,,
2002-03-31,14381000.0,0.03,15546000.0,,1059000.0,18785000.0,5899000.0,13869000.0,38656000.0,,28622000,20280000.0,2842000.0,35992000.0,1117000.0,20446000.0,1117000.0,1117000.0,0.0,38684000.0,0.0,7711000.0,,,0.0,,15712000.0,-406000.0,756000.0,5143000.0,3269000.0,9554000.0,20911000.0,-378000.0,-12000.0,,18984000.0,,3269000.0,3269000.0,10000.0,2465000.0,,18792000.0,714000.0,,1831000.0,100000.0,-386000.0,-2023000.0,4932000.0,1654000.0,-16054000.0,,0.03,0.0,,,34846000.0,,3228000.0,804000.0,199000.0,1034000.0,1927000,7077000.0,-426000.0,-526000.0,2372000.0,,,,2986000,,,,
2002-06-30,14292000.0,0.045,16377000.0,,1036000.0,20765000.0,5030000.0,14871000.0,38392000.0,,32068000,19322000.0,3197000.0,36480000.0,1738000.0,20103000.0,1738000.0,1738000.0,0.0,42508000.0,0.0,8359000.0,,,0.0,,17158000.0,279000.0,744000.0,4286000.0,4472000.0,8984000.0,23709000.0,-436000.0,105000.0,,21005000.0,,4472000.0,4472000.0,10000.0,3269000.0,,18301000.0,1000000.0,,2738000.0,92000.0,-451000.0,-2927000.0,3617000.0,1802000.0,-17028000.0,,0.04,-755000.0,,,35329000.0,,3648000.0,1203000.0,240000.0,639000.0,2704000,7643000.0,-238000.0,-63000.0,3032000.0,,,,3740000,,,,
2002-09-30,15793000.0,0.0625,17538000.0,,1021000.0,22528000.0,4031000.0,15254000.0,37292000.0,,34787000,19824000.0,4413000.0,37028000.0,2343000.0,19490000.0,2343000.0,2343000.0,0.0,42432000.0,0.0,8430000.0,2486000.0,,0.0,,17204000.0,-85000.0,602000.0,3429000.0,6274000.0,8822000.0,26357000.0,-490000.0,-94000.0,,22788000.0,973000.0,6274000.0,6274000.0,9000.0,4472000.0,,17735000.0,1085000.0,,3428000.0,71000.0,-504000.0,-2344000.0,4204000.0,1755000.0,-17905000.0,,0.055,0.0,,,35640000.0,-2203000.0,4917000.0,1802000.0,260000.0,1602000.0,3569000,5127000.0,-186000.0,-286000.0,3003000.0,,129000.0,,4590000,,,,
2002-12-31,17679000.0,,18907000.0,,1021000.0,24478000.0,3341000.0,14520000.0,,,38299000,21020000.0,2525000.0,39113000.0,3305000.0,20206000.0,3305000.0,3305000.0,0.0,,0.0,8892000.0,2883000.0,,0.0,,18093000.0,-512000.0,695000.0,2646000.0,6686000.0,9119000.0,29407000.0,-1617000.0,12000.0,,24814000.0,973000.0,6686000.0,6686000.0,9000.0,6274000.0,,18405000.0,1270000.0,,4575000.0,63000.0,-1625000.0,-2618000.0,6358000.0,1801000.0,-18618000.0,,,0.0,,,37023000.0,-4828000.0,4150000.0,412000.0,336000.0,-420000.0,4593000,4799000.0,-213000.0,-111000.0,2666000.0,,933000.0,,5614000,,,,
2003-03-31,12646000.0,0.095,17193000.0,,915000.0,25669000.0,725000.0,18095000.0,37248000.0,,40864000,13371000.0,6159000.0,37714000.0,3575000.0,20521000.0,3575000.0,3575000.0,,42096000.0,0.0,9220000.0,,,0.0,,24343000.0,204000.0,,,5485000.0,8607000.0,31644000.0,-945000.0,61000.0,,26003000.0,,5485000.0,5485000.0,9000.0,6686000.0,,18478000.0,2100000.0,,5675000.0,47000.0,-980000.0,-7539000.0,17000.0,2043000.0,-19530000.0,,0.085,0.0,,,38008000.0,,7139000.0,-1201000.0,334000.0,2196000.0,5641000,9673000.0,-4000.0,146000.0,2956000.0,,1378000.0,,6556000,,,,
2003-06-30,16109000.0,0.115,27043000.0,,924000.0,29236000.0,633000.0,21550000.0,38176000.0,,47157000,16742000.0,8775000.0,47842000.0,4349000.0,20799000.0,4349000.0,4349000.0,,42900000.0,0.0,10417000.0,,,0.0,,31100000.0,-1301000.0,,,13964000.0,9449000.0,36740000.0,-1130000.0,-248000.0,,29609000.0,1168000.0,13964000.0,13964000.0,10000.0,5485000.0,,18730000.0,2554000.0,,6903000.0,1000.0,-1135000.0,-281000.0,,2069000.0,-20581000.0,,0.1025,0.0,,,39311000.0,,9910000.0,8479000.0,373000.0,4184000.0,7131000,10485000.0,-253000.0,781000.0,4456000.0,,954000.0,,8055000,,,,
