date,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyChangeInInventory,quarterlyGoodwill
2006-03-31,-209795000.0,,,,,719828000.0,-0.03,5566000,-1587000,1512329000.0,15067000.0,,,10000000,,-33832000.0,-2568000.0,19789000.0,,-1626000.0,,-1587000,763433000.0,-1587000,,39118000,-16624000.0,-217463000.0,,686601000.0,201098000.0,-1947000.0,2402000.0,19789000.0,-0.03,-945000.0,,,,57257000.0,20000.0,572000.0,19789000.0,,-219885000.0,9010000,1465000.0,48128000,,,-4515000.0,,10090000.0,26064000.0,,-181309000.0,,57257000.0,,,-109492000.0,,1459183000.0,,24077000,1125000.0,,,,,,,,,,,
2006-06-30,-26462000.0,,,,,773423000.0,0.0,4405000,-30000,1551179000.0,16181000.0,,,11424000,,-57179000.0,2647000.0,13479000.0,,-102000.0,,-30000,820342000.0,-30000,,41105000,-16652000.0,-48203000.0,,670078000.0,19789000.0,1597000.0,-268110000.0,13479000.0,0.0,-34617000.0,,,,57325000.0,,572000.0,13479000.0,88000000.0,-46811000.0,11335000,-8000.0,52440000,10235000.0,,4244000.0,,20349000.0,21544000.0,,-6310000.0,,57325000.0,,,-126181000.0,,1504919000.0,,27516000,-46000.0,,,,,,,,,,,
2006-09-30,-58310000.0,,,,,864297000.0,-0.03,7362000,-1941000,1624765000.0,17068000.0,,,12009000,,86488000.0,2708000.0,15900000.0,,-320000.0,,-1941000,915993000.0,-1941000,,45760000,-16658000.0,-75421000.0,,649810000.0,13479000.0,-1532000.0,-75421000.0,15900000.0,-0.03,-5163000.0,,,,57351000.0,,573000.0,15900000.0,,-76103000.0,10646000,882000.0,56406000,10365000.0,,1176000.0,,17793000.0,60049000.0,,2421000.0,,57351000.0,,,-147802000.0,,1577971000.0,,27714000,665000.0,,,,,,,,,,,
2006-12-31,9368000.0,,,,,879766000.0,,4955000,-5818000,1615339000.0,18411000.0,,,13139000,0.0,-68078000.0,1935000.0,19716000.0,,-63000.0,,-5818000,930948000.0,-5818000,,47321000,49934000.0,93040000.0,,627493000.0,15900000.0,1532000.0,347678000.0,19716000.0,,-396323000.0,,,,,,573000.0,19716000.0,,-6967000.0,7784000,646000.0,55105000,9740000.0,,3467000.0,1771864000.0,16335000.0,-3360000.0,-205049000.0,106015000.0,,,,,-167712000.0,,1566815000.0,,26195000,275000.0,,,,,,,,,,,
2007-03-31,-9411000.0,,,,,894423000.0,-0.06,5989000,-3358000,1607435000.0,17212000.0,0.0,,13271000,,-1570000.0,-2260000.0,5649000.0,,-6000.0,,-3358000,944670000.0,-3358000,,46032000,-16627000.0,-23737000.0,,607756000.0,19716000.0,348000.0,-1382000.0,5649000.0,-0.06,-6577000.0,,,,57421000.0,0.0,574000.0,5649000.0,,-22355000.0,9500000,0.0,55532000,10429000.0,,-768000.0,1794139000.0,12944000.0,-3274000.0,-221752000.0,-14067000.0,,57421000.0,,,-187719000.0,,1572387000.0,,26712000,-142000.0,,,,,,,,,,,
2007-06-30,8464000.0,,,,,891046000.0,0.0,5766000,295000,1587558000.0,17100000.0,0.0,,13400000,,-18446000.0,2011000.0,3443000.0,,,,-1669000,942155000.0,295000,,44817000,-16746000.0,7656000.0,,592482000.0,5649000.0,-4999000.0,-1357000.0,3443000.0,0.0,-18282000.0,,,,57438000.0,0.0,575000.0,3443000.0,107500000.0,-3148000.0,11491000,0.0,56308000,10437000.0,,-4132000.0,1784051000.0,11612000.0,-21474000.0,-235193000.0,-2206000.0,,57438000.0,,,-204169000.0,,1548858000.0,,28591000,478000.0,,,,,,,,,,,
2007-09-30,-105042000.0,,,,,971794000.0,-0.07,5291000,-4130000,1698729000.0,17316000.0,0.0,,13666000,,15514000.0,4167000.0,5903000.0,,-1316000.0,,-4130000,1075901000.0,-4130000,,47477000,-16680000.0,-128607000.0,,572379000.0,3443000.0,2219000.0,-2584000.0,5903000.0,-0.07,-11692000.0,,,-427000.0,57537000.0,0.0,576000.0,5903000.0,,-126023000.0,10829000,0.0,58306000,10229000.0,,6386000.0,1904179000.0,20981000.0,110086000.0,-251752000.0,2460000.0,,57537000.0,,,-225032000.0,,1652427000.0,,28145000,1409000.0,,,,,,,,,,,
2007-12-31,120849000.0,,,,,1027501000.0,,4893000,-5877000,1687831000.0,20590000.0,0.0,,14710000,,-1473000.0,3088000.0,4517000.0,,,,-6225000,1083230000.0,-5877000,,52590000,-16763000.0,-8888000.0,,555619000.0,5903000.0,-324000.0,-118174000.0,4517000.0,,-23750000.0,,,-1664000.0,,0.0,576000.0,4517000.0,,103512000.0,6827000,0.0,59417000,10148000.0,,2764000.0,1916396000.0,17337000.0,-9835000.0,-269278000.0,-1386000.0,,,,,-241233000.0,,1647118000.0,,27417000,49000.0,,,,,,,,,,,
2008-03-31,-6420000.0,,25389000.0,,,1042053000.0,-0.07,5495000,-3984000,1681755000.0,20466000.0,,,13826000,,-914000.0,-7310000.0,5625000.0,34674000.0,,,-4545000,1093513000.0,-3984000,,25445000,-10386000.0,-14001000.0,,540472000.0,4517000.0,2758000.0,-272000.0,5625000.0,-0.07,-45326000.0,,,-3209000.0,57593000.0,,576000.0,5625000.0,47444000.0,-18155000.0,9229000,,60063000,11044000.0,,-4552000.0,1929658000.0,11735000.0,3374000.0,-285945000.0,1108000.0,,57593000.0,,,-255629000.0,,1643713000.0,,29695000,376000.0,,,,,,,,,,,
2008-06-30,35310000.0,,,,,,0.01,6469000,263000,1657425000.0,20661000.0,,,13451000,,-2222000.0,2154000.0,651000.0,,71000.0,,-4748000,1076912000.0,263000,,52214000,-10413000.0,5180000.0,,533389000.0,5625000.0,-1328000.0,-24722000.0,651000.0,0.01,,,,-713000.0,57620000.0,,576000.0,651000.0,,,8193000,,60407000,10908000.0,28098000.0,77000.0,1925616000.0,17155000.0,-27309000.0,-302356000.0,-4974000.0,,57620000.0,,,-265774000.0,,1623260000.0,,28854000,-4419000.0,,,,,,,,,,,
2008-09-30,24315000.0,,,,,,0.07,5849000,4020000,1623022000.0,20270000.0,,,12786000,,-32684000.0,,2540000.0,,-13223000.0,,-3224000,1047727000.0,4020000,,38253000,-13152000.0,23410000.0,,528614000.0,651000.0,,-3623000.0,2540000.0,0.07,,,,165000.0,57635000.0,,576000.0,2540000.0,,,22467000,,60720000,10460000.0,,4481000.0,1893869000.0,24315000.0,-45836000.0,-312259000.0,1889000.0,,57635000.0,,,-272166000.0,,1581610000.0,,42737000,-4457000.0,,,,,,,,,,,
2008-12-31,13807000.0,,,,,805504000.0,,7151000,2490000,1597659000.0,18735000.0,,,14366000,,-14970000.0,,3744000.0,,-13017000.0,,-3887000,1028705000.0,2490000,9725000.0,35264000,-7670000.0,12588000.0,,522928000.0,2540000.0,,29665000.0,3744000.0,,,,,-7553000.0,,,576000.0,3744000.0,172000000.0,,23190000,,58454000,,,1216000.0,1888123000.0,13807000.0,-25191000.0,-328165000.0,1204000.0,,,,,-271124000.0,,1559958000.0,,41925000,8364000.0,,,,,,,,,,,
2009-03-31,11289000.0,976238000.0,0.0,1557232000.0,17821000.0,965880000.0,-0.03,29931000,-2109000,1575053000.0,19219000.0,,458000.0,11836000,,0.0,,1577000.0,57676000.0,-12000.0,8599000.0,-2795000,1007747000.0,-2109000,,48667000,-1572000.0,-376000.0,,521473000.0,3744000.0,,-27000.0,1577000.0,-0.03,-18008000.0,0.0,,-6302000.0,57687000.0,,577000.0,1577000.0,,,9009000,,57676000,9900000.0,,-5886000.0,1882654000.0,11289000.0,-13080000.0,-337605000.0,-2167000.0,0.0,57687000.0,31509000.0,-3201000.0,-274689000.0,,1545049000.0,,28228000,-116000.0,858000.0,,,,,,,,,,
2009-06-30,15873000.0,953585000.0,26002000.0,1542257000.0,20455000.0,943629000.0,-0.05,5626000,-2844000,1562712000.0,19284000.0,,472000.0,12018000,,7287000.0,,1657000.0,31010000.0,-1000.0,11780000.0,-5280000,987427000.0,-2844000,,24326000,-1582000.0,636000.0,,529636000.0,1577000.0,,-2554000.0,1657000.0,-0.05,-77034000.0,0.0,,-4165000.0,58165000.0,,601000.0,1657000.0,,,6684000,,57012000,9484000.0,,1058000.0,1869114000.0,15873000.0,-16429000.0,-344029000.0,80000.0,0.0,58165000.0,33842000.0,-5138000.0,-279047000.0,,1525085000.0,,25968000,-117000.0,856000.0,,,,,,,,,,
2009-09-30,19820000.0,774175000.0,23153000.0,1490032000.0,77491000.0,728118000.0,0.09,5556000,6818000,1567523000.0,19186000.0,,46057000.0,12497000,,-745000.0,,60967000.0,31706000.0,0.0,37995000.0,-4091000,824795000.0,6818000,8653000.0,23450000,-1882000.0,96192000.0,,698000000.0,1657000.0,,2274000.0,60967000.0,0.09,-236742000.0,0.0,,-2480000.0,75248000.0,,923000.0,60967000.0,,,8256000,161321000.0,54859000,8653000.0,,3281000.0,1784520000.0,19820000.0,-56702000.0,-338407000.0,59310000.0,614000.0,75248000.0,50620000.0,-4803000.0,-274554000.0,,1446113000.0,,26150000,-115000.0,875000.0,,,,,,,,,,
2009-12-31,15232000.0,245394000.0,22154000.0,1430533000.0,168337000.0,200000000.0,,5911000,-2802000,1598870000.0,18219000.0,,45394000.0,11257000,,165197000.0,,102768000.0,30777000.0,-20000.0,0.0,-3276000,859540000.0,-2802000,8449000.0,23208000,-1700000.0,2400000.0,,695309000.0,60967000.0,,143000.0,102768000.0,,-202346000.0,29076000.0,,-874000.0,,,927000.0,102768000.0,569026000.0,,7569000,,52931000,,,-609000.0,1774542000.0,15232000.0,24169000.0,-344009000.0,41801000.0,456000.0,,614146000.0,-4740000.0,-279670000.0,,1430533000.0,,25788000,-115000.0,807000.0,,,,,,,,,,
2010-03-31,10884000.0,728868000.0,22973000.0,1446931000.0,55045000.0,683324000.0,-0.04,5868000,-3475000,1501976000.0,17917000.0,,45544000.0,11590000,,-1161000.0,,41524000.0,30150000.0,-41000.0,10016000.0,-3192000,768081000.0,-3475000,9008000.0,22246000,-3585000.0,17828000.0,,690531000.0,102768000.0,,20440000.0,41524000.0,-0.04,-85390000.0,0.0,,-1056000.0,92834000.0,,929000.0,41524000.0,,,7904000,,53123000,,,-4767000.0,1743312000.0,10884000.0,-89956000.0,-326935000.0,-61244000.0,0.0,92834000.0,39213000.0,-2612000.0,-285487000.0,,1416377000.0,,24282000,-113000.0,1039000.0,,,,,,,,,,
2010-06-30,16554000.0,711013000.0,24421000.0,1439196000.0,45838000.0,665854000.0,-0.05,6844000,-4521000,1485034000.0,17963000.0,,45159000.0,11245000,,-74000.0,,31877000.0,30336000.0,-335000.0,19257000.0,-4389000,757780000.0,-4521000,8932000.0,23207000,-3640000.0,-5496000.0,,684687000.0,41524000.0,,1836000.0,31877000.0,-0.05,-17363000.0,0.0,,-1104000.0,92925000.0,,930000.0,31877000.0,,,7129000,,54757000,,,2359000.0,1739617000.0,16554000.0,-20705000.0,-336392000.0,-9647000.0,0.0,92925000.0,46767000.0,-7332000.0,-292350000.0,,1403225000.0,,25092000,-74000.0,695000.0,,,,,,,,,,
2010-09-30,23509000.0,700579000.0,24602000.0,1458463000.0,38731000.0,656174000.0,-0.02,6597000,-1480000,1497194000.0,17156000.0,,44405000.0,11207000,,-2448000.0,,23203000.0,32410000.0,-232000.0,21801000.0,-1164000,752633000.0,-1480000,8893000.0,22154000,-3588000.0,-36404000.0,,702699000.0,31877000.0,,-1311000.0,23203000.0,-0.02,-9823000.0,0.0,,-924000.0,93724000.0,,954000.0,23203000.0,,,10256000,20067000.0,57012000,,,6580000.0,1745625000.0,23509000.0,4221000.0,-326314000.0,-8674000.0,0.0,93724000.0,52054000.0,-35093000.0,-296225000.0,,1419311000.0,,27412000,-64000.0,952000.0,,,,,,,,,,
2010-12-31,-83871000.0,669964000.0,21775000.0,1462678000.0,16141000.0,615457000.0,,6098000,2083000,1478819000.0,17814000.0,,45634000.0,10215000,,-5083000.0,,5891000.0,30370000.0,-387000.0,18576000.0,-1012000,713411000.0,2083000,,20785000,1406000.0,-20711000.0,,724216000.0,23203000.0,,1389000.0,5891000.0,,-135629000.0,0.0,,-1121000.0,,,986000.0,5891000.0,,,9585000,27135000.0,52145000,8873000.0,36172000.0,1381000.0,1743021000.0,20570000.0,-17171000.0,-314530000.0,-17312000.0,0.0,,43447000.0,,-302601000.0,,1428491000.0,,27026000,-176000.0,955000.0,,,,,,,,,,
2011-03-31,7204000.0,632810000.0,25610000.0,1462006000.0,13701000.0,623041000.0,0.0,6031000,-117000,1475707000.0,17208000.0,,497000.0,9749000,,-1448000.0,,4089000.0,31931000.0,-112000.0,17860000.0,476000,672206000.0,-117000,,21603000,-6940000.0,-8170000.0,,713001000.0,5891000.0,,-127000.0,4089000.0,0.0,-18088000.0,0.0,,-888000.0,98769000.0,,988000.0,4089000.0,,-8043000.0,10328000,,57541000,9272000.0,32104000.0,-3000000.0,1737681000.0,15247000.0,-8879000.0,-307569000.0,-1802000.0,0.0,98769000.0,39396000.0,,-314693000.0,476000.0,1430112000.0,,27433000,563000.0,582000.0,,,,,,,,,,
2011-06-30,-25416000.0,666667000.0,25085000.0,1497870000.0,11592000.0,656645000.0,0.01,6841000,902000,1509462000.0,17223000.0,,490000.0,11501000,,-3637000.0,,1845000.0,34319000.0,-344000.0,22637000.0,-307000,711032000.0,902000,,22786000,-6971000.0,-48288000.0,,708463000.0,4089000.0,,48000.0,1845000.0,0.01,-148792000.0,0.0,,-113000.0,98844000.0,,989000.0,1845000.0,,-48336000.0,11533000,,59404000,9532000.0,37105000.0,1162000.0,1781331000.0,22920000.0,23124000.0,-318770000.0,-2244000.0,0.0,98844000.0,44365000.0,,-321053000.0,-307000.0,1462561000.0,,28417000,2947000.0,900000.0,,,,,,,,,,
2011-09-30,609000.0,698341000.0,24940000.0,1479399000.0,23719000.0,646018000.0,0.07,5476000,6828000,1503118000.0,16960000.0,,42997000.0,9557000,15438000.0,-1461000.0,,12491000.0,35505000.0,-397000.0,19182000.0,4040000,755662000.0,6828000,,21518000,-6962000.0,1825000.0,,707973000.0,1845000.0,,42838000.0,12491000.0,0.07,-132653000.0,0.0,,-9484000.0,98895000.0,,990000.0,12491000.0,,-25599000.0,13987000,1452000.0,60445000,9326000.0,50028000.0,4127000.0,1740880000.0,26208000.0,-17387000.0,-307675000.0,10646000.0,0.0,100284000.0,57321000.0,,-314380000.0,4040000.0,1433205000.0,,30029000,744000.0,756000.0,,,,,,,,,,
2011-12-31,-369258000.0,818231000.0,25106000.0,1855619000.0,20360000.0,758441000.0,,6343000,-9229000,1875979000.0,22311000.0,-48000.0,50222000.0,21798000,15181000.0,-4858000.0,,9069000.0,38542000.0,-3334000.0,43645000.0,-8106000,880657000.0,-8011000,,27704000,-6976000.0,-387467000.0,,955913000.0,12491000.0,,-42669000.0,9069000.0,,-239488000.0,0.0,,-12831000.0,,,1252000.0,9069000.0,,-389210000.0,10838000,202567000.0,63648000,9568000.0,51025000.0,-1209000.0,2107469000.0,19952000.0,364093000.0,-318749000.0,-3422000.0,0.0,,62426000.0,,-342013000.0,-8106000.0,1788720000.0,,36003000,7028000.0,966000.0,,,,,,,,,,
2012-03-31,-32554000.0,848938000.0,27285000.0,1918962000.0,18951000.0,837802000.0,-0.04,6444000,-5345000,1937913000.0,27486000.0,,506000.0,10092000,14564000.0,-1523000.0,,7465000.0,39914000.0,-873000.0,40684000.0,-3258000,906911000.0,-3843000,,32207000,-11026000.0,-52795000.0,,936382000.0,9069000.0,,512000.0,7465000.0,-0.04,-42881000.0,0.0,,-12052000.0,122266000.0,,1255000.0,7465000.0,,-53307000.0,7707000,,67199000,10630000.0,46263000.0,-4148000.0,2190998000.0,20753000.0,30438000.0,-334927000.0,-1604000.0,0.0,122266000.0,57973000.0,,-363576000.0,-3258000.0,1856071000.0,,34320000,-61000.0,483000.0,,,,,,,,,,
2012-06-30,-10816000.0,1005864000.0,27645000.0,1944564000.0,144414000.0,994756000.0,0.01,6278000,1041000,2088978000.0,27811000.0,,501000.0,10394000,14087000.0,-3748000.0,,137796000.0,41679000.0,-630000.0,37866000.0,-3097000,1073029000.0,2543000,,33752000,-11337000.0,-24086000.0,,925890000.0,7465000.0,,23939000.0,137796000.0,0.01,-379382000.0,0.0,,-18710000.0,122599000.0,,1258000.0,137796000.0,,-48658000.0,7927000,,69324000,10607000.0,55453000.0,11698000.0,2226295000.0,37842000.0,116575000.0,-342874000.0,130331000.0,0.0,122599000.0,67165000.0,,-372082000.0,-3097000.0,1883421000.0,,35108000,1155000.0,1155000.0,,,,,,,,,,
2012-09-30,-80229000.0,1085786000.0,29195000.0,2157427000.0,10286000.0,1074349000.0,0.0,6860000,134000,2167713000.0,30615000.0,,487000.0,11092000,0.0,-61969000.0,,2707000.0,44939000.0,5378000.0,56434000.0,1892000,1160929000.0,1636000,,36634000,-11359000.0,-194874000.0,,949929000.0,137796000.0,,-21717000.0,2707000.0,0.0,-61989000.0,0.0,,-21203000.0,124169000.0,,1305000.0,2707000.0,,-118799000.0,8305000,,74134000,10950000.0,63033000.0,11628000.0,2432415000.0,38570000.0,21215000.0,-340365000.0,-135089000.0,0.0,125976000.0,75143000.0,,-388061000.0,1892000.0,2092050000.0,,43599000,1212000.0,1431000.0,,,,,,,,,,
2012-12-31,242027000.0,1083283000.0,28807000.0,2139754000.0,10565000.0,1023759000.0,0.0,6549000,-21000,2150319000.0,32661000.0,0.0,444000.0,11022000,0.0,-353000.0,,4495000.0,48563000.0,-427000.0,41794000.0,-2036000,1160410000.0,1481000,,38455000,-11757000.0,-181000.0,10209000.0,989791000.0,2707000.0,,362000.0,4495000.0,0.0,-110088000.0,0.0,,-19796000.0,129111000.0,,1349000.0,4495000.0,,-26649000.0,10108000,42936000.0,77370000,11090000.0,60708000.0,-10705000.0,2443022000.0,21263000.0,-19294000.0,-353315000.0,1788000.0,0.0,129111000.0,77127000.0,,-410225000.0,-2036000.0,2089707000.0,,40892000,1942000.0,1481000.0,,,,,,,,,,
