date,quarterlyNetIncomeCommonStockholders,quarterlyPurchaseOfInvestment,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyEbitda,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyTotalRevenue,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1987-01-31,,,,,,,108600000,,,,,0.11,,,,,,108600000,,,,,108600000,,,,,,,,,,,,14800000,,,,,,,,,,,,,,,,,,0.11,,128294000.0,,,,,,,,,,,,,,,,,,,,128294000.0,,
1987-04-30,,,,,,,-212200000,,,383800000.0,,,,,,204400000.0,,111700000,162000000.0,335700000.0,52100000.0,,-212200000,9800000.0,,67900000.0,223900000.0,,,,331700000.0,,,,14900000,,,478600000.0,,,,-67500000.0,268200000.0,,39900000.0,39900000.0,47700000.0,39900000.0,,,10600000.0,,,87300000.0,,344900000.0,,,,,,,,862400000.0,41500000.0,,700400000.0,,,,,,,,,,
1987-07-31,,,,,,,126700000,,,,,0.11,,,,,,126700000,,,,,126700000,,,,,,,,,,,,14500000,,,,,,,,,,,,,,,,,,0.11,,143908000.0,,,,,,,,,,,,,,,,,,,,143908000.0,,
1987-10-31,,,,,,,123200000,,,,,0.12,,,,,,123200000,,,,,123200000,,,,,,,,,,,,15600000,,,,,,,,,,,,,,,,,,0.12,,143908000.0,,,,,,,,,,,,,,,,,,,,143908000.0,,
1988-01-31,,,,,,,136300000,,,,,0.12,,,,,,136300000,,,,,136300000,,,,,,,,,,,,16900000,,,,,,,,,,,,,,,,,,0.12,,143908000.0,,,,,,,,,,,,,,,,,,,,143908000.0,,
1988-04-30,,,,,,,-302900000,,,560700000.0,,,,,,249600000.0,,153800000,201500000.0,405600000.0,63500000.0,,-302900000,13300000.0,,83400000.0,354600000.0,,,,497200000.0,,,,16500000,,,568700000.0,,,,-84500000.0,321100000.0,,59200000.0,42100000.0,56800000.0,42100000.0,,,10100000.0,,,132900000.0,,473900000.0,,,,,,,,1129400000.0,53400000.0,,927900000.0,,,,,,,,,,
1988-07-31,,,,,,,136200000,,,,,0.11,,,,,,136200000,,,,,136200000,,,,,,,,,,,,14800000,,,,,,,,,,,,,,,,,,0.11,,143782000.0,,,,,,,,,,,,,,,,,,,,143782000.0,,
1988-10-31,,,,,,,140400000,,,,,-0.08,,,,,,140400000,,,,,140400000,,,,,,,,,,,,-11400000,,,,,,,,,,,,,,,,,,-0.08,,144332000.0,,,,,,,,,,,,,,,,,,,,144332000.0,,
1989-03-31,,,,,,,131700000,,,,,0.14,,,,,,131700000,,,,,131700000,,,,,,,,,,,,19600000,,,,,,,,,,,,,,,,,,0.14,,144680000.0,,,,,,,,,,,,,,,,,,,,144680000.0,,
1989-06-30,14300000.0,,,,,,37500000,,,1390900000.0,,0.1,,,,229400000.0,,189300000,287200000.0,601000000.0,788200000.0,,26600000,0.0,,116100000.0,407200000.0,144200000.0,,,602700000.0,,45100000.0,,16400000,16400000.0,7600000.0,645900000.0,,,,-96300000.0,504700000.0,7400000.0,79400000.0,26700000.0,42100000.0,26700000.0,8900000.0,18500000.0,,8700000.0,0.1,156500000.0,143000000.0,1088400000.0,,,,,,25300000.0,,2036800000.0,717500000.0,,1749600000.0,,,,70700000.0,100000.0,,,143000000.0,,
1989-09-30,7300000.0,-67800000.0,-4100000.0,,0.0,-84500000.0,29000000,10100000.0,-8700000.0,1498900000.0,39300000.0,0.05,6700000.0,,,230300000.0,50300000.0,181900000,313100000.0,606900000.0,826200000.0,,18900000,0.0,-1700000.0,119900000.0,465500000.0,145500000.0,,,672700000.0,,36400000.0,,9100000,9100000.0,7400000.0,658900000.0,,-7800000.0,,-96300000.0,510600000.0,4300000.0,87300000.0,40300000.0,44200000.0,40300000.0,4600000.0,17500000.0,,9500000.0,0.05,162100000.0,146000000.0,1172000000.0,0.0,36900000.0,100000.0,61100000.0,-10800000.0,13700000.0,,2157800000.0,755300000.0,2300000.0,1844700000.0,13700000.0,,,70900000.0,100000.0,,0.0,146000000.0,,
1989-12-31,9900000.0,117900000.0,-2900000.0,,0.0,76500000.0,16000000,-7600000.0,-8800000.0,1043700000.0,-59900000.0,,-5100000.0,,,135400000.0,-56900000.0,-48400000,179000000.0,564400000.0,58300000.0,,23600000,17700000.0,2500000.0,448700000.0,485700000.0,-71000000.0,,,985400000.0,,22600000.0,,8800000,11800000.0,6600000.0,557800000.0,,-49300000.0,,-97200000.0,467200000.0,-3700000.0,51000000.0,36900000.0,27500000.0,36900000.0,6600000.0,-1000000.0,8700000.0,4400000.0,,96500000.0,,858800000.0,0.0,-13200000.0,0.0,-63700000.0,6800000.0,15400000.0,,1601500000.0,35900000.0,6100000.0,1422500000.0,-600000.0,,,13700000.0,100000.0,,0.0,,,
1990-03-31,17800000.0,-11300000.0,-2100000.0,,0.0,5600000.0,44100000,6600000.0,-8900000.0,1047300000.0,1100000.0,0.043333,800000.0,,,146400000.0,21500000.0,150700000,180800000.0,406900000.0,55100000.0,,37500000,11900000.0,-400000.0,452800000.0,482900000.0,100100000.0,,,992200000.0,,50600000.0,,19800000,19800000.0,6500000.0,566000000.0,,10900000.0,,-97200000.0,309700000.0,2100000.0,56500000.0,43200000.0,28000000.0,43200000.0,11000000.0,13100000.0,9000000.0,8800000.0,0.043333,95600000.0,145448000.0,1027200000.0,0.0,-25600000.0,100000.0,26200000.0,-4700000.0,30800000.0,,1613300000.0,35700000.0,8800000.0,1432500000.0,6300000.0,,,10400000.0,100000.0,,36900000.0,145448000.0,,
1990-06-30,14300000.0,-10300000.0,-4300000.0,,0.0,-6200000.0,36000000,7100000.0,-8000000.0,1150300000.0,-6400000.0,0.033333,200000.0,,,154000000.0,4900000.0,139000000,167800000.0,388900000.0,54100000.0,,28900000,16400000.0,-400000.0,442400000.0,597100000.0,96400000.0,,,1096200000.0,,42600000.0,,15700000,15700000.0,6800000.0,458100000.0,,800000.0,,-97200000.0,291700000.0,5300000.0,56700000.0,22500000.0,26800000.0,22500000.0,9000000.0,13700000.0,8700000.0,9600000.0,0.033333,87500000.0,142996000.0,1061400000.0,100000.0,-26600000.0,200000.0,12200000.0,-7300000.0,24700000.0,,1608400000.0,35600000.0,5300000.0,1440600000.0,-20700000.0,,,9800000.0,,,0.0,142996000.0,,
1990-09-30,13000000.0,-13000000.0,-2100000.0,,0.0,138800000.0,30600000,6200000.0,-6700000.0,1059200000.0,3100000.0,0.033333,3800000.0,,,160600000.0,17100000.0,129000000,170600000.0,393000000.0,61900000.0,,24400000,12600000.0,-200000.0,451400000.0,489600000.0,90900000.0,,,997300000.0,,38100000.0,,13000000,13000000.0,7500000.0,417900000.0,,153200000.0,,-97200000.0,295800000.0,4600000.0,56300000.0,16100000.0,27100000.0,16100000.0,7000000.0,13700000.0,8400000.0,9000000.0,0.033333,86300000.0,137110000.0,924400000.0,0.0,-169300000.0,1600000.0,24000000.0,-6900000.0,20000000.0,,1477100000.0,42300000.0,5600000.0,1306500000.0,-6400000.0,-38500000.0,,11200000.0,,,0.0,137110000.0,,
1990-12-31,15100000.0,-9600000.0,-1700000.0,,0.0,-25100000.0,38400000,7300000.0,-6400000.0,1219400000.0,3000000.0,,4500000.0,,,133400000.0,16800000.0,144500000,180200000.0,425000000.0,66800000.0,,31100000,5700000.0,1200000.0,514200000.0,577300000.0,98800000.0,,,1152600000.0,,45700000.0,,15100000,15100000.0,7300000.0,434300000.0,,-8700000.0,,-107900000.0,317100000.0,1600000.0,61100000.0,17800000.0,28200000.0,17800000.0,8900000.0,14600000.0,7200000.0,8700000.0,,117100000.0,,1039300000.0,-100000.0,-1400000.0,200000.0,28200000.0,-11400000.0,24000000.0,,1653700000.0,35600000.0,4400000.0,1473500000.0,1700000.0,-2100000.0,,24000000.0,,,0.0,,,
1991-03-31,18700000.0,-12300000.0,-4500000.0,,0.0,-40300000.0,46100000,8200000.0,-6400000.0,1262100000.0,-6200000.0,0.14,2000000.0,,,145800000.0,10900000.0,153500000,178900000.0,434800000.0,62700000.0,,37900000,6800000.0,-700000.0,533000000.0,597700000.0,99500000.0,,,1199400000.0,,54000000.0,,18700000,18700000.0,7900000.0,454000000.0,,-28600000.0,,-107900000.0,326900000.0,2000000.0,68700000.0,11400000.0,29500000.0,11400000.0,11400000.0,16100000.0,6900000.0,9700000.0,0.14,,133571429.0,1210300000.0,-100000.0,15700000.0,1100000.0,18200000.0,-7300000.0,30100000.0,,1716100000.0,40100000.0,6600000.0,1537200000.0,-6400000.0,,,15700000.0,,,17800000.0,133571429.0,,
1991-06-30,16300000.0,-10100000.0,-2300000.0,,0.0,-8400000.0,42700000,7800000.0,-6500000.0,1277800000.0,-20000000.0,0.12,2900000.0,,,155500000.0,-3300000.0,156100000,197900000.0,444800000.0,52100000.0,,34900000,7400000.0,-100000.0,539100000.0,619600000.0,104600000.0,,,1225700000.0,,51500000.0,,16300000,16300000.0,8800000.0,477900000.0,,1200000.0,,-107900000.0,336900000.0,2000000.0,67000000.0,22400000.0,30100000.0,22400000.0,9900000.0,16600000.0,7500000.0,10600000.0,0.12,,135833333.0,1220900000.0,100000.0,14600000.0,900000.0,4700000.0,-8000000.0,26200000.0,,1755700000.0,31600000.0,8100000.0,1557800000.0,11000000.0,,,13000000.0,,,0.0,135833333.0,,
1991-09-30,18100000.0,-6800000.0,-4100000.0,,0.0,-13100000.0,38500000,8400000.0,-6400000.0,1327800000.0,2200000.0,0.13,-3200000.0,,,166700000.0,9600000.0,152500000,197100000.0,491300000.0,74300000.0,,30100000,9400000.0,-200000.0,557900000.0,647400000.0,106100000.0,,,1253500000.0,,46400000.0,,18100000,18100000.0,7900000.0,577400000.0,,-4500000.0,,-107900000.0,383400000.0,1200000.0,48200000.0,24600000.0,32100000.0,24600000.0,2300000.0,16300000.0,9500000.0,10800000.0,0.13,,139230769.0,1324700000.0,-100000.0,-5900000.0,800000.0,21400000.0,-11800000.0,20400000.0,,1905200000.0,47000000.0,6600000.0,1708100000.0,2300000.0,,,17800000.0,,,0.0,139230769.0,,
1991-12-31,20300000.0,-8300000.0,-4700000.0,,0.0,-100000000.0,50900000,10600000.0,-7000000.0,1507700000.0,-17700000.0,,4500000.0,,,168400000.0,-600000.0,181100000,236600000.0,572000000.0,80200000.0,,40300000,9500000.0,-500000.0,571500000.0,786700000.0,119500000.0,,,1427500000.0,,61600000.0,,20300000,20300000.0,10700000.0,615800000.0,,-91500000.0,,-124000000.0,448000000.0,3100000.0,69300000.0,38400000.0,34900000.0,38400000.0,11900000.0,21300000.0,13800000.0,11300000.0,,,,1438900000.0,100000.0,103000000.0,700000.0,10800000.0,-11400000.0,32200000.0,,2123500000.0,45600000.0,3800000.0,1886900000.0,13700000.0,,,20800000.0,,,0.0,,,
1992-03-31,25200000.0,-7400000.0,-6800000.0,,0.0,-42500000.0,64400000,11300000.0,-7100000.0,1542700000.0,13700000.0,0.17,1700000.0,,,186400000.0,26000000.0,200700000,214400000.0,578900000.0,87700000.0,,53100000,5600000.0,800000.0,588300000.0,787400000.0,125700000.0,,,1455000000.0,,75000000.0,,25200000,25200000.0,10600000.0,639800000.0,,-27500000.0,,-124000000.0,454900000.0,700000.0,79300000.0,23300000.0,35500000.0,23300000.0,15400000.0,21900000.0,8600000.0,13300000.0,0.17,,148235294.0,1513200000.0,100000.0,-17900000.0,1200000.0,45300000.0,-19300000.0,40600000.0,,2182500000.0,56900000.0,7700000.0,1968100000.0,-15100000.0,,,22200000.0,,,38400000.0,148235294.0,,
1992-06-30,19900000.0,-13800000.0,1200000.0,,0.0,-14400000.0,53200000,11200000.0,-7200000.0,1598600000.0,-24500000.0,0.13,2100000.0,,,194400000.0,-3100000.0,187100000,233300000.0,582100000.0,71000000.0,,42000000,8100000.0,-900000.0,602900000.0,843800000.0,124900000.0,,,1527600000.0,,62200000.0,,19900000,19900000.0,9000000.0,647700000.0,,-3600000.0,,-124000000.0,458100000.0,3900000.0,80900000.0,26000000.0,36600000.0,26000000.0,12100000.0,20200000.0,7800000.0,13900000.0,0.13,,153076923.0,1554900000.0,0.0,8900000.0,400000.0,8200000.0,-11300000.0,32000000.0,,2246300000.0,44200000.0,7900000.0,2013000000.0,2700000.0,,,19000000.0,,,0.0,153076923.0,,
1992-09-30,17100000.0,-21400000.0,1700000.0,,0.0,-77500000.0,49600000,12500000.0,-7600000.0,1767000000.0,23900000.0,0.11,1400000.0,,,203800000.0,38200000.0,183900000,242700000.0,589900000.0,87900000.0,,37100000,4400000.0,-200000.0,674300000.0,914900000.0,125000000.0,,,1679100000.0,,58900000.0,,17100000,17100000.0,9300000.0,665000000.0,,-48000000.0,,-124000000.0,465900000.0,3300000.0,89900000.0,37700000.0,38600000.0,37700000.0,10400000.0,21800000.0,8500000.0,12900000.0,0.11,,155454545.0,1723400000.0,-100000.0,33700000.0,500000.0,55500000.0,-17300000.0,27500000.0,,2432000000.0,61200000.0,7200000.0,2189300000.0,11700000.0,0.0,,18200000.0,,,0.0,155454545.0,,
1992-12-31,24400000.0,-4400000.0,10100000.0,,0.0,-48400000.0,63500000,12400000.0,-7700000.0,1928000000.0,-17800000.0,,8100000.0,,,220500000.0,17600000.0,200700000,258600000.0,646800000.0,107100000.0,,51100000,4400000.0,500000.0,741700000.0,980000000.0,127400000.0,,,1820900000.0,,73300000.0,,24400000,24400000.0,9800000.0,683100000.0,,-38700000.0,,-142300000.0,504500000.0,2000000.0,99200000.0,31300000.0,40600000.0,31300000.0,14900000.0,22200000.0,10600000.0,13800000.0,,,,1848000000.0,100000.0,5400000.0,400000.0,36500000.0,-18900000.0,39300000.0,,2611100000.0,73800000.0,7200000.0,2352500000.0,-6500000.0,0.0,,22700000.0,,,0.0,,,
1993-03-31,27200000.0,,,,0.0,-37200000.0,73600000,12000000.0,-7700000.0,2452500000.0,6700000.0,0.17,3500000.0,,,239400000.0,37100000.0,224400000,282000000.0,654200000.0,113000000.0,,61600000,3900000.0,,1337200000.0,901200000.0,140900000.0,,,2339500000.0,,83500000.0,,29200000,27200000.0,9900000.0,813200000.0,,-37000000.0,,-142300000.0,511900000.0,900000.0,101100000.0,41800000.0,39800000.0,41800000.0,18700000.0,21900000.0,12300000.0,14600000.0,0.17,,160000000.0,2471800000.0,-100000.0,-3800000.0,2200000.0,51500000.0,-14400000.0,47900000.0,,3265700000.0,18800000.0,7700000.0,2983700000.0,10600000.0,,,81900000.0,,,31300000.0,160000000.0,,
1993-06-30,24300000.0,,,,0.0,-33000000.0,64700000,11800000.0,-8300000.0,2499600000.0,-9400000.0,0.14,-1700000.0,,,253000000.0,12000000.0,217000000,283900000.0,670200000.0,107100000.0,,52900000,5000000.0,,1355300000.0,927500000.0,143300000.0,,,2392500000.0,,73700000.0,,24300000,24300000.0,9000000.0,827600000.0,,-20000000.0,,-142300000.0,527900000.0,1700000.0,109700000.0,32000000.0,43300000.0,32000000.0,16000000.0,20800000.0,11000000.0,14300000.0,0.15,,162000000.0,2515400000.0,100000.0,-1600000.0,800000.0,24900000.0,-12900000.0,40300000.0,,3327200000.0,6900000.0,-800000.0,3043300000.0,-9800000.0,,,89200000.0,,,0.0,173571429.0,,
1993-09-30,19800000.0,,,,0.0,-79900000.0,60100000,12600000.0,-8400000.0,2645600000.0,-18500000.0,0.12,8200000.0,,,266100000.0,-3800000.0,211400000,286400000.0,702800000.0,115300000.0,,47500000,3400000.0,,1388000000.0,1021200000.0,142200000.0,,,2530300000.0,,69200000.0,,19800000,19800000.0,9100000.0,856900000.0,,-74000000.0,,-142300000.0,560500000.0,5400000.0,121100000.0,30400000.0,45000000.0,30400000.0,17800000.0,21700000.0,11500000.0,15300000.0,0.12,,165000000.0,2655600000.0,0.0,59700000.0,700000.0,18600000.0,-22400000.0,37600000.0,,3502500000.0,15000000.0,-1800000.0,3216100000.0,-1600000.0,,,88800000.0,,,0.0,165000000.0,,
1993-12-31,29700000.0,,-100000.0,,0.0,-124300000.0,79400000,21800000.0,-8500000.0,2798800000.0,-31300000.0,,19200000.0,,,284900000.0,26100000.0,246300000,312500000.0,770700000.0,140600000.0,,57600000,9700000.0,,1449000000.0,1062200000.0,151200000.0,,,2658200000.0,,95100000.0,,29700000,29700000.0,15700000.0,884500000.0,,-105400000.0,,-163900000.0,606800000.0,5400000.0,147000000.0,20800000.0,45200000.0,20800000.0,17900000.0,37500000.0,25000000.0,15400000.0,,,,2764000000.0,0.0,78700000.0,600000.0,36000000.0,-9900000.0,47600000.0,,3683300000.0,18700000.0,,3370800000.0,-9600000.0,0.0,,96900000.0,,,0.0,,,
1994-03-31,37400000.0,-10500000.0,-3700000.0,,0.0,-80300000.0,90300000,14200000.0,-8900000.0,2922700000.0,35500000.0,0.22,5900000.0,,,313700000.0,70600000.0,261300000,331800000.0,799500000.0,143300000.0,,76100000,12600000.0,,1499800000.0,1099100000.0,157500000.0,,,2779400000.0,,103800000.0,,37400000,37400000.0,13500000.0,915100000.0,,-57300000.0,,-163900000.0,635600000.0,2500000.0,180500000.0,45600000.0,52300000.0,45600000.0,25500000.0,27700000.0,24400000.0,15600000.0,0.22,,170000000.0,2870400000.0,0.0,16400000.0,1100000.0,88700000.0,-18100000.0,62900000.0,,3837800000.0,22900000.0,,3506000000.0,24800000.0,-800000.0,,96000000.0,,,20800000.0,170000000.0,,
1994-06-30,30200000.0,-12600000.0,-600000.0,,0.0,-66100000.0,81700000,16300000.0,,3083800000.0,-24900000.0,0.17,4200000.0,,,334400000.0,3300000.0,262900000,345500000.0,830000000.0,210400000.0,,65400000,13900000.0,,1587300000.0,1117900000.0,169800000.0,,,2873400000.0,,93100000.0,,30200000,30200000.0,11400000.0,939900000.0,,-34000000.0,,-163900000.0,666100000.0,2200000.0,168200000.0,38600000.0,52200000.0,38600000.0,20500000.0,27700000.0,67900000.0,16800000.0,0.18,,167777778.0,3012100000.0,8900000.0,34100000.0,-600000.0,25000000.0,-21700000.0,50700000.0,,4023700000.0,21000000.0,,3678200000.0,-7000000.0,-17100000.0,,121500000.0,,,0.0,177647059.0,,
1994-09-30,28600000.0,7300000.0,1300000.0,,0.0,-118000000.0,83300000,17100000.0,,3875600000.0,-15200000.0,0.16,3400000.0,,,353600000.0,13700000.0,277800000,368800000.0,962100000.0,667200000.0,,66200000,18100000.0,,1694900000.0,1248500000.0,183800000.0,,,3208400000.0,,94000000.0,,28600000,28600000.0,10700000.0,964000000.0,,-107600000.0,,-163900000.0,798200000.0,3100000.0,265000000.0,42700000.0,50000000.0,42700000.0,19700000.0,27800000.0,68400000.0,21000000.0,0.17,,168235294.0,3672600000.0,-27000000.0,87200000.0,500000.0,34900000.0,-21200000.0,48300000.0,,4839600000.0,347600000.0,,4470800000.0,4100000.0,,,251200000.0,,,0.0,178750000.0,,
1994-12-31,34800000.0,,,,0.0,-88100000.0,110300000,28500000.0,-9000000.0,3965300000.0,-65500000.0,,14000000.0,,,381500000.0,-6300000.0,315300000,591800000.0,1036200000.0,471600000.0,,81800000,21500000.0,,1925400000.0,1330200000.0,188800000.0,,,3493700000.0,,126500000.0,,34800000,34800000.0,16200000.0,1196600000.0,,-85800000.0,,-203800000.0,832400000.0,1800000.0,238100000.0,218300000.0,60900000.0,218300000.0,22300000.0,44700000.0,277700000.0,26600000.0,,,,3737700000.0,0.0,249800000.0,362600000.0,13800000.0,-20100000.0,57100000.0,,5161900000.0,39100000.0,,4570100000.0,175600000.0,,,154800000.0,,,0.0,,,
1995-03-31,47400000.0,-7700000.0,-12100000.0,,0.0,-126600000.0,125000000,20800000.0,-10000000.0,4020200000.0,-38200000.0,0.23,5200000.0,,,418300000.0,800000.0,348100000,448900000.0,1087600000.0,273000000.0,,104200000,7800000.0,,2021400000.0,1461500000.0,210600000.0,,,3747200000.0,,137500000.0,,47400000,47400000.0,12500000.0,1259900000.0,,-97400000.0,,-203800000.0,883800000.0,-1400000.0,264300000.0,33300000.0,68800000.0,33300000.0,30200000.0,33300000.0,63600000.0,25300000.0,0.25,,189600000.0,3947400000.0,-100000.0,-81000000.0,20500000.0,22600000.0,-21800000.0,77600000.0,,5280100000.0,31200000.0,,4831200000.0,-185000000.0,,,178200000.0,,,218300000.0,206086957.0,,
