date,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyResearchAndDevelopment,quarterlyCashDividendsPaid,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2005-09-30,1523000.0,336735000.0,4134000.0,55198000.0,2928000.0,21185000.0,70696000.0,213561000.0,30818000.0,59949000.0,,,6603000,6603000,0.035,49419000.0,6603000,3838000.0,361000.0,3838000.0,,84610000.0,3495000.0,,51479000.0,409000.0,3838000.0,126143000.0,734000.0,-15181000.0,2060000.0,6466000.0,98851000.0,-2000.0,10161000.0,169960000.0,0.0,1543000.0,0.03875,,,,214000.0,10885000.0,,1331000.0,62944000.0,2315000.0,237884000.0,2558000.0,,190712000.0,-26303000.0,77696000.0,4519000.0,13525000,,,6053000.0,367000.0,1903000.0,2973000.0,23771000.0,,14801000.0,11122000.0,-4640000.0,,123174000.0,103999000.0,38902000.0,133640000,11465000,,,,
2005-12-31,-665000.0,439426000.0,4032000.0,45996000.0,3430000.0,23714000.0,76390000.0,288089000.0,39500000.0,50645000.0,,,8256000,8256000,,51776000.0,8256000,3173000.0,27000.0,3173000.0,,103655000.0,3440000.0,,54261000.0,1481000.0,3173000.0,181880000.0,187000.0,-81200000.0,2485000.0,6845000.0,98206000.0,0.0,-12825000.0,,0.0,-8093000.0,,,,,514000.0,15496000.0,,1375000.0,67532000.0,3838000.0,341220000.0,149000.0,,,-35129000.0,97218000.0,5108000.0,15756000,,,-8930000.0,469000.0,78253000.0,92308000.0,32027000.0,,2282000.0,13364000.0,-15107000.0,,151337000.0,132347000.0,47561000.0,143922000,13271000,,,,
2006-03-31,372000.0,498636000.0,5397000.0,80283000.0,6376000.0,22280000.0,103728000.0,318950000.0,47081000.0,86297000.0,,203060000.0,12084000,12084000,0.055,65330000.0,12084000,3545000.0,806000.0,3545000.0,,123991000.0,3889000.0,,68066000.0,2598000.0,3545000.0,83000.0,967000.0,-40206000.0,2736000.0,7418000.0,140295000.0,1849000.0,-4483000.0,208248000.0,0.0,-13479000.0,0.0575,,,,525000.0,18855000.0,,1410000.0,88411000.0,3173000.0,358341000.0,-2561000.0,,221868000.0,-35129000.0,106839000.0,8124000.0,23081000,,,-11122000.0,384000.0,36484000.0,2330000.0,44111000.0,,4094000.0,20208000.0,-8577000.0,,179686000.0,141968000.0,53998000.0,192139000,20345000,,,,
2006-06-30,662000.0,537392000.0,5905000.0,102868000.0,1162000.0,26704000.0,106921000.0,351570000.0,46534000.0,109390000.0,,229758000.0,11662000,11662000,0.0525,64625000.0,11662000,4207000.0,127000.0,4207000.0,,130138000.0,3812000.0,,67518000.0,4601000.0,4207000.0,78000.0,1378000.0,-33737000.0,2893000.0,7127000.0,163261000.0,2012000.0,1040000.0,211208000.0,0.0,-1886000.0,0.055,,,,528000.0,17592000.0,,1404000.0,88116000.0,3545000.0,374131000.0,450000.0,,222824000.0,-35129000.0,113216000.0,7716000.0,23491000,,,-2309000.0,175000.0,25432000.0,1733000.0,55773000.0,,8967000.0,19378000.0,-7927000.0,,185822000.0,148345000.0,53871000.0,195037000,20598000,,,,
2006-09-30,2149000.0,555171000.0,6477000.0,104808000.0,50000.0,28401000.0,108222000.0,368192000.0,45769000.0,112893000.0,,242779000.0,10458000,10458000,0.0475,68436000.0,10458000,6356000.0,238000.0,6356000.0,991000.0,126895000.0,3855000.0,,71572000.0,4423000.0,6356000.0,73000.0,1867000.0,-19622000.0,3286000.0,7035000.0,167129000.0,1835000.0,9873000.0,212392000.0,0.0,3436000.0,0.05,0.0,,,531000.0,17507000.0,,1222000.0,89437000.0,4207000.0,388042000.0,0.0,,223640000.0,-35129000.0,118305000.0,5816000.0,21151000,-1445000.0,,2832000.0,2625000.0,4008000.0,1411000.0,66232000.0,,17763000.0,16274000.0,-7890000.0,,186979000.0,153434000.0,54236000.0,197659000,17865000,,,,
2006-12-31,-2325000.0,564355000.0,7332000.0,91962000.0,354000.0,29504000.0,112960000.0,380541000.0,49254000.0,101759000.0,,246232000.0,10190000,10190000,,70169000.0,10190000,4031000.0,307000.0,4031000.0,1848000.0,124541000.0,3859000.0,,73228000.0,8485000.0,4031000.0,68000.0,1743000.0,-17092000.0,3171000.0,7157000.0,163153000.0,1405000.0,9799000.0,,0.0,3258000.0,,-1000.0,,,533000.0,19192000.0,,1058000.0,91586000.0,6356000.0,401202000.0,0.0,,,-43069000.0,127084000.0,6770000.0,21529000,-465000.0,,8260000.0,434000.0,-6790000.0,788000.0,76422000.0,,21557000.0,16960000.0,-11758000.0,,183814000.0,170153000.0,61394000.0,204546000,18358000,,,,
2007-03-31,1850000.0,607799000.0,7919000.0,106662000.0,7966000.0,28060000.0,128222000.0,399456000.0,57668000.0,117333000.0,,,15794000,15794000,0.07,76517000.0,15794000,5881000.0,648000.0,5881000.0,2752000.0,139095000.0,4201000.0,,79834000.0,10376000.0,5881000.0,256965000.0,1733000.0,-23654000.0,3453000.0,10118000.0,190084000.0,157000.0,1350000.0,213264000.0,0.0,-10807000.0,0.075,,-1125000.0,,533000.0,22148000.0,,1044000.0,107096000.0,4031000.0,417715000.0,0.0,,224008000.0,-43069000.0,132373000.0,10383000.0,30715000,1010000.0,,-10516000.0,686000.0,15074000.0,201000.0,91932000.0,,10430000.0,26177000.0,-9080000.0,,208343000.0,175442000.0,72751000.0,235318000,27262000,,,,
2007-06-30,2973000.0,646069000.0,8787000.0,128905000.0,3416000.0,30805000.0,128195000.0,419673000.0,54143000.0,142651000.0,,,14016000,14016000,0.0625,74977000.0,14016000,8854000.0,27000.0,8854000.0,4959000.0,156557000.0,4391000.0,,78441000.0,9802000.0,8854000.0,263573000.0,2093000.0,-24576000.0,3603000.0,15543000.0,208779000.0,1821000.0,-6017000.0,214092000.0,0.0,-16543000.0,0.065,,0.0,,536000.0,17714000.0,,2209000.0,105083000.0,5881000.0,437290000.0,-5885000.0,,224988000.0,-43069000.0,140557000.0,10560000.0,30245000,-1421000.0,,-14437000.0,1299000.0,24540000.0,1787000.0,105948000.0,,3009000.0,24576000.0,-9026000.0,,226396000.0,183626000.0,66128000.0,233278000,26642000,,,,
2007-09-30,216486000.0,906013000.0,9576000.0,1696000.0,0.0,32617000.0,135038000.0,450591000.0,60920000.0,18547000.0,,,14559000,14559000,0.0625,79098000.0,14559000,225340000.0,468000.0,225340000.0,7275000.0,156223000.0,4850000.0,0.0,82866000.0,10825000.0,225340000.0,282153000.0,2241000.0,-39038000.0,3877000.0,17214000.0,87222000.0,9966000.0,10496000.0,218652000.0,0.0,5497000.0,0.0675,,0.0,,665000.0,20383000.0,,2664000.0,108457000.0,8854000.0,818791000.0,0.0,,230224000.0,-43069000.0,151224000.0,9259000.0,29468000,-9353000.0,,6440000.0,2591000.0,237382000.0,355882000.0,120507000.0,,18068000.0,23818000.0,-7572000.0,,455422000.0,194293000.0,68675000.0,243495000,25591000,,,,
2007-12-31,-151099000.0,1692655000.0,11922000.0,641526000.0,0.0,73172000.0,229621000.0,1139363000.0,125572000.0,679055000.0,,825881000.0,21532000,21532000,,135013000.0,21532000,74241000.0,95000.0,74241000.0,25607000.0,320238000.0,4844000.0,,141563000.0,16936000.0,74241000.0,74951000.0,11691000.0,-818553000.0,7085000.0,21472000.0,842878000.0,-5519000.0,10139000.0,,0.0,-13281000.0,,,0.0,,1341000.0,68871000.0,,619000.0,185113000.0,225340000.0,849777000.0,5885000.0,,,-53908000.0,217059000.0,12168000.0,50635000,-6030000.0,,591000.0,-272000.0,644633000.0,3739000.0,142039000.0,,22862000.0,33700000.0,-12723000.0,,553292000.0,270967000.0,163823000.0,414734000,43550000,,,,
2008-03-31,11169000.0,1743015000.0,10011000.0,634151000.0,11181000.0,73154000.0,268594000.0,1163049000.0,133894000.0,671024000.0,,843558000.0,30878000,30878000,0.11,153374000.0,30878000,85410000.0,-905000.0,85410000.0,26862000.0,331427000.0,5343000.0,,160632000.0,17452000.0,85410000.0,73925000.0,10301000.0,-17382000.0,7875000.0,21274000.0,841117000.0,930000.0,19156000.0,269116000.0,0.0,-8772000.0,0.115,,,,1354000.0,62963000.0,,510000.0,223314000.0,74241000.0,901898000.0,0.0,,279364000.0,-53908000.0,224292000.0,20598000.0,70557000,201000.0,,-6933000.0,399000.0,-3680000.0,939000.0,172917000.0,,32352000.0,51476000.0,-13196000.0,,579966000.0,278200000.0,170093000.0,491908000,62682000,,,,
2008-06-30,18652000.0,1779610000.0,9982000.0,629367000.0,11879000.0,74267000.0,264684000.0,1174558000.0,137564000.0,670640000.0,,843865000.0,30989000,30989000,0.11,150887000.0,30989000,104062000.0,-2698000.0,104062000.0,31291000.0,333476000.0,6106000.0,,158145000.0,18055000.0,104062000.0,73237000.0,8411000.0,-13223000.0,7927000.0,27093000.0,840482000.0,809000.0,21813000.0,270574000.0,0.0,-2203000.0,0.115,,,,1355000.0,59535000.0,,4017000.0,219708000.0,85410000.0,939128000.0,0.0,,280602000.0,-53908000.0,230363000.0,19465000.0,69490000,556000.0,,-6536000.0,840000.0,-3199000.0,469000.0,203905000.0,,35021000.0,50454000.0,-13208000.0,,605052000.0,284271000.0,169842000.0,484392000,61563000,,,,
2008-09-30,-6373000.0,1848171000.0,11184000.0,623028000.0,19425000.0,78797000.0,274786000.0,1251777000.0,136553000.0,670204000.0,,910200000.0,25068000,25068000,0.09,156044000.0,25068000,97689000.0,-2401000.0,97689000.0,35992000.0,331028000.0,5203000.0,,163557000.0,,97689000.0,72194000.0,8192000.0,-49872000.0,8196000.0,28290000.0,834117000.0,6234000.0,22133000.0,273170000.0,0.0,5300000.0,0.09,,,,1387000.0,60488000.0,,4148000.0,215915000.0,104062000.0,1014054000.0,0.0,,282380000.0,-53908000.0,241093000.0,16697000.0,60554000,-2595000.0,,313000.0,8136000.0,5915000.0,3314000.0,228974000.0,,37941000.0,41765000.0,-15808000.0,,596394000.0,295001000.0,163913000.0,490701000,52358000,,,,
2008-12-31,-18622000.0,1881804000.0,29627000.0,620940000.0,0.0,75135000.0,272568000.0,1272886000.0,148422000.0,694085000.0,,923807000.0,12964000,12964000,,159385000.0,12964000,79067000.0,-1156000.0,79067000.0,43518000.0,332756000.0,4733000.0,,168050000.0,21934000.0,79067000.0,71150000.0,10942000.0,-58433000.0,9423000.0,18973000.0,861298000.0,4355000.0,2951000.0,,0.0,9907000.0,,,,,1399000.0,65411000.0,,-13764000.0,197732000.0,97689000.0,1020506000.0,0.0,,,-77540000.0,258956000.0,6929000.0,39105000,-2802000.0,,2959000.0,4160000.0,12757000.0,5680000.0,241938000.0,,27647000.0,19893000.0,-24696000.0,,608918000.0,336496000.0,167213000.0,470300000,29682000,,,,
2009-03-31,13743000.0,1909251000.0,31721000.0,615031000.0,0.0,71011000.0,285039000.0,1282013000.0,,692892000.0,,934486000.0,32304000,32304000,0.115,162316000.0,32304000,92810000.0,-763000.0,92810000.0,46140000.0,359772000.0,5341000.0,,170769000.0,23528000.0,92810000.0,70167000.0,7580000.0,-22565000.0,9291000.0,18920000.0,855509000.0,261000.0,32607000.0,279586000.0,0.0,-24789000.0,0.115,,,,1400000.0,62737000.0,-2546000.0,-15135000.0,232950000.0,79067000.0,1053742000.0,0.0,-6100000.0,285578000.0,,258440000.0,21534000.0,70709000,592000.0,1711000.0,-6366000.0,2254000.0,-3198000.0,,274242000.0,,39525000.0,53838000.0,-6918000.0,-15756000.0,627238000.0,,162617000.0,517989000,62181000,,,,
2009-06-30,36658000.0,1950592000.0,31114000.0,609824000.0,0.0,78645000.0,269272000.0,1288494000.0,,687986000.0,,937023000.0,28857000,28857000,0.1,159402000.0,28857000,129468000.0,-149000.0,129468000.0,47048000.0,353024000.0,6011000.0,,167831000.0,26743000.0,129468000.0,69131000.0,7725000.0,-11132000.0,9298000.0,20370000.0,857839000.0,2435000.0,35848000.0,280446000.0,0.0,8080000.0,0.105,,,,1406000.0,58454000.0,-4564000.0,-11576000.0,223482000.0,92810000.0,1092753000.0,0.0,-5060000.0,287000000.0,,261970000.0,18920000.0,63931000,801000.0,1867000.0,9897000.0,-771000.0,-212000.0,,303099000.0,,47514000.0,47777000.0,-11666000.0,-196000.0,662098000.0,,169853000.0,492754000,55651000,,,,
2009-09-30,36537000.0,1993983000.0,32519000.0,606048000.0,2723000.0,84141000.0,269708000.0,1279087000.0,,685821000.0,,930552000.0,30141000,29155000,0.1,159834000.0,29155000,166005000.0,-829000.0,166005000.0,47254000.0,361095000.0,6152000.0,,168207000.0,29515000.0,166005000.0,68095000.0,7780000.0,-12924000.0,9342000.0,20987000.0,862547000.0,3048000.0,38016000.0,281492000.0,24597000.0,-7593000.0,0.105,,,,1412000.0,54195000.0,-5612000.0,-9218000.0,225104000.0,129468000.0,1131436000.0,113000.0,-5052000.0,288094000.0,,259453000.0,18147000.0,65410000,2480000.0,1879000.0,7437000.0,1180000.0,238000.0,,332254000.0,,48425000.0,48288000.0,-10409000.0,-2628000.0,714896000.0,,176726000.0,494812000,56897000,,,,
2009-12-31,-57099000.0,2020121000.0,27015000.0,592982000.0,3832000.0,94027000.0,303015000.0,1317253000.0,,672206000.0,,938783000.0,36523000,37205000,,183301000.0,37205000,108906000.0,3954000.0,108906000.0,52209000.0,385686000.0,9259000.0,,192521000.0,10063000.0,108906000.0,67239000.0,9170000.0,-55873000.0,10131000.0,21329000.0,840687000.0,3884000.0,1661000.0,,9720000.0,3874000.0,,,,,1420000.0,51300000.0,-5345000.0,-7397000.0,252890000.0,166005000.0,1179434000.0,0.0,-37137000.0,,-107959000.0,289902000.0,19983000.0,75807000,-3195000.0,1826000.0,-14497000.0,3219000.0,-29993000.0,,369459000.0,,28538000.0,56506000.0,-26877000.0,-46591000.0,702868000.0,397861000.0,168481000.0,555905000,60369000,,,,
2010-03-31,84630000.0,2109297000.0,25046000.0,581211000.0,3329000.0,94776000.0,320226000.0,1326527000.0,,659625000.0,,945838000.0,51983000,53936000,0.185,184052000.0,53936000,193536000.0,81000.0,193536000.0,53368000.0,390950000.0,9567000.0,,193281000.0,15401000.0,193536000.0,66205000.0,7276000.0,-2564000.0,9980000.0,22059000.0,863988000.0,3500000.0,77163000.0,284388000.0,0.0,-4173000.0,0.19,,,,1427000.0,58050000.0,5663000.0,-4667000.0,283290000.0,108906000.0,1245309000.0,0.0,-7827000.0,290248000.0,,292425000.0,30831000.0,100070000,-2715000.0,2524000.0,26666000.0,418000.0,-1142000.0,,423395000.0,23240000.0,88065000.0,82814000.0,-10902000.0,-3746000.0,782770000.0,,204363000.0,603516000,90009000,,,,
2010-06-30,-3059000.0,2130742000.0,25040000.0,567324000.0,3061000.0,94733000.0,323415000.0,1330209000.0,,645194000.0,,950621000.0,37906000,37906000,0.13,182205000.0,37906000,190477000.0,-152000.0,190477000.0,52830000.0,412507000.0,9555000.0,,191367000.0,27080000.0,190477000.0,1015789000.0,7155000.0,-19797000.0,10031000.0,20927000.0,840844000.0,2453000.0,3181000.0,285684000.0,0.0,-20499000.0,0.135,,,,1431000.0,52405000.0,-6056000.0,-4976000.0,261266000.0,193536000.0,1289898000.0,0.0,-754000.0,290992000.0,,293493000.0,24686000.0,79778000,4091000.0,2588000.0,-34022000.0,-1515000.0,3650000.0,,461301000.0,8816000.0,13126000.0,62592000.0,-9945000.0,-9996000.0,800533000.0,,195650000.0,584681000,69899000,,,,
2010-09-30,-21799000.0,2205449000.0,32478000.0,557589000.0,2857000.0,100757000.0,346197000.0,1383949000.0,,643246000.0,,990589000.0,35901000,35901000,0.125,186445000.0,35901000,168678000.0,51000.0,168678000.0,53179000.0,444617000.0,9672000.0,,195994000.0,39880000.0,168678000.0,1055297000.0,7186000.0,-71933000.0,10378000.0,21832000.0,868538000.0,3422000.0,27237000.0,286516000.0,0.0,-19146000.0,0.125,,,,1438000.0,70413000.0,11700000.0,-3476000.0,261424000.0,190477000.0,1336911000.0,0.0,-243000.0,291596000.0,,306820000.0,22394000.0,75859000,-585000.0,2601000.0,-1810000.0,309000.0,6768000.0,,497202000.0,1713000.0,43372000.0,58295000.0,-16135000.0,-56539000.0,821500000.0,,225292000.0,607621000,65430000,,,,
2010-12-31,-72989000.0,2299509000.0,45902000.0,548066000.0,2744000.0,84028000.0,386563000.0,1462633000.0,,660027000.0,,1032973000.0,41328000,41328000,,204237000.0,41328000,95689000.0,-84000.0,95689000.0,66059000.0,492688000.0,9224000.0,,214293000.0,52888000.0,95689000.0,69302000.0,8148000.0,-97289000.0,11039000.0,29046000.0,885348000.0,5206000.0,-9836000.0,,0.0,-23977000.0,,,,,1455000.0,76437000.0,-1151000.0,4378000.0,287500000.0,168678000.0,1414161000.0,0.0,-757000.0,,-142401000.0,331312000.0,25096000.0,85611000,-1681000.0,2261000.0,-46040000.0,9751000.0,9686000.0,,538530000.0,,14620000.0,66424000.0,-24456000.0,-73297000.0,836876000.0,473713000.0,225321000.0,674063000,73207000,,,,
