date,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyEbitda,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyCostOfRevenue,quarterlyNetIncome,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1989-06-30,100000.0,,,52500000.0,,666300000.0,438800000.0,,480370370.0,,48700000.0,48700000.0,1529300000.0,0.0,238400000.0,75300000.0,,2170100000.0,267700000,79400000.0,,-820300000.0,,,209100000.0,970700000.0,2990400000.0,-16300000.0,2195300000.0,27100000.0,17800000.0,-96800000.0,-120100000.0,227500000,366300000.0,1234000000,-167600000.0,7000000.0,,909600000.0,0.27,2273700000.0,,480370370.0,,470900000.0,66800000.0,-93000000.0,-190700000.0,,3244400000.0,567700000.0,129700000.0,40200000.0,129700000,400300000.0,805500000.0,409900000.0,0.0,-2100000.0,0.27,,304900000.0,267800000.0,16300000.0,,2000000.0,,-52400000.0,129700000.0,-120000000.0,1715100000.0,51100000.0,,,,
1989-09-30,9500000.0,,,47000000.0,,623500000.0,414700000.0,,473461538.0,,61300000.0,61300000.0,1620900000.0,0.0,287600000.0,65900000.0,,2284300000.0,251400000,66900000.0,,-855200000.0,,,190000000.0,1009400000.0,3139500000.0,-2100000.0,2265900000.0,180500000.0,7700000.0,-48000000.0,-130200000.0,208800000,333200000.0,1195400000,-9900000.0,17000000.0,,931400000.0,0.26,2371200000.0,,473461538.0,,471200000.0,68300000.0,50300000.0,12600000.0,,3380600000.0,571900000.0,123100000.0,42600000.0,123100000,374800000.0,828300000.0,437200000.0,0.0,-11800000.0,0.26,,310600000.0,288800000.0,7000000.0,,1200000.0,,-52400000.0,123100000.0,-120700000.0,1759700000.0,39900000.0,,,,
1989-12-31,-12300000.0,,,34900000.0,,521100000.0,408700000.0,,,,80300000.0,80300000.0,1634400000.0,0.0,250900000.0,76600000.0,,2406300000.0,160300000,37400000.0,,-896100000.0,,,95300000.0,906100000.0,3302400000.0,-7000000.0,2271400000.0,155500000.0,-8400000.0,12500000.0,-152300000.0,112400000,308100000.0,1088200000,60300000.0,-2200000.0,,1037200000.0,,2484300000.0,,,,371400000.0,58600000.0,3200000.0,19000000.0,,3390400000.0,567100000.0,57900000.0,47900000.0,57900000,360800000.0,718800000.0,394000000.0,0.0,-3700000.0,,,478200000.0,288800000.0,13400000.0,,-4800000.0,,-52500000.0,57900000.0,-149600000.0,1756000000.0,43100000.0,,,,
1990-03-31,-14500000.0,,,34600000.0,,630400000.0,451800000.0,,481500000.0,,188200000.0,188200000.0,1595100000.0,80300000.0,251800000.0,64200000.0,,2443600000.0,224200000,64800000.0,,-935900000.0,,,161100000.0,1077600000.0,3379500000.0,-79200000.0,2309700000.0,173200000.0,8000000.0,37600000.0,-88100000.0,178600000,384600000.0,1208800000,13900000.0,9400000.0,,1290300000.0,0.2,2537400000.0,,481500000.0,,369700000.0,61500000.0,85100000.0,107900000.0,,3615000000.0,578400000.0,96300000.0,45600000.0,96300000,406200000.0,729600000.0,378100000.0,0.0,-2200000.0,0.2,,653900000.0,298400000.0,15300000.0,,500000.0,,-58100000.0,96300000.0,-102600000.0,2019900000.0,59200000.0,,,,
1990-06-30,6600000.0,,,34000000.0,,650100000.0,429400000.0,,467931034.0,,173600000.0,173600000.0,1694100000.0,0.0,248800000.0,128200000.0,,2505900000.0,268300000,72500000.0,,-973600000.0,,,208200000.0,1128700000.0,3479500000.0,-6200000.0,2387500000.0,126800000.0,-4800000.0,-70400000.0,-77800000.0,220700000,391200000.0,1257600000,-62100000.0,10400000.0,,1272600000.0,0.29,2600500000.0,,467931034.0,,387200000.0,61900000.0,49000000.0,-14600000.0,,3729200000.0,607500000.0,135700000.0,47600000.0,135700000,382800000.0,762500000.0,372500000.0,0.0,4700000.0,0.29,,632600000.0,313400000.0,17200000.0,,-1700000.0,,-57800000.0,135700000.0,-71200000.0,2035100000.0,60600000.0,,,,
1990-09-30,7700000.0,,,33900000.0,,720400000.0,443100000.0,,477352941.0,,166900000.0,166900000.0,1838000000.0,0.0,265700000.0,112600000.0,,2585400000.0,327200000,105300000.0,,-1027000000.0,,,267600000.0,1148600000.0,3612400000.0,-500000.0,2491900000.0,276700000.0,-2800000.0,-210000000.0,-82100000.0,277300000,461600000.0,1351600000,60600000.0,6700000.0,,1207400000.0,0.34,2680700000.0,,477352941.0,,390800000.0,66400000.0,194600000.0,-6700000.0,,3829300000.0,631200000.0,162300000.0,49900000.0,162300000,395400000.0,783900000.0,387000000.0,0.0,6300000.0,0.34,,480100000.0,326700000.0,16000000.0,,-1000000.0,,-57900000.0,162300000.0,-74400000.0,1991300000.0,61400000.0,,,,
1990-12-31,-7700000.0,,,62900000.0,,700900000.0,491500000.0,,,,100500000.0,100500000.0,1901800000.0,0.0,247100000.0,151000000.0,,2595400000.0,266500000,69300000.0,,-1076600000.0,,,177800000.0,1041400000.0,3672000000.0,-1000000.0,2542400000.0,242500000.0,17300000.0,-248100000.0,-72500000.0,209400000,479900000.0,1363400000,40500000.0,19100000.0,,1109600000.0,,2708000000.0,,,,295600000.0,95400000.0,170000000.0,-66400000.0,,3749400000.0,662500000.0,108500000.0,57100000.0,108500000,434400000.0,738000000.0,359700000.0,0.0,-13900000.0,,,382600000.0,347000000.0,17700000.0,,-4300000.0,,-58000000.0,108500000.0,-62200000.0,1847600000.0,49700000.0,,,,
1991-03-31,2800000.0,,,62700000.0,,778800000.0,492000000.0,,479705882.0,,229700000.0,229700000.0,1930600000.0,100500000.0,260500000.0,143200000.0,,2504200000.0,342500000,107800000.0,,-1083300000.0,,,270900000.0,1242100000.0,3587500000.0,-2200000.0,2641500000.0,241900000.0,11600000.0,-53100000.0,-58200000.0,286800000,550600000.0,1421300000,12600000.0,-1100000.0,,1443400000.0,0.34,2615400000.0,,479705882.0,,54000000.0,93100000.0,183700000.0,129200000.0,,3857500000.0,642500000.0,163100000.0,55700000.0,163100000,436300000.0,483500000.0,375500000.0,0.0,200000.0,0.34,,632300000.0,336400000.0,16100000.0,,4000000.0,,-64000000.0,163100000.0,-55400000.0,1926900000.0,48500000.0,,,,
1991-06-30,-3900000.0,,,65000000.0,,787300000.0,526400000.0,,475937500.0,,240000000.0,240000000.0,1976600000.0,0.0,277300000.0,151700000.0,,2469600000.0,314000000,95100000.0,,-1115900000.0,,,247400000.0,1294400000.0,3585500000.0,-11300000.0,2729800000.0,154600000.0,9700000.0,-72500000.0,-66000000.0,260900000,511300000.0,1413700000,-64500000.0,4000000.0,,1439700000.0,0.32,2582100000.0,,475937500.0,,31600000.0,94100000.0,88600000.0,10300000.0,,3876500000.0,626400000.0,152300000.0,53100000.0,152300000,473300000.0,460200000.0,403500000.0,0.0,1500000.0,0.32,,651100000.0,334500000.0,15000000.0,,6800000.0,,-64000000.0,152300000.0,-69900000.0,1899900000.0,47500000.0,,,,
1991-09-30,700000.0,,,65000000.0,,829000000.0,549500000.0,,478888889.0,,326100000.0,326100000.0,2097200000.0,0.0,274500000.0,159500000.0,,2562200000.0,334700000,100100000.0,,-1194400000.0,,,272500000.0,1409000000.0,3756600000.0,-42900000.0,2838300000.0,228700000.0,-12000000.0,-60500000.0,-85900000.0,279500000,559400000.0,1506300000,16800000.0,-3700000.0,,1525700000.0,0.36,2683000000.0,,478888889.0,,32500000.0,97600000.0,142800000.0,86100000.0,,4092000000.0,677300000.0,172400000.0,55200000.0,172400000,494900000.0,469100000.0,405700000.0,0.0,7300000.0,0.36,,691800000.0,339000000.0,14300000.0,,4800000.0,,-63900000.0,172400000.0,-85200000.0,1994800000.0,55800000.0,,,,
1991-12-31,-11200000.0,,,49800000.0,,785000000.0,584300000.0,,,,178000000.0,178000000.0,2159800000.0,0.0,289800000.0,173900000.0,,2646500000.0,259500000,75200000.0,,-1243200000.0,,,193400000.0,1173000000.0,3889700000.0,-27200000.0,2889100000.0,309200000.0,7500000.0,-351600000.0,-123400000.0,200700000,585500000.0,1445300000,129300000.0,-4600000.0,,1324400000.0,,2752800000.0,,,,15200000.0,87500000.0,185800000.0,-148100000.0,,3925800000.0,660300000.0,118200000.0,58800000.0,118200000,525500000.0,441600000.0,401100000.0,0.0,5600000.0,,,449100000.0,338900000.0,12900000.0,,-14500000.0,,-67400000.0,118200000.0,-109400000.0,1766000000.0,56500000.0,,,,
1992-03-31,3900000.0,,,44000000.0,,853000000.0,572400000.0,,478536585.0,,133800000.0,133800000.0,2174800000.0,178000000.0,287400000.0,167900000.0,,2553600000.0,337200000,112500000.0,,-1247500000.0,,,308700000.0,1204400000.0,3801100000.0,-65100000.0,3018200000.0,110200000.0,-11100000.0,-196800000.0,-72500000.0,280600000,587700000.0,1515100000,-75700000.0,2700000.0,,1255700000.0,0.41,2651500000.0,,478536585.0,,15000000.0,76900000.0,37700000.0,-44200000.0,,3855900000.0,662100000.0,196200000.0,56600000.0,196200000,515800000.0,425400000.0,380600000.0,0.0,35300000.0,0.41,,380600000.0,333500000.0,7200000.0,,4100000.0,,-67100000.0,196200000.0,46400000.0,1681100000.0,53900000.0,,,,
1992-06-30,5600000.0,,,44100000.0,,902000000.0,633700000.0,,480285714.0,,210400000.0,210400000.0,2275700000.0,0.0,306100000.0,154500000.0,,2663800000.0,326600000,95200000.0,,-1313400000.0,,,263300000.0,1348500000.0,3977200000.0,-52100000.0,3119400000.0,181600000.0,-3800000.0,-600000.0,-114300000.0,268300000,592100000.0,1584000000,-44500000.0,3500000.0,,1396200000.0,0.35,2763200000.0,,480285714.0,,15000000.0,80900000.0,67300000.0,76600000.0,,4111700000.0,682000000.0,168100000.0,58300000.0,168100000,576200000.0,439800000.0,431100000.0,0.0,1300000.0,0.35,,498000000.0,343900000.0,6300000.0,,1000000.0,,-66900000.0,168100000.0,-108700000.0,1836000000.0,55300000.0,,,,
1992-09-30,1400000.0,,,43900000.0,,939600000.0,617800000.0,,474883721.0,,220100000.0,220100000.0,2335400000.0,0.0,303000000.0,145900000.0,,2690100000.0,381600000,113400000.0,,-1355900000.0,,,317600000.0,1402000000.0,4046000000.0,-36200000.0,3247300000.0,221700000.0,-20000000.0,-88200000.0,-118000000.0,321800000,620300000.0,1670700000,-18600000.0,-2900000.0,,1141300000.0,0.43,2809300000.0,,474883721.0,,313500000.0,85800000.0,103700000.0,9700000.0,,4211300000.0,731100000.0,204200000.0,59000000.0,204200000,558000000.0,734600000.0,439900000.0,0.0,3700000.0,0.43,,218000000.0,335300000.0,7900000.0,,5600000.0,,-76400000.0,204200000.0,-116600000.0,1875900000.0,75300000.0,,,,
1992-12-31,-21500000.0,,,53300000.0,,739800000.0,547700000.0,,,,126300000.0,126300000.0,1945200000.0,0.0,313800000.0,174800000.0,,2662700000.0,249700000,66500000.0,,-1331000000.0,,,180800000.0,1236600000.0,3993700000.0,-70700000.0,3033900000.0,228400000.0,60000000.0,-137000000.0,-168800000.0,192100000,545300000.0,1420800000,-9900000.0,6400000.0,,1071000000.0,,2778400000.0,,,,314900000.0,499300000.0,59600000.0,-93800000.0,,4015000000.0,681000000.0,-137300000.0,57600000.0,114300000,490100000.0,998800000.0,416400000.0,0.0,-3500000.0,,,211900000.0,184600000.0,7800000.0,,700000.0,,-76000000.0,-137300000.0,-171500000.0,2069800000.0,62400000.0,,,,
1993-03-31,5500000.0,,,53200000.0,,858200000.0,587200000.0,,471578947.0,,110000000.0,110000000.0,1883200000.0,126300000.0,283800000.0,164100000.0,,2674300000.0,335800000,89700000.0,,-1385000000.0,,,268900000.0,1350100000.0,4059300000.0,-175600000.0,3137800000.0,111100000.0,-8600000.0,-103700000.0,-80700000.0,271000000,597100000.0,1518400000,-108000000.0,15900000.0,,1230900000.0,0.38,2803000000.0,,471578947.0,,320700000.0,417500000.0,30400000.0,-16300000.0,,4153100000.0,660200000.0,179200000.0,64800000.0,179200000,522400000.0,1039000000.0,435500000.0,0.0,6500000.0,0.38,,350000000.0,300800000.0,8600000.0,,3300000.0,,-75300000.0,179200000.0,-24600000.0,2269900000.0,75500000.0,,,,
1993-06-30,-1600000.0,,,53200000.0,,847900000.0,624300000.0,,460322581.0,,123000000.0,123000000.0,1704200000.0,0.0,290500000.0,158300000.0,,2733200000.0,285800000,71800000.0,,-1405300000.0,,,214500000.0,1294100000.0,4138500000.0,-219300000.0,3206300000.0,233900000.0,21100000.0,-51300000.0,-164500000.0,223600000,535600000.0,1541600000,14200000.0,-3700000.0,,1417100000.0,0.31,2873400000.0,,460322581.0,,320400000.0,432300000.0,69400000.0,13000000.0,,4167500000.0,693700000.0,142700000.0,59600000.0,142700000,562100000.0,1046200000.0,424000000.0,0.0,100000.0,0.31,,591000000.0,293500000.0,9200000.0,,1500000.0,,-74200000.0,142700000.0,-166100000.0,2463300000.0,87000000.0,,,,
1993-09-30,-1000000.0,,,53100000.0,,958500000.0,622600000.0,,465111111.0,,176400000.0,176400000.0,1737000000.0,0.0,297100000.0,142100000.0,,2771400000.0,397100000,113400000.0,,-1452600000.0,,,322700000.0,1355900000.0,4224000000.0,-93600000.0,3337400000.0,305800000.0,-3900000.0,-146700000.0,-104500000.0,335900000,580400000.0,1669200000,43000000.0,-1800000.0,,1492800000.0,0.45,2926200000.0,,465111111.0,,320000000.0,439800000.0,201300000.0,53400000.0,,4282100000.0,710700000.0,209300000.0,59200000.0,209300000,561400000.0,1052300000.0,422000000.0,0.0,-3800000.0,0.45,,615300000.0,292500000.0,9400000.0,,900000.0,,-78200000.0,209300000.0,-105500000.0,2545100000.0,101700000.0,,,,
1993-12-31,-28000000.0,,,59100000.0,,911600000.0,673200000.0,,,,98100000.0,98100000.0,1713400000.0,0.0,308800000.0,207100000.0,,2768400000.0,320000000,78500000.0,,-1504100000.0,,,228000000.0,1245100000.0,4272500000.0,-59600000.0,3409400000.0,149400000.0,-27700000.0,-162500000.0,-100000000.0,238400000,517600000.0,1566200000,-18600000.0,-1700000.0,,1214600000.0,,2992000000.0,,,,521600000.0,598600000.0,49400000.0,-78300000.0,,4237100000.0,654600000.0,149500000.0,81600000.0,149500000,591600000.0,1309100000.0,403100000.0,0.0,-4300000.0,,,388200000.0,188900000.0,6100000.0,,-2800000.0,,-77500000.0,149500000.0,-64000000.0,2523700000.0,164500000.0,,,,
1994-03-31,11400000.0,,,59700000.0,-189300000.0,879200000.0,580100000.0,,454000000.0,77600000.0,169400000.0,169400000.0,1697000000.0,98100000.0,309100000.0,214000000.0,,2765700000.0,361100000,113600000.0,,-1535500000.0,,,297500000.0,1392100000.0,4301200000.0,-122600000.0,3516200000.0,202500000.0,,-150900000.0,-71100000.0,299100000,137000000.0,1611200000,32900000.0,-2600000.0,,1373400000.0,0.41,3006700000.0,610200000.0,454000000.0,,519900000.0,463200000.0,131400000.0,71300000.0,489100000.0,4398800000.0,732000000.0,183900000.0,62000000.0,183900000,580100000.0,1328400000.0,398500000.0,169400000.0,8100000.0,0.41,,438200000.0,345300000.0,9700000.0,,500000.0,,-77100000.0,183900000.0,24100000.0,2701800000.0,181300000.0,,,,
1994-06-30,7500000.0,,,60100000.0,-160200000.0,888200000.0,627100000.0,,451800000.0,77600000.0,231800000.0,231800000.0,1716500000.0,169400000.0,335800000.0,209100000.0,,2843500000.0,321900000,94000000.0,,-1592600000.0,,,245500000.0,1473300000.0,4436100000.0,-83600000.0,3591400000.0,203700000.0,,-62600000.0,-89900000.0,261100000,95800000.0,1616900000,-21400000.0,5800000.0,,1468900000.0,0.34,3060000000.0,642900000.0,451800000.0,,519700000.0,469300000.0,113800000.0,62400000.0,500900000.0,4533300000.0,728700000.0,151500000.0,60800000.0,151500000,627100000.0,1347900000.0,389500000.0,231800000.0,-4100000.0,0.34,,536400000.0,358900000.0,11500000.0,,-700000.0,,-76300000.0,151500000.0,-82400000.0,2816800000.0,156400000.0,,,,
1994-09-30,-2400000.0,,,59200000.0,-136000000.0,985700000.0,626600000.0,,450000000.0,77600000.0,314400000.0,314400000.0,1800000000.0,231800000.0,325000000.0,210200000.0,,2882000000.0,425400000,130600000.0,,-1668300000.0,,,347300000.0,1569400000.0,4550300000.0,-77400000.0,3727700000.0,334000000.0,,-179800000.0,-76500000.0,359100000,130100000.0,1741900000,35900000.0,2400000.0,,1296300000.0,0.48,3091300000.0,645900000.0,450000000.0,,719600000.0,478900000.0,257500000.0,82600000.0,526700000.0,4660700000.0,756200000.0,216700000.0,66300000.0,216700000,626600000.0,1564400000.0,398900000.0,314400000.0,800000.0,0.48,,314500000.0,365900000.0,12600000.0,,-100000.0,,-80300000.0,216700000.0,-78900000.0,2860700000.0,150100000.0,,,,
