date,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyEbitda,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyCostOfRevenue,quarterlyNetIncome,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2010-12-31,7000000.0,-103000000.0,184000000.0,1456000000.0,-1914000000.0,1190000000.0,861000000.0,,,105000000.0,444000000.0,444000000.0,2158000000.0,559000000.0,1149000000.0,0.0,-1000000.0,3128000000.0,447000000,75000000.0,,-4690000000.0,26000000.0,,260000000.0,2915000000.0,7818000000.0,-145000000.0,6122000000.0,-71000000.0,-19000000.0,172000000.0,-222000000.0,329000000,421000000.0,2860000000,-85000000.0,319000000.0,60000000.0,3184000000.0,,8932000000.0,883000000.0,,3628000000.0,4908000000.0,425000000.0,-293000000.0,-115000000.0,558000000.0,11847000000.0,1670000000.0,189000000.0,127000000.0,185000000,861000000.0,6509000000.0,1056000000.0,444000000.0,-9000000.0,,,996000000.0,697000000.0,60000000.0,,1000000.0,4000000.0,-149000000.0,189000000.0,-215000000.0,9693000000.0,387000000.0,,,,
2011-03-31,4000000.0,81000000.0,-301000000.0,1456000000.0,-1789000000.0,1421000000.0,849000000.0,,365000000.0,105000000.0,404000000.0,404000000.0,2309000000.0,444000000.0,1199000000.0,0.0,-946000000.0,3183000000.0,661000000,140000000.0,,-4816000000.0,122000000.0,,505000000.0,3051000000.0,7999000000.0,-329000000.0,6325000000.0,310000000.0,371000000.0,-266000000.0,-103000000.0,572000000,408000000.0,3485000000,22000000.0,6000000.0,92000000.0,3418000000.0,1.0,9137000000.0,1367000000.0,368000000.0,3630000000.0,4905000000.0,636000000.0,207000000.0,-40000000.0,641000000.0,12188000000.0,2064000000.0,366000000.0,,365000000,849000000.0,6466000000.0,975000000.0,404000000.0,0.0,1.0,,1078000000.0,749000000.0,67000000.0,,4000000.0,50000000.0,-148000000.0,366000000.0,-99000000.0,9884000000.0,405000000.0,,,,
2011-06-30,1000000.0,-42000000.0,16000000.0,1455000000.0,-1765000000.0,1443000000.0,900000000.0,,363000000.0,105000000.0,457000000.0,457000000.0,2474000000.0,404000000.0,1208000000.0,0.0,0.0,3246000000.0,628000000,147000000.0,,-4908000000.0,127000000.0,,489000000.0,3136000000.0,8154000000.0,-189000000.0,6511000000.0,336000000.0,-346000000.0,-151000000.0,-140000000.0,543000000,412000000.0,3386000000,-99000000.0,-7000000.0,31000000.0,3026000000.0,0.94,9220000000.0,1364000000.0,366000000.0,3632000000.0,5308000000.0,615000000.0,196000000.0,53000000.0,436000000.0,12356000000.0,1943000000.0,343000000.0,,342000000,900000000.0,6862000000.0,1017000000.0,457000000.0,-1000000.0,0.94,,734000000.0,768000000.0,53000000.0,,6000000.0,9000000.0,-148000000.0,343000000.0,-139000000.0,9888000000.0,413000000.0,,,,
2011-09-30,6000000.0,4000000.0,61000000.0,1455000000.0,-1926000000.0,1350000000.0,886000000.0,,360000000.0,105000000.0,582000000.0,582000000.0,2283000000.0,457000000.0,1200000000.0,0.0,0.0,3193000000.0,550000000,107000000.0,,-4858000000.0,16000000.0,,397000000.0,3178000000.0,8051000000.0,-175000000.0,6644000000.0,623000000.0,108000000.0,-313000000.0,-149000000.0,464000000,461000000.0,3312000000,135000000.0,-1000000.0,18000000.0,3101000000.0,0.8,9085000000.0,1302000000.0,363000000.0,3622000000.0,5300000000.0,401000000.0,474000000.0,125000000.0,446000000.0,12263000000.0,1962000000.0,290000000.0,,290000000,886000000.0,6877000000.0,1013000000.0,582000000.0,-9000000.0,0.81,,737000000.0,790000000.0,58000000.0,,0.0,-8000000.0,-156000000.0,290000000.0,-143000000.0,9978000000.0,335000000.0,,,,
2011-12-31,-4000000.0,-119000000.0,124000000.0,1454000000.0,-2458000000.0,1234000000.0,837000000.0,,,105000000.0,460000000.0,460000000.0,1760000000.0,582000000.0,1189000000.0,0.0,1000000.0,3281000000.0,495000000,109000000.0,,-4847000000.0,26000000.0,,341000000.0,3027000000.0,8128000000.0,-105000000.0,6721000000.0,326000000.0,-155000000.0,-227000000.0,-202000000.0,397000000,411000000.0,3015000000,69000000.0,86000000.0,66000000.0,3313000000.0,,8874000000.0,1188000000.0,,3623000000.0,5037000000.0,404000000.0,124000000.0,-122000000.0,652000000.0,11901000000.0,1781000000.0,232000000.0,,232000000,837000000.0,6826000000.0,1132000000.0,460000000.0,-1000000.0,,,995000000.0,637000000.0,55000000.0,,5000000.0,-11000000.0,-152000000.0,232000000.0,-206000000.0,10139000000.0,366000000.0,,,,
2012-03-31,6000000.0,-14000000.0,-168000000.0,1454000000.0,-2348000000.0,1371000000.0,836000000.0,,357000000.0,105000000.0,404000000.0,404000000.0,2062000000.0,460000000.0,1186000000.0,0.0,-178000000.0,3295000000.0,643000000,157000000.0,,-4967000000.0,41000000.0,,515000000.0,3192000000.0,8262000000.0,-63000000.0,6917000000.0,340000000.0,28000000.0,-355000000.0,-63000000.0,535000000,428000000.0,3440000000,-63000000.0,-53000000.0,180000000.0,4011000000.0,1.0,8942000000.0,1304000000.0,359000000.0,3628000000.0,4254000000.0,419000000.0,277000000.0,-56000000.0,633000000.0,12134000000.0,2069000000.0,358000000.0,95000000.0,358000000,836000000.0,6059000000.0,1144000000.0,404000000.0,13000000.0,1.0,,1584000000.0,648000000.0,33000000.0,,-2000000.0,1000000.0,-153000000.0,358000000.0,-57000000.0,10070000000.0,375000000.0,,,,
2012-06-30,0.0,12000000.0,99000000.0,2193000000.0,-2438000000.0,1414000000.0,929000000.0,,357000000.0,105000000.0,230000000.0,230000000.0,2151000000.0,404000000.0,1226000000.0,0.0,178000000.0,3561000000.0,591000000,102000000.0,,-4976000000.0,24000000.0,,403000000.0,3211000000.0,8537000000.0,0.0,7061000000.0,340000000.0,6000000.0,2275000000.0,-92000000.0,485000000,417000000.0,3474000000,-74000000.0,15000000.0,5000000.0,4606000000.0,0.84,11429000000.0,1420000000.0,359000000.0,5044000000.0,6030000000.0,431000000.0,248000000.0,-174000000.0,701000000.0,14640000000.0,2060000000.0,301000000.0,99000000.0,301000000,929000000.0,7881000000.0,1235000000.0,230000000.0,7000000.0,0.84,,2257000000.0,644000000.0,89000000.0,,-1000000.0,31000000.0,-153000000.0,301000000.0,-2766000000.0,12487000000.0,436000000.0,,,,
2012-09-30,2000000.0,-45000000.0,-26000000.0,2255000000.0,-2323000000.0,1442000000.0,963000000.0,,358000000.0,105000000.0,305000000.0,305000000.0,2436000000.0,230000000.0,1338000000.0,0.0,0.0,3599000000.0,598000000,120000000.0,,-5132000000.0,22000000.0,0.0,417000000.0,3306000000.0,8731000000.0,0.0,7196000000.0,695000000.0,23000000.0,-523000000.0,-107000000.0,479000000,505000000.0,3720000000,281000000.0,-2000000.0,16000000.0,4514000000.0,0.82,11548000000.0,1414000000.0,359000000.0,5025000000.0,6065000000.0,431000000.0,588000000.0,75000000.0,783000000.0,14854000000.0,2278000000.0,296000000.0,108000000.0,296000000,963000000.0,7902000000.0,1279000000.0,305000000.0,11000000.0,0.83,,1872000000.0,643000000.0,73000000.0,,1000000.0,113000000.0,-158000000.0,296000000.0,-105000000.0,12416000000.0,436000000.0,,,,
2012-12-31,-52000000.0,-33000000.0,30000000.0,2359000000.0,-931000000.0,1176000000.0,1173000000.0,,359000000.0,105000000.0,281000000.0,281000000.0,2419000000.0,305000000.0,1402000000.0,0.0,-750000000.0,3782000000.0,143000000,-37000000.0,,-5209000000.0,142000000.0,6000000.0,-69000000.0,3387000000.0,8991000000.0,0.0,5615000000.0,383000000.0,-78000000.0,-80000000.0,-271000000.0,3000000,473000000.0,3563000000,17000000.0,-119000000.0,52000000.0,4530000000.0,-0.09,11856000000.0,1454000000.0,359000000.0,5053000000.0,6082000000.0,414000000.0,112000000.0,-24000000.0,783000000.0,15243000000.0,2387000000.0,-32000000.0,146000000.0,-32000000,1173000000.0,8233000000.0,1365000000.0,281000000.0,-6000000.0,-0.09,,1820000000.0,536000000.0,66000000.0,,2000000.0,63000000.0,-158000000.0,-32000000.0,-317000000.0,12763000000.0,478000000.0,,,,
2013-03-31,0.0,80000000.0,-142000000.0,2346000000.0,-947000000.0,1393000000.0,890000000.0,,363000000.0,105000000.0,252000000.0,252000000.0,2781000000.0,281000000.0,1447000000.0,0.0,-975000000.0,3745000000.0,609000000,124000000.0,,-5227000000.0,265000000.0,,436000000.0,3462000000.0,8972000000.0,-44000000.0,5749000000.0,338000000.0,23000000.0,-260000000.0,-102000000.0,503000000,535000000.0,3861000000,-85000000.0,11000000.0,87000000.0,3568000000.0,0.85,11762000000.0,1588000000.0,366000000.0,5058000000.0,6717000000.0,384000000.0,236000000.0,-29000000.0,660000000.0,15224000000.0,2468000000.0,311000000.0,113000000.0,311000000,890000000.0,8814000000.0,1284000000.0,252000000.0,-7000000.0,0.86,,839000000.0,563000000.0,60000000.0,,9000000.0,45000000.0,-160000000.0,311000000.0,-102000000.0,12382000000.0,450000000.0,,,,
2013-06-30,-1000000.0,11000000.0,30000000.0,2347000000.0,-1023000000.0,1477000000.0,907000000.0,,364000000.0,105000000.0,262000000.0,262000000.0,2558000000.0,252000000.0,1364000000.0,0.0,215000000.0,3719000000.0,678000000,150000000.0,,-5246000000.0,143000000.0,,504000000.0,3407000000.0,8965000000.0,-500000000.0,5939000000.0,367000000.0,37000000.0,-220000000.0,-136000000.0,570000000,444000000.0,3714000000,-124000000.0,-2000000.0,31000000.0,3969000000.0,0.96,11669000000.0,1512000000.0,367000000.0,5019000000.0,6337000000.0,440000000.0,231000000.0,10000000.0,701000000.0,15076000000.0,2237000000.0,352000000.0,113000000.0,352000000,907000000.0,8488000000.0,1274000000.0,262000000.0,-5000000.0,0.96,,1429000000.0,569000000.0,61000000.0,,11000000.0,-83000000.0,-160000000.0,352000000.0,-137000000.0,12457000000.0,413000000.0,,,,
2013-09-30,0.0,-39000000.0,-1000000.0,2364000000.0,-963000000.0,1450000000.0,946000000.0,,362000000.0,105000000.0,300000000.0,300000000.0,2835000000.0,262000000.0,1399000000.0,0.0,-310000000.0,3777000000.0,622000000,124000000.0,,-5387000000.0,42000000.0,0.0,452000000.0,3434000000.0,9164000000.0,0.0,6098000000.0,684000000.0,13000000.0,-502000000.0,-125000000.0,504000000,537000000.0,3716000000,275000000.0,-36000000.0,75000000.0,3834000000.0,0.9,11786000000.0,1474000000.0,364000000.0,5052000000.0,6348000000.0,425000000.0,559000000.0,38000000.0,769000000.0,15220000000.0,2266000000.0,326000000.0,114000000.0,326000000,946000000.0,8490000000.0,1312000000.0,300000000.0,4000000.0,0.9,,1054000000.0,560000000.0,56000000.0,,3000000.0,36000000.0,-166000000.0,326000000.0,-125000000.0,12324000000.0,406000000.0,,,,
2013-12-31,-3000000.0,64000000.0,67000000.0,2367000000.0,-936000000.0,1783000000.0,523000000.0,,363000000.0,105000000.0,273000000.0,273000000.0,3545000000.0,300000000.0,1432000000.0,0.0,-18000000.0,3856000000.0,1464000000,394000000.0,,-5501000000.0,25000000.0,0.0,1214000000.0,3267000000.0,9357000000.0,0.0,6749000000.0,418000000.0,-48000000.0,-159000000.0,-274000000.0,1260000000,503000000.0,3501000000,185000000.0,344000000.0,69000000.0,3835000000.0,2.24,12207000000.0,1424000000.0,364000000.0,5051000000.0,6330000000.0,429000000.0,144000000.0,-27000000.0,803000000.0,15474000000.0,1718000000.0,818000000.0,192000000.0,819000000,523000000.0,8032000000.0,1248000000.0,273000000.0,12000000.0,2.26,,1028000000.0,928000000.0,58000000.0,,1000000.0,32000000.0,-167000000.0,818000000.0,-277000000.0,11867000000.0,514000000.0,,,,
2014-03-31,-2000000.0,-29000000.0,-195000000.0,2369000000.0,-939000000.0,1504000000.0,890000000.0,,360000000.0,105000000.0,284000000.0,284000000.0,3511000000.0,273000000.0,1383000000.0,0.0,-682000000.0,3851000000.0,740000000,165000000.0,,-5589000000.0,37000000.0,,572000000.0,3504000000.0,9440000000.0,-321000000.0,6985000000.0,268000000.0,6000000.0,-147000000.0,-97000000.0,614000000,595000000.0,3742000000,-255000000.0,45000000.0,107000000.0,5073000000.0,1.12,12224000000.0,1605000000.0,362000000.0,5049000000.0,5413000000.0,419000000.0,171000000.0,11000000.0,736000000.0,15728000000.0,2238000000.0,406000000.0,116000000.0,406000000,890000000.0,7083000000.0,1277000000.0,284000000.0,10000000.0,1.13,,2252000000.0,915000000.0,52000000.0,,-1000000.0,-49000000.0,-166000000.0,406000000.0,-99000000.0,12156000000.0,440000000.0,,,,
2014-06-30,2000000.0,-26000000.0,59000000.0,2361000000.0,-928000000.0,1411000000.0,944000000.0,,359000000.0,105000000.0,290000000.0,290000000.0,3752000000.0,284000000.0,1462000000.0,0.0,-275000000.0,3879000000.0,589000000,122000000.0,,-5719000000.0,96000000.0,,420000000.0,3491000000.0,9598000000.0,-8000000.0,7113000000.0,386000000.0,12000000.0,-261000000.0,-129000000.0,467000000,555000000.0,3685000000,19000000.0,-27000000.0,39000000.0,4295000000.0,0.82,12322000000.0,1544000000.0,362000000.0,5055000000.0,6029000000.0,421000000.0,257000000.0,6000000.0,774000000.0,15813000000.0,2274000000.0,295000000.0,119000000.0,295000000,944000000.0,7705000000.0,1303000000.0,290000000.0,3000000.0,0.82,,1465000000.0,917000000.0,50000000.0,,7000000.0,79000000.0,-165000000.0,295000000.0,-127000000.0,12000000000.0,526000000.0,,,,
2014-09-30,7000000.0,95000000.0,14000000.0,2327000000.0,-1016000000.0,1292000000.0,927000000.0,,358000000.0,105000000.0,426000000.0,426000000.0,3383000000.0,290000000.0,1466000000.0,0.0,-2000000.0,3790000000.0,506000000,86000000.0,,-5717000000.0,31000000.0,,312000000.0,3572000000.0,9507000000.0,-361000000.0,7161000000.0,523000000.0,,-280000000.0,-129000000.0,365000000,664000000.0,3639000000,227000000.0,-16000000.0,56000000.0,4662000000.0,0.62,12200000000.0,1565000000.0,360000000.0,5021000000.0,5963000000.0,430000000.0,394000000.0,136000000.0,790000000.0,15772000000.0,2347000000.0,224000000.0,140000000.0,225000000,927000000.0,7665000000.0,1208000000.0,426000000.0,1000000.0,0.63,,1686000000.0,943000000.0,54000000.0,,6000000.0,4000000.0,-175000000.0,224000000.0,-122000000.0,12327000000.0,550000000.0,,,,
2014-12-31,2000000.0,-70000000.0,253000000.0,2295000000.0,-1213000000.0,856000000.0,1278000000.0,,355000000.0,105000000.0,443000000.0,443000000.0,2789000000.0,426000000.0,1528000000.0,342000000.0,-1125000000.0,3769000000.0,-298000000,-187000000.0,,-5526000000.0,53000000.0,,-479000000.0,3340000000.0,9295000000.0,0.0,6689000000.0,616000000.0,,-375000000.0,-227000000.0,-422000000,596000000.0,3514000000,258000000.0,-256000000.0,39000000.0,4364000000.0,-0.82,11813000000.0,1094000000.0,355000000.0,4971000000.0,5935000000.0,418000000.0,389000000.0,17000000.0,766000000.0,15153000000.0,2658000000.0,-293000000.0,128000000.0,-293000000,1278000000.0,7938000000.0,1279000000.0,443000000.0,-4000000.0,-0.82,,1435000000.0,726000000.0,53000000.0,,-3000000.0,62000000.0,-174000000.0,-293000000.0,-225000000.0,12302000000.0,528000000.0,,,,
2015-03-31,3000000.0,70000000.0,-240000000.0,2282000000.0,-1291000000.0,1245000000.0,861000000.0,,355000000.0,105000000.0,349000000.0,349000000.0,2546000000.0,443000000.0,1537000000.0,0.0,-262000000.0,3719000000.0,489000000,76000000.0,,-5466000000.0,57000000.0,-117000000.0,304000000.0,3441000000.0,9185000000.0,-285000000.0,6739000000.0,95000000.0,57000000.0,13000000.0,-83000000.0,384000000,543000000.0,3556000000,-285000000.0,-2000000.0,72000000.0,4000000000.0,0.64,11767000000.0,1503000000.0,357000000.0,4993000000.0,6561000000.0,396000000.0,12000000.0,-94000000.0,679000000.0,15208000000.0,2311000000.0,227000000.0,131000000.0,227000000,861000000.0,8556000000.0,1199000000.0,349000000.0,-26000000.0,0.64,,1169000000.0,764000000.0,54000000.0,,5000000.0,27000000.0,-174000000.0,227000000.0,-197000000.0,12556000000.0,519000000.0,,,,
2015-06-30,39000000.0,-65000000.0,33000000.0,2266000000.0,-1281000000.0,1241000000.0,829000000.0,,353000000.0,105000000.0,294000000.0,294000000.0,2652000000.0,349000000.0,1591000000.0,0.0,-344000000.0,3624000000.0,504000000,85000000.0,,-5585000000.0,33000000.0,0.0,308000000.0,3326000000.0,9209000000.0,0.0,6789000000.0,446000000.0,-1000000.0,-370000000.0,-135000000.0,412000000,505000000.0,3498000000,18000000.0,-9000000.0,15000000.0,4519000000.0,0.63,11636000000.0,1420000000.0,355000000.0,4978000000.0,5800000000.0,425000000.0,311000000.0,-55000000.0,715000000.0,14962000000.0,2257000000.0,223000000.0,138000000.0,222000000,829000000.0,7769000000.0,1211000000.0,294000000.0,-46000000.0,0.63,,1693000000.0,747000000.0,58000000.0,,0.0,87000000.0,-173000000.0,223000000.0,-96000000.0,12288000000.0,489000000.0,,,,
2015-09-30,1000000.0,-4000000.0,-7000000.0,2281000000.0,-1322000000.0,1233000000.0,899000000.0,,354000000.0,105000000.0,299000000.0,299000000.0,2663000000.0,294000000.0,1610000000.0,0.0,2000000.0,3594000000.0,446000000,66000000.0,,-5535000000.0,106000000.0,-500000000.0,272000000.0,3353000000.0,9129000000.0,-96000000.0,6815000000.0,401000000.0,11000000.0,247000000.0,-144000000.0,334000000,526000000.0,3329000000,135000000.0,-50000000.0,25000000.0,5072000000.0,0.58,12165000000.0,1457000000.0,356000000.0,4988000000.0,5830000000.0,391000000.0,257000000.0,5000000.0,792000000.0,15518000000.0,2096000000.0,205000000.0,118000000.0,205000000,899000000.0,7773000000.0,1210000000.0,299000000.0,-6000000.0,0.58,,2119000000.0,765000000.0,56000000.0,454000000.0,-8000000.0,21000000.0,-176000000.0,205000000.0,-643000000.0,12845000000.0,565000000.0,,,,
2015-12-31,0.0,-43000000.0,87000000.0,2268000000.0,-1376000000.0,962000000.0,1001000000.0,,353000000.0,105000000.0,251000000.0,251000000.0,2128000000.0,299000000.0,1907000000.0,0.0,-285000000.0,3621000000.0,95000000,-68000000.0,,-5236000000.0,65000000.0,0.0,-111000000.0,3236000000.0,8857000000.0,-350000000.0,6597000000.0,749000000.0,-80000000.0,-596000000.0,-191000000.0,-39000000,548000000.0,3142000000,399000000.0,-108000000.0,42000000.0,5739000000.0,-0.12,12029000000.0,1161000000.0,353000000.0,4968000000.0,5289000000.0,391000000.0,558000000.0,-48000000.0,772000000.0,15265000000.0,2180000000.0,-41000000.0,147000000.0,-40000000,1001000000.0,7388000000.0,1250000000.0,251000000.0,-13000000.0,-0.12,,2470000000.0,685000000.0,59000000.0,456000000.0,3000000.0,292000000.0,-177000000.0,-41000000.0,-191000000.0,13127000000.0,485000000.0,,,,
2016-03-31,7000000.0,49000000.0,-201000000.0,2293000000.0,-1434000000.0,1245000000.0,807000000.0,,351000000.0,105000000.0,310000000.0,310000000.0,2031000000.0,251000000.0,1926000000.0,0.0,-958000000.0,3617000000.0,553000000,47000000.0,15000000.0,-5263000000.0,164000000.0,-18000000.0,221000000.0,3219000000.0,8880000000.0,-198000000.0,6595000000.0,5000000.0,-33000000.0,214000000.0,-144000000.0,438000000,558000000.0,3395000000,-228000000.0,0.0,19000000.0,5162000000.0,0.49,12078000000.0,1505000000.0,355000000.0,4974000000.0,6256000000.0,384000000.0,-139000000.0,59000000.0,677000000.0,15297000000.0,2150000000.0,175000000.0,115000000.0,175000000,807000000.0,8094000000.0,1198000000.0,310000000.0,0.0,0.5,,1982000000.0,447000000.0,217000000.0,465000000.0,0.0,89000000.0,-176000000.0,175000000.0,-155000000.0,13256000000.0,481000000.0,,,,
2016-06-30,-22000000.0,-32000000.0,42000000.0,2282000000.0,-1494000000.0,1270000000.0,821000000.0,,350000000.0,105000000.0,531000000.0,531000000.0,1990000000.0,310000000.0,1988000000.0,0.0,-693000000.0,3543000000.0,589000000,106000000.0,15000000.0,-5310000000.0,69000000.0,3000000.0,385000000.0,3421000000.0,8853000000.0,-188000000.0,6701000000.0,643000000.0,38000000.0,-308000000.0,-105000000.0,449000000,574000000.0,3268000000,201000000.0,7000000.0,83000000.0,5271000000.0,0.79,11966000000.0,1473000000.0,354000000.0,4963000000.0,6277000000.0,382000000.0,538000000.0,221000000.0,702000000.0,15387000000.0,1998000000.0,280000000.0,136000000.0,280000000,821000000.0,8116000000.0,1216000000.0,531000000.0,4000000.0,0.8,,1924000000.0,477000000.0,68000000.0,435000000.0,0.0,68000000.0,-175000000.0,280000000.0,-95000000.0,13387000000.0,497000000.0,,,,
2016-09-30,4000000.0,8000000.0,-49000000.0,2287000000.0,-1505000000.0,1264000000.0,854000000.0,,350000000.0,105000000.0,346000000.0,346000000.0,2185000000.0,531000000.0,1986000000.0,0.0,-328000000.0,3558000000.0,519000000,62000000.0,15000000.0,-5356000000.0,123000000.0,-6000000.0,355000000.0,3296000000.0,8914000000.0,-40000000.0,6807000000.0,373000000.0,-14000000.0,-427000000.0,-127000000.0,410000000,591000000.0,3254000000,10000000.0,-33000000.0,35000000.0,5001000000.0,0.82,12023000000.0,1523000000.0,354000000.0,4971000000.0,6296000000.0,385000000.0,246000000.0,-185000000.0,797000000.0,15319000000.0,1990000000.0,292000000.0,106000000.0,292000000,854000000.0,8118000000.0,1220000000.0,346000000.0,3000000.0,0.83,,1592000000.0,459000000.0,58000000.0,438000000.0,0.0,-18000000.0,-182000000.0,292000000.0,-131000000.0,13119000000.0,513000000.0,,,,
2016-12-31,-2000000.0,-18000000.0,229000000.0,2369000000.0,-1575000000.0,976000000.0,878000000.0,,351000000.0,105000000.0,280000000.0,280000000.0,1910000000.0,346000000.0,2014000000.0,0.0,-2507000000.0,3569000000.0,189000000,18000000.0,18000000.0,-5280000000.0,12000000.0,-379000000.0,-34000000.0,2940000000.0,8849000000.0,0.0,6571000000.0,607000000.0,-60000000.0,-121000000.0,-131000000.0,98000000,590000000.0,3097000000,222000000.0,0.0,47000000.0,4474000000.0,-0.15,12171000000.0,1098000000.0,351000000.0,5166000000.0,6698000000.0,424000000.0,476000000.0,-66000000.0,754000000.0,15111000000.0,2121000000.0,-53000000.0,160000000.0,-52000000,878000000.0,8711000000.0,1238000000.0,280000000.0,-69000000.0,-0.15,,1069000000.0,525000000.0,63000000.0,438000000.0,0.0,-15000000.0,-183000000.0,-53000000.0,-512000000.0,13185000000.0,563000000.0,,,,
2017-03-31,-1000000.0,58000000.0,-192000000.0,2442000000.0,-1488000000.0,1204000000.0,844000000.0,,351000000.0,105000000.0,298000000.0,298000000.0,2006000000.0,280000000.0,1995000000.0,0.0,-1000000.0,3576000000.0,484000000,42000000.0,17000000.0,-5397000000.0,40000000.0,0.0,302000000.0,3146000000.0,8973000000.0,-125000000.0,6650000000.0,211000000.0,30000000.0,-77000000.0,-130000000.0,360000000,620000000.0,3254000000,-72000000.0,-67000000.0,141000000.0,4732000000.0,0.74,12281000000.0,1464000000.0,354000000.0,5084000000.0,6715000000.0,494000000.0,81000000.0,18000000.0,715000000.0,15427000000.0,2050000000.0,262000000.0,121000000.0,262000000,844000000.0,8673000000.0,1195000000.0,298000000.0,3000000.0,0.75,,1261000000.0,456000000.0,61000000.0,440000000.0,0.0,11000000.0,-182000000.0,262000000.0,-131000000.0,13405000000.0,739000000.0,,,,
2017-06-30,-3000000.0,5000000.0,44000000.0,2423000000.0,-1495000000.0,1265000000.0,812000000.0,,349000000.0,105000000.0,334000000.0,334000000.0,1834000000.0,298000000.0,2057000000.0,0.0,-625000000.0,3613000000.0,566000000,102000000.0,19000000.0,-5530000000.0,25000000.0,0.0,384000000.0,3167000000.0,9143000000.0,-265000000.0,6752000000.0,443000000.0,0.0,-295000000.0,-138000000.0,453000000,667000000.0,3187000000,67000000.0,0.0,48000000.0,4688000000.0,0.8,12368000000.0,1427000000.0,352000000.0,5127000000.0,7123000000.0,476000000.0,305000000.0,36000000.0,781000000.0,15535000000.0,1922000000.0,282000000.0,119000000.0,282000000,812000000.0,8997000000.0,1201000000.0,334000000.0,-6000000.0,0.81,,1135000000.0,401000000.0,63000000.0,435000000.0,0.0,59000000.0,-181000000.0,282000000.0,-131000000.0,13685000000.0,770000000.0,,,,
2017-09-30,-3000000.0,15000000.0,-75000000.0,2442000000.0,-1466000000.0,1232000000.0,768000000.0,,345000000.0,105000000.0,267000000.0,267000000.0,1927000000.0,334000000.0,2140000000.0,0.0,0.0,3629000000.0,588000000,104000000.0,17000000.0,-5636000000.0,22000000.0,0.0,398000000.0,3172000000.0,9265000000.0,-126000000.0,6862000000.0,467000000.0,2000000.0,-443000000.0,-106000000.0,464000000,658000000.0,3273000000,78000000.0,47000000.0,38000000.0,4647000000.0,0.85,12469000000.0,1512000000.0,348000000.0,5135000000.0,7216000000.0,491000000.0,361000000.0,-67000000.0,829000000.0,15641000000.0,2041000000.0,297000000.0,126000000.0,297000000,768000000.0,9051000000.0,1195000000.0,267000000.0,-2000000.0,0.86,,982000000.0,411000000.0,64000000.0,432000000.0,0.0,65000000.0,-187000000.0,297000000.0,-101000000.0,13698000000.0,831000000.0,,,,
