date,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicEPS,quarterlyInventory,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyPurchaseOfInvestment,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyDilutedEPS,quarterlyCurrentAssets,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyGoodwill,quarterlyIncomeTaxPayable
2014-06-30,305000000.0,956000000.0,32438000000.0,56914000000.0,-12358000000.0,,13684000000.0,11173000000.0,,18369000000.0,17902000000.0,322982000000.0,,17873000000.0,307000000.0,4189000000.0,494000000.0,6393000000.0,,400233000000.0,32960000000.0,554999000000.0,13688000000.0,72805000000.0,11173000000.0,660000000.0,,72311000000.0,38205000000.0,19890000000.0,45567000000.0,18665000000.0,68268000000.0,63469000000.0,23986000000.0,216117000000.0,-13237000000.0,169102000000.0,322982000000.0,,154766000000.0,18829000000.0,163253000000.0,277480000000.0,47015000000.0,,25954000000.0,-1542000000.0,44282000000.0,5321000000.0,42310000000.0,4398000000.0,840000000.0,2036000000.0,-26538000000.0,-1374000000.0,19728000000.0,,,,,,,,,,,,,,,,,,,,
2014-09-30,162000000.0,510000000.0,33406000000.0,23180000000.0,-11922000000.0,19867321867.0,10647000000.0,8086000000.0,0.407,19941000000.0,-1138000000.0,329585000000.0,,13658000000.0,162000000.0,3011000000.0,428000000.0,20436000000.0,,407318000000.0,32564000000.0,561391000000.0,18567000000.0,71787000000.0,8086000000.0,558000000.0,0.0,71359000000.0,41692000000.0,19890000000.0,63469000000.0,13925000000.0,61245000000.0,62331000000.0,19617000000.0,214129000000.0,-11545000000.0,145515000000.0,329585000000.0,0.407,154073000000.0,14168000000.0,171339000000.0,285687000000.0,68614000000.0,19867321867.0,23990000000.0,-19600000000.0,41628000000.0,5692000000.0,63894000000.0,4739000000.0,838000000.0,2076000000.0,-28156000000.0,-186000000.0,18504000000.0,,,,,,,,,,,,,,,,,,,,
2014-12-31,409000000.0,2197000000.0,29143000000.0,12246000000.0,-14502000000.0,,9408000000.0,7175000000.0,,15790000000.0,-26375000000.0,338833000000.0,,12241000000.0,409000000.0,2833000000.0,442000000.0,15358000000.0,,413959000000.0,33395000000.0,532596000000.0,-9561000000.0,43944000000.0,7175000000.0,65000000.0,-1102000000.0,43502000000.0,38286000000.0,19890000000.0,62331000000.0,13523000000.0,57918000000.0,35956000000.0,20343000000.0,176969000000.0,-13361000000.0,108861000000.0,338833000000.0,,118637000000.0,14438000000.0,178442000000.0,291789000000.0,68108000000.0,,23746000000.0,-1552000000.0,37575000000.0,6820000000.0,63659000000.0,5591000000.0,801000000.0,2102000000.0,-19653000000.0,1522000000.0,19951000000.0,,,,,,,,,,,,,,,,,,,,
2015-03-31,773000000.0,747000000.0,28729000000.0,9965000000.0,-4792000000.0,19895104895.0,7656000000.0,5690000000.0,0.286,19035000000.0,10429000000.0,339790000000.0,,9820000000.0,77000000.0,2164000000.0,39000000.0,13402000000.0,,414804000000.0,33302000000.0,545259000000.0,5203000000.0,54929000000.0,5690000000.0,582000000.0,-3000000.0,54890000000.0,31867000000.0,19890000000.0,35956000000.0,10362000000.0,39911000000.0,46385000000.0,15874000000.0,182905000000.0,-5150000000.0,104374000000.0,339790000000.0,0.286,130455000000.0,10567000000.0,184134000000.0,297975000000.0,78531000000.0,,23090000000.0,-1316000000.0,24037000000.0,5512000000.0,74047000000.0,4038000000.0,800000000.0,2137000000.0,-16038000000.0,-959000000.0,19334000000.0,,,,,,,,,,,,,,,,,,,,
2015-06-30,219000000.0,1072000000.0,28973000000.0,5220000000.0,-5900000000.0,,8415000000.0,6037000000.0,,17884000000.0,5200000000.0,338267000000.0,,11045000000.0,219000000.0,2630000000.0,28000000.0,19781000000.0,,414708000000.0,34847000000.0,555298000000.0,15016000000.0,61040000000.0,6037000000.0,371000000.0,-25000000.0,61012000000.0,33663000000.0,19890000000.0,46385000000.0,12289000000.0,47872000000.0,51585000000.0,18681000000.0,198436000000.0,-6473000000.0,116939000000.0,338267000000.0,,140590000000.0,12117000000.0,175451000000.0,290256000000.0,81497000000.0,,24994000000.0,-13005000000.0,29191000000.0,6392000000.0,77014000000.0,4805000000.0,803000000.0,2161000000.0,-8039000000.0,-920000000.0,17791000000.0,,,,,,,,,,,,,,,,,,,,
2015-09-30,1129000000.0,1282000000.0,29684000000.0,3016000000.0,-4984000000.0,19950413223.0,6809000000.0,4828000000.0,0.242,15870000000.0,-4543000000.0,338944000000.0,,9114000000.0,1129000000.0,2305000000.0,26000000.0,19931000000.0,,415862000000.0,35057000000.0,552507000000.0,247000000.0,55249000000.0,4828000000.0,360000000.0,-20000000.0,55223000000.0,30839000000.0,19890000000.0,51585000000.0,9834000000.0,43663000000.0,47042000000.0,16092000000.0,191224000000.0,-3355000000.0,105039000000.0,338944000000.0,0.242,136645000000.0,10396000000.0,180278000000.0,295651000000.0,86185000000.0,,23339000000.0,-4459000000.0,27571000000.0,6258000000.0,81382000000.0,4737000000.0,802000000.0,2203000000.0,-4819000000.0,1246000000.0,16352000000.0,,,,,,,,,,,,,,,,,,,,
2015-12-31,-5223000000.0,1439000000.0,32080000000.0,6435000000.0,-14200000000.0,,384000000.0,-411000000.0,,12816000000.0,-4725000000.0,352563000000.0,,3103000000.0,863000000.0,2719000000.0,12000000.0,11578000000.0,,432929000000.0,35757000000.0,553965000000.0,5064000000.0,47862000000.0,-411000000.0,-14000000.0,0.0,47850000000.0,33990000000.0,19890000000.0,47042000000.0,9407000000.0,45623000000.0,42323000000.0,15995000000.0,195808000000.0,-11145000000.0,101487000000.0,352563000000.0,,121036000000.0,4542000000.0,180405000000.0,292790000000.0,94321000000.0,,23370000000.0,-1668000000.0,29628000000.0,6588000000.0,88785000000.0,5337000000.0,816000000.0,2197000000.0,-13860000000.0,2495000000.0,12248000000.0,,,,,,,,,,,,,,,,,,,,
2016-03-31,107000000.0,1253000000.0,32707000000.0,5791000000.0,-3026000000.0,19857758621.0,6564000000.0,4607000000.0,0.232,14345000000.0,9626000000.0,350154000000.0,,8807000000.0,416000000.0,2243000000.0,15000000.0,7172000000.0,,430902000000.0,35635000000.0,556239000000.0,12199000000.0,58385000000.0,4607000000.0,95000000.0,-5000000.0,58370000000.0,31407000000.0,19890000000.0,42323000000.0,10105000000.0,39402000000.0,51949000000.0,15884000000.0,190879000000.0,-3668000000.0,92113000000.0,350154000000.0,0.232,125337000000.0,10060000000.0,185012000000.0,297771000000.0,98766000000.0,19857758621.0,25703000000.0,-1162000000.0,23518000000.0,5779000000.0,93371000000.0,4495000000.0,814000000.0,2224000000.0,-8387000000.0,-734000000.0,9749000000.0,,,,,,,,,,,,,,,,,,,,
2016-06-30,-176000000.0,1096000000.0,32322000000.0,6336000000.0,-5949000000.0,,7113000000.0,5221000000.0,,14192000000.0,14240000000.0,349004000000.0,,9613000000.0,-176000000.0,2500000000.0,5000000.0,6482000000.0,,429130000000.0,35327000000.0,560003000000.0,17033000000.0,73919000000.0,5221000000.0,78000000.0,-33000000.0,73914000000.0,32095000000.0,19890000000.0,51949000000.0,10776000000.0,39321000000.0,66189000000.0,16216000000.0,193153000000.0,-7126000000.0,92045000000.0,349004000000.0,,130873000000.0,10709000000.0,183868000000.0,297685000000.0,101108000000.0,,22341000000.0,-1433000000.0,23105000000.0,5440000000.0,95671000000.0,4259000000.0,817000000.0,2265000000.0,-6190000000.0,-1464000000.0,10202000000.0,,,,,,,,,,,,,,,,,,,,
2016-09-30,503000000.0,1153000000.0,33904000000.0,5417000000.0,-4815000000.0,19890957447.0,9829000000.0,7479000000.0,0.376,14739000000.0,7143000000.0,347690000000.0,,12256000000.0,503000000.0,2427000000.0,0.0,27009000000.0,,429532000000.0,35340000000.0,566018000000.0,19152000000.0,82213000000.0,7479000000.0,295000000.0,0.0,82213000000.0,31172000000.0,19890000000.0,66189000000.0,13149000000.0,46080000000.0,73332000000.0,19246000000.0,191821000000.0,-5583000000.0,110412000000.0,347690000000.0,0.376,136486000000.0,13409000000.0,191347000000.0,305789000000.0,81409000000.0,19890957447.0,18253000000.0,-7970000000.0,26834000000.0,6097000000.0,75848000000.0,4679000000.0,815000000.0,2386000000.0,-3140000000.0,-1157000000.0,9202000000.0,,,,,,,,,,,,,,,,,,,,
2016-12-31,1112000000.0,1110000000.0,34056000000.0,4384000000.0,-15268000000.0,,6030000000.0,5405000000.0,,13341000000.0,-32144000000.0,351709000000.0,,8220000000.0,368000000.0,2190000000.0,54000000.0,27819000000.0,,438201000000.0,38502000000.0,571664000000.0,4441000000.0,50811000000.0,5405000000.0,675000000.0,-33468000000.0,50757000000.0,35156000000.0,19890000000.0,73332000000.0,12864000000.0,58324000000.0,41188000000.0,21012000000.0,191760000000.0,-48277000000.0,112185000000.0,351709000000.0,,133463000000.0,9330000000.0,196786000000.0,312357000000.0,79575000000.0,,16179000000.0,-1400000000.0,37312000000.0,8148000000.0,73778000000.0,5109000000.0,797000000.0,2617000000.0,-12210000000.0,-527000000.0,42701000000.0,,,,,,,,,,,,,,,,,,,,
2017-03-31,489000000.0,1028000000.0,35042000000.0,4396000000.0,-3073000000.0,19894308943.0,14243000000.0,12235000000.0,0.615,12215000000.0,41048000000.0,348649000000.0,,17685000000.0,489000000.0,3442000000.0,51000000.0,31019000000.0,,435900000000.0,38415000000.0,591510000000.0,21910000000.0,89951000000.0,12235000000.0,35588000000.0,-18054000000.0,89900000000.0,33199000000.0,19890000000.0,41189000000.0,18127000000.0,61062000000.0,82237000000.0,25560000000.0,195088000000.0,16472000000.0,117441000000.0,348649000000.0,0.615,155610000000.0,18713000000.0,209021000000.0,325617000000.0,77647000000.0,19894308943.0,16751000000.0,-970000000.0,35502000000.0,7433000000.0,71805000000.0,4939000000.0,795000000.0,2670000000.0,-1994000000.0,1905000000.0,25262000000.0,,,,,,,,,,,,,,,,,,,,
2017-06-30,146000000.0,1388000000.0,35699000000.0,4399000000.0,-7554000000.0,,14325000000.0,12080000000.0,,12856000000.0,6099000000.0,349074000000.0,,18124000000.0,121000000.0,3799000000.0,51000000.0,28250000000.0,,435889000000.0,37052000000.0,607966000000.0,15100000000.0,96846000000.0,12080000000.0,221000000.0,-8176000000.0,96795000000.0,31951000000.0,19890000000.0,82237000000.0,18489000000.0,59456000000.0,88335000000.0,25037000000.0,254902000000.0,-14523000000.0,175462000000.0,349074000000.0,,172077000000.0,19512000000.0,162029000000.0,279968000000.0,79440000000.0,,16309000000.0,-1133000000.0,34419000000.0,6548000000.0,73613000000.0,4290000000.0,762000000.0,2683000000.0,-6892000000.0,-796000000.0,32639000000.0,,,,,,,,,,,,,,,,,,,,
2017-09-30,434000000.0,591000000.0,35682000000.0,6655000000.0,-5776000000.0,19884210526.0,13876000000.0,11334000000.0,0.57,13198000000.0,-24224000000.0,348840000000.0,,17896000000.0,434000000.0,4020000000.0,52000000.0,8506000000.0,,439055000000.0,37268000000.0,560034000000.0,30401000000.0,71582000000.0,11334000000.0,24730000000.0,-3303000000.0,71530000000.0,32182000000.0,19890000000.0,88335000000.0,18237000000.0,62017000000.0,64111000000.0,25502000000.0,192825000000.0,17069000000.0,111861000000.0,348840000000.0,0.57,120979000000.0,18487000000.0,173363000000.0,292242000000.0,80964000000.0,19884210526.0,14553000000.0,-61079000000.0,36515000000.0,7265000000.0,75201000000.0,4936000000.0,761000000.0,2739000000.0,-22103000000.0,1041000000.0,8477000000.0,,,,,,,,,,,,,,,,,,,,
2017-12-31,232000000.0,2280000000.0,29449000000.0,9493000000.0,-3865000000.0,,11606000000.0,9388000000.0,,11647000000.0,7761000000.0,348272000000.0,,16628000000.0,120000000.0,5022000000.0,108000000.0,14899000000.0,,434480000000.0,38255000000.0,567124000000.0,7473000000.0,81198000000.0,9388000000.0,1361000000.0,-429000000.0,81090000000.0,33914000000.0,19890000000.0,64111000000.0,20806000000.0,66211000000.0,71872000000.0,28805000000.0,192497000000.0,-5655000000.0,115905000000.0,348272000000.0,,132644000000.0,18908000000.0,182407000000.0,301487000000.0,76592000000.0,,13319000000.0,-1652000000.0,37406000000.0,7999000000.0,70806000000.0,5841000000.0,749000000.0,2801000000.0,-3501000000.0,-1799000000.0,15235000000.0,,,,,,,,,,,,,,,,,,,,
2018-03-31,39000000.0,868000000.0,28614000000.0,10007000000.0,-2802000000.0,19885470085.0,14162000000.0,11633000000.0,0.585,15486000000.0,4885000000.0,345010000000.0,,17482000000.0,39000000.0,3320000000.0,,11877000000.0,,430545000000.0,37964000000.0,573655000000.0,9008000000.0,85616000000.0,11633000000.0,148000000.0,-30000000.0,85616000000.0,31856000000.0,19890000000.0,71872000000.0,18335000000.0,62979000000.0,76757000000.0,25256000000.0,184131000000.0,-2179000000.0,106003000000.0,345010000000.0,0.585,143110000000.0,18350000000.0,194040000000.0,313652000000.0,78128000000.0,19885470085.0,14413000000.0,-1813000000.0,37723000000.0,6921000000.0,72244000000.0,4538000000.0,748000000.0,2850000000.0,-5565000000.0,359000000.0,15334000000.0,,,,,,,,,,,,,,,,,,,,
2018-06-30,70000000.0,1267000000.0,28268000000.0,11812000000.0,-4718000000.0,,13854000000.0,11344000000.0,,14925000000.0,17004000000.0,343470000000.0,,19182000000.0,41000000.0,5328000000.0,,17612000000.0,,428307000000.0,37741000000.0,592312000000.0,15409000000.0,104706000000.0,11344000000.0,394000000.0,-9000000.0,104706000000.0,30175000000.0,19890000000.0,76757000000.0,19923000000.0,64401000000.0,93761000000.0,27506000000.0,205923000000.0,-6254000000.0,124865000000.0,343470000000.0,,164005000000.0,20449000000.0,187976000000.0,308157000000.0,81058000000.0,,13740000000.0,-567000000.0,36895000000.0,7583000000.0,75099000000.0,4960000000.0,784000000.0,2867000000.0,-4402000000.0,-2086000000.0,18576000000.0,,,,,,,,,,,,,,,,,,,,
2018-09-30,114000000.0,932000000.0,24863000000.0,4276000000.0,-5022000000.0,19872374798.0,15199000000.0,12301000000.0,0.619,12657000000.0,10942000000.0,275229000000.0,,19288000000.0,114000000.0,4089000000.0,10000000.0,15315000000.0,49000000.0,353130000000.0,35203000000.0,599831000000.0,30863000000.0,114694000000.0,12301000000.0,400000000.0,-1669000000.0,114684000000.0,24486000000.0,19890000000.0,93761000000.0,20209000000.0,66704000000.0,104703000000.0,27769000000.0,198282000000.0,-5464000000.0,132621000000.0,275229000000.0,0.619,246701000000.0,20220000000.0,200067000000.0,320929000000.0,65661000000.0,,10005000000.0,-19872000000.0,38935000000.0,7560000000.0,60188000000.0,5057000000.0,582000000.0,2920000000.0,-16079000000.0,252000000.0,16444000000.0,,,,,,,,,,,,,,,,,,,,
2018-12-31,608000000.0,2123000000.0,25792000000.0,2000000000.0,-8393000000.0,,10826000000.0,8589000000.0,,9967000000.0,-42305000000.0,273812000000.0,,14117000000.0,182000000.0,3291000000.0,32452000000.0,7633000000.0,219000000.0,353943000000.0,36463000000.0,587239000000.0,12033000000.0,104657000000.0,8589000000.0,932000000.0,-32107000000.0,72205000000.0,26884000000.0,19890000000.0,104703000000.0,19338000000.0,70017000000.0,61863000000.0,28068000000.0,182789000000.0,-39159000000.0,123381000000.0,273812000000.0,,233296000000.0,16240000000.0,207213000000.0,327763000000.0,59408000000.0,,8488000000.0,-1389000000.0,41949000000.0,8730000000.0,53588000000.0,6049000000.0,537000000.0,3269000000.0,-21733000000.0,351000000.0,16784000000.0,,,,,,,,,,,,,,,,,,,,
2019-03-31,,475000000.0,26532000000.0,1320000000.0,-2850000000.0,19884676145.0,14829000000.0,12587000000.0,0.633,10911000000.0,18261000000.0,275097000000.0,,18222000000.0,,3393000000.0,32746000000.0,12715000000.0,50000000.0,385105000000.0,36137000000.0,552326000000.0,28114000000.0,121807000000.0,12587000000.0,382000000.0,-1394000000.0,89061000000.0,23007000000.0,19890000000.0,61863000000.0,16929000000.0,57011000000.0,80124000000.0,23942000000.0,147724000000.0,-5374000000.0,93173000000.0,275097000000.0,0.633,167221000000.0,18697000000.0,219770000000.0,340714000000.0,54551000000.0,,10582000000.0,-1292000000.0,33069000000.0,7013000000.0,45844000000.0,4526000000.0,537000000.0,3323000000.0,-8125000000.0,-1645000000.0,13920000000.0,,,,,,,,,,,,,,,,,,,,
2019-06-30,,1047000000.0,26253000000.0,1297000000.0,-4955000000.0,,14041000000.0,11656000000.0,,12951000000.0,39958000000.0,272846000000.0,,18637000000.0,,4596000000.0,5115000000.0,12869000000.0,78000000.0,383210000000.0,35964000000.0,563149000000.0,5124000000.0,133442000000.0,11656000000.0,36199000000.0,-66000000.0,128327000000.0,22490000000.0,19890000000.0,80124000000.0,18539000000.0,59354000000.0,120082000000.0,25484000000.0,161550000000.0,31842000000.0,110852000000.0,272846000000.0,,179939000000.0,19684000000.0,213953000000.0,334863000000.0,50698000000.0,,10355000000.0,-469000000.0,33870000000.0,6945000000.0,43793000000.0,4431000000.0,537000000.0,3337000000.0,-1744000000.0,670000000.0,13592000000.0,,,,,,,,,,,,,,,,,,,,
2019-09-30,-57000000.0,511000000.0,29443000000.0,891000000.0,-3196000000.0,19883900929.0,15023000000.0,12845000000.0,0.646,13209000000.0,-34475000000.0,270890000000.0,,18194000000.0,,3171000000.0,10032000000.0,13662000000.0,131000000.0,384640000000.0,36129000000.0,560858000000.0,12518000000.0,105940000000.0,12845000000.0,5732000000.0,-31156000000.0,95908000000.0,22189000000.0,19890000000.0,120082000000.0,18333000000.0,61484000000.0,85607000000.0,25727000000.0,146119000000.0,-30255000000.0,96140000000.0,270890000000.0,0.646,176218000000.0,18705000000.0,226798000000.0,346911000000.0,49979000000.0,19883900929.0,9869000000.0,-18172000000.0,35757000000.0,7394000000.0,43305000000.0,4794000000.0,537000000.0,3365000000.0,-1838000000.0,-2056000000.0,36438000000.0,,,,,,,,,,,,,,,,,,,,
